"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name"
"103",53148,1,280,"ata","2",0,9,0,0,0,4.08,"ytalo","Ytalo","Ytalo","Ytalo José Oliveira dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/04e6ec2a4a482288bbd0edd201653f3d_FORMATO.png","Bragantino"
"104",95799,1,280,"ata","5",0,7,0,0,0,3.19,"artur","Artur","Artur","Artur Victor Guimarães","https://s.glbimg.com/es/sde/f/2022/02/21/8a066ad3f920ce6d6ba32a01ff830e8c_FORMATO.png","Bragantino"
"105",82792,1,280,"tec","7",0,10,0,0,0,NA,"mauricio-barbieri","Maurício Barbieri","M. Barbieri","Maurício Nogueira Barbieri","https://s.glbimg.com/es/sde/f/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png","Bragantino"
"106",100079,1,282,"mei","7",0,13,0,0,0,5.87,"zaracho","Zaracho","Zaracho","Federico Matías Javier Zaracho","https://s.glbimg.com/es/sde/f/2021/04/23/ccb1d73771f04699045f78f794f4481d_FORMATO.png","Atlético-MG"
"107",86485,1,282,"ata","7",0,9,0,0,0,4.08,"keno","Keno","Keno","Marcos da Silva França","https://s.glbimg.com/es/sde/f/2021/05/02/cc190959ce99d1236ff0a230132fb245_FORMATO.png","Atlético-MG"
"108",38144,1,276,"lat","7",0,8,0,0,0,3.64,"rafinha","Rafinha","Rafinha","Márcio Rafael Ferreira de Souza","https://s.glbimg.com/es/sde/f/2022/03/01/de7df71bb9091a8547f8d8bd0212b549_FORMATO.png","São Paulo"
"109",90768,1,262,"zag","6",0,7,0,0,0,3.19,"fabricio-bruno","Fabrício Bruno","F. Bruno","Fabrício Bruno Soares de Faria","https://s.glbimg.com/es/sde/f/2022/03/03/268758269234672c9981a28b831ae5cb_FORMATO.png","Flamengo"
"110",104754,1,356,"tec","7",0,9,0,0,0,NA,"juan-vojvoda","Juan Vojvoda","J. Vojvoda","Juan Pablo Vojvoda Rizzo","https://s.glbimg.com/es/sde/f/2021/05/04/b1ac9362e20bba2d6dc699906e1420cc_FORMATO.png","Fortaleza"
"111",96684,1,276,"ata","6",0,9,0,0,0,4.08,"rigoni","Rigoni","Rigoni","Emiliano Ariel Rigoni","https://s.glbimg.com/es/sde/f/2022/03/01/f8d5029ee4e43d0050ec116c23af5c56_FORMATO.png","São Paulo"
"112",90031,1,354,"ata","7",0,7,0,0,0,3.19,"mendoza","Mendoza","Mendoza","John Stiven Mendoza Valencia","https://s.glbimg.com/es/sde/f/2022/02/22/348289b85a309419d827269486e667c9_FORMATO.png","Ceará"
"113",91573,1,276,"zag","6",0,8,0,0,0,3.64,"arboleda","Arboleda","Arboleda","Robert Abel Arboleda Escobar","https://s.glbimg.com/es/sde/f/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png","São Paulo"
"114",91607,1,275,"ata","2",0,10,0,0,0,4.53,"rony","Rony","Rony","Ronielson da Silva Barbosa","https://s.glbimg.com/es/sde/f/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png","Palmeiras"
"115",68833,1,277,"mei","7",0,12,0,0,0,5.42,"ricardo-goulart","Ricardo Goulart","R. Goulart","Ricardo Goulart Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/38ae8bd547bcc5a21f9bb3eaaa1d60c2_FORMATO.png","Santos"
"116",89226,1,327,"zag","7",0,6,0,0,0,2.75,"iago-maidana","Iago Maidana","I. Maidana","Iago Justen Maidana Martins","https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png","América-MG"
"117",97867,1,280,"zag","7",0,11,0,0,0,4.98,"leo-ortiz","Léo Ortiz","L. Ortiz","Leonardo Rech Ortiz","https://s.glbimg.com/es/sde/f/2022/02/21/6a781965c7d790e1392f74796dd30127_FORMATO.png","Bragantino"
"118",71684,1,275,"zag","7",0,14,0,0,0,6.31,"gustavo-gomez","Gustavo Gómez","G. Gómez","Gustavo Raúl Gómez Portillo","https://s.glbimg.com/es/sde/f/2022/02/21/f210b8623194d0722dd0d76585950fb1_FORMATO.png","Palmeiras"
"119",110506,1,275,"tec","7",0,12,0,0,0,NA,"abel-ferreira","Abel Ferreira","A. Ferreira","Abel Fernando Moreira Ferreira","https://s.glbimg.com/es/sde/f/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png","Palmeiras"
"120",68920,1,275,"ata","7",0,18,0,0,0,8.1,"dudu","Dudu","Dudu","Eduardo Pereira Rodrigues","https://s.glbimg.com/es/sde/f/2022/02/21/f77c90a60a3c8354d3235d1b61be9208_FORMATO.png","Palmeiras"
"121",95794,1,282,"zag","7",0,9,0,0,0,4.08,"nathan-silva","Nathan Silva","N. Silva","Nathanael Ananias da Silva","https://s.glbimg.com/es/sde/f/2021/07/09/f485b236f55b942d9ffa6588b0d47e8f_FORMATO.png","Atlético-MG"
"122",98484,1,263,"zag","7",0,7,0,0,0,3.19,"kanu","Kanu","Kanu","Victor Hugo Soares dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/b1d2b6ae7d7c80be4768237f4820792b_FORMATO.png","Botafogo"
"123",91708,1,266,"zag","7",0,13,0,0,0,5.87,"nino","Nino","Nino","Marcílio Florêncio Mota Filho","https://s.glbimg.com/es/sde/f/2021/08/19/015b905d655d90af1c6161f318175dee_FORMATO.png","Fluminense"
"124",89284,1,262,"tec","7",0,8,0,0,0,NA,"paulo-sousa","Paulo Sousa","P. Sousa","Paulo Manuel Carvalho Sousa","https://s.glbimg.com/es/sde/f/2021/12/29/c720dfbf4b03311b98345900861f7158_FORMATO.png","Flamengo"
"125",95638,1,356,"zag","7",0,8,0,0,0,3.64,"marcelo-benevenuto","Marcelo Benevenuto","M. Benevenuto","Marcelo da Conceição Benevenuto Malaquias","https://s.glbimg.com/es/sde/f/2022/02/25/aca760bc951756f3a3788376d3e31a69_FORMATO.png","Fortaleza"
"126",80692,1,275,"zag","6",0,8,0,0,0,3.64,"luan","Luan","Luan","Luan Garcia Teixeira","https://s.glbimg.com/es/sde/f/2022/02/21/c6c7b2c98c560509a3d86811257b9a72_FORMATO.png","Palmeiras"
"127",104250,1,264,"zag","7",0,5,0,0,0,2.3,"joao-victor","João Victor","J. Victor","João Victor da Silva Marcelino","https://s.glbimg.com/es/sde/f/2021/08/06/2ad4f10146673233d9d0dcb117cd81b9_FORMATO.png","Corinthians"
"128",73384,1,266,"lat","6",0,7,0,0,0,3.19,"samuel-xavier","Samuel Xavier","S. Xavier","Samuel Xavier Brito","https://s.glbimg.com/es/sde/f/2021/08/19/9a7d9e6cdec4404f9c27ca38ffaf4f19_FORMATO.png","Fluminense"
"129",89274,1,262,"mei","2",0,10,0,0,0,4.53,"andreas-pereira","Andreas Pereira","A. Pereira","Andreas Hugo Hoelgebaum Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/40c59abb9f6c36d4b05b496f4b0db755_FORMATO.png","Flamengo"
"130",38750,1,262,"lat","7",0,8,0,0,0,3.64,"filipe-luis","Filipe Luís","F. Luís","Filipe Luís Kasmirski","https://s.glbimg.com/es/sde/f/2022/03/03/fdb50448c00fef05036a74c032269980_FORMATO.png","Flamengo"
"131",87863,1,262,"mei","7",0,17,0,0,0,7.65,"arrascaeta","Arrascaeta","Arrascaeta","Giorgian Daniel de Arrascaeta Benedetti","https://s.glbimg.com/es/sde/f/2022/03/03/a391d0fd6a610a912b4e3c043afa2df9_FORMATO.png","Flamengo"
"132",40006,1,266,"tec","7",0,11,0,0,0,NA,"abel-braga","Abel Braga","A. Braga","Abel Carlos da Silva Braga","https://s.glbimg.com/es/sde/f/2020/11/10/0f92efccde1103a2d235bd9cb9fa4deb_FORMATO.png","Fluminense"
"133",42135,1,264,"mei","7",0,15,0,0,0,6.76,"willian","Willian","Willian","Willian Borges da Silva","https://s.glbimg.com/es/sde/f/2021/09/09/58cf865acea9ec10e49e06337c7e7d4d_FORMATO.png","Corinthians"
"134",99815,1,266,"mei","7",0,7,0,0,0,3.19,"arias","Arias","Arias","Jhon Adolfo Arias Andrade","https://s.glbimg.com/es/sde/f/2021/08/31/0340c9e32a5914738d36712836b267bb_FORMATO.png","Fluminense"
"135",104276,1,266,"lat","7",0,7,0,0,0,3.19,"calegari","Calegari","Calegari","Lucas Felipe Calegari","https://s.glbimg.com/es/sde/f/2021/08/19/b663d44a41eb348f73ebd477e907a8bc_FORMATO.png","Fluminense"
"136",42116,1,266,"ata","6",0,8,0,0,0,3.64,"willian","Willian","Willian","Willian Gomes de Siqueira","https://s.glbimg.com/es/sde/f/2022/02/24/79c62366edb8a36ed104c73a2f413a3e_FORMATO.png","Fluminense"
"137",38394,1,293,"zag","5",0,8,0,0,0,3.64,"thiago-heleno","Thiago Heleno","T. Heleno","Thiago Heleno Henrique Ferreira","https://s.glbimg.com/es/sde/f/2021/05/02/f69df2ecdf5d2a9d11697c61673c4358_FORMATO.png","Athlético-PR"
"138",69034,1,264,"mei","2",0,13,0,0,0,5.87,"paulinho","Paulinho","Paulinho","José Paulo Bezerra Maciel Júnior","https://s.glbimg.com/es/sde/f/2022/02/22/b7da1683ff41ffb17a22a301f538ac44_FORMATO.png","Corinthians"
"139",71071,1,282,"tec","7",0,8,0,0,0,NA,"antonio-mohamed","Antonio Mohamed","A. Mohamed","Ricardo Antonio Mohamed Matijevich","https://s.glbimg.com/es/sde/f/2022/03/08/9f29bd3b01ad7f8b22ead88e86930382_FORMATO.png","Atlético-MG"
"140",68727,1,282,"lat","5",0,6,0,0,0,2.75,"dodo","Dodô","Dodô","José Rodolfo Pires Ribeiro","https://s.glbimg.com/es/sde/f/2021/04/23/e76071f6487eb601bf29be36a09f8cd9_FORMATO.png","Atlético-MG"
"141",63289,1,285,"mei","7",0,12,0,0,0,5.42,"edenilson","Edenílson","Edenílson","Edenílson Andrade dos Santos","https://s.glbimg.com/es/sde/f/2022/04/02/97f5d4131e53423d654abddad3cbc9ee_FORMATO.png","Internacional"
"142",42145,1,294,"lat","7",0,6,0,0,0,2.75,"egidio","Egídio","Egídio","Egídio de Araújo Pereira Júnior","https://s.glbimg.com/es/sde/f/2022/02/23/c73f6de76388d7abc83e4fe10be2059a_FORMATO.png","Coritiba"
"143",96652,1,282,"mei","7",0,8,0,0,0,3.64,"allan","Allan","Allan","Allan Rodrigues de Souza","https://s.glbimg.com/es/sde/f/2021/05/02/171f1af3a958ad9639f2d72e0825ec35_FORMATO.png","Atlético-MG"
"144",81091,1,282,"mei","2",0,9,0,0,0,4.08,"jair","Jair","Jair","Jair Rodrigues Júnior","https://s.glbimg.com/es/sde/f/2021/05/02/9f45c3d8021bc336ee9149455cd40768_FORMATO.png","Atlético-MG"
"145",109282,1,266,"ata","6",0,5,0,0,0,2.3,"luiz-henrique","Luiz Henrique","L. Henrique","Luiz Henrique André Rosa da Silva","https://s.glbimg.com/es/sde/f/2021/08/19/131f19bc697057f38a3c8ec99c785a97_FORMATO.png","Fluminense"
"146",106681,1,373,"ata","7",0,4,0,0,0,1.85,"leo-pereira","Léo Pereira","L. Pereira","Leonardo Augusto dos Santos Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/b6e2734629454f1ee92d354283343741_FORMATO.png","Atlético-GO"
"147",80370,1,373,"mei","7",0,4,0,0,0,1.85,"edson","Edson ","Edson ","Edson Felipe da Cruz","https://s.glbimg.com/es/sde/f/2022/03/03/3c782944d7dbd6686b97db6c607caa2e_FORMATO.png","Atlético-GO"
"148",86686,1,282,"mei","6",0,6,0,0,0,2.75,"tche-tche","Tchê Tchê","T. Tchê","Danilo das Neves Pinheiro","https://s.glbimg.com/es/sde/f/2021/04/23/fdf9016ea02dcddd98741a756237dd61_FORMATO.png","Atlético-MG"
"149",98672,1,282,"ata","6",0,8,0,0,0,3.64,"savarino","Savarino","Savarino","Jefferson David Savarino Quintero","https://s.glbimg.com/es/sde/f/2021/05/02/d3e7e7202b89ee25b82020db1b85b35e_FORMATO.png","Atlético-MG"
"150",52253,1,282,"zag","2",0,6,0,0,0,2.75,"rever","Réver","Réver","Réver Humberto Alves Araújo","https://s.glbimg.com/es/sde/f/2021/05/02/ce66257bddbcdd7f769730be5ed1b018_FORMATO.png","Atlético-MG"
"151",85315,1,264,"mei","2",0,7,0,0,0,3.19,"cantillo","Cantillo","Cantillo","Víctor Danilo Cantillo Jiménez","https://s.glbimg.com/es/sde/f/2021/08/06/97f29ba828e0abf2b68c3c1347d7daa5_FORMATO.png","Corinthians"
"152",98909,1,293,"ata","7",0,8,0,0,0,3.64,"cuello","Cuello","Cuello","Tomás Esteban Cuello","https://s.glbimg.com/es/sde/f/2022/02/24/6bec1ac11713040382a43683f3ec06ba_FORMATO.png","Athlético-PR"
"153",82463,1,282,"mei","2",0,6,0,0,0,2.75,"otavio","Otávio","Otávio","Otávio Henrique Passos Santos","https://s.glbimg.com/es/sde/f/2022/02/27/4408faa1939fc9ce996ca6db75e58e52_FORMATO.png","Atlético-MG"
"154",79188,1,356,"ata","6",0,7,0,0,0,3.19,"silvio-romero","Silvio Romero","S. Romero","Silvio Ezequiel Romero","https://s.glbimg.com/es/sde/f/2022/02/25/ee2dcd6bf6249a62f5e1264349344cee_FORMATO.png","Fortaleza"
"155",38877,1,282,"lat","2",0,7,0,0,0,3.19,"mariano","Mariano","Mariano","Mariano Ferreira Filho","https://s.glbimg.com/es/sde/f/2021/05/02/cefb911612e5a3e04586a326c9c8647b_FORMATO.png","Atlético-MG"
"156",101314,1,282,"ata","6",0,10,0,0,0,4.53,"ademir","Ademir","Ademir","Ademir da Silva Santos Júnior","https://s.glbimg.com/es/sde/f/2022/02/27/c71d07a4846b5840e9811ed9add0a53c_FORMATO.png","Atlético-MG"
"157",69299,1,282,"zag","6",0,7,0,0,0,3.19,"godin","Godín","Godín","Diego Roberto Godín Leal","https://s.glbimg.com/es/sde/f/2022/02/25/a45f50f93003bc1521e45df9041a0c2a_FORMATO.png","Atlético-MG"
"158",90309,1,285,"ata","6",0,8,0,0,0,3.64,"david","David","David","David Correa da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/2bd5fca2e1d0dc67b0755602e00a7e66_FORMATO.png","Internacional"
"159",37646,1,314,"zag","6",0,5,0,0,0,2.3,"betao","Betão","Betão","Ebert William Amâncio","https://s.glbimg.com/es/sde/f/2022/02/21/8a36692931fbcb825d6a43d312fbb2e6_FORMATO.png","Avaí"
"160",100641,1,282,"ata","6",0,5,0,0,0,2.3,"fabio-gomes","Fábio Gomes","F. Gomes","Fábio Roberto Gomes Netto","https://s.glbimg.com/es/sde/f/2022/02/27/c2f4553f87886d8d57cd268c4a14338b_FORMATO.png","Atlético-MG"
"161",79631,1,266,"ata","7",0,11,0,0,0,4.98,"cano","Cano","Cano","Germán Ezequiel Cano","https://s.glbimg.com/es/sde/f/2022/02/24/ebd67d14776321547687f37e46153d21_FORMATO.png","Fluminense"
"162",70360,1,282,"ata","6",0,6,0,0,0,2.75,"eduardo-sasha","Eduardo Sasha","E. Sasha","Eduardo Colcenti Antunes","https://s.glbimg.com/es/sde/f/2021/04/23/c4219f6ceb958aef5f871e8ecf08b6a5_FORMATO.png","Atlético-MG"
"163",89493,1,282,"zag","6",0,5,0,0,0,2.3,"igor-rabello","Igor Rabello","I. Rabello","Igor Rabello da Costa","https://s.glbimg.com/es/sde/f/2021/05/02/a3c5d8522641cc6e0c6c72d9dbcc14fd_FORMATO.png","Atlético-MG"
"164",101077,1,373,"tec","7",0,3,0,0,0,NA,"umberto-louzer","Umberto Louzer","U. Louzer","Umberto Lourenço Louzer Filho","https://s.glbimg.com/es/sde/f/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png","Atlético-GO"
"165",69040,1,314,"gol","6",0,4,0,0,0,1.85,"vladimir","Vladimir","Vladimir","Vladimir Orlando Cardoso de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png","Avaí"
"166",68928,1,282,"gol","6",0,5,0,0,0,2.3,"rafael","Rafael","Rafael","Rafael Pires Monteiro","https://s.glbimg.com/es/sde/f/2021/05/02/7acdbbf5d8b2e088001e85a8071c3249_FORMATO.png","Atlético-MG"
"167",94916,1,282,"mei","7",0,14,0,0,0,6.31,"nacho-fernandez","Nacho Fernández","N. Fernández","Ignacio Martín Fernández","https://s.glbimg.com/es/sde/f/2021/04/23/021bc265ea84999199e1b2449e23766c_FORMATO.png","Atlético-MG"
"168",77544,1,373,"mei","7",0,5,0,0,0,2.3,"jorginho","Jorginho","Jorginho","Jorge de Moura Xavier","https://s.glbimg.com/es/sde/f/2022/03/03/5e1a8b5625036eb3729fbae6272ea055_FORMATO.png","Atlético-GO"
"169",97520,1,373,"mei","7",0,6,0,0,0,2.75,"shaylon","Shaylon","Shaylon","Shaylon Kallyson Cardoso","https://s.glbimg.com/es/sde/f/2022/03/03/613cc4607b07db0edb4d019f37550ecc_FORMATO.png","Atlético-GO"
"170",68698,1,314,"mei","6",0,5,0,0,0,2.3,"bruno-silva","Bruno Silva","B. Silva","Bruno César Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/7c8012647193d72e2db7ad4e887df99f_FORMATO.png","Avaí"
"171",72079,1,314,"lat","7",0,6,0,0,0,2.75,"bruno-cortez","Bruno Cortez","B. Cortez","Bruno Cortês Barbosa","https://s.glbimg.com/es/sde/f/2022/02/23/da8da8af4eaf5969bda304828d27ac27_FORMATO.png","Avaí"
"172",73533,1,314,"gol","6",0,3,0,0,0,1.41,"gledson","Glédson","Glédson","Glédson Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png","Avaí"
"173",39572,1,314,"mei","6",0,5,0,0,0,2.3,"renato","Renato","Renato","José Renato da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/24/c65bdd88b41fe9f8ddb3c5be562e45a9_FORMATO.png","Avaí"
"174",77959,1,314,"ata","7",0,5,0,0,0,2.3,"copete","Copete","Copete","Jonathan Copete Valencia","https://s.glbimg.com/es/sde/f/2022/02/24/88bdb886000cb8d576b130048d59d687_FORMATO.png","Avaí"
"175",106107,1,373,"ata","6",0,4,0,0,0,1.85,"airton","Airton","Airton","Airton Moisés Santos Sousa","https://s.glbimg.com/es/sde/f/2022/03/03/8bedf67e65f96c1ee15936a016347f09_FORMATO.png","Atlético-GO"
"176",78584,1,314,"gol","7",0,6,0,0,0,2.75,"douglas-friedrich","Douglas Friedrich","D. Friedrich","Douglas Alan Schuck Friedrich","https://s.glbimg.com/es/sde/f/2022/02/21/7b6f0fbda2d34c444987ce7f2b8cc649_FORMATO.png","Avaí"
"177",73858,1,314,"mei","7",0,3,0,0,0,1.41,"jean-cleber","Jean Cléber","J. Cléber","Jean Cléber Santos da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/30faa9be7f17fe35cfe84852c646b4c0_FORMATO.png","Avaí"
"178",83522,1,314,"zag","6",0,4,0,0,0,1.85,"fagner-alemao","Fagner Alemão","F. Alemão","Fagner Ironi Daponte","https://s.glbimg.com/es/sde/f/2022/02/23/910d0c69ee28cb6b949f8be78bf2b841_FORMATO.png","Avaí"
"179",71695,1,373,"ata","6",0,3,0,0,0,1.41,"montenegro","Montenegro","Montenegro","Brian Guillermo Montenegro Martínez","https://s.glbimg.com/es/sde/f/2022/03/03/d76015d04a616e574974d502dd8682b5_FORMATO.png","Atlético-GO"
"180",101319,1,282,"lat","2",0,6,0,0,0,2.75,"guga","Guga","Guga","Cláudio Rodrigues Gomes","https://s.glbimg.com/es/sde/f/2021/05/02/55272cc689e229f13d6488aa7b33406f_FORMATO.png","Atlético-MG"
"181",82766,1,373,"mei","7",0,5,0,0,0,2.3,"wellington-rato","Wellington Rato","W. Rato","Wellington Soares da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/f1c021275405991e817f4277af535a6a_FORMATO.png","Atlético-GO"
"182",100002,1,373,"mei","6",0,3,0,0,0,1.41,"rickson","Rickson","Rickson","Rickson Barbosa Sá da Conceição","https://s.glbimg.com/es/sde/f/2022/03/03/f82aadebc694039fa82daf954411c4cb_FORMATO.png","Atlético-GO"
"183",82943,1,314,"lat","6",0,4,0,0,0,1.85,"matheus-ribeiro","Matheus Ribeiro","M. Ribeiro","Matheus Antunes Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/23/712651cb571755df87e5184b4ecf906d_FORMATO.png","Avaí"
"184",101798,1,282,"mei","6",0,5,0,0,0,2.3,"guilherme-castilho","Guilherme Castilho","G. Castilho","Guilherme Castilho Carvalho","https://s.glbimg.com/es/sde/f/2022/02/27/bb2d508413cce29c6fa181a7ee4fcd5c_FORMATO.png","Atlético-MG"
"185",103515,1,373,"mei","6",0,3,0,0,0,1.41,"ramon-carvalho","Ramon Carvalho","R. Carvalho","Ramon Rodrigo de Carvalho","https://s.glbimg.com/es/sde/f/2022/03/03/b8546f2faa99cbd4e53d24979a7a1a5a_FORMATO.png","Atlético-GO"
"186",86227,1,314,"ata","7",0,6,0,0,0,2.75,"morato","Morato","Morato","Andrew Erik Feitosa","https://s.glbimg.com/es/sde/f/2022/02/24/ee2dbbc844a7911e1c875b38e698c974_FORMATO.png","Avaí"
"187",78893,1,263,"gol","6",0,3,0,0,0,1.41,"douglas-borges","Douglas Borges","D. Borges","Douglas Borges","https://s.glbimg.com/es/sde/f/2022/02/21/837aacbeb34486f2c8bdc9348c44ba72_FORMATO.png","Botafogo"
"188",86749,1,263,"mei","6",0,4,0,0,0,1.85,"felipe-ferreira","Felipe Ferreira","F. Ferreira","Felipe de Figueiredo Ferreira","https://s.glbimg.com/es/sde/f/2022/02/21/e6bb81a986dcba9c740f2c8d43ddccd6_FORMATO.png","Botafogo"
"189",90715,1,263,"ata","6",0,4,0,0,0,1.85,"luiz-fernando","Luiz Fernando ","L. Fernando","Luiz Fernando Moraes dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/86ed36aefdccf6f7beb80e804acba33d_FORMATO.png","Botafogo"
"190",89224,1,263,"mei","6",0,3,0,0,0,1.41,"barreto","Barreto","Barreto","Gustavo Bonatto Barreto","https://s.glbimg.com/es/sde/f/2022/02/21/4f55cd58dba618d9c58695edc5507fcc_FORMATO.png","Botafogo"
"191",89696,1,314,"ata","6",0,4,0,0,0,1.85,"romulo","Rômulo ","Rômulo ","Rômulo dos Santos de Souza","https://s.glbimg.com/es/sde/f/2022/02/24/474334d9aac64c11c2e9ba0bfa9b0931_FORMATO.png","Avaí"
"192",103706,1,282,"mei","6",0,1,0,0,0,0.52,"neto","Neto","Neto","Antônio Fialho de Carvalho Neto","https://s.glbimg.com/es/sde/f/2021/05/02/cfe664f3690d1a51a29254653d64a4fd_FORMATO.png","Atlético-MG"
"193",73318,1,263,"lat","6",0,5,0,0,0,2.3,"daniel-borges","Daniel Borges","D. Borges","Daniel Fortunato Borges","https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png","Botafogo"
"194",80393,1,263,"mei","6",0,5,0,0,0,2.3,"fabinho","Fabinho","Fabinho","Fábio Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/21/19e529c7daf69a3ee2e1312a42ce97fd_FORMATO.png","Botafogo"
"195",91242,1,373,"ata","6",0,4,0,0,0,1.85,"leandro-barcia","Leandro Barcia","L. Barcia","Leandro Barcia Montero","https://s.glbimg.com/es/sde/f/2022/03/03/52a61323aeb994d29babaa5e3cda83f7_FORMATO.png","Atlético-GO"
"196",107516,1,263,"mei","6",0,2,0,0,0,0.96,"enio","Ênio","Ênio","Sebastião Ênio Santos de Almeida","https://s.glbimg.com/es/sde/f/2022/02/21/ecd7af7a3462266c90eb1a66567aa95a_FORMATO.png","Botafogo"
"197",91688,1,314,"mei","6",0,3,0,0,0,1.41,"eduardo","Eduardo","Eduardo","Eduardo Jacinto de Biasi","https://s.glbimg.com/es/sde/f/2022/02/23/858c6708a8a4e0b1858d4429bdf68d77_FORMATO.png","Avaí"
"198",90540,1,263,"ata","6",0,4,0,0,0,1.85,"diego-goncalves","Diego Gonçalves","D. Gonçalves","Diego Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/21/9f275ce14e02c8b8be4c38953dda7e07_FORMATO.png","Botafogo"
"199",90846,1,263,"zag","6",0,4,0,0,0,1.85,"klaus","Klaus","Klaus","Willian Klaus","https://s.glbimg.com/es/sde/f/2022/02/21/285efd56a8da13cc59106ef7fcce7c51_FORMATO.png","Botafogo"
"200",104660,1,263,"ata","6",0,3,0,0,0,1.41,"vinicius-lopes","Vinícius Lopes","V. Lopes","Vinícius Lopes da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/e057d0f0bf956c78607ac32d4d8597e4_FORMATO.png","Botafogo"
"201",107972,1,263,"mei","6",0,2,0,0,0,0.96,"romildo","Romildo","Romildo","Romildo Del Piage de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/a34959446ac5b131b7047f846855f309_FORMATO.png","Botafogo"
"202",105612,1,280,"mei","6",0,4,0,0,0,1.85,"miguel","Miguel","Miguel","Miguel Silveira dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/e513df60092b1c17ed4941bb6f1aad38_FORMATO.png","Bragantino"
"203",99430,1,263,"gol","6",0,3,0,0,0,1.41,"diego-loureiro","Diego Loureiro","D. Loureiro","Diego Terra Loureiro","https://s.glbimg.com/es/sde/f/2022/02/21/8d8bf0e2d048df5b25e486bdf7c64eec_FORMATO.png","Botafogo"
"204",105301,1,280,"ata","6",0,5,0,0,0,2.3,"jan-hurtado","Jan Hurtado","J. Hurtado","Jan Carlos Hurtado Anchico","https://s.glbimg.com/es/sde/f/2022/02/21/78595510f3d32ee63c66aaaaeb566c0f_FORMATO.png","Bragantino"
"205",72290,1,327,"gol","7",0,7,0,0,0,3.19,"jailson","Jailson","Jailson","Jailson Marcelino dos Santos","https://s.glbimg.com/es/sde/f/2022/02/25/89f6931decc893fa4555b93c4a37fe22_FORMATO.png","América-MG"
"206",109114,1,263,"ata","6",0,6,0,0,0,2.75,"matheus-nascimento","Matheus Nascimento","M. Nascimento","Matheus Nascimento de Paula","https://s.glbimg.com/es/sde/f/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png","Botafogo"
"207",93414,1,263,"zag","6",0,5,0,0,0,2.3,"joel-carli","Joel Carli","J. Carli","Mauro Joel Carli","https://s.glbimg.com/es/sde/f/2022/02/21/58080d39478afd3809fb90b0aa3d3f8e_FORMATO.png","Botafogo"
"208",109668,1,263,"lat","7",0,3,0,0,0,1.41,"hugo","Hugo","Hugo","Hugo Gonçalves Ferreira Neto","https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png","Botafogo"
"209",109497,1,277,"ata","7",0,10,0,0,0,4.53,"marcos-leonardo","Marcos Leonardo","M. Leonardo","Marcos Leonardo Santos Almeida","https://s.glbimg.com/es/sde/f/2022/03/03/70c0680cfe4346861b4db5ebeba1fdbd_FORMATO.png","Santos"
"210",102597,1,263,"lat","6",0,3,0,0,0,1.41,"jonathan-silva","Jonathan Silva","J. Silva","Jonathan Silva Vieira","https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png","Botafogo"
