"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","DS","FC","FD","FF","FS","FT","G","I","PI","PP","CA","DE","GS","PC","SG","GC","CV","PS","DP"
"398",94787,10,356,"lat","7",2.6,2.29,0.47,0.52,5,NA,"landazuri","Landázuri","Landázuri","Anthony Rigoberto Landázuri Estacio","https://s.glbimg.com/es/sde/f/2022/02/25/99227769c8cf1b0aba013765d0f00f85_FORMATO.png","Fortaleza",NA,6,12,1,NA,2,NA,NA,NA,32,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"399",103764,10,275,"ata","2",3.7,4.53,0.29,2.72,5,NA,"gabriel-veron","Gabriel Veron","G. Veron","Gabriel Veron Fonseca de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/a322d0e4be6bcead1440daebb01261cd_FORMATO.png","Palmeiras",NA,9,2,2,NA,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"400",102464,10,354,"lat","6",0,2.44,0,-0.7,1,NA,"kelvyn","Kelvyn","Kelvyn","Kelvyn Ramos da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png","Ceará",NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",91929,10,290,"zag","6",0,3,0,0,0,NA,"everson","Everson","Everson","Everson Bispo Pereira","https://s.glbimg.com/es/sde/f/2022/03/10/9a2f8ef8baac13e66233efd7b0cdec11_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",100762,10,314,"ata","7",8.7,7.99,1.21,5.14,9,NA,"bissoli","Bissoli","Bissoli","Guilherme Bissoli Campos","https://s.glbimg.com/es/sde/f/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png","Avaí",NA,3,16,4,10,9,NA,4,NA,19,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"403",98225,10,290,"ata","7",8,9.37,-1.06,5.96,8,NA,"pedro-raul","Pedro Raul","P. Raul","Pedro Raul Garay da Silva","https://s.glbimg.com/es/sde/f/2022/03/10/5215be2746c5556d28458274ecbe4b16_FORMATO.png","Goiás",NA,5,13,3,2,8,1,5,4,32,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"404",108712,10,285,"ata","6",0,2,0,0,0,NA,"gustavo-maia","Gustavo Maia","G. Maia","Gustavo Maia da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",103767,10,275,"mei","2",0,6.3,0,5.53,3,NA,"gabriel-menino","Gabriel Menino","G. Menino","Gabriel Vinícius Menino","https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png","Palmeiras",NA,9,4,NA,1,3,NA,1,NA,13,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"406",107179,10,264,"gol","6",0,2.53,0,0.5,2,NA,"matheus-donelli","Matheus Donelli","M. Donelli","Matheus Planelles Donelli","https://s.glbimg.com/es/sde/f/2022/04/27/4cbb74ff0b19a6f8303402150bc41a62_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA
"407",89695,10,354,"ata","6",-0.2,1.84,-1.12,2.48,5,NA,"iury-castilho","Iury Castilho","I. Castilho","Iury Lirio Freitas de Castilho","https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png","Ceará",1,3,4,1,1,8,NA,NA,2,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"408",38588,10,1371,"ata","5",0,4.69,0,2.38,5,NA,"elton","Elton","Elton","Elton Rodrigues Brandão","https://s.glbimg.com/es/sde/f/2022/02/23/04785c869069f264ccf01098f0707f30_FORMATO.png","Cuiabá",NA,1,6,1,NA,5,1,1,2,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"409",83528,10,262,"zag","6",0.4,2.47,-0.49,0.17,3,NA,"leo-pereira","Léo Pereira","L. Pereira","Leonardo Pereira","https://s.glbimg.com/es/sde/f/2022/03/04/f8401115c5ce6574f1f6fb8e8cfccee6_FORMATO.png","Flamengo",NA,4,6,NA,NA,2,NA,NA,NA,25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"410",105770,10,275,"ata","2",-0.3,4.16,-0.66,1.74,9,NA,"rafael-navarro","Rafael Navarro","R. Navarro","Rafael Navarro Leal","https://s.glbimg.com/es/sde/f/2022/02/21/a950985f87c7053fb60a65298da85bc0_FORMATO.png","Palmeiras",NA,9,18,2,7,7,NA,NA,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",101601,10,290,"mei","3",0,2.91,0,1.93,6,NA,"caio","Caio","Caio","Caio Vinicius da Conceição","https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png","Goiás",NA,13,17,1,2,7,NA,NA,NA,22,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"412",101574,10,262,"gol","7",0,4.04,-0.41,1.94,9,NA,"hugo-souza","Hugo Souza","H. Souza","Hugo de Souza Nogueira","https://s.glbimg.com/es/sde/f/2022/03/04/f29cb0d7b60a53cf87b5131d4fcf8d45_FORMATO.png","Flamengo",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,10,NA,1,NA,NA,NA,NA
"413",86711,10,354,"mei","7",7.8,6.06,0.81,3.23,7,NA,"richard-coelho","Richard Coelho","R. Coelho","Richard Cândido Coelho","https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png","Ceará",1,18,13,3,NA,7,NA,NA,2,30,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"414",111688,10,285,"ata","6",0,2.83,0,2.9,1,NA,"matheus-cadorini","Matheus Cadorini","M. Cadorini","Matheus Alfredo Cadorini da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/b95ad9995d0cf6d40d8915558ab5dc12_FORMATO.png","Internacional",NA,NA,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",101027,10,290,"mei","5",0,6.73,0,2.91,8,NA,"diego","Diego","Diego","Jackson Diego Ibrahim Fagundes","https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png","Goiás",1,15,9,NA,1,18,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",112141,10,285,"lat","6",0,4,0,0,0,NA,"paulo-victor","Paulo Victor ","P. Victor","Paulo Victor de Almeida Barbosa","https://s.glbimg.com/es/sde/f/2022/04/02/106cdd7fa82010d8008437cef963893f_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",111690,10,262,"gol","6",0,2,0,0,0,NA,"matheus-cunha","Matheus Cunha","M. Cunha","Matheus Cunha Queiroz","https://s.glbimg.com/es/sde/f/2022/03/04/fe08cea4d131b5eef265a908bb05548b_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",107908,10,290,"lat","5",0,2.64,0,0.7,3,NA,"hugo","Hugo","Hugo","Hugo Ferreira de Farias","https://s.glbimg.com/es/sde/f/2022/03/10/121d7e4dfd7120daf27329b4d1e02005_FORMATO.png","Goiás",NA,4,NA,NA,NA,1,NA,NA,1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",107263,10,290,"ata","6",0,2,0,0,0,NA,"indio","Índio","Índio","Eduardo Figueiredo da Cruz","https://s.glbimg.com/es/sde/f/2022/03/10/a6633ada3323491df8e823750266cc83_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",107225,10,275,"lat","6",0,3.38,0,5,1,NA,"gustavo-garcia","Gustavo Garcia","G. Garcia","Gustavo Garcia dos Santos","https://s.glbimg.com/es/sde/f/2021/05/08/3565dc4679be59b81c08a110e09a57fa_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"421",107109,10,262,"mei","7",0,10.99,0,4.87,7,NA,"gomes","Gomes","Gomes","João Victor Gomes da Silva","https://s.glbimg.com/es/sde/f/2022/04/25/292ab6b7a59ffca1fbdc8fa86227fde5_FORMATO.png","Flamengo",1,21,12,1,NA,18,NA,NA,NA,17,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"422",115867,10,290,"lat","6",0,2,0,0,0,NA,"gabriel-ruggeri","Gabriel Ruggeri","G. Ruggeri","Gabriel Ruggeri Silva","https://s.glbimg.com/es/sde/f/2022/03/10/46af53a0646102ee53d5d4a76af63dfb_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",99236,10,294,"mei","6",0,2.2,0,0,1,NA,"pablo-garcia","Pablo García","P. García","Pablo Javier García Lafluf","https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",50301,10,1371,"mei","6",0,9.37,0,3.12,6,NA,"everton","Everton","Everton","Everton Cardoso da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/c60eafc88d521475a07c8848255be68a_FORMATO.png","Cuiabá",NA,9,9,NA,3,11,NA,1,1,32,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"425",88544,10,354,"lat","6",0,2,0,0,0,NA,"buiu","Buiú","Buiú","Marcos Ytalo Benício da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",106822,10,276,"mei","7",3.6,6.92,0.25,3.57,8,NA,"rodrigo-nestor","Rodrigo Nestor","R. Nestor","Rodrigo Nestor Bertalia","https://s.glbimg.com/es/sde/f/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png","São Paulo",NA,13,14,3,9,6,NA,1,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",103347,10,294,"lat","6",0,10.27,0,5.56,8,NA,"matheus-alexandre","Matheus Alexandre","M. Alexandre","Matheus Alexandre Anastácio de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png","Coritiba",NA,29,8,NA,NA,2,NA,NA,NA,29,NA,1,NA,NA,NA,3,NA,NA,NA,NA
"428",95466,10,276,"lat","6",0,2.76,0,1.3,5,NA,"igor-vinicius","Igor Vinícius","I. Vinícius","Igor Vinícius de Souza","https://s.glbimg.com/es/sde/f/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png","São Paulo",NA,4,1,1,NA,3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",78605,10,285,"mei","6",3.3,5.36,-0.24,3.49,8,NA,"gabriel","Gabriel","Gabriel","Gabriel Girotto Franco","https://s.glbimg.com/es/sde/f/2022/04/02/f20a9f6c8c6edb72777759bc796aaa64_FORMATO.png","Internacional",NA,27,19,NA,1,8,NA,NA,NA,26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"430",107554,10,294,"lat","2",0.8,3.08,-0.09,0.95,2,NA,"natanael","Natanael","Natanael","Natanael Moreira Milouski","https://s.glbimg.com/es/sde/f/2022/02/23/d16a948e2d2950b3b56d30d6433483a7_FORMATO.png","Coritiba",NA,2,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",107231,10,275,"mei","2",2.7,6.22,-0.18,2.73,7,NA,"danilo","Danilo","Danilo","Danilo dos Santos de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/db630d6c2cb9309ad6f0f77ad6f1d408_FORMATO.png","Palmeiras",NA,9,4,1,3,5,NA,1,1,35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"432",107555,10,294,"lat","7",3.1,3.52,0.13,2.37,7,NA,"guilherme-biro","Guilherme Biro","G. Biro","Guilherme da Trindade Dubas","https://s.glbimg.com/es/sde/f/2022/02/23/7b5275230124120d9a766bb8519cf1c9_FORMATO.png","Coritiba",NA,14,6,NA,NA,3,NA,NA,NA,39,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"433",60852,10,1371,"lat","6",0,4.45,0,2.11,7,NA,"uendel","Uendel","Uendel","Uendel Pereira Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/23/80aa17d4669a6357c0620eb0988e839e_FORMATO.png","Cuiabá",1,8,5,NA,2,1,NA,NA,NA,54,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"434",72951,10,285,"zag","7",-0.2,6.67,-1.23,3.48,8,NA,"mercado","Mercado","Mercado","Gabriel Iván Mercado","https://s.glbimg.com/es/sde/f/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png","Internacional",NA,12,6,1,1,4,NA,NA,NA,18,NA,3,NA,NA,NA,3,NA,NA,1,NA
"435",106076,10,290,"mei","6",0,3,0,0,0,NA,"daniel-de-pauli","Daniel de Pauli","D. Pauli","Daniel de Pauli Oliveira","https://s.glbimg.com/es/sde/f/2022/03/10/784ef6e4a568cca23887b6a1416de101_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",107344,10,354,"mei","5",0,2,0,-0.1,1,NA,"leo-rafael","Léo Rafael","L. Rafael","Leonardo Rafael dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/391ea8c7f2467a1281a47b4ed2aee680_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",87402,10,354,"zag","7",5.8,4.61,0.89,2.58,6,NA,"messias","Messias","Messias","Messias Rodrigues da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png","Ceará",NA,3,5,2,3,1,NA,NA,NA,19,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"438",82455,10,275,"mei","7",2.5,13.74,-0.48,6.81,9,NA,"ze-rafael","Zé Rafael","Z. Rafael","José Rafael Vivian","https://s.glbimg.com/es/sde/f/2022/02/21/a9bb4a6cb2ff8e2f533bf41f37dd93dc_FORMATO.png","Palmeiras",1,21,11,1,8,23,1,2,NA,27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"439",63354,10,285,"zag","5",0,7.11,0,5.63,3,NA,"rodrigo-moledo","Rodrigo Moledo","R. Moledo","Rodrigo Modesto da Silva Moledo","https://s.glbimg.com/es/sde/f/2022/04/02/a672a123ec8d7b626a7c7aad1211dc94_FORMATO.png","Internacional",NA,3,2,1,2,3,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"440",61033,10,1371,"mei","6",0,6.39,0,2.36,9,NA,"rodriguinho","Rodriguinho","Rodriguinho","Rodrigo Eduardo Costa Marinho","https://s.glbimg.com/es/sde/f/2022/02/23/da202da4fb23bc636936f60651108982_FORMATO.png","Cuiabá",NA,2,1,3,6,10,NA,1,2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",111204,10,294,"zag","6",0,2.74,0,5.8,1,NA,"marcio-silva","Marcio Silva","M. Silva","Marcio Gleyson Leite da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/0c18ff9c752df4675973a030dcc63c55_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"442",106824,10,276,"lat","7",0.7,8.69,-0.13,2.6,9,NA,"welington","Welington ","Welington ","Welington Damascena Santos","https://s.glbimg.com/es/sde/f/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png","São Paulo",2,8,5,2,1,7,NA,NA,NA,64,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"443",68817,10,286,"zag","6",0,2.74,0,1.33,6,NA,"paulo-miranda","Paulo Miranda","P. Miranda","Jonathan Doin","https://s.glbimg.com/es/sde/f/2022/03/03/84da02cce1e593cb658cfcf2deef669d_FORMATO.png","Juventude",NA,11,5,NA,2,3,NA,NA,NA,18,NA,3,NA,NA,2,NA,NA,NA,NA,NA
"444",107259,10,290,"mei","6",0,1.76,0,-0.05,2,NA,"henrique-lordelo","Henrique Lordelo","H. Lordelo","Henrique Lordelo Souza de Oliveira","https://s.glbimg.com/es/sde/f/2022/03/10/651627e528e2f1f7054ea3eda1e6c660_FORMATO.png","Goiás",NA,4,7,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"445",62130,10,286,"lat","3",0,2.71,0,1.17,7,NA,"william-matheus","William Matheus","W. Matheus","William Matheus da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/88174fca01439ff40caf28ad081a8fa6_FORMATO.png","Juventude",NA,6,9,1,3,5,NA,NA,NA,54,NA,3,NA,NA,NA,1,NA,NA,NA,NA
"446",78865,10,285,"mei","7",2.9,4.51,0.53,1.96,7,NA,"rodrigo-dourado","Rodrigo Dourado","R. Dourado","Rodrigo Dourado Cunha","https://s.glbimg.com/es/sde/f/2022/04/02/147aa17c3111d8eefb2db4a13530ab8d_FORMATO.png","Internacional",NA,14,8,1,NA,4,NA,NA,NA,19,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"447",80129,10,286,"mei","7",8.5,8.92,1.42,3.48,9,NA,"jadson","Jadson","Jadson","Jadson Alves dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/f6f0935d45f36314cddff53717eee8de_FORMATO.png","Juventude",NA,22,20,2,2,16,NA,1,1,60,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"448",82764,10,286,"zag","7",0.1,4.77,-0.96,2.79,9,NA,"rafael-forster","Rafael Forster","R. Forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2022/03/03/1a3eff81c014dfeadd31543510923abd_FORMATO.png","Juventude",NA,17,8,4,1,8,NA,NA,NA,64,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"449",103088,10,354,"zag","6",0,5.27,0,1.75,4,NA,"lucas-ribeiro","Lucas Ribeiro","L. Ribeiro","Lucas Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png","Ceará",NA,1,4,NA,NA,4,NA,1,NA,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"450",82407,10,286,"mei","7",1.8,6.57,0.03,3.54,9,NA,"chico","Chico","Chico","Francisco Hyun Sol Kim","https://s.glbimg.com/es/sde/f/2022/03/03/bf75c9042be591192c025ebc1a87b001_FORMATO.png","Juventude",1,22,15,4,1,24,NA,NA,2,84,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"451",93716,10,286,"lat","7",3.8,4.47,-0.03,2.18,6,NA,"paulo-henrique","Paulo Henrique","P. Henrique","Paulo Henrique de Oliveira Alves","https://s.glbimg.com/es/sde/f/2022/03/03/8240fae5ce98e7a47c5fe5b7e18c773b_FORMATO.png","Juventude",NA,9,3,NA,1,1,NA,NA,NA,21,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"452",103766,10,275,"ata","6",0,3,0,0,0,NA,"gabriel-silva","Gabriel Silva","G. Silva","Gabriel Silva Vieira","https://s.glbimg.com/es/sde/f/2021/04/30/89c3f9a0c359529df91f2489bdd05f2c_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",94894,10,286,"ata","6",0.9,4.83,-0.72,2.04,5,NA,"capixaba","Capixaba","Capixaba","João Victor da Vitória Fernandes","https://s.glbimg.com/es/sde/f/2022/03/03/9bdded7e0046ad8500605256f741994b_FORMATO.png","Juventude",NA,5,9,2,4,8,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",95058,10,286,"lat","7",13.3,5.91,1.95,9.05,2,NA,"moraes","Moraes","Moraes","Onitlasi Júnior de Moraes Rodrigues","https://s.glbimg.com/es/sde/f/2022/03/03/c00c5622ba0fff93e7f12b5d06d142f3_FORMATO.png","Juventude",1,6,NA,NA,2,3,NA,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"455",85083,10,275,"gol","6",0,4,0,0,0,NA,"vinicius-silvestre","Vinicius Silvestre","V. Silvestre","Vinicius Silvestre da Costa","https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",107236,10,275,"lat","6",0,3.29,0,4.6,1,NA,"vanderlan","Vanderlan","Vanderlan","Vanderlan Barbosa da Silva","https://s.glbimg.com/es/sde/f/2022/04/06/ecb07c206acce03d5e8b80df86207461_FORMATO.png","Palmeiras",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"457",91422,10,286,"gol","7",0,3.25,-0.98,1.94,10,NA,"cesar","César","César","César Augusto Soares dos Reis Ribela","https://s.glbimg.com/es/sde/f/2022/03/03/d97731002381ac352b29527a634d6783_FORMATO.png","Juventude",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,31,17,NA,1,NA,NA,NA,NA
"458",101596,10,286,"ata","7",2.3,3.13,0.34,1.9,7,NA,"vitor-gabriel","Vitor Gabriel","V. Gabriel","Vitor Gabriel Claudino Rego Ferreira","https://s.glbimg.com/es/sde/f/2022/03/03/0744b4a85cead311d99a4c1d6d279b39_FORMATO.png","Juventude",NA,4,14,5,1,3,NA,1,2,24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"459",103777,10,275,"mei","6",0,1.72,0,1.2,1,NA,"pedro-bicalho","Pedro Bicalho","P. Bicalho","Pedro Henrique Rodrigues Bicalho","https://s.glbimg.com/es/sde/f/2021/01/08/3ec8503326f8e51a9fe7bafc9265f01d_FORMATO.jpeg","Palmeiras",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",101885,10,276,"ata","6",0,7.2,0,7.9,1,NA,"toro","Toró","Toró","Jonas Gabriel da Silva Nunes","https://s.glbimg.com/es/sde/f/2022/03/01/5ae4b338eccde28dc4397a8e37cce503_FORMATO.png","São Paulo",1,1,1,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",110193,10,262,"mei","6",-1.6,3.42,-0.42,1.01,9,NA,"lazaro","Lázaro","Lázaro","Lázaro Vinicius Marques","https://s.glbimg.com/es/sde/f/2022/04/25/2dc0aa7a19c39f28a56087c890c73b8f_FORMATO.png","Flamengo",1,3,9,3,2,5,NA,NA,1,24,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"462",113158,10,276,"ata","6",0,3.35,0,1.9,1,NA,"marquinhos","Marquinhos","Marquinhos","Marcus Vinícius Oliveira Alencar","https://s.glbimg.com/es/sde/f/2021/07/22/1a77be713031951034d96c375842ff0f_FORMATO.png","São Paulo",NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",109963,10,280,"zag","6",4.9,4.28,-0.05,4.2,3,NA,"renan","Renan","Renan","Renan Victor da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/eea7da20dcaeb02fd4b5170a3d9f472b_FORMATO.png","Bragantino",NA,6,2,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,2,1,NA,NA,NA
"464",86675,10,286,"lat","3",0,1.91,0,0.68,8,NA,"rodrigo-soares","Rodrigo Soares","R. Soares","Rodrigo Alves Soares","https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png","Juventude",NA,8,9,NA,2,1,NA,NA,NA,55,NA,3,NA,NA,NA,1,NA,NA,NA,NA
"465",103996,10,277,"mei","6",6.1,3.31,1.09,3.1,2,NA,"bruno-oliveira","Bruno Oliveira","B. Oliveira","Bruno Felipe Oliveira","https://s.glbimg.com/es/sde/f/2022/03/03/2c935920c010d4b1c62eafcc3fa72249_FORMATO.png","Santos",1,NA,1,NA,1,5,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"466",102909,10,276,"mei","6",1.8,5.47,-1.53,1.8,1,NA,"luan","Luan","Luan","Luan Vinícius da Silva Santos ","https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png","São Paulo",NA,2,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",104096,10,286,"gol","6",0,2,0,0,0,NA,"william","William","William","William Arthur Assmann","https://s.glbimg.com/es/sde/f/2022/03/03/4965839110fe5fdcff916a2516fb313e_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",104593,10,286,"mei","6",0,2.53,0,0.35,2,NA,"darlan","Darlan","Darlan","Darlan Pereira Mendes","https://s.glbimg.com/es/sde/f/2022/03/03/adc98792c2a04fd60c00d1c13a950544_FORMATO.png","Juventude",NA,2,1,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"469",78077,10,277,"lat","7",-1.6,7.18,-0.84,2.96,9,NA,"madson","Madson","Madson","Madson Ferreira dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/e89e5811b9812fca6a75789451815b9e_FORMATO.png","Santos",1,12,9,1,2,5,NA,NA,1,63,NA,4,NA,NA,NA,3,NA,NA,NA,NA
"470",91968,10,286,"mei","6",0,4,0,0,0,NA,"bassani","Bassani","Bassani","Rodrigo Bassani da Cruz","https://s.glbimg.com/es/sde/f/2022/03/03/b1eb73f1949ff665ab7120fd00d76d28_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",101716,10,286,"mei","6",0,2.5,0,1.4,3,NA,"bruninho","Bruninho","Bruninho","Bruno Roberto Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/f8167f9298a3f41c68c3acac45883644_FORMATO.png","Juventude",NA,NA,3,1,4,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
