"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","DS","FC","FD","FF","FS","FT","G","I","PI","PP","CA","DE","GS","PC","SG","GC","CV","PS","DP"
"185",109668,10,263,"lat","7",2.1,5.37,-0.06,2.8,7,NA,"hugo","Hugo","Hugo","Hugo Gonçalves Ferreira Neto","https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png","Botafogo",NA,15,5,1,1,2,NA,NA,NA,49,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"186",88065,10,275,"lat","6",0,3.44,0,3.84,5,NA,"jorge","Jorge","Jorge","Jorge Marco de Oliveira Moraes","https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png","Palmeiras",NA,6,2,NA,1,8,NA,NA,NA,32,NA,1,NA,NA,NA,3,1,NA,NA,NA
"187",73533,10,314,"gol","6",-1,1.98,-1.02,-1,0,NA,"gledson","Glédson","Glédson","Glédson Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"188",89224,10,263,"mei","6",0,2.41,0,0.9,1,NA,"barreto","Barreto","Barreto","Gustavo Bonatto Barreto","https://s.glbimg.com/es/sde/f/2022/02/21/4f55cd58dba618d9c58695edc5507fcc_FORMATO.png","Botafogo",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",39572,10,314,"mei","6",0,3.57,0,-0.1,1,NA,"renato","Renato","Renato","José Renato da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/24/c65bdd88b41fe9f8ddb3c5be562e45a9_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",77959,10,314,"ata","6",0,2.47,0,0.68,5,NA,"copete","Copete","Copete","Jonathan Copete Valencia","https://s.glbimg.com/es/sde/f/2022/02/24/88bdb886000cb8d576b130048d59d687_FORMATO.png","Avaí",NA,1,6,2,3,4,NA,NA,2,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"191",82463,10,282,"mei","6",0.8,3.72,-0.09,0.98,8,NA,"otavio","Otávio","Otávio","Otávio Henrique Passos Santos","https://s.glbimg.com/es/sde/f/2022/02/27/4408faa1939fc9ce996ca6db75e58e52_FORMATO.png","Atlético-MG",NA,10,10,1,NA,1,NA,NA,NA,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"192",109461,10,282,"mei","6",0,2.08,0,0,3,NA,"calebe","Calebe","Calebe","Calebe Gonçalves Ferreira da Silva","https://s.glbimg.com/es/sde/f/2021/05/02/613a829b5ab9c72bb99f5b578f017a8e_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",85423,10,1371,"mei","3",0,5.67,0,3.41,8,NA,"valdivia","Valdívia","Valdívia","Wanderson Ferreira de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/ec8d7f67b026fc679f8ac3b10514eefd_FORMATO.png","Cuiabá",NA,8,6,5,3,12,1,1,2,48,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"194",78867,10,1371,"mei","6",0,2.82,0,0.1,4,NA,"rafael-gava","Rafael Gava","R. Gava","Rafael Gustavo Meneghel Gava","https://s.glbimg.com/es/sde/f/2022/02/23/16687c4ddc3ae72291f2729ad61ed092_FORMATO.png","Cuiabá",NA,4,2,1,1,1,NA,NA,1,32,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"195",91772,10,266,"zag","6",0,2.73,0,-0.3,1,NA,"david-duarte","David Duarte","D. Duarte","David de Duarte Macedo","https://s.glbimg.com/es/sde/f/2022/02/24/3f42def61bc6bfaecea6c0330e2b2122_FORMATO.png","Fluminense",NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"196",38133,10,280,"gol","6",0,5,0,0,0,NA,"julio-cesar","Júlio César","J. César","Júlio César de Souza Santos","https://s.glbimg.com/es/sde/f/2022/05/05/9b1825e6eb8df8afa08e56d3f539fd63_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",104513,10,293,"lat","7",-1,7.14,-0.46,4.35,10,NA,"abner-vinicius","Abner Vinícius","A. Vinícius","Abner Vinícius da Silva Santos","https://s.glbimg.com/es/sde/f/2021/05/02/f1aa04d210bcbf610dc5f4c169e0dbb8_FORMATO.png","Athlético-PR",1,22,12,1,NA,4,NA,1,NA,84,NA,2,NA,NA,NA,3,NA,NA,NA,NA
"198",88033,10,1371,"zag","6",0,5.77,0,2.07,8,NA,"alan-empereur","Alan Empereur","A. Empereur","Alan Pereira Empereur","https://s.glbimg.com/es/sde/f/2022/02/22/a78f168b55aeb8d74c3b965a7b4f75d2_FORMATO.png","Cuiabá",NA,7,5,NA,NA,10,NA,NA,NA,33,NA,2,NA,NA,NA,2,NA,NA,NA,NA
"199",114790,10,262,"zag","6",0,2,0,0,0,NA,"cleiton","Cleiton","Cleiton","Cleiton Santana dos Santos","https://s.glbimg.com/es/sde/f/2022/04/25/7291f9193cdbd0c264bbbf2610f2a5fa_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",101715,10,280,"ata","6",0,4.19,0,2,7,NA,"alerrandro","Alerrandro","Alerrandro","Alerrandro Barra Mansa Realino de Souza","https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png","Bragantino",NA,3,5,3,2,4,NA,1,2,11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"201",38162,10,266,"ata","6",0,4.53,0,0.5,4,NA,"fred","Fred","Fred","Frederico Chaves Guedes","https://s.glbimg.com/es/sde/f/2022/04/20/9685a046f69fb11824832142e8c5f364_FORMATO.png","Fluminense",NA,NA,1,1,NA,NA,1,NA,NA,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"202",102598,10,280,"ata","7",2.1,4.58,-0.12,1.6,8,NA,"helinho","Helinho","Helinho","Hélio Júnio Nunes de Castro","https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png","Bragantino",NA,6,11,3,7,6,1,NA,NA,43,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"203",84674,10,280,"mei","2",0.5,9.14,-0.29,3.1,7,NA,"lucas-evangelista","Lucas Evangelista","L. Evangelista","Lucas Evangelista Santana de Oliveira","https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png","Bragantino",1,11,7,1,2,10,NA,NA,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",92146,10,1371,"ata","6",0,2.88,0,0.73,6,NA,"andre-luis","André Luís","A. Luís","Andre Luis da Costa Alfredo","https://s.glbimg.com/es/sde/f/2022/02/23/4ba86feb09facb90b3a01b1712c3c8f5_FORMATO.png","Cuiabá",NA,4,6,NA,NA,8,NA,NA,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"205",63194,10,263,"lat","5",0,5,0,0,0,NA,"carlinhos","Carlinhos","Carlinhos","Carlos Emiliano Pereira","https://s.glbimg.com/es/sde/f/2022/02/21/800bc92dcc8691cf1bb118132ac62fbc_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",92496,10,280,"mei","7",1.7,6.09,-0.34,2.28,4,NA,"raul","Raul","Raul","Raul Lô Gonçalves","https://s.glbimg.com/es/sde/f/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png","Bragantino",NA,9,7,NA,NA,5,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",104502,10,293,"mei","3",0,3.96,0,1.94,5,NA,"christian","Christian","Christian","Christian Roberto Alves Cardoso","https://s.glbimg.com/es/sde/f/2021/05/02/6a1bc3f98b5ff453ba48dffaa44386ab_FORMATO.png","Athlético-PR",NA,9,15,1,3,3,1,NA,2,15,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"208",88597,10,356,"mei","6",0.1,2.2,-0.06,-0.15,8,NA,"lucas-crispim","Lucas Crispim","L. Crispim","Lucas de Figueiredo Crispim","https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png","Fortaleza",NA,3,7,NA,1,3,NA,NA,1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",100848,10,280,"lat","3",13.2,9.14,2.06,6.07,6,NA,"luan-candido","Luan Cândido","L. Cândido","Luan Cândido de Almeida","https://s.glbimg.com/es/sde/f/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png","Bragantino",NA,12,7,5,5,4,1,1,NA,49,NA,1,NA,NA,NA,2,NA,1,NA,NA
"210",111807,10,263,"mei","6",0,1,0,0,0,NA,"juninho","Juninho","Juninho","Robson Tosta Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/21/5eda24f8ca23099ebcd88d6024570fc4_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",115558,10,263,"ata","6",0,1.46,0,0,1,NA,"rikelmi","Rikelmi","Rikelmi","Rikelmi Valentim dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/20551ff81ad88eb0a57cf39ffcd66604_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",78856,10,1371,"mei","6",0,2.69,0,1.07,7,NA,"marcao-silva","Marcão Silva","M. Silva","Marcos Antônio Almeida Silva","https://s.glbimg.com/es/sde/f/2022/02/23/1137efd5de0473f1c88c49348353a899_FORMATO.png","Cuiabá",NA,6,8,2,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",60969,10,327,"lat","7",0.1,6.46,-0.8,2.87,10,NA,"patric","Patric","Patric","Patric Cabral Lalau","https://s.glbimg.com/es/sde/f/2022/02/25/7625d982588386e96390538eb699b2a2_FORMATO.png","América-MG",NA,23,14,4,4,11,NA,NA,1,111,NA,2,NA,NA,NA,1,NA,NA,NA,NA
"214",38545,10,266,"zag","2",-0.8,5.99,-0.25,-0.3,3,NA,"felipe-melo","Felipe Melo","F. Melo","Felipe Melo de Carvalho","https://s.glbimg.com/es/sde/f/2022/02/24/ae51c505f4d9ceba09c22ba954cca2bf_FORMATO.png","Fluminense",NA,1,4,NA,NA,3,NA,NA,NA,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"215",91639,10,1371,"lat","6",0,5.04,0,1.73,3,NA,"igor-carius","Igor Cariús","I. Cariús","Igor Aquino da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/fa3ebd08b3835164b2532b908f71ccfe_FORMATO.png","Cuiabá",NA,3,5,NA,NA,2,NA,NA,NA,19,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"216",91702,10,280,"ata","5",0,4,0,0,0,NA,"leandrinho","Leandrinho","Leandrinho","Leandro Henrique do Nascimento","https://s.glbimg.com/es/sde/f/2022/05/05/8786b0a78d3342d952c64f2f47eb33c5_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",115100,10,262,"mei","5",0,1.76,0,-0.7,1,NA,"matheus-franca","Matheus França","M. França","Matheus França de Oliveira","https://s.glbimg.com/es/sde/f/2022/04/25/52035534eea583575956f43e6e6dc166_FORMATO.png","Flamengo",NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",91689,10,356,"mei","6",1.2,1.36,-0.42,0.78,5,NA,"matheus-jussa","Matheus Jussa","M. Jussa","Matheus Isaías dos Santos","https://s.glbimg.com/es/sde/f/2022/05/12/50cb87e0510b7a8ddd2813c7129f698a_FORMATO.png","Fortaleza",1,3,8,3,NA,NA,NA,NA,1,18,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"219",68690,10,1371,"ata","6",0,4.4,0,1.92,6,NA,"andre","André","André","André Felipe Ribeiro de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/ee02dcfd3fef8bb6cb823ff266baa89a_FORMATO.png","Cuiabá",NA,3,11,NA,2,9,NA,1,1,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"220",101573,10,1371,"mei","6",0,6.26,0,3.32,9,NA,"pepe","Pepê","Pepê","João Pedro Vilardi Pinto","https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png","Cuiabá",NA,26,17,1,2,13,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",71505,10,1371,"ata","6",0,4.34,0,2.4,5,NA,"jenison","Jenison","Jenison","Jenison de Jesus Brito e Brito","https://s.glbimg.com/es/sde/f/2022/05/21/96cce19edbae5595a19e4f443735196a_FORMATO.png","Cuiabá",NA,2,5,NA,4,3,NA,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",105208,10,293,"gol","7",2,6.71,0.33,3.92,10,NA,"bento","Bento","Bento","Bento Matheus Krepski","https://s.glbimg.com/es/sde/f/2022/02/21/40d480db7ba8476ece495c478aa597d4_FORMATO.png","Athlético-PR",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,30,12,NA,3,NA,NA,NA,1
"223",38229,10,264,"lat","6",0,6.37,0,3.43,3,NA,"fabio-santos","Fábio Santos","F. Santos","Fábio Santos Romeu","https://s.glbimg.com/es/sde/f/2022/04/27/a698af6f4d4843e3d21f96d87aa76ef7_FORMATO.png","Corinthians",NA,7,3,NA,NA,1,NA,NA,NA,17,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"224",63058,10,294,"mei","2",0,7.63,0,3.58,9,NA,"willian-farias","Willian Farias","W. Farias","Willian Roberto Farias","https://s.glbimg.com/es/sde/f/2022/02/23/3b24fb4ac7b26a6349acb31a2578de4c_FORMATO.png","Coritiba",NA,24,3,NA,2,14,NA,NA,NA,23,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"225",93637,10,280,"ata","6",0,4.61,0,2.2,7,NA,"bruno-tubarao","Bruno Tubarão","B. Tubarão","Bruno Nunes de Barros","https://s.glbimg.com/es/sde/f/2022/05/05/e9713e0b9fafec30c6da5d70fb34ca8a_FORMATO.png","Bragantino",NA,8,2,4,5,3,NA,NA,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",115792,10,314,"mei","6",0,1,0,0,0,NA,"macae","Macaé","Macaé","Arthur Neves Scheles","https://s.glbimg.com/es/sde/f/2022/02/23/bb984d9dc5f15f3b6b95e0024bd88b17_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",94968,10,356,"lat","7",0,4.85,0,2.71,7,NA,"juninho-capixaba","Juninho Capixaba","J. Capixaba","Luis Antônio da Rocha Júnior","https://s.glbimg.com/es/sde/f/2022/02/25/404f0a454cb039f59334f747add17f5e_FORMATO.png","Fortaleza",1,12,9,NA,4,11,1,NA,NA,74,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"228",97321,10,1371,"ata","6",0,4.85,0,3.29,7,NA,"alesson","Alesson","Alesson","Alesson dos Santos Batista","https://s.glbimg.com/es/sde/f/2022/02/23/712ddec1e1d5a64377efd6d330d2a984_FORMATO.png","Cuiabá",NA,10,7,1,6,3,1,1,NA,24,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"229",91733,10,356,"mei","7",9.2,6.78,1.48,3.18,7,NA,"felipe","Felipe","Felipe","Luiz Antonio Ferreira Rodrigues","https://s.glbimg.com/es/sde/f/2022/02/25/a8b962d2aca19bf9d892471bebd26383_FORMATO.png","Fortaleza",1,16,11,NA,2,12,NA,NA,NA,42,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"230",69010,10,1371,"gol","6",0,3.36,0,2,1,NA,"joao-carlos","João Carlos","J. Carlos","João Carlos Heidemann","https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA
"231",104666,10,356,"ata","7",3.9,5.47,0.41,3.12,9,NA,"moises","Moisés","Moisés","Moisés Vieira da Veiga","https://s.glbimg.com/es/sde/f/2022/02/25/d70cbac7a2764d91733f288c09e9f357_FORMATO.png","Fortaleza",NA,7,2,6,8,6,NA,1,4,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",51548,10,264,"mei","6",0,5.97,0,2.03,6,NA,"giuliano","Giuliano","Giuliano","Giuliano Victor de Paula","https://s.glbimg.com/es/sde/f/2022/04/27/9ac23014ff9196c4c2a10d652798dcfa_FORMATO.png","Corinthians",1,4,1,1,2,2,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",70666,10,1371,"zag","6",0,6.94,0,3.23,8,NA,"marllon","Marllon","Marllon","Marllon Gonçalves Jerônimo Borges","https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png","Cuiabá",NA,14,5,1,3,5,NA,NA,NA,25,NA,2,NA,NA,1,2,NA,NA,NA,NA
"234",107498,10,266,"mei","7",8.1,7.34,1.03,3.5,8,NA,"andre","André","André","André Trindade da Costa Neto","https://s.glbimg.com/es/sde/f/2022/04/20/ab46ac470d67b794ba585f6150123037_FORMATO.png","Fluminense",1,21,12,2,2,14,NA,NA,NA,36,NA,2,NA,NA,1,NA,NA,1,NA,NA
"235",68923,10,264,"zag","6",0,7.42,0,3.77,6,NA,"gil","Gil","Gil","Carlos Gilberto do Nascimento Silva","https://s.glbimg.com/es/sde/f/2022/04/27/14ec5e5e1aa438191eb6e95781e175fb_FORMATO.png","Corinthians",NA,8,3,1,1,NA,NA,NA,1,20,NA,1,NA,NA,NA,3,NA,NA,NA,NA
"236",95556,10,314,"mei","7",-0.5,8.89,-0.56,3.69,10,NA,"raniele","Raniele","Raniele","Raniele Almeida Melo","https://s.glbimg.com/es/sde/f/2022/02/24/141b440d404a99f92d79a5e2f9d83c83_FORMATO.png","Avaí",NA,19,13,2,2,27,NA,1,NA,66,NA,2,NA,NA,NA,NA,NA,NA,1,NA
"237",50317,10,266,"zag","7",3.7,6.26,0.69,2.05,7,NA,"david-braz","David Braz","D. Braz","David Braz de Oliveira Filho","https://s.glbimg.com/es/sde/f/2022/04/20/2787635c960a396f6aca8c8ff11b00d3_FORMATO.png","Fluminense",NA,8,9,1,4,2,NA,NA,NA,30,NA,2,NA,NA,NA,2,NA,1,NA,NA
"238",87929,10,356,"mei","5",0,4.02,0,0.87,3,NA,"matheus-vargas","Matheus Vargas","M. Vargas","Matheus de Vargas","https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png","Fortaleza",NA,2,4,NA,4,3,NA,NA,1,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"239",37788,10,356,"gol","7",0,3.1,-0.38,1.88,4,NA,"marcelo-boeck","Marcelo Boeck","M. Boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2022/02/23/34de12a5651c918b60321caf78ecbfa7_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,6,NA,NA,NA,NA,NA,NA
"240",51042,10,290,"mei","6",0,6.62,0,3.51,9,NA,"apodi","Apodi","Apodi","Luiz Diallison de Souza Alves","https://s.glbimg.com/es/sde/f/2022/03/02/2c74555af9089b55a230b00443763cf4_FORMATO.jpeg","Goiás",1,11,14,2,3,13,NA,1,1,26,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"241",101054,10,1371,"ata","6",0,2.77,0,0.64,9,NA,"felipe-marques","Felipe Marques","F. Marques","Felipe Marques da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png","Cuiabá",NA,3,3,1,2,7,NA,NA,1,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"242",100987,10,266,"mei","3",0,5.98,0,2.68,6,NA,"nonato","Nonato","Nonato","Gustavo Nonato Santana","https://s.glbimg.com/es/sde/f/2021/07/30/7536d1f5782d6ce621dfd8aa405d0e28_FORMATO.png","Fluminense",1,9,5,1,4,9,NA,NA,1,30,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"243",50353,10,356,"zag","7",0.2,3.86,-0.17,0.77,7,NA,"titi","Titi","Titi","Christian Chagas Tarouco","https://s.glbimg.com/es/sde/f/2022/02/25/5050c64ba68bdb4ca40033690ae7c525_FORMATO.png","Fortaleza",NA,7,10,NA,1,5,NA,NA,2,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"244",38632,10,266,"zag","6",0,3,0,0,0,NA,"matheus-ferraz","Matheus Ferraz","M. Ferraz","Matheus Ferraz Pereira","https://s.glbimg.com/es/sde/f/2022/04/20/0cf7c39e0e85080dc2234671994e19d9_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",71571,10,356,"gol","6",0,7,0,0,0,NA,"fernando-miguel","Fernando Miguel","F. Miguel","Fernando Miguel Kaufmann","https://s.glbimg.com/es/sde/f/2022/02/23/66ea94ea2768ebd6a6cb8f102326d669_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",104401,10,286,"zag","7",6.6,5.95,0.55,4.95,7,NA,"vitor-mendes","Vitor Mendes","V. Mendes","Vitor Mendes Alves","https://s.glbimg.com/es/sde/f/2022/04/13/e5945941323ae30dc69b5ecb9ea3cfda_FORMATO.png","Juventude",NA,18,6,NA,6,9,NA,1,NA,24,NA,1,NA,NA,1,1,NA,1,NA,NA
"247",68917,10,290,"ata","7",5,4.83,0.39,4.3,2,NA,"vinicius","Vinicius","Vinicius","Vinicius Santos Silva","https://s.glbimg.com/es/sde/f/2022/03/10/4b5dcfbcabc53f525f565f57f8050ed7_FORMATO.png","Goiás",1,3,NA,NA,2,1,NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",102318,10,266,"ata","6",-0.2,3.47,-0.57,1.59,8,NA,"caio-paulista","Caio Paulista","C. Paulista","Caio Fernando de Oliveira","https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png","Fluminense",1,5,1,1,1,4,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",62977,10,266,"mei","3",0.8,6.52,-0.02,3.38,8,NA,"ganso","Ganso","Ganso","Paulo Henrique Chagas de Lima","https://s.glbimg.com/es/sde/f/2022/04/20/509250387f7c9402d22e9aa33a52de97_FORMATO.png","Fluminense",NA,9,6,2,1,13,NA,2,NA,46,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"250",69014,10,266,"zag","7",2.4,6.1,0.34,2.85,6,NA,"manoel","Manoel","Manoel","Manoel Messias Silva Carvalho","https://s.glbimg.com/es/sde/f/2022/04/20/2ee72152c5a2da89ec05cb252df58e2b_FORMATO.png","Fluminense",1,4,9,NA,2,6,NA,NA,NA,26,NA,2,NA,NA,NA,2,NA,NA,NA,NA
"251",95662,10,327,"mei","7",1.5,2.54,-0.36,1.33,8,NA,"lucas-kal","Lucas Kal","L. Kal","Lucas Kal Schenfeld Progioli","https://s.glbimg.com/es/sde/f/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png","América-MG",NA,10,7,2,NA,1,1,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",109573,10,266,"mei","6",0,4.5,0,0.67,3,NA,"martinelli","Martinelli","Martinelli","Matheus Martinelli Lima","https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png","Fluminense",NA,1,2,2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",100969,10,356,"mei","6",0,2.75,0,-0.9,1,NA,"ronald","Ronald","Ronald","Ronald dos Santos Lopes","https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png","Fortaleza",NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"254",110303,10,356,"ata","6",0,1.99,-0.31,0.25,2,NA,"igor-torres","Igor Torres","I. Torres","Igor Torres da Silva","https://s.glbimg.com/es/sde/f/2022/02/25/592c6fbd0b930f3b97d777c5fd852cfc_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",103695,10,280,"mei","6",0.7,4.25,0.14,1.75,7,NA,"jadsom-silva","Jadsom Silva","J. Silva","Jadsom Meemyas de Oliveira da Silva","https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png","Bragantino",1,9,9,NA,3,3,NA,NA,NA,18,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"256",114138,10,356,"ata","6",0,2.1,0,0.3,6,NA,"depietri","Depietri","Depietri","Valentín Depietri","https://s.glbimg.com/es/sde/f/2022/02/24/8b54d582e43cf79302c2577ad53d6e26_FORMATO.png","Fortaleza",NA,2,2,1,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",93886,10,327,"mei","6",0,0.77,0,0.15,4,NA,"matheusinho","Matheusinho","Matheusinho","Matheus Leonardo Sales Cardoso","https://s.glbimg.com/es/sde/f/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png","América-MG",NA,5,6,1,NA,2,NA,NA,1,17,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"258",70116,10,290,"mei","6",3.6,3.92,-0.49,1.87,10,NA,"fellipe-bastos","Fellipe Bastos","F. Bastos","Fellipe Ramos Ignez Bastos","https://s.glbimg.com/es/sde/f/2022/03/10/4fc5c3b6693e46bf2e956854bbf5da76_FORMATO.png","Goiás",1,10,10,5,6,3,NA,NA,NA,46,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"259",110759,10,266,"ata","6",0,2.97,0,0.15,2,NA,"john-kennedy","John Kennedy","J. Kennedy","John Kennedy Batista de Souza","https://s.glbimg.com/es/sde/f/2021/08/19/b1b9b8fc3e7ba9cdea447bad10b25ded_FORMATO.png","Fluminense",NA,1,2,1,1,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
