Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
11,51681,Hélder,294,4,7,0.0,1.56,8.23,0.0,False,294,317,04/07/2015,11.0,17.0,NA,2.0,3.0,3.0,NA,1.0,NA,10.0,21.0,NA,3.0,NA,NA,NA,NA,NA
11,50645,Eduardo,293,2,7,-3.0,2.93,8.23,-1.75,True,283,293,04/07/2015,7.0,47.0,1.0,NA,1.0,3.0,NA,NA,NA,14.0,16.0,NA,2.0,NA,4.0,NA,NA,NA
11,68690,André,292,5,7,13.8,6.53,8.22,3.18,True,314,292,05/07/2015,2.0,9.0,NA,1.0,NA,1.0,3.0,3.0,NA,3.0,4.0,NA,1.0,NA,NA,NA,NA,NA
11,82647,Régis,292,4,6,1.5,1.29,8.21,0.05,True,314,292,05/07/2015,5.0,15.0,2.0,NA,NA,NA,1.0,NA,NA,NA,6.0,NA,2.0,NA,NA,NA,NA,NA
11,80036,Alex Alves,290,3,7,0.0,2.03,8.16,0.0,False,290,264,05/07/2015,2.0,5.0,NA,NA,NA,1.0,NA,1.0,NA,5.0,14.0,NA,2.0,NA,3.0,NA,NA,NA
11,68951,Josimar,303,4,7,5.1,2.15,8.09,0.89,False,303,275,05/07/2015,9.0,32.0,1.0,NA,2.0,4.0,NA,NA,NA,18.0,20.0,NA,3.0,NA,NA,NA,NA,NA
11,87586,Thiago Santana,316,5,7,14.8,7.5,8.05,2.24,True,262,316,05/07/2015,6.0,8.0,1.0,NA,2.0,2.0,3.0,2.0,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA
11,88056,Malcom,264,5,7,8.0,3.6,8.05,1.16,True,290,264,05/07/2015,12.0,14.0,NA,1.0,6.0,NA,NA,NA,NA,3.0,4.0,NA,NA,NA,NA,NA,NA,NA
11,84585,Allione,275,4,5,0.0,0.0,8.0,0.0,True,303,275,05/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,77773,Vilches,293,3,6,0.0,0.0,8.0,0.0,True,283,293,04/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,78715,Ramiro,284,4,5,0.0,0.0,8.0,0.0,True,277,284,05/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,80281,Cleberson,293,3,5,0.0,0.0,8.0,0.0,True,283,293,04/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,69099,Seymour,283,4,6,0.0,0.0,8.0,0.0,False,283,293,04/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,69177,Léo,285,2,3,-1.0,3.1,7.99,-1.56,False,285,282,05/07/2015,7.0,4.0,NA,NA,NA,NA,NA,NA,NA,5.0,3.0,NA,NA,1.0,1.0,NA,NA,NA
11,60780,Vinícius Eutrópio,315,6,7,0.55,2.82,7.97,-0.5,False,315,267,04/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,60794,Pablo,314,2,6,3.6,2.43,7.91,0.46,False,314,292,05/07/2015,26.0,29.0,NA,NA,NA,5.0,NA,NA,NA,10.0,7.0,NA,1.0,NA,1.0,NA,NA,NA
11,79826,Douglas Santos,282,2,2,9.3,3.18,7.83,1.64,True,285,282,05/07/2015,5.0,23.0,NA,NA,2.0,4.0,NA,1.0,NA,8.0,12.0,NA,1.0,NA,4.0,NA,NA,NA
