Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
21,37652,Carlos Alberto,316,4,5,0.0,4.05,8.68,0.0,True,267,316,29/08/2015,16.0,11.0,NA,NA,1.0,3.0,2.0,2.0,NA,5.0,6.0,NA,2.0,NA,NA,NA,NA,NA
21,60822,Renan Oliveira,314,4,6,0.0,1.51,8.67,0.0,False,314,285,30/08/2015,6.0,35.0,1.0,NA,1.0,10.0,NA,3.0,NA,8.0,5.0,NA,NA,NA,NA,NA,NA,NA
21,78445,Renê,292,2,7,7.0,4.44,8.67,0.9,False,292,262,30/08/2015,19.0,78.0,3.0,NA,2.0,2.0,1.0,NA,NA,37.0,23.0,1.0,4.0,NA,6.0,NA,NA,NA
21,37246,Ney Franco,294,6,7,5.39,3.24,8.65,0.19,True,284,294,30/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,69177,Léo,285,2,6,5.7,3.75,8.48,0.49,True,314,285,30/08/2015,8.0,7.0,NA,NA,NA,2.0,NA,NA,NA,6.0,3.0,NA,1.0,1.0,2.0,NA,NA,NA
21,37655,Rafael Moura,285,5,6,1.7,1.55,8.45,0.05,True,314,285,30/08/2015,9.0,8.0,1.0,1.0,5.0,8.0,1.0,4.0,NA,5.0,20.0,NA,2.0,NA,NA,NA,NA,NA
21,42222,Osvaldo,266,5,6,0.0,-0.18,8.39,0.0,False,266,282,30/08/2015,4.0,8.0,NA,NA,NA,1.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
21,68773,Henrique Almeida,294,5,7,8.4,7.25,8.36,2.08,True,284,294,30/08/2015,4.0,6.0,NA,NA,NA,5.0,3.0,NA,NA,4.0,7.0,NA,1.0,NA,NA,NA,NA,NA
21,68910,Anselmo,317,4,7,1.5,2.91,8.33,0.16,True,275,317,30/08/2015,18.0,58.0,1.0,NA,3.0,8.0,NA,NA,NA,43.0,28.0,NA,6.0,NA,NA,NA,NA,NA
21,68827,Renato Chaves,303,3,7,7.3,3.75,8.31,0.94,True,276,303,29/08/2015,7.0,26.0,NA,NA,2.0,3.0,1.0,1.0,NA,17.0,13.0,NA,3.0,NA,5.0,NA,NA,NA
21,50382,Charles,283,4,7,2.0,2.69,8.27,-0.34,False,283,277,30/08/2015,12.0,47.0,NA,1.0,3.0,7.0,2.0,NA,NA,29.0,30.0,NA,4.0,NA,NA,NA,NA,NA
21,37784,Herrera,267,5,6,-0.6,-0.02,8.21,0.04,False,267,316,29/08/2015,4.0,9.0,NA,1.0,2.0,1.0,NA,3.0,NA,2.0,7.0,NA,2.0,NA,NA,NA,NA,NA
21,60853,Julio Dos Santos,267,4,2,-1.3,0.87,8.16,-0.55,False,267,316,29/08/2015,8.0,35.0,NA,NA,1.0,3.0,NA,NA,NA,12.0,9.0,NA,1.0,NA,NA,NA,NA,NA
