Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
34,79646,Bruno Pereirinha,293,2,5,0.0,3.38,5.1,0.0,False,293,314,07/11/2015,3.0,4.0,NA,NA,NA,NA,1.0,NA,NA,3.0,3.0,NA,NA,NA,1.0,NA,NA,NA
34,78407,Douglas Grolli,283,3,6,0.0,5.0,5.09,0.0,False,283,276,08/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA
34,86890,William Popp,317,5,5,0.0,2.02,5.09,0.0,False,317,277,08/11/2015,24.0,46.0,2.0,NA,6.0,10.0,1.0,2.0,NA,20.0,15.0,NA,2.0,NA,NA,NA,NA,NA
34,72099,Wiliam Barbio,315,5,5,0.0,1.2,5.04,0.0,True,266,315,07/11/2015,10.0,24.0,1.0,NA,4.0,2.0,NA,1.0,NA,7.0,12.0,NA,2.0,NA,NA,NA,NA,NA
34,71116,Roberto,293,2,7,10.8,3.38,5.04,1.59,False,293,314,07/11/2015,7.0,15.0,NA,NA,NA,2.0,NA,NA,NA,5.0,4.0,NA,NA,NA,2.0,NA,NA,NA
34,73974,Alison,277,4,6,0.2,0.2,5.03,-0.97,True,317,277,08/11/2015,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,78235,Leandrinho,277,4,6,0.0,3.7,5.01,0.0,True,317,277,08/11/2015,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,5.0,3.0,NA,NA,NA,NA,NA,NA,NA
34,82703,Matheus Biteco,284,4,6,0.0,0.0,5.0,0.0,True,292,284,08/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,36443,Dida,285,1,6,0.0,0.0,5.0,0.0,False,285,303,07/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,79228,Bruno Furlan,317,5,6,0.0,0.0,5.0,0.0,False,317,277,08/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,78648,Dráusio,317,3,5,0.0,0.0,5.0,0.0,False,317,277,08/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,80394,Matheus Inácio,303,1,6,0.0,0.0,5.0,0.0,True,285,303,07/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,84861,Alex Silva,292,2,5,0.0,0.0,5.0,0.0,False,292,284,08/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,71593,Henrique Mattos,292,3,6,0.0,0.0,5.0,0.0,False,292,284,08/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,84893,Henrique Silva,267,2,6,0.0,0.0,5.0,0.0,True,275,267,08/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,41159,João Carlos,267,3,6,0.0,0.0,5.0,0.0,True,275,267,08/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,51495,Tiago Alves,303,3,6,0.0,2.73,4.98,0.0,True,285,303,07/11/2015,5.0,19.0,NA,NA,NA,2.0,2.0,1.0,NA,6.0,10.0,NA,2.0,1.0,4.0,NA,NA,NA
34,70929,Negueba,294,5,6,1.6,1.88,4.96,0.2,True,264,294,07/11/2015,17.0,65.0,3.0,NA,6.0,10.0,1.0,4.0,NA,18.0,20.0,NA,3.0,NA,NA,NA,NA,NA
34,90302,Pedro Rocha,284,5,7,0.9,2.2,4.95,-0.01,True,292,284,08/11/2015,23.0,57.0,2.0,1.0,13.0,16.0,5.0,18.0,NA,11.0,20.0,NA,3.0,NA,NA,NA,NA,NA
34,37633,Lúcio Flávio,294,4,6,0.0,1.3,4.94,0.0,True,264,294,07/11/2015,45.0,85.0,3.0,NA,12.0,8.0,NA,NA,NA,15.0,23.0,NA,5.0,1.0,NA,NA,NA,NA
34,52190,Ralf,264,4,7,-0.6,2.82,11.32,-1.17,False,264,294,07/11/2015,29.0,45.0,1.0,NA,2.0,1.0,1.0,NA,NA,47.0,31.0,NA,4.0,NA,NA,NA,NA,NA
34,50313,Elicarlos,315,4,6,0.0,1.7,11.23,0.0,True,266,315,07/11/2015,39.0,60.0,NA,NA,NA,3.0,1.0,NA,NA,34.0,24.0,NA,4.0,NA,NA,NA,NA,NA
34,71162,Vinícius,266,4,7,-0.5,2.6,11.22,-0.3,False,266,315,07/11/2015,14.0,48.0,3.0,1.0,6.0,7.0,3.0,NA,NA,9.0,16.0,NA,2.0,NA,NA,NA,NA,NA
34,38960,Zé Eduardo,290,5,7,10.6,3.58,11.18,1.95,True,262,290,08/11/2015,24.0,34.0,NA,1.0,10.0,15.0,3.0,10.0,NA,9.0,11.0,NA,4.0,NA,NA,NA,NA,NA
34,68744,Emerson,262,5,7,0.0,3.56,11.1,0.0,False,262,290,08/11/2015,65.0,75.0,1.0,2.0,6.0,20.0,5.0,5.0,NA,16.0,36.0,NA,7.0,NA,NA,NA,NA,NA
34,82128,Ferrugem,292,2,6,0.0,3.78,11.09,0.0,False,292,284,08/11/2015,10.0,39.0,NA,NA,3.0,2.0,1.0,4.0,NA,16.0,12.0,NA,1.0,NA,3.0,NA,NA,NA
34,60788,Marquinhos,283,5,6,0.0,2.68,10.92,0.0,False,283,276,08/11/2015,24.0,54.0,4.0,NA,4.0,14.0,1.0,6.0,NA,13.0,6.0,NA,NA,NA,NA,NA,NA,NA
34,83433,Patrick,290,4,3,1.5,3.85,10.92,0.15,True,262,290,08/11/2015,39.0,46.0,1.0,NA,2.0,7.0,NA,NA,NA,73.0,40.0,NA,9.0,NA,NA,NA,NA,NA
34,50317,David Braz,277,3,7,0.9,3.44,10.88,-0.31,True,317,277,08/11/2015,11.0,100.0,1.0,NA,1.0,6.0,2.0,2.0,NA,42.0,15.0,NA,6.0,2.0,10.0,NA,NA,NA
34,63014,Gil,315,4,6,4.2,3.26,10.82,0.49,True,266,315,07/11/2015,38.0,62.0,NA,NA,2.0,13.0,1.0,2.0,NA,41.0,26.0,NA,5.0,NA,NA,NA,NA,NA
34,73375,Felipe,264,3,7,12.3,3.92,10.81,1.44,False,264,294,07/11/2015,13.0,39.0,1.0,NA,4.0,8.0,1.0,1.0,NA,27.0,23.0,NA,7.0,1.0,10.0,NA,NA,NA
34,80583,Lucas Lima,277,4,7,-1.1,3.97,10.81,-0.57,True,317,277,08/11/2015,85.0,164.0,6.0,1.0,7.0,4.0,4.0,2.0,NA,40.0,41.0,NA,4.0,NA,NA,NA,NA,NA
34,78077,Madson,267,2,7,-1.2,1.55,10.78,-0.91,True,275,267,08/11/2015,46.0,97.0,1.0,NA,1.0,2.0,NA,4.0,NA,16.0,23.0,NA,6.0,NA,8.0,NA,NA,NA
34,36940,Oswaldo De Oliveira,262,6,7,1.87,3.07,10.78,0.46,False,262,290,08/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,36540,Juan,285,3,7,0.0,2.38,10.74,0.0,False,285,303,07/11/2015,5.0,13.0,NA,NA,2.0,5.0,NA,1.0,NA,5.0,8.0,NA,2.0,NA,3.0,NA,NA,NA
34,72386,Hernane,292,5,6,0.0,2.32,10.69,0.13,False,292,284,08/11/2015,30.0,9.0,NA,1.0,NA,2.0,2.0,2.0,NA,2.0,7.0,NA,1.0,NA,NA,NA,NA,NA
34,79343,Doriva,276,6,7,7.15,3.07,10.68,0.85,True,283,276,08/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,69018,Deivid,293,4,5,0.0,2.96,10.61,0.0,False,293,314,07/11/2015,12.0,17.0,NA,NA,NA,3.0,NA,NA,NA,21.0,12.0,NA,NA,NA,NA,NA,NA,NA
34,72204,Diego Oliveira,303,5,5,1.9,1.76,10.58,-0.11,True,285,303,07/11/2015,36.0,42.0,1.0,1.0,8.0,17.0,2.0,3.0,NA,16.0,27.0,NA,4.0,1.0,NA,NA,NA,NA
34,60752,Cristóvão Borges,293,6,7,6.1,3.27,10.57,0.37,False,293,314,07/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,73863,Claudinei,314,4,6,0.0,-0.57,3.46,0.0,True,293,314,07/11/2015,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,2.0,3.0,NA,2.0,NA,NA,NA,NA,NA
34,90872,Wagner,315,4,6,0.0,1.64,3.46,0.0,True,266,315,07/11/2015,26.0,31.0,1.0,NA,2.0,9.0,NA,1.0,NA,20.0,22.0,NA,5.0,NA,NA,NA,NA,NA
34,68758,Fernandinho,284,5,6,0.0,0.73,3.46,0.0,True,292,284,08/11/2015,20.0,28.0,NA,NA,1.0,3.0,1.0,NA,NA,3.0,6.0,NA,2.0,NA,NA,NA,NA,NA
34,51299,Emerson,314,3,6,0.0,2.32,3.44,0.0,True,293,314,07/11/2015,13.0,57.0,NA,NA,5.0,6.0,2.0,2.0,NA,27.0,23.0,NA,6.0,NA,3.0,NA,NA,NA
34,38579,Rodrigo Mancha,292,4,6,0.0,0.88,3.41,0.0,False,292,284,08/11/2015,12.0,12.0,NA,NA,NA,1.0,NA,NA,NA,12.0,15.0,NA,1.0,NA,NA,NA,NA,NA
34,87742,Neto Moura,292,4,6,2.4,0.96,3.41,0.52,False,292,284,08/11/2015,6.0,30.0,NA,NA,2.0,5.0,1.0,1.0,NA,12.0,10.0,NA,3.0,NA,NA,NA,NA,NA
34,82567,Moisés,284,4,6,7.8,0.6,3.41,1.53,True,292,284,08/11/2015,4.0,9.0,NA,NA,NA,NA,NA,NA,NA,7.0,6.0,NA,2.0,NA,NA,NA,NA,NA
34,73855,Jubal,314,3,7,-0.1,1.74,3.33,-0.71,True,293,314,07/11/2015,1.0,8.0,NA,NA,NA,1.0,NA,NA,NA,7.0,6.0,NA,2.0,NA,1.0,NA,NA,NA
34,85626,Léo Pelé,266,2,5,0.0,2.77,3.33,0.0,False,266,315,07/11/2015,2.0,18.0,1.0,NA,NA,1.0,NA,NA,NA,4.0,4.0,NA,NA,NA,1.0,NA,NA,NA
34,56102,João Paulo,294,4,7,0.6,0.85,3.32,0.35,True,264,294,07/11/2015,20.0,78.0,NA,NA,5.0,4.0,NA,NA,NA,40.0,45.0,NA,8.0,NA,NA,NA,NA,NA
34,82639,Marcelo Hermes,284,2,7,3.8,2.06,3.31,-0.02,True,292,284,08/11/2015,4.0,19.0,NA,NA,1.0,1.0,NA,NA,NA,7.0,7.0,NA,1.0,NA,2.0,NA,NA,NA
34,81612,Fernando Viana,317,5,6,0.7,0.38,3.31,0.06,False,317,277,08/11/2015,3.0,4.0,NA,NA,3.0,3.0,NA,2.0,NA,2.0,11.0,NA,NA,NA,NA,NA,NA,NA
34,83683,Andrei Girotto,275,4,6,0.0,1.45,3.31,0.0,False,275,267,08/11/2015,7.0,13.0,NA,NA,2.0,2.0,1.0,NA,NA,10.0,12.0,NA,3.0,NA,NA,NA,NA,NA
34,50324,Hudson,276,4,6,1.2,1.3,3.31,0.77,True,283,276,08/11/2015,10.0,40.0,1.0,NA,3.0,1.0,NA,NA,NA,39.0,49.0,NA,7.0,NA,NA,NA,NA,NA
34,92501,Lucas Lovat,314,2,6,0.0,3.4,3.29,0.0,True,293,314,07/11/2015,NA,5.0,NA,NA,NA,NA,NA,NA,NA,2.0,3.0,NA,1.0,NA,1.0,NA,NA,NA
34,83101,Alef,317,3,6,0.0,1.2,3.28,0.0,False,317,277,08/11/2015,3.0,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,1.0,1.0,NA,NA,NA
34,37792,Edinho,284,4,5,0.0,0.9,3.28,0.0,True,292,284,08/11/2015,6.0,42.0,2.0,NA,NA,2.0,NA,1.0,NA,23.0,20.0,NA,8.0,NA,NA,NA,NA,NA
34,71037,Clayton Sales,290,2,7,0.8,2.0,3.24,-0.42,True,262,290,08/11/2015,2.0,24.0,NA,NA,1.0,1.0,NA,NA,NA,10.0,9.0,NA,3.0,NA,2.0,NA,NA,NA
34,38508,Eder Luis,267,5,6,-1.0,-0.03,3.24,-0.8,True,275,267,08/11/2015,5.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA
34,72007,Uillian Correia,283,4,6,0.0,-0.3,3.24,0.0,False,283,276,08/11/2015,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,60852,Uendel,264,2,5,0.0,6.62,12.67,0.0,False,264,294,07/11/2015,3.0,27.0,4.0,NA,NA,1.0,2.0,NA,NA,21.0,9.0,NA,1.0,NA,8.0,NA,NA,NA
34,73580,Falcão,292,6,7,0.85,4.48,12.64,-0.76,False,292,284,08/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,37245,Guto Ferreira,315,6,7,2.6,3.77,12.57,0.04,True,266,315,07/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,38959,Vagner Love,264,5,7,6.1,5.5,12.45,-0.27,False,264,294,07/11/2015,47.0,51.0,2.0,NA,13.0,15.0,12.0,13.0,NA,16.0,23.0,NA,2.0,NA,NA,NA,NA,NA
34,89256,Gerson,266,4,7,7.5,1.69,12.45,1.42,False,266,315,07/11/2015,53.0,63.0,3.0,NA,7.0,10.0,1.0,12.0,NA,18.0,30.0,NA,4.0,NA,NA,NA,NA,NA
34,38451,Carlinhos,276,2,5,0.0,5.2,12.44,0.0,True,283,276,08/11/2015,22.0,44.0,3.0,NA,9.0,7.0,1.0,4.0,NA,19.0,16.0,NA,2.0,NA,5.0,NA,NA,NA
34,70360,Eduardo Sasha,285,5,7,-0.3,3.41,12.4,-0.3,False,285,303,07/11/2015,18.0,36.0,1.0,2.0,7.0,4.0,2.0,NA,NA,12.0,5.0,NA,3.0,NA,NA,NA,NA,NA
34,42500,Fagner,264,2,5,0.0,4.56,12.38,0.0,False,264,294,07/11/2015,20.0,72.0,1.0,NA,1.0,4.0,NA,1.0,NA,46.0,27.0,NA,3.0,1.0,10.0,NA,NA,NA
34,92901,Felipe Moreira,303,6,7,2.42,4.69,12.36,0.0,True,285,303,07/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,83266,Marcos Guilherme ,293,4,3,-5.1,3.03,12.35,-1.52,False,293,314,07/11/2015,23.0,45.0,4.0,NA,17.0,11.0,3.0,3.0,NA,17.0,12.0,NA,4.0,2.0,NA,NA,NA,NA
