Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
31,38365,Henrique,266,3,6,0.0,2.17,5.42,0.0,True,283,266,18/10/2015,6.0,22.0,1.0,NA,NA,1.0,NA,1.0,NA,9.0,7.0,NA,3.0,NA,2.0,NA,NA,NA
31,78556,Lucas,267,4,6,0.0,0.43,5.42,0.0,True,276,267,18/10/2015,1.0,19.0,NA,NA,1.0,2.0,1.0,1.0,NA,9.0,13.0,NA,4.0,NA,NA,NA,NA,NA
31,62086,Pará,262,2,7,0.6,0.88,5.36,0.26,False,262,285,18/10/2015,16.0,66.0,2.0,NA,1.0,3.0,NA,4.0,NA,16.0,36.0,1.0,4.0,NA,5.0,NA,NA,NA
31,78414,Rafael Donato,317,3,7,12.2,7.63,5.36,1.71,False,317,316,17/10/2015,3.0,8.0,NA,NA,NA,3.0,1.0,NA,NA,6.0,3.0,NA,NA,NA,1.0,NA,NA,NA
31,51476,Rafael Bastos,316,4,2,-0.4,2.16,5.33,-1.33,True,317,316,17/10/2015,22.0,40.0,2.0,NA,5.0,9.0,1.0,1.0,NA,18.0,19.0,NA,5.0,NA,NA,NA,NA,NA
31,50454,Serginho,267,4,6,0.0,1.44,5.32,0.0,True,276,267,18/10/2015,20.0,55.0,2.0,NA,1.0,2.0,NA,NA,NA,35.0,37.0,NA,9.0,NA,NA,NA,NA,NA
31,84684,Lucas Gomes,266,5,6,0.0,1.58,5.31,0.0,True,283,266,18/10/2015,17.0,5.0,1.0,NA,4.0,3.0,1.0,3.0,NA,3.0,8.0,NA,NA,1.0,NA,NA,NA,NA
31,87586,Thiago Santana,316,5,6,0.0,2.32,5.31,-0.15,True,317,316,17/10/2015,18.0,26.0,1.0,NA,8.0,5.0,4.0,9.0,NA,4.0,16.0,NA,NA,NA,NA,NA,NA,NA
31,70929,Negueba,294,5,7,3.7,1.96,5.28,0.73,True,303,294,18/10/2015,12.0,62.0,3.0,NA,6.0,9.0,1.0,2.0,NA,17.0,19.0,NA,3.0,NA,NA,NA,NA,NA
31,51869,Edson Ratinho,317,2,7,-3.2,2.08,5.27,-1.08,False,317,316,17/10/2015,14.0,19.0,NA,NA,1.0,3.0,NA,1.0,NA,9.0,7.0,NA,2.0,1.0,2.0,NA,NA,NA
31,40179,Kleber,294,5,7,-0.2,2.1,5.26,-0.49,True,303,294,18/10/2015,20.0,13.0,NA,NA,6.0,2.0,1.0,2.0,1.0,3.0,11.0,NA,2.0,NA,NA,NA,NA,NA
31,69041,Muriel,285,1,6,-1.3,2.48,5.26,-1.4,True,262,285,18/10/2015,2.0,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,5.0,12.0,NA,14.0
31,71602,João Paulo,275,2,6,0.1,0.06,5.26,-0.18,True,314,275,17/10/2015,4.0,14.0,NA,NA,NA,2.0,NA,NA,NA,3.0,4.0,NA,1.0,NA,NA,NA,NA,NA
31,86890,William Popp,317,5,6,0.0,2.32,5.26,0.0,False,317,316,17/10/2015,24.0,46.0,2.0,NA,6.0,10.0,1.0,2.0,NA,20.0,13.0,NA,1.0,NA,NA,NA,NA,NA
31,62129,Wellington,285,4,6,0.0,0.42,5.25,0.0,True,262,285,18/10/2015,2.0,21.0,NA,NA,2.0,3.0,NA,NA,NA,18.0,24.0,NA,6.0,NA,NA,NA,NA,NA
31,63003,Uelliton,314,4,6,0.0,0.6,5.22,0.0,False,314,275,17/10/2015,3.0,2.0,NA,NA,NA,1.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
31,82341,Domingues,317,3,6,0.0,2.75,5.21,-0.97,False,317,316,17/10/2015,NA,5.0,NA,NA,NA,NA,NA,NA,NA,5.0,2.0,NA,NA,NA,1.0,NA,NA,NA
31,38440,Pierre,266,4,5,0.0,1.16,5.17,0.0,True,283,266,18/10/2015,11.0,13.0,NA,NA,NA,1.0,NA,NA,NA,22.0,27.0,NA,5.0,NA,NA,NA,NA,NA
31,80280,Taiberson,285,5,6,0.0,1.21,5.17,0.0,True,262,285,18/10/2015,18.0,20.0,NA,1.0,NA,4.0,NA,1.0,NA,10.0,17.0,NA,2.0,NA,NA,NA,NA,NA
31,79947,Marion,317,5,7,0.0,1.53,5.16,0.0,False,317,316,17/10/2015,12.0,19.0,NA,2.0,2.0,5.0,NA,2.0,NA,12.0,16.0,NA,3.0,NA,NA,NA,NA,NA
31,90531,Raul,284,2,6,0.0,0.0,1.0,0.0,False,284,315,18/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,86512,Bruno Gomes,285,5,6,0.0,0.0,1.0,0.0,True,262,285,18/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,90317,Matheus,317,1,6,0.0,0.0,1.0,0.0,False,317,316,17/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
