Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
23,83048,Rafael Thyere,284,3,6,0.0,1.4,1.1,0.0,False,284,290,06/09/2015,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA
23,89641,Bruno Ferreira,267,2,6,-1.1,-1.1,1.09,-0.91,False,267,282,05/09/2015,2.0,2.0,NA,NA,NA,NA,NA,1.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
23,82510,Romarinho,267,5,6,0.0,1.2,1.05,0.0,False,267,282,05/09/2015,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,80335,Vitor,317,1,6,0.0,0.0,1.0,0.0,True,293,317,05/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,92500,Rafael Dumas,262,3,6,0.0,0.0,1.0,0.0,True,266,262,06/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,90531,Raul,284,2,6,0.0,0.0,1.0,0.0,False,284,290,06/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,90317,Matheus,317,1,6,0.0,0.0,1.0,0.0,True,293,317,05/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,89306,Paulinho,282,4,6,0.0,0.0,1.0,0.0,True,267,282,05/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,91156,Jesiel,282,3,6,0.0,0.0,1.0,0.0,True,267,282,05/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,91740,Zé Arthur,317,5,6,0.0,0.0,1.0,0.0,True,293,317,05/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,90319,André Baumer,317,3,6,0.0,0.0,1.0,0.0,True,293,317,05/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,90331,Vitor,284,1,6,0.0,0.0,1.0,0.0,False,284,290,06/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,92584,Milla,285,4,6,0.0,0.0,1.0,0.0,True,276,285,05/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,86509,Ebert,285,2,6,0.0,0.0,1.0,0.0,True,276,285,05/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,88147,Paulo Henrique,290,1,6,0.0,0.0,1.0,0.0,True,284,290,06/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,92291,Bruno Viana,283,3,6,0.0,0.0,1.0,0.0,False,283,316,06/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,87008,Léo,284,1,6,0.0,0.0,1.0,0.0,False,284,290,06/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,85418,Uilson,282,1,6,0.0,0.0,1.0,0.0,True,267,282,05/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,92225,Thiago Lopes,294,4,6,0.0,0.0,1.0,0.0,True,314,294,06/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,91128,Bruninho,266,5,6,0.0,0.0,1.0,0.0,False,266,262,06/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,80400,Rafinha,266,4,5,0.0,3.37,4.32,0.0,False,266,262,06/09/2015,2.0,3.0,NA,NA,2.0,NA,NA,NA,NA,5.0,1.0,NA,NA,NA,NA,NA,NA,NA
23,89342,Caju,277,2,6,0.0,0.8,4.32,0.0,True,292,277,06/09/2015,4.0,3.0,NA,NA,NA,NA,NA,NA,NA,3.0,2.0,NA,1.0,NA,NA,NA,NA,NA
23,84896,Lucas Otávio ,277,4,6,0.0,1.83,4.3,0.0,True,292,277,06/09/2015,9.0,20.0,NA,NA,1.0,1.0,NA,NA,NA,22.0,23.0,NA,3.0,NA,NA,NA,NA,NA
23,51293,Wanderson,315,4,6,0.0,-0.2,4.28,0.0,False,315,303,06/09/2015,NA,2.0,NA,NA,NA,NA,NA,NA,NA,4.0,6.0,NA,2.0,NA,NA,NA,NA,NA
23,81905,Henrique Dourado,283,5,6,0.0,0.64,4.28,0.0,False,283,316,06/09/2015,4.0,4.0,NA,1.0,1.0,2.0,NA,3.0,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA
23,86765,Bruno Mota,293,4,6,0.0,0.93,4.25,0.0,False,293,317,05/09/2015,1.0,8.0,NA,NA,2.0,2.0,NA,NA,NA,3.0,2.0,NA,NA,NA,NA,NA,NA,NA
23,61211,Carlos Cesar,282,2,6,-0.3,2.58,4.23,-0.87,True,267,282,05/09/2015,2.0,16.0,NA,NA,1.0,2.0,NA,NA,NA,7.0,8.0,NA,3.0,NA,3.0,NA,NA,NA
23,73991,Walisson Maia,294,3,7,0.0,7.42,4.22,0.0,True,314,294,06/09/2015,7.0,7.0,NA,NA,NA,NA,NA,NA,NA,9.0,6.0,NA,2.0,NA,4.0,NA,NA,NA
23,69141,Ricardo Bueno,317,5,6,0.0,0.2,4.18,0.0,True,293,317,05/09/2015,1.0,NA,NA,NA,NA,1.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,63133,Elias,316,5,6,0.0,1.1,4.14,0.0,True,283,316,06/09/2015,6.0,1.0,NA,NA,1.0,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA
23,89154,Gabriel Jesus,275,5,7,2.2,2.8,4.13,-2.38,False,275,264,06/09/2015,8.0,14.0,NA,NA,1.0,3.0,2.0,3.0,NA,6.0,8.0,NA,2.0,NA,NA,NA,NA,NA
23,51705,Bruno Rodrigo,283,3,7,-0.1,0.37,4.1,-0.12,False,283,316,06/09/2015,3.0,15.0,NA,NA,1.0,3.0,NA,NA,NA,5.0,13.0,NA,4.0,NA,2.0,NA,NA,NA
23,51299,Emerson,314,3,7,4.9,2.4,4.08,-0.18,False,314,294,06/09/2015,6.0,39.0,NA,NA,3.0,6.0,1.0,1.0,NA,20.0,12.0,NA,4.0,NA,2.0,NA,NA,NA
23,53148,Ytalo,293,5,6,0.0,2.13,4.08,0.0,False,293,317,05/09/2015,8.0,13.0,1.0,NA,3.0,8.0,1.0,1.0,NA,6.0,4.0,NA,3.0,NA,NA,NA,NA,NA
23,78458,João Afonso,315,4,6,4.1,2.77,4.08,0.66,False,315,303,06/09/2015,4.0,3.0,NA,NA,NA,NA,NA,NA,NA,6.0,2.0,NA,1.0,NA,NA,NA,NA,NA
23,88225,Daniel Guedes ,277,2,6,0.0,1.63,4.06,0.0,True,292,277,06/09/2015,3.0,25.0,1.0,NA,NA,2.0,NA,NA,NA,11.0,16.0,NA,4.0,NA,2.0,NA,NA,NA
23,80188,Marcos Junior,266,5,7,1.3,1.26,4.06,0.43,False,266,262,06/09/2015,32.0,28.0,NA,NA,7.0,5.0,3.0,6.0,NA,6.0,23.0,NA,7.0,1.0,NA,NA,NA,NA
23,90566,Rafael Longuine,277,4,6,2.7,0.36,4.04,0.11,True,292,277,06/09/2015,4.0,13.0,1.0,NA,4.0,2.0,NA,NA,NA,2.0,8.0,NA,NA,1.0,NA,NA,NA,NA
23,38508,Eder Luis,267,5,5,0.0,0.45,4.04,0.0,False,267,282,05/09/2015,3.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,68932,Renan Ribeiro,276,1,2,6.2,6.74,4.04,-1.49,False,276,285,05/09/2015,1.0,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,2.0,13.0,NA,6.0
23,70951,Fabio,275,1,6,0.0,0.0,3.0,0.0,False,275,264,06/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,89930,Andrigo,285,4,6,0.0,0.0,3.0,0.0,True,276,285,05/09/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
