Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
13,36650,Magno Alves,266,5,6,0.0,0.42,4.29,0.0,True,293,266,12/07/2015,2.0,7.0,1.0,NA,1.0,1.0,NA,NA,NA,2.0,3.0,NA,NA,1.0,NA,NA,NA,NA
13,86411,Breno Lopes,266,2,6,0.0,12.0,4.29,0.0,True,293,266,12/07/2015,NA,3.0,1.0,NA,NA,NA,NA,NA,NA,2.0,1.0,NA,NA,NA,1.0,NA,NA,NA
13,90302,Pedro Rocha,284,5,7,2.8,2.81,4.29,-0.79,False,284,267,11/07/2015,11.0,20.0,1.0,1.0,4.0,7.0,2.0,8.0,NA,5.0,9.0,NA,1.0,NA,NA,NA,NA,NA
13,81905,Henrique Dourado,283,5,6,0.0,0.64,4.28,0.0,False,283,290,12/07/2015,4.0,4.0,NA,1.0,1.0,2.0,NA,3.0,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA
13,51495,Tiago Alves,303,3,6,0.0,2.47,4.28,0.0,False,303,282,11/07/2015,4.0,14.0,NA,NA,NA,2.0,2.0,1.0,NA,5.0,9.0,NA,2.0,1.0,2.0,NA,NA,NA
13,53148,Ytalo,293,5,7,1.7,2.44,4.27,-0.15,False,293,266,12/07/2015,6.0,9.0,1.0,NA,1.0,5.0,1.0,1.0,NA,6.0,4.0,NA,3.0,NA,NA,NA,NA,NA
13,74060,Luiz Antonio ,262,4,6,0.0,0.88,4.21,0.0,False,262,264,12/07/2015,4.0,17.0,1.0,NA,1.0,2.0,NA,1.0,NA,5.0,6.0,NA,2.0,NA,NA,NA,NA,NA
13,69016,Paulinho,303,4,6,0.0,1.0,4.2,0.0,False,303,282,11/07/2015,4.0,11.0,NA,NA,2.0,2.0,NA,NA,NA,2.0,3.0,NA,NA,NA,NA,NA,NA,NA
13,85931,Hyoran,315,4,7,2.3,1.0,4.19,0.28,True,314,315,12/07/2015,6.0,23.0,NA,NA,3.0,5.0,NA,NA,NA,7.0,9.0,NA,1.0,NA,NA,NA,NA,NA
13,91702,Leandrinho,303,5,6,0.0,0.75,4.17,0.0,False,303,282,11/07/2015,NA,2.0,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,87999,Gustavo Scarpa,266,4,7,7.0,3.12,4.17,1.5,True,293,266,12/07/2015,3.0,8.0,1.0,NA,1.0,NA,1.0,1.0,NA,2.0,3.0,NA,1.0,NA,NA,NA,NA,NA
