Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
3,81031,Marquinhos Santos,294,6,7,4.81,3.04,6.62,1.66,True,292,294,24/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,86841,Boschilia,276,4,6,0.0,2.3,6.57,0.0,False,276,317,23/05/2015,1.0,1.0,NA,NA,NA,2.0,NA,1.0,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA
3,77529,Leandro Silva,316,2,7,7.1,7.1,6.54,2.54,True,284,316,23/05/2015,1.0,4.0,NA,NA,NA,NA,NA,NA,NA,4.0,4.0,NA,1.0,NA,1.0,NA,NA,NA
3,50382,Charles,283,4,7,0.0,0.2,6.49,0.0,False,283,303,24/05/2015,NA,4.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,1.0,NA,NA,NA,NA,NA
3,69048,Mazola,316,5,7,2.9,1.8,6.42,0.33,True,284,316,23/05/2015,1.0,4.0,NA,NA,NA,1.0,NA,NA,NA,3.0,3.0,NA,NA,NA,NA,NA,NA,NA
3,51042,Apodi,315,2,7,-1.7,1.3,6.38,-0.98,False,315,277,24/05/2015,5.0,6.0,NA,NA,2.0,NA,NA,1.0,NA,2.0,2.0,NA,1.0,NA,NA,NA,NA,NA
3,71844,Thiago Galhardo,294,4,7,7.1,3.15,6.38,2.27,True,292,294,24/05/2015,4.0,4.0,NA,NA,NA,NA,1.0,2.0,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA
3,79584,Yago,267,5,6,0.0,2.0,6.33,0.0,False,267,285,23/05/2015,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,77500,Yago,264,3,6,0.0,4.0,6.33,0.0,True,266,264,24/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,1.0,NA,NA,NA
3,37654,Rosinei,294,4,7,3.1,3.1,6.23,0.23,True,292,294,24/05/2015,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,2.0,1.0,NA,NA,NA,NA,NA,NA,NA
3,69782,Dener Assunção,315,2,7,6.4,6.4,6.21,2.21,False,315,277,24/05/2015,2.0,6.0,NA,NA,NA,1.0,NA,NA,NA,5.0,4.0,NA,NA,NA,NA,NA,NA,NA
3,38194,Antônio Carlos,266,3,7,-0.3,-0.3,6.19,-1.81,False,266,264,24/05/2015,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,69041,Muriel,285,1,7,8.0,8.0,6.18,3.18,True,267,285,23/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA
3,87399,Mário Sérgio,317,2,7,8.0,8.0,6.18,3.18,True,276,317,23/05/2015,2.0,5.0,NA,NA,NA,1.0,NA,NA,NA,4.0,4.0,NA,1.0,NA,1.0,NA,NA,NA
3,74074,Claudio Winck,285,2,5,0.0,0.8,6.17,0.0,True,267,285,23/05/2015,1.0,2.0,NA,NA,NA,1.0,NA,NA,NA,1.0,3.0,NA,NA,NA,NA,NA,NA,NA
3,82764,Rafael Forster,290,2,7,4.7,3.1,6.15,1.8,True,275,290,24/05/2015,4.0,11.0,NA,NA,1.0,NA,NA,NA,NA,NA,3.0,NA,1.0,NA,2.0,NA,NA,NA
3,38440,Pierre,266,4,6,2.2,1.8,6.12,0.27,False,266,264,24/05/2015,2.0,NA,NA,NA,NA,1.0,NA,NA,NA,2.0,3.0,NA,NA,NA,NA,NA,NA,NA
3,77556,Bruno,294,1,7,14.2,5.1,6.11,5.32,True,292,294,24/05/2015,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,3.0,NA,2.0
3,78968,Leandro Pereira,275,5,7,-2.2,-2.2,6.08,-2.92,False,275,290,24/05/2015,1.0,2.0,NA,NA,NA,2.0,NA,1.0,NA,NA,2.0,NA,1.0,NA,NA,NA,NA,NA
3,82469,Douglas Coutinho ,293,5,7,0.1,0.25,6.07,-1.37,False,293,282,24/05/2015,NA,3.0,NA,NA,1.0,1.0,NA,NA,NA,1.0,4.0,NA,NA,NA,NA,NA,NA,NA
3,63172,Paulão,285,3,7,7.2,1.65,4.75,1.51,True,267,285,23/05/2015,1.0,7.0,NA,1.0,NA,NA,NA,NA,NA,2.0,2.0,1.0,NA,NA,1.0,NA,NA,NA
3,72334,Ayrton,275,2,6,5.0,5.0,4.75,1.75,False,275,290,24/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA
3,86890,William Popp,317,5,6,0.2,1.2,4.67,-0.23,True,276,317,23/05/2015,2.0,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA
3,78994,Eduardo,282,4,6,0.0,4.9,4.67,0.0,True,293,282,24/05/2015,NA,1.0,1.0,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA
3,84927,Dodô,282,4,6,0.0,-1.1,4.67,0.0,True,293,282,24/05/2015,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA
3,50328,Marcelo Oliveira,284,2,7,-2.3,-0.75,4.67,-2.29,False,284,316,23/05/2015,4.0,4.0,NA,NA,NA,NA,NA,NA,NA,1.0,4.0,NA,1.0,NA,NA,NA,NA,NA
3,68817,Paulo Miranda,276,3,7,-3.5,0.6,4.65,-1.44,False,276,317,23/05/2015,1.0,3.0,NA,NA,1.0,NA,NA,NA,NA,3.0,5.0,NA,1.0,NA,NA,NA,NA,NA
3,42499,Bruno,276,2,7,-1.9,-1.9,4.64,-2.36,False,276,317,23/05/2015,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
3,71995,Hugo,314,5,2,1.4,1.4,4.63,-0.37,False,314,262,24/05/2015,NA,1.0,NA,NA,1.0,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA
3,86725,Rafael Silva,267,5,7,-0.1,0.75,4.59,-0.63,False,267,285,23/05/2015,4.0,4.0,NA,NA,2.0,NA,NA,NA,NA,1.0,2.0,NA,1.0,NA,NA,NA,NA,NA
3,71778,Bady,293,4,6,-0.4,-0.4,4.56,-1.44,False,293,282,24/05/2015,NA,2.0,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA
3,88850,Marco Damasceno ,293,5,7,0.0,0.7,4.51,0.0,False,293,282,24/05/2015,2.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,90303,Lincoln,284,4,6,0.0,-0.3,4.51,0.0,False,284,316,23/05/2015,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,85040,Gabriel Xavier,283,4,7,-0.3,-0.05,4.44,-1.26,False,283,303,24/05/2015,2.0,3.0,NA,NA,NA,2.0,NA,NA,NA,2.0,6.0,NA,1.0,NA,NA,NA,NA,NA
3,89154,Gabriel Jesus,275,5,6,0.0,-0.4,4.43,0.0,False,275,290,24/05/2015,1.0,2.0,NA,NA,1.0,1.0,NA,1.0,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA
3,38579,Rodrigo Mancha,292,4,6,1.2,0.6,4.33,-0.42,False,292,294,24/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA
3,84896,Lucas Otávio ,277,4,6,5.7,5.7,4.29,2.29,True,315,277,24/05/2015,NA,1.0,NA,NA,NA,NA,NA,NA,NA,5.0,5.0,NA,NA,NA,NA,NA,NA,NA
3,38061,Edcarlos,282,3,6,0.0,1.4,4.27,0.0,True,293,282,24/05/2015,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA
3,78117,Everaldo,316,5,7,1.9,1.4,4.26,0.38,True,284,316,23/05/2015,3.0,3.0,NA,NA,3.0,1.0,NA,1.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
3,81905,Henrique Dourado,283,5,7,-0.3,-0.5,4.21,-1.56,False,283,303,24/05/2015,1.0,4.0,NA,NA,1.0,1.0,NA,2.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
3,73515,Gabriel,262,4,7,-1.6,-0.5,4.19,-1.82,True,314,262,24/05/2015,1.0,5.0,NA,NA,1.0,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA
3,72871,Cárdenas,282,4,6,0.0,0.2,4.11,0.0,True,293,282,24/05/2015,1.0,4.0,NA,NA,NA,1.0,NA,1.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA
3,82503,Rodolfo,294,4,6,0.0,0.2,4.11,0.0,True,292,294,24/05/2015,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,85931,Hyoran,315,4,6,0.5,0.3,4.1,-0.73,False,315,277,24/05/2015,2.0,10.0,NA,NA,NA,1.0,NA,NA,NA,2.0,3.0,NA,NA,NA,NA,NA,NA,NA
3,87586,Thiago Santana,316,5,6,0.0,0.0,4.0,0.0,True,284,316,23/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,83683,Andrei Girotto,275,4,6,0.0,0.0,4.0,0.0,False,275,290,24/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,78235,Leandrinho,277,4,7,0.0,0.0,4.0,0.0,True,315,277,24/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,91186,Romeo Fernandes,293,5,6,0.0,0.0,4.0,0.0,False,293,282,24/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,84381,Rafinha,293,4,6,0.0,0.0,4.0,0.0,False,293,282,24/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
