Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
6,63110,Alan Ruschel,285,2,7,4.7,2.15,4.5,1.46,False,285,294,07/06/2015,14.0,8.0,1.0,NA,NA,NA,NA,NA,NA,5.0,11.0,NA,2.0,1.0,1.0,NA,NA,NA
6,86890,William Popp,317,5,6,0.0,0.87,4.46,0.0,False,317,264,06/06/2015,3.0,2.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA
6,85931,Hyoran,315,4,6,0.0,0.77,4.46,0.0,True,262,315,06/06/2015,4.0,12.0,NA,NA,1.0,2.0,NA,NA,NA,4.0,5.0,NA,1.0,NA,NA,NA,NA,NA
6,89154,Gabriel Jesus,275,5,6,0.0,-0.4,4.43,0.0,True,316,275,07/06/2015,1.0,2.0,NA,NA,1.0,1.0,NA,1.0,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA
6,69015,Heracles,317,2,7,4.1,2.45,4.42,0.91,False,317,264,06/06/2015,2.0,6.0,NA,NA,NA,1.0,NA,NA,NA,5.0,3.0,NA,1.0,NA,NA,NA,NA,NA
6,87611,Tiago,284,1,7,6.7,6.7,4.36,1.36,True,276,284,06/06/2015,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,1.0
6,81905,Henrique Dourado,283,5,6,0.0,0.55,4.32,-0.7,True,282,283,06/06/2015,2.0,4.0,NA,1.0,1.0,2.0,NA,3.0,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA
6,84927,Dodô,282,4,6,0.4,1.1,4.3,-0.61,False,282,283,06/06/2015,2.0,5.0,NA,NA,NA,2.0,NA,NA,NA,2.0,2.0,NA,NA,NA,NA,NA,NA,NA
6,86411,Breno Lopes,266,2,6,12.0,12.0,4.29,3.29,False,266,292,07/06/2015,NA,3.0,1.0,NA,NA,NA,NA,NA,NA,2.0,1.0,NA,NA,NA,1.0,NA,NA,NA
6,80576,Renato,317,4,6,0.0,0.7,4.29,0.0,False,317,264,06/06/2015,2.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
