Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
20,91263,Jajá,262,4,6,0.0,0.0,1.0,0.0,False,262,276,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,69010,João Carlos,303,1,6,0.0,0.0,1.0,0.0,False,303,284,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,87008,Léo,284,1,6,0.0,0.0,1.0,0.0,True,303,284,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,89258,Daniel,262,1,6,0.0,0.0,1.0,0.0,False,262,276,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,91712,Matheus Alves,290,1,6,0.0,0.0,1.0,0.0,False,290,267,22/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,91921,Jatobá,316,3,6,0.0,0.0,1.0,0.0,False,316,292,22/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,79048,Elisson,283,1,6,0.0,0.0,1.0,0.0,True,264,283,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,90331,Vitor,284,1,6,0.0,0.0,1.0,0.0,True,303,284,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,92225,Thiago Lopes,294,4,6,0.0,0.0,1.0,0.0,False,294,315,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,90332,Gabriel Silva,284,3,6,0.0,0.0,1.0,0.0,True,303,284,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,90939,Wesley,315,2,6,0.0,0.0,1.0,0.0,True,294,315,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,71971,Reynaldo ,303,1,6,0.0,0.0,1.0,0.0,False,303,284,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,72603,William Menezes,294,1,6,0.0,0.0,1.0,0.0,False,294,315,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,85083,Vinícius Silvestre,275,1,6,0.0,0.0,1.0,0.0,True,282,275,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,86760,Lucas Macanhan,293,1,6,0.0,0.0,1.0,0.0,True,285,293,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,89306,Paulinho,282,4,6,0.0,0.0,1.0,0.0,False,282,275,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,91740,Zé Arthur,317,5,6,0.0,0.0,1.0,0.0,False,317,266,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,92291,Bruno Viana,283,3,6,0.0,0.0,1.0,0.0,True,264,283,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,87483,Matheus Índio,267,4,6,0.0,0.0,1.0,0.0,True,290,267,22/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,88780,Leandro,285,5,6,0.0,0.0,1.0,0.0,False,285,293,23/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,68693,Armero,262,2,6,0.0,0.55,9.95,0.0,False,262,276,23/08/2015,3.0,11.0,1.0,NA,NA,1.0,NA,1.0,NA,1.0,4.0,NA,1.0,NA,NA,NA,NA,NA
20,71495,Lisandro López,285,5,6,0.0,0.84,9.94,0.0,False,285,293,23/08/2015,12.0,15.0,1.0,1.0,6.0,4.0,1.0,10.0,NA,1.0,10.0,NA,3.0,1.0,NA,NA,NA,NA
20,49651,Ernando,285,3,7,4.2,4.81,9.84,-0.13,False,285,293,23/08/2015,6.0,11.0,NA,1.0,1.0,2.0,1.0,1.0,NA,7.0,4.0,NA,NA,NA,6.0,NA,NA,NA
20,70323,Jorginho,267,6,7,0.0,0.0,9.82,0.0,True,290,267,22/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,38021,Wendel,292,4,6,0.0,2.99,9.75,0.0,True,316,292,22/08/2015,19.0,18.0,NA,NA,1.0,9.0,1.0,1.0,NA,27.0,28.0,NA,3.0,NA,NA,NA,NA,NA
