Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
32,77579,Dellatorre,293,5,2,0.0,-0.44,4.2,0.0,True,266,293,24/10/2015,NA,9.0,NA,NA,2.0,1.0,NA,2.0,NA,NA,2.0,NA,1.0,NA,NA,NA,NA,NA
32,61149,Lucca,264,5,6,0.0,-0.28,4.19,0.0,False,264,262,25/10/2015,2.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA
32,37663,Julio Cesar,267,2,7,-1.1,2.42,4.18,-1.3,False,267,284,25/10/2015,15.0,43.0,NA,NA,1.0,1.0,1.0,2.0,NA,18.0,12.0,NA,1.0,NA,4.0,NA,NA,NA
32,86943,Liniker,290,4,6,0.0,3.27,4.18,0.0,False,290,283,25/10/2015,35.0,22.0,2.0,1.0,11.0,9.0,1.0,2.0,NA,10.0,16.0,NA,1.0,NA,NA,NA,NA,NA
32,54250,Maylson,315,4,5,0.0,0.7,4.16,0.0,False,315,314,25/10/2015,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,79535,Vaná,294,1,6,0.0,0.0,4.15,0.0,False,294,276,25/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,3.0
32,82939,Ruy,294,4,7,-2.8,1.05,4.15,-0.83,False,294,276,25/10/2015,28.0,69.0,1.0,1.0,8.0,7.0,1.0,NA,NA,10.0,14.0,NA,8.0,NA,NA,NA,NA,NA
32,80188,Marcos Junior,266,5,6,0.2,1.43,4.13,-1.3,False,266,293,24/10/2015,45.0,41.0,NA,NA,7.0,7.0,5.0,6.0,NA,6.0,28.0,NA,8.0,1.0,NA,NA,NA,NA
32,82632,Lucas Coelho,290,5,6,2.8,0.27,4.13,0.36,False,290,283,25/10/2015,2.0,7.0,NA,NA,1.0,4.0,NA,1.0,NA,1.0,3.0,NA,NA,NA,NA,NA,NA,NA
32,81223,Erazo,284,3,7,-3.9,3.28,4.12,-1.74,True,267,284,25/10/2015,6.0,33.0,1.0,NA,1.0,2.0,1.0,1.0,NA,17.0,6.0,1.0,2.0,NA,7.0,NA,NA,NA
