Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
8,37984,Aranha,275,1,6,0.0,0.0,6.0,0.0,True,284,275,20/06/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,82306,Douglas Silva,317,3,6,0.0,0.0,6.0,0.0,False,317,290,21/06/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,70933,Anderson Salles,267,3,6,0.0,0.0,6.0,0.0,True,292,267,20/06/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,80287,Luciano,264,5,6,0.0,0.0,6.0,0.0,True,277,264,20/06/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,81952,Willian,292,4,6,0.0,0.0,6.0,0.0,False,292,267,20/06/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,62997,João Paulo,303,2,6,0.0,0.0,6.0,0.0,True,266,303,24/06/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,80913,Nixon,262,5,5,0.0,0.0,6.0,0.0,False,262,282,20/06/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,85629,Daniel,276,4,5,0.0,0.0,6.0,0.0,False,276,314,21/06/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,88870,Lula,293,3,6,0.0,0.0,6.0,0.0,False,293,294,21/06/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,82337,Geandro,317,4,5,0.0,0.0,6.0,0.0,False,317,290,21/06/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
