Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
15,38315,Jadson,264,4,7,0.0,5.25,18.84,0.0,True,294,264,26/07/2015,9.0,74.0,2.0,NA,8.0,4.0,6.0,2.0,NA,13.0,6.0,NA,3.0,NA,NA,NA,NA,NA
15,37899,Renan,290,1,7,-4.3,3.97,18.68,-2.54,False,290,262,26/07/2015,2.0,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,20.0,NA,14.0
15,69240,Dátolo,282,4,7,0.0,4.5,18.6,0.0,False,282,316,25/07/2015,5.0,18.0,NA,2.0,3.0,3.0,2.0,1.0,NA,4.0,9.0,NA,NA,NA,NA,NA,NA,NA
15,69249,Martín Silva,267,1,7,0.0,4.47,18.51,0.0,False,267,275,26/07/2015,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,2.0,6.0,NA,4.0
15,38957,Rafael Marques,275,5,7,4.1,5.0,18.35,0.83,True,267,275,26/07/2015,20.0,54.0,2.0,NA,7.0,9.0,5.0,5.0,NA,10.0,13.0,NA,NA,NA,NA,NA,NA,NA
15,74140,Élber,292,4,7,7.4,5.94,18.21,-0.91,True,284,292,25/07/2015,11.0,11.0,NA,NA,3.0,NA,2.0,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA
15,62128,Walter,293,5,5,0.0,2.94,18.13,0.0,True,314,293,25/07/2015,12.0,60.0,4.0,NA,13.0,15.0,2.0,10.0,NA,9.0,27.0,NA,1.0,2.0,NA,NA,NA,NA
15,84263,Jemerson,282,3,7,2.4,4.53,17.94,-0.46,False,282,316,25/07/2015,5.0,23.0,NA,NA,2.0,4.0,2.0,2.0,NA,17.0,14.0,1.0,1.0,NA,5.0,NA,NA,NA
15,82456,Rafhael Lucas,294,5,7,0.2,2.15,17.31,-0.13,False,294,264,26/07/2015,10.0,18.0,NA,1.0,7.0,5.0,2.0,7.0,NA,4.0,10.0,NA,NA,NA,NA,NA,NA,NA
15,45125,Tite,264,6,7,5.68,4.58,17.22,-0.01,True,294,264,26/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,80538,Marlon,266,3,6,0.0,4.96,17.2,0.0,True,315,266,26/07/2015,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,3.0,1.0,NA,NA,NA,3.0,NA,NA,NA
15,37770,Marcelo Grohe,284,1,3,5.0,2.5,17.06,0.29,False,284,292,25/07/2015,3.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,3.0,11.0,NA,9.0
15,38910,Ricardo Oliveira,277,5,3,-1.4,4.33,16.93,-0.88,False,277,317,26/07/2015,9.0,20.0,NA,1.0,8.0,13.0,7.0,12.0,1.0,4.0,20.0,NA,3.0,NA,NA,NA,NA,NA
15,68958,Wallace,262,3,7,11.8,4.97,16.69,1.66,True,290,262,26/07/2015,18.0,42.0,NA,1.0,4.0,5.0,NA,NA,NA,30.0,14.0,NA,1.0,NA,4.0,NA,NA,NA
15,37653,Nilmar,285,5,6,0.0,5.78,16.26,0.0,True,303,285,26/07/2015,10.0,12.0,NA,NA,2.0,3.0,3.0,2.0,NA,6.0,4.0,NA,1.0,NA,NA,NA,NA,NA
15,42116,Willian,283,5,6,2.4,3.85,16.2,-0.69,True,276,283,26/07/2015,20.0,27.0,1.0,NA,8.0,11.0,NA,6.0,NA,21.0,14.0,NA,3.0,NA,NA,NA,NA,NA
15,73896,Geuvânio,277,5,7,1.4,2.73,16.1,0.08,False,277,317,26/07/2015,18.0,26.0,NA,NA,7.0,12.0,2.0,3.0,NA,11.0,16.0,NA,2.0,1.0,NA,NA,NA,NA
15,71892,Wellington Silva,266,2,7,5.1,5.11,16.06,0.77,True,315,266,26/07/2015,11.0,52.0,NA,NA,NA,5.0,1.0,NA,NA,22.0,11.0,NA,1.0,NA,6.0,NA,NA,NA
15,72731,Oliveira,317,1,6,0.0,3.55,15.92,0.0,True,277,317,26/07/2015,2.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,12.0,NA,9.0
15,42145,Egídio,275,2,7,8.0,6.82,15.92,-0.29,True,267,275,26/07/2015,14.0,67.0,4.0,NA,5.0,3.0,1.0,1.0,NA,28.0,15.0,NA,4.0,NA,7.0,NA,NA,NA
15,83688,Luan,316,4,6,0.0,0.0,4.0,0.0,True,282,316,25/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,69143,Diego Ivo,303,3,2,0.0,0.0,4.0,0.0,False,303,285,26/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,38446,Nei,267,2,5,0.0,0.0,4.0,0.0,False,267,275,26/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,73876,Jomar,267,3,6,0.0,0.0,4.0,0.0,False,267,275,26/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,87750,Lorran,267,2,6,0.0,0.0,4.0,0.0,False,267,275,26/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,83101,Alef,317,3,6,0.0,0.0,4.0,0.0,True,277,317,26/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,90420,William Schuster ,284,4,6,0.0,0.0,4.0,0.0,False,284,292,25/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,81091,Jair,285,4,6,0.0,0.0,4.0,0.0,True,303,285,26/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
