Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
17,82767,Vinícius Araújo,283,5,7,0.9,0.93,2.72,0.06,False,283,275,09/08/2015,3.0,2.0,NA,NA,1.0,1.0,NA,1.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA
17,90872,Wagner,315,4,3,-5.0,1.4,2.71,-1.35,False,315,316,09/08/2015,17.0,19.0,NA,NA,1.0,5.0,NA,NA,NA,13.0,16.0,NA,3.0,NA,NA,NA,NA,NA
17,79892,Nenén,315,4,6,-0.3,-0.2,2.71,-0.25,False,315,316,09/08/2015,4.0,4.0,NA,NA,NA,NA,NA,NA,NA,1.0,3.0,NA,1.0,NA,NA,NA,NA,NA
17,78422,Oswaldo,292,3,6,0.0,-0.6,2.69,0.0,True,293,292,09/08/2015,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA
17,80129,Jadson,293,4,6,0.0,-0.16,2.69,0.0,False,293,292,09/08/2015,7.0,14.0,NA,NA,1.0,1.0,NA,NA,NA,6.0,11.0,NA,1.0,1.0,NA,NA,NA,NA
17,68945,Saimon,316,3,7,-1.0,2.17,2.68,-0.65,True,315,316,09/08/2015,NA,9.0,NA,NA,NA,1.0,NA,NA,NA,6.0,5.0,NA,1.0,NA,1.0,NA,NA,NA
17,89696,Romulo,314,5,7,0.5,2.3,2.66,-1.6,False,314,266,08/08/2015,9.0,11.0,NA,NA,5.0,6.0,2.0,1.0,NA,6.0,9.0,NA,2.0,NA,NA,NA,NA,NA
17,92182,Juninho,294,3,6,0.0,0.3,2.59,0.0,True,277,294,08/08/2015,NA,3.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA
17,82775,Lucas Ramon ,284,2,6,0.0,1.63,2.55,0.0,False,284,285,09/08/2015,1.0,5.0,NA,NA,NA,NA,NA,NA,NA,2.0,1.0,NA,1.0,NA,1.0,NA,NA,NA
17,73721,Marcos Vinícius,283,4,6,0.0,1.4,2.53,0.0,False,283,275,09/08/2015,10.0,20.0,NA,1.0,1.0,1.0,1.0,NA,NA,3.0,7.0,NA,2.0,NA,NA,NA,NA,NA
