Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
19,82641,Ronan,266,2,6,0.0,0.0,1.0,0.0,False,266,316,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,71818,Bruno Grassi,284,1,6,0.0,0.0,1.0,0.0,False,284,317,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,89306,Paulinho,282,4,6,0.0,0.0,1.0,0.0,True,315,282,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,91916,Silas,285,4,6,0.0,0.0,1.0,0.0,True,283,285,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,91509,Rodrigo Sam,264,3,6,0.0,0.0,1.0,0.0,True,314,264,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,90319,André Baumer,317,3,6,0.0,0.0,1.0,0.0,True,284,317,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,85083,Vinícius Silvestre,275,1,6,0.0,0.0,1.0,0.0,False,275,262,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,91260,Lucas Perri,276,1,6,0.0,0.0,1.0,0.0,False,276,290,15/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,91194,Thiago,262,1,6,0.0,0.0,1.0,0.0,True,275,262,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,91710,Jacsson,285,1,6,0.0,0.0,1.0,0.0,True,283,285,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,73889,Wallace,290,1,6,0.0,0.0,1.0,0.0,True,276,290,15/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,91712,Matheus Alves,290,1,6,0.0,0.0,1.0,0.0,True,276,290,15/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,71043,Leo,276,1,6,0.0,0.0,1.0,0.0,False,276,290,15/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,86934,Túlio,290,4,6,0.0,0.0,1.0,0.0,True,276,290,15/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,88147,Paulo Henrique,290,1,6,0.0,0.0,1.0,0.0,True,276,290,15/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,72290,Jailson,275,1,6,0.0,0.0,1.0,0.0,False,275,262,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,92057,Gabriel Félix,267,1,6,0.0,0.0,1.0,0.0,False,267,294,15/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,91664,Adryelson,292,3,6,0.0,0.0,1.0,0.0,False,292,303,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,80335,Vitor,317,1,6,0.0,0.0,1.0,0.0,True,284,317,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,87393,Gabriel,282,3,6,0.0,0.0,1.0,0.0,True,315,282,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,63096,Maicon Talhetti,316,4,6,0.0,0.0,3.0,0.0,True,266,316,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,82397,Núbio Flávio ,293,5,6,0.0,0.0,3.0,0.0,False,293,277,15/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,70951,Fabio,275,1,6,0.0,0.0,3.0,0.0,False,275,262,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,71885,Tiago Costa,315,2,6,0.0,0.0,3.0,0.0,False,315,282,16/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
