Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
30,80537,Michael,266,5,6,0.0,0.84,1.69,0.0,False,266,276,14/10/2015,6.0,7.0,NA,NA,2.0,3.0,NA,1.0,NA,1.0,4.0,NA,NA,NA,NA,NA,NA,NA
30,89343,Júnior,284,2,6,0.0,-0.35,1.69,0.0,False,284,277,15/10/2015,2.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA
30,68907,Wellington,293,3,6,0.0,4.14,1.67,0.0,False,293,283,14/10/2015,3.0,7.0,NA,NA,NA,1.0,NA,1.0,NA,3.0,4.0,NA,1.0,NA,4.0,NA,NA,NA
30,88002,Serginho,277,4,6,0.0,0.76,1.67,0.0,True,284,277,15/10/2015,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,3.0,1.0,NA,NA,NA,NA,NA,NA,NA
30,91973,Lucas Marques,285,4,6,0.0,0.1,1.66,0.0,True,282,285,14/10/2015,1.0,6.0,NA,NA,NA,NA,NA,NA,NA,2.0,4.0,NA,NA,NA,NA,NA,NA,NA
30,92696,Renato Kayzer,267,5,6,0.0,0.0,1.65,0.0,False,267,315,15/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,91772,Deivid Duarte,290,3,6,0.0,0.0,1.63,0.0,True,264,290,15/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,92078,Wallace,292,5,6,0.0,0.0,1.62,0.0,False,292,314,14/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,88147,Paulo Henrique,290,1,6,0.0,-0.1,1.6,0.0,True,264,290,15/10/2015,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,2.0
30,91468,Mateus Silva,317,5,6,0.0,-0.3,1.59,0.0,False,317,294,14/10/2015,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,79042,Tiago ,282,3,6,0.0,0.0,1.58,0.0,False,282,285,14/10/2015,NA,4.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA
30,88916,Luan Polli ,316,1,6,0.0,1.0,1.58,0.0,False,316,262,14/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,4.0
30,69012,Santos,293,1,6,0.0,-4.0,1.54,0.0,False,293,283,14/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0
30,70986,Léo Cittadini,277,4,6,0.0,-0.13,1.51,0.0,True,284,277,15/10/2015,NA,2.0,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA
30,91761,Juninho,314,4,6,0.0,0.15,1.5,0.0,True,292,314,14/10/2015,1.0,4.0,NA,NA,2.0,2.0,NA,NA,1.0,2.0,4.0,NA,NA,NA,NA,NA,NA,NA
30,38745,Jéci,314,3,6,0.0,-0.25,1.49,0.0,True,292,314,14/10/2015,16.0,39.0,NA,NA,5.0,5.0,NA,4.0,NA,6.0,15.0,1.0,7.0,NA,2.0,NA,NA,NA
30,80399,Higor Leite,266,4,7,1.6,0.55,1.47,0.24,False,266,276,14/10/2015,5.0,5.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA
30,49673,Júlio César,266,1,6,0.0,-1.0,1.45,0.0,False,266,276,14/10/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,2.0
30,78895,Marcelo,262,3,6,0.0,0.84,1.44,0.0,True,316,262,14/10/2015,4.0,20.0,NA,NA,1.0,NA,NA,2.0,NA,7.0,13.0,1.0,1.0,NA,3.0,NA,NA,NA
30,71121,Wesley,290,5,6,0.0,0.96,1.44,0.0,True,264,290,15/10/2015,18.0,15.0,NA,NA,3.0,2.0,1.0,2.0,NA,6.0,19.0,NA,3.0,NA,NA,NA,NA,NA
30,80538,Marlon,266,3,7,-1.1,2.26,15.54,-1.13,False,266,276,14/10/2015,12.0,18.0,1.0,NA,2.0,2.0,NA,3.0,NA,18.0,14.0,2.0,4.0,NA,5.0,NA,NA,NA
30,68958,Wallace,262,3,5,0.0,4.41,15.43,0.0,True,316,262,14/10/2015,25.0,65.0,1.0,1.0,5.0,6.0,1.0,NA,NA,37.0,22.0,NA,4.0,NA,6.0,NA,NA,NA
30,69249,Martín Silva,267,1,3,-1.0,3.42,15.38,0.15,False,267,315,15/10/2015,1.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,4.0,18.0,1.0,15.0
30,63013,Marcos Rocha,282,2,7,8.2,4.15,15.19,1.55,False,282,285,14/10/2015,11.0,65.0,2.0,NA,3.0,1.0,NA,1.0,NA,33.0,21.0,NA,3.0,1.0,4.0,NA,NA,NA
30,51548,Giuliano,284,4,7,4.2,3.93,15.17,-2.1,False,284,277,15/10/2015,19.0,98.0,7.0,NA,7.0,10.0,6.0,3.0,NA,24.0,21.0,NA,NA,NA,NA,NA,NA,NA
30,49675,Alexandre Pato,276,5,7,0.4,4.93,14.77,0.23,True,266,276,14/10/2015,45.0,77.0,4.0,1.0,13.0,10.0,8.0,11.0,NA,21.0,16.0,NA,3.0,NA,NA,NA,NA,NA
30,87863,Arrascaeta,283,4,6,0.5,2.23,14.71,-0.06,True,293,283,14/10/2015,19.0,37.0,1.0,NA,7.0,6.0,2.0,2.0,NA,6.0,4.0,NA,1.0,NA,NA,NA,NA,NA
30,62977,Ganso,276,4,7,3.8,3.71,14.57,-1.07,True,266,276,14/10/2015,44.0,87.0,6.0,NA,5.0,12.0,1.0,6.0,NA,37.0,25.0,NA,4.0,1.0,NA,NA,NA,NA
30,52674,Gilson,303,2,7,8.4,3.15,14.44,1.93,True,275,303,14/10/2015,35.0,80.0,2.0,NA,3.0,5.0,NA,6.0,NA,35.0,41.0,NA,6.0,NA,9.0,NA,NA,NA
30,70046,Victor Ferraz,277,2,5,0.0,4.64,14.42,0.0,True,284,277,15/10/2015,9.0,78.0,5.0,NA,3.0,4.0,1.0,1.0,NA,38.0,22.0,NA,1.0,NA,10.0,NA,NA,NA
