Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
22,92192,Evandro,294,5,2,-0.3,4.13,7.53,-1.48,False,294,292,02/09/2015,6.0,9.0,NA,NA,2.0,3.0,3.0,5.0,NA,2.0,5.0,NA,1.0,NA,NA,NA,NA,NA
22,71995,Hugo,314,5,6,0.0,3.0,7.46,0.0,True,262,314,02/09/2015,2.0,10.0,NA,NA,4.0,NA,2.0,1.0,NA,5.0,6.0,NA,1.0,NA,NA,NA,NA,NA
22,38738,Douglas,284,4,3,-1.5,0.76,7.46,-0.22,True,316,284,03/09/2015,15.0,90.0,2.0,NA,5.0,14.0,2.0,NA,1.0,7.0,22.0,NA,3.0,NA,NA,NA,NA,NA
22,38695,David,290,4,7,-0.6,0.64,7.43,-0.43,False,290,275,02/09/2015,4.0,22.0,NA,NA,NA,2.0,NA,NA,NA,8.0,8.0,NA,NA,NA,NA,NA,NA,NA
22,63194,Carlinhos,294,2,7,6.8,5.43,7.42,-0.15,False,294,292,02/09/2015,8.0,13.0,NA,NA,NA,1.0,NA,NA,NA,5.0,6.0,NA,NA,NA,2.0,NA,NA,NA
22,62004,Bruno Aguiar,317,3,7,0.9,4.07,7.42,-0.27,False,317,276,02/09/2015,8.0,13.0,NA,NA,1.0,3.0,2.0,NA,NA,8.0,12.0,NA,1.0,NA,4.0,NA,NA,NA
22,71123,Thiago Mendes,276,4,7,5.9,2.42,7.36,0.7,True,317,276,02/09/2015,23.0,47.0,2.0,NA,3.0,4.0,NA,4.0,NA,32.0,28.0,NA,4.0,NA,NA,NA,NA,NA
22,68954,Marquinhos Gabriel,277,4,7,1.0,1.87,7.35,-0.21,False,277,315,03/09/2015,13.0,21.0,1.0,NA,NA,4.0,NA,3.0,NA,15.0,5.0,NA,1.0,1.0,NA,NA,NA,NA
22,42499,Bruno,276,2,7,0.0,2.24,7.33,0.0,True,317,276,02/09/2015,12.0,41.0,1.0,NA,NA,1.0,NA,NA,NA,11.0,16.0,NA,3.0,NA,5.0,NA,NA,NA
22,82647,Régis,292,4,6,0.0,0.62,7.33,0.0,True,294,292,02/09/2015,6.0,25.0,2.0,NA,1.0,NA,1.0,1.0,NA,3.0,9.0,NA,3.0,NA,NA,NA,NA,NA
22,73806,Samuel ,292,5,6,0.0,0.73,7.32,0.0,True,294,292,02/09/2015,5.0,7.0,NA,NA,3.0,4.0,NA,1.0,NA,4.0,5.0,NA,1.0,NA,NA,NA,NA,NA
