Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
16,51299,Emerson,314,3,7,0.5,2.25,3.2,0.02,True,317,314,02/08/2015,6.0,29.0,NA,NA,2.0,5.0,1.0,NA,NA,15.0,11.0,NA,4.0,NA,1.0,NA,NA,NA
16,89154,Gabriel Jesus,275,5,6,0.0,-0.43,3.19,0.0,False,275,293,02/08/2015,2.0,5.0,NA,NA,1.0,1.0,NA,1.0,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA
16,92087,Lyanco,276,3,6,0.0,3.1,3.17,0.0,True,282,276,29/07/2015,NA,1.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA
16,61033,Rodriguinho,264,4,6,0.0,2.4,3.15,0.0,False,264,267,29/07/2015,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA
16,50324,Hudson,276,4,6,0.9,1.29,3.11,-0.33,True,282,276,29/07/2015,2.0,23.0,1.0,NA,3.0,1.0,NA,NA,NA,20.0,28.0,NA,3.0,NA,NA,NA,NA,NA
16,80323,Marrone,314,2,6,0.0,-2.5,3.1,0.0,True,317,314,02/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA
16,70992,Juliano,290,4,6,0.0,0.0,3.07,0.0,True,294,290,02/08/2015,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA
16,84684,Lucas Gomes,266,5,3,-5.0,0.71,3.06,-1.05,False,266,284,01/08/2015,6.0,3.0,NA,NA,NA,1.0,1.0,2.0,NA,2.0,5.0,NA,NA,1.0,NA,NA,NA,NA
16,83760,Caramelo,315,2,6,0.0,0.0,3.0,0.0,True,285,315,02/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,63018,Guilherme Andrade,264,2,6,0.0,0.0,3.0,0.0,False,264,267,29/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,71885,Tiago Costa,315,2,6,0.0,0.0,3.0,0.0,True,285,315,02/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,52897,Nivaldo,315,1,6,0.0,0.0,3.0,0.0,True,285,315,02/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,89479,Gustavo Tocantins,264,5,6,0.0,0.0,3.0,0.0,False,264,267,29/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,44857,Naldinho,292,4,6,0.0,0.0,3.0,0.0,False,292,283,02/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,89930,Andrigo,285,4,6,0.0,0.0,3.0,0.0,False,285,315,02/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,91001,Evandro,292,2,6,0.0,0.0,3.0,0.0,False,292,283,02/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,86189,Mosquito,267,5,6,0.0,0.0,3.0,0.0,True,264,267,29/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,91323,Luccas Barreto,294,4,6,0.0,0.0,3.0,0.0,False,294,290,02/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,82749,Eberson,294,3,6,0.0,0.0,3.0,0.0,False,294,290,02/08/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,68979,Giovanni,282,1,6,0.0,0.0,3.0,0.0,False,282,276,29/07/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,37613,Dagoberto,267,5,6,-3.3,0.02,6.3,-1.64,True,264,267,29/07/2015,14.0,15.0,1.0,NA,3.0,NA,NA,2.0,NA,3.0,9.0,NA,5.0,NA,NA,NA,NA,NA
16,70933,Anderson Salles,267,3,6,3.7,2.4,6.29,0.52,True,264,267,29/07/2015,6.0,18.0,NA,1.0,1.0,2.0,NA,NA,NA,9.0,4.0,1.0,2.0,NA,2.0,NA,NA,NA
