Rodada,Atleta,Apelido,Clube,Posicao,Status,Pontos,PontosMedia,Preco,PrecoVariacao,Mando,TimeCasa,TimeVisitante,PartidaData,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS
4,41859,Marcelinho Paraíba,317,4,7,-1.1,0.05,7.31,-1.18,False,317,293,30/05/2015,2.0,10.0,NA,NA,NA,2.0,NA,1.0,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA
4,37604,Paulo André,283,3,6,-4.2,-4.2,7.3,-3.7,True,316,283,31/05/2015,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,1.0,NA,NA,NA,NA,NA
4,62004,Bruno Aguiar,317,3,7,2.8,1.7,7.19,0.52,False,317,293,30/05/2015,3.0,5.0,NA,NA,NA,1.0,NA,NA,NA,2.0,4.0,NA,1.0,NA,1.0,NA,NA,NA
4,37851,Maicosuel,282,4,6,-0.3,0.67,7.15,-0.66,False,282,267,31/05/2015,1.0,4.0,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA
4,62127,Wallyson,294,5,6,0.0,0.0,7.13,0.0,False,294,314,30/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,73465,Luccas Claro,294,3,5,0.0,0.0,7.12,0.0,False,294,314,30/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,63194,Carlinhos,294,2,5,0.0,1.0,7.12,0.0,False,294,314,30/05/2015,3.0,3.0,NA,NA,NA,1.0,NA,NA,NA,1.0,4.0,NA,NA,NA,NA,NA,NA,NA
4,68830,Ricardinho,316,4,6,0.0,3.0,7.12,0.0,False,316,283,31/05/2015,3.0,3.0,NA,NA,NA,NA,NA,NA,NA,2.0,2.0,NA,NA,NA,NA,NA,NA,NA
4,82764,Rafael Forster,290,2,7,4.0,3.4,7.09,0.94,False,290,284,31/05/2015,4.0,14.0,NA,NA,1.0,NA,NA,NA,NA,2.0,6.0,NA,2.0,NA,3.0,NA,NA,NA
4,60780,Vinícius Eutrópio,315,6,7,4.35,3.28,7.06,1.32,True,303,315,30/05/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
