,atletas.preco_num,atletas.foto,atletas.posicao_id,atletas.media_num,atletas.apelido_abreviado,atletas.apelido,atletas.pontos_num,atletas.status_id,atletas.clube_id,atletas.variacao_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.rodada_id,atletas.nome,atletas.slug,atletas.minimo_para_valorizar,atletas.atleta_id,CA,DS,FC,FD,FF,FS,PI,SG,A,G,DE,DP,GS,GC,PC,FT,I,CV,PP,PS
188,10.68,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/04/25/8ce4db9e01696fbbc278bb084f675352_FORMATO.png,5,3.48,Gabriel,Gabriel,5.4,3,262,1.01,Flamengo,22,25,Gabriel Barbosa Almeida,gabriel,,83257,6.0,5.0,10.0,12.0,13.0,14.0,76.0,,1.0,7.0,,,,,,1.0,14.0,1.0,1.0,
189,4.37,https://s.glbimg.com/es/sde/f/2022/06/28/beaa874f9953e86894fb3ff1e44fd934_FORMATO.png,5,1.27,M. Guilherme,Marcos Guilherme,1.2,6,276,0.17,São Paulo,7,25,Marcos Guilherme de Almeida Santos Matos,marcos-guilherme,,83266,,4.0,1.0,2.0,3.0,2.0,13.0,,,,,,,,,,1.0,,,
190,9.08,https://s.glbimg.com/es/sde/f/2022/03/01/6ebefc2dde70dd404af0145a962b55d4_FORMATO.png,4,4.3,Patrick,Patrick,2.6,7,276,0.15,São Paulo,19,25,Patrick Bezerra do Nascimento,patrick,,83433,4.0,37.0,20.0,2.0,7.0,22.0,85.0,,1.0,4.0,,,,,,,2.0,,,
191,2.05,https://s.glbimg.com/es/sde/f/2022/03/03/fc970f8486208ea64d2857c89a9ea781_FORMATO.png,5,0.74,G. Parede,Guilherme Parede,-0.2,7,286,0.02,Juventude,12,25,Guilherme Parede Pinheiro,guilherme-parede,,83438,2.0,3.0,7.0,3.0,3.0,6.0,45.0,,1.0,,,,,,,,1.0,,,
192,3.4,https://s.glbimg.com/es/sde/f/2022/03/04/f8401115c5ce6574f1f6fb8e8cfccee6_FORMATO.png,3,2.64,L. Pereira,Léo Pereira,2.9,2,262,0.06,Flamengo,7,25,Leonardo Pereira,leo-pereira,,83528,2.0,8.0,10.0,,1.0,4.0,39.0,3.0,,,,,,,,,,,,
193,3.68,https://s.glbimg.com/es/sde/f/2022/03/14/cb2e543c7dc405836f0fe7262ffe1ec4_FORMATO.png,5,0.74,Neilton,Neilton,0.0,6,294,0.0,Coritiba,3,25,Neilton Meira Mestzk,neilton,,83772,1.0,2.0,1.0,1.0,,1.0,6.0,,,,,,,,,,,,,
194,7.99,https://s.glbimg.com/es/sde/f/2022/08/16/f47b785622d8aa181e13a5adc40ecb4b_FORMATO.png,5,7.2,T. Soares,Tiquinho Soares,7.2,7,263,-0.01,Botafogo,1,25,Francisco das Chagas Soares dos Santos Meireles,tiquinho-soares,,84042,,1.0,3.0,3.0,2.0,4.0,3.0,,,,,,,,,,,,,
195,6.29,https://s.glbimg.com/es/sde/f/2022/07/04/27bdac865fa3643b7bb816915def4a64_FORMATO.png,3,5.0,Jemerson,Jemerson,5.0,6,282,-0.71,Atlético-MG,1,25,Jemerson de Jesus Nascimento,jemerson,,84263,,,,,,,,1.0,,,,,,,,,,,,
196,2.88,https://s.glbimg.com/es/sde/f/2022/02/23/0784484c9e35ebc5b014f365b5cbb5cc_FORMATO.png,1,1.4,M. Walef,Max Walef,0.0,6,356,0.0,Fortaleza,5,25,Max Walef Araújo da Silva,max-walef,,84338,,,,,,,,,,,13.0,,6.0,,,,,,,
197,4.89,https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png,2,3.26,B. Melo,Bruno Melo,0.0,6,264,0.0,Corinthians,5,25,Bruno Ferreira Melo,bruno-melo,,84339,1.0,2.0,6.0,1.0,2.0,3.0,24.0,3.0,,,,,,,,,2.0,,,
198,3.04,https://s.glbimg.com/es/sde/f/2022/04/05/07d7f2dc608c0833bf6c29c75cb93a43_FORMATO.png,2,1.52,D. Barcelos,Danilo Barcelos,0.0,6,290,0.0,Goiás,17,25,Danilo Carvalho Barcelos,danilo-barcelos,,84382,5.0,15.0,24.0,,4.0,8.0,120.0,4.0,1.0,,,,,,,,1.0,,,
199,5.52,https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png,4,1.45,F. Sobral,Fernando Sobral,-0.1,6,354,-0.62,Ceará,12,25,Fernando Pereira do Nascimento,fernando-sobral,,84428,1.0,7.0,5.0,3.0,4.0,10.0,34.0,,,,,,,,,1.0,,,,
200,3.48,https://s.glbimg.com/es/sde/f/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,5,2.71,Romarinho,Romarinho,1.1,7,356,0.05,Fortaleza,15,25,José Romário Silva de Souza,romarinho,,84523,2.0,9.0,9.0,2.0,11.0,23.0,61.0,,1.0,2.0,,,,,,,2.0,1.0,,
201,9.57,https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,4,3.46,L. Evangelista,Lucas Evangelista,0.6,6,280,0.04,Bragantino,22,25,Lucas Evangelista Santana de Oliveira,lucas-evangelista,,84674,1.0,30.0,27.0,6.0,16.0,39.0,100.0,,1.0,2.0,,,,,,1.0,2.0,,1.0,
202,6.39,https://s.glbimg.com/es/sde/f/2022/08/05/72c41821f15186e555f78bc61651ee27_FORMATO.jpeg,2,1.4,Varela,Varela,1.4,2,262,-1.61,Flamengo,1,25,Guillermo Varela Olivera,varela,,84816,,1.0,,,,1.0,3.0,,,,,,,,,,,,,
203,6.21,https://s.glbimg.com/es/sde/f/2022/05/12/b000ff4ab3334924aefc7d073b85809e_FORMATO.png,5,3.95,Robson,Robson,-3.3,7,356,-0.9,Fortaleza,19,25,Robson dos Santos Fernandes,robson,,84817,4.0,12.0,29.0,9.0,13.0,25.0,62.0,,3.0,4.0,,,,,,1.0,11.0,,1.0,1.0
204,2.78,https://s.glbimg.com/es/sde/f/2022/07/16/89176758f659f2237119a0bced3a49fb_FORMATO.png,4,0.47,F. Baiano,Fabrício Baiano,0.0,6,356,0.0,Fortaleza,4,25,Fabrício Santos de Jesus,fabricio-baiano,,84993,,2.0,1.0,,,1.0,7.0,,,,,,,,,,,,,
205,7.0,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,1,0.0,M. Felipe,Marcos Felipe,0.0,6,266,0.0,Fluminense,0,25,Marcos Felipe de Freitas Monteiro,marcos-felipe,,85004,,,,,,,,,,,,,,,,,,,,
206,4.0,https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,1,0.0,V. Silvestre,Vinicius Silvestre,0.0,6,275,0.0,Palmeiras,0,25,Vinicius Silvestre da Costa,vinicius-silvestre,,85083,,,,,,,,,,,,,,,,,,,,
207,4.87,https://s.glbimg.com/es/sde/f/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png,4,1.98,Cantillo,Cantillo,-1.6,6,264,-0.28,Corinthians,16,25,Víctor Danilo Cantillo Jiménez,cantillo,,85315,1.0,26.0,10.0,,1.0,20.0,62.0,,,,,,,,,,,,,
208,5.88,https://s.glbimg.com/es/sde/f/2022/02/23/ec8d7f67b026fc679f8ac3b10514eefd_FORMATO.png,4,2.48,Valdívia,Valdívia,2.5,7,1371,0.16,Cuiabá,21,25,Wanderson Ferreira de Oliveira,valdivia,,85423,3.0,19.0,14.0,6.0,10.0,26.0,107.0,,,2.0,,,,,,1.0,2.0,,,
209,13.23,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,1,4.83,J. Paulo,João Paulo,0.0,7,277,-1.79,Santos,23,25,João Paulo Silva Martins,joao-paulo,,85425,4.0,1.0,,,,5.0,,8.0,,,92.0,,21.0,,,,,,,
210,6.97,https://s.glbimg.com/es/sde/f/2022/07/29/9bcc147b812ef5698e82fee8e3a18b98_FORMATO.png,4,4.23,A. Santana,Alex Santana,0.0,7,293,0.0,Athlético-PR,3,25,Alex Paulo Menezes Santana,alex-santana,,85465,1.0,9.0,5.0,1.0,2.0,5.0,9.0,,,,,,,,,,,,,
211,5.24,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,3,1.73,Léo,Léo,0.0,7,276,0.0,São Paulo,18,25,Leonardo Pinheiro da Conceição,leo,,85626,3.0,17.0,16.0,,4.0,9.0,90.0,4.0,,,,,,,,,,,,
212,7.36,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png,4,4.0,Hyoran,Hyoran,1.5,6,280,-0.13,Bragantino,16,25,Hyoran Kaue Dalmoro,hyoran,,85931,1.0,15.0,11.0,9.0,14.0,8.0,96.0,,2.0,3.0,,,,,,,,,,
213,4.35,https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png,5,1.4,G. Sauer,Gustavo Sauer,0.0,6,263,0.0,Botafogo,5,25,Gustavo Affonso Sauerbeck,gustavo-sauer,,85993,,5.0,2.0,2.0,,2.0,18.0,,,,,,,,,,,,,
214,2.63,https://s.glbimg.com/es/sde/f/2022/06/23/a9b4d32f7d6d9e4fc96279399e6ab904_FORMATO.png,4,1.45,Diego,Diego,0.0,5,354,0.0,Ceará,2,25,Diego Rigonato Rodrigues,diego,,86029,,,1.0,2.0,,3.0,7.0,,,,,,,,,,,,,
215,2.48,https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png,3,0.8,Wanderson,Wanderson,1.5,7,373,0.5,Atlético-GO,16,25,Wanderson Santos Pereira,wanderson,,86143,1.0,6.0,13.0,,3.0,4.0,39.0,2.0,,,,,,,,,,,,
216,7.08,https://s.glbimg.com/es/sde/f/2022/07/18/04d6865853a44f1a0a32d6f5ce32e9fe_FORMATO.png,2,5.14,Natanael,Natanael,7.0,6,314,1.14,Avaí,5,25,Natanael Batista Pimenta,natanael,,86264,,7.0,2.0,3.0,4.0,2.0,27.0,,2.0,,,,,,,1.0,2.0,,,
217,7.97,https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,4,3.07,Alê,Alê,1.4,7,327,0.16,América-MG,15,25,Alexandre Egea,ale,,86388,,25.0,26.0,2.0,5.0,29.0,72.0,,1.0,1.0,,,,,,,,1.0,,
218,4.86,https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png,2,1.97,V. Luis,Victor Luis,0.0,6,354,0.0,Ceará,13,25,Victor Luis Chuab Zamblauskas,victor-luis,,86410,,11.0,9.0,2.0,4.0,11.0,60.0,2.0,,,,,,,,,,,,
219,3.08,https://s.glbimg.com/es/sde/f/2022/08/16/aa71716a1e7b6d5f4f466762f82871f8_FORMATO.png,5,0.2,P. Dyego,Pablo Dyego,0.0,6,314,0.0,Avaí,1,25,Pablo Dyego da Silva Rosa,pablo-dyego,,86444,,,2.0,,,2.0,2.0,,,,,,,,,,,,,
220,8.83,https://s.glbimg.com/es/sde/f/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png,5,3.59,Keno,Keno,12.2,6,282,1.91,Atlético-MG,16,25,Marcos da Silva França,keno,,86485,2.0,20.0,9.0,6.0,15.0,15.0,92.0,,1.0,2.0,,,,,,,3.0,,,
221,6.39,https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,1,2.6,Jandrei,Jandrei,0.0,6,276,0.0,São Paulo,19,25,Jandrei Chitolina Carniel,jandrei,,86508,,,,,,3.0,,4.0,,,47.0,,19.0,,,,,,,
222,3.73,https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png,4,2.01,Richardson,Richardson,3.5,6,354,0.36,Ceará,18,25,Richardson Fernandes dos Santos,richardson,,86536,6.0,42.0,40.0,,3.0,20.0,48.0,,,,,,,,1.0,,,1.0,,
223,3.27,https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png,2,1.38,A. Henrique,Arthur Henrique,1.6,7,373,-0.33,Atlético-GO,15,25,Arthur Henrique Peixoto Santos,arthur-henrique,,86629,,19.0,7.0,,,6.0,51.0,1.0,,,,,,,,,,1.0,,
224,3.07,https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png,2,2.18,R. Soares,Rodrigo Soares,0.0,6,286,0.0,Juventude,21,25,Rodrigo Alves Soares,rodrigo-soares,,86675,3.0,25.0,18.0,2.0,4.0,3.0,159.0,4.0,1.0,1.0,,,,,,,,,,
225,4.25,https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png,4,1.49,T. Tchê,Tchê Tchê,2.0,7,263,0.09,Botafogo,17,25,Danilo das Neves Pinheiro,tche-tche,,86686,1.0,16.0,26.0,3.0,6.0,27.0,68.0,,,,,,,,,,,,,
226,5.49,https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png,4,2.15,R. Coelho,Richard Coelho,5.1,7,354,0.61,Ceará,19,25,Richard Cândido Coelho,richard-coelho,,86711,6.0,38.0,36.0,4.0,4.0,22.0,86.0,,1.0,,,,,,,,2.0,1.0,,
227,12.38,https://s.glbimg.com/es/sde/f/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png,5,3.59,Everton,Everton,6.6,7,262,1.14,Flamengo,8,25,Everton Sousa Soares,everton,,86757,,9.0,7.0,6.0,8.0,8.0,56.0,,1.0,,,,,,,1.0,,,,
228,6.05,https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png,4,4.65,Luan,Luan,9.6,6,277,1.67,Santos,2,25,Luan Guilherme de Jesus Vieira,luan,,86759,,1.0,,,2.0,4.0,5.0,,1.0,,,,,,,,,,,
229,4.77,https://s.glbimg.com/es/sde/f/2022/08/04/f1b96cd2e1a5c62c2aec694945991675_FORMATO.png,2,2.83,Sidcley,Sidcley,1.7,6,1371,-0.49,Cuiabá,3,25,Sidcley Ferreira Pereira,sidcley,,86764,,3.0,,,1.0,1.0,14.0,1.0,,,,,,,,,,,,
230,4.33,https://s.glbimg.com/es/sde/f/2022/08/12/7d590ab4c6d70f44e3ca55f066cacbb7_FORMATO.png,4,0.65,D. Barbosa,Danilo Barbosa,0.0,6,263,0.0,Botafogo,2,25,Danilo Barbosa da Silva,danilo-barbosa,,86777,1.0,1.0,2.0,1.0,,2.0,5.0,,,,,,,,,,,,,
231,4.0,https://s.glbimg.com/es/sde/f/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,4,1.96,Boschilia,Boschilia,0.0,5,294,0.0,Coritiba,5,25,Gabriel Boschilia,boschilia,,86841,1.0,4.0,3.0,,2.0,3.0,12.0,,1.0,,,,,,,,,,,
232,4.74,https://s.glbimg.com/es/sde/f/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,4,2.74,J. Welison,José Welison,-0.3,6,356,-0.46,Fortaleza,15,25,José Welison da Silva,jose-welison,,86859,2.0,29.0,21.0,2.0,10.0,9.0,83.0,,,1.0,,,,,,,,,,
233,6.71,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,2,4.49,Marlon,Marlon,10.8,6,327,1.5,América-MG,18,25,Marlon Matheus Lopes do Nascimento,marlon,,86864,4.0,48.0,25.0,3.0,12.0,18.0,144.0,5.0,1.0,,,,,,,,,1.0,,
234,9.55,https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png,3,3.88,E. Bauermann,Eduardo Bauermann,2.2,7,277,-0.32,Santos,21,25,Eduardo Gabriel dos Santos Bauermann,eduardo-bauermann,,86970,4.0,23.0,7.0,2.0,4.0,13.0,64.0,9.0,1.0,,,,,,,1.0,1.0,,,1.0
235,4.0,https://s.glbimg.com/es/sde/f/2022/07/28/5ddfe529ef61fe54a0aa6410f1a57699_FORMATO.png,3,0.0,E. Santos,Emerson Santos,0.0,6,373,0.0,Atlético-GO,0,25,Emerson Raymundo Santos,emerson-santos,,86972,,,,,,,,,,,,,,,,,,,,
236,4.9,https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png,4,2.27,Nathan,Nathan,3.5,6,266,0.12,Fluminense,14,25,Nathan Allan de Souza,nathan,,87009,1.0,10.0,8.0,5.0,9.0,8.0,68.0,,1.0,1.0,,,,,,,1.0,,,
237,5.51,https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png,5,1.48,M. Peixoto,Matheus Peixoto,0.0,7,354,0.0,Ceará,11,25,Matheus Vieira Campos Peixoto,matheus-peixoto,,87098,,5.0,6.0,4.0,3.0,6.0,28.0,,1.0,,,,,,,,3.0,,,
238,6.34,https://s.glbimg.com/es/sde/f/2022/03/08/7e94aeb464052c259e6a403d822724af_FORMATO.png,6,3.02,E. Baptista,Eduardo Baptista,2.41,7,373,-0.4,Atlético-GO,13,25,Eduardo Augusto Baptista Miguel,eduardo-baptista,,87211,,,,,,,,,,,,,,,,,,,,
239,8.64,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,3,4.41,P. Henrique,Pedro Henrique,6.2,7,293,0.62,Athlético-PR,19,25,Pedro Henrique Ribeiro Gonçalves,pedro-henrique,,87225,5.0,45.0,15.0,4.0,1.0,19.0,107.0,7.0,,,,,,,,,,,,
240,12.12,https://s.glbimg.com/es/sde/f/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png,2,4.23,G. Arana,Guilherme Arana,5.5,6,282,0.53,Atlético-MG,18,25,Guilherme Antonio Arana Lopes,guilherme-arana,,87228,4.0,22.0,25.0,4.0,16.0,13.0,147.0,8.0,2.0,,,,,,1.0,1.0,1.0,,,
241,5.95,https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png,3,3.98,G. Santos,Guillermo Santos,0.0,6,294,0.0,Coritiba,11,25,Guillermo Gabriel de los Santos Viana - Daniel,guillermo-santos,,87238,2.0,21.0,4.0,3.0,1.0,6.0,56.0,3.0,1.0,,,,,,,,,,,
242,5.77,https://s.glbimg.com/es/sde/f/2022/04/02/d2010e9182e074fe4a26c1c6d39304dc_FORMATO.png,5,3.82,C. Pena,Carlos de Pena,-1.4,3,285,-1.01,Internacional,22,25,Carlos María de Pena Bonino,carlos-de-pena,,87242,6.0,32.0,19.0,12.0,18.0,11.0,250.0,,5.0,3.0,,,,,,1.0,,,1.0,
243,10.09,https://s.glbimg.com/es/sde/f/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png,5,3.17,Soteldo,Soteldo,3.4,7,277,0.44,Santos,3,25,Yeferson Julio Soteldo Martínez,soteldo,,87258,,,1.0,2.0,3.0,6.0,30.0,,1.0,,,,,,,,,,,
244,3.73,https://s.glbimg.com/es/sde/f/2022/07/22/3d441c6c216df311f638855e5ae9f952_FORMATO.png,4,1.2,W. Maranhão,Willian Maranhão,2.0,6,373,0.49,Atlético-GO,10,25,Willian Marlon Ferreira Moraes,willian-maranhao,,87262,3.0,14.0,12.0,,3.0,4.0,25.0,,,,,,,,,,1.0,,,
245,3.86,https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png,3,1.74,Messias,Messias,-0.1,2,354,-0.72,Ceará,19,25,Messias Rodrigues da Silva Júnior,messias,,87402,4.0,11.0,17.0,2.0,4.0,7.0,70.0,5.0,,,,,,,1.0,1.0,,,,
246,4.51,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,4,3.14,V. Bueno,Vitor Bueno,2.6,6,293,-0.13,Athlético-PR,15,25,Vitor Frezarin Bueno,vitor-bueno,,87552,2.0,11.0,9.0,2.0,10.0,13.0,73.0,,1.0,3.0,,,,,,,1.0,,,
247,3.71,https://s.glbimg.com/es/sde/f/2022/07/29/30173d69a7048132aa419f0efded3f32_FORMATO.png,4,1.95,A. Leite,Anderson Leite,0.0,5,286,0.0,Juventude,2,25,Anderson Leite Moraes,anderson-leite,,87691,,4.0,3.0,,,1.0,5.0,,,,,,,,,,,,,
248,5.4,https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png,4,1.65,Y. Felipe,Yago Felipe,2.7,6,266,-0.31,Fluminense,11,25,Yago Felipe da Costa Rocha,yago-felipe,,87747,2.0,12.0,10.0,2.0,4.0,19.0,62.0,,,,,,,,,,1.0,,,
249,2.33,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png,3,1.16,P. Sampaio,Philipe Sampaio,0.0,6,263,0.0,Botafogo,13,25,Philipe Sampaio Azevedo,philipe-sampaio,,87808,2.0,12.0,17.0,,1.0,7.0,44.0,3.0,,,,,,,1.0,,1.0,2.0,,
250,4.72,https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png,2,2.74,Pineida,Pineida,0.0,6,266,0.0,Fluminense,7,25,Mario Alberto Pineida Martínez,pineida,,87838,,,6.0,,1.0,6.0,28.0,4.0,,,,,,,,,,,,
251,16.89,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,4,6.37,Arrascaeta,Arrascaeta,0.0,6,262,0.0,Flamengo,18,25,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,,87863,,30.0,7.0,7.0,16.0,35.0,158.0,,7.0,2.0,,,,,,2.0,2.0,,,1.0
252,10.84,https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png,3,5.28,Balbuena,Balbuena,9.5,7,264,1.17,Corinthians,6,25,Fabián Cornelio Balbuena González,balbuena,,87887,1.0,9.0,4.0,,1.0,3.0,42.0,2.0,,2.0,,,,,1.0,,,,,
253,3.19,https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png,4,1.01,M. Vargas,Matheus Vargas,0.0,6,356,0.0,Fortaleza,11,25,Matheus de Vargas,matheus-vargas,,87929,2.0,4.0,11.0,4.0,7.0,11.0,40.0,,,,,,,,,,3.0,,,
254,11.63,https://s.glbimg.com/es/sde/f/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,4,6.36,G. Scarpa,Gustavo Scarpa,0.3,7,275,-0.89,Palmeiras,22,25,Gustavo Henrique Furtado Scarpa,gustavo-scarpa,,87999,,14.0,8.0,21.0,31.0,48.0,256.0,,8.0,4.0,,,,,,2.0,8.0,,,
255,4.3,https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,3,1.3,A. Empereur,Alan Empereur,-1.9,7,1371,-0.79,Cuiabá,15,25,Alan Pereira Empereur,alan-empereur,,88033,4.0,9.0,13.0,,,13.0,67.0,4.0,,,,,,,,,,1.0,,
256,9.65,https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,6,3.97,L. Castro,Luís Castro,6.88,7,263,0.9,Botafogo,25,25,Luís Manuel Ribeiro de Castro,luis-castro,,88037,,,,,,,,,,,,,,,,,,,,
257,3.46,https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png,2,3.93,Jorge,Jorge,0.0,6,275,0.0,Palmeiras,7,25,Jorge Marco de Oliveira Moraes,jorge,,88065,1.0,9.0,4.0,,2.0,9.0,42.0,4.0,,,,,,1.0,,,,,,
258,3.94,https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png,3,1.48,R. Menezes,Ramon Menezes,0.0,5,373,0.0,Atlético-GO,14,25,Ramon Menezes Roma,ramon-menezes,,88087,2.0,9.0,10.0,3.0,2.0,,33.0,2.0,,,,,,,,1.0,,,,
259,3.36,https://s.glbimg.com/es/sde/f/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png,2,2.88,D. Guedes,Daniel Guedes ,0.0,6,1371,0.0,Cuiabá,8,25,Daniel Guedes da Silva,daniel-guedes,,88225,3.0,11.0,9.0,,2.0,2.0,67.0,2.0,2.0,,,,,,,,3.0,,,
260,11.2,https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,3,3.44,J. Alonso,Junior Alonso,0.0,6,282,0.0,Atlético-MG,21,25,Junior Osmar Ignacio Alonso Mujica,junior-alonso,,88312,3.0,21.0,10.0,,5.0,4.0,101.0,9.0,2.0,,,,,,1.0,1.0,,,,
261,8.01,https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png,2,5.43,A. Lucas,Ayrton Lucas,1.1,7,262,-0.56,Flamengo,20,25,Ayrton Lucas Dantas de Medeiros,ayrton-lucas,,88393,2.0,39.0,29.0,3.0,3.0,34.0,165.0,7.0,3.0,2.0,,,,,,,,,,
262,8.55,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,2,3.33,Aderlan,Aderlan,5.8,6,280,0.58,Bragantino,20,25,Aderlan de Lima Silva,aderlan,,88423,5.0,47.0,48.0,,6.0,10.0,200.0,6.0,2.0,,,,,,,,2.0,,,
263,2.83,https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png,4,0.84,Marlon,Marlon,0.0,6,286,0.0,Juventude,9,25,Marlon Adriano Prezotti,marlon,,88427,1.0,10.0,13.0,,,6.0,25.0,,,,,,,,,,,,,
264,3.05,https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png,2,1.73,Auro,Auro,0.0,6,277,0.0,Santos,4,25,Auro Álvaro da Cruz Júnior,auro,,88540,2.0,5.0,6.0,,1.0,1.0,16.0,1.0,,,,,,,,,,,,
265,2.0,https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png,2,0.0,Buiú,Buiú,0.0,6,354,0.0,Ceará,0,25,Marcos Ytalo Benício da Silva,buiu,,88544,,,,,,,,,,,,,,,,,,,,
266,3.77,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,4,1.02,L. Crispim,Lucas Crispim,0.0,6,356,0.0,Fortaleza,16,25,Lucas de Figueiredo Crispim,lucas-crispim,,88597,3.0,11.0,10.0,,3.0,9.0,108.0,,1.0,1.0,,,,,,,1.0,,,
267,5.03,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,1,2.25,L. Polli,Luan Polli,0.0,6,356,0.0,Fortaleza,2,25,Luan Polli Gomes,luan-polli,,88916,,,,,,1.0,,,,,9.0,,5.0,,,,,,,
