,atletas.preco_num,atletas.foto,atletas.posicao_id,atletas.media_num,atletas.apelido_abreviado,atletas.apelido,atletas.pontos_num,atletas.status_id,atletas.clube_id,atletas.variacao_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.rodada_id,atletas.nome,atletas.slug,atletas.minimo_para_valorizar,atletas.atleta_id,CA,DS,FC,FD,FF,FS,PI,SG,A,G,DE,DP,GS,GC,PC,FT,I,CV,PP,PS
610,5.51,https://s.glbimg.com/es/sde/f/2022/08/05/f56b5671b6f652fa7904dd3111b901fa_FORMATO.png,5,1.65,N. Bustos,Nahuel Bustos,2.1,6,276,-0.09,São Paulo,2,25,Nahuel Lautaro Bustos,nahuel-bustos,,107945,,2.0,2.0,,,4.0,4.0,,,,,,,,,,1.0,,,
611,9.15,https://s.glbimg.com/es/sde/f/2022/07/26/ded3d6726c7ad7af177f070b1f55f580_FORMATO.png,4,4.58,F. Vera,Fausto Vera,9.1,7,264,1.07,Corinthians,6,25,Fausto Mariano Vera,fausto-vera,,107950,2.0,21.0,6.0,1.0,8.0,4.0,35.0,,,,,,,,,,,,,
612,2.42,https://s.glbimg.com/es/sde/f/2022/02/21/a34959446ac5b131b7047f846855f309_FORMATO.png,4,2.26,D. Piage,Del Piage,0.0,6,263,0.0,Botafogo,11,25,Romildo Del Piage de Souza,del-piage,,107972,2.0,20.0,13.0,1.0,2.0,13.0,35.0,,,,,,,,,,,,,1.0
613,4.88,https://s.glbimg.com/es/sde/f/2022/04/06/d5b98eae02b3de3352cd02c6cc1b5c36_FORMATO.png,5,3.09,Pitta,Pitta,4.5,7,286,0.69,Juventude,21,25,Isidro Miguel Pitta Saldívar ,pitta,,108133,2.0,1.0,17.0,13.0,19.0,28.0,98.0,,,4.0,,,,,,3.0,11.0,,1.0,
614,2.0,https://s.glbimg.com/es/sde/f/2021/09/04/feab153e5104280ed7ed8cf60b5db070_FORMATO.png,4,0.0,L. Cardoso,Lucas Cardoso ,0.0,6,1371,0.0,Cuiabá,0,25,Lucas Cardoso Moreira,lucas-cardoso,,108148,,,,,,,,,,,,,,,,,,,,
615,3.42,https://s.glbimg.com/es/sde/f/2022/02/22/6e64fcfbd8fd5ae5f3a9f615b801c4bd_FORMATO.png,3,1.42,G. Lacerda,Gabriel Lacerda,0.9,2,354,0.12,Ceará,15,25,Gabriel Santos Cordeiro Lacerda,gabriel-lacerda,,108176,2.0,11.0,7.0,,5.0,,58.0,3.0,,,,,,,1.0,,,,,
616,2.39,https://s.glbimg.com/es/sde/f/2022/02/25/0386b196bc9d7576552344192f41a032_FORMATO.png,4,1.6,Gustavo,Gustavo,0.0,6,327,0.0,América-MG,8,25,Gustavo César Mendonça Gravino,gustavo,,108201,2.0,10.0,7.0,1.0,2.0,11.0,34.0,,,,,,,,,,,,,
617,2.0,https://s.glbimg.com/es/sde/f/2022/05/05/eca803d743d8a10b46ac4b03ccd6b039_FORMATO.png,3,0.0,D. Ricardo,David Ricardo,0.0,6,354,0.0,Ceará,0,25,David Ricardo Loiola da Silva,david-ricardo,,108274,,,,,,,,,,,,,,,,,,,,
618,3.83,https://s.glbimg.com/es/sde/f/2022/06/30/f684864cd02a7f9f0aa4a50ffa8c9326_FORMATO.png,5,1.73,Vásquez,Vásquez,-1.4,7,354,-0.84,Ceará,7,25,Jhon Freduar Vásquez Anaya,vasquez,,108279,2.0,5.0,6.0,4.0,2.0,7.0,27.0,,,,,,,,,1.0,3.0,,,
619,4.74,https://s.glbimg.com/es/sde/f/2022/04/05/aa0e8e944c857702c77135690cfe04d8_FORMATO.png,4,3.04,Galarza,Galarza,0.0,6,294,0.0,Coritiba,5,25,Matías Galarza Fonda,galarza,,108528,2.0,14.0,12.0,,4.0,8.0,32.0,,,,,,,,,,,,,
620,2.0,https://s.glbimg.com/es/sde/f/2022/04/27/d5ba0de6f8281e3ab0325007342997b6_FORMATO.png,1,0.0,Guilherme,Guilherme,0.0,6,264,0.0,Corinthians,0,25,Guilherme Vicentini Castellani,guilherme,,108539,,,,,,,,,,,,,,,,,,,,
621,2.11,https://s.glbimg.com/es/sde/f/2022/02/23/1f9a18c6a38ce7b0c86a89f400ac4bb8_FORMATO.png,4,0.86,Rivas,Rivas,0.0,6,1371,0.0,Cuiabá,5,25,Cristhian Yonaiker Rivas Vielma - Cristian,rivas,,108659,2.0,5.0,3.0,1.0,1.0,,8.0,,,,,,,,,,,,,
622,2.0,https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png,5,0.0,G. Maia,Gustavo Maia,0.0,6,285,0.0,Internacional,0,25,Gustavo Maia da Silva,gustavo-maia,,108712,,,,,,,,,,,,,,,,,,,,
623,1.33,https://s.glbimg.com/es/sde/f/2022/07/28/45de578f32d6b06aa307c7eb0571f784_FORMATO.png,5,-1.0,V. Leque,Vitor Leque,0.0,6,286,0.0,Juventude,2,25,Vitor Benedito Leque da Silva,vitor-leque,,108714,,,2.0,,1.0,3.0,6.0,,,,,,,,,,1.0,1.0,,
624,1.32,https://s.glbimg.com/es/sde/f/2022/04/05/aaad5989249282ee07375a4f7b9bf1da_FORMATO.png,5,0.93,R. Junior,Renato Junior,0.0,6,290,0.0,Goiás,11,25,Renato Barbosa dos Santos Junior,renato-junior,,108741,3.0,6.0,8.0,1.0,2.0,4.0,13.0,,1.0,,,,,,,,1.0,,,
625,1.97,https://s.glbimg.com/es/sde/f/2022/07/16/c33c9f1a80f322e8e721a8101a44e3e0_FORMATO.png,5,-1.0,David,David,0.0,6,356,0.0,Fortaleza,0,25,David da Hora da Conceição,david,,108752,1.0,,,,,,,,,,,,,,,,,,,
626,1.0,https://s.glbimg.com/es/sde/f/2022/02/21/38fe45f041124b759f8d967ad5af48df_FORMATO.png,3,0.0,F. Camargo,Felipe Camargo,0.0,6,314,0.0,Avaí,0,25,Felipe Camargo de Souza,felipe-camargo,,108787,,,,,,,,,,,,,,,,,,,,
627,8.61,https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png,5,2.95,V. Sá,Victor Sá,5.2,7,263,0.76,Botafogo,15,25,João Victor Santos Sá,victor-sa,,108946,1.0,27.0,9.0,4.0,4.0,16.0,82.0,,,1.0,,,,,,,3.0,,,
628,1.0,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/25/photo_220x220_VUIS7Pm.png,4,0.0,D. Martins,Daniel Martins,0.0,6,293,0.0,Athlético-PR,0,25,Daniel Sergio Martins,daniel-martins,,109102,,,,,,,,,,,,,,,,,,,,
629,3.94,https://s.glbimg.com/es/sde/f/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png,5,0.92,M. Nascimento,Matheus Nascimento,0.0,5,263,0.0,Botafogo,17,25,Matheus Nascimento de Paula,matheus-nascimento,,109114,1.0,7.0,11.0,5.0,4.0,8.0,26.0,,,,,,,,,,1.0,,,1.0
630,2.0,https://s.glbimg.com/es/sde/f/2022/02/21/12dac2a5eae75e37ed96b625c3f97430_FORMATO.png,2,0.0,V. Marinho,Vitor Marinho,0.0,6,263,0.0,Botafogo,0,25,Vitor Marinho de Oliveira,vitor-marinho,,109195,,,,,,,,,,,,,,,,,,,,
631,0.74,https://s.glbimg.com/es/sde/f/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,2,-1.4,DG,DG,0.0,6,263,0.0,Botafogo,1,25,Douglas da Silva Teixeira,dg,,109199,1.0,,,,,1.0,9.0,,,,,,,,,,,,,
632,0.73,https://s.glbimg.com/es/sde/f/2022/07/27/6543bbc4803f308d463fdd8b7470fc89_FORMATO.png,5,-0.2,Kawê,Kawê,0.0,6,280,0.0,Bragantino,2,25,Kawê Ferreira Godoy Viana,kawe,,109246,,,2.0,,,1.0,2.0,,,,,,,,,,1.0,,,
633,1.0,https://s.glbimg.com/es/sde/f/2022/05/12/34eebe02442f63e6c4eee4a972018bc8_FORMATO.png,4,0.0,Sammuel,Sammuel,0.0,6,356,0.0,Fortaleza,0,25,Sammuel Queiroz de Freitas,sammuel,,109341,,,,,,,,,,,,,,,,,,,,
634,10.0,https://s.glbimg.com/es/sde/f/2022/04/27/2ec2dcd4fbfa5f682f9e2f993c93e57a_FORMATO.png,3,5.47,R. Gustavo,Raul Gustavo,0.0,5,264,0.0,Corinthians,15,25,Raul Gustavo Pereira Bicalho,raul-gustavo,,109389,1.0,23.0,10.0,1.0,4.0,15.0,85.0,7.0,1.0,2.0,,,,,1.0,,,,,
635,3.08,https://s.glbimg.com/es/sde/f/2022/05/05/73de6346549a47db6b8bf37e5f4f06fa_FORMATO.png,2,1.0,Weverson,Weverson,0.0,6,280,0.0,Bragantino,1,25,Weverson Moreira da Costa,weverson,,109426,,1.0,,,,,2.0,,,,,,,,,,,,,
636,2.3,https://s.glbimg.com/es/sde/f/2022/07/15/e69dad49448e6f72e73ce364b1459be9_FORMATO.png,4,1.65,Calebe,Calebe,1.1,6,282,-0.02,Atlético-MG,8,25,Calebe Gonçalves Ferreira da Silva,calebe,,109461,1.0,8.0,3.0,2.0,,8.0,9.0,,,,,,,,,,,,,
637,12.68,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/03/03/70c0680cfe4346861b4db5ebeba1fdbd_FORMATO.png,5,5.53,M. Leonardo,Marcos Leonardo,3.8,7,277,0.41,Santos,21,25,Marcos Leonardo Santos Almeida,marcos-leonardo,,109497,6.0,7.0,24.0,17.0,24.0,55.0,56.0,,1.0,7.0,,,,,,,15.0,,,
638,5.16,https://s.glbimg.com/es/sde/f/2021/06/04/9af680e828bdcbc3a28ff0dbfc34f2e5_FORMATO.png,3,5.78,Joaquim,Joaquim,3.1,7,1371,-0.18,Cuiabá,13,25,Joaquim Henrique Pereira Silva,joaquim,,109563,,29.0,11.0,2.0,7.0,15.0,49.0,4.0,1.0,1.0,,,,,,,,,,
639,3.53,https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png,4,0.56,Martinelli,Martinelli,0.7,7,266,0.14,Fluminense,15,25,Matheus Martinelli Lima,martinelli,,109573,,6.0,10.0,3.0,,2.0,54.0,,1.0,,,,,,,,,,,
640,3.0,https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png,5,0.0,D. Araújo,Davi Araújo,0.0,6,293,0.0,Athlético-PR,0,25,Davi Machado dos Santos Araújo,davi-araujo,,109626,,,,,,,,,,,,,,,,,,,,
641,3.55,https://s.glbimg.com/es/sde/f/2022/05/05/f9a266e73e23a467f58f96fac79380bc_FORMATO.png,5,1.84,G. Novaes,Gabriel Novaes,0.0,6,280,0.0,Bragantino,7,25,Gabriel Novaes Fernandes,gabriel-novaes,,109639,1.0,2.0,5.0,2.0,1.0,4.0,9.0,,,1.0,,,,,,,3.0,,,1.0
642,6.1,https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png,2,3.46,Hugo,Hugo,0.0,6,263,0.0,Botafogo,14,25,Hugo Gonçalves Ferreira Neto,hugo,,109668,2.0,29.0,14.0,2.0,4.0,11.0,113.0,3.0,,1.0,,,,,,,,1.0,,
643,1.0,https://s.glbimg.com/es/sde/f/2022/03/03/d391d84eadb0b86037667ee4e4a950c6_FORMATO.png,3,0.0,Derick ,Derick ,0.0,6,277,0.0,Santos,0,25,Derick Fernando da Silva,derick,,109830,,,,,,,,,,,,,,,,,,,,
644,4.0,https://s.glbimg.com/es/sde/f/2022/08/10/3f0cb79829f9359fe414edd3876f0bbd_FORMATO.png,4,0.0,J. Díaz,Juan Díaz,0.0,6,294,0.0,Coritiba,0,25,Juan Carlos Díaz Mena,juan-diaz,,109967,,,,,,,,,,,,,,,,,,,,
645,1.57,https://s.glbimg.com/es/sde/f/2022/03/03/de27fadbce4a716ee83274374641cf71_FORMATO.png,4,0.28,B. García,Bryan García,-1.3,6,293,-0.21,Athlético-PR,5,25,Bryan Jahir García Realpe,bryan-garcia,,110013,1.0,2.0,3.0,,2.0,2.0,17.0,,,,,,,,,,,,,
646,1.0,https://s.glbimg.com/es/sde/f/2022/02/21/06f62207594681a2c0cf91f05c7c0ee9_FORMATO.png,5,0.0,Vitinho,Vitinho,0.0,6,263,0.0,Botafogo,0,25,João Victor Vaz Lopes Pinto,vitinho,,110235,,,,,,,,,,,,,,,,,,,,
647,1.0,https://s.glbimg.com/es/sde/f/2022/03/08/7f21f0709f996419a0abebf800f4078d_FORMATO.png,1,0.0,G. Pereira,Gabriel Pereira,0.0,6,293,0.0,Athlético-PR,0,25,Gabriel Roberto Pereira,gabriel-pereira,,110251,,,,,,,,,,,,,,,,,,,,
648,1.0,https://s.glbimg.com/es/sde/f/2022/07/16/98a84acb922f587144fe391c3ad8548d_FORMATO.png,3,0.0,Zabala,Zabala,0.0,6,277,0.0,Santos,0,25,Leonardo Yassir Zabala Ceballos,zabala,,110264,,,,,,,,,,,,,,,,,,,,
649,4.74,https://s.glbimg.com/es/sde/f/2022/03/03/e0ca88eb8ab327b605082617a24e69fc_FORMATO.png,5,2.0,Ângelo,Ângelo,0.0,6,277,0.0,Santos,14,25,Ângelo Gabriel Borges Damaceno,angelo,,110415,4.0,8.0,11.0,5.0,4.0,12.0,44.0,,3.0,,,,,,,,1.0,,,
650,2.0,https://s.glbimg.com/es/sde/f/2021/04/26/a2187a2c57635b43ffbb1a653c278c0c_FORMATO.png,4,0.0,D. Cabral,Daniel Cabral,0.0,6,262,0.0,Flamengo,0,25,Daniel Cabral de Oliveira,daniel-cabral,,110465,,,,,,,,,,,,,,,,,,,,
651,13.23,https://s.glbimg.com/es/sde/f/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,6,5.91,A. Ferreira,Abel Ferreira,2.22,7,275,-0.11,Palmeiras,24,25,Abel Fernando Moreira Ferreira,abel-ferreira,,110506,,,,,,,,,,,,,,,,,,,,
652,3.09,https://s.glbimg.com/es/sde/f/2022/04/06/8155059fe14b7ffca7314dd757501fb1_FORMATO.png,4,1.6,Andrés,Andrés,0.0,6,276,0.0,São Paulo,6,25,Andrés Felipe Colorado Sánchez,andres,,110517,,10.0,8.0,,1.0,,8.0,,,,,,,,,,,,,
653,1.0,https://s.glbimg.com/es/sde/f/2022/03/03/acc0c5c373b2459a4b3a99ca631b2775_FORMATO.png,1,0.0,P. Mazoti,Paulo Mazoti,0.0,6,277,0.0,Santos,0,25,Paulo Mazoti Azevedo,paulo-mazoti,,110602,,,,,,,,,,,,,,,,,,,,
654,2.73,https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png,4,0.23,V. Balieiro,Vinícius Balieiro,0.0,6,277,0.0,Santos,3,25,Vinícius Balieiro Lourenço de Carvalho,vinicius-balieiro,,110605,,1.0,2.0,,,1.0,4.0,,,,,,,,,,,,,
655,2.39,https://s.glbimg.com/es/sde/f/2022/06/14/d526d926c095a507d46bffb0eb46a9a2_FORMATO.png,4,1.9,G. Pirani,Gabriel Pirani,0.0,5,1371,0.0,Cuiabá,9,25,Gabriel Cordeiro Pirani,gabriel-pirani,,110607,1.0,5.0,6.0,2.0,4.0,5.0,21.0,,,1.0,,,,,,,1.0,,,
656,0.95,https://s.glbimg.com/es/sde/f/2022/07/20/7bccf9ad74a80091d1b36d98ea99d7c4_FORMATO.png,5,0.5,J. Vitor,João Vitor ,0.0,6,294,0.0,Coritiba,1,25,João Vitor Moreira dos Santos,joao-vitor,,110623,,,,,,1.0,,,,,,,,,,,,,,
657,1.0,https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg,1,0.0,Mateus,Mateus,0.0,6,275,0.0,Palmeiras,0,25,Mateus Oliveira Mendes,mateus,,110624,,,,,,,,,,,,,,,,,,,,
658,2.2,https://s.glbimg.com/es/sde/f/2022/04/04/4fbf3f540f0b2318baeb2e270960d418_FORMATO.png,5,1.2,L. Filipe,Luiz Filipe,0.0,5,290,0.0,Goiás,2,25,Luiz Filipe dos Reis Silva,luiz-filipe,,110632,1.0,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,,1.0
659,1.0,https://s.glbimg.com/es/sde/f/2021/04/14/98c652f250d877eb7675405f476eed48_FORMATO.png,1,0.0,Mycael,Mycael,0.0,6,293,0.0,Athlético-PR,0,25,Mycael Pontes Moreira,mycael,,110698,,,,,,,,,,,,,,,,,,,,
660,1.0,https://s.glbimg.com/es/sde/f/2022/02/24/42afa9891ec69bb753c76f8d746939a9_FORMATO.png,1,0.0,P. Rangel,Pedro Rangel,0.0,6,266,0.0,Fluminense,0,25,Pedro Felipe De Faria Rangel,pedro-rangel,,110708,,,,,,,,,,,,,,,,,,,,
661,3.63,https://s.glbimg.com/es/sde/f/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,2,1.83,A. Hurtado,Andrés Hurtado,0.0,6,280,0.03,Bragantino,13,25,José Andrés Hurtado Cheme,andres-hurtado,,110715,1.0,8.0,5.0,,1.0,4.0,50.0,2.0,2.0,,,,,,1.0,,1.0,,,
662,6.77,https://s.glbimg.com/es/sde/f/2022/07/15/9989ff0866e098e75612215994b912fc_FORMATO.png,4,4.23,Rubens,Rubens,2.9,6,282,0.54,Atlético-MG,19,25,Rubens Antônio Dias,rubens,,110727,2.0,52.0,20.0,5.0,11.0,14.0,69.0,,,1.0,,,,,,1.0,,,,
663,2.57,https://s.glbimg.com/es/sde/f/2021/08/19/b1b9b8fc3e7ba9cdea447bad10b25ded_FORMATO.png,5,0.55,J. Kennedy,John Kennedy,0.0,6,266,0.0,Fluminense,6,25,John Kennedy Batista de Souza,john-kennedy,,110759,3.0,1.0,5.0,3.0,4.0,1.0,7.0,,,,,,,,,,,,,
664,1.0,https://s.glbimg.com/es/sde/f/2022/02/23/9af5466c91b9b05942f53c8d397eea94_FORMATO.png,1,0.0,Marcão,Marcão,0.0,6,294,0.0,Coritiba,0,25,Marco Antônio Amorim de Oliveira Montes,marcao,,110775,,,,,,,,,,,,,,,,,,,,
665,2.33,https://s.glbimg.com/es/sde/f/2022/02/21/3fbe1cef2d382595fb0c6dcbfd12c096_FORMATO.png,4,2.72,Kayque,Kayque,0.0,6,263,0.0,Botafogo,6,25,Kayque Luiz Pereira,kayque,,110962,3.0,5.0,8.0,2.0,3.0,11.0,25.0,,,1.0,,,,,,,1.0,,,
666,1.0,https://s.glbimg.com/es/sde/f/2021/04/20/f8adf8de4a79345e0b300d60c1ac6d67_FORMATO.png,1,0.0,Breno,Breno,0.0,6,373,0.0,Atlético-GO,0,25,Breno Boeno,breno,,110988,,,,,,,,,,,,,,,,,,,,
667,3.0,https://s.glbimg.com/es/sde/f/2022/04/05/020e09ce97d6353b30b115f5779603f3_FORMATO.png,5,0.0,S. Granada,Samuel Granada,0.0,6,266,0.0,Fluminense,0,25,Samuel Salustiano de Jesus Silva,samuel-granada,,110994,,,,,,,,,,,,,,,,,,,,
668,5.08,https://s.glbimg.com/es/sde/f/2021/10/04/a4618559793af2d381a5aafe03c3616a_FORMATO.png,2,4.5,Pedrinho,Pedrinho,7.3,6,293,0.36,Athlético-PR,12,25,Pedro Henrique Azevedo Pereira,pedrinho,,110995,2.0,19.0,9.0,,2.0,4.0,74.0,7.0,1.0,,,,,,,,1.0,,,
669,1.0,https://s.glbimg.com/es/sde/f/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png,1,0.0,Robson,Robson,0.0,6,327,0.0,América-MG,0,25,Robson Luiz dos Santos Nascimento,robson,,111172,,,,,,,,,,,,,,,,,,,,
670,2.32,https://s.glbimg.com/es/sde/f/2022/02/23/0c18ff9c752df4675973a030dcc63c55_FORMATO.png,3,3.75,M. Silva,Marcio Silva,0.0,6,294,0.0,Coritiba,2,25,Marcio Gleyson Leite da Silva,marcio-silva,,111204,,1.0,,,,3.0,2.0,1.0,,,,,,,,,,,,
671,1.0,https://s.glbimg.com/es/sde/f/2022/03/03/d27c52d692c0df1d01ecb1f7a298b40a_FORMATO.png,4,0.0,Kelvi,Kelvi,0.0,5,286,0.0,Juventude,0,25,Kelvi Chiesa Gomes,kelvi,,111332,,,,,,,,,,,,,,,,,,,,
672,5.2,https://s.glbimg.com/es/sde/f/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png,5,2.21,Sorriso,Sorriso,0.7,6,280,0.17,Bragantino,20,25,Marcos Vinicios Moura,sorriso,,111333,2.0,18.0,16.0,5.0,4.0,15.0,86.0,,1.0,2.0,,,,,,,,,,
673,1.15,https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png,4,0.13,Vitinho,Vitinho,0.0,6,314,0.0,Avaí,3,25,Victor Júlio Alves de Paula,vitinho,,111402,,,,,,2.0,6.0,,,,,,,,,,,,,
674,1.47,https://s.glbimg.com/es/sde/f/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png,5,0.27,F. Augusto,Felipe Augusto,0.0,6,264,0.0,Corinthians,3,25,Felipe Augusto da Silva,felipe-augusto,,111408,,,4.0,,,4.0,,,,,,,,,,,,,,
675,2.0,https://s.glbimg.com/es/sde/f/2022/02/23/e2415bc46c8e600866f7be1d673bee12_FORMATO.png,2,0.0,Igor,Igor,0.0,6,314,0.0,Avaí,0,25,Igor da Silva Dutra,igor,,111413,,,,,,,,,,,,,,,,,,,,
676,1.01,https://s.glbimg.com/es/sde/f/2022/02/23/5b82464e99f850761874b4e2c46b1b14_FORMATO.png,4,1.6,Biel,Biel,0.3,6,294,-0.29,Coritiba,2,25,Luiz Gabriel de Oliveira Fonseca,biel,,111491,,2.0,,,,3.0,7.0,,,,,,,,,,,,,
677,2.0,https://s.glbimg.com/es/sde/f/2022/05/05/225815574b0c19408aa5038fe14b8eaa_FORMATO.png,4,0.0,David,David,0.0,6,354,0.0,Ceará,0,25,Antônio David Souza Araújo,david,,111546,,,,,,,,,,,,,,,,,,,,
678,7.19,https://s.glbimg.com/es/sde/f/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,6,3.56,A. Oliveira,António Oliveira,1.98,7,1371,-0.37,Cuiabá,15,25,António José Cardoso de Oliveira,antonio-oliveira,,111578,,,,,,,,,,,,,,,,,,,,
679,7.57,https://s.glbimg.com/es/sde/f/2022/04/27/cbe4b4882cf981a4fee80eeb935042c8_FORMATO.png,4,3.87,Adson,Adson,0.0,6,264,0.0,Corinthians,18,25,Adson Ferreira Soares,adson,,111682,1.0,36.0,14.0,2.0,5.0,17.0,72.0,,,3.0,,,,,,,,,,
680,1.0,https://s.glbimg.com/es/sde/f/2022/04/02/d7662e4b332b33563f9ad8c3f24b42d2_FORMATO.png,1,0.0,Anthoni,Anthoni,0.0,6,285,0.0,Internacional,0,25,Anthoni Spier Souza,anthoni,,111683,,,,,,,,,,,,,,,,,,,,
681,1.74,https://s.glbimg.com/es/sde/f/2022/08/12/765dd1479fd2906e4dfd2f4016ca724a_FORMATO.png,5,0.1,M. Cadorini,Matheus Cadorini,0.0,6,294,0.0,Coritiba,3,25,Matheus Alfredo Cadorini da Silva,matheus-cadorini,,111688,,1.0,3.0,2.0,,2.0,4.0,,,,,,,,,,,1.0,,
682,1.0,https://s.glbimg.com/es/sde/f/2021/04/26/74907e67d0b8f638b82487a83ed9b680_FORMATO.png,1,0.0,Bruno,Bruno,0.0,6,262,0.0,Flamengo,0,25,Bruno Guimarães de Souza,bruno,,111689,,,,,,,,,,,,,,,,,,,,
683,2.0,https://s.glbimg.com/es/sde/f/2022/03/04/fe08cea4d131b5eef265a908bb05548b_FORMATO.png,1,0.0,M. Cunha,Matheus Cunha,0.0,6,262,0.0,Flamengo,0,25,Matheus Cunha Queiroz,matheus-cunha,,111690,,,,,,,,,,,,,,,,,,,,
684,1.0,https://s.glbimg.com/es/sde/f/2022/07/15/3cbccbd4f17ed4b3db0ccbfd0f3940ce_FORMATO.png,5,0.0,Mateusão,Mateusão,0.0,6,262,0.0,Flamengo,0,25,Mateus Dias Lima,mateusao,,111694,,,,,,,,,,,,,,,,,,,,
685,3.32,https://s.glbimg.com/es/sde/f/2022/02/21/e36f8b0c42d297654c276a39b86f6e39_FORMATO.png,3,3.8,Mezenga,Mezenga,5.0,6,263,0.5,Botafogo,4,25,Lucas de Souza Mombra Rosa,mezenga,,111713,1.0,12.0,4.0,1.0,,1.0,26.0,1.0,,,,,,,1.0,,1.0,,,
686,2.11,https://s.glbimg.com/es/sde/f/2021/05/12/23eb0da8dd7617e2a4b7f8fcec2a625e_FORMATO.jpeg,5,0.2,Giovani,Giovani,0.0,6,275,0.0,Palmeiras,1,25,Giovani Henrique Amorim da Silva,giovani,,111759,,,,,,1.0,3.0,,,,,,,,,,,,,
687,1.4,https://s.glbimg.com/es/sde/f/2021/05/08/2ef9b9ce1e0f6cdb6db5c4e19367f01f_FORMATO.png,4,0.78,Fabinho,Fabinho,0.0,6,275,0.0,Palmeiras,4,25,Fábio Silva de Freitas,fabinho,,111760,1.0,4.0,4.0,,1.0,,3.0,,,,,,,,,,,,,
688,2.0,https://s.glbimg.com/es/sde/f/2022/04/07/1002037b68cbfda80e62c668391f6be7_FORMATO.png,3,0.0,H. Halls,Henrique Halls,0.0,6,280,0.0,Bragantino,0,25,Henrique Halls Rocha da Silva,henrique-halls,,111791,,,,,,,,,,,,,,,,,,,,
689,1.0,,5,0.0,Marcelinho,Marcelinho,0.0,6,266,0.0,Fluminense,0,25,Marcelo Francine de Castro Feliciano,marcelinho,,111798,,,,,,,,,,,,,,,,,,,,
690,1.0,https://s.glbimg.com/es/sde/f/2022/03/21/fb5a3b78b8d0b4fc3f242bedfc3973fd_FORMATO.png,3,0.0,Ewerton,Ewerton,0.0,6,263,0.0,Botafogo,0,25,Ewerton Vinicios Santana Porto,ewerton,,111806,,,,,,,,,,,,,,,,,,,,
691,2.2,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/24/photo_FORMATO.png,5,0.47,Ricardinho,Ricardinho,0.0,6,373,0.0,Atlético-GO,4,25,Ricardo Viana Filho,ricardinho,,111813,1.0,,2.0,1.0,2.0,3.0,7.0,,,,,,,,,,1.0,,,
692,3.47,https://s.glbimg.com/es/sde/f/2022/04/20/f6b7d6073f1d67e5e9263e986f470c8b_FORMATO.png,5,3.56,M. Martins,Matheus Martins,0.3,7,266,-0.05,Fluminense,17,25,Matheus Martins Silva dos Santos,matheus-martins,,111831,1.0,19.0,12.0,3.0,10.0,27.0,92.0,,2.0,2.0,,,,,,,3.0,,,1.0
693,1.0,https://s.glbimg.com/es/sde/f/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,1,0.0,G. Ramalho,Gustavo Ramalho,0.0,6,266,0.0,Fluminense,0,25,Gustavo Ramalho Bremer Pinto,gustavo-ramalho,,111837,,,,,,,,,,,,,,,,,,,,
694,2.73,https://s.glbimg.com/es/sde/f/2021/05/24/866cbcde80dc4cd9acca0a859f191aef_FORMATO.png,4,3.6,G. Biro,Guilherme Biro,0.0,6,264,0.0,Corinthians,1,25,Guilherme Sucigan Mafra Cunha,guilherme-biro,,111891,1.0,3.0,1.0,1.0,,1.0,4.0,,,,,,,,,,,,,
695,0.89,https://s.glbimg.com/es/sde/f/2021/05/24/c908392c2c080c709d4f8f7016d8bdbc_FORMATO.png,5,0.63,J. Victor,João Victor,0.0,6,354,0.0,Ceará,3,25,João Victor Vieira Ferreira Sousa,joao-victor,,112060,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
