,atletas.atleta_id,atletas.preco_num,atletas.status_id,atletas.apelido_abreviado,atletas.clube_id,atletas.nome,atletas.posicao_id,atletas.foto,atletas.slug,atletas.rodada_id,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.apelido,atletas.jogos_num,atletas.pontos_num,atletas.media_num,atletas.clube.id.full.name,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PI,PP,PS,PC,SG,DE,GS,GC,DP
30,50347,6.97,6,A. Kardec,282,Alan Kardec de Sousa Pereira Júnior,5,https://s.glbimg.com/es/sde/f/2022/07/15/7596fc0c82f0af26689bc225bb5d8716_FORMATO.png,alan-kardec,33,0.04,,Alan Kardec,11,1.6,2.45,Atlético-MG,,,,2.0,6.0,2.0,5.0,4.0,1.0,2.0,,11.0,,,,,,,,
31,50353,6.48,3,Titi,356,Christian Chagas Tarouco,3,https://s.glbimg.com/es/sde/f/2022/05/12/534ed4edd303b71622c53c102254193d_FORMATO.png,titi,33,0.53,,Titi,29,4.0,3.37,Fortaleza,,3.0,,37.0,37.0,,3.0,24.0,,,2.0,115.0,,,,13.0,,,,
32,50428,3.31,6,Dentinho,354,Bruno Ferreira Bonfim,5,https://s.glbimg.com/es/sde/f/2022/03/11/e3b360fda749e06fb7f50ec9ccbb74d7_FORMATO.png,dentinho,33,0.0,,Dentinho,5,0.0,0.36,Ceará,,,,3.0,5.0,,,,,,1.0,2.0,,,,,,,,
33,50645,4.0,6,Eduardo,327,Carlos Eduardo Santos Oliveira,2,https://s.glbimg.com/es/sde/f/2022/08/16/763e722867751c09a3568b9a8117bb29_FORMATO.jpeg,eduardo,33,0.0,,Eduardo,0,0.0,0.0,América-MG,,,,,,,,,,,,,,,,,,,,
34,50856,5.07,6,Henrique,294,Henrique Adriano Buss,3,https://s.glbimg.com/es/sde/f/2022/02/23/cb5893cb9455c5aab2d21fd3f512ece2_FORMATO.png,henrique,33,0.0,,Henrique,16,0.0,1.73,Coritiba,,4.0,1.0,18.0,12.0,3.0,6.0,4.0,1.0,,1.0,66.0,,,2.0,3.0,,,1.0,
35,50879,3.15,6,Marlos,293,Marlos Romero Bonfim,4,https://s.glbimg.com/es/sde/f/2022/02/21/5a0a36ab5f18930dc3a619724138d367_FORMATO.png,marlos,33,0.0,,Marlos,6,0.0,0.48,Athlético-PR,,,,2.0,1.0,1.0,,2.0,,,,14.0,,,,,,,,
36,51042,5.18,3,Apodi,290,Luiz Diallison de Souza Alves,4,https://s.glbimg.com/es/sde/f/2022/03/02/2c74555af9089b55a230b00443763cf4_FORMATO.jpeg,apodi,33,-0.4,,Apodi,15,-0.4,2.17,Goiás,1.0,3.0,,13.0,20.0,3.0,5.0,15.0,,1.0,1.0,31.0,,1.0,,,,,,
37,51413,11.76,6,Walter,1371,Walter Leandro Capeloza Artune,1,https://s.glbimg.com/es/sde/f/2021/05/28/50f29a94dff6b578111f33d689953f3c_FORMATO.png,walter,33,0.0,,Walter,23,0.0,3.92,Cuiabá,,,,3.0,,,,3.0,,,,,,,,6.0,76.0,21.0,,
38,51548,4.93,6,Giuliano,264,Giuliano Victor de Paula,4,https://s.sde.globo.com/media/person_role/2022/04/27/9ac23014ff9196c4c2a10d652798dcfa_FORMATO.png,giuliano,33,0.23,,Giuliano,25,1.5,1.48,Corinthians,2.0,2.0,,20.0,13.0,2.0,9.0,13.0,,,2.0,70.0,,,,,,,,
39,51772,9.08,6,E. Ribeiro,262,Everton Augusto de Barros Ribeiro,4,https://s.sde.globo.com/media/person_role/2022/04/25/e994fa1ddcbf61530f2598311908c471_FORMATO.png,everton-ribeiro,33,0.0,,Everton Ribeiro,27,0.0,4.07,Flamengo,4.0,,,41.0,26.0,10.0,5.0,53.0,2.0,2.0,1.0,161.0,,,,,,,,
40,52253,4.29,6,Réver,282,Réver Humberto Alves Araújo,3,https://s.glbimg.com/es/sde/f/2022/07/15/b06d278a85eebe19ce060b1d34ef2b64_FORMATO.png,rever,33,0.0,,Réver,11,0.0,2.56,Atlético-MG,,1.0,,8.0,6.0,,1.0,4.0,,1.0,,34.0,,,1.0,3.0,,,,
41,52827,4.83,6,D. Luiz,262,David Luiz Moreira Marinho,3,https://s.glbimg.com/es/sde/f/2022/04/25/b04aadac11e76e4bd69df5b191e13d3c_FORMATO.png,david-luiz,33,0.0,,David Luiz,16,0.0,1.41,Flamengo,,4.0,,12.0,23.0,5.0,3.0,4.0,,,2.0,61.0,,,,3.0,,,,
42,53865,12.88,2,L. Gamalho,294,Leonardo Gamalho de Souza,5,https://s.glbimg.com/es/sde/f/2022/02/23/4b8edf6d0d6b8c3a3c39de67b5bd75e1_FORMATO.png,leo-gamalho,33,0.94,,Léo Gamalho,22,6.0,4.22,Coritiba,,,,7.0,17.0,8.0,11.0,29.0,2.0,7.0,5.0,58.0,,1.0,,,,,,
43,60795,5.09,7,Renan,373,Renan dos Santos,1,https://s.glbimg.com/es/sde/f/2022/03/03/78210d6f3d7ee04d9e4cfdfdc910c757_FORMATO.png,renan,33,0.57,,Renan,13,7.0,4.04,Atlético-GO,,2.0,,,,,,3.0,,,,,,,,2.0,60.0,17.0,,
44,60825,6.35,7,F. Azevedo,327,Felipe Azevedo dos Santos,5,https://s.glbimg.com/es/sde/f/2022/02/25/32fc5d9f18e690ed6ef80d16faae95cc_FORMATO.png,felipe-azevedo,33,-0.12,,Felipe Azevedo,31,1.9,2.59,América-MG,1.0,1.0,1.0,26.0,29.0,13.0,19.0,24.0,,4.0,3.0,183.0,,,,,,,,
45,60852,4.29,5,Uendel,1371,Uendel Pereira Gonçalves,2,https://s.glbimg.com/es/sde/f/2022/02/23/80aa17d4669a6357c0620eb0988e839e_FORMATO.png,uendel,33,0.0,,Uendel,15,0.0,1.76,Cuiabá,1.0,,,14.0,10.0,1.0,4.0,7.0,,,,152.0,,,,3.0,,,,
46,60969,6.5,2,Patric,327,Patric Cabral Lalau,2,https://s.glbimg.com/es/sde/f/2022/02/25/7625d982588386e96390538eb699b2a2_FORMATO.png,patric,33,0.0,,Patric,27,0.0,1.97,América-MG,,5.0,,34.0,27.0,5.0,5.0,20.0,,,4.0,237.0,,,,6.0,,,,
47,61033,6.11,7,Rodriguinho,1371,Rodrigo Eduardo Costa Marinho,4,https://s.glbimg.com/es/sde/f/2022/02/23/da202da4fb23bc636936f60651108982_FORMATO.png,rodriguinho,33,-0.04,,Rodriguinho,29,-0.3,2.48,Cuiabá,2.0,,,12.0,14.0,11.0,16.0,23.0,,3.0,6.0,93.0,,,,,,,,
48,62104,2.8,5,Robinho,294,Róbson Michael Signorini,4,https://s.glbimg.com/es/sde/f/2022/02/23/252fa0c71255ea5a7be0a2efc493fe21_FORMATO.png,robinho,33,0.0,,Robinho,16,0.0,1.15,Coritiba,2.0,2.0,,14.0,10.0,,3.0,11.0,,,1.0,113.0,,,,,,,,
49,62114,3.73,6,Taison,285,Taison Barcellos Freda,4,https://s.glbimg.com/es/sde/f/2021/05/14/e379ea8aa45369444909326de75a3863_FORMATO.png,taison,33,0.0,,Taison,15,0.0,1.53,Internacional,1.0,6.0,,10.0,6.0,4.0,5.0,18.0,,,2.0,38.0,,,,,,,,
50,62129,2.46,6,Wellington,266,Wellington Aparecido Martins,4,https://s.glbimg.com/es/sde/f/2022/04/20/f9f602ab78e260f4c89819ce72f7a39d_FORMATO.png,wellington,33,0.0,,Wellington,11,0.0,0.58,Fluminense,1.0,2.0,,7.0,9.0,,,5.0,,,,47.0,,,,,,,,
51,62130,1.69,6,W. Matheus,286,William Matheus da Silva,2,https://s.glbimg.com/es/sde/f/2022/03/03/88174fca01439ff40caf28ad081a8fa6_FORMATO.png,william-matheus,33,0.0,,William Matheus,13,0.0,0.8,Juventude,,4.0,1.0,9.0,10.0,2.0,4.0,6.0,,,,80.0,,,2.0,2.0,,,,
52,62969,6.03,6,Alan,266,Alan Douglas Borges de Carvalho,5,https://s.glbimg.com/es/sde/f/2022/06/23/187dc58be092ec53908581d6f65fb635_FORMATO.png,alan,33,-1.97,,Alan,1,0.0,0.0,Fluminense,,,,,,,,,,,,,,,,,,,,
53,62977,8.07,7,Ganso,266,Paulo Henrique Chagas de Lima,4,https://s.sde.globo.com/media/person_role/2022/04/20/509250387f7c9402d22e9aa33a52de97_FORMATO.png,ganso,33,0.81,,Ganso,29,7.0,3.43,Fluminense,4.0,5.0,,30.0,24.0,3.0,6.0,41.0,2.0,5.0,,201.0,,1.0,,,,,,
54,63013,10.64,6,M. Rocha,275,Marcos Luis Rocha Aquino,2,https://s.glbimg.com/es/sde/f/2022/02/21/b5c3422a508001c1776995c43b20fdff_FORMATO.png,marcos-rocha,33,0.25,,Marcos Rocha,23,6.2,6.04,Palmeiras,4.0,2.0,,66.0,21.0,,2.0,15.0,,,,273.0,,1.0,,13.0,,,,
55,63058,6.92,5,W. Farias,294,Willian Roberto Farias,4,https://s.glbimg.com/es/sde/f/2022/02/23/3b24fb4ac7b26a6349acb31a2578de4c_FORMATO.png,willian-farias,33,0.0,,Willian Farias,18,0.0,2.63,Coritiba,,6.0,,42.0,11.0,,4.0,22.0,,,,79.0,,,,,,,,
56,63172,4.11,6,Paulão,1371,Paulo Marcos de Jesus Ribeiro,3,https://s.glbimg.com/es/sde/f/2022/02/23/962044a3dba4ade297a566c4d7f73d40_FORMATO.png,paulao,33,-0.05,,Paulão,13,0.7,1.37,Cuiabá,,,1.0,5.0,6.0,1.0,3.0,1.0,,,,34.0,,,1.0,4.0,,,1.0,
57,63194,5.0,6,Carlinhos,263,Carlos Emiliano Pereira,2,https://s.glbimg.com/es/sde/f/2022/02/21/800bc92dcc8691cf1bb118132ac62fbc_FORMATO.png,carlinhos,33,0.0,,Carlinhos,0,0.0,0.0,Botafogo,,,,,,,,,,,,,,,,,,,,
58,63289,10.14,7,Edenílson,285,Edenílson Andrade dos Santos,4,https://s.glbimg.com/es/sde/f/2022/04/02/97f5d4131e53423d654abddad3cbc9ee_FORMATO.png,edenilson,33,-0.05,,Edenílson,28,0.4,3.31,Internacional,3.0,3.0,,29.0,17.0,6.0,12.0,20.0,2.0,4.0,1.0,145.0,,1.0,,,,,,
59,63354,5.82,7,R. Moledo,285,Rodrigo Modesto da Silva Moledo,3,https://s.glbimg.com/es/sde/f/2022/04/02/a672a123ec8d7b626a7c7aad1211dc94_FORMATO.png,rodrigo-moledo,33,-1.11,,Rodrigo Moledo,15,-0.1,3.99,Internacional,,2.0,,20.0,5.0,4.0,4.0,7.0,,,1.0,22.0,,,,6.0,,,,
60,68685,8.78,7,A. Patrick,285,Alan Patrick Lourenço,4,https://s.glbimg.com/es/sde/f/2022/04/12/d0f45ab083d12ecd860e02a9bf048379_FORMATO.png,alan-patrick,33,1.34,,Alan Patrick,22,8.3,4.33,Internacional,3.0,2.0,,12.0,14.0,12.0,11.0,38.0,,5.0,1.0,101.0,,,,,,,,
61,68698,7.67,7,B. Silva,314,Bruno César Pereira da Silva,4,https://s.glbimg.com/es/sde/f/2022/02/23/7c8012647193d72e2db7ad4e887df99f_FORMATO.png,bruno-silva,33,-0.39,,Bruno Silva,27,1.5,3.58,Avaí,1.0,10.0,1.0,94.0,67.0,1.0,7.0,35.0,1.0,,1.0,156.0,,,,,,,,
62,68708,9.85,7,Eduardo,263,Carlos Eduardo de Oliveira Alves,4,https://s.glbimg.com/es/sde/f/2022/07/12/defe5a5f9596bc80eb9f86efab5f5bcd_FORMATO.png,eduardo,33,0.8,,Eduardo,14,8.2,4.95,Botafogo,1.0,3.0,,21.0,21.0,1.0,12.0,28.0,2.0,3.0,,64.0,,,,,,,,
63,68727,6.03,2,Dodô,282,José Rodolfo Pires Ribeiro,2,https://s.glbimg.com/es/sde/f/2022/07/15/609e318b14a5b18020808dc34efd5bfa_FORMATO.png,dodo,33,1.29,,Dodô,8,7.7,3.95,Atlético-MG,,1.0,,15.0,6.0,1.0,3.0,5.0,,,,47.0,,,,3.0,,,,
64,68770,4.04,6,Camacho,277,Guilherme de Aguiar Camacho,4,https://s.glbimg.com/es/sde/f/2022/03/03/44a5a0d1669b56e3bc607727595c4751_FORMATO.png,camacho,33,-1.43,,Camacho,21,1.2,2.25,Santos,,6.0,,43.0,28.0,3.0,1.0,6.0,,1.0,,56.0,,,,,,,,
65,68773,3.56,2,H. Almeida,327,Henrique Almeida Caixeta Nascentes,5,https://s.glbimg.com/es/sde/f/2022/02/25/f952435e80bcd6628e6480a7ad0ed047_FORMATO.png,henrique-almeida,33,-0.03,,Henrique Almeida,24,-0.3,2.45,América-MG,,8.0,,14.0,30.0,15.0,15.0,10.0,1.0,4.0,10.0,60.0,1.0,,,,,,,
66,68808,6.29,7,N. Paraíba,354,Severino do Ramo Clementino da Silva,2,https://s.glbimg.com/es/sde/f/2022/02/22/7fc46375115ce0f0e27a2498bc10c3a2_FORMATO.png,nino-paraiba,33,-0.64,,Nino Paraíba,27,1.5,2.88,Ceará,1.0,10.0,,44.0,27.0,1.0,6.0,40.0,,1.0,1.0,267.0,,1.0,,6.0,,,,
67,68817,2.19,2,P. Miranda,286,Jonathan Doin,3,https://s.glbimg.com/es/sde/f/2022/03/03/84da02cce1e593cb658cfcf2deef669d_FORMATO.png,paulo-miranda,33,0.0,,Paulo Miranda,15,0.0,0.6,Juventude,,4.0,,13.0,12.0,2.0,2.0,5.0,,,,47.0,,,3.0,1.0,,,1.0,
68,68827,3.2,5,R. Chaves,286,Renato de Araújo Chaves Júnior,3,https://s.glbimg.com/es/sde/f/2022/08/04/0bc83ac31c543274a27ef12ac1aae92c_FORMATO.png,renato-chaves,33,0.0,,Renato Chaves,2,0.0,1.45,Juventude,,,,1.0,1.0,2.0,,,,,,4.0,,,,,,,,
69,68872,7.77,6,M. Lomba,275,Marcelo Lomba do Nascimento,1,https://s.glbimg.com/es/sde/f/2022/02/21/bd515cd514deb5197bb2faa8a721c8f7_FORMATO.png,marcelo-lomba,33,0.0,,Marcelo Lomba,3,0.0,8.83,Palmeiras,,1.0,,,,,,1.0,,,,,,,,3.0,12.0,,,
70,68917,6.49,7,Vinicius,290,Vinicius Santos Silva,5,https://s.glbimg.com/es/sde/f/2022/03/10/4b5dcfbcabc53f525f565f57f8050ed7_FORMATO.png,vinicius,33,2.28,,Vinicius,20,13.7,2.72,Goiás,4.0,1.0,,20.0,14.0,5.0,11.0,14.0,,1.0,6.0,134.0,,,,,,,,
71,68920,13.48,6,Dudu,275,Eduardo Pereira Rodrigues,5,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/21/f77c90a60a3c8354d3235d1b61be9208_FORMATO.png,dudu,33,1.62,,Dudu,32,10.4,4.82,Palmeiras,6.0,2.0,,24.0,12.0,15.0,22.0,53.0,4.0,6.0,4.0,208.0,,,,,,,,
72,68923,8.05,7,Gil,264,Carlos Gilberto do Nascimento Silva,3,https://s.glbimg.com/es/sde/f/2022/04/27/14ec5e5e1aa438191eb6e95781e175fb_FORMATO.png,gil,33,0.0,,Gil,18,0.0,4.29,Corinthians,1.0,2.0,,28.0,6.0,5.0,1.0,6.0,,,2.0,61.0,,,1.0,8.0,,,,
73,68928,4.95,6,Rafael,282,Rafael Pires Monteiro,1,https://s.glbimg.com/es/sde/f/2022/07/15/5f41e2711750955ef1b92db4d8efe3ae_FORMATO.png,rafael,33,0.0,,Rafael,1,0.0,7.0,Atlético-MG,,,,,,,,,,,,,,,,1.0,2.0,,,
74,68942,6.78,3,L. Castán,294,Luciano Castán da Silva,3,https://s.glbimg.com/es/sde/f/2022/02/23/26b6a7aa27f2be0fabc25b57132d892c_FORMATO.png,luciano-castan,33,1.0,,Luciano Castán,29,6.0,2.53,Coritiba,,6.0,1.0,38.0,25.0,,7.0,16.0,,2.0,1.0,151.0,,,,6.0,,,,
75,68952,9.01,6,Marinho,262,Mário Sérgio Santos Costa,5,https://s.glbimg.com/es/sde/f/2022/04/25/b4786e494c8f4852f2ae91d6e0c57b2e_FORMATO.png,marinho,33,1.11,,Marinho,20,11.0,5.39,Flamengo,5.0,4.0,1.0,19.0,18.0,8.0,19.0,55.0,1.0,3.0,3.0,96.0,,2.0,,,,,,
76,68954,7.04,7,M. Gabriel,290,Marcos Gabriel do Nascimento,4,https://s.glbimg.com/es/sde/f/2022/08/16/2fed32d21211f94e86843a534478ff9b_FORMATO.png,marquinhos-gabriel,33,0.0,,Marquinhos Gabriel,8,0.0,3.62,Goiás,1.0,1.0,,9.0,4.0,3.0,1.0,11.0,,1.0,2.0,23.0,,,,,,,,
77,68991,7.64,6,L. Sasha,356,Lucas Pacheco Affini,4,https://s.glbimg.com/es/sde/f/2022/07/16/d91654c9e126e6f3f17fd09b816eedf5_FORMATO.png,lucas-sasha,33,1.12,,Lucas Sasha,15,8.4,5.25,Fortaleza,,2.0,,57.0,18.0,4.0,5.0,14.0,,1.0,,61.0,,,,,,,,
78,69010,2.9,7,J. Carlos,1371,João Carlos Heidemann,1,https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png,joao-carlos,33,-0.7,,João Carlos,10,-1.0,2.25,Cuiabá,,,,,,,,1.0,,,,,,,,,31.0,16.0,,1.0
79,69012,10.33,6,Santos,262,Aderbar Melo dos Santos Neto,1,https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png,santos,33,0.0,,Santos,19,0.0,4.55,Flamengo,,1.0,,1.0,,,,2.0,,,,,,,,8.0,59.0,14.0,,
