,atletas.atleta_id,atletas.preco_num,atletas.status_id,atletas.apelido_abreviado,atletas.clube_id,atletas.nome,atletas.posicao_id,atletas.foto,atletas.slug,atletas.rodada_id,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.apelido,atletas.jogos_num,atletas.pontos_num,atletas.media_num,atletas.clube.id.full.name,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PI,PP,PS,PC,SG,DE,GS,GC,DP
186,83438,2.23,6,G. Parede,286,Guilherme Parede Pinheiro,5,https://s.glbimg.com/es/sde/f/2022/03/03/fc970f8486208ea64d2857c89a9ea781_FORMATO.png,guilherme-parede,33,0.0,,Guilherme Parede,15,0.0,1.26,Juventude,1.0,2.0,,4.0,7.0,4.0,4.0,7.0,,1.0,1.0,62.0,,,,,,,,
187,83528,4.23,6,L. Pereira,262,Leonardo Pereira,3,https://s.sde.globo.com/media/person_role/2022/04/25/d6d91945af9d1aa1c5aaeb2d846c2243_FORMATO.png,leo-pereira,33,0.0,,Léo Pereira,11,0.0,2.6,Flamengo,,3.0,,14.0,13.0,1.0,1.0,8.0,,,2.0,61.0,,,1.0,4.0,,,,
188,83772,3.68,6,Neilton,294,Neilton Meira Mestzk,5,https://s.glbimg.com/es/sde/f/2022/03/14/cb2e543c7dc405836f0fe7262ffe1ec4_FORMATO.png,neilton,33,0.0,,Neilton,3,0.0,0.74,Coritiba,,1.0,,2.0,1.0,1.0,,1.0,,,,6.0,,,,,,,,
189,84042,9.25,7,T. Soares,263,Francisco das Chagas Soares dos Santos Meireles,5,https://s.sde.globo.com/media/person_role/2022/08/16/f47b785622d8aa181e13a5adc40ecb4b_FORMATO.png,tiquinho-soares,33,-0.52,,Tiquinho Soares,9,0.0,6.14,Botafogo,,1.0,,4.0,16.0,8.0,10.0,26.0,,4.0,8.0,55.0,,,,,,,,
190,84263,6.17,2,Jemerson,282,Jemerson de Jesus Nascimento,3,https://s.glbimg.com/es/sde/f/2022/07/04/27bdac865fa3643b7bb816915def4a64_FORMATO.png,jemerson,33,0.06,,Jemerson,7,4.5,2.72,Atlético-MG,,4.0,,5.0,11.0,1.0,,2.0,,,,19.0,,,,4.0,,,,
191,84338,2.88,6,M. Walef,356,Max Walef Araújo da Silva,1,https://s.sde.globo.com/media/person_role/2022/02/23/0784484c9e35ebc5b014f365b5cbb5cc_FORMATO.png,max-walef,33,0.0,,Max Walef,5,0.0,1.4,Fortaleza,,,,,,,,,,,,,,,,,13.0,6.0,,
192,84339,4.89,6,B. Melo,264,Bruno Ferreira Melo,2,https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png,bruno-melo,33,0.0,,Bruno Melo,5,0.0,3.26,Corinthians,,1.0,,2.0,6.0,1.0,2.0,3.0,,,2.0,24.0,,,,3.0,,,,
193,84382,2.76,6,D. Barcelos,290,Danilo Carvalho Barcelos,2,https://s.glbimg.com/es/sde/f/2022/04/05/07d7f2dc608c0833bf6c29c75cb93a43_FORMATO.png,danilo-barcelos,33,-0.09,,Danilo Barcelos,20,-0.8,1.29,Goiás,1.0,8.0,,20.0,30.0,,4.0,9.0,,,1.0,137.0,,,,4.0,,,,
194,84428,5.46,6,F. Sobral,354,Fernando Pereira do Nascimento,4,https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png,fernando-sobral,33,-0.65,,Fernando Sobral,17,0.6,1.48,Ceará,,2.0,,16.0,8.0,3.0,4.0,11.0,1.0,,,51.0,,,,,,,,
195,84523,3.88,7,Romarinho,356,José Romário Silva de Souza,5,https://s.glbimg.com/es/sde/f/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,romarinho,33,0.0,,Romarinho,20,0.0,2.47,Fortaleza,2.0,3.0,1.0,13.0,16.0,2.0,15.0,23.0,,2.0,2.0,71.0,,,,,,,,
196,84674,8.78,7,L. Evangelista,280,Lucas Evangelista Santana de Oliveira,4,https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,lucas-evangelista,33,0.0,,Lucas Evangelista,28,0.0,3.11,Bragantino,2.0,2.0,1.0,37.0,34.0,8.0,18.0,46.0,1.0,2.0,2.0,139.0,1.0,,,,,,,
197,84816,6.71,6,Varela,262,Guillermo Varela Olivera,2,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_NRQp1lu.png,varela,33,0.0,,Varela,4,0.0,3.2,Flamengo,,,,5.0,,,,6.0,,,,12.0,,,,1.0,,,,
198,84817,6.68,6,Robson,356,Robson dos Santos Fernandes,5,https://s.glbimg.com/es/sde/f/2022/05/12/b000ff4ab3334924aefc7d073b85809e_FORMATO.png,robson,33,-0.26,,Robson,26,0.7,3.44,Fortaleza,4.0,6.0,,18.0,43.0,11.0,17.0,35.0,1.0,4.0,16.0,81.0,1.0,1.0,,,,,,
199,84993,2.78,6,F. Baiano,356,Fabrício Santos de Jesus,4,https://s.glbimg.com/es/sde/f/2022/07/16/89176758f659f2237119a0bced3a49fb_FORMATO.png,fabricio-baiano,33,0.0,,Fabrício Baiano,4,0.0,0.47,Fortaleza,,,,2.0,1.0,,,1.0,,,,7.0,,,,,,,,
200,85004,7.0,6,M. Felipe,266,Marcos Felipe de Freitas Monteiro,1,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,marcos-felipe,33,0.0,,Marcos Felipe,0,0.0,0.0,Fluminense,,,,,,,,,,,,,,,,,,,,
201,85083,4.0,6,V. Silvestre,275,Vinicius Silvestre da Costa,1,https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,vinicius-silvestre,33,0.0,,Vinicius Silvestre,0,0.0,0.0,Palmeiras,,,,,,,,,,,,,,,,,,,,
202,85315,4.87,6,Cantillo,264,Víctor Danilo Cantillo Jiménez,4,https://s.sde.globo.com/media/person_role/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png,cantillo,33,0.0,,Cantillo,16,0.0,1.98,Corinthians,,1.0,,26.0,10.0,,1.0,20.0,,,,62.0,,,,,,,,
203,85425,12.74,6,J. Paulo,277,João Paulo Silva Martins,1,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,joao-paulo,33,-1.33,,João Paulo,31,0.0,4.16,Santos,,5.0,,1.0,,,,6.0,,,,,,,,10.0,108.0,29.0,,
204,85465,5.77,6,A. Santana,293,Alex Paulo Menezes Santana,4,https://s.glbimg.com/es/sde/f/2022/07/29/9bcc147b812ef5698e82fee8e3a18b98_FORMATO.png,alex-santana,33,-1.1,,Alex Santana,9,-0.3,2.65,Athlético-PR,,4.0,,12.0,11.0,2.0,6.0,8.0,,1.0,1.0,24.0,,,,,,,,
205,85626,4.27,7,Léo,276,Leonardo Pinheiro da Conceição,3,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,leo,33,0.82,,Léo,22,-0.2,1.23,São Paulo,,4.0,1.0,17.0,20.0,,4.0,9.0,,,,116.0,,,1.0,5.0,,,,
206,85931,7.55,2,Hyoran,280,Hyoran Kaue Dalmoro,4,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png,hyoran,33,0.58,,Hyoran,22,4.1,3.46,Bragantino,3.0,1.0,,18.0,13.0,11.0,18.0,10.0,,3.0,,119.0,,,,,,,,
207,85993,3.89,6,G. Sauer,263,Gustavo Affonso Sauerbeck,5,https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png,gustavo-sauer,33,0.0,,Gustavo Sauer,9,0.0,1.11,Botafogo,,1.0,,7.0,5.0,3.0,1.0,4.0,,,,23.0,,,,,,,,
208,86029,1.93,6,Diego,354,Diego Rigonato Rodrigues,4,https://s.glbimg.com/es/sde/f/2022/06/23/a9b4d32f7d6d9e4fc96279399e6ab904_FORMATO.png,diego,33,0.0,,Diego,5,0.0,1.02,Ceará,,1.0,,3.0,3.0,2.0,,5.0,,,,15.0,,,,,,,,
209,86143,3.13,7,Wanderson,373,Wanderson Santos Pereira,3,https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png,wanderson,33,1.15,,Wanderson,23,5.8,0.9,Atlético-GO,,1.0,,9.0,19.0,1.0,5.0,4.0,,,,57.0,,,,3.0,,,,
210,86264,6.02,6,Natanael,314,Natanael Batista Pimenta,2,https://s.glbimg.com/es/sde/f/2022/07/18/04d6865853a44f1a0a32d6f5ce32e9fe_FORMATO.png,natanael,33,0.0,,Natanael,9,0.0,4.21,Avaí,3.0,,,10.0,9.0,4.0,6.0,7.0,1.0,,3.0,72.0,,,,1.0,,,,
211,86388,8.15,7,Alê,327,Alexandre Egea,4,https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,ale,33,-0.72,,Alê,23,1.7,3.23,América-MG,2.0,,1.0,42.0,37.0,3.0,8.0,41.0,,1.0,,105.0,,,,,,,,
212,86410,4.8,6,V. Luis,354,Victor Luis Chuab Zamblauskas,2,https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png,victor-luis,33,0.13,,Victor Luis,20,0.6,1.94,Ceará,,1.0,,20.0,18.0,3.0,4.0,17.0,,,,93.0,,,,3.0,,,,
213,86444,2.68,7,P. Dyego,314,Pablo Dyego da Silva Rosa,5,https://s.sde.globo.com/media/person_role/2022/08/16/aa71716a1e7b6d5f4f466762f82871f8_FORMATO.png,pablo-dyego,33,0.23,,Pablo Dyego,4,1.9,0.9,Avaí,,,,2.0,2.0,,,5.0,,,,7.0,,,,,,,,
214,86485,7.34,7,Keno,282,Marcos da Silva França,5,https://s.sde.globo.com/media/person_role/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png,keno,33,-0.09,,Keno,22,2.4,3.3,Atlético-MG,1.0,4.0,,29.0,14.0,8.0,20.0,23.0,1.0,2.0,4.0,147.0,,,,,,,,
215,86508,6.39,6,Jandrei,276,Jandrei Chitolina Carniel,1,https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,jandrei,33,0.0,,Jandrei,19,0.0,2.6,São Paulo,,,,,,,,3.0,,,,,,,,4.0,47.0,19.0,,
216,86536,3.28,3,Richardson,354,Richardson Fernandes dos Santos,4,https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png,richardson,33,-0.69,,Richardson,25,1.0,1.68,Ceará,,11.0,1.0,51.0,51.0,,5.0,29.0,,,,74.0,,,1.0,,,,,
217,86629,4.0,6,A. Henrique,373,Arthur Henrique Peixoto Santos,2,https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png,arthur-henrique,33,1.11,,Arthur Henrique,22,5.5,1.63,Atlético-GO,,,1.0,30.0,13.0,,1.0,10.0,,,,90.0,,,,2.0,,,,
218,86675,2.42,7,R. Soares,286,Rodrigo Alves Soares,2,https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png,rodrigo-soares,33,-0.3,,Rodrigo Soares,28,-1.0,1.75,Juventude,1.0,4.0,,33.0,22.0,2.0,5.0,4.0,,1.0,,213.0,,,,4.0,,,,
219,86686,4.11,7,T. Tchê,263,Danilo das Neves Pinheiro,4,https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png,tche-tche,33,0.0,,Tchê Tchê,24,0.0,1.41,Botafogo,,3.0,,25.0,34.0,3.0,7.0,34.0,,,,100.0,,1.0,,,,,,
220,86711,5.04,7,R. Coelho,354,Richard Cândido Coelho,4,https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png,richard-coelho,33,0.0,,Richard Coelho,25,0.0,2.02,Ceará,1.0,9.0,1.0,48.0,46.0,6.0,5.0,28.0,,,2.0,114.0,,,,,,,,
221,86757,12.97,6,Everton,262,Everton Sousa Soares,5,https://s.sde.globo.com/media/person_role/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png,everton,33,-0.21,,Everton,15,10.1,4.34,Flamengo,3.0,,1.0,12.0,8.0,12.0,12.0,14.0,1.0,2.0,,89.0,,,,,,,,
222,86759,4.87,6,Luan,277,Luan Guilherme de Jesus Vieira,4,https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png,luan,33,0.0,,Luan,6,0.0,3.85,Santos,1.0,,,3.0,3.0,1.0,3.0,10.0,,1.0,,12.0,,,,,,,,
223,86764,4.7,2,Sidcley,1371,Sidcley Ferreira Pereira,2,https://s.glbimg.com/es/sde/f/2022/08/04/f1b96cd2e1a5c62c2aec694945991675_FORMATO.png,sidcley,33,0.0,,Sidcley,6,0.0,3.02,Cuiabá,,,,5.0,,,1.0,2.0,,1.0,,27.0,,,,1.0,,,,
224,86777,3.97,6,D. Barbosa,263,Danilo Barbosa da Silva,4,https://s.glbimg.com/es/sde/f/2022/08/12/7d590ab4c6d70f44e3ca55f066cacbb7_FORMATO.png,danilo-barbosa,33,0.0,,Danilo Barbosa,6,0.0,0.72,Botafogo,,1.0,,4.0,4.0,1.0,,4.0,,,,15.0,,,,,,,,
225,86841,3.9,7,Boschilia,294,Gabriel Boschilia,4,https://s.glbimg.com/es/sde/f/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,boschilia,33,-0.67,,Boschilia,10,1.3,2.16,Coritiba,1.0,2.0,,11.0,9.0,1.0,5.0,8.0,1.0,,,41.0,,,,,,,,
226,86859,4.62,7,J. Welison,356,José Welison da Silva,4,https://s.glbimg.com/es/sde/f/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,jose-welison,33,-0.33,,José Welison,22,-1.2,2.42,Fortaleza,,3.0,,38.0,30.0,2.0,12.0,13.0,1.0,1.0,,99.0,,,,,,,,
227,86864,6.17,5,Marlon,327,Marlon Matheus Lopes do Nascimento,2,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,marlon,33,0.0,,Marlon,25,0.0,4.36,América-MG,1.0,5.0,1.0,59.0,31.0,4.0,15.0,27.0,,,,199.0,,,,8.0,,,,
228,86970,10.27,5,E. Bauermann,277,Eduardo Gabriel dos Santos Bauermann,3,https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png,eduardo-bauermann,33,0.0,,Eduardo Bauermann,28,0.0,4.1,Santos,1.0,6.0,,38.0,10.0,4.0,6.0,27.0,1.0,,1.0,92.0,,1.0,,11.0,,,,
229,86972,4.0,5,E. Santos,373,Emerson Raymundo Santos,3,https://s.glbimg.com/es/sde/f/2022/07/28/5ddfe529ef61fe54a0aa6410f1a57699_FORMATO.png,emerson-santos,33,0.0,,Emerson Santos,0,0.0,0.0,Atlético-GO,,,,,,,,,,,,,,,,,,,,
230,87009,4.59,6,Nathan,266,Nathan Allan de Souza,4,https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png,nathan,33,-0.08,,Nathan,19,0.4,2.53,Fluminense,2.0,3.0,,11.0,12.0,9.0,12.0,9.0,,2.0,1.0,92.0,,,,,,,,
231,87098,5.51,5,M. Peixoto,354,Matheus Vieira Campos Peixoto,5,https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png,matheus-peixoto,33,0.0,,Matheus Peixoto,11,0.0,1.48,Ceará,1.0,,,5.0,6.0,4.0,3.0,6.0,,,3.0,28.0,,,,,,,,
232,87225,7.72,6,P. Henrique,293,Pedro Henrique Ribeiro Gonçalves,3,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,pedro-henrique,33,-0.83,,Pedro Henrique,24,1.5,4.01,Athlético-PR,,7.0,,52.0,20.0,5.0,6.0,22.0,,,,146.0,,,,8.0,,,,
233,87228,12.12,5,G. Arana,282,Guilherme Antonio Arana Lopes,2,https://s.sde.globo.com/media/person_role/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png,guilherme-arana,33,0.0,,Guilherme Arana,18,0.0,4.23,Atlético-MG,2.0,4.0,,22.0,25.0,4.0,16.0,13.0,1.0,,1.0,147.0,,,1.0,8.0,,,,
234,87238,5.41,7,G. Santos,294,Guillermo Gabriel de los Santos Viana - Daniel,3,https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png,guillermo-santos,33,0.0,,Guillermo Santos,13,0.0,3.82,Coritiba,1.0,2.0,,22.0,4.0,3.0,1.0,6.0,,,,59.0,,,,4.0,,,,
235,87242,6.59,7,C. Pena,285,Carlos María de Pena Bonino,5,https://s.glbimg.com/es/sde/f/2022/04/02/d2010e9182e074fe4a26c1c6d39304dc_FORMATO.png,carlos-de-pena,33,-0.47,,Carlos de Pena,28,0.3,4.4,Internacional,5.0,6.0,,51.0,26.0,14.0,21.0,18.0,1.0,5.0,,308.0,1.0,,,,,,,
236,87258,8.53,5,Soteldo,277,Yeferson Julio Soteldo Martínez,5,https://s.sde.globo.com/media/person_role/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png,soteldo,33,0.0,,Soteldo,7,0.0,1.79,Santos,1.0,1.0,,2.0,4.0,3.0,5.0,13.0,,,1.0,67.0,,,,,,,,
237,87262,3.37,7,W. Maranhão,373,Willian Marlon Ferreira Moraes,4,https://s.glbimg.com/es/sde/f/2022/07/22/3d441c6c216df311f638855e5ae9f952_FORMATO.png,willian-maranhao,33,0.05,,Willian Maranhão,18,0.7,0.79,Atlético-GO,,5.0,,20.0,17.0,,5.0,7.0,,,1.0,58.0,,,1.0,,,,,
238,87402,3.67,7,Messias,354,Messias Rodrigues da Silva Júnior,3,https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png,messias,33,-0.23,,Messias,23,0.0,1.51,Ceará,,4.0,,13.0,21.0,3.0,4.0,7.0,1.0,,,78.0,,,1.0,5.0,,,,
239,87552,5.77,6,V. Bueno,293,Vitor Frezarin Bueno,4,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,vitor-bueno,33,1.37,,Vitor Bueno,18,10.7,3.38,Athlético-PR,1.0,2.0,,12.0,9.0,3.0,12.0,18.0,,4.0,1.0,82.0,,,,,,,,
240,87691,3.71,5,A. Leite,286,Anderson Leite Moraes,4,https://s.glbimg.com/es/sde/f/2022/07/29/30173d69a7048132aa419f0efded3f32_FORMATO.png,anderson-leite,33,0.0,,Anderson Leite,2,0.0,1.95,Juventude,,,,4.0,3.0,,,1.0,,,,5.0,,,,,,,,
241,87747,5.68,6,Y. Felipe,266,Yago Felipe da Costa Rocha,4,https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png,yago-felipe,33,-0.36,,Yago Felipe,16,4.2,2.14,Fluminense,,2.0,,19.0,12.0,4.0,7.0,24.0,1.0,,2.0,81.0,,,,,,,,
242,87808,3.16,6,P. Sampaio,263,Philipe Sampaio Azevedo,3,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png,philipe-sampaio,33,0.0,,Philipe Sampaio,16,0.0,1.61,Botafogo,,2.0,2.0,17.0,18.0,,1.0,8.0,,,2.0,48.0,,,1.0,4.0,,,,
243,87838,4.72,6,Pineida,266,Mario Alberto Pineida Martínez,2,https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png,pineida,33,0.0,,Pineida,7,0.0,2.74,Fluminense,,,,,6.0,,1.0,6.0,,,,28.0,,,,4.0,,,,
244,87863,17.02,6,Arrascaeta,262,Giorgian Daniel de Arrascaeta Benedetti,4,https://s.sde.globo.com/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,arrascaeta,33,0.0,,Arrascaeta,22,0.0,6.2,Flamengo,9.0,1.0,,33.0,9.0,13.0,20.0,42.0,2.0,2.0,2.0,199.0,,1.0,,,,,,
245,87887,10.17,7,Balbuena,264,Fabián Cornelio Balbuena González,3,https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png,balbuena,33,-0.41,,Balbuena,10,4.6,5.45,Corinthians,,2.0,,15.0,6.0,,2.0,4.0,,3.0,,63.0,,,1.0,4.0,,,,
246,87929,3.19,6,M. Vargas,356,Matheus de Vargas,4,https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png,matheus-vargas,33,0.0,,Matheus Vargas,11,0.0,1.01,Fortaleza,,2.0,,4.0,11.0,4.0,7.0,11.0,,,3.0,40.0,,,,,,,,
247,87999,13.29,6,G. Scarpa,275,Gustavo Henrique Furtado Scarpa,4,https://s.sde.globo.com/media/person_role/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,gustavo-scarpa,33,1.5,,Gustavo Scarpa,30,8.5,6.42,Palmeiras,13.0,1.0,,17.0,11.0,32.0,37.0,64.0,2.0,6.0,11.0,375.0,1.0,,,,,,,
248,88033,4.38,7,A. Empereur,1371,Alan Pereira Empereur,3,https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,alan-empereur,33,0.0,,Alan Empereur,22,0.0,1.15,Cuiabá,,6.0,1.0,16.0,17.0,,1.0,20.0,,,1.0,105.0,,,,4.0,,,,
249,88037,9.77,7,L. Castro,263,Luís Manuel Ribeiro de Castro,6,https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,luis-castro,33,0.55,,Luís Castro,33,5.63,4.12,Botafogo,,,,,,,,,,,,,,,,,,,,
250,88065,3.61,6,Jorge,275,Jorge Marco de Oliveira Moraes,2,https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png,jorge,33,0.0,,Jorge,8,0.0,4.06,Palmeiras,,1.0,,9.0,4.0,,2.0,9.0,,,,42.0,,,,5.0,,,1.0,
251,88087,3.94,5,R. Menezes,373,Ramon Menezes Roma,3,https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png,ramon-menezes,33,0.0,,Ramon Menezes,14,0.0,1.48,Atlético-GO,,2.0,,9.0,10.0,3.0,2.0,,1.0,,,33.0,,,,2.0,,,,
252,88225,2.97,7,D. Guedes,1371,Daniel Guedes da Silva,2,https://s.sde.globo.com/media/person_role/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png,daniel-guedes,33,0.0,,Daniel Guedes,14,0.0,2.33,Cuiabá,4.0,3.0,,15.0,13.0,,3.0,5.0,,,3.0,129.0,,,,2.0,,,,
253,88312,11.98,7,J. Alonso,282,Junior Osmar Ignacio Alonso Mujica,3,https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,junior-alonso,33,0.19,,Junior Alonso,27,5.4,3.52,Atlético-MG,2.0,3.0,,28.0,13.0,1.0,8.0,7.0,1.0,,1.0,138.0,,,2.0,12.0,,,,
254,88393,8.11,6,A. Lucas,262,Ayrton Lucas Dantas de Medeiros,2,https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png,ayrton-lucas,33,-1.31,,Ayrton Lucas,26,1.0,5.18,Flamengo,4.0,3.0,,52.0,38.0,6.0,5.0,40.0,,2.0,,206.0,,,,8.0,,,,
255,88406,7.68,7,E. Souza,373,Eduardo do Nascimento Souza,6,https://s.sde.globo.com/media/person_role/2021/05/18/3eff8b36039d819b6583407b9c2b8823_FORMATO.png,eduardo-souza,33,0.76,,Eduardo Souza,5,5.12,3.55,Atlético-GO,,,,,,,,,,,,,,,,,,,,
256,88423,7.5,7,Aderlan,280,Aderlan de Lima Silva,2,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,aderlan,33,-0.41,,Aderlan,26,-1.9,3.43,Bragantino,2.0,7.0,,70.0,67.0,2.0,7.0,14.0,,,4.0,273.0,,,,7.0,,,,
257,88427,2.83,5,Marlon,286,Marlon Adriano Prezotti,4,https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png,marlon,33,0.0,,Marlon,9,0.0,0.84,Juventude,,1.0,,10.0,13.0,,,6.0,,,,25.0,,,,,,,,
258,88540,2.5,6,Auro,277,Auro Álvaro da Cruz Júnior,2,https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png,auro,33,-0.23,,Auro,7,-0.4,1.04,Santos,,2.0,,6.0,7.0,,1.0,1.0,,,,21.0,,,,1.0,,,,
259,88544,2.0,6,Buiú,354,Marcos Ytalo Benício da Silva,2,https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png,buiu,33,0.0,,Buiú,0,0.0,0.0,Ceará,,,,,,,,,,,,,,,,,,,,
260,88597,2.73,6,L. Crispim,356,Lucas de Figueiredo Crispim,4,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,lucas-crispim,33,-0.01,,Lucas Crispim,21,1.1,1.02,Fortaleza,1.0,4.0,,16.0,12.0,,4.0,13.0,,1.0,1.0,129.0,,,,,,,,
261,88916,5.03,6,L. Polli,356,Luan Polli Gomes,1,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,luan-polli,33,0.0,,Luan Polli,2,0.0,2.25,Fortaleza,,,,,,,,1.0,,,,,,,,,9.0,5.0,,
262,89150,4.45,6,Jean,286,Jean Carlos de Souza Irmer,4,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,jean,33,-0.16,,Jean,20,3.1,2.71,Juventude,,3.0,,41.0,17.0,5.0,10.0,11.0,,,1.0,64.0,,,,,,,,
263,89226,6.73,2,I. Maidana,327,Iago Justen Maidana Martins,3,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,iago-maidana,33,0.0,,Iago Maidana,17,0.0,3.27,América-MG,,3.0,1.0,9.0,19.0,,2.0,2.0,,3.0,,50.0,,,,7.0,,,,
264,89285,3.2,6,M. Sales,290,Matheus de Sales Cabral,4,https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png,matheus-sales,33,-0.22,,Matheus Sales,26,0.0,1.37,Goiás,,5.0,,33.0,19.0,2.0,7.0,11.0,,,,61.0,,,1.0,,,,,
