,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.nome,atletas.posicao_id,atletas.apelido,atletas.slug,atletas.pontos_num,atletas.clube.id.full.name,atletas.preco_num,atletas.media_num,atletas.rodada_id,atletas.foto,atletas.apelido_abreviado,atletas.variacao_num,DE,DS,FS,GS,SG,A,CA,FC,FD,FF,PC,PI,I,CV,FT,G,PP,PS,GC,DP
616,0,1.57,108539,264,6,Guilherme Vicentini Castellani,1,Guilherme,guilherme,0.0,Corinthians,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/04/27/d5ba0de6f8281e3ab0325007342997b6_FORMATO.png,Guilherme,0.0,,,,,,,,,,,,,,,,,,,,
617,5,0.7,108659,1371,6,Cristhian Yonaiker Rivas Vielma - Cristian,4,Rivas,rivas,0.0,Cuiabá,2.11,0.86,35,https://s.glbimg.com/es/sde/f/2022/02/23/1f9a18c6a38ce7b0c86a89f400ac4bb8_FORMATO.png,Rivas,0.0,,5.0,,,,,2.0,3.0,1.0,1.0,,8.0,,,,,,,,
618,1,0.12,108712,285,6,Gustavo Maia da Silva,5,Gustavo Maia,gustavo-maia,0.0,Internacional,1.47,-0.2,35,https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png,G. Maia,0.0,,,,,,,,,,,,2.0,,,,,,,,
619,15,0.57,108741,290,6,Renato Barbosa dos Santos Junior,5,Renato Junior,renato-junior,0.0,Goiás,1.16,1.22,35,https://s.glbimg.com/es/sde/f/2022/04/05/aaad5989249282ee07375a4f7b9bf1da_FORMATO.png,R. Junior,0.0,,13.0,9.0,,,1.0,4.0,11.0,1.0,2.0,,22.0,1.0,,,,,,,
620,0,3.93,108752,356,6,David da Hora da Conceição,5,David,david,0.0,Fortaleza,1.97,-1.0,35,https://s.glbimg.com/es/sde/f/2022/07/16/c33c9f1a80f322e8e721a8101a44e3e0_FORMATO.png,David,0.0,,,,,,,1.0,,,,,,,,,,,,,
621,0,0.8,108787,314,6,Felipe Camargo de Souza,3,Felipe Camargo,felipe-camargo,0.0,Avaí,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/21/38fe45f041124b759f8d967ad5af48df_FORMATO.png,F. Camargo,0.0,,,,,,,,,,,,,,,,,,,,
622,25,1.83,108946,263,7,João Victor Santos Sá,5,Victor Sá,victor-sa,0.9,Botafogo,7.63,2.3,35,https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png,V. Sá,-0.38,,33.0,32.0,,,,2.0,17.0,4.0,5.0,,104.0,3.0,,1.0,1.0,,,,
623,0,0.8,109102,293,6,Daniel Sergio Martins,4,Daniel Martins,daniel-martins,0.0,Athlético-PR,1.0,0.0,35,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/25/photo_220x220_VUIS7Pm.png,D. Martins,0.0,,,,,,,,,,,,,,,,,,,,
624,21,0.54,109114,263,6,Matheus Nascimento de Paula,5,Matheus Nascimento,matheus-nascimento,0.0,Botafogo,3.43,0.82,35,https://s.sde.globo.com/media/person_role/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png,M. Nascimento,-0.08,,8.0,9.0,,,,1.0,11.0,5.0,4.0,,27.0,1.0,,,,,1.0,,
625,0,1.57,109195,263,6,Vitor Marinho de Oliveira,2,Vitor Marinho,vitor-marinho,0.0,Botafogo,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/21/12dac2a5eae75e37ed96b625c3f97430_FORMATO.png,V. Marinho,0.0,,,,,,,,,,,,,,,,,,,,
626,1,0.08,109199,263,6,Douglas da Silva Teixeira,2,DG,dg,0.0,Botafogo,0.74,-1.4,35,https://s.glbimg.com/es/sde/f/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,DG,0.0,,,1.0,,,,1.0,,,,,9.0,,,,,,,,
627,2,0.73,109246,280,6,Kawê Ferreira Godoy Viana,5,Kawê,kawe,0.0,Bragantino,0.73,-0.2,35,https://s.glbimg.com/es/sde/f/2022/07/27/6543bbc4803f308d463fdd8b7470fc89_FORMATO.png,Kawê,0.0,,,1.0,,,,,2.0,,,,2.0,1.0,,,,,,,
628,0,0.8,109341,356,6,Sammuel Queiroz de Freitas,4,Sammuel,sammuel,0.0,Fortaleza,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/05/12/34eebe02442f63e6c4eee4a972018bc8_FORMATO.png,Sammuel,0.0,,,,,,,,,,,,,,,,,,,,
629,17,5.95,109389,264,6,Raul Gustavo Pereira Bicalho,3,Raul Gustavo,raul-gustavo,0.0,Corinthians,8.73,5.22,35,https://s.glbimg.com/es/sde/f/2022/04/27/2ec2dcd4fbfa5f682f9e2f993c93e57a_FORMATO.png,R. Gustavo,0.0,,26.0,17.0,,8.0,1.0,2.0,12.0,1.0,4.0,1.0,98.0,,,,2.0,,,,
630,1,2.38,109426,280,6,Weverson Moreira da Costa,2,Weverson,weverson,0.0,Bragantino,3.08,1.0,35,https://s.glbimg.com/es/sde/f/2022/05/05/73de6346549a47db6b8bf37e5f4f06fa_FORMATO.png,Weverson,0.0,,1.0,,,,,,,,,,2.0,,,,,,,,
631,11,0.22,109461,282,6,Calebe Gonçalves Ferreira da Silva,4,Calebe,calebe,0.0,Atlético-MG,2.02,1.33,35,https://s.glbimg.com/es/sde/f/2022/07/15/e69dad49448e6f72e73ce364b1459be9_FORMATO.png,Calebe,0.0,,9.0,10.0,,,,1.0,4.0,2.0,,,14.0,,,,,,,,
632,30,13.74,109497,277,7,Marcos Leonardo Santos Almeida,5,Marcos Leonardo,marcos-leonardo,14.3,Santos,14.39,5.59,35,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/03/03/70c0680cfe4346861b4db5ebeba1fdbd_FORMATO.png,M. Leonardo,2.16,,8.0,77.0,,,2.0,8.0,34.0,19.0,34.0,,79.0,22.0,,,11.0,,,,
633,22,4.76,109563,1371,7,Joaquim Henrique Pereira Silva,3,Joaquim,joaquim,4.8,Cuiabá,5.43,4.22,35,https://s.glbimg.com/es/sde/f/2021/06/04/9af680e828bdcbc3a28ff0dbfc34f2e5_FORMATO.png,Joaquim,-0.29,,40.0,19.0,,5.0,1.0,4.0,20.0,4.0,11.0,,94.0,1.0,,1.0,1.0,,,,
634,24,1.18,109573,266,7,Matheus Martinelli Lima,4,Martinelli,martinelli,0.0,Fluminense,4.07,1.79,35,https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png,Martinelli,0.0,,20.0,6.0,,,3.0,1.0,21.0,5.0,7.0,,114.0,,,,1.0,,,,
635,0,2.34,109626,293,6,Davi Machado dos Santos Araújo,5,Davi Araújo,davi-araujo,0.0,Athlético-PR,3.0,0.0,35,https://s.sde.globo.com/media/person_role/2022/10/16/photo_FORMATO.png,D. Araújo,0.0,,,,,,,,,,,,,,,,,,,,
636,11,0.45,109639,280,6,Gabriel Novaes Fernandes,5,Gabriel Novaes,gabriel-novaes,0.0,Bragantino,2.94,1.15,35,https://s.glbimg.com/es/sde/f/2022/05/05/f9a266e73e23a467f58f96fac79380bc_FORMATO.png,G. Novaes,0.26,,2.0,6.0,,,,2.0,7.0,2.0,2.0,,13.0,3.0,,,1.0,,1.0,,
637,15,3.97,109668,263,6,Hugo Gonçalves Ferreira Neto,2,Hugo,hugo,0.0,Botafogo,5.96,3.46,35,https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png,Hugo,0.0,,33.0,11.0,,3.0,,3.0,15.0,2.0,5.0,,121.0,,1.0,,1.0,,,,
638,1,0.12,109830,277,6,Derick Fernando da Silva,3,Derick,derick,0.0,Santos,0.75,0.0,35,https://s.sde.globo.com/media/person_role/2022/03/03/d391d84eadb0b86037667ee4e4a950c6_FORMATO.png,Derick,0.0,,,,,,,,,,,,,,,,,,,,
639,3,1.36,109967,294,6,Juan Carlos Díaz Mena,4,Juan Díaz,juan-diaz,0.0,Coritiba,3.09,0.73,35,https://s.glbimg.com/es/sde/f/2022/08/10/3f0cb79829f9359fe414edd3876f0bbd_FORMATO.png,J. Díaz,0.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,
640,5,-0.42,110013,293,6,Bryan Jahir García Realpe,4,Bryan García,bryan-garcia,0.0,Athlético-PR,1.57,0.28,35,https://s.glbimg.com/es/sde/f/2022/03/03/de27fadbce4a716ee83274374641cf71_FORMATO.png,B. García,0.0,,2.0,2.0,,,,1.0,3.0,,2.0,,17.0,,,,,,,,
641,0,0.8,110235,263,6,João Victor Vaz Lopes Pinto,5,Vitinho,vitinho,0.0,Botafogo,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/21/06f62207594681a2c0cf91f05c7c0ee9_FORMATO.png,Vitinho,0.0,,,,,,,,,,,,,,,,,,,,
642,0,0.8,110251,293,6,Gabriel Roberto Pereira,1,Gabriel Pereira,gabriel-pereira,0.0,Athlético-PR,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/03/08/7f21f0709f996419a0abebf800f4078d_FORMATO.png,G. Pereira,0.0,,,,,,,,,,,,,,,,,,,,
643,0,0.8,110264,277,6,Leonardo Yassir Zabala Ceballos,3,Zabala,zabala,0.0,Santos,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/07/16/98a84acb922f587144fe391c3ad8548d_FORMATO.png,Zabala,0.0,,,,,,,,,,,,,,,,,,,,
644,22,12.14,110415,277,7,Ângelo Gabriel Borges Damaceno,5,Ângelo,angelo,13.3,Santos,7.21,3.09,35,https://s.glbimg.com/es/sde/f/2022/03/03/e0ca88eb8ab327b605082617a24e69fc_FORMATO.png,Ângelo,2.22,,18.0,27.0,,,6.0,5.0,17.0,8.0,7.0,,111.0,2.0,,,1.0,,1.0,,
645,1,0.18,110465,262,5,Daniel Cabral de Oliveira,4,Daniel Cabral,daniel-cabral,0.0,Flamengo,1.5,0.0,35,https://s.glbimg.com/es/sde/f/2021/04/26/a2187a2c57635b43ffbb1a653c278c0c_FORMATO.png,D. Cabral,0.0,,,,,,,,,,,,,,,,,,,,
646,33,10.03,110506,275,7,Abel Fernando Moreira Ferreira,6,Abel Ferreira,abel-ferreira,9.63,Palmeiras,14.69,6.16,35,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,A. Ferreira,0.1,,,,,,,,,,,,,,,,,,,,
647,8,2.28,110517,276,6,Andrés Felipe Colorado Sánchez,4,Andrés,andres,0.0,São Paulo,3.33,1.66,35,https://s.glbimg.com/es/sde/f/2022/04/06/8155059fe14b7ffca7314dd757501fb1_FORMATO.png,Andrés,0.0,,14.0,1.0,,,,,10.0,,1.0,,18.0,,,,,,,,
648,0,0.5,110587,280,6,Gabriel Caetano Godoy de Andrade,4,Caetano,caetano,0.0,Bragantino,1.0,0.0,35,https://s.sde.globo.com/media/person_role/2022/11/02/photo_FORMATO.png,Caetano,0.0,,,,,,,,,,,,,,,,,,,,
649,0,0.8,110602,277,6,Paulo Mazoti Azevedo,1,Paulo Mazoti,paulo-mazoti,0.0,Santos,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/03/03/acc0c5c373b2459a4b3a99ca631b2775_FORMATO.png,P. Mazoti,0.0,,,,,,,,,,,,,,,,,,,,
650,4,0.32,110605,277,6,Vinícius Balieiro Lourenço de Carvalho,4,Vinícius Balieiro,vinicius-balieiro,-0.1,Santos,2.5,0.15,35,https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png,V. Balieiro,-0.23,,1.0,1.0,,,,,2.0,,,,5.0,,,,,,,,
651,13,0.34,110607,1371,6,Gabriel Cordeiro Pirani,4,Gabriel Pirani,gabriel-pirani,0.0,Cuiabá,2.19,1.38,35,https://s.glbimg.com/es/sde/f/2022/06/14/d526d926c095a507d46bffb0eb46a9a2_FORMATO.png,G. Pirani,0.0,,7.0,5.0,,,,1.0,8.0,2.0,4.0,,31.0,1.0,,,1.0,,,,
652,1,0.91,110623,294,6,João Vitor Moreira dos Santos,5,João Vitor ,joao-vitor,0.0,Coritiba,0.95,0.5,35,https://s.glbimg.com/es/sde/f/2022/07/20/7bccf9ad74a80091d1b36d98ea99d7c4_FORMATO.png,J. Vitor,0.0,,,1.0,,,,,,,,,,,,,,,,,
653,0,0.8,110624,275,6,Mateus Oliveira Mendes,1,Mateus,mateus,0.0,Palmeiras,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg,Mateus,0.0,,,,,,,,,,,,,,,,,,,,
654,2,2.51,110632,290,5,Luiz Filipe dos Reis Silva,5,Luiz Filipe,luiz-filipe,0.0,Goiás,2.2,1.2,35,https://s.glbimg.com/es/sde/f/2022/04/04/4fbf3f540f0b2318baeb2e270960d418_FORMATO.png,L. Filipe,0.0,,2.0,1.0,,,,1.0,1.0,,,,2.0,,,,,,1.0,,
655,0,0.8,110698,293,6,Mycael Pontes Moreira,1,Mycael,mycael,0.0,Athlético-PR,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2021/04/14/98c652f250d877eb7675405f476eed48_FORMATO.png,Mycael,0.0,,,,,,,,,,,,,,,,,,,,
656,0,0.8,110708,266,6,Pedro Felipe De Faria Rangel,1,Pedro Rangel,pedro-rangel,0.0,Fluminense,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/24/42afa9891ec69bb753c76f8d746939a9_FORMATO.png,P. Rangel,0.0,,,,,,,,,,,,,,,,,,,,
657,14,1.55,110715,280,6,José Andrés Hurtado Cheme,2,Andrés Hurtado,andres-hurtado,0.0,Bragantino,3.64,1.76,35,https://s.glbimg.com/es/sde/f/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,A. Hurtado,0.0,,8.0,4.0,,2.0,2.0,1.0,5.0,1.0,1.0,1.0,53.0,1.0,,,,,,,
658,24,0.76,110727,282,6,Rubens Antônio Dias,4,Rubens,rubens,-0.1,Atlético-MG,5.97,3.56,35,https://s.glbimg.com/es/sde/f/2022/07/15/9989ff0866e098e75612215994b912fc_FORMATO.png,Rubens,-0.26,,59.0,16.0,,,,3.0,25.0,5.0,12.0,,96.0,,,1.0,1.0,,,,
659,6,1.7,110759,266,6,John Kennedy Batista de Souza,5,John Kennedy,john-kennedy,0.0,Fluminense,2.57,0.55,35,https://s.glbimg.com/es/sde/f/2021/08/19/b1b9b8fc3e7ba9cdea447bad10b25ded_FORMATO.png,J. Kennedy,0.0,,1.0,1.0,,,,3.0,5.0,3.0,4.0,,7.0,,,,,,,,
660,0,0.8,110775,294,6,Marco Antônio Amorim de Oliveira Montes,1,Marcão,marcao,0.0,Coritiba,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/23/9af5466c91b9b05942f53c8d397eea94_FORMATO.png,Marcão,0.0,,,,,,,,,,,,,,,,,,,,
661,6,1.38,110962,263,5,Kayque Luiz Pereira,4,Kayque,kayque,0.0,Botafogo,2.33,2.72,35,https://s.glbimg.com/es/sde/f/2022/02/21/3fbe1cef2d382595fb0c6dcbfd12c096_FORMATO.png,Kayque,0.0,,5.0,11.0,,,,3.0,8.0,2.0,3.0,,25.0,1.0,,,1.0,,,,
662,0,0.8,110988,373,6,Breno Boeno,1,Breno,breno,0.0,Atlético-GO,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2021/04/20/f8adf8de4a79345e0b300d60c1ac6d67_FORMATO.png,Breno,0.0,,,,,,,,,,,,,,,,,,,,
663,0,2.34,110994,266,6,Samuel Salustiano de Jesus Silva,5,Samuel Granada,samuel-granada,0.0,Fluminense,3.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/04/05/020e09ce97d6353b30b115f5779603f3_FORMATO.png,S. Granada,0.0,,,,,,,,,,,,,,,,,,,,
664,18,0.31,110995,293,7,Pedro Henrique Azevedo Pereira,2,Pedrinho,pedrinho,-0.4,Athlético-PR,3.98,3.72,35,https://s.glbimg.com/es/sde/f/2021/10/04/a4618559793af2d381a5aafe03c3616a_FORMATO.png,Pedrinho,-0.56,,24.0,6.0,,9.0,2.0,4.0,19.0,,3.0,,122.0,1.0,,,,,,,
665,0,0.8,111172,327,6,Robson Luiz dos Santos Nascimento,1,Robson,robson,0.0,América-MG,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png,Robson,0.0,,,,,,,,,,,,,,,,,,,,
666,2,1.84,111204,294,6,Marcio Gleyson Leite da Silva,3,Marcio Silva,marcio-silva,0.0,Coritiba,2.32,3.75,35,https://s.glbimg.com/es/sde/f/2022/02/23/0c18ff9c752df4675973a030dcc63c55_FORMATO.png,M. Silva,0.0,,1.0,3.0,,1.0,,,,,,,2.0,,,,,,,,
667,0,0.8,111332,286,5,Kelvi Chiesa Gomes,4,Kelvi,kelvi,0.0,Juventude,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/03/03/d27c52d692c0df1d01ecb1f7a298b40a_FORMATO.png,Kelvi,0.0,,,,,,,,,,,,,,,,,,,,
668,28,0.92,111333,280,2,Marcos Vinicios Moura,5,Sorriso,sorriso,0.2,Bragantino,5.05,2.15,35,https://s.glbimg.com/es/sde/f/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png,Sorriso,-0.28,,25.0,28.0,,,1.0,2.0,19.0,8.0,6.0,,120.0,1.0,,,2.0,,,,
669,4,1.71,111402,314,6,Victor Júlio Alves de Paula,4,Vitinho,vitinho,0.0,Avaí,1.37,0.55,35,https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png,Vitinho,0.0,,,4.0,,,,,,1.0,,,10.0,,,,,,,,
670,3,1.3,111408,264,6,Felipe Augusto da Silva,5,Felipe Augusto,felipe-augusto,0.0,Corinthians,1.47,0.27,35,https://s.glbimg.com/es/sde/f/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png,F. Augusto,0.0,,,4.0,,,,,4.0,,,,,,,,,,,,
671,0,1.57,111413,314,6,Igor da Silva Dutra,2,Igor,igor,0.0,Avaí,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/23/e2415bc46c8e600866f7be1d673bee12_FORMATO.png,Igor,0.0,,,,,,,,,,,,,,,,,,,,
672,4,-0.21,111491,294,6,Luiz Gabriel de Oliveira Fonseca,4,Biel,biel,0.0,Coritiba,0.96,1.58,35,https://s.glbimg.com/es/sde/f/2022/02/23/5b82464e99f850761874b4e2c46b1b14_FORMATO.png,Biel,0.0,,4.0,4.0,,,,,1.0,,1.0,,10.0,,,,,,,,
673,0,1.57,111546,354,6,Antônio David Souza Araújo,4,David,david,0.0,Ceará,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/05/05/225815574b0c19408aa5038fe14b8eaa_FORMATO.png,David,0.0,,,,,,,,,,,,,,,,,,,,
674,25,6.91,111578,1371,7,António José Cardoso de Oliveira,6,António Oliveira,antonio-oliveira,7.08,Cuiabá,8.26,3.59,35,https://s.glbimg.com/es/sde/f/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,A. Oliveira,0.32,,,,,,,,,,,,,,,,,,,,
675,23,1.76,111682,264,5,Adson Ferreira Soares,4,Adson,adson,0.0,Corinthians,7.42,3.41,35,https://s.glbimg.com/es/sde/f/2022/04/27/cbe4b4882cf981a4fee80eeb935042c8_FORMATO.png,Adson,0.0,,42.0,20.0,,,,1.0,23.0,5.0,7.0,,92.0,3.0,,,3.0,,,,
676,0,0.8,111683,285,6,Anthoni Spier Souza,1,Anthoni,anthoni,0.0,Internacional,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/04/02/d7662e4b332b33563f9ad8c3f24b42d2_FORMATO.png,Anthoni,0.0,,,,,,,,,,,,,,,,,,,,
677,6,5.62,111688,294,7,Matheus Alfredo Cadorini da Silva,5,Matheus Cadorini,matheus-cadorini,6.3,Coritiba,2.87,2.43,35,https://s.glbimg.com/es/sde/f/2022/08/12/765dd1479fd2906e4dfd2f4016ca724a_FORMATO.png,M. Cadorini,-0.13,,1.0,3.0,,,,,3.0,3.0,3.0,,12.0,,1.0,1.0,1.0,,,,
678,0,0.8,111689,262,6,Bruno Guimarães de Souza,1,Bruno,bruno,0.0,Flamengo,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2021/04/26/74907e67d0b8f638b82487a83ed9b680_FORMATO.png,Bruno,0.0,,,,,,,,,,,,,,,,,,,,
679,0,1.57,111690,262,6,Matheus Cunha Queiroz,1,Matheus Cunha,matheus-cunha,0.0,Flamengo,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/03/04/fe08cea4d131b5eef265a908bb05548b_FORMATO.png,M. Cunha,0.0,,,,,,,,,,,,,,,,,,,,
680,6,0.05,111694,262,6,Mateus Dias Lima,5,Mateusão,mateusao,-0.1,Flamengo,0.76,0.28,35,https://s.glbimg.com/es/sde/f/2022/07/15/3cbccbd4f17ed4b3db0ccbfd0f3940ce_FORMATO.png,Mateusão,-0.04,,1.0,2.0,,,,,2.0,,,,9.0,,,,,,1.0,,
681,4,4.62,111713,263,6,Lucas de Souza Mombra Rosa,3,Mezenga,mezenga,0.0,Botafogo,3.32,3.8,35,https://s.glbimg.com/es/sde/f/2022/02/21/e36f8b0c42d297654c276a39b86f6e39_FORMATO.png,Mezenga,0.0,,12.0,1.0,,1.0,,1.0,4.0,1.0,,1.0,26.0,1.0,,,,,,,
682,0,0.8,111721,286,6,Eduardo Kempf Schwade,2,Dudu,dudu,0.0,Juventude,1.0,0.0,35,https://s.sde.globo.com/media/person_role/2022/10/16/photo_FORMATO_6aYVUtG.png,Dudu,0.0,,,,,,,,,,,,,,,,,,,,
683,1,1.45,111759,275,6,Giovani Henrique Amorim da Silva,5,Giovani,giovani,0.0,Palmeiras,2.11,0.2,35,https://s.glbimg.com/es/sde/f/2021/05/12/23eb0da8dd7617e2a4b7f8fcec2a625e_FORMATO.jpeg,Giovani,0.0,,,1.0,,,,,,,,,3.0,,,,,,,,
684,4,0.03,111760,275,5,Fábio Silva de Freitas,4,Fabinho,fabinho,0.0,Palmeiras,1.4,0.78,35,https://s.glbimg.com/es/sde/f/2021/05/08/2ef9b9ce1e0f6cdb6db5c4e19367f01f_FORMATO.png,Fabinho,0.0,,4.0,,,,,1.0,4.0,,1.0,,3.0,,,,,,,,
685,0,1.57,111791,280,6,Henrique Halls Rocha da Silva,3,Henrique Halls,henrique-halls,0.0,Bragantino,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/04/07/1002037b68cbfda80e62c668391f6be7_FORMATO.png,H. Halls,0.0,,,,,,,,,,,,,,,,,,,,
686,0,0.8,111798,266,6,Marcelo Francine de Castro Feliciano,5,Marcelinho,marcelinho,0.0,Fluminense,1.0,0.0,35,,Marcelinho,0.0,,,,,,,,,,,,,,,,,,,,
687,0,0.8,111806,263,6,Ewerton Vinicios Santana Porto,3,Ewerton,ewerton,0.0,Botafogo,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/03/21/fb5a3b78b8d0b4fc3f242bedfc3973fd_FORMATO.png,Ewerton,0.0,,,,,,,,,,,,,,,,,,,,
688,6,0.37,111813,373,6,Ricardo Viana Filho,5,Ricardinho,ricardinho,0.0,Atlético-GO,1.82,0.32,35,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/24/photo_FORMATO.png,Ricardinho,0.0,,,3.0,,,,2.0,4.0,2.0,3.0,,10.0,2.0,,,,,,,
689,26,2.63,111831,266,6,Matheus Martins Silva dos Santos,5,Matheus Martins,matheus-martins,0.0,Fluminense,4.03,3.14,35,https://s.glbimg.com/es/sde/f/2022/04/20/f6b7d6073f1d67e5e9263e986f470c8b_FORMATO.png,M. Martins,0.0,,22.0,37.0,,,2.0,2.0,16.0,6.0,16.0,,112.0,10.0,,,3.0,,2.0,,
690,0,0.8,111837,266,6,Gustavo Ramalho Bremer Pinto,1,Gustavo Ramalho,gustavo-ramalho,0.0,Fluminense,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,G. Ramalho,0.0,,,,,,,,,,,,,,,,,,,,
691,0,0.8,111840,266,6,Marcos Pedro Braga Maciel,2,Marcos Pedro,marcos-pedro,0.0,Fluminense,1.0,0.0,35,https://s.sde.globo.com/media/person_role/2021/03/15/cb04114b1d5bc74ee6571199d27144a8_220x220.png,M. Pedro,0.0,,,,,,,,,,,,,,,,,,,,
692,1,3.64,111891,264,6,Guilherme Sucigan Mafra Cunha,4,Guilherme Biro,guilherme-biro,0.0,Corinthians,2.73,3.6,35,https://s.glbimg.com/es/sde/f/2021/05/24/866cbcde80dc4cd9acca0a859f191aef_FORMATO.png,G. Biro,0.0,,3.0,1.0,,,,1.0,1.0,1.0,,,4.0,,,,,,,,
693,0,0.8,111896,266,6,Davi Alves Soares,3,Davi,davi,0.0,Fluminense,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2021/03/15/4d2ac6a99cd08c4871dd5a2f44c88e47_FORMATO.png,Davi,0.0,,,,,,,,,,,,,,,,,,,,
694,3,1.11,112060,354,6,João Victor Vieira Ferreira Sousa,5,João Victor,joao-victor,0.0,Ceará,0.89,0.63,35,https://s.glbimg.com/es/sde/f/2021/05/24/c908392c2c080c709d4f8f7016d8bdbc_FORMATO.png,J. Victor,0.0,,,1.0,,,,,1.0,1.0,1.0,,3.0,,,,,,,,
695,3,1.67,112136,276,6,Lucas Lopes Beraldo,3,Lucas Beraldo,lucas-beraldo,0.0,São Paulo,1.76,1.47,35,https://s.glbimg.com/es/sde/f/2022/06/16/9127f9a89d1824b04b612b5dff37ce7a_FORMATO.png,L. Beraldo,0.0,,2.0,1.0,,1.0,,,1.0,,1.0,,10.0,,1.0,,,,,,
696,3,0.29,112327,1371,6,Gustavo Henrique Alves Silva,5,Gustavo Nescau,gustavo-nescau,0.0,Cuiabá,2.16,-0.13,35,https://s.glbimg.com/es/sde/f/2021/09/20/768f5f056c491ffcf62c7383073dfab2_FORMATO.png,G. Nescau,0.0,,,,,,,1.0,,,1.0,,2.0,,,,,,,,
697,0,1.57,112367,294,6,Thalisson Gabriel Pereira Moreira,3,Thalisson Gabriel,thalisson-gabriel,0.0,Coritiba,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/23/b20b6fb1092b7873bd98294c5c3c0a7a_FORMATO.png,T. Gabriel,0.0,,,,,,,,,,,,,,,,,,,,
698,18,2.15,112368,294,6,Bernardo Marcos Pinheiro Lemes,4,Bernardo,bernardo,0.0,Coritiba,2.45,1.53,35,https://s.glbimg.com/es/sde/f/2022/02/23/b2b2c421852c3e7501d00cc9bfa66b1c_FORMATO.png,Bernardo,0.0,,22.0,17.0,,,,1.0,19.0,,4.0,,38.0,1.0,,,,,,,
699,6,0.69,112379,314,6,Mateus Ferreira,4,Mateus Sarará,mateus-sarara,0.0,Avaí,2.37,1.12,35,https://s.glbimg.com/es/sde/f/2022/08/13/fcbeec943d01634745cbf0c7d6f55ded_FORMATO.png,M. Sarará,0.0,,5.0,8.0,,,,1.0,5.0,,2.0,,24.0,,,,,,,,
700,2,0.3,112734,263,6,Daniel dos Santos da Cruz,5,Daniel Cruz,daniel-cruz,0.0,Botafogo,0.76,0.5,35,https://s.glbimg.com/es/sde/f/2022/06/16/cdbadf012a6d22cee8d65486394e73c6_FORMATO.png,D. Cruz,0.0,,1.0,,,,,,,,,,2.0,,,,,,,,
