,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.nome,atletas.posicao_id,atletas.apelido,atletas.slug,atletas.pontos_num,atletas.clube.id.full.name,atletas.preco_num,atletas.media_num,atletas.rodada_id,atletas.foto,atletas.apelido_abreviado,atletas.variacao_num,DE,DS,FS,GS,SG,A,CA,FC,FD,FF,PC,PI,I,CV,FT,G,PP,PS,GC,DP
192,5,6.06,84339,264,6,Bruno Ferreira Melo,2,Bruno Melo,bruno-melo,0.0,Corinthians,4.89,3.26,35,https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png,B. Melo,0.0,,2.0,3.0,,3.0,,1.0,6.0,1.0,2.0,,24.0,2.0,,,,,,,
193,21,1.11,84382,290,6,Danilo Carvalho Barcelos,2,Danilo Barcelos,danilo-barcelos,0.0,Goiás,3.0,1.28,35,https://s.glbimg.com/es/sde/f/2022/04/05/07d7f2dc608c0833bf6c29c75cb93a43_FORMATO.png,D. Barcelos,0.0,,21.0,9.0,,4.0,1.0,8.0,30.0,,4.0,,139.0,1.0,,,,,,,
194,18,4.48,84428,354,7,Fernando Pereira do Nascimento,4,Fernando Sobral,fernando-sobral,0.0,Ceará,6.02,1.64,35,https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png,F. Sobral,0.0,,19.0,13.0,,,,2.0,11.0,3.0,5.0,,52.0,,,1.0,,,,,
195,22,0.46,84523,356,6,José Romário Silva de Souza,5,Romarinho,romarinho,0.1,Fortaleza,3.47,2.61,35,https://s.glbimg.com/es/sde/f/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,Romarinho,-1.15,,13.0,25.0,,,2.0,3.0,17.0,2.0,15.0,,76.0,3.0,1.0,,3.0,,,,
196,30,5.02,84674,280,7,Lucas Evangelista Santana de Oliveira,4,Lucas Evangelista,lucas-evangelista,4.4,Bragantino,9.69,3.05,35,https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,L. Evangelista,0.74,,37.0,52.0,,,2.0,2.0,35.0,9.0,20.0,,151.0,2.0,1.0,1.0,2.0,1.0,,,
197,4,5.98,84816,262,6,Guillermo Varela Olivera,2,Varela,varela,0.0,Flamengo,6.71,3.2,35,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_NRQp1lu.png,Varela,0.0,,5.0,6.0,,1.0,,,,,,,12.0,,,,,,,,
198,28,2.82,84817,356,6,Robson dos Santos Fernandes,5,Robson,robson,2.0,Fortaleza,6.8,3.26,35,https://s.glbimg.com/es/sde/f/2022/05/12/b000ff4ab3334924aefc7d073b85809e_FORMATO.png,Robson,0.36,,19.0,36.0,,,4.0,6.0,45.0,11.0,19.0,,88.0,18.0,,1.0,4.0,1.0,1.0,,
199,5,2.09,84993,356,6,Fabrício Santos de Jesus,4,Fabrício Baiano,fabricio-baiano,2.0,Fortaleza,2.7,0.78,35,https://s.glbimg.com/es/sde/f/2022/07/16/89176758f659f2237119a0bced3a49fb_FORMATO.png,F. Baiano,-0.08,,4.0,1.0,,,,,1.0,,,,11.0,,,,,,,,
200,0,5.42,85004,266,6,Marcos Felipe de Freitas Monteiro,1,Marcos Felipe,marcos-felipe,0.0,Fluminense,7.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,M. Felipe,0.0,,,,,,,,,,,,,,,,,,,,
201,0,3.11,85083,275,6,Vinicius Silvestre da Costa,1,Vinicius Silvestre,vinicius-silvestre,0.0,Palmeiras,4.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,V. Silvestre,0.0,,,,,,,,,,,,,,,,,,,,
202,16,0.38,85315,264,6,Víctor Danilo Cantillo Jiménez,4,Cantillo,cantillo,0.0,Corinthians,4.87,1.98,35,https://s.sde.globo.com/media/person_role/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png,Cantillo,0.0,,26.0,20.0,,,,1.0,10.0,,1.0,,62.0,,,,,,,,
203,32,3.38,85425,277,7,João Paulo Silva Martins,1,João Paulo,joao-paulo,2.0,Santos,12.87,4.09,35,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,J. Paulo,0.13,112.0,1.0,6.0,31.0,10.0,,5.0,,,,,,,,,,,,,
204,10,9.82,85465,293,7,Alex Paulo Menezes Santana,4,Alex Santana,alex-santana,9.9,Athlético-PR,7.46,3.38,35,https://s.glbimg.com/es/sde/f/2022/07/29/9bcc147b812ef5698e82fee8e3a18b98_FORMATO.png,A. Santana,1.69,,13.0,8.0,,,,4.0,11.0,2.0,7.0,,25.0,1.0,,,2.0,,,,
205,24,1.22,85626,276,7,Leonardo Pinheiro da Conceição,3,Léo,leo,0.7,São Paulo,4.39,1.25,35,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,Léo,-0.2,,20.0,11.0,,5.0,,4.0,22.0,,4.0,1.0,128.0,,1.0,,,,,,
206,24,9.96,85931,280,2,Hyoran Kaue Dalmoro,4,Hyoran,hyoran,10.6,Bragantino,8.58,3.56,35,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png,Hyoran,1.97,,20.0,14.0,,,3.0,1.0,16.0,13.0,20.0,,131.0,1.0,,1.0,3.0,,,,
207,9,0.87,85993,263,6,Gustavo Affonso Sauerbeck,5,Gustavo Sauer,gustavo-sauer,0.0,Botafogo,3.89,1.11,35,https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png,G. Sauer,0.0,,7.0,4.0,,,,1.0,5.0,3.0,1.0,,23.0,,,,,,,,
208,6,2.81,86029,354,7,Diego Rigonato Rodrigues,4,Diego,diego,0.0,Ceará,2.61,1.33,35,https://s.glbimg.com/es/sde/f/2022/06/23/a9b4d32f7d6d9e4fc96279399e6ab904_FORMATO.png,Diego,0.0,,6.0,6.0,,,,1.0,4.0,2.0,,,24.0,,,,,,,,
209,25,-0.01,86143,373,7,Wanderson Santos Pereira,3,Wanderson,wanderson,-0.4,Atlético-GO,2.21,0.89,35,https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png,Wanderson,-0.33,,11.0,5.0,,3.0,,2.0,19.0,1.0,5.0,,61.0,1.0,,,,,,,
210,11,4.44,86264,314,7,Natanael Batista Pimenta,2,Natanael,natanael,4.4,Avaí,6.97,4.52,35,https://s.glbimg.com/es/sde/f/2022/07/18/04d6865853a44f1a0a32d6f5ce32e9fe_FORMATO.png,Natanael,-0.31,,20.0,10.0,,1.0,3.0,,10.0,4.0,8.0,,102.0,3.0,,1.0,,,,,
211,25,10.59,86388,327,7,Alexandre Egea,4,Alê,ale,11.2,América-MG,9.69,3.5,35,https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,Alê,1.56,,47.0,45.0,,,2.0,,39.0,3.0,9.0,1.0,124.0,,1.0,,2.0,,,,
212,21,0.4,86410,354,6,Victor Luis Chuab Zamblauskas,2,Victor Luis,victor-luis,0.0,Ceará,4.59,1.83,35,https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png,V. Luis,0.0,,20.0,17.0,,3.0,,1.0,18.0,3.0,4.0,,96.0,,,,,,,,
213,6,1.58,86444,314,6,Pablo Dyego da Silva Rosa,5,Pablo Dyego,pablo-dyego,1.4,Avaí,2.76,1.37,35,https://s.sde.globo.com/media/person_role/2022/08/16/aa71716a1e7b6d5f4f466762f82871f8_FORMATO.png,P. Dyego,-0.21,,4.0,6.0,,,,,2.0,1.0,1.0,,10.0,,,,,,,,
214,24,0.38,86485,282,7,Marcos da Silva França,5,Keno,keno,-0.7,Atlético-MG,6.76,3.01,35,https://s.sde.globo.com/media/person_role/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png,Keno,-0.17,,29.0,24.0,,,1.0,4.0,15.0,8.0,22.0,,168.0,5.0,,1.0,2.0,,,,
215,19,1.19,86508,276,6,Jandrei Chitolina Carniel,1,Jandrei,jandrei,0.0,São Paulo,6.39,2.6,35,https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,Jandrei,0.0,47.0,,3.0,19.0,4.0,,,,,,,,,,,,,,,
216,25,1.05,86536,354,7,Richardson Fernandes dos Santos,4,Richardson,richardson,0.0,Ceará,3.28,1.68,35,https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png,Richardson,0.0,,51.0,29.0,,,,11.0,51.0,,5.0,1.0,74.0,,1.0,,,,,,
217,22,5.19,86629,373,6,Arthur Henrique Peixoto Santos,2,Arthur Henrique,arthur-henrique,0.0,Atlético-GO,4.0,1.63,35,https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png,A. Henrique,0.0,,30.0,10.0,,2.0,,,13.0,,1.0,,90.0,,1.0,,,,,,
218,30,0.17,86675,286,7,Rodrigo Alves Soares,2,Rodrigo Soares,rodrigo-soares,-0.2,Juventude,2.49,1.64,35,https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png,R. Soares,-0.08,,35.0,4.0,,4.0,1.0,4.0,22.0,2.0,5.0,,236.0,,,,1.0,,,,
219,26,4.46,86686,263,7,Danilo das Neves Pinheiro,4,Tchê Tchê,tche-tche,4.6,Botafogo,4.77,1.77,35,https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png,T. Tchê,-0.36,,27.0,39.0,,,,3.0,37.0,3.0,8.0,,105.0,,,,1.0,,1.0,,
220,25,2.91,86711,354,7,Richard Cândido Coelho,4,Richard Coelho,richard-coelho,0.0,Ceará,5.04,2.02,35,https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png,R. Coelho,0.0,,48.0,28.0,,,1.0,9.0,46.0,6.0,5.0,,114.0,2.0,1.0,,,,,,
221,16,9.58,86757,262,7,Everton Sousa Soares,5,Everton,everton,9.2,Flamengo,12.9,4.64,35,https://s.sde.globo.com/media/person_role/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png,Everton,-0.07,,13.0,14.0,,,4.0,,9.0,13.0,15.0,,92.0,,1.0,1.0,2.0,,,,
222,6,1.45,86759,277,2,Luan Guilherme de Jesus Vieira,4,Luan,luan,0.0,Santos,4.87,3.85,35,https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png,Luan,0.0,,3.0,10.0,,,1.0,,3.0,1.0,3.0,,12.0,,,,1.0,,,,
223,6,1.05,86764,1371,6,Sidcley Ferreira Pereira,2,Sidcley,sidcley,0.0,Cuiabá,4.7,3.02,35,https://s.glbimg.com/es/sde/f/2022/08/04/f1b96cd2e1a5c62c2aec694945991675_FORMATO.png,Sidcley,0.0,,5.0,2.0,,1.0,,,,,1.0,,27.0,,,,1.0,,,,
224,6,2.73,86777,263,6,Danilo Barbosa da Silva,4,Danilo Barbosa,danilo-barbosa,0.0,Botafogo,3.97,0.72,35,https://s.glbimg.com/es/sde/f/2022/08/12/7d590ab4c6d70f44e3ca55f066cacbb7_FORMATO.png,D. Barbosa,0.0,,4.0,4.0,,,,1.0,4.0,1.0,,,15.0,,,,,,,,
225,11,2.98,86841,294,6,Gabriel Boschilia,4,Boschilia,boschilia,0.0,Coritiba,4.17,2.25,35,https://s.glbimg.com/es/sde/f/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,Boschilia,0.0,,12.0,8.0,,,1.0,3.0,12.0,3.0,7.0,,43.0,,,1.0,,,,,
226,24,0.39,86859,356,7,José Welison da Silva,4,José Welison,jose-welison,-0.3,Fortaleza,4.75,2.37,35,https://s.glbimg.com/es/sde/f/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,J. Welison,-0.65,,40.0,15.0,,,,3.0,33.0,3.0,13.0,,106.0,,,1.0,1.0,,,,
227,26,7.07,86864,327,2,Marlon Matheus Lopes do Nascimento,2,Marlon,marlon,7.6,América-MG,6.69,4.48,35,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,Marlon,0.52,,60.0,28.0,,9.0,1.0,5.0,32.0,5.0,16.0,,207.0,,1.0,,,,,,
228,29,1.2,86970,277,7,Eduardo Gabriel dos Santos Bauermann,3,Eduardo Bauermann,eduardo-bauermann,-0.1,Santos,9.27,3.96,35,https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png,E. Bauermann,-1.0,,38.0,28.0,,11.0,1.0,6.0,11.0,4.0,6.0,,95.0,1.0,,1.0,,,1.0,,
229,0,3.11,86972,373,5,Emerson Raymundo Santos,3,Emerson Santos,emerson-santos,0.0,Atlético-GO,4.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/07/28/5ddfe529ef61fe54a0aa6410f1a57699_FORMATO.png,E. Santos,0.0,,,,,,,,,,,,,,,,,,,,
230,20,1.43,87009,266,6,Nathan Allan de Souza,4,Nathan,nathan,0.0,Fluminense,4.66,2.46,35,https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png,Nathan,0.0,,12.0,9.0,,,2.0,3.0,12.0,9.0,12.0,,92.0,1.0,,,2.0,,,,
231,11,2.81,87098,354,5,Matheus Vieira Campos Peixoto,5,Matheus Peixoto,matheus-peixoto,0.0,Ceará,5.51,1.48,35,https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png,M. Peixoto,0.0,,5.0,6.0,,,1.0,,6.0,4.0,3.0,,28.0,3.0,,,,,,,
232,25,2.42,87225,293,6,Pedro Henrique Ribeiro Gonçalves,3,Pedro Henrique,pedro-henrique,1.7,Athlético-PR,7.67,3.92,35,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,P. Henrique,-0.05,,53.0,22.0,,8.0,,7.0,20.0,5.0,7.0,,149.0,,,,,,,,
233,18,7.58,87228,282,5,Guilherme Antonio Arana Lopes,2,Guilherme Arana,guilherme-arana,0.0,Atlético-MG,12.12,4.23,35,https://s.sde.globo.com/media/person_role/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png,G. Arana,0.0,,22.0,13.0,,8.0,2.0,4.0,25.0,4.0,16.0,1.0,147.0,1.0,,1.0,,,,,
234,14,1.12,87238,294,7,Guillermo Gabriel de los Santos Viana - Daniel,3,Guillermo Santos,guillermo-santos,0.0,Coritiba,5.34,3.58,35,https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png,G. Santos,0.0,,24.0,6.0,,4.0,1.0,2.0,5.0,4.0,2.0,,65.0,,1.0,,,,,,
235,30,4.16,87242,285,7,Carlos María de Pena Bonino,5,Carlos de Pena,carlos-de-pena,3.9,Internacional,7.24,4.48,35,https://s.glbimg.com/es/sde/f/2022/04/02/d2010e9182e074fe4a26c1c6d39304dc_FORMATO.png,C. Pena,-0.44,,55.0,21.0,,,6.0,6.0,28.0,15.0,23.0,,330.0,,,1.0,5.0,1.0,,,
236,7,3.24,87258,277,5,Yeferson Julio Soteldo Martínez,5,Soteldo,soteldo,0.0,Santos,8.53,1.79,35,https://s.sde.globo.com/media/person_role/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png,Soteldo,0.0,,2.0,13.0,,,1.0,1.0,4.0,3.0,5.0,,67.0,1.0,,,,,,,
237,19,-0.47,87262,373,7,Willian Marlon Ferreira Moraes,4,Willian Maranhão,willian-maranhao,0.0,Atlético-GO,3.03,0.69,35,https://s.glbimg.com/es/sde/f/2022/07/22/3d441c6c216df311f638855e5ae9f952_FORMATO.png,W. Maranhão,0.0,,20.0,9.0,,,,6.0,20.0,,5.0,1.0,60.0,1.0,,,,,,,
238,23,0.51,87402,354,6,Messias Rodrigues da Silva Júnior,3,Messias,messias,0.0,Ceará,3.67,1.51,35,https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png,Messias,0.0,,13.0,7.0,,5.0,,4.0,21.0,3.0,4.0,1.0,78.0,,,1.0,,,,,
239,19,1.17,87552,293,6,Vitor Frezarin Bueno,4,Vitor Bueno,vitor-bueno,0.7,Athlético-PR,4.28,3.24,35,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,V. Bueno,-1.49,,12.0,19.0,,,1.0,2.0,9.0,3.0,13.0,,88.0,1.0,,,4.0,,,,
240,2,2.85,87691,286,5,Anderson Leite Moraes,4,Anderson Leite,anderson-leite,0.0,Juventude,3.71,1.95,35,https://s.glbimg.com/es/sde/f/2022/07/29/30173d69a7048132aa419f0efded3f32_FORMATO.png,A. Leite,0.0,,4.0,1.0,,,,,3.0,,,,5.0,,,,,,,,
241,17,5.51,87747,266,7,Yago Felipe da Costa Rocha,4,Yago Felipe,yago-felipe,0.0,Fluminense,6.0,2.37,35,https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png,Y. Felipe,0.0,,22.0,28.0,,,,2.0,12.0,4.0,8.0,,84.0,2.0,,1.0,,,,,
242,16,4.97,87808,263,6,Philipe Sampaio Azevedo,3,Philipe Sampaio,philipe-sampaio,0.0,Botafogo,3.16,1.61,35,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png,P. Sampaio,0.0,,17.0,8.0,,4.0,,2.0,18.0,,1.0,1.0,48.0,2.0,2.0,,,,,,
243,7,3.7,87838,266,6,Mario Alberto Pineida Martínez,2,Pineida,pineida,0.0,Fluminense,4.72,2.74,35,https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png,Pineida,0.0,,,6.0,,4.0,,,6.0,,1.0,,28.0,,,,,,,,
244,22,4.98,87863,262,6,Giorgian Daniel de Arrascaeta Benedetti,4,Arrascaeta,arrascaeta,0.0,Flamengo,17.02,6.2,35,https://s.sde.globo.com/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,Arrascaeta,0.0,,33.0,42.0,,,9.0,1.0,9.0,13.0,20.0,,199.0,2.0,,2.0,2.0,,1.0,,
245,12,3.99,87887,264,2,Fabián Cornelio Balbuena González,3,Balbuena,balbuena,2.9,Corinthians,9.83,4.93,35,https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png,Balbuena,0.2,,18.0,4.0,,4.0,,2.0,6.0,1.0,3.0,1.0,72.0,,,,3.0,,,,
246,11,0.62,87929,356,6,Matheus de Vargas,4,Matheus Vargas,matheus-vargas,0.0,Fortaleza,3.19,1.01,35,https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png,M. Vargas,0.0,,4.0,11.0,,,,2.0,11.0,4.0,7.0,,40.0,3.0,,,,,,,
247,31,7.36,87999,275,3,Gustavo Henrique Furtado Scarpa,4,Gustavo Scarpa,gustavo-scarpa,6.9,Palmeiras,13.03,6.44,35,https://s.sde.globo.com/media/person_role/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,G. Scarpa,-0.26,,17.0,69.0,,,14.0,2.0,11.0,33.0,37.0,,382.0,12.0,,2.0,6.0,1.0,,,
248,24,5.77,88033,1371,6,Alan Pereira Empereur,3,Alan Empereur,alan-empereur,6.0,Cuiabá,5.47,1.56,35,https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,A. Empereur,0.09,,18.0,21.0,,6.0,,6.0,17.0,,1.0,,112.0,1.0,1.0,,,,,,
249,35,3.77,88037,263,7,Luís Manuel Ribeiro de Castro,6,Luís Castro,luis-castro,2.99,Botafogo,9.39,4.09,35,https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,L. Castro,-0.12,,,,,,,,,,,,,,,,,,,,
250,8,4.32,88065,275,6,Jorge Marco de Oliveira Moraes,2,Jorge,jorge,0.0,Palmeiras,3.61,4.06,35,https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png,Jorge,0.0,,9.0,9.0,,5.0,,1.0,4.0,,2.0,,42.0,,,,,,,1.0,
251,14,2.15,88087,373,5,Ramon Menezes Roma,3,Ramon Menezes,ramon-menezes,0.0,Atlético-GO,3.94,1.48,35,https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png,R. Menezes,0.0,,9.0,,,2.0,,2.0,10.0,3.0,2.0,,33.0,,,1.0,,,,,
252,14,1.1,88225,1371,6,Daniel Guedes da Silva,2,Daniel Guedes,daniel-guedes,0.0,Cuiabá,2.97,2.33,35,https://s.sde.globo.com/media/person_role/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png,D. Guedes,0.0,,15.0,5.0,,2.0,4.0,3.0,13.0,,3.0,,129.0,3.0,,,,,,,
253,29,2.22,88312,282,7,Junior Osmar Ignacio Alonso Mujica,3,Junior Alonso,junior-alonso,0.8,Atlético-MG,11.27,3.53,35,https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,J. Alonso,-0.83,,31.0,7.0,,13.0,2.0,4.0,14.0,1.0,9.0,2.0,146.0,1.0,,1.0,,,,,
254,27,6.24,88393,262,7,Ayrton Lucas Dantas de Medeiros,2,Ayrton Lucas,ayrton-lucas,6.0,Flamengo,8.84,5.21,35,https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png,A. Lucas,0.73,,56.0,42.0,,8.0,4.0,3.0,39.0,7.0,5.0,,213.0,,,,2.0,,,,
255,7,4.04,88406,373,7,Eduardo do Nascimento Souza,6,Eduardo Souza,eduardo-souza,4.1,Atlético-GO,7.69,3.46,35,https://s.sde.globo.com/media/person_role/2021/05/18/3eff8b36039d819b6583407b9c2b8823_FORMATO.png,E. Souza,0.43,,,,,,,,,,,,,,,,,,,,
256,28,3.94,88423,280,7,Aderlan de Lima Silva,2,Aderlan,aderlan,3.4,Bragantino,8.29,3.44,35,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,0.03,,79.0,14.0,,7.0,2.0,8.0,69.0,2.0,7.0,,295.0,4.0,,,,,,,
257,10,0.33,88427,286,6,Marlon Adriano Prezotti,4,Marlon,marlon,-0.1,Juventude,2.43,0.75,35,https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png,Marlon,-0.4,,10.0,6.0,,,,1.0,13.0,,,,26.0,,,,,,,,
258,7,0.07,88540,277,6,Auro Álvaro da Cruz Júnior,2,Auro,auro,0.0,Santos,2.5,1.04,35,https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png,Auro,0.0,,6.0,1.0,,1.0,,2.0,7.0,,1.0,,21.0,,,,,,,,
259,0,1.57,88544,354,6,Marcos Ytalo Benício da Silva,2,Buiú,buiu,0.0,Ceará,2.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png,Buiú,0.0,,,,,,,,,,,,,,,,,,,,
260,22,0.12,88597,356,6,Lucas de Figueiredo Crispim,4,Lucas Crispim,lucas-crispim,-0.5,Fortaleza,2.44,0.95,35,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,L. Crispim,-0.29,,16.0,14.0,,,1.0,4.0,13.0,,4.0,,136.0,1.0,,,1.0,,,,
261,2,4.23,88916,356,6,Luan Polli Gomes,1,Luan Polli,luan-polli,0.0,Fortaleza,5.03,2.25,35,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,L. Polli,0.0,9.0,,1.0,5.0,,,,,,,,,,,,,,,,
262,22,5.27,89150,286,6,Jean Carlos de Souza Irmer,4,Jean,jean,5.6,Juventude,4.86,2.72,35,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,Jean,0.95,,44.0,13.0,,,,4.0,18.0,6.0,12.0,,70.0,1.0,,,,,,,
263,17,1.87,89226,327,2,Iago Justen Maidana Martins,3,Iago Maidana,iago-maidana,0.0,América-MG,6.73,3.27,35,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,I. Maidana,0.0,,9.0,2.0,,7.0,,3.0,19.0,,2.0,,50.0,,1.0,,3.0,,,,
264,27,2.58,89285,290,6,Matheus de Sales Cabral,4,Matheus Sales,matheus-sales,0.0,Goiás,3.57,1.41,35,https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png,M. Sales,0.0,,35.0,12.0,,,,5.0,20.0,2.0,7.0,1.0,62.0,,,,,,,,
265,15,0.96,89435,277,6,Brayan Dennis Angulo Tenorio,5,Bryan Angulo,bryan-angulo,0.0,Santos,3.59,2.25,35,https://s.glbimg.com/es/sde/f/2022/04/02/e926d395a2b2a6225aa44474e5fa8e26_FORMATO.png,B. Angulo,0.0,,5.0,6.0,,,1.0,,1.0,2.0,2.0,,26.0,4.0,,1.0,2.0,,,,
266,7,7.88,89493,282,5,Igor Rabello da Costa,3,Igor Rabello,igor-rabello,0.0,Atlético-MG,7.5,6.65,35,https://s.glbimg.com/es/sde/f/2022/07/15/2609f439079631b8b5b1affd471b8813_FORMATO.png,I. Rabello,0.0,,20.0,3.0,,2.0,1.0,1.0,7.0,1.0,2.0,,16.0,,,,1.0,,,,
267,22,-0.2,89637,262,6,Thiago Maia Alencar,4,Thiago Maia,thiago-maia,0.0,Flamengo,4.05,1.63,35,https://s.glbimg.com/es/sde/f/2022/04/25/5ffefa1d5a1967debcc7f42bdaacdd9e_FORMATO.png,T. Maia,0.0,,38.0,6.0,,,,5.0,25.0,3.0,3.0,,61.0,,,,,,,,
268,12,6.46,89668,266,7,Cristiano da Silva Leite,2,Cristiano,cristiano,0.0,Fluminense,9.23,4.76,35,https://s.sde.globo.com/media/person_role/2022/04/20/9d80cf4bd9412d6ee60e6c21830ece85_FORMATO.png,Cristiano,0.0,,20.0,11.0,,5.0,1.0,,7.0,5.0,2.0,,77.0,,,,,,,,
269,10,0.66,89695,354,6,Iury Lirio Freitas de Castilho,5,Iury Castilho,iury-castilho,0.0,Ceará,1.92,2.14,35,https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png,I. Castilho,0.0,,7.0,20.0,,,1.0,3.0,10.0,3.0,2.0,,27.0,5.0,,,,,1.0,,
