,atletas.preco_num,atletas.jogos_num,atletas.apelido,atletas.clube_id,atletas.status_id,atletas.nome,atletas.atleta_id,atletas.slug,atletas.apelido_abreviado,atletas.pontos_num,atletas.posicao_id,atletas.foto,atletas.variacao_num,atletas.rodada_id,atletas.media_num,atletas.clube.id.full.name,atletas.minimo_para_valorizar,A,CA,DS,FC,FD,FF,FS,PC,PI,SG,DE,GS,CV,FT,G,I,PP,PS,DP,GC
610,7.59,4,Nahuel Bustos,276,6,Nahuel Lautaro Bustos,107945,nahuel-bustos,N. Bustos,0.0,5,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_cpV2OBA.png,0.0,29,4.12,São Paulo,,,,4.0,5.0,1.0,3.0,6.0,,13.0,,,,,,1.0,1.0,,,,
611,9.07,10,Fausto Vera,264,6,Fausto Mariano Vera,107950,fausto-vera,F. Vera,4.2,4,https://s.glbimg.com/es/sde/f/2022/07/26/ded3d6726c7ad7af177f070b1f55f580_FORMATO.png,0.1,29,4.58,Corinthians,,,3.0,34.0,7.0,1.0,11.0,5.0,,54.0,,,,,1.0,,,,,,
612,2.21,13,Del Piage,263,3,Romildo Del Piage de Souza,107972,del-piage,D. Piage,-1.8,4,https://s.glbimg.com/es/sde/f/2022/02/21/a34959446ac5b131b7047f846855f309_FORMATO.png,-1.45,29,2.39,Botafogo,,,3.0,20.0,15.0,1.0,2.0,13.0,,37.0,,,,,,1.0,,,1.0,,
613,4.51,25,Pitta,286,6,Isidro Miguel Pitta Saldívar ,108133,pitta,Pitta,2.2,5,https://s.glbimg.com/es/sde/f/2022/04/06/d5b98eae02b3de3352cd02c6cc1b5c36_FORMATO.png,0.22,29,2.81,Juventude,,,2.0,2.0,22.0,15.0,22.0,36.0,,127.0,,,,,3.0,4.0,14.0,1.0,,,
614,2.0,0,Lucas Cardoso ,1371,6,Lucas Cardoso Moreira,108148,lucas-cardoso,L. Cardoso,0.0,4,https://s.glbimg.com/es/sde/f/2021/09/04/feab153e5104280ed7ed8cf60b5db070_FORMATO.png,0.0,29,0.0,Cuiabá,,,,,,,,,,,,,,,,,,,,,
615,3.4,18,Gabriel Lacerda,354,7,Gabriel Santos Cordeiro Lacerda,108176,gabriel-lacerda,G. Lacerda,1.7,3,https://s.glbimg.com/es/sde/f/2022/02/22/6e64fcfbd8fd5ae5f3a9f615b801c4bd_FORMATO.png,0.47,29,1.2,Ceará,,,3.0,13.0,12.0,,6.0,2.0,1.0,71.0,3.0,,,,,,,,,,
616,2.39,8,Gustavo,327,6,Gustavo César Mendonça Gravino,108201,gustavo,Gustavo,0.0,4,https://s.glbimg.com/es/sde/f/2022/02/25/0386b196bc9d7576552344192f41a032_FORMATO.png,0.0,29,1.6,América-MG,,,2.0,10.0,7.0,1.0,2.0,11.0,,34.0,,,,,,,,,,,
617,1.0,0,Breno,290,6,Breno Herculano Almeida,108211,breno,Breno,0.0,5,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,0.0,29,0.0,Goiás,,,,,,,,,,,,,,,,,,,,,
618,2.0,0,David Ricardo,354,6,David Ricardo Loiola da Silva,108274,david-ricardo,D. Ricardo,0.0,3,https://s.glbimg.com/es/sde/f/2022/05/05/eca803d743d8a10b46ac4b03ccd6b039_FORMATO.png,0.0,29,0.0,Ceará,,,,,,,,,,,,,,,,,,,,,
619,3.77,11,Vásquez,354,6,Jhon Freduar Vásquez Anaya,108279,vasquez,Vásquez,-0.1,5,https://s.glbimg.com/es/sde/f/2022/06/30/f684864cd02a7f9f0aa4a50ffa8c9326_FORMATO.png,-0.1,29,1.22,Ceará,,,2.0,6.0,8.0,4.0,2.0,10.0,,36.0,,,,,1.0,,3.0,,,,
620,3.54,6,Galarza,294,7,Matías Galarza Fonda,108528,galarza,Galarza,0.0,4,https://s.glbimg.com/es/sde/f/2022/04/05/aa0e8e944c857702c77135690cfe04d8_FORMATO.png,0.0,29,2.23,Coritiba,,,3.0,14.0,14.0,,4.0,8.0,,34.0,,,,,,,,,,,
621,2.0,0,Guilherme,264,6,Guilherme Vicentini Castellani,108539,guilherme,Guilherme,0.0,1,https://s.glbimg.com/es/sde/f/2022/04/27/d5ba0de6f8281e3ab0325007342997b6_FORMATO.png,0.0,29,0.0,Corinthians,,,,,,,,,,,,,,,,,,,,,
622,2.11,5,Rivas,1371,6,Cristhian Yonaiker Rivas Vielma - Cristian,108659,rivas,Rivas,0.0,4,https://s.glbimg.com/es/sde/f/2022/02/23/1f9a18c6a38ce7b0c86a89f400ac4bb8_FORMATO.png,0.0,29,0.86,Cuiabá,,,2.0,5.0,3.0,1.0,1.0,,,8.0,,,,,,,,,,,
623,1.47,1,Gustavo Maia,285,6,Gustavo Maia da Silva,108712,gustavo-maia,G. Maia,-0.2,5,https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png,-0.53,29,-0.2,Internacional,,,,,,,,,,2.0,,,,,,,,,,,
624,1.16,15,Renato Junior,290,6,Renato Barbosa dos Santos Junior,108741,renato-junior,R. Junior,0.4,5,https://s.glbimg.com/es/sde/f/2022/04/05/aaad5989249282ee07375a4f7b9bf1da_FORMATO.png,-0.42,29,1.22,Goiás,,1.0,4.0,13.0,11.0,1.0,2.0,9.0,,22.0,,,,,,,1.0,,,,
625,1.97,0,David,356,6,David da Hora da Conceição,108752,david,David,0.0,5,https://s.glbimg.com/es/sde/f/2022/07/16/c33c9f1a80f322e8e721a8101a44e3e0_FORMATO.png,0.0,29,-1.0,Fortaleza,,,1.0,,,,,,,,,,,,,,,,,,
626,1.0,0,Felipe Camargo,314,6,Felipe Camargo de Souza,108787,felipe-camargo,F. Camargo,0.0,3,https://s.glbimg.com/es/sde/f/2022/02/21/38fe45f041124b759f8d967ad5af48df_FORMATO.png,0.0,29,0.0,Avaí,,,,,,,,,,,,,,,,,,,,,
627,7.84,19,Victor Sá,263,6,João Victor Santos Sá,108946,victor-sa,V. Sá,1.2,5,https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png,0.14,29,2.63,Botafogo,,,2.0,29.0,14.0,4.0,5.0,22.0,,93.0,,,,,1.0,1.0,3.0,,,,
628,1.0,0,Daniel Martins,293,6,Daniel Sergio Martins,109102,daniel-martins,D. Martins,0.0,4,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/25/photo_220x220_VUIS7Pm.png,0.0,29,0.0,Athlético-PR,,,,,,,,,,,,,,,,,,,,,
629,3.81,18,Matheus Nascimento,263,6,Matheus Nascimento de Paula,109114,matheus-nascimento,M. Nascimento,1.6,5,https://s.sde.globo.com/media/person_role/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png,-0.13,29,0.96,Botafogo,,,1.0,8.0,11.0,5.0,4.0,9.0,,27.0,,,,,,,1.0,,1.0,,
630,2.0,0,Vitor Marinho,263,6,Vitor Marinho de Oliveira,109195,vitor-marinho,V. Marinho,0.0,2,https://s.glbimg.com/es/sde/f/2022/02/21/12dac2a5eae75e37ed96b625c3f97430_FORMATO.png,0.0,29,0.0,Botafogo,,,,,,,,,,,,,,,,,,,,,
631,0.74,1,DG,263,6,Douglas da Silva Teixeira,109199,dg,DG,0.0,2,https://s.glbimg.com/es/sde/f/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,0.0,29,-1.4,Botafogo,,,1.0,,,,,1.0,,9.0,,,,,,,,,,,
632,0.73,2,Kawê,280,6,Kawê Ferreira Godoy Viana,109246,kawe,Kawê,0.0,5,https://s.glbimg.com/es/sde/f/2022/07/27/6543bbc4803f308d463fdd8b7470fc89_FORMATO.png,0.0,29,-0.2,Bragantino,,,,,2.0,,,1.0,,2.0,,,,,,,1.0,,,,
633,1.0,0,Sammuel,356,6,Sammuel Queiroz de Freitas,109341,sammuel,Sammuel,0.0,4,https://s.glbimg.com/es/sde/f/2022/05/12/34eebe02442f63e6c4eee4a972018bc8_FORMATO.png,0.0,29,0.0,Fortaleza,,,,,,,,,,,,,,,,,,,,,
634,8.73,17,Raul Gustavo,264,6,Raul Gustavo Pereira Bicalho,109389,raul-gustavo,R. Gustavo,5.1,3,https://s.glbimg.com/es/sde/f/2022/04/27/2ec2dcd4fbfa5f682f9e2f993c93e57a_FORMATO.png,0.45,29,5.22,Corinthians,,1.0,2.0,26.0,12.0,1.0,4.0,17.0,1.0,98.0,8.0,,,,,2.0,,,,,
635,3.08,1,Weverson,280,6,Weverson Moreira da Costa,109426,weverson,Weverson,0.0,2,https://s.glbimg.com/es/sde/f/2022/05/05/73de6346549a47db6b8bf37e5f4f06fa_FORMATO.png,0.0,29,1.0,Bragantino,,,,1.0,,,,,,2.0,,,,,,,,,,,
636,2.39,9,Calebe,282,6,Calebe Gonçalves Ferreira da Silva,109461,calebe,Calebe,0.0,4,https://s.glbimg.com/es/sde/f/2022/07/15/e69dad49448e6f72e73ce364b1459be9_FORMATO.png,0.0,29,1.64,Atlético-MG,,,1.0,9.0,4.0,2.0,,10.0,,12.0,,,,,,,,,,,
637,11.99,25,Marcos Leonardo,277,7,Marcos Leonardo Santos Almeida,109497,marcos-leonardo,M. Leonardo,0.1,5,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/03/03/70c0680cfe4346861b4db5ebeba1fdbd_FORMATO.png,-0.34,29,5.2,Santos,,1.0,8.0,8.0,30.0,17.0,28.0,68.0,,67.0,,,,,,8.0,18.0,,,,
638,4.63,17,Joaquim,1371,7,Joaquim Henrique Pereira Silva,109563,joaquim,Joaquim,0.6,3,https://s.glbimg.com/es/sde/f/2021/06/04/9af680e828bdcbc3a28ff0dbfc34f2e5_FORMATO.png,0.15,29,4.5,Cuiabá,,1.0,1.0,31.0,14.0,3.0,8.0,17.0,,71.0,4.0,,,,,1.0,1.0,,,,
639,4.28,19,Martinelli,266,7,Matheus Martinelli Lima,109573,martinelli,Martinelli,4.0,4,https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png,-0.18,29,1.29,Fluminense,,3.0,,11.0,14.0,4.0,2.0,4.0,,79.0,,,,,,,,,,,
640,3.0,0,Davi Araújo,293,6,Davi Machado dos Santos Araújo,109626,davi-araujo,D. Araújo,0.0,5,https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png,0.0,29,0.0,Athlético-PR,,,,,,,,,,,,,,,,,,,,,
641,3.42,8,Gabriel Novaes,280,6,Gabriel Novaes Fernandes,109639,gabriel-novaes,G. Novaes,0.0,5,https://s.glbimg.com/es/sde/f/2022/05/05/f9a266e73e23a467f58f96fac79380bc_FORMATO.png,0.0,29,1.84,Bragantino,,,1.0,2.0,5.0,2.0,2.0,6.0,,9.0,,,,,,1.0,3.0,,1.0,,
642,5.96,15,Hugo,263,3,Hugo Gonçalves Ferreira Neto,109668,hugo,Hugo,3.5,2,https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png,-0.14,29,3.46,Botafogo,,,3.0,33.0,15.0,2.0,5.0,11.0,,121.0,3.0,,,1.0,,1.0,,,,,
643,1.0,0,Derick ,277,6,Derick Fernando da Silva,109830,derick,Derick ,0.0,3,https://s.glbimg.com/es/sde/f/2022/03/03/d391d84eadb0b86037667ee4e4a950c6_FORMATO.png,0.0,29,0.0,Santos,,,,,,,,,,,,,,,,,,,,,
644,4.0,0,Juan Díaz,294,6,Juan Carlos Díaz Mena,109967,juan-diaz,J. Díaz,0.0,4,https://s.glbimg.com/es/sde/f/2022/08/10/3f0cb79829f9359fe414edd3876f0bbd_FORMATO.png,0.0,29,0.0,Coritiba,,,,,,,,,,,,,,,,,,,,,
645,1.57,5,Bryan García,293,6,Bryan Jahir García Realpe,110013,bryan-garcia,B. García,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/03/de27fadbce4a716ee83274374641cf71_FORMATO.png,0.0,29,0.28,Athlético-PR,,,1.0,2.0,3.0,,2.0,2.0,,17.0,,,,,,,,,,,
646,1.0,0,Vitinho,263,6,João Victor Vaz Lopes Pinto,110235,vitinho,Vitinho,0.0,5,https://s.glbimg.com/es/sde/f/2022/02/21/06f62207594681a2c0cf91f05c7c0ee9_FORMATO.png,0.0,29,0.0,Botafogo,,,,,,,,,,,,,,,,,,,,,
647,1.0,0,Gabriel Pereira,293,6,Gabriel Roberto Pereira,110251,gabriel-pereira,G. Pereira,0.0,1,https://s.glbimg.com/es/sde/f/2022/03/08/7f21f0709f996419a0abebf800f4078d_FORMATO.png,0.0,29,0.0,Athlético-PR,,,,,,,,,,,,,,,,,,,,,
648,1.0,0,Zabala,277,6,Leonardo Yassir Zabala Ceballos,110264,zabala,Zabala,0.0,3,https://s.glbimg.com/es/sde/f/2022/07/16/98a84acb922f587144fe391c3ad8548d_FORMATO.png,0.0,29,0.0,Santos,,,,,,,,,,,,,,,,,,,,,
649,4.85,17,Ângelo,277,7,Ângelo Gabriel Borges Damaceno,110415,angelo,Ângelo,1.2,5,https://s.glbimg.com/es/sde/f/2022/03/03/e0ca88eb8ab327b605082617a24e69fc_FORMATO.png,0.21,29,1.88,Santos,,3.0,4.0,11.0,16.0,6.0,6.0,15.0,,68.0,,,,,,,1.0,,,,
650,2.0,0,Daniel Cabral,262,6,Daniel Cabral de Oliveira,110465,daniel-cabral,D. Cabral,0.0,4,https://s.glbimg.com/es/sde/f/2021/04/26/a2187a2c57635b43ffbb1a653c278c0c_FORMATO.png,0.0,29,0.0,Flamengo,,,,,,,,,,,,,,,,,,,,,
651,13.79,28,Abel Ferreira,275,7,Abel Fernando Moreira Ferreira,110506,abel-ferreira,A. Ferreira,5.26,6,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,-0.22,29,5.96,Palmeiras,,,,,,,,,,,,,,,,,,,,,
652,3.29,7,Andrés,276,6,Andrés Felipe Colorado Sánchez,110517,andres,Andrés,0.0,4,https://s.glbimg.com/es/sde/f/2022/04/06/8155059fe14b7ffca7314dd757501fb1_FORMATO.png,0.0,29,1.56,São Paulo,,,,12.0,9.0,,1.0,,,16.0,,,,,,,,,,,
653,1.0,0,Paulo Mazoti,277,6,Paulo Mazoti Azevedo,110602,paulo-mazoti,P. Mazoti,0.0,1,https://s.glbimg.com/es/sde/f/2022/03/03/acc0c5c373b2459a4b3a99ca631b2775_FORMATO.png,0.0,29,0.0,Santos,,,,,,,,,,,,,,,,,,,,,
654,2.73,3,Vinícius Balieiro,277,6,Vinícius Balieiro Lourenço de Carvalho,110605,vinicius-balieiro,V. Balieiro,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png,0.0,29,0.23,Santos,,,,1.0,2.0,,,1.0,,4.0,,,,,,,,,,,
655,2.43,10,Gabriel Pirani,1371,6,Gabriel Cordeiro Pirani,110607,gabriel-pirani,G. Pirani,0.0,4,https://s.glbimg.com/es/sde/f/2022/06/14/d526d926c095a507d46bffb0eb46a9a2_FORMATO.png,0.0,29,1.81,Cuiabá,,,1.0,6.0,6.0,2.0,4.0,5.0,,23.0,,,,,,1.0,1.0,,,,
656,0.95,1,João Vitor ,294,6,João Vitor Moreira dos Santos,110623,joao-vitor,J. Vitor,0.0,5,https://s.glbimg.com/es/sde/f/2022/07/20/7bccf9ad74a80091d1b36d98ea99d7c4_FORMATO.png,0.0,29,0.5,Coritiba,,,,,,,,1.0,,,,,,,,,,,,,
657,1.0,0,Mateus,275,6,Mateus Oliveira Mendes,110624,mateus,Mateus,0.0,1,https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg,0.0,29,0.0,Palmeiras,,,,,,,,,,,,,,,,,,,,,
658,2.2,2,Luiz Filipe,290,5,Luiz Filipe dos Reis Silva,110632,luiz-filipe,L. Filipe,0.0,5,https://s.glbimg.com/es/sde/f/2022/04/04/4fbf3f540f0b2318baeb2e270960d418_FORMATO.png,0.0,29,1.2,Goiás,,,1.0,2.0,1.0,,,1.0,,2.0,,,,,,,,,1.0,,
659,1.0,0,Mycael,293,6,Mycael Pontes Moreira,110698,mycael,Mycael,0.0,1,https://s.glbimg.com/es/sde/f/2021/04/14/98c652f250d877eb7675405f476eed48_FORMATO.png,0.0,29,0.0,Athlético-PR,,,,,,,,,,,,,,,,,,,,,
660,1.0,0,Pedro Rangel,266,6,Pedro Felipe De Faria Rangel,110708,pedro-rangel,P. Rangel,0.0,1,https://s.glbimg.com/es/sde/f/2022/02/24/42afa9891ec69bb753c76f8d746939a9_FORMATO.png,0.0,29,0.0,Fluminense,,,,,,,,,,,,,,,,,,,,,
661,3.64,14,Andrés Hurtado,280,5,José Andrés Hurtado Cheme,110715,andres-hurtado,A. Hurtado,0.9,2,https://s.glbimg.com/es/sde/f/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,0.01,29,1.76,Bragantino,,2.0,1.0,8.0,5.0,1.0,1.0,4.0,1.0,53.0,2.0,,,,,,1.0,,,,
662,6.46,21,Rubens,282,7,Rubens Antônio Dias,110727,rubens,Rubens,1.8,4,https://s.glbimg.com/es/sde/f/2022/07/15/9989ff0866e098e75612215994b912fc_FORMATO.png,-0.06,29,3.98,Atlético-MG,,,3.0,57.0,24.0,5.0,12.0,15.0,,87.0,,,,,1.0,1.0,,,,,
663,2.57,6,John Kennedy,266,6,John Kennedy Batista de Souza,110759,john-kennedy,J. Kennedy,0.0,5,https://s.glbimg.com/es/sde/f/2021/08/19/b1b9b8fc3e7ba9cdea447bad10b25ded_FORMATO.png,0.0,29,0.55,Fluminense,,,3.0,1.0,5.0,3.0,4.0,1.0,,7.0,,,,,,,,,,,
664,1.0,0,Marcão,294,6,Marco Antônio Amorim de Oliveira Montes,110775,marcao,Marcão,0.0,1,https://s.glbimg.com/es/sde/f/2022/02/23/9af5466c91b9b05942f53c8d397eea94_FORMATO.png,0.0,29,0.0,Coritiba,,,,,,,,,,,,,,,,,,,,,
665,2.33,6,Kayque,263,6,Kayque Luiz Pereira,110962,kayque,Kayque,0.0,4,https://s.glbimg.com/es/sde/f/2022/02/21/3fbe1cef2d382595fb0c6dcbfd12c096_FORMATO.png,0.0,29,2.72,Botafogo,,,3.0,5.0,8.0,2.0,3.0,11.0,,25.0,,,,,,1.0,1.0,,,,
666,1.0,0,Breno,373,6,Breno Boeno,110988,breno,Breno,0.0,1,https://s.glbimg.com/es/sde/f/2021/04/20/f8adf8de4a79345e0b300d60c1ac6d67_FORMATO.png,0.0,29,0.0,Atlético-GO,,,,,,,,,,,,,,,,,,,,,
667,3.0,0,Samuel Granada,266,6,Samuel Salustiano de Jesus Silva,110994,samuel-granada,S. Granada,0.0,5,https://s.glbimg.com/es/sde/f/2022/04/05/020e09ce97d6353b30b115f5779603f3_FORMATO.png,0.0,29,0.0,Fluminense,,,,,,,,,,,,,,,,,,,,,
668,4.79,15,Pedrinho,293,7,Pedro Henrique Azevedo Pereira,110995,pedrinho,Pedrinho,4.6,2,https://s.glbimg.com/es/sde/f/2021/10/04/a4618559793af2d381a5aafe03c3616a_FORMATO.png,0.12,29,4.26,Athlético-PR,,2.0,3.0,23.0,15.0,,2.0,5.0,,99.0,8.0,,,,,,1.0,,,,
669,1.0,0,Robson,327,6,Robson Luiz dos Santos Nascimento,111172,robson,Robson,0.0,1,https://s.glbimg.com/es/sde/f/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png,0.0,29,0.0,América-MG,,,,,,,,,,,,,,,,,,,,,
670,2.32,2,Marcio Silva,294,6,Marcio Gleyson Leite da Silva,111204,marcio-silva,M. Silva,0.0,3,https://s.glbimg.com/es/sde/f/2022/02/23/0c18ff9c752df4675973a030dcc63c55_FORMATO.png,0.0,29,3.75,Coritiba,,,,1.0,,,,3.0,,2.0,1.0,,,,,,,,,,
671,1.0,0,Kelvi,286,5,Kelvi Chiesa Gomes,111332,kelvi,Kelvi,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/03/d27c52d692c0df1d01ecb1f7a298b40a_FORMATO.png,0.0,29,0.0,Juventude,,,,,,,,,,,,,,,,,,,,,
672,4.88,22,Sorriso,280,6,Marcos Vinicios Moura,111333,sorriso,Sorriso,-0.1,5,https://s.glbimg.com/es/sde/f/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png,0.02,29,2.0,Bragantino,,1.0,2.0,18.0,16.0,5.0,4.0,16.0,,93.0,,,,,,2.0,,,,,
673,1.15,3,Vitinho,314,6,Victor Júlio Alves de Paula,111402,vitinho,Vitinho,0.0,4,https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png,0.0,29,0.13,Avaí,,,,,,,,2.0,,6.0,,,,,,,,,,,
674,1.47,3,Felipe Augusto,264,6,Felipe Augusto da Silva,111408,felipe-augusto,F. Augusto,0.0,5,https://s.glbimg.com/es/sde/f/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png,0.0,29,0.27,Corinthians,,,,,4.0,,,4.0,,,,,,,,,,,,,
675,2.0,0,Igor,314,6,Igor da Silva Dutra,111413,igor,Igor,0.0,2,https://s.glbimg.com/es/sde/f/2022/02/23/e2415bc46c8e600866f7be1d673bee12_FORMATO.png,0.0,29,0.0,Avaí,,,,,,,,,,,,,,,,,,,,,
676,1.01,2,Biel,294,6,Luiz Gabriel de Oliveira Fonseca,111491,biel,Biel,0.0,4,https://s.glbimg.com/es/sde/f/2022/02/23/5b82464e99f850761874b4e2c46b1b14_FORMATO.png,0.0,29,1.6,Coritiba,,,,2.0,,,,3.0,,7.0,,,,,,,,,,,
677,2.0,0,David,354,6,Antônio David Souza Araújo,111546,david,David,0.0,4,https://s.glbimg.com/es/sde/f/2022/05/05/225815574b0c19408aa5038fe14b8eaa_FORMATO.png,0.0,29,0.0,Ceará,,,,,,,,,,,,,,,,,,,,,
678,7.24,19,António Oliveira,1371,7,António José Cardoso de Oliveira,111578,antonio-oliveira,A. Oliveira,1.92,6,https://s.glbimg.com/es/sde/f/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,-0.44,29,3.47,Cuiabá,,,,,,,,,,,,,,,,,,,,,
679,8.02,22,Adson,264,6,Adson Ferreira Soares,111682,adson,Adson,4.0,4,https://s.glbimg.com/es/sde/f/2022/04/27/cbe4b4882cf981a4fee80eeb935042c8_FORMATO.png,0.65,29,3.55,Corinthians,,,1.0,42.0,23.0,5.0,7.0,18.0,,87.0,,,,,,3.0,2.0,,,,
680,1.0,0,Anthoni,285,6,Anthoni Spier Souza,111683,anthoni,Anthoni,0.0,1,https://s.glbimg.com/es/sde/f/2022/04/02/d7662e4b332b33563f9ad8c3f24b42d2_FORMATO.png,0.0,29,0.0,Internacional,,,,,,,,,,,,,,,,,,,,,
681,1.75,4,Matheus Cadorini,294,6,Matheus Alfredo Cadorini da Silva,111688,matheus-cadorini,M. Cadorini,0.0,5,https://s.glbimg.com/es/sde/f/2022/08/12/765dd1479fd2906e4dfd2f4016ca724a_FORMATO.png,0.0,29,0.05,Coritiba,,,,1.0,3.0,2.0,,2.0,,5.0,,,,1.0,,,,,,,
682,1.0,0,Bruno,262,6,Bruno Guimarães de Souza,111689,bruno,Bruno,0.0,1,https://s.glbimg.com/es/sde/f/2021/04/26/74907e67d0b8f638b82487a83ed9b680_FORMATO.png,0.0,29,0.0,Flamengo,,,,,,,,,,,,,,,,,,,,,
683,2.0,0,Matheus Cunha,262,6,Matheus Cunha Queiroz,111690,matheus-cunha,M. Cunha,0.0,1,https://s.glbimg.com/es/sde/f/2022/03/04/fe08cea4d131b5eef265a908bb05548b_FORMATO.png,0.0,29,0.0,Flamengo,,,,,,,,,,,,,,,,,,,,,
684,1.22,2,Mateusão,262,6,Mateus Dias Lima,111694,mateusao,Mateusão,0.0,5,https://s.glbimg.com/es/sde/f/2022/07/15/3cbccbd4f17ed4b3db0ccbfd0f3940ce_FORMATO.png,0.0,29,1.2,Flamengo,,,,1.0,1.0,,,2.0,,5.0,,,,,,,,,1.0,,
685,3.32,4,Mezenga,263,6,Lucas de Souza Mombra Rosa,111713,mezenga,Mezenga,0.0,3,https://s.glbimg.com/es/sde/f/2022/02/21/e36f8b0c42d297654c276a39b86f6e39_FORMATO.png,0.0,29,3.8,Botafogo,,,1.0,12.0,4.0,1.0,,1.0,1.0,26.0,1.0,,,,,,1.0,,,,
686,2.11,1,Giovani,275,6,Giovani Henrique Amorim da Silva,111759,giovani,Giovani,0.0,5,https://s.glbimg.com/es/sde/f/2021/05/12/23eb0da8dd7617e2a4b7f8fcec2a625e_FORMATO.jpeg,0.0,29,0.2,Palmeiras,,,,,,,,1.0,,3.0,,,,,,,,,,,
687,1.4,4,Fabinho,275,5,Fábio Silva de Freitas,111760,fabinho,Fabinho,0.0,4,https://s.glbimg.com/es/sde/f/2021/05/08/2ef9b9ce1e0f6cdb6db5c4e19367f01f_FORMATO.png,0.0,29,0.78,Palmeiras,,,1.0,4.0,4.0,,1.0,,,3.0,,,,,,,,,,,
688,2.0,0,Henrique Halls,280,6,Henrique Halls Rocha da Silva,111791,henrique-halls,H. Halls,0.0,3,https://s.glbimg.com/es/sde/f/2022/04/07/1002037b68cbfda80e62c668391f6be7_FORMATO.png,0.0,29,0.0,Bragantino,,,,,,,,,,,,,,,,,,,,,
689,1.0,0,Marcelinho,266,6,Marcelo Francine de Castro Feliciano,111798,marcelinho,Marcelinho,0.0,5,,0.0,29,0.0,Fluminense,,,,,,,,,,,,,,,,,,,,,
690,1.0,0,Ewerton,263,6,Ewerton Vinicios Santana Porto,111806,ewerton,Ewerton,0.0,3,https://s.glbimg.com/es/sde/f/2022/03/21/fb5a3b78b8d0b4fc3f242bedfc3973fd_FORMATO.png,0.0,29,0.0,Botafogo,,,,,,,,,,,,,,,,,,,,,
691,1.82,6,Ricardinho,373,6,Ricardo Viana Filho,111813,ricardinho,Ricardinho,0.0,5,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/08/24/photo_FORMATO.png,0.0,29,0.32,Atlético-GO,,,2.0,,4.0,2.0,3.0,3.0,,10.0,,,,,,,2.0,,,,
692,3.73,21,Matheus Martins,266,7,Matheus Martins Silva dos Santos,111831,matheus-martins,M. Martins,1.1,5,https://s.glbimg.com/es/sde/f/2022/04/20/f6b7d6073f1d67e5e9263e986f470c8b_FORMATO.png,-0.06,29,3.4,Fluminense,,2.0,1.0,21.0,15.0,5.0,16.0,34.0,,101.0,,,,,,2.0,8.0,,1.0,,
693,1.0,0,Gustavo Ramalho,266,6,Gustavo Ramalho Bremer Pinto,111837,gustavo-ramalho,G. Ramalho,0.0,1,https://s.glbimg.com/es/sde/f/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,0.0,29,0.0,Fluminense,,,,,,,,,,,,,,,,,,,,,
694,1.0,0,Marcos Pedro,266,6,Marcos Pedro Braga Maciel,111840,marcos-pedro,M. Pedro,0.0,2,https://s.sde.globo.com/media/person_role/2021/03/15/cb04114b1d5bc74ee6571199d27144a8_220x220.png,0.0,29,0.0,Fluminense,,,,,,,,,,,,,,,,,,,,,
695,2.73,1,Guilherme Biro,264,6,Guilherme Sucigan Mafra Cunha,111891,guilherme-biro,G. Biro,0.0,4,https://s.glbimg.com/es/sde/f/2021/05/24/866cbcde80dc4cd9acca0a859f191aef_FORMATO.png,0.0,29,3.6,Corinthians,,,1.0,3.0,1.0,1.0,,1.0,,4.0,,,,,,,,,,,
