,atletas.preco_num,atletas.jogos_num,atletas.apelido,atletas.clube_id,atletas.status_id,atletas.nome,atletas.atleta_id,atletas.slug,atletas.apelido_abreviado,atletas.pontos_num,atletas.posicao_id,atletas.foto,atletas.variacao_num,atletas.rodada_id,atletas.media_num,atletas.clube.id.full.name,atletas.minimo_para_valorizar,A,CA,DS,FC,FD,FF,FS,PC,PI,SG,DE,GS,CV,FT,G,I,PP,PS,DP,GC
195,3.18,18,Danilo Barcelos,290,6,Danilo Carvalho Barcelos,84382,danilo-barcelos,D. Barcelos,0.0,2,https://s.glbimg.com/es/sde/f/2022/04/05/07d7f2dc608c0833bf6c29c75cb93a43_FORMATO.png,0.0,29,1.51,Goiás,,1.0,6.0,18.0,27.0,,4.0,9.0,,128.0,4.0,,,,,,1.0,,,,
196,5.02,14,Fernando Sobral,354,6,Fernando Pereira do Nascimento,84428,fernando-sobral,F. Sobral,-2.1,4,https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png,-0.81,29,1.25,Ceará,,,2.0,9.0,7.0,3.0,4.0,10.0,,41.0,,,,,1.0,,,,,,
197,3.39,17,Romarinho,356,6,José Romário Silva de Souza,84523,romarinho,Romarinho,0.8,5,https://s.glbimg.com/es/sde/f/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,-0.2,29,2.54,Fortaleza,,1.0,2.0,10.0,13.0,2.0,15.0,23.0,,67.0,,,,1.0,,2.0,2.0,,,,
198,9.37,25,Lucas Evangelista,280,7,Lucas Evangelista Santana de Oliveira,84674,lucas-evangelista,L. Evangelista,0.4,4,https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,-0.26,29,3.39,Bragantino,,1.0,1.0,35.0,28.0,7.0,17.0,44.0,,117.0,,,,,1.0,2.0,2.0,1.0,,,
199,5.8,2,Varela,262,6,Guillermo Varela Olivera,84816,varela,Varela,1.2,2,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_NRQp1lu.png,-0.59,29,1.3,Flamengo,,,,2.0,,,,1.0,,3.0,,,,,,,,,,,
200,6.54,22,Robson,356,7,Robson dos Santos Fernandes,84817,robson,Robson,0.3,5,https://s.glbimg.com/es/sde/f/2022/05/12/b000ff4ab3334924aefc7d073b85809e_FORMATO.png,-0.11,29,3.55,Fortaleza,,3.0,6.0,15.0,38.0,10.0,15.0,30.0,,72.0,,,,,1.0,4.0,15.0,1.0,1.0,,
201,2.78,4,Fabrício Baiano,356,6,Fabrício Santos de Jesus,84993,fabricio-baiano,F. Baiano,0.0,4,https://s.glbimg.com/es/sde/f/2022/07/16/89176758f659f2237119a0bced3a49fb_FORMATO.png,0.0,29,0.47,Fortaleza,,,,2.0,1.0,,,1.0,,7.0,,,,,,,,,,,
202,7.0,0,Marcos Felipe,266,6,Marcos Felipe de Freitas Monteiro,85004,marcos-felipe,M. Felipe,0.0,1,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,0.0,29,0.0,Fluminense,,,,,,,,,,,,,,,,,,,,,
203,4.0,0,Vinicius Silvestre,275,6,Vinicius Silvestre da Costa,85083,vinicius-silvestre,V. Silvestre,0.0,1,https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,0.0,29,0.0,Palmeiras,,,,,,,,,,,,,,,,,,,,,
204,4.87,16,Cantillo,264,6,Víctor Danilo Cantillo Jiménez,85315,cantillo,Cantillo,0.0,4,https://s.sde.globo.com/media/person_role/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png,0.0,29,1.98,Corinthians,,,1.0,26.0,10.0,,1.0,20.0,,62.0,,,,,,,,,,,
205,5.72,24,Valdívia,1371,6,Wanderson Ferreira de Oliveira,85423,valdivia,Valdívia,2.1,4,https://s.glbimg.com/es/sde/f/2022/02/23/ec8d7f67b026fc679f8ac3b10514eefd_FORMATO.png,0.2,29,2.37,Cuiabá,,,3.0,20.0,15.0,9.0,11.0,26.0,,113.0,,,,,1.0,2.0,2.0,,,,
206,13.07,27,João Paulo,277,7,João Paulo Silva Martins,85425,joao-paulo,J. Paulo,1.0,1,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,-0.95,29,4.49,Santos,,,4.0,1.0,,,,5.0,,,9.0,101.0,25.0,,,,,,,,
207,5.99,6,Alex Santana,293,7,Alex Paulo Menezes Santana,85465,alex-santana,A. Santana,0.0,4,https://s.glbimg.com/es/sde/f/2022/07/29/9bcc147b812ef5698e82fee8e3a18b98_FORMATO.png,0.0,29,2.85,Athlético-PR,,,3.0,12.0,8.0,2.0,4.0,8.0,,14.0,,,,,,,1.0,,,,
208,5.28,19,Léo,276,7,Leonardo Pinheiro da Conceição,85626,leo,Léo,0.0,3,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,0.0,29,1.84,São Paulo,,,3.0,17.0,17.0,,4.0,9.0,,98.0,5.0,,,,,,,,,,
209,6.93,19,Hyoran,280,7,Hyoran Kaue Dalmoro,85931,hyoran,Hyoran,0.0,4,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png,-0.28,29,3.54,Bragantino,,2.0,1.0,16.0,11.0,10.0,15.0,10.0,,105.0,,,,,,3.0,,,,,
210,4.04,8,Gustavo Sauer,263,6,Gustavo Affonso Sauerbeck,85993,gustavo-sauer,G. Sauer,0.8,5,https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png,-0.18,29,1.21,Botafogo,,,,6.0,4.0,3.0,1.0,3.0,,22.0,,,,,,,,,,,
211,2.72,4,Diego,354,7,Diego Rigonato Rodrigues,86029,diego,Diego,2.7,4,https://s.glbimg.com/es/sde/f/2022/06/23/a9b4d32f7d6d9e4fc96279399e6ab904_FORMATO.png,0.21,29,1.78,Ceará,,,,3.0,1.0,2.0,,5.0,,11.0,,,,,,,,,,,
212,2.06,19,Wanderson,373,7,Wanderson Santos Pereira,86143,wanderson,Wanderson,-0.7,3,https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png,-0.25,29,0.68,Atlético-GO,,,1.0,7.0,13.0,,3.0,4.0,,50.0,2.0,,,,,,,,,,
213,6.53,8,Natanael,314,7,Natanael Batista Pimenta,86264,natanael,Natanael,0.6,2,https://s.glbimg.com/es/sde/f/2022/07/18/04d6865853a44f1a0a32d6f5ce32e9fe_FORMATO.png,-1.08,29,4.85,Avaí,,3.0,,10.0,9.0,4.0,6.0,7.0,,63.0,1.0,,,,1.0,,3.0,,,,
214,7.77,19,Alê,327,7,Alexandre Egea,86388,ale,Alê,0.5,4,https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,-0.8,29,2.96,América-MG,,1.0,,33.0,31.0,3.0,5.0,33.0,,83.0,,,,1.0,,1.0,,,,,
215,4.47,16,Victor Luis,354,7,Victor Luis Chuab Zamblauskas,86410,victor-luis,V. Luis,-0.9,2,https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png,-0.76,29,1.77,Ceará,,,1.0,16.0,13.0,2.0,4.0,12.0,,76.0,2.0,,,,,,,,,,
216,2.77,2,Pablo Dyego,314,6,Pablo Dyego da Silva Rosa,86444,pablo-dyego,P. Dyego,0.0,5,https://s.sde.globo.com/media/person_role/2022/08/16/aa71716a1e7b6d5f4f466762f82871f8_FORMATO.png,0.0,29,0.65,Avaí,,,,1.0,2.0,,,2.0,,3.0,,,,,,,,,,,
217,7.27,19,Keno,282,3,Marcos da Silva França,86485,keno,Keno,1.3,5,https://s.glbimg.com/es/sde/f/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png,-0.62,29,3.59,Atlético-MG,,1.0,3.0,25.0,11.0,7.0,20.0,18.0,,124.0,,,,,1.0,2.0,3.0,,,,
218,6.39,19,Jandrei,276,6,Jandrei Chitolina Carniel,86508,jandrei,Jandrei,0.0,1,https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,0.0,29,2.6,São Paulo,,,,,,,,3.0,,,4.0,47.0,19.0,,,,,,,,
219,3.13,21,Richardson,354,7,Richardson Fernandes dos Santos,86536,richardson,Richardson,0.0,4,https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png,0.0,29,1.75,Ceará,,,8.0,45.0,43.0,,3.0,22.0,1.0,59.0,,,,1.0,,,,,,,
220,3.4,18,Arthur Henrique,373,7,Arthur Henrique Peixoto Santos,86629,arthur-henrique,A. Henrique,2.0,2,https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png,-0.17,29,1.57,Atlético-GO,,,,27.0,9.0,,,8.0,,75.0,1.0,,,1.0,,,,,,,
221,2.68,25,Rodrigo Soares,286,6,Rodrigo Alves Soares,86675,rodrigo-soares,R. Soares,0.7,2,https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png,0.23,29,1.87,Juventude,,1.0,3.0,29.0,20.0,2.0,4.0,3.0,,191.0,4.0,,,,,1.0,,,,,
222,3.82,21,Tchê Tchê,263,7,Danilo das Neves Pinheiro,86686,tche-tche,T. Tchê,-0.4,4,https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png,0.03,29,1.35,Botafogo,,,2.0,21.0,28.0,3.0,6.0,28.0,,87.0,,,,,,,,,,,
223,4.84,23,Richard Coelho,354,3,Richard Cândido Coelho,86711,richard-coelho,R. Coelho,0.7,4,https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png,-0.55,29,2.1,Ceará,,1.0,8.0,46.0,43.0,5.0,5.0,26.0,,108.0,,,,1.0,,,2.0,,,,
224,11.94,11,Everton,262,6,Everton Sousa Soares,86757,everton,Everton,5.9,5,https://s.glbimg.com/es/sde/f/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png,0.4,29,3.51,Flamengo,,3.0,,9.0,7.0,7.0,10.0,10.0,,65.0,,,,1.0,1.0,,,,,,
225,5.11,5,Luan,277,7,Luan Guilherme de Jesus Vieira,86759,luan,Luan,2.2,4,https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png,-1.02,29,4.52,Santos,,1.0,,3.0,2.0,1.0,3.0,8.0,,10.0,,,,,,1.0,,,,,
226,4.7,6,Sidcley,1371,6,Sidcley Ferreira Pereira,86764,sidcley,Sidcley,-0.1,2,https://s.glbimg.com/es/sde/f/2022/08/04/f1b96cd2e1a5c62c2aec694945991675_FORMATO.png,-1.51,29,3.02,Cuiabá,,,,5.0,,,1.0,2.0,,27.0,1.0,,,,,1.0,,,,,
227,3.98,3,Danilo Barbosa,263,5,Danilo Barbosa da Silva,86777,danilo-barbosa,D. Barbosa,0.0,4,https://s.glbimg.com/es/sde/f/2022/08/12/7d590ab4c6d70f44e3ca55f066cacbb7_FORMATO.png,0.0,29,0.5,Botafogo,,,1.0,2.0,4.0,1.0,,2.0,,9.0,,,,,,,,,,,
228,3.66,6,Boschilia,294,2,Gabriel Boschilia,86841,boschilia,Boschilia,0.0,4,https://s.glbimg.com/es/sde/f/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,0.0,29,1.77,Coritiba,,1.0,1.0,4.0,3.0,,3.0,4.0,,17.0,,,,,,,,,,,
229,5.07,18,José Welison,356,7,José Welison da Silva,86859,jose-welison,J. Welison,1.0,4,https://s.glbimg.com/es/sde/f/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,-0.77,29,2.95,Fortaleza,,,3.0,37.0,23.0,2.0,11.0,11.0,,90.0,,,,,1.0,1.0,,,,,
230,5.54,22,Marlon,327,6,Marlon Matheus Lopes do Nascimento,86864,marlon,Marlon,1.2,2,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,0.12,29,4.45,América-MG,,1.0,5.0,54.0,30.0,4.0,14.0,23.0,,176.0,7.0,,,1.0,,,,,,,
231,10.16,25,Eduardo Bauermann,277,7,Eduardo Gabriel dos Santos Bauermann,86970,eduardo-bauermann,E. Bauermann,5.3,3,https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png,-0.48,29,4.12,Santos,,1.0,5.0,33.0,9.0,4.0,6.0,20.0,,79.0,10.0,,,,1.0,,1.0,,1.0,,
232,4.0,0,Emerson Santos,373,5,Emerson Raymundo Santos,86972,emerson-santos,E. Santos,0.0,3,https://s.glbimg.com/es/sde/f/2022/07/28/5ddfe529ef61fe54a0aa6410f1a57699_FORMATO.png,0.0,29,0.0,Atlético-GO,,,,,,,,,,,,,,,,,,,,,
233,5.38,16,Nathan,266,6,Nathan Allan de Souza,87009,nathan,Nathan,0.0,4,https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png,0.0,29,2.85,Fluminense,,2.0,2.0,10.0,8.0,6.0,10.0,8.0,,70.0,,,,,,2.0,1.0,,,,
234,5.51,11,Matheus Peixoto,354,5,Matheus Vieira Campos Peixoto,87098,matheus-peixoto,M. Peixoto,0.0,5,https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png,0.0,29,1.48,Ceará,,1.0,,5.0,6.0,4.0,3.0,6.0,,28.0,,,,,,,3.0,,,,
235,7.29,21,Pedro Henrique,293,3,Pedro Henrique Ribeiro Gonçalves,87225,pedro-henrique,P. Henrique,-1.0,3,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,-0.45,29,4.0,Athlético-PR,,,6.0,47.0,16.0,4.0,1.0,20.0,,119.0,7.0,,,,,,,,,,
236,12.12,18,Guilherme Arana,282,5,Guilherme Antonio Arana Lopes,87228,guilherme-arana,G. Arana,0.0,2,https://s.sde.globo.com/media/person_role/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png,0.0,29,4.23,Atlético-MG,,2.0,4.0,22.0,25.0,4.0,16.0,13.0,1.0,147.0,8.0,,,,1.0,,1.0,,,,
237,6.28,12,Guillermo Santos,294,7,Guillermo Gabriel de los Santos Viana - Daniel,87238,guillermo-santos,G. Santos,0.0,3,https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png,0.0,29,4.14,Coritiba,,1.0,2.0,22.0,4.0,3.0,1.0,6.0,,59.0,4.0,,,,,,,,,,
238,8.38,25,Carlos de Pena,285,7,Carlos María de Pena Bonino,87242,carlos-de-pena,C. Pena,14.7,5,https://s.glbimg.com/es/sde/f/2022/04/02/d2010e9182e074fe4a26c1c6d39304dc_FORMATO.png,1.87,29,4.18,Internacional,,5.0,6.0,41.0,19.0,13.0,19.0,15.0,,274.0,,,,,1.0,4.0,,1.0,,,
239,8.58,6,Soteldo,277,7,Yeferson Julio Soteldo Martínez,87258,soteldo,Soteldo,0.2,5,https://s.sde.globo.com/media/person_role/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png,-0.67,29,1.97,Santos,,1.0,1.0,2.0,3.0,3.0,5.0,11.0,,67.0,,,,,,,1.0,,,,
240,3.34,14,Willian Maranhão,373,7,Willian Marlon Ferreira Moraes,87262,willian-maranhao,W. Maranhão,-0.4,4,https://s.glbimg.com/es/sde/f/2022/07/22/3d441c6c216df311f638855e5ae9f952_FORMATO.png,-0.32,29,1.15,Atlético-GO,,,4.0,18.0,14.0,,5.0,6.0,,41.0,,,,,,,1.0,,,,
241,3.9,22,Messias,354,6,Messias Rodrigues da Silva Júnior,87402,messias,Messias,0.0,3,https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png,0.0,29,1.58,Ceará,,,4.0,12.0,18.0,3.0,4.0,7.0,1.0,75.0,5.0,,,,1.0,,,,,,
242,4.05,16,Vitor Bueno,293,6,Vitor Frezarin Bueno,87552,vitor-bueno,V. Bueno,0.0,4,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,0.0,29,2.98,Athlético-PR,,1.0,2.0,11.0,9.0,2.0,10.0,15.0,,78.0,,,,,,3.0,1.0,,,,
243,3.71,2,Anderson Leite,286,5,Anderson Leite Moraes,87691,anderson-leite,A. Leite,0.0,4,https://s.glbimg.com/es/sde/f/2022/07/29/30173d69a7048132aa419f0efded3f32_FORMATO.png,0.0,29,1.95,Juventude,,,,4.0,3.0,,,1.0,,5.0,,,,,,,,,,,
244,5.24,14,Yago Felipe,266,6,Yago Felipe da Costa Rocha,87747,yago-felipe,Y. Felipe,0.0,4,https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png,0.0,29,1.64,Fluminense,,,2.0,16.0,11.0,2.0,4.0,21.0,,69.0,,,,,,,1.0,,,,
245,2.33,13,Philipe Sampaio,263,6,Philipe Sampaio Azevedo,87808,philipe-sampaio,P. Sampaio,0.0,3,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png,0.0,29,1.16,Botafogo,,,2.0,12.0,17.0,,1.0,7.0,1.0,44.0,3.0,,,2.0,,,1.0,,,,
246,4.72,7,Pineida,266,6,Mario Alberto Pineida Martínez,87838,pineida,Pineida,0.0,2,https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png,0.0,29,2.74,Fluminense,,,,,6.0,,1.0,6.0,,28.0,4.0,,,,,,,,,,
247,18.08,21,Arrascaeta,262,7,Giorgian Daniel de Arrascaeta Benedetti,87863,arrascaeta,Arrascaeta,9.2,4,https://s.sde.globo.com/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,-0.17,29,6.41,Flamengo,,9.0,1.0,33.0,9.0,12.0,19.0,40.0,,187.0,,,,,2.0,2.0,2.0,,1.0,,
248,10.31,8,Balbuena,264,6,Fabián Cornelio Balbuena González,87887,balbuena,Balbuena,6.2,3,https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png,0.08,29,5.32,Corinthians,,,1.0,14.0,5.0,,2.0,3.0,1.0,48.0,3.0,,,,,2.0,,,,,
249,3.19,11,Matheus Vargas,356,6,Matheus de Vargas,87929,matheus-vargas,M. Vargas,0.0,4,https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png,0.0,29,1.01,Fortaleza,,,2.0,4.0,11.0,4.0,7.0,11.0,,40.0,,,,,,,3.0,,,,
250,12.84,26,Gustavo Scarpa,275,7,Gustavo Henrique Furtado Scarpa,87999,gustavo-scarpa,G. Scarpa,8.1,4,https://s.sde.globo.com/media/person_role/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,0.61,29,6.23,Palmeiras,,10.0,,15.0,8.0,24.0,32.0,56.0,,314.0,,,,,2.0,5.0,9.0,,,,
251,4.88,19,Alan Empereur,1371,6,Alan Pereira Empereur,88033,alan-empereur,A. Empereur,2.2,3,https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,0.13,29,1.38,Cuiabá,,,4.0,14.0,14.0,,,19.0,,87.0,4.0,,,1.0,,,1.0,,,,
252,9.13,29,Luís Castro,263,7,Luís Manuel Ribeiro de Castro,88037,luis-castro,L. Castro,2.2,6,https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,-0.39,29,4.12,Botafogo,,,,,,,,,,,,,,,,,,,,,
253,3.61,8,Jorge,275,6,Jorge Marco de Oliveira Moraes,88065,jorge,Jorge,0.0,2,https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png,0.0,29,4.06,Palmeiras,,,1.0,9.0,4.0,,2.0,9.0,,42.0,5.0,,,,,,,,,,1.0
254,3.94,14,Ramon Menezes,373,5,Ramon Menezes Roma,88087,ramon-menezes,R. Menezes,0.0,3,https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png,0.0,29,1.48,Atlético-GO,,,2.0,9.0,10.0,3.0,2.0,,,33.0,2.0,,,,1.0,,,,,,
255,2.75,11,Daniel Guedes ,1371,7,Daniel Guedes da Silva,88225,daniel-guedes,D. Guedes,-1.1,2,https://s.glbimg.com/es/sde/f/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png,-0.9,29,2.78,Cuiabá,,4.0,3.0,12.0,11.0,,2.0,4.0,,107.0,2.0,,,,,,3.0,,,,
256,11.89,23,Junior Alonso,282,7,Junior Osmar Ignacio Alonso Mujica,88312,junior-alonso,J. Alonso,5.5,3,https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,0.76,29,3.35,Atlético-MG,,2.0,3.0,22.0,12.0,,5.0,4.0,1.0,109.0,10.0,,,,1.0,,,,,,
257,8.92,23,Ayrton Lucas,262,6,Ayrton Lucas Dantas de Medeiros,88393,ayrton-lucas,A. Lucas,7.5,2,https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png,1.09,29,5.23,Flamengo,,4.0,3.0,44.0,33.0,5.0,4.0,37.0,,184.0,7.0,,,,,2.0,,,,,
258,6.39,1,Eduardo Souza,373,7,Eduardo do Nascimento Souza,88406,eduardo-souza,E. Souza,3.48,6,https://s.sde.globo.com/media/person_role/2021/05/18/3eff8b36039d819b6583407b9c2b8823_FORMATO.png,-0.04,29,3.48,Atlético-GO,,,,,,,,,,,,,,,,,,,,,
259,8.89,23,Aderlan,280,7,Aderlan de Lima Silva,88423,aderlan,Aderlan,7.0,2,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,0.21,29,3.68,Bragantino,,2.0,5.0,61.0,55.0,1.0,6.0,12.0,,237.0,7.0,,,,,,2.0,,,,
260,2.83,9,Marlon,286,5,Marlon Adriano Prezotti,88427,marlon,Marlon,0.0,4,https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png,0.0,29,0.84,Juventude,,,1.0,10.0,13.0,,,6.0,,25.0,,,,,,,,,,,
261,2.6,5,Auro,277,6,Auro Álvaro da Cruz Júnior,88540,auro,Auro,-0.1,2,https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png,-0.45,29,1.36,Santos,,,2.0,5.0,6.0,,1.0,1.0,,17.0,1.0,,,,,,,,,,
262,2.0,0,Buiú,354,6,Marcos Ytalo Benício da Silva,88544,buiu,Buiú,0.0,2,https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png,0.0,29,0.0,Ceará,,,,,,,,,,,,,,,,,,,,,
263,2.53,17,Lucas Crispim,356,6,Lucas de Figueiredo Crispim,88597,lucas-crispim,L. Crispim,0.0,4,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,0.0,29,0.97,Fortaleza,,1.0,4.0,12.0,12.0,,3.0,11.0,,113.0,,,,,,1.0,1.0,,,,
264,5.03,2,Luan Polli,356,6,Luan Polli Gomes,88916,luan-polli,L. Polli,0.0,1,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,0.0,29,2.25,Fortaleza,,,,,,,,1.0,,,,9.0,5.0,,,,,,,,
265,3.9,18,Jean,286,6,Jean Carlos de Souza Irmer,89150,jean,Jean,-0.1,4,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,-0.09,29,2.59,Juventude,,,3.0,36.0,17.0,5.0,8.0,11.0,,63.0,,,,,,,1.0,,,,
266,6.73,17,Iago Maidana,327,7,Iago Justen Maidana Martins,89226,iago-maidana,I. Maidana,0.0,3,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,0.0,29,3.27,América-MG,,,3.0,9.0,19.0,,2.0,2.0,,50.0,7.0,,,1.0,,3.0,,,,,
267,3.42,25,Matheus Sales,290,7,Matheus de Sales Cabral,89285,matheus-sales,M. Sales,1.0,4,https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png,-0.41,29,1.42,Goiás,,,5.0,33.0,19.0,2.0,7.0,11.0,1.0,61.0,,,,,,,,,,,
268,3.99,14,Bryan Angulo,277,6,Brayan Dennis Angulo Tenorio,89435,bryan-angulo,B. Angulo,0.0,5,https://s.glbimg.com/es/sde/f/2022/04/02/e926d395a2b2a6225aa44474e5fa8e26_FORMATO.png,0.0,29,2.42,Santos,,1.0,,5.0,1.0,2.0,2.0,6.0,,25.0,,,,,1.0,2.0,4.0,,,,
269,7.5,7,Igor Rabello,282,5,Igor Rabello da Costa,89493,igor-rabello,I. Rabello,0.0,3,https://s.glbimg.com/es/sde/f/2022/07/15/2609f439079631b8b5b1affd471b8813_FORMATO.png,0.0,29,6.65,Atlético-MG,,1.0,1.0,20.0,7.0,1.0,2.0,3.0,,16.0,2.0,,,,,1.0,,,,,
270,4.43,21,Thiago Maia,262,7,Thiago Maia Alencar,89637,thiago-maia,T. Maia,0.8,4,https://s.glbimg.com/es/sde/f/2022/04/25/5ffefa1d5a1967debcc7f42bdaacdd9e_FORMATO.png,-0.41,29,1.78,Flamengo,,,4.0,38.0,23.0,3.0,3.0,5.0,,57.0,,,,,,,,,,,
271,9.99,9,Cristiano,266,6,Cristiano da Silva Leite,89668,cristiano,Cristiano,0.0,2,https://s.sde.globo.com/media/person_role/2022/04/20/9d80cf4bd9412d6ee60e6c21830ece85_FORMATO.png,0.0,29,5.07,Fluminense,,1.0,,15.0,6.0,4.0,2.0,8.0,,59.0,4.0,,,,,,,,,,
272,2.05,9,Iury Castilho,354,6,Iury Lirio Freitas de Castilho,89695,iury-castilho,I. Castilho,0.0,5,https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png,0.0,29,2.31,Ceará,,1.0,3.0,7.0,10.0,3.0,1.0,20.0,,25.0,,,,,,,5.0,,1.0,,
273,2.75,7,Rômulo ,314,6,Rômulo dos Santos de Souza,89696,romulo,Rômulo ,0.0,5,https://s.glbimg.com/es/sde/f/2022/02/24/474334d9aac64c11c2e9ba0bfa9b0931_FORMATO.png,0.0,29,1.07,Avaí,,,,3.0,2.0,2.0,2.0,4.0,,15.0,,,,,,,,,,,
