,atletas.clube.id.full.name,atletas.status_id,atletas.foto,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.jogos_num,atletas.media_num,atletas.preco_num,atletas.apelido_abreviado,atletas.apelido,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.variacao_num,atletas.pontos_num,atletas.nome,atletas.clube_id,DE,DS,FS,GS,SG,A,CA,FC,FD,FF,GC,PI,FT,G,I,CV,PP,PC,PS,DP
65,Atlético-MG,7,https://s.glbimg.com/es/sde/f/2022/07/15/609e318b14a5b18020808dc34efd5bfa_FORMATO.png,2,dodo,68727,2,3.0,5.4,Dodô,Dodô,5.8,27,0.0,0.0,José Rodolfo Pires Ribeiro,282,,4.0,1.0,,,,,,1.0,,,5.0,,,,,,,,
66,Santos,2,https://s.glbimg.com/es/sde/f/2022/03/03/44a5a0d1669b56e3bc607727595c4751_FORMATO.png,4,camacho,68770,16,1.75,4.31,Camacho,Camacho,4.8,27,0.82,4.8,Guilherme de Aguiar Camacho,277,,33.0,5.0,,,,5.0,23.0,1.0,,,35.0,,,,,,,,
67,América-MG,7,https://s.glbimg.com/es/sde/f/2022/02/25/f952435e80bcd6628e6480a7ad0ed047_FORMATO.png,5,henrique-almeida,68773,20,2.74,3.74,H. Almeida,Henrique Almeida,0.97,27,0.13,0.3,Henrique Almeida Caixeta Nascentes,327,,13.0,7.0,,,,5.0,26.0,12.0,12.0,,55.0,1.0,4.0,10.0,,1.0,,,
68,Ceará,3,https://s.glbimg.com/es/sde/f/2022/02/22/7fc46375115ce0f0e27a2498bc10c3a2_FORMATO.png,2,nino-paraiba,68808,22,2.83,6.74,N. Paraíba,Nino Paraíba,5.49,27,-0.16,5.0,Severino do Ramo Clementino da Silva,354,,38.0,23.0,,5.0,1.0,9.0,23.0,,3.0,,192.0,,1.0,1.0,,,,,
69,Juventude,6,https://s.glbimg.com/es/sde/f/2022/03/03/84da02cce1e593cb658cfcf2deef669d_FORMATO.png,3,paulo-miranda,68817,13,0.61,1.41,P. Miranda,Paulo Miranda,-3.55,27,-0.63,-4.6,Jonathan Doin,286,,12.0,5.0,,1.0,,4.0,12.0,2.0,2.0,1.0,45.0,,,,,,3.0,,
70,Juventude,6,https://s.glbimg.com/es/sde/f/2022/08/04/0bc83ac31c543274a27ef12ac1aae92c_FORMATO.png,3,renato-chaves,68827,2,1.45,3.2,R. Chaves,Renato Chaves,0.06,27,0.0,0.0,Renato de Araújo Chaves Júnior,286,,1.0,,,,,,1.0,2.0,,,4.0,,,,,,,,
71,Palmeiras,7,https://s.glbimg.com/es/sde/f/2022/02/21/bd515cd514deb5197bb2faa8a721c8f7_FORMATO.png,1,marcelo-lomba,68872,2,9.25,6.57,M. Lomba,Marcelo Lomba,1.1,27,0.0,0.0,Marcelo Lomba do Nascimento,275,9.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,
72,Goiás,5,https://s.glbimg.com/es/sde/f/2022/03/10/4b5dcfbcabc53f525f565f57f8050ed7_FORMATO.png,5,vinicius,68917,17,2.22,4.15,Vinicius,Vinicius,0.82,27,0.0,0.0,Vinicius Santos Silva,290,,18.0,12.0,,,3.0,1.0,12.0,4.0,9.0,,116.0,,,5.0,,,,,
73,Palmeiras,7,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/21/f77c90a60a3c8354d3235d1b61be9208_FORMATO.png,5,dudu,68920,26,4.61,12.11,Dudu,Dudu,4.29,27,-0.14,2.3,Eduardo Pereira Rodrigues,275,,19.0,46.0,,,5.0,1.0,9.0,14.0,17.0,,182.0,3.0,4.0,4.0,,,,,
74,Corinthians,7,https://s.glbimg.com/es/sde/f/2022/04/27/14ec5e5e1aa438191eb6e95781e175fb_FORMATO.png,3,gil,68923,16,4.38,7.45,Gil,Gil,2.1,27,0.0,0.0,Carlos Gilberto do Nascimento Silva,264,,26.0,6.0,,7.0,1.0,2.0,6.0,5.0,1.0,,59.0,,,2.0,,,1.0,,
75,Atlético-MG,6,https://s.glbimg.com/es/sde/f/2022/07/15/5f41e2711750955ef1b92db4d8efe3ae_FORMATO.png,1,rafael,68928,0,0.0,5.0,Rafael,Rafael,4.51,27,0.0,0.0,Rafael Pires Monteiro,282,,,,,,,,,,,,,,,,,,,,
76,Coritiba,7,https://s.glbimg.com/es/sde/f/2022/02/23/26b6a7aa27f2be0fabc25b57132d892c_FORMATO.png,3,luciano-castan,68942,24,2.69,6.17,L. Castán,Luciano Castán,2.24,27,-1.19,1.2,Luciano Castán da Silva,294,,37.0,16.0,,5.0,,4.0,18.0,,6.0,,133.0,,1.0,1.0,1.0,,,,
77,Flamengo,3,https://s.glbimg.com/es/sde/f/2022/04/25/b4786e494c8f4852f2ae91d6e0c57b2e_FORMATO.png,5,marinho,68952,16,4.9,6.61,Marinho,Marinho,-1.41,27,-1.28,-3.3,Mário Sérgio Santos Costa,262,,14.0,40.0,,,4.0,4.0,16.0,6.0,15.0,,70.0,1.0,2.0,,1.0,,,1.0,
78,Goiás,7,https://s.glbimg.com/es/sde/f/2022/08/16/2fed32d21211f94e86843a534478ff9b_FORMATO.png,4,marquinhos-gabriel,68954,4,5.82,7.36,M. Gabriel,Marquinhos Gabriel,1.81,27,-0.55,0.4,Marcos Gabriel do Nascimento,290,,5.0,8.0,,,1.0,1.0,3.0,3.0,,,13.0,,1.0,1.0,,,,,
79,Fortaleza,7,https://s.glbimg.com/es/sde/f/2022/07/16/d91654c9e126e6f3f17fd09b816eedf5_FORMATO.png,4,lucas-sasha,68991,10,4.77,5.52,L. Sasha,Lucas Sasha,0.36,27,-1.54,-0.8,Lucas Pacheco Affini,356,,37.0,11.0,,,,2.0,11.0,4.0,3.0,,41.0,,,,,,,,
80,Cuiabá,7,https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png,1,joao-carlos,69010,4,0.75,2.72,J. Carlos,João Carlos,0.52,27,-0.16,0.0,João Carlos Heidemann,1371,9.0,,,6.0,,,,,,,,,,,,,,,,
81,Flamengo,7,https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png,1,santos,69012,14,4.44,9.3,Santos,Santos,2.61,27,-0.15,1.0,Aderbar Melo dos Santos Neto,262,40.0,,2.0,9.0,6.0,,,,,,,,,,,,,,,
82,Fluminense,3,https://s.glbimg.com/es/sde/f/2022/04/20/2ee72152c5a2da89ec05cb252df58e2b_FORMATO.png,3,manoel,69014,22,4.21,7.34,Manoel,Manoel,-0.34,27,-0.54,-2.1,Manoel Messias Silva Carvalho,266,,19.0,21.0,,7.0,1.0,3.0,15.0,,9.0,,90.0,,4.0,,1.0,,,,
83,Athlético-PR,5,https://s.glbimg.com/es/sde/f/2022/03/11/d66ed90e8284dc651e111fbb2768dd6d_FORMATO.png,5,marcelo-cirino,69022,11,0.88,3.42,M. Cirino,Marcelo Cirino,1.09,27,0.0,0.0,Marcelo Cirino da Silva,293,,7.0,4.0,,,,1.0,4.0,1.0,3.0,,26.0,,,5.0,,,,1.0,
84,Corinthians,5,https://s.glbimg.com/es/sde/f/2022/04/27/1d79a755ea006081f316b2fad1097216_FORMATO.png,4,paulinho,69034,3,2.93,10.81,Paulinho,Paulinho,8.0,27,0.0,0.0,José Paulo Bezerra Maciel Júnior,264,,1.0,1.0,,,,,2.0,,,,3.0,,1.0,,,,,,
85,Avaí,6,https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png,1,vladimir,69040,14,2.72,4.93,Vladimir,Vladimir,5.0,27,0.0,0.0,Vladimir Orlando Cardoso de Araújo Filho,314,49.0,1.0,2.0,21.0,2.0,,2.0,,,,,,,,,,,,,
86,Atlético-MG,6,https://s.glbimg.com/es/sde/f/2022/07/15/6065a132d7becbd440321ccdabb1a775_FORMATO.png,5,vargas,69102,16,2.79,7.13,Vargas,Vargas,2.55,27,0.13,1.4,Eduardo Jesús Vargas Rojas,282,,10.0,9.0,,,2.0,1.0,11.0,7.0,13.0,,42.0,,1.0,3.0,,,,,
87,Athlético-PR,6,https://s.sde.globo.com/media/person_role/2022/02/21/b4c4b5449cfdf72e5e5d92886e70852f_FORMATO.png,5,pablo,69138,16,3.07,5.06,Pablo,Pablo,0.57,27,0.13,-0.5,Pablo Felipe Teixeira,293,,12.0,13.0,,,1.0,4.0,30.0,8.0,9.0,,64.0,1.0,3.0,11.0,,,,,
88,Juventude,6,https://s.glbimg.com/es/sde/f/2022/03/03/5a5fd135b7af74db9adec269ad234d5b_FORMATO.png,5,ricardo-bueno,69141,15,1.95,5.41,R. Bueno,Ricardo Bueno,3.7,27,0.0,0.0,Ricardo Bueno da Silva,286,,9.0,24.0,,,,3.0,12.0,5.0,5.0,,46.0,1.0,1.0,4.0,,1.0,,1.0,
89,Flamengo,6,https://s.glbimg.com/es/sde/f/2022/04/25/71280a4dfbfab7898164a7269b1a357e_FORMATO.png,3,pablo,69165,15,3.9,7.71,Pablo,Pablo,5.69,27,0.0,0.0,Pablo Nascimento Castro,262,,30.0,3.0,,6.0,,4.0,24.0,2.0,3.0,,55.0,1.0,,1.0,,,,,
90,Goiás,5,https://s.glbimg.com/es/sde/f/2022/04/29/c5cc58a18cf72c8dca55b618306e1483_FORMATO.png,3,sidimar,69189,5,3.34,2.84,Sidimar,Sidimar,1.91,27,0.0,0.0,Sidimar Fernando Cigolini,290,,4.0,4.0,,2.0,,,2.0,,2.0,,11.0,,,,,,,,
91,Flamengo,6,https://s.sde.globo.com/media/person_role/2022/07/16/6f4d9def1a21eebe3b6c5ac66a060ec9_FORMATO.png,4,vidal,69375,9,4.68,13.52,Vidal,Vidal,6.15,27,0.19,4.2,Arturo Erasmo Vidal Pardo,262,,18.0,7.0,,,1.0,2.0,10.0,,4.0,,22.0,,2.0,,,,,,
92,São Paulo,5,https://s.glbimg.com/es/sde/f/2022/03/01/6a7ca5b138f4ff481ca19603933a7507_FORMATO.png,4,nikao,69705,11,2.91,6.02,Nikão,Nikão,2.53,27,0.0,0.0,Maycon Vinícius Ferreira da Cruz,276,,4.0,12.0,,,,2.0,2.0,2.0,4.0,,55.0,,3.0,3.0,,,,,
93,Goiás,6,https://s.glbimg.com/es/sde/f/2022/03/10/4fc5c3b6693e46bf2e956854bbf5da76_FORMATO.png,4,fellipe-bastos,70116,19,1.62,3.13,F. Bastos,Fellipe Bastos,-0.23,27,-0.19,-1.0,Fellipe Ramos Ignez Bastos,290,,21.0,12.0,,,1.0,8.0,17.0,9.0,9.0,,95.0,,,,,,1.0,,
94,Botafogo,5,https://s.glbimg.com/es/sde/f/2022/02/21/505b1bf76a770e85404c4bca2e727eee_FORMATO.png,2,rafael,70171,2,1.05,4.51,Rafael,Rafael,1.03,27,0.0,0.0,Rafael Pereira da Silva,263,,2.0,,,,,,,,,,3.0,,,,,,,,
95,Atlético-MG,2,https://s.glbimg.com/es/sde/f/2022/07/15/3da3eaef7ccc5ccb470a282ab0947902_FORMATO.png,5,eduardo-sasha,70360,19,3.35,6.34,E. Sasha,Eduardo Sasha,2.9,27,-0.49,2.0,Eduardo Colcenti Antunes,282,,10.0,14.0,,,1.0,,6.0,10.0,9.0,,45.0,1.0,3.0,1.0,,,,,
96,Coritiba,7,https://s.glbimg.com/es/sde/f/2022/07/12/3c4ca01b234ad722ed92a5df218fd329_FORMATO.png,1,gabriel,70449,2,4.0,4.95,Gabriel,Gabriel,1.02,27,-1.2,0.0,Gabriel Vasconcelos Ferreira,294,6.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,
97,Coritiba,6,https://s.glbimg.com/es/sde/f/2022/02/23/63b80e56373c995fe10a56cb06537c0a_FORMATO.png,5,william-alves,70451,0,0.0,1.0,W. Alves,William Alves,0.73,27,0.0,0.0,William Alves de Oliveira,294,,,,,,,,,,,,,,,,,,,,
98,Cuiabá,7,https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,3,marllon,70666,25,3.24,7.3,Marllon,Marllon,1.97,27,-0.2,0.7,Marllon Gonçalves Jerônimo Borges,1371,,43.0,13.0,,6.0,,2.0,20.0,3.0,10.0,,94.0,,,1.0,,,1.0,,
99,Athlético-PR,6,https://s.glbimg.com/es/sde/f/2021/05/02/a520539e5df2a4364ad4c1b0050888cc_FORMATO.png,4,leo-cittadini,70986,18,1.94,4.24,L. Cittadini,Léo Cittadini,1.58,27,-0.15,0.9,Leonardo Cittadini,293,,16.0,13.0,,,1.0,2.0,15.0,1.0,5.0,,25.0,,1.0,,,,,,
100,Ceará,7,https://s.glbimg.com/es/sde/f/2022/02/22/7c8dc91a507c2956dc61efbd45bda613_FORMATO.png,4,vina,71162,20,2.44,4.52,Vina,Vina,1.49,27,0.36,0.8,Vinícius Goes Barbosa de Souza,354,,8.0,29.0,,,1.0,3.0,8.0,10.0,24.0,,205.0,3.0,1.0,5.0,1.0,,,1.0,
101,Santos,7,https://s.glbimg.com/es/sde/f/2022/03/14/d137592918a80391170a5d4fdc021480_FORMATO.png,3,maicon,71227,19,3.65,11.29,Maicon,Maicon,2.97,27,0.04,0.9,Maicon Pereira Roque,277,,31.0,6.0,,6.0,1.0,1.0,6.0,4.0,5.0,,118.0,,,2.0,,,,,
102,Fortaleza,7,https://s.glbimg.com/es/sde/f/2022/02/23/66ea94ea2768ebd6a6cb8f102326d669_FORMATO.png,1,fernando-miguel,71571,9,7.39,7.22,F. Miguel,Fernando Miguel,3.0,27,0.0,0.0,Fernando Miguel Kaufmann,356,38.0,,1.0,5.0,7.0,,2.0,,,,,,,,,,,,,
103,América-MG,6,https://s.glbimg.com/es/sde/f/2022/04/10/e261c53cb607072efab6bcc6f7bd1836_FORMATO.png,2,joao-paulo,71602,6,2.32,3.4,J. Paulo,João Paulo,1.93,27,0.0,0.0,João Paulo Gomes da Costa,327,,9.0,,,1.0,,,3.0,1.0,2.0,,38.0,,,,,,,,
104,Palmeiras,6,https://s.glbimg.com/es/sde/f/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png,1,weverton,71631,24,4.41,12.14,Weverton,Weverton,8.98,27,1.5,8.0,Weverton Pereira da Silva,275,69.0,,2.0,19.0,11.0,,,,,,,,,,,,,,,
105,América-MG,7,https://s.glbimg.com/es/sde/f/2022/02/24/641daa2c8e8e5423b42c703eb607615a_FORMATO.png,2,raul-caceres,71680,19,4.26,6.4,R. Cáceres,Raúl Cáceres,5.46,27,-0.12,5.1,Raúl Alejandro Cáceres Bogado,327,,25.0,2.0,,9.0,2.0,1.0,15.0,2.0,3.0,,121.0,,1.0,3.0,,,,,
106,Palmeiras,3,https://s.sde.globo.com/media/person_role/2022/02/21/f210b8623194d0722dd0d76585950fb1_FORMATO.png,3,gustavo-gomez,71684,20,6.65,15.73,G. Gómez,Gustavo Gómez,7.74,27,0.3,5.6,Gustavo Raúl Gómez Portillo,275,,34.0,18.0,,8.0,,6.0,22.0,3.0,6.0,,73.0,,7.0,5.0,,,1.0,,
107,Juventude,6,https://s.glbimg.com/es/sde/f/2022/03/29/898734e22fa875d79527394af4789eeb_FORMATO.png,5,oscar-ruiz,71691,18,2.66,8.04,Ã. Ruíz,Óscar Ruíz,1.79,27,-0.12,0.3,Óscar Ramón Ruiz Roa,286,,8.0,11.0,,,,1.0,3.0,2.0,9.0,,58.0,2.0,3.0,4.0,,,,1.0,
108,Juventude,7,https://s.glbimg.com/es/sde/f/2021/03/25/4acc17c022e5e1189305c3e76afa3528_FORMATO.png,4,elton,71719,9,1.71,3.22,Elton,Elton,1.95,27,-0.1,1.6,Elton Júnior Melo Ataíde,286,,15.0,4.0,,,,3.0,10.0,1.0,3.0,,21.0,,,1.0,,,,,
109,Fortaleza,7,https://s.glbimg.com/es/sde/f/2022/07/16/27deb38ffaefdd66a10d7f246dcc678f_FORMATO.png,5,thiago-galhardo,71844,8,4.27,8.67,T. Galhardo,Thiago Galhardo,5.88,27,-0.54,5.0,Thiago Galhardo do Nascimento Rocha,356,,14.0,9.0,,,1.0,4.0,10.0,4.0,9.0,,61.0,,1.0,,,,,1.0,
110,Botafogo,2,https://s.glbimg.com/es/sde/f/2022/08/12/c1753038fcbfe1377f41a56fcb8c3657_FORMATO.png,4,gabriel-pires,71898,5,3.16,7.47,G. Pires,Gabriel Pires,4.57,27,0.5,3.8,Gabriel Appelt Pires,263,,5.0,,,,,,2.0,2.0,3.0,,24.0,,1.0,,,,,,
111,Avaí,6,https://s.glbimg.com/es/sde/f/2022/02/23/da8da8af4eaf5969bda304828d27ac27_FORMATO.png,2,bruno-cortez,72079,25,2.14,7.32,B. Cortez,Bruno Cortez,7.22,27,0.66,7.0,Bruno Cortês Barbosa,314,,39.0,23.0,,5.0,,7.0,19.0,2.0,2.0,,210.0,,,1.0,,,,,
112,América-MG,6,https://s.glbimg.com/es/sde/f/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png,3,danilo-avelar,72142,11,3.17,5.14,D. Avelar,Danilo Avelar,5.36,27,0.0,0.0,Danilo Fernando Avelar,327,,10.0,3.0,,3.0,1.0,1.0,9.0,3.0,8.0,,49.0,,,,,,,,
113,Atlético-MG,7,https://s.sde.globo.com/media/person_role/2022/07/15/bd899e9773980e79959b0ba714379a00_FORMATO.png,1,everson,72294,25,3.44,11.04,Everson,Everson,3.89,27,-0.82,2.0,Everson Felipe Marques Pires,282,58.0,,2.0,28.0,10.0,,2.0,,,,,,,,,,,,,1.0
114,Ceará,3,https://s.glbimg.com/es/sde/f/2022/02/22/18d80f2c9d7f3c212842019dab63bd77_FORMATO.png,3,luiz-otavio,72359,13,3.18,3.58,L. Otávio,Luiz Otávio,1.59,27,0.19,1.1,Luiz Otávio Anacleto Leandro,354,,22.0,7.0,,3.0,,4.0,9.0,1.0,3.0,,34.0,,1.0,1.0,1.0,,2.0,,
115,Ceará,6,https://s.glbimg.com/es/sde/f/2022/03/11/262543ac36f21decccf1617c277630d6_FORMATO.png,4,rodrigo-lindoso,72362,12,1.79,4.13,R. Lindoso,Rodrigo Lindoso,2.05,27,0.0,0.0,Rodrigo Oliveira Lindoso,354,,15.0,13.0,,,1.0,6.0,11.0,2.0,4.0,,44.0,,,,,,,,
116,São Paulo,6,https://s.glbimg.com/es/sde/f/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,1,felipe-alves,72372,7,5.86,7.21,F. Alves,Felipe Alves,7.19,27,0.47,7.0,Felipe Alves Raymundo,276,26.0,,,5.0,3.0,,1.0,,,,,,,,,,,1.0,,1.0
117,Fluminense,7,https://s.glbimg.com/es/sde/f/2021/05/09/62a59a2e7ec6602b8811cb920c3c3dba_FORMATO.png,6,fernando-diniz,72391,23,4.53,10.26,F. Diniz,Fernando Diniz,4.47,27,-0.3,2.98,Fernando Diniz Silva,266,,,,,,,,,,,,,,,,,,,,
118,Avaí,6,https://s.glbimg.com/es/sde/f/2022/03/08/0759780a94f5359aefe723b749494c0b_FORMATO.png,3,bressan,72491,17,1.86,6.39,Bressan,Bressan,5.83,27,1.09,5.6,Matheus Simonete Bressanelli,314,,18.0,6.0,,4.0,,3.0,17.0,,2.0,,83.0,1.0,,,,,1.0,,
119,Goiás,7,https://s.glbimg.com/es/sde/f/2022/03/10/28a598dad4f678bae3aec06052037f1c_FORMATO.png,5,nicolas,72524,18,2.23,4.33,Nicolas,Nicolas,0.51,27,-0.13,-0.4,Nicolas Godinho Johann,290,,4.0,17.0,,,1.0,,19.0,3.0,8.0,,59.0,,3.0,6.0,,,,,
120,Goiás,7,https://s.glbimg.com/es/sde/f/2022/03/08/b454661126187bdc0ef02a09e84e80ef_FORMATO.png,2,maguinho,72532,23,1.96,3.98,Maguinho,Maguinho,1.94,27,-0.2,1.4,Magno José da Silva,290,,28.0,12.0,,5.0,,7.0,29.0,1.0,9.0,,121.0,,,2.0,,,1.0,1.0,
121,América-MG,7,https://s.glbimg.com/es/sde/f/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,1,matheus-cavichioli,72580,14,5.98,8.47,M. Cavichioli,Matheus Cavichioli,9.09,27,0.01,9.0,Matheus Fernando Cavichioli,327,57.0,1.0,3.0,11.0,7.0,,,,,,,,,,,,,,,
122,Internacional,2,https://s.glbimg.com/es/sde/f/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,5,pedro-henrique,72583,21,4.44,8.09,P. Henrique,Pedro Henrique,15.29,27,2.06,16.6,Pedro Henrique Konzen Medina da Silva,285,,19.0,23.0,,,1.0,4.0,23.0,7.0,18.0,,92.0,1.0,6.0,8.0,,,,1.0,
123,Avaí,6,https://s.sde.globo.com/media/person_role/2021/04/28/035bd47807f8e7c0a6cc5dd78a718cf0_FORMATO.png,6,lisca,72588,9,4.47,11.23,Lisca,Lisca,6.4,27,0.62,5.15,Luiz Carlos Cirne Lima de Lorenzi,314,,,,,,,,,,,,,,,,,,,,
124,Athlético-PR,7,https://s.glbimg.com/es/sde/f/2022/06/28/6c6eb043593091bc0d2998934a7cb0a9_FORMATO.png,4,fernandinho,72775,5,1.58,6.48,Fernandinho,Fernandinho,0.4,27,0.0,0.0,Fernando Luiz Rosa,293,,3.0,4.0,,,1.0,2.0,11.0,3.0,2.0,,26.0,,,,,,,,
125,Internacional,7,https://s.sde.globo.com/media/person_role/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png,3,mercado,72951,22,3.24,6.79,Mercado,Mercado,1.11,27,-1.02,-0.3,Gabriel Iván Mercado,285,,28.0,14.0,,9.0,,5.0,18.0,2.0,2.0,,56.0,,,2.0,1.0,,,1.0,
126,Botafogo,6,https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png,2,daniel-borges,73318,19,2.75,6.43,D. Borges,Daniel Borges,4.94,27,0.0,0.0,Daniel Fortunato Borges,263,,22.0,11.0,,5.0,2.0,1.0,12.0,2.0,3.0,,195.0,,1.0,1.0,1.0,,,,
127,Fluminense,7,https://s.glbimg.com/es/sde/f/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png,2,samuel-xavier,73384,23,4.38,8.05,S. Xavier,Samuel Xavier,1.13,27,-0.46,-0.5,Samuel Xavier Brito,266,,29.0,34.0,,6.0,2.0,2.0,16.0,4.0,12.0,,154.0,3.0,1.0,2.0,,,,,
128,Avaí,6,https://s.glbimg.com/es/sde/f/2022/06/14/0cf5ee853af9ccb2eedcdd0295d6567a_FORMATO.png,3,rafael-vaz,73421,10,1.68,4.38,R. Vaz,Rafael Vaz,8.16,27,1.93,8.9,Rafael Vaz dos Santos,314,,9.0,2.0,,2.0,,2.0,3.0,3.0,2.0,,63.0,,,,,,1.0,,
129,Avaí,6,https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png,1,gledson,73533,2,3.5,2.95,Glédson,Glédson,6.33,27,1.21,7.0,Glédson Ribeiro dos Santos,314,3.0,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,
130,Coritiba,6,https://s.glbimg.com/es/sde/f/2022/07/28/4f4ffac015541a4fba3f6cfc167fab01_FORMATO.png,5,hernan-perez,73738,2,0.95,3.47,H. Pérez,Hernán Pérez,2.05,27,-0.31,1.7,Hernán Arsenio Pérez González,294,,2.0,2.0,,,,1.0,5.0,1.0,1.0,,10.0,,,,,,,,
131,Flamengo,6,https://s.glbimg.com/es/sde/f/2022/04/25/bdac1c0e302bfdde7669d77948814e95_FORMATO.png,3,rodrigo-caio,73800,8,1.84,5.62,R. Caio,Rodrigo Caio,2.69,27,0.0,0.0,Rodrigo Caio Coquette Russo,262,,7.0,4.0,,1.0,,,3.0,1.0,,,10.0,,,,,,,,
132,América-MG,6,https://s.glbimg.com/es/sde/f/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,5,aloisio,73850,14,2.59,4.58,Aloísio,Aloísio,1.13,27,0.11,0.3,Aloísio dos Santos Gonçalves,327,,6.0,11.0,,,,1.0,26.0,12.0,4.0,,33.0,1.0,2.0,10.0,,,,,
133,Avaí,6,https://s.glbimg.com/es/sde/f/2022/02/23/30faa9be7f17fe35cfe84852c646b4c0_FORMATO.png,4,jean-cleber,73858,16,0.87,2.07,J. Cléber,Jean Cléber,0.39,27,-0.02,0.0,Jean Cléber Santos da Silva,314,,14.0,7.0,,,,2.0,11.0,,5.0,,50.0,,,,,,,,
134,Flamengo,7,https://s.glbimg.com/es/sde/f/2022/04/25/bced6ea22dafe56d6176080482dfe8d8_FORMATO.png,2,rodinei,73992,9,3.34,3.95,Rodinei,Rodinei,0.36,27,-0.24,-0.5,Rodinei Marcelo de Almeida,262,,17.0,5.0,,2.0,1.0,,2.0,2.0,2.0,1.0,53.0,,,,1.0,,,,
135,Botafogo,7,https://s.glbimg.com/es/sde/f/2022/02/21/26f8f1373737a7203417427043ada896_FORMATO.png,1,gatito-fernandez,74061,24,3.97,8.31,G. Fernández,Gatito Fernández,7.42,27,0.17,7.0,Roberto Junior Fernández Torres,263,79.0,,5.0,27.0,7.0,,1.0,,,,,,,,,,,,,1.0
136,Botafogo,2,https://s.glbimg.com/es/sde/f/2022/03/10/444cdcb13fd4a94042b454cbf58b95fb_FORMATO.png,4,lucas-piazon,74084,15,0.62,2.39,L. Piazon,Lucas Piazon,0.47,27,-0.15,0.0,Gustavo Lucas Domingues Piazón,263,,12.0,5.0,,,,1.0,6.0,2.0,,,44.0,,,1.0,1.0,,,,
137,Avaí,6,https://s.glbimg.com/es/sde/f/2022/07/21/76ea80eaf4be75564889296169c4de4a_FORMATO.png,5,paolo-guerrero,75295,8,1.02,4.15,P. Guerrero,Paolo Guerrero,0.84,27,-0.2,0.0,José Paolo Guerrero Gonzales,314,,1.0,5.0,,,,1.0,11.0,2.0,7.0,,20.0,1.0,,2.0,,,,,
138,Atlético-GO,7,https://s.glbimg.com/es/sde/f/2022/03/03/5e1a8b5625036eb3729fbae6272ea055_FORMATO.png,4,jorginho,77544,21,2.55,4.97,Jorginho,Jorginho,1.14,27,0.0,0.0,Jorge de Moura Xavier,373,,21.0,23.0,,,,6.0,11.0,3.0,17.0,,175.0,2.0,3.0,5.0,1.0,,,,
139,Goiás,7,https://s.glbimg.com/es/sde/f/2022/03/10/fa84d067860cd66ce61c09be22c58e48_FORMATO.png,4,auremir,77570,15,0.88,1.37,Auremir,Auremir,-0.47,27,-0.73,-0.9,Auremir Evangelista dos Santos,290,,16.0,4.0,,,,1.0,20.0,1.0,2.0,,39.0,,,,,,,,
140,Corinthians,7,https://s.glbimg.com/es/sde/f/2022/03/08/a09307d6eae0cd7887cb3732e00d9c29_FORMATO.png,6,vitor-pereira,77713,26,4.7,12.17,V. Pereira,Vítor Pereira,4.97,27,-0.16,3.1,Vítor Manuel de Oliveira Lopes Pereira,264,,,,,,,,,,,,,,,,,,,,
141,Avaí,6,https://s.glbimg.com/es/sde/f/2022/04/14/bc751c43e207d9c789fbbabe7cdd337c_FORMATO.png,5,william-pottker,77809,21,2.59,5.21,W. Pottker,William Pottker,4.17,27,-0.65,3.8,William de Oliveira Pottker,314,,18.0,33.0,,,1.0,5.0,15.0,11.0,7.0,,119.0,,2.0,11.0,,1.0,1.0,4.0,
142,Santos,7,https://s.glbimg.com/es/sde/f/2022/03/03/e89e5811b9812fca6a75789451815b9e_FORMATO.png,2,madson,78077,22,4.0,8.33,Madson,Madson,3.56,27,0.42,2.4,Madson Ferreira dos Santos,277,,34.0,18.0,,8.0,1.0,5.0,16.0,1.0,3.0,,165.0,,2.0,1.0,,,,,
