"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.gato_mestre.media_pontos_mandante","atletas.gato_mestre.media_pontos_visitante","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","I","PI","PS","PP","SG","DE","GS","CV","PC","GC","DP"
"64", 69012,21, 262,"gol","7",10.00,10.35, 1.81, 5.07, 8, 8.84,NA,NA,"santos","Santos","Santos","Aderbar Melo dos Santos Neto","https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA, 4,24, 4,NA,NA,NA,NA
"65", 68928,21, 282,"gol","6", 0.00, 5.00, 0.00, 0.00, 0, 6.00,NA,NA,"rafael","Rafael","Rafael","Rafael Pires Monteiro","https://s.glbimg.com/es/sde/f/2022/07/15/5f41e2711750955ef1b92db4d8efe3ae_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66", 70449,21, 294,"gol","6", 0.00, 6.00, 0.00, 0.00, 0, 7.12,NA,NA,"gabriel","Gabriel","Gabriel","Gabriel Vasconcelos Ferreira","https://s.glbimg.com/es/sde/f/2022/07/12/3c4ca01b234ad722ed92a5df218fd329_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67", 68942,21, 294,"zag","7", 0.40, 5.83,-0.41, 2.51,19, 0.79, 3.41000000, 1.50000000,"luciano-castan","Luciano Castán","L. Castán","Luciano Castán da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/26b6a7aa27f2be0fabc25b57132d892c_FORMATO.png","Coritiba",NA, 2,29,14,NA, 5,11,NA, 1, 1,104,NA,NA, 3,NA,NA, 1,NA,NA,NA
"68", 68952,21, 262,"ata","7", 4.70, 7.09,-0.93, 4.32,11, 4.56,NA,NA,"marinho","Marinho","Marinho","Mário Sérgio Santos Costa","https://s.glbimg.com/es/sde/f/2022/04/25/b4786e494c8f4852f2ae91d6e0c57b2e_FORMATO.png","Flamengo", 1, 4,10,12, 2,12,25,NA, 2,NA, 45, 1,NA,NA,NA,NA,NA,NA,NA,NA
"69", 68991,21, 356,"mei","7",13.10, 6.07, 2.08, 4.70, 4,10.15,NA,NA,"lucas-sasha","Lucas Sasha","L. Sasha","Lucas Pacheco Affini","https://s.glbimg.com/es/sde/f/2022/07/16/d91654c9e126e6f3f17fd09b816eedf5_FORMATO.png","Fortaleza",NA,NA,14, 4, 1, 2, 4,NA,NA,NA, 16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70", 69022,21, 293,"ata","5", 0.00, 3.42, 0.00, 0.88,11, 0.61, 1.68000000, 0.21666667,"marcelo-cirino","Marcelo Cirino","M. Cirino","Marcelo Cirino da Silva","https://s.glbimg.com/es/sde/f/2022/03/11/d66ed90e8284dc651e111fbb2768dd6d_FORMATO.png","Athlético-PR",NA, 1, 7, 4, 1, 3, 4,NA,NA, 5, 26, 1,NA,NA,NA,NA,NA,NA,NA,NA
"71", 68920,21, 275,"ata","7", 7.50,12.76,-0.89, 4.95,20, 7.29,NA,NA,"dudu","Dudu","Dudu","Eduardo Pereira Rodrigues","https://s.glbimg.com/es/sde/f/2022/02/21/f77c90a60a3c8354d3235d1b61be9208_FORMATO.png","Palmeiras", 3, 1,16, 7,12,11,36, 3, 4, 4,139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72", 69014,21, 266,"zag","7", 6.60, 8.61, 0.72, 5.13,16, 5.84,NA,NA,"manoel","Manoel","Manoel","Manoel Messias Silva Carvalho","https://s.glbimg.com/es/sde/f/2022/04/20/2ee72152c5a2da89ec05cb252df58e2b_FORMATO.png","Fluminense", 1, 3,17,15,NA, 6,14,NA, 3,NA, 66,NA,NA, 7,NA,NA,NA,NA,NA,NA
"73", 78851,21, 354,"gol","6", 0.00, 5.00, 0.00, 0.00, 0, 6.00,NA,NA,"richard","Richard","Richard","Richard de Oliveira da Costa","https://s.glbimg.com/es/sde/f/2022/02/22/9d468ebf560bb9e0da9699ba4df38391_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74", 78580,21,1371,"ata","6", 0.00, 2.26, 0.00, 0.44, 8, 1.28, 0.80000000, 0.31666667,"jonathan-cafu","Jonathan Cafu","J. Cafu","Jonathan Renato Barbosa","https://s.glbimg.com/es/sde/f/2021/05/28/3c667df8f70bf19082f021fa20403c6c_FORMATO.png","Cuiabá",NA,NA, 7, 7,NA,NA, 3,NA,NA,NA, 13,NA,NA,NA,NA,NA, 1,NA,NA,NA
"75", 70116,21, 290,"mei","6", 0.80, 3.53,-0.40, 1.81,17, 0.95, 1.22857143, 2.21000000,"fellipe-bastos","Fellipe Bastos","F. Bastos","Fellipe Ramos Ignez Bastos","https://s.glbimg.com/es/sde/f/2022/03/10/4fc5c3b6693e46bf2e956854bbf5da76_FORMATO.png","Goiás", 1, 7,20,17, 9, 8,12,NA,NA,NA, 84,NA,NA,NA,NA,NA,NA, 1,NA,NA
"76", 69034,21, 264,"mei","5", 0.00,10.81, 0.00, 2.93, 3,10.13,NA,NA,"paulinho","Paulinho","Paulinho","José Paulo Bezerra Maciel Júnior","https://s.glbimg.com/es/sde/f/2022/04/27/1d79a755ea006081f316b2fad1097216_FORMATO.png","Corinthians",NA,NA, 1, 2,NA,NA, 1,NA, 1,NA,  3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77", 78605,21, 285,"mei","7", 0.00, 6.90, 0.00, 3.94,17, 5.52,NA,NA,"gabriel","Gabriel","Gabriel","Gabriel Girotto Franco","https://s.glbimg.com/es/sde/f/2022/04/02/f20a9f6c8c6edb72777759bc796aaa64_FORMATO.png","Internacional",NA, 2,61,33,NA, 4,16,NA,NA,NA, 58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78", 78893,21, 263,"gol","6", 0.00, 2.21, 0.00, 0.00, 1, 0.95, 0.00000000, 0.00000000,"douglas-borges","Douglas Borges","D. Borges","Douglas Borges","https://s.glbimg.com/es/sde/f/2022/02/21/837aacbeb34486f2c8bdc9348c44ba72_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 1, 1,NA,NA,NA,NA
"79", 69040,21, 314,"gol","7", 1.00, 3.73, 0.13, 2.50,10, 1.06,NA,NA,"vladimir","Vladimir","Vladimir","Vladimir Orlando Cardoso de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png","Avaí",NA, 2,NA,NA,NA,NA, 2,NA,NA,NA,NA,NA,NA, 2,33,17,NA,NA,NA,NA
"80", 69138,21, 293,"ata","6", 0.00, 5.24, 0.00, 3.53,11, 1.35, 2.31428571, 5.65000000,"pablo","Pablo","Pablo","Pablo Felipe Teixeira","https://s.glbimg.com/es/sde/f/2022/02/21/b4c4b5449cfdf72e5e5d92886e70852f_FORMATO.png","Athlético-PR", 1, 4, 8,20, 8, 7,11, 1, 2, 9, 46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81", 78715,21, 264,"mei","6", 0.70, 4.63,-1.37, 0.70, 1, 1.15, 0.00000000, 0.70000000,"ramiro","Ramiro","Ramiro","Ramiro Moschen Benetti","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png","Corinthians",NA,NA, 1, 1,NA,NA,NA,NA,NA,NA,  2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82", 69141,21, 286,"ata","6",-0.20, 4.71,-0.43, 1.78,14, 0.29, 0.90000000, 2.95000000,"ricardo-bueno","Ricardo Bueno","R. Bueno","Ricardo Bueno da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/5a5fd135b7af74db9adec269ad234d5b_FORMATO.png","Juventude",NA, 3, 7,12, 4, 5,22, 1, 1, 4, 43, 1, 1,NA,NA,NA,NA,NA,NA,NA
"83", 69102,21, 282,"ata","6", 2.30, 7.49,-0.15, 3.09,14, 2.53,NA,NA,"vargas","Vargas","Vargas","Eduardo Jesús Vargas Rojas","https://s.glbimg.com/es/sde/f/2022/07/15/6065a132d7becbd440321ccdabb1a775_FORMATO.png","Atlético-MG", 2, 1, 9, 9, 7,12, 8,NA, 1, 2, 38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84", 78850,21, 276,"lat","6", 0.70, 4.00,-0.79, 1.48,13, 1.03, 1.02000000, 1.73750000,"reinaldo","Reinaldo","Reinaldo","Reinaldo Manoel da Silva","https://s.glbimg.com/es/sde/f/2022/03/01/779ff87d6723d6c70d7caac56df86d5f_FORMATO.png","São Paulo", 1, 2, 4,12, 1, 6, 5,NA, 1,NA,117,NA,NA, 2,NA,NA,NA,NA,NA,NA
"85", 69165,21, 262,"zag","6",12.10, 8.52, 2.02, 3.82,12,10.30, 4.22000000, 3.54285714,"pablo","Pablo","Pablo","Pablo Nascimento Castro","https://s.glbimg.com/es/sde/f/2022/04/25/71280a4dfbfab7898164a7269b1a357e_FORMATO.png","Flamengo",NA, 3,26,19, 2, 2, 1, 1,NA, 1, 40,NA,NA, 4,NA,NA,NA,NA,NA,NA
"86", 78856,21,1371,"mei","6", 1.20, 2.45, 0.11, 0.96,13, 1.15, 2.00000000, 0.31250000,"marcao-silva","Marcão Silva","M. Silva","Marcos Antônio Almeida Silva","https://s.glbimg.com/es/sde/f/2022/02/23/1137efd5de0473f1c88c49348353a899_FORMATO.png","Cuiabá",NA,NA, 9,10, 4, 1,NA,NA,NA,NA,  9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87", 79035,21, 277,"zag","6", 0.00, 6.01, 0.00, 8.30, 3,12.94,12.70000000,-0.50000000,"luiz-felipe","Luiz Felipe","L. Felipe","Luiz Felipe do Nascimento dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/d93506f46370622558870dd37ada6bb5_FORMATO.png","Santos", 1, 1, 7, 2,NA, 1, 1,NA, 1,NA, 12,NA,NA, 1,NA,NA,NA,NA,NA,NA
"88", 78445,21, 285,"lat","7",-0.70, 6.24,-1.54, 4.32,11, 0.08,NA,NA,"rene","Renê","Renê","Renê Rodrigues Martins","https://s.glbimg.com/es/sde/f/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png","Internacional",NA,NA,29, 7,NA,NA, 9,NA,NA,NA, 87,NA,NA, 4,NA,NA,NA, 1,NA,NA
"89", 78867,21,1371,"mei","2",-2.70, 2.61,-0.79, 1.10,14,-1.90, 1.21666667, 0.91111111,"rafael-gava","Rafael Gava","R. Gava","Rafael Gustavo Meneghel Gava","https://s.glbimg.com/es/sde/f/2022/02/23/16687c4ddc3ae72291f2729ad61ed092_FORMATO.png","Cuiabá", 1, 2,12,12, 5, 3,13, 1,NA, 3,129,NA,NA,NA,NA,NA, 1,NA,NA,NA
"90", 69375,21, 262,"mei","6", 3.40,13.96,-1.92, 7.23, 3, 4.74,NA,NA,"vidal","Vidal","Vidal","Arturo Erasmo Vidal Pardo","https://s.glbimg.com/es/sde/f/2022/07/16/6f4d9def1a21eebe3b6c5ac66a060ec9_FORMATO.png","Flamengo", 1,NA, 7, 4,NA, 1, 3,NA, 1,NA,  8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91", 82792,21, 280,"tec","7", 3.58,11.28,-0.47, 4.83,20, 3.82,NA,NA,"mauricio-barbieri","Maurício Barbieri","M. Barbieri","Maurício Nogueira Barbieri","https://s.glbimg.com/es/sde/f/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92", 79066,21, 294,"gol","7", 1.00, 6.61,-0.33, 2.96,16, 1.33,NA,NA,"alex-muralha","Alex Muralha","A. Muralha","Alex Roberto Santana Rafael ","https://s.glbimg.com/es/sde/f/2022/02/23/3f0e981ffc927c2f022666463cdf45ed_FORMATO.png","Coritiba",NA, 1, 1,NA,NA,NA, 4,NA,NA,NA,NA,NA,NA, 4,49,24,NA,NA,NA,NA
"93", 70451,21, 294,"ata","6", 0.00, 1.00, 0.00, 0.00, 0, 1.51,NA,NA,"william-alves","William Alves","W. Alves","William Alves de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/63b80e56373c995fe10a56cb06537c0a_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94", 69189,21, 290,"zag","5", 0.00, 2.84, 0.00, 3.34, 5, 2.30,NA,NA,"sidimar","Sidimar","Sidimar","Sidimar Fernando Cigolini","https://s.glbimg.com/es/sde/f/2022/04/29/c5cc58a18cf72c8dca55b618306e1483_FORMATO.png","Goiás",NA,NA, 4, 2,NA, 2, 4,NA,NA,NA, 11,NA,NA, 2,NA,NA,NA,NA,NA,NA
"95", 78435,21, 262,"ata","6", 0.00, 4.93, 0.00, 1.42,10, 1.81, 1.68000000, 1.16000000,"vitinho","Vitinho","Vitinho","Victor Vinícius Coelho dos Santos","https://s.glbimg.com/es/sde/f/2022/04/25/5998e5e1d43764fd385233be9e4edef5_FORMATO.png","Flamengo",NA, 1, 7,13, 3, 6, 5, 1,NA,NA, 32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96", 69705,21, 276,"mei","6", 0.70, 6.13,-0.18, 3.94, 8, 1.14,NA,NA,"nikao","Nikão","Nikão","Maycon Vinícius Ferreira da Cruz","https://s.glbimg.com/es/sde/f/2022/03/01/6a7ca5b138f4ff481ca19603933a7507_FORMATO.png","São Paulo",NA, 1, 3, 1, 2, 2,12,NA, 3, 1, 47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97", 70323,21, 373,"tec","7", 3.55, 8.23, 0.42, 3.57,15, 3.71,NA,NA,"jorginho","Jorginho","Jorginho","Jorge Amorim de Oliveira Campos","https://s.glbimg.com/es/sde/f/2021/04/27/ed89bb6662d329721f0b34029b57a978_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98", 80076,21, 354,"ata","3", 3.00, 4.44, 0.24, 1.46,11, 2.80, 2.00000000, 0.82000000,"ze-roberto","Zé Roberto","Z. Roberto","José Roberto Assunção de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/22/d2d6e5f9f0b8f9299ec51823ad4791c8_FORMATO.png","Ceará", 1, 3, 4, 9, 3, 4,14,NA,NA, 2, 16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99", 79334,21, 327,"zag","6", 5.00, 4.31, 0.31, 5.00, 1, 3.81, 0.00000000, 5.00000000,"ricardo-silva","Ricardo Silva","R. Silva","Ricardo César Dantas da Silva","https://s.glbimg.com/es/sde/f/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA
"100", 70666,21,1371,"zag","7", 5.50, 7.78, 0.77, 3.35,19, 4.91,NA,NA,"marllon","Marllon","Marllon","Marllon Gonçalves Jerônimo Borges","https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png","Cuiabá",NA, 2,37,12, 3, 7, 8,NA,NA, 1, 71,NA,NA, 4,NA,NA,NA, 1,NA,NA
"101", 79188,21, 356,"ata","7", 0.00, 3.40, 0.00, 0.98,18, 0.37, 1.56250000, 0.54000000,"silvio-romero","Silvio Romero","S. Romero","Silvio Ezequiel Romero","https://s.glbimg.com/es/sde/f/2022/05/12/c5b6ac96aea31d2271156591230c8f4c_FORMATO.png","Fortaleza", 1, 1, 2, 3, 4,11, 7,NA,NA, 9, 38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102", 71162,21, 354,"mei","7", 6.20, 5.31, 0.85, 2.85,15, 5.30,NA,NA,"vina","Vina","Vina","Vinícius Goes Barbosa de Souza","https://s.glbimg.com/es/sde/f/2022/02/22/7c8dc91a507c2956dc61efbd45bda613_FORMATO.png","Ceará", 1, 2, 8, 5, 8,15,24, 2, 1, 4,137, 1,NA,NA,NA,NA, 1,NA,NA,NA
"103", 80079,21, 327,"gol","6", 0.00, 2.61, 0.00, 6.00, 1, 4.90,NA,NA,"airton","Airton","Airton","Airton Moraes Michellon","https://s.glbimg.com/es/sde/f/2021/06/04/81208059e023912c79130d05f5ec68f0_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 7, 1,NA,NA,NA,NA
"104", 71571,21, 356,"gol","7", 7.00, 7.29,-0.26, 9.00, 4, 6.35,NA,NA,"fernando-miguel","Fernando Miguel","F. Miguel","Fernando Miguel Kaufmann","https://s.glbimg.com/es/sde/f/2022/02/23/66ea94ea2768ebd6a6cb8f102326d669_FORMATO.png","Fortaleza",NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 4,17,NA,NA,NA,NA,NA
"105", 70986,21, 293,"mei","7",-0.10, 4.02, 0.16, 2.05,13, 0.21, 1.91666667, 2.17142857,"leo-cittadini","Léo Cittadini","L. Cittadini","Leonardo Cittadini","https://s.glbimg.com/es/sde/f/2021/05/02/a520539e5df2a4364ad4c1b0050888cc_FORMATO.png","Athlético-PR", 1, 2,10,14, 1, 4,10,NA, 1,NA, 15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106", 71505,21,1371,"ata","6", 0.00, 3.40, 0.00, 0.94, 9, 0.58, 0.63333333, 1.10000000,"jenison","Jenison","Jenison","Jenison de Jesus Brito e Brito","https://s.glbimg.com/es/sde/f/2022/05/21/96cce19edbae5595a19e4f443735196a_FORMATO.png","Cuiabá",NA, 2, 2, 7,NA, 4, 3,NA, 1, 1, 24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107", 79113,21, 263,"zag","7", 9.50, 9.67, 0.19, 5.14,14, 8.46,NA,NA,"victor-cuesta","Víctor Cuesta","V. Cuesta","Víctor Leandro Cuesta","https://s.glbimg.com/es/sde/f/2022/04/13/4f3258f391a28a24859ea19abee67739_FORMATO.png","Botafogo", 1, 3,38,15, 1, 2, 3,NA, 2, 1, 63,NA,NA, 3,NA,NA,NA,NA,NA,NA
"108", 79631,21, 266,"ata","7", 9.30,14.73, 1.32, 6.80,21, 8.44,NA,NA,"cano","Cano","Cano","Germán Ezequiel Cano","https://s.glbimg.com/es/sde/f/2022/04/20/5bb8f223990a3b79975f90d376fb341a_FORMATO.png","Fluminense", 1,NA, 2,16,19,18, 9, 1,13,13, 71,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109", 70171,21, 263,"lat","6", 0.00, 6.00, 0.00, 0.00, 0, 7.12,NA,NA,"rafael","Rafael","Rafael","Rafael Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/505b1bf76a770e85404c4bca2e727eee_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110", 71227,21, 277,"zag","7",-1.80,10.70,-0.43, 3.48,13,-0.47,NA,NA,"maicon","Maicon","Maicon","Maicon Pereira Roque","https://s.glbimg.com/es/sde/f/2022/03/14/d137592918a80391170a5d4fdc021480_FORMATO.png","Santos", 1, 1,17, 4, 3, 4, 6,NA,NA, 1, 77,NA,NA, 4,NA,NA,NA,NA,NA,NA
"111", 70360,21, 282,"ata","6", 2.50, 6.38, 0.22, 3.46,16, 2.45, 2.65555556, 4.48571429,"eduardo-sasha","Eduardo Sasha","E. Sasha","Eduardo Colcenti Antunes","https://s.glbimg.com/es/sde/f/2022/07/15/3da3eaef7ccc5ccb470a282ab0947902_FORMATO.png","Atlético-MG",NA,NA, 9, 6,10, 7,11, 1, 3, 1, 37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112", 71602,21, 327,"lat","6", 0.00, 3.40, 0.00, 2.32, 6, 2.94,NA,NA,"joao-paulo","João Paulo","J. Paulo","João Paulo Gomes da Costa","https://s.glbimg.com/es/sde/f/2022/04/10/e261c53cb607072efab6bcc6f7bd1836_FORMATO.png","América-MG",NA,NA, 9, 3, 1, 2,NA,NA,NA,NA, 38,NA,NA, 1,NA,NA,NA,NA,NA,NA
"113", 73384,21, 266,"lat","7", 7.80, 9.50, 0.79, 5.72,17, 6.87,NA,NA,"samuel-xavier","Samuel Xavier","S. Xavier","Samuel Xavier Brito","https://s.glbimg.com/es/sde/f/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png","Fluminense", 2, 1,25, 8, 4,10,26, 3, 1, 2,120,NA,NA, 6,NA,NA,NA,NA,NA,NA
"114", 73850,21, 327,"ata","5", 0.00, 5.16, 0.00, 3.15,11, 3.20,NA,NA,"aloisio","Aloísio","Aloísio","Aloísio dos Santos Gonçalves","https://s.glbimg.com/es/sde/f/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png","América-MG",NA,NA, 4,19,11, 2,11, 1, 2,10, 28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115", 71684,21, 275,"zag","7", 2.90,15.28,-0.28, 7.27,15, 3.63,NA,NA,"gustavo-gomez","Gustavo Gómez","G. Gómez","Gustavo Raúl Gómez Portillo","https://s.glbimg.com/es/sde/f/2022/02/21/f210b8623194d0722dd0d76585950fb1_FORMATO.png","Palmeiras",NA, 5,23,17, 3, 5,11,NA, 7, 4, 62,NA,NA, 6,NA,NA,NA, 1,NA,NA
"116", 72951,21, 285,"zag","7", 0.00, 6.98, 0.00, 2.73,16, 4.65,NA,NA,"mercado","Mercado","Mercado","Gabriel Iván Mercado","https://s.glbimg.com/es/sde/f/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png","Internacional",NA, 5,21,16, 2, 2,10,NA,NA, 2, 35, 1,NA, 5,NA,NA, 1,NA,NA,NA
"117", 73318,21, 263,"lat","7", 1.00, 5.82, 0.15, 2.64,18, 1.20, 3.76250000, 1.76000000,"daniel-borges","Daniel Borges","D. Borges","Daniel Fortunato Borges","https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png","Botafogo", 2, 1,21,12, 2, 3,11,NA, 1, 1,181,NA,NA, 4,NA,NA, 1,NA,NA,NA
"118", 73421,21, 314,"zag","6",-1.10, 2.66,-0.35, 1.10, 5,-0.59, 0.95000000, 1.70000000,"rafael-vaz","Rafael Vaz","R. Vaz","Rafael Vaz dos Santos","https://s.glbimg.com/es/sde/f/2022/06/14/0cf5ee853af9ccb2eedcdd0295d6567a_FORMATO.png","Avaí",NA, 1, 2, 1, 1, 1, 1,NA,NA,NA, 31,NA,NA, 1,NA,NA,NA,NA,NA,NA
"119", 71680,21, 327,"lat","6", 4.00, 5.46, 0.52, 3.43,14, 3.54, 2.73333333, 4.68000000,"raul-caceres","Raúl Cáceres","R. Cáceres","Raúl Alejandro Cáceres Bogado","https://s.glbimg.com/es/sde/f/2022/02/24/641daa2c8e8e5423b42c703eb607615a_FORMATO.png","América-MG", 1, 1,16,11, 1, 2,NA,NA, 1, 1, 76,NA,NA, 5,NA,NA,NA,NA,NA,NA
"120", 71631,21, 275,"gol","7", 7.00,11.86, 0.40, 4.77,18, 6.64,NA,NA,"weverton","Weverton","Weverton","Weverton Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 9,55,14,NA,NA,NA,NA
"121", 73800,21, 262,"zag","5", 0.00, 5.62, 0.00, 1.84, 8, 2.11,NA,NA,"rodrigo-caio","Rodrigo Caio","R. Caio","Rodrigo Caio Coquette Russo","https://s.glbimg.com/es/sde/f/2022/04/25/bdac1c0e302bfdde7669d77948814e95_FORMATO.png","Flamengo",NA,NA, 7, 3, 1,NA, 4,NA,NA,NA, 10,NA,NA, 1,NA,NA,NA,NA,NA,NA
"122", 73533,21, 314,"gol","6", 0.00, 1.98, 0.00,-1.00, 0, 5.41,NA,NA,"gledson","Glédson","Glédson","Glédson Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png","Avaí",NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123", 73738,21, 294,"ata","6", 0.20, 3.78,-1.22, 0.20, 1, 0.65,NA,NA,"hernan-perez","Hernán Pérez","H. Pérez","Hernán Arsenio Pérez González","https://s.glbimg.com/es/sde/f/2022/07/28/4f4ffac015541a4fba3f6cfc167fab01_FORMATO.png","Coritiba",NA, 1, 1, 4, 1, 1,NA,NA,NA,NA,  8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124", 72775,21, 293,"mei","6", 0.00, 7.25, 0.00, 2.07, 3,-0.79, 1.60000000, 3.00000000,"fernandinho","Fernandinho","Fernandinho","Fernando Luiz Rosa","https://s.glbimg.com/es/sde/f/2022/06/28/6c6eb043593091bc0d2998934a7cb0a9_FORMATO.png","Athlético-PR", 1, 1, 1, 6, 1, 2, 3,NA,NA,NA, 15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125", 71691,21, 286,"ata","6", 3.40, 8.80, 0.04, 3.56,13, 3.47, 3.68750000, 3.32000000,"oscar-ruiz","Óscar Ruíz","Ã. Ruíz","Óscar Ramón Ruiz Roa","https://s.glbimg.com/es/sde/f/2022/03/29/898734e22fa875d79527394af4789eeb_FORMATO.png","Juventude",NA, 1, 7, 3, 2, 7,10, 2, 3, 3, 41, 1,NA,NA,NA,NA,NA,NA,NA,NA
"126", 73992,21, 262,"lat","6", 0.00, 4.33, 0.00, 4.22, 7, 1.29, 6.18000000,-0.46666667,"rodinei","Rodinei","Rodinei","Rodinei Marcelo de Almeida","https://s.glbimg.com/es/sde/f/2022/04/25/bced6ea22dafe56d6176080482dfe8d8_FORMATO.png","Flamengo", 1,NA,16, 2, 2, 2, 5,NA,NA,NA, 46,NA,NA, 2,NA,NA, 1,NA, 1,NA
"127", 72142,21, 327,"zag","7", 8.60, 4.67, 0.93, 2.53,10, 7.23,NA,NA,"danilo-avelar","Danilo Avelar","D. Avelar","Danilo Fernando Avelar","https://s.glbimg.com/es/sde/f/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png","América-MG",NA, 1,10, 8, 3, 8, 3,NA,NA,NA, 48,NA,NA, 2,NA,NA,NA,NA,NA,NA
"128", 71937,21, 327,"mei","6", 0.00, 3.77, 0.00, 0.60, 1, 3.65,NA,NA,"juninho-valoura","Juninho Valoura","J. Valoura","Paulo Roberto Valoura Júnior","https://s.glbimg.com/es/sde/f/2022/02/24/fd30c25ed61ca17e8b341cfc63c2e74e_FORMATO.png","América-MG",NA,NA, 1, 1,NA,NA,NA,NA,NA,NA,  3,NA,NA,NA,NA,NA,NA,NA,NA,NA
