"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","PI","SG","PC","DE","GS","FT","G","I","PP","CV","GC","PS","DP"
"45",78478,11,262,"mei","7",1.3,6.42,0.18,3.14,10,NA,"willian-arao","Willian Arão","W. Arão","Willian Souza Arão da Silva","https://s.glbimg.com/es/sde/f/2022/04/25/de6583b845572b4fd501530503901c3a_FORMATO.png","Flamengo",NA,1,11,9,2,3,5,44,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"46",85931,11,280,"mei","2",0.7,5.88,-0.03,2.5,6,NA,"hyoran","Hyoran","Hyoran","Hyoran Kaue Dalmoro","https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png","Bragantino",1,1,6,4,2,5,3,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",50879,11,293,"mei","6",0,4.03,0,0.58,4,NA,"marlos","Marlos","Marlos","Marlos Romero Bonfim","https://s.glbimg.com/es/sde/f/2022/02/21/5a0a36ab5f18930dc3a619724138d367_FORMATO.png","Athlético-PR",NA,NA,1,NA,1,NA,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",95799,11,280,"ata","7",9.1,7.39,1.18,4.53,6,NA,"artur","Artur","Artur","Artur Victor Guimarães","https://s.glbimg.com/es/sde/f/2022/05/05/5c98a0d6cc76edfef83280072bbd3832_FORMATO.png","Bragantino",NA,NA,6,3,NA,5,11,46,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"49",38398,11,264,"mei","7",3.2,6.78,0.22,2.56,9,NA,"renato-augusto","Renato Augusto","R. Augusto","Renato Soares de Oliveira Augusto","https://s.glbimg.com/es/sde/f/2022/04/27/df30c3d9066a2e16c6625e3aa0a64436_FORMATO.png","Corinthians",NA,NA,11,8,3,2,10,59,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"50",100763,11,276,"mei","5",0,7.41,0,-0.2,1,NA,"gabriel-sara","Gabriel Sara","G. Sara","Gabriel Davi Gomes Sara","https://s.glbimg.com/es/sde/f/2022/03/01/b98717b5d5b0fef1f3992ca77376aa46_FORMATO.png","São Paulo",NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",100079,11,282,"mei","5",0,14.08,0,5.58,5,NA,"zaracho","Zaracho","Zaracho","Federico Matías Javier Zaracho","https://s.glbimg.com/es/sde/f/2021/04/23/ccb1d73771f04699045f78f794f4481d_FORMATO.png","Atlético-MG",1,NA,9,7,2,4,6,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"52",97341,11,276,"tec","7",6.56,12.12,0.69,4.38,11,NA,"rogerio-ceni","Rogério Ceni","R. Ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",93790,11,373,"mei","7",7,7.62,0.18,3.8,11,NA,"marlon-freitas","Marlon Freitas","M. Freitas","Marlon Rodrigues Freitas","https://s.glbimg.com/es/sde/f/2022/03/03/85a5271ee9f81358e6e4009139db31e5_FORMATO.png","Atlético-GO",2,1,27,7,3,3,NA,83,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA
"54",104754,11,356,"tec","7",5.59,7.39,0.4,3.09,10,NA,"juan-vojvoda","Juan Vojvoda","J. Vojvoda","Juan Pablo Vojvoda Rizzo","https://s.glbimg.com/es/sde/f/2021/05/04/b1ac9362e20bba2d6dc699906e1420cc_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",109282,11,266,"ata","7",4.4,9.43,-2.17,6.27,11,NA,"luiz-henrique","Luiz Henrique","L. Henrique","Luiz Henrique André Rosa da Silva","https://s.glbimg.com/es/sde/f/2021/08/19/131f19bc697057f38a3c8ec99c785a97_FORMATO.png","Fluminense",3,NA,23,13,2,9,15,57,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA
"56",86485,11,282,"ata","7",9.2,8.05,1.57,3.28,5,NA,"keno","Keno","Keno","Marcos da Silva França","https://s.glbimg.com/es/sde/f/2021/05/02/cc190959ce99d1236ff0a230132fb245_FORMATO.png","Atlético-MG",1,1,4,1,1,7,8,27,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"57",102878,11,293,"mei","7",-1,8.45,-2.08,4.25,10,NA,"terans","Terans","Terans","Miguel David Terans Pérez  ","https://s.glbimg.com/es/sde/f/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png","Athlético-PR",1,NA,5,8,2,6,5,68,NA,NA,NA,NA,1,4,1,1,NA,NA,NA,NA
"58",68952,11,262,"ata","6",0.5,5.99,-0.34,3.57,4,NA,"marinho","Marinho","Marinho","Mário Sérgio Santos Costa","https://s.glbimg.com/es/sde/f/2022/04/25/b4786e494c8f4852f2ae91d6e0c57b2e_FORMATO.png","Flamengo",1,3,5,4,1,3,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",109497,11,277,"ata","6",0,14.59,0,7.26,9,NA,"marcos-leonardo","Marcos Leonardo","M. Leonardo","Marcos Leonardo Santos Almeida","https://s.glbimg.com/es/sde/f/2022/03/03/70c0680cfe4346861b4db5ebeba1fdbd_FORMATO.png","Santos",NA,3,5,17,7,13,23,23,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA
"60",69705,11,276,"mei","5",0,7.17,0,3.22,4,NA,"nikao","Nikão","Nikão","Maycon Vinícius Ferreira da Cruz","https://s.glbimg.com/es/sde/f/2022/03/01/6a7ca5b138f4ff481ca19603933a7507_FORMATO.png","São Paulo",NA,NA,1,1,2,1,6,22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"61",96684,11,276,"ata","6",0.8,2.86,0.06,0.05,7,NA,"rigoni","Rigoni","Rigoni","Emiliano Ariel Rigoni","https://s.glbimg.com/es/sde/f/2022/03/01/f8d5029ee4e43d0050ec116c23af5c56_FORMATO.png","São Paulo",NA,NA,2,4,NA,NA,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",68920,11,275,"ata","7",9.6,13.09,0.69,5.68,10,NA,"dudu","Dudu","Dudu","Eduardo Pereira Rodrigues","https://s.glbimg.com/es/sde/f/2022/02/21/f77c90a60a3c8354d3235d1b61be9208_FORMATO.png","Palmeiras",1,1,8,4,5,6,15,67,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA
"63",68833,11,277,"mei","6",-1,3.93,-0.46,0.87,9,NA,"ricardo-goulart","Ricardo Goulart","R. Goulart","Ricardo Goulart Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/38ae8bd547bcc5a21f9bb3eaaa1d60c2_FORMATO.png","Santos",NA,1,5,5,1,3,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",91607,11,275,"ata","7",8.7,12.3,-0.84,6.86,10,NA,"rony","Rony","Rony","Ronielson da Silva Barbosa","https://s.glbimg.com/es/sde/f/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png","Palmeiras",NA,NA,5,12,5,13,12,34,NA,NA,NA,NA,NA,6,8,NA,NA,NA,NA,NA
"65",80196,11,356,"mei","3",3.3,10.17,-1.64,5.33,9,NA,"yago-pikachu","Yago Pikachu","Y. Pikachu","Glaybson Yago Souza Lisboa","https://s.glbimg.com/es/sde/f/2022/02/25/7edada6b72e8fcbde3456ae981abd02f_FORMATO.png","Fortaleza",NA,2,11,6,3,10,23,74,NA,NA,NA,NA,1,3,1,1,NA,NA,NA,NA
"66",89840,11,276,"ata","7",2,25.57,-1.79,9.15,11,NA,"calleri","Calleri","Calleri","Jonathan Calleri","https://s.glbimg.com/es/sde/f/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png","São Paulo",1,NA,7,17,11,12,18,61,NA,NA,NA,NA,NA,9,12,1,NA,NA,NA,NA
"67",90031,11,354,"ata","7",12.5,15.1,-0.48,8.5,10,NA,"mendoza","Mendoza","Mendoza","John Stiven Mendoza Valencia","https://s.glbimg.com/es/sde/f/2022/02/22/348289b85a309419d827269486e667c9_FORMATO.png","Ceará",NA,3,6,11,12,9,25,55,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA
"68",62114,11,285,"mei","3",1.5,4.22,0.04,1.33,6,NA,"taison","Taison","Taison","Taison Barcellos Freda","https://s.glbimg.com/es/sde/f/2021/05/14/e379ea8aa45369444909326de75a3863_FORMATO.png","Internacional",NA,3,5,4,1,3,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",73384,11,266,"lat","7",0.6,6.57,-2.08,4.57,7,NA,"samuel-xavier","Samuel Xavier","S. Xavier","Samuel Xavier Brito","https://s.glbimg.com/es/sde/f/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png","Fluminense",1,1,12,3,NA,1,11,47,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"70",42135,11,264,"mei","7",12.1,16.11,0.59,4.84,9,NA,"willian","Willian","Willian","Willian Borges da Silva","https://s.glbimg.com/es/sde/f/2022/04/27/d71030cb82eac8c28c465bac03535385_FORMATO.png","Corinthians",2,1,18,3,4,4,21,45,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"71",71162,11,354,"mei","7",4.5,4.4,0.86,1.79,8,NA,"vina","Vina","Vina","Vinícius Goes Barbosa de Souza","https://s.glbimg.com/es/sde/f/2022/02/22/7c8dc91a507c2956dc61efbd45bda613_FORMATO.png","Ceará",NA,NA,4,3,5,7,10,59,NA,NA,NA,NA,1,NA,3,NA,1,NA,NA,NA
"72",42116,11,266,"ata","7",1.2,3.7,0.15,0.89,10,NA,"willian","Willian","Willian","Willian Gomes de Siqueira","https://s.glbimg.com/es/sde/f/2022/04/20/49ddf4ceba0c02ddb6fc62fb80ffa3dd_FORMATO.png","Fluminense",1,1,5,4,1,NA,1,13,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"73",69034,11,264,"mei","5",0,10.81,0,2.93,3,NA,"paulinho","Paulinho","Paulinho","José Paulo Bezerra Maciel Júnior","https://s.glbimg.com/es/sde/f/2022/04/27/1d79a755ea006081f316b2fad1097216_FORMATO.png","Corinthians",NA,NA,1,2,NA,NA,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"74",38394,11,293,"zag","5",0,8,0,0,0,NA,"thiago-heleno","Thiago Heleno","T. Heleno","Thiago Heleno Henrique Ferreira","https://s.glbimg.com/es/sde/f/2021/05/02/f69df2ecdf5d2a9d11697c61673c4358_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",90309,11,285,"ata","7",7.1,5.99,1.26,1.79,9,NA,"david","David","David","David Correa da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/2bd5fca2e1d0dc67b0755602e00a7e66_FORMATO.png","Internacional",1,1,6,14,2,3,10,34,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA
"76",38750,11,262,"lat","7",2.8,6.19,0.44,2.18,5,NA,"filipe-luis","Filipe Luís","F. Luís","Filipe Luís Kasmirski","https://s.glbimg.com/es/sde/f/2022/04/25/369bf71d74f60350b1da899775cdd41b_FORMATO.png","Flamengo",NA,1,9,4,NA,2,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",81091,11,282,"mei","3",0,7.56,-3.05,4.46,10,NA,"jair","Jair","Jair","Jair Rodrigues Júnior","https://s.glbimg.com/es/sde/f/2021/05/02/9f45c3d8021bc336ee9149455cd40768_FORMATO.png","Atlético-MG",2,3,22,12,4,5,5,34,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"78",99815,11,266,"mei","3",1.3,5.5,-1.45,2.97,7,NA,"arias","Arias","Arias","Jhon Adolfo Arias Andrade","https://s.glbimg.com/es/sde/f/2022/04/20/d97a4c4cc239d983ba72d755e77a671d_FORMATO.png","Fluminense",NA,3,11,11,1,3,11,31,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"79",42145,11,294,"lat","6",0,14.8,0,7.08,6,NA,"egidio","Egídio","Egídio","Egídio de Araújo Pereira Júnior","https://s.glbimg.com/es/sde/f/2022/02/23/c73f6de76388d7abc83e4fe10be2059a_FORMATO.png","Coritiba",2,NA,16,2,5,2,7,62,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",104276,11,266,"lat","6",0,9.74,0,4.22,4,NA,"calegari","Calegari","Calegari","Lucas Felipe Calegari","https://s.glbimg.com/es/sde/f/2022/04/20/af7df060c7d357b2bbd0f6602c974e33_FORMATO.png","Fluminense",NA,1,8,2,NA,NA,4,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",72294,11,282,"gol","7",3,11.07,0.48,3.15,10,NA,"everson","Everson","Everson","Everson Felipe Marques Pires","https://s.glbimg.com/es/sde/f/2021/05/02/2eff4cdfd58d4f859979ef83bbe1ad06_FORMATO.png","Atlético-MG",NA,2,NA,NA,NA,NA,1,NA,4,NA,26,13,NA,NA,NA,NA,NA,NA,NA,NA
"82",71602,11,327,"lat","6",0,3.6,0,2.36,5,NA,"joao-paulo","João Paulo","J. Paulo","João Paulo Gomes da Costa","https://s.glbimg.com/es/sde/f/2022/04/10/e261c53cb607072efab6bcc6f7bd1836_FORMATO.png","América-MG",NA,NA,7,3,1,2,NA,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",82463,11,282,"mei","7",0,3.72,0,0.98,8,NA,"otavio","Otávio","Otávio","Otávio Henrique Passos Santos","https://s.glbimg.com/es/sde/f/2022/02/27/4408faa1939fc9ce996ca6db75e58e52_FORMATO.png","Atlético-MG",NA,1,10,10,1,NA,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",72290,11,327,"gol","7",-1,5.9,-0.48,2.82,11,NA,"jailson","Jailson","Jailson","Jailson Marcelino dos Santos","https://s.glbimg.com/es/sde/f/2022/02/25/89f6931decc893fa4555b93c4a37fe22_FORMATO.png","América-MG",NA,1,NA,NA,NA,NA,NA,NA,1,NA,40,13,NA,NA,NA,NA,NA,NA,NA,NA
"85",79188,11,356,"ata","7",-0.1,3.41,-0.15,0.72,10,NA,"silvio-romero","Silvio Romero","S. Romero","Silvio Ezequiel Romero","https://s.glbimg.com/es/sde/f/2022/05/12/c5b6ac96aea31d2271156591230c8f4c_FORMATO.png","Fortaleza",NA,1,1,2,3,5,6,24,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"86",79631,11,266,"ata","7",0.5,11.92,-2.47,5.82,11,NA,"cano","Cano","Cano","Germán Ezequiel Cano","https://s.glbimg.com/es/sde/f/2022/04/20/5bb8f223990a3b79975f90d376fb341a_FORMATO.png","Fluminense",NA,NA,NA,7,11,11,3,45,NA,NA,NA,NA,NA,6,8,NA,NA,NA,NA,NA
"87",98909,11,293,"ata","7",3.5,7.47,0.11,3.31,10,NA,"cuello","Cuello","Cuello","Tomás Esteban Cuello","https://s.glbimg.com/es/sde/f/2022/02/24/6bec1ac11713040382a43683f3ec06ba_FORMATO.png","Athlético-PR",1,2,16,9,3,11,15,59,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"88",85315,11,264,"mei","6",1.1,5.2,-0.08,2.1,5,NA,"cantillo","Cantillo","Cantillo","Víctor Danilo Cantillo Jiménez","https://s.glbimg.com/es/sde/f/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png","Corinthians",NA,NA,7,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",68773,11,327,"ata","6",-1.6,2.09,-0.2,0.65,7,NA,"henrique-almeida","Henrique Almeida","H. Almeida","Henrique Almeida Caixeta Nascentes","https://s.glbimg.com/es/sde/f/2022/02/25/f952435e80bcd6628e6480a7ad0ed047_FORMATO.png","América-MG",NA,2,6,9,2,1,1,14,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"90",71680,11,327,"lat","6",0,4.52,0,3.65,7,NA,"raul-caceres","Raúl Cáceres","R. Cáceres","Raúl Alejandro Cáceres Bogado","https://s.glbimg.com/es/sde/f/2022/02/24/641daa2c8e8e5423b42c703eb607615a_FORMATO.png","América-MG",1,NA,6,2,1,2,NA,18,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"91",94916,11,282,"mei","7",4.6,12.52,0.02,6.48,9,NA,"nacho-fernandez","Nacho Fernández","N. Fernández","Ignacio Martín Fernández","https://s.glbimg.com/es/sde/f/2021/04/23/021bc265ea84999199e1b2449e23766c_FORMATO.png","Atlético-MG",3,2,19,4,8,8,17,87,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"92",80079,11,327,"gol","6",0,2,0,0,0,NA,"airton","Airton","Airton","Airton Moraes Michellon","https://s.glbimg.com/es/sde/f/2021/06/04/81208059e023912c79130d05f5ec68f0_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",91151,11,327,"ata","7",5.1,8.82,0.65,5.33,6,NA,"everaldo","Everaldo ","Everaldo ","Everaldo Silva do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png","América-MG",2,NA,7,6,3,5,18,40,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA
"94",79113,11,263,"zag","7",2.4,7.65,0.04,3.49,9,NA,"victor-cuesta","Víctor Cuesta","V. Cuesta","Víctor Leandro Cuesta","https://s.glbimg.com/es/sde/f/2022/04/13/4f3258f391a28a24859ea19abee67739_FORMATO.png","Botafogo",1,2,15,8,1,2,2,39,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"95",86388,11,327,"mei","7",6.5,9.88,0.9,4.99,8,NA,"ale","Alê","Alê","Alexandre Egea","https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png","América-MG",1,NA,20,22,1,4,21,54,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"96",38279,11,327,"ata","6",0,4.7,-0.25,0.32,4,NA,"wellington-paulista","Wellington Paulista","W. Paulista","Wellington Pereira do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/12f12e3c03d86cbfec605b70666faaf3_FORMATO.png","América-MG",NA,1,1,2,NA,2,2,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"97",82381,11,327,"mei","7",2.4,5.73,0.16,2.16,9,NA,"juninho","Juninho","Juninho","Adilson dos Anjos Oliveira","https://s.glbimg.com/es/sde/f/2022/02/24/fb366714954149fbf7b493465bba1d9e_FORMATO.png","América-MG",1,1,11,7,2,2,10,56,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"98",95662,11,327,"mei","7",0.7,2.42,-0.12,1.26,9,NA,"lucas-kal","Lucas Kal","L. Kal","Lucas Kal Schenfeld Progioli","https://s.glbimg.com/es/sde/f/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png","América-MG",NA,NA,10,8,3,NA,2,58,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"99",71937,11,327,"mei","6",0,3.77,0,0.6,1,NA,"juninho-valoura","Juninho Valoura","J. Valoura","Paulo Roberto Valoura Júnior","https://s.glbimg.com/es/sde/f/2022/02/24/fd30c25ed61ca17e8b341cfc63c2e74e_FORMATO.png","América-MG",NA,NA,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",60969,11,327,"lat","7",1,6.49,0.03,2.7,11,NA,"patric","Patric","Patric","Patric Cabral Lalau","https://s.glbimg.com/es/sde/f/2022/02/25/7625d982588386e96390538eb699b2a2_FORMATO.png","América-MG",NA,2,25,15,4,5,11,130,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"101",72580,11,327,"gol","6",0,7,0,0,0,NA,"matheus-cavichioli","Matheus Cavichioli","M. Cavichioli","Matheus Fernando Cavichioli","https://s.glbimg.com/es/sde/f/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",60825,11,327,"ata","7",-0.2,5.81,-0.34,2.68,10,NA,"felipe-azevedo","Felipe Azevedo","F. Azevedo","Felipe Azevedo dos Santos","https://s.glbimg.com/es/sde/f/2022/02/25/32fc5d9f18e690ed6ef80d16faae95cc_FORMATO.png","América-MG",NA,1,8,16,4,7,9,50,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA
"103",81031,11,354,"tec","7",0,3.94,0,0.96,1,NA,"marquinhos-santos","Marquinhos Santos","M. Santos","Marcos Vinícius dos Santos Gonçalves","https://s.glbimg.com/es/sde/f/2022/03/08/fe2e9685b644eeed11a14b51b6b6afd4_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",91203,11,327,"zag","7",1.1,2.39,-0.35,1.08,9,NA,"eder","Éder","Éder","Éder Ferreira Graminho","https://s.glbimg.com/es/sde/f/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png","América-MG",1,2,8,14,NA,NA,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",85300,11,327,"ata","5",0,3,0,0,0,NA,"berrio","Berrío ","Berrío ","Orlando Enrique Berrío Meléndez","https://s.glbimg.com/es/sde/f/2021/07/15/7297312d93a89be46c96c93414cfdf94_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",50645,11,327,"lat","5",0,4,0,0,0,NA,"eduardo","Eduardo","Eduardo","Carlos Eduardo Santos Oliveira","https://s.glbimg.com/es/sde/f/2022/02/25/a1ed845c0cda1af45df260be95a58b34_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",97453,11,327,"gol","5",0,3,0,0,0,NA,"jori","Jori","Jori","Joriwinnyson Santos dos Anjos Rodrigues","https://s.glbimg.com/es/sde/f/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",97317,11,327,"mei","6",0,1.88,0,0.43,7,NA,"ze-ricardo","Zé Ricardo","Z. Ricardo","José Ricardo Barbosa Ribeiro Drumond","https://s.glbimg.com/es/sde/f/2022/02/24/55526a7acacc680703923482c9c2fd9d_FORMATO.png","América-MG",NA,NA,4,4,NA,NA,3,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",99878,11,327,"ata","6",0,2,0,0,0,NA,"leo-passos","Léo Passos","L. Passos","Leonardo da Silva Passos","https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",93886,11,327,"mei","6",0,0.77,0,0.15,4,NA,"matheusinho","Matheusinho","Matheusinho","Matheus Leonardo Sales Cardoso","https://s.glbimg.com/es/sde/f/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png","América-MG",NA,1,5,6,1,NA,2,17,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"111",104095,11,327,"lat","6",0,1,0,0,0,NA,"vitor-hugo","Vitor Hugo","V. Hugo","Vitor Hugo de Andrade Oliveira","https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",97062,11,327,"mei","5",0,5.55,0,2.5,6,NA,"juan-ramirez","Juan Ramírez","J. Ramírez","Juan Pablo Ramírez Velásquez","https://s.glbimg.com/es/sde/f/2022/02/24/2e0263bb5e40212a4b61690039d26668_FORMATO.png","América-MG",1,2,2,6,1,1,5,10,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"113",104513,11,293,"lat","7",5.6,8.23,1.09,4.46,11,NA,"abner-vinicius","Abner Vinícius","A. Vinícius","Abner Vinícius da Silva Santos","https://s.glbimg.com/es/sde/f/2021/05/02/f1aa04d210bcbf610dc5f4c169e0dbb8_FORMATO.png","Athlético-PR",1,2,23,13,1,NA,5,92,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"114",105208,11,293,"gol","7",11,8.49,1.78,4.56,11,NA,"bento","Bento","Bento","Bento Matheus Krepski","https://s.glbimg.com/es/sde/f/2022/02/21/40d480db7ba8476ece495c478aa597d4_FORMATO.png","Athlético-PR",NA,2,1,NA,NA,NA,NA,NA,4,NA,36,12,NA,NA,NA,NA,NA,NA,NA,1
"115",105175,11,293,"lat","7",11.7,5.73,2.21,3.88,8,NA,"khellven","Khellven ","Khellven ","Khellven Douglas Silva Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/2ca4e948511b9183a702c48d72753850_FORMATO.png","Athlético-PR",NA,NA,17,8,1,5,3,77,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",105672,11,293,"zag","7",7.6,4.8,1.38,3.26,5,NA,"nicolas-hernandez","Nicolás Hernández","N. Hernández","Nicolás Hernández Rodríguez","https://s.glbimg.com/es/sde/f/2022/02/21/8e49df153cf9037db1aa09cd34feb7e9_FORMATO.png","Athlético-PR",NA,1,9,5,NA,NA,1,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",100943,11,327,"zag","7",0.2,3.48,-0.05,1.76,9,NA,"conti","Conti","Conti","Germán Andrés Conti","https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png","América-MG",NA,NA,12,8,NA,1,1,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",106704,11,327,"ata","6",0,1.72,0,0.45,2,NA,"carlos-alberto","Carlos Alberto","C. Alberto","Carlos Alberto Gomes da Silva Filho","https://s.glbimg.com/es/sde/f/2022/02/25/c051db5190893370b401c6f37c4c427d_FORMATO.png","América-MG",NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
