"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FF","FS","PI","SG","I","CV","FD","FT","PC","G","PP","GC","DE","GS","PS","DP"
"200",101798,16,282,"mei","6",0,3.04,0,-0.57,3,NA,"guilherme-castilho","Guilherme Castilho","G. Castilho","Guilherme Castilho Carvalho","https://s.glbimg.com/es/sde/f/2022/02/27/bb2d508413cce29c6fa181a7ee4fcd5c_FORMATO.png","Atlético-MG",NA,NA,NA,4,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",38279,16,327,"ata","5",0,4.53,0,0.32,6,NA,"wellington-paulista","Wellington Paulista","W. Paulista","Wellington Pereira do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/12f12e3c03d86cbfec605b70666faaf3_FORMATO.png","América-MG",NA,1,1,3,3,3,10,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",87838,16,266,"lat","6",0,4.53,0,2.64,5,NA,"pineida","Pineida","Pineida","Mario Alberto Pineida Martínez","https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png","Fluminense",NA,NA,NA,6,1,3,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",103706,16,282,"mei","6",0,1,0,0,0,NA,"neto","Neto","Neto","Antônio Fialho de Carvalho Neto","https://s.glbimg.com/es/sde/f/2021/05/02/cfe664f3690d1a51a29254653d64a4fd_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",68773,16,327,"ata","7",0,4.22,0,1.87,9,NA,"henrique-almeida","Henrique Almeida","H. Almeida","Henrique Almeida Caixeta Nascentes","https://s.glbimg.com/es/sde/f/2022/02/25/f952435e80bcd6628e6480a7ad0ed047_FORMATO.png","América-MG",NA,3,7,12,1,3,15,NA,4,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA
"205",38225,16,314,"ata","6",0,10.13,0,4.88,13,NA,"muriqui","Muriqui","Muriqui","Luiz Guilherme da Conceição Silva","https://s.glbimg.com/es/sde/f/2022/02/24/4df18fe9d1a25d570f6c5f99adc76327_FORMATO.png","Avaí",1,1,13,12,5,24,51,NA,6,NA,1,1,NA,4,NA,NA,NA,NA,1,NA
"206",104383,16,282,"gol","6",0,2,0,0,0,NA,"matheus-mendes","Matheus Mendes","M. Mendes","Matheus Mendes Werneck de Oliveira","https://s.glbimg.com/es/sde/f/2021/05/02/24843908658b0208dc43cc60069fcbb6_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",104401,16,286,"zag","2",0,4.37,0,3.97,8,NA,"vitor-mendes","Vitor Mendes","V. Mendes","Vitor Mendes Alves","https://s.glbimg.com/es/sde/f/2022/04/13/e5945941323ae30dc69b5ecb9ea3cfda_FORMATO.png","Juventude",NA,3,18,7,6,9,30,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"208",107555,16,294,"lat","7",-0.3,2.67,-0.18,1.56,10,NA,"guilherme-biro","Guilherme Biro","G. Biro","Guilherme da Trindade Dubas","https://s.glbimg.com/es/sde/f/2022/02/23/7b5275230124120d9a766bb8519cf1c9_FORMATO.png","Coritiba",NA,2,15,7,NA,3,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",82381,16,327,"mei","7",-1,5.33,-0.52,2.16,14,NA,"juninho","Juninho","Juninho","Adilson dos Anjos Oliveira","https://s.glbimg.com/es/sde/f/2022/02/24/fb366714954149fbf7b493465bba1d9e_FORMATO.png","América-MG",1,2,23,8,3,13,91,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,1,NA
"210",80079,16,327,"gol","6",0,2.61,0,6,1,NA,"airton","Airton","Airton","Airton Moraes Michellon","https://s.glbimg.com/es/sde/f/2021/06/04/81208059e023912c79130d05f5ec68f0_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA
"211",107898,16,282,"ata","6",0,2,0,0,0,NA,"felipe-felicio","Felipe Felício","F. Felício","Felipe Felício Silva Reis","https://s.glbimg.com/es/sde/f/2022/02/27/4c56f798fd2b7f9be13d4871df8d118f_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",71937,16,327,"mei","6",0,3.77,0,0.6,1,NA,"juninho-valoura","Juninho Valoura","J. Valoura","Paulo Roberto Valoura Júnior","https://s.glbimg.com/es/sde/f/2022/02/24/fd30c25ed61ca17e8b341cfc63c2e74e_FORMATO.png","América-MG",NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",72359,16,354,"zag","7",10.7,4.98,1.65,4.31,8,NA,"luiz-otavio","Luiz Otávio","L. Otávio","Luiz Otávio Anacleto Leandro","https://s.glbimg.com/es/sde/f/2022/02/22/18d80f2c9d7f3c212842019dab63bd77_FORMATO.png","Ceará",NA,1,10,5,1,6,19,3,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA
"214",103347,16,294,"lat","7",-0.4,7.88,-0.4,4.43,11,NA,"matheus-alexandre","Matheus Alexandre","M. Alexandre","Matheus Alexandre Anastácio de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png","Coritiba",NA,1,34,9,NA,2,44,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",113558,16,280,"ata","6",0,3,0,0,0,NA,"bruninho","Bruninho","Bruninho","Bruno Gonçalves de Jesus","https://s.glbimg.com/es/sde/f/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",114888,16,280,"mei","6",0,2,0,0,0,NA,"luciano","Luciano","Luciano","Luciano Silva Santos","https://s.glbimg.com/es/sde/f/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",109461,16,282,"mei","6",0.5,2.32,-0.78,1.73,7,NA,"calebe","Calebe","Calebe","Calebe Gonçalves Ferreira da Silva","https://s.glbimg.com/es/sde/f/2021/05/02/613a829b5ab9c72bb99f5b578f017a8e_FORMATO.png","Atlético-MG",NA,1,7,2,NA,7,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",51413,16,1371,"gol","7",7.5,12.93,0.9,4.56,14,NA,"walter","Walter","Walter","Walter Leandro Capeloza Artune","https://s.glbimg.com/es/sde/f/2021/05/28/50f29a94dff6b578111f33d689953f3c_FORMATO.png","Cuiabá",NA,NA,2,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,55,15,NA,NA
"219",38588,16,1371,"ata","7",0,4.23,0,1.91,8,NA,"elton","Elton","Elton","Elton Rodrigues Brandão","https://s.glbimg.com/es/sde/f/2022/02/23/04785c869069f264ccf01098f0707f30_FORMATO.png","Cuiabá",NA,1,3,7,2,5,25,NA,2,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA
"220",60859,16,354,"ata","6",0,6,0,0,0,NA,"jael","Jael","Jael","Jael Ferreira Vieira","https://s.glbimg.com/es/sde/f/2022/02/22/7d9b7c475629a1800313155c896a0e49_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",91151,16,327,"ata","5",0,8.04,0,4.15,10,NA,"everaldo","Everaldo ","Everaldo ","Everaldo Silva do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png","América-MG",2,1,14,12,7,26,68,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"222",87402,16,354,"zag","7",-1.5,3.74,-0.46,2.13,12,NA,"messias","Messias","Messias","Messias Rodrigues da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png","Ceará",NA,2,6,11,4,5,43,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",81881,16,354,"gol","7",2,5.47,0.19,3.43,13,NA,"joao-ricardo","João Ricardo","J. Ricardo","João Ricardo Riedi","https://s.glbimg.com/es/sde/f/2022/02/22/adaab64e1f87d21062e8d3820e969b1c_FORMATO.png","Ceará",NA,3,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,40,16,NA,1
"224",39572,16,314,"mei","5",0,3.48,0,1.62,4,NA,"renato","Renato","Renato","José Renato da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/24/c65bdd88b41fe9f8ddb3c5be562e45a9_FORMATO.png","Avaí",NA,1,2,2,1,4,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",70925,16,354,"mei","6",0,3.48,0,2.65,2,NA,"wescley","Wescley","Wescley","Wescley Gomes dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/661d0c727249c5c00f69dead20c6d16e_FORMATO.png","Ceará",NA,NA,4,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",63172,16,1371,"zag","6",0,4.48,0,1.44,7,NA,"paulao","Paulão","Paulão","Paulo Marcos de Jesus Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/23/962044a3dba4ade297a566c4d7f73d40_FORMATO.png","Cuiabá",NA,NA,3,2,1,NA,19,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"227",84428,16,354,"mei","7",-0.1,5.82,-0.33,1.68,8,NA,"fernando-sobral","Fernando Sobral","F. Sobral","Fernando Pereira do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png","Ceará",NA,1,6,2,3,9,27,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",60852,16,1371,"lat","7",6.2,5.01,0.93,1.94,13,NA,"uendel","Uendel","Uendel","Uendel Pereira Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/23/80aa17d4669a6357c0620eb0988e839e_FORMATO.png","Cuiabá",1,NA,12,10,4,7,140,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",61033,16,1371,"mei","6",-0.5,5.71,-0.58,1.91,15,NA,"rodriguinho","Rodriguinho","Rodriguinho","Rodrigo Eduardo Costa Marinho","https://s.glbimg.com/es/sde/f/2022/02/23/da202da4fb23bc636936f60651108982_FORMATO.png","Cuiabá",NA,NA,5,4,10,14,37,NA,4,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"230",111204,16,294,"zag","6",0,2.74,0,5.8,1,NA,"marcio-silva","Marcio Silva","M. Silva","Marcio Gleyson Leite da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/0c18ff9c752df4675973a030dcc63c55_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",86410,16,354,"lat","6",1.1,5.07,-0.08,2.01,10,NA,"victor-luis","Victor Luis","V. Luis","Victor Luis Chuab Zamblauskas","https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png","Ceará",NA,NA,7,7,2,9,47,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",86711,16,354,"mei","7",1.7,4.86,0.23,2.16,12,NA,"richard-coelho","Richard Coelho","R. Coelho","Richard Cândido Coelho","https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png","Ceará",1,4,23,21,1,13,53,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",105811,16,275,"ata","6",5,5.18,-0.75,3.16,10,NA,"wesley","Wesley","Wesley","Wesley Ribeiro Silva","https://s.glbimg.com/es/sde/f/2022/02/21/0f04dc5dcf192c6975ba1ccb8b6de900_FORMATO.png","Palmeiras",1,NA,9,4,5,7,33,NA,1,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"234",86388,16,327,"mei","6",0.9,8.46,-0.59,3.69,12,NA,"ale","Alê","Alê","Alexandre Egea","https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png","América-MG",1,NA,24,25,5,27,70,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"235",69010,16,1371,"gol","6",0,3.36,0,2,1,NA,"joao-carlos","João Carlos","J. Carlos","João Carlos Heidemann","https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA
"236",95662,16,327,"mei","7",-0.3,2.35,-0.39,1.21,14,NA,"lucas-kal","Lucas Kal","L. Kal","Lucas Kal Schenfeld Progioli","https://s.glbimg.com/es/sde/f/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png","América-MG",NA,1,15,11,2,4,81,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"237",70666,16,1371,"zag","7",8,8.01,0.75,3.6,14,NA,"marllon","Marllon","Marllon","Marllon Gonçalves Jerônimo Borges","https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png","Cuiabá",NA,2,27,10,5,6,53,4,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"238",99236,16,294,"mei","6",0,2.2,0,0,1,NA,"pablo-garcia","Pablo García","P. García","Pablo Javier García Lafluf","https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",78851,16,354,"gol","6",0,5,0,0,0,NA,"richard","Richard","Richard","Richard de Oliveira da Costa","https://s.glbimg.com/es/sde/f/2022/02/22/9d468ebf560bb9e0da9699ba4df38391_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",80076,16,354,"ata","6",0.5,4.15,-0.13,1.35,9,NA,"ze-roberto","Zé Roberto","Z. Roberto","José Roberto Assunção de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/22/d2d6e5f9f0b8f9299ec51823ad4791c8_FORMATO.png","Ceará",1,2,2,7,4,10,15,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",89695,16,354,"ata","3",0.9,2.14,-0.6,2.45,8,NA,"iury-castilho","Iury Castilho","I. Castilho","Iury Lirio Freitas de Castilho","https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png","Ceará",1,3,7,10,1,17,22,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA
"242",86536,16,354,"mei","6",0,3.02,0,2.12,11,NA,"richardson","Richardson","Richardson","Richardson Fernandes dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png","Ceará",NA,5,26,26,3,14,35,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"243",103575,16,290,"zag","7",2.2,5.08,-0.18,2.84,12,NA,"caetano","Caetano","Caetano","João Victor Andrade Caetano","https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png","Goiás",NA,1,20,10,1,4,50,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",68690,16,1371,"ata","5",0,3.77,0,2.62,9,NA,"andre","André","André","André Felipe Ribeiro de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/ee02dcfd3fef8bb6cb823ff266baa89a_FORMATO.png","Cuiabá",NA,2,6,14,5,11,28,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"245",50301,16,1371,"mei","6",0,8.68,0,2.69,7,NA,"everton","Everton","Everton","Everton Cardoso da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/c60eafc88d521475a07c8848255be68a_FORMATO.png","Cuiabá",NA,2,9,12,3,13,32,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"246",78867,16,1371,"mei","7",6.1,3.9,0.91,1.29,10,NA,"rafael-gava","Rafael Gava","R. Gava","Rafael Gustavo Meneghel Gava","https://s.glbimg.com/es/sde/f/2022/02/23/16687c4ddc3ae72291f2729ad61ed092_FORMATO.png","Cuiabá",1,1,8,9,3,8,90,NA,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"247",89668,16,266,"lat","6",0,9.46,0,4.88,5,NA,"cris-silva","Cris Silva","C. Silva","Cristiano da Silva Leite ","https://s.glbimg.com/es/sde/f/2022/02/24/8fb43cd4c4ebb6cd5ac890a7feafc838_FORMATO.png","Fluminense",1,NA,9,4,1,3,37,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",85423,16,1371,"mei","6",3.1,6.13,-1.03,3.34,13,NA,"valdivia","Valdívia","Valdívia","Wanderson Ferreira de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/ec8d7f67b026fc679f8ac3b10514eefd_FORMATO.png","Cuiabá",NA,2,15,8,5,16,71,NA,2,NA,5,1,NA,2,NA,NA,NA,NA,NA,NA
"249",106076,16,290,"mei","6",0,3,0,0,0,NA,"daniel-de-pauli","Daniel de Pauli","D. Pauli","Daniel de Pauli Oliveira","https://s.glbimg.com/es/sde/f/2022/03/10/784ef6e4a568cca23887b6a1416de101_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",107259,16,290,"mei","6",0,1.76,0,-0.05,2,NA,"henrique-lordelo","Henrique Lordelo","H. Lordelo","Henrique Lordelo Souza de Oliveira","https://s.glbimg.com/es/sde/f/2022/03/10/651627e528e2f1f7054ea3eda1e6c660_FORMATO.png","Goiás",NA,NA,4,7,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",93886,16,327,"mei","6",2.2,1.09,0.26,0.72,7,NA,"matheusinho","Matheusinho","Matheusinho","Matheus Leonardo Sales Cardoso","https://s.glbimg.com/es/sde/f/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png","América-MG",NA,1,7,8,NA,6,23,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",88427,16,286,"mei","6",0,2.68,0,-0.4,3,NA,"marlon","Marlon","Marlon","Marlon Adriano Prezotti","https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png","Juventude",NA,1,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",71505,16,1371,"ata","6",0,3.55,0,1.44,7,NA,"jenison","Jenison","Jenison","Jenison de Jesus Brito e Brito","https://s.glbimg.com/es/sde/f/2022/05/21/96cce19edbae5595a19e4f443735196a_FORMATO.png","Cuiabá",NA,1,2,6,4,3,21,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"254",88033,16,1371,"zag","7",5,5.59,1.28,1.74,10,NA,"alan-empereur","Alan Empereur","A. Empereur","Alan Pereira Empereur","https://s.glbimg.com/es/sde/f/2022/02/22/a78f168b55aeb8d74c3b965a7b4f75d2_FORMATO.png","Cuiabá",NA,2,7,8,NA,11,40,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",100987,16,266,"mei","7",2.3,6.35,-1.15,2.7,10,NA,"nonato","Nonato","Nonato","Gustavo Nonato Santana","https://s.glbimg.com/es/sde/f/2021/07/30/7536d1f5782d6ce621dfd8aa405d0e28_FORMATO.png","Fluminense",1,3,19,11,5,20,66,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",63354,16,285,"zag","2",11.7,7.52,1.52,4.63,7,NA,"rodrigo-moledo","Rodrigo Moledo","R. Moledo","Rodrigo Modesto da Silva Moledo","https://s.glbimg.com/es/sde/f/2022/04/02/a672a123ec8d7b626a7c7aad1211dc94_FORMATO.png","Internacional",NA,NA,10,3,2,7,12,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",107263,16,290,"ata","6",0,2,0,0,0,NA,"indio","Índio","Índio","Eduardo Figueiredo da Cruz","https://s.glbimg.com/es/sde/f/2022/03/10/a6633ada3323491df8e823750266cc83_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",107908,16,290,"lat","5",0,2.64,0,0.7,3,NA,"hugo","Hugo","Hugo","Hugo Ferreira de Farias","https://s.glbimg.com/es/sde/f/2022/03/10/121d7e4dfd7120daf27329b4d1e02005_FORMATO.png","Goiás",NA,NA,4,NA,NA,1,31,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",102318,16,266,"ata","7",6.9,5.14,1,2.47,14,NA,"caio-paulista","Caio Paulista","C. Paulista","Caio Fernando de Oliveira","https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png","Fluminense",3,NA,12,5,6,10,55,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",96340,16,354,"mei","7",0.8,9.09,-1.6,4.91,10,NA,"lima","Lima","Lima","Vinicius Moreira de Lima","https://s.glbimg.com/es/sde/f/2022/02/22/6d2da25187d0a8f998315ea12828e2a6_FORMATO.png","Ceará",NA,NA,16,11,11,24,52,NA,1,1,4,NA,NA,2,NA,NA,NA,NA,NA,NA
"261",88544,16,354,"lat","6",0,2,0,0,0,NA,"buiu","Buiú","Buiú","Marcos Ytalo Benício da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",97810,16,354,"ata","5",0,2.9,0,1.55,12,NA,"erick","Erick","Erick","Erick de Arruda Serafim","https://s.glbimg.com/es/sde/f/2022/02/22/391609eb9a9349eac73814c39b4be34c_FORMATO.png","Ceará",NA,3,7,11,5,11,67,NA,3,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"263",91203,16,327,"zag","7",0,3.64,0,1.87,13,NA,"eder","Éder","Éder","Éder Ferreira Graminho","https://s.glbimg.com/es/sde/f/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png","América-MG",1,3,15,18,NA,NA,52,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",107498,16,266,"mei","7",1.2,6.67,-0.76,3.5,13,NA,"andre","André","André","André Trindade da Costa Neto","https://s.glbimg.com/es/sde/f/2022/04/20/ab46ac470d67b794ba585f6150123037_FORMATO.png","Fluminense",1,3,33,14,5,21,60,NA,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"265",109573,16,266,"mei","6",0.8,3.81,-0.56,1.08,6,NA,"martinelli","Martinelli","Martinelli","Matheus Martinelli Lima","https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png","Fluminense",1,NA,1,5,NA,NA,18,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",78856,16,1371,"mei","6",1.2,2.53,0.05,1.03,11,NA,"marcao-silva","Marcão Silva","M. Silva","Marcos Antônio Almeida Silva","https://s.glbimg.com/es/sde/f/2022/02/23/1137efd5de0473f1c88c49348353a899_FORMATO.png","Cuiabá",NA,NA,8,10,1,NA,9,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",91639,16,1371,"lat","6",4.4,5,-0.04,2.4,4,NA,"igor-carius","Igor Cariús","I. Cariús","Igor Aquino da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/fa3ebd08b3835164b2532b908f71ccfe_FORMATO.png","Cuiabá",NA,1,3,6,NA,2,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",72951,16,285,"zag","7",6.7,7.29,0.93,2.83,13,NA,"mercado","Mercado","Mercado","Gabriel Iván Mercado","https://s.glbimg.com/es/sde/f/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png","Internacional",NA,3,16,8,2,8,28,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA
"269",37788,16,356,"gol","7",0,3.45,0,2.11,9,NA,"marcelo-boeck","Marcelo Boeck","M. Boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2022/02/23/34de12a5651c918b60321caf78ecbfa7_FORMATO.png","Fortaleza",NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,NA,NA,NA,25,14,NA,NA
"270",97062,16,327,"mei","7",-0.4,4.62,-0.4,1.91,8,NA,"juan-ramirez","Juan Ramírez","J. Ramírez","Juan Pablo Ramírez Velásquez","https://s.glbimg.com/es/sde/f/2022/02/24/2e0263bb5e40212a4b61690039d26668_FORMATO.png","América-MG",1,2,2,8,2,6,14,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"271",78605,16,285,"mei","7",2.4,6.08,0.32,4.02,13,NA,"gabriel","Gabriel","Gabriel","Gabriel Girotto Franco","https://s.glbimg.com/es/sde/f/2022/04/02/f20a9f6c8c6edb72777759bc796aaa64_FORMATO.png","Internacional",NA,1,46,24,4,13,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",115867,16,290,"lat","6",0,2,0,0,0,NA,"gabriel-ruggeri","Gabriel Ruggeri","G. Ruggeri","Gabriel Ruggeri Silva","https://s.glbimg.com/es/sde/f/2022/03/10/46af53a0646102ee53d5d4a76af63dfb_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",91706,16,266,"lat","6",0,3.53,0,1.93,3,NA,"marlon","Marlon","Marlon","Marlon Rodrigues Xavier","https://s.glbimg.com/es/sde/f/2022/02/24/56ce5e779fc69c1a78f5c80ff21546ba_FORMATO.png","Fluminense",NA,NA,5,6,NA,1,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",91772,16,266,"zag","6",0,2.73,0,-0.3,1,NA,"david-duarte","David Duarte","D. Duarte","David de Duarte Macedo","https://s.glbimg.com/es/sde/f/2022/02/24/3f42def61bc6bfaecea6c0330e2b2122_FORMATO.png","Fluminense",NA,1,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
