"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FF","FS","PI","SG","I","CV","FD","FT","PC","G","PP","GC","DE","GS","PS","DP"
"384",106002,16,285,"mei","6",4.6,3.88,0.49,3.18,6,NA,"johnny","Johnny","Johnny","João Lucas Souza Cardoso","https://s.glbimg.com/es/sde/f/2021/05/02/e291215bc1ef22558f71ebdfc86fd7e6_FORMATO.png","Internacional",1,1,7,5,1,4,16,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"385",106202,16,285,"mei","6",0,4,0,0,0,NA,"bruno-gomes","Bruno Gomes","B. Gomes","Bruno Gomes da Silva Clevelário","https://s.glbimg.com/es/sde/f/2022/04/02/ba1e5da5f4a9e34f5e306cee78c2ae54_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",97450,16,264,"ata","6",2.5,3.21,-0.75,1.88,6,NA,"gustavo-mosquito","Gustavo Mosquito","G. Mosquito","Gustavo Henric da Silva","https://s.glbimg.com/es/sde/f/2022/04/27/8aa6b55720ea1d492c743e089aaa35e5_FORMATO.png","Corinthians",NA,1,3,1,NA,4,10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"387",107172,16,263,"mei","7",3.6,6.88,0.34,3.52,11,NA,"patrick-de-paula","Patrick de Paula","P. Paula","Patrick de Paula Carreiro","https://s.glbimg.com/es/sde/f/2022/04/05/8c35d4213e4e54056fa8d79421ac1e23_FORMATO.png","Botafogo",NA,3,17,9,6,16,70,NA,NA,NA,6,1,NA,1,NA,NA,NA,NA,NA,NA
"388",107741,16,285,"lat","6",0,3,0,0,0,NA,"mazetti","Mazetti","Mazetti","Lucas Henrique Mazetti","https://s.glbimg.com/es/sde/f/2022/04/02/66e2cc2d91eb5e3405681b6b815e35e8_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",98225,16,290,"ata","7",9.4,10.46,0.87,5.93,14,NA,"pedro-raul","Pedro Raul","P. Raul","Pedro Raul Garay da Silva","https://s.glbimg.com/es/sde/f/2022/03/10/5215be2746c5556d28458274ecbe4b16_FORMATO.png","Goiás",NA,4,7,22,10,13,53,NA,6,NA,8,1,NA,8,NA,NA,NA,NA,NA,NA
"390",93787,16,294,"mei","5",0,17.2,0,9.77,6,NA,"andrey","Andrey","Andrey","Andrey Ramos do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/23/6343710eb5f742ccc9f90d015c3c6a8b_FORMATO.png","Coritiba",NA,1,19,11,8,11,28,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,1,NA
"391",107231,16,275,"mei","7",0.8,5.91,-0.44,2.54,12,NA,"danilo","Danilo","Danilo","Danilo dos Santos de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/db630d6c2cb9309ad6f0f77ad6f1d408_FORMATO.png","Palmeiras",NA,3,17,10,7,10,60,NA,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"392",81161,16,277,"ata","7",3.5,10.08,-0.35,5.72,13,NA,"leo-baptistao","Léo Baptistão ","L. Baptistão","Leonardo Carrilho Baptistão ","https://s.glbimg.com/es/sde/f/2022/03/03/720ce11785d74738c66fdb3f797d770b_FORMATO.png","Santos",1,NA,18,14,14,25,78,NA,1,NA,6,NA,NA,4,NA,1,NA,NA,NA,NA
"393",107745,16,285,"ata","6",0.4,1.9,-0.8,1.6,5,NA,"caio-vidal","Caio Vidal","C. Vidal","Caio Vidal Rocha","https://s.glbimg.com/es/sde/f/2022/04/02/2de9576136ea8acae47822e900c3cc5a_FORMATO.png","Internacional",NA,NA,3,7,3,9,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",109963,16,280,"zag","6",0,4.28,0,4.2,3,NA,"renan","Renan","Renan","Renan Victor da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/eea7da20dcaeb02fd4b5170a3d9f472b_FORMATO.png","Bragantino",NA,NA,6,2,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"395",82647,16,294,"mei","6",1.7,3.34,0.19,0.68,8,NA,"regis","Régis","Régis","Régis Augusto Salmazzo","https://s.glbimg.com/es/sde/f/2022/02/23/c47fcbc612efa64ebc997eda805f11e5_FORMATO.png","Coritiba",NA,NA,3,2,1,3,23,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",83772,16,294,"ata","6",0,3.68,0,0.74,3,NA,"neilton","Neilton","Neilton","Neilton Meira Mestzk","https://s.glbimg.com/es/sde/f/2022/03/14/cb2e543c7dc405836f0fe7262ffe1ec4_FORMATO.png","Coritiba",NA,1,2,1,NA,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",104715,16,293,"mei","6",0,1.74,0,0.14,5,NA,"pablo-siles","Pablo Siles","P. Siles","Pablo Fabricio Siles Morales","https://s.glbimg.com/es/sde/f/2022/03/08/da612649a75f9bd30b79d397f16a8fa4_FORMATO.png","Athlético-PR",NA,2,4,6,1,2,11,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"398",86970,16,277,"zag","7",9.1,10.26,1.42,3.97,13,NA,"eduardo-bauermann","Eduardo Bauermann","E. Bauermann","Eduardo Gabriel dos Santos Bauermann","https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png","Santos",1,1,14,5,3,8,30,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"399",101027,16,290,"mei","7",0.2,5.86,-0.39,2.98,13,NA,"diego","Diego","Diego","Jackson Diego Ibrahim Fagundes","https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png","Goiás",2,NA,23,11,3,27,114,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",86859,16,356,"mei","7",3.5,5.52,0.23,3.53,11,NA,"jose-welison","José Welison","J. Welison","José Welison da Silva","https://s.glbimg.com/es/sde/f/2022/03/14/5a5a881aaebeac670cfe3b9b080c99a2_FORMATO.jpeg","Fortaleza",NA,1,26,15,7,9,62,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"401",108712,16,285,"ata","6",0,2,0,0,0,NA,"gustavo-maia","Gustavo Maia","G. Maia","Gustavo Maia da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",111688,16,285,"ata","6",0,1.74,0,0.1,3,NA,"matheus-cadorini","Matheus Cadorini","M. Cadorini","Matheus Alfredo Cadorini da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/b95ad9995d0cf6d40d8915558ab5dc12_FORMATO.png","Internacional",NA,NA,1,3,NA,2,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",68770,16,277,"mei","6",3.3,4.01,0.23,2.12,7,NA,"camacho","Camacho","Camacho","Guilherme de Aguiar Camacho","https://s.glbimg.com/es/sde/f/2022/03/03/44a5a0d1669b56e3bc607727595c4751_FORMATO.png","Santos",NA,2,16,8,NA,1,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",107225,16,275,"lat","6",0,3.07,0,3.93,3,NA,"gustavo-garcia","Gustavo Garcia","G. Garcia","Gustavo Garcia dos Santos","https://s.glbimg.com/es/sde/f/2021/05/08/3565dc4679be59b81c08a110e09a57fa_FORMATO.png","Palmeiras",NA,NA,2,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",81150,16,275,"lat","6",0,4.67,0,1.82,8,NA,"mayke","Mayke","Mayke","Mayke Rocha de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/7d200ca2902c8ec5643bc8975b770faf_FORMATO.png","Palmeiras",NA,1,9,4,NA,1,45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",79035,16,277,"zag","6",0,4,0,0,0,NA,"luiz-felipe","Luiz Felipe","L. Felipe","Luiz Felipe do Nascimento dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/d93506f46370622558870dd37ada6bb5_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",87238,16,294,"zag","7",0,5.25,0,3.2,5,NA,"guillermo-santos","Guillermo Santos","G. Santos","Guillermo Gabriel de los Santos Viana - Daniel","https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png","Coritiba",NA,2,5,3,1,4,23,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",107236,16,275,"lat","6",0,3.29,0,4.6,1,NA,"vanderlan","Vanderlan","Vanderlan","Vanderlan Barbosa da Silva","https://s.glbimg.com/es/sde/f/2022/04/06/ecb07c206acce03d5e8b80df86207461_FORMATO.png","Palmeiras",NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",112141,16,285,"lat","6",0,4,0,0,0,NA,"paulo-victor","Paulo Victor ","P. Victor","Paulo Victor de Almeida Barbosa","https://s.glbimg.com/es/sde/f/2022/04/02/106cdd7fa82010d8008437cef963893f_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",68872,16,275,"gol","6",0,8.61,0,9.75,2,NA,"marcelo-lomba","Marcelo Lomba","M. Lomba","Marcelo Lomba do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/21/bd515cd514deb5197bb2faa8a721c8f7_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"411",101484,16,294,"mei","7",0,2.53,0,1.44,8,NA,"thonny-anderson","Thonny Anderson","T. Anderson","Thonny Anderson da Silva Carvalho","https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png","Coritiba",NA,NA,12,10,4,7,48,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",89285,16,290,"mei","7",4.9,3.83,0.67,1.38,13,NA,"matheus-sales","Matheus Sales","M. Sales","Matheus de Sales Cabral","https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png","Goiás",NA,4,18,15,3,6,29,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",63013,16,275,"lat","7",10.1,10.67,-0.28,7.47,10,NA,"marcos-rocha","Marcos Rocha","M. Rocha","Marcos Luis Rocha Aquino","https://s.glbimg.com/es/sde/f/2022/02/21/b5c3422a508001c1776995c43b20fdff_FORMATO.png","Palmeiras",2,1,34,11,NA,8,118,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"414",78077,16,277,"lat","7",8.2,8.11,0.93,3.15,11,NA,"madson","Madson","Madson","Madson Ferreira dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/e89e5811b9812fca6a75789451815b9e_FORMATO.png","Santos",1,4,14,9,3,6,70,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",101254,16,294,"ata","7",3.4,9.12,-0.46,3.88,14,NA,"alef-manga","Alef Manga","A. Manga","Alef Mangueira Severino Pereira","https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png","Coritiba",2,5,20,18,16,4,78,NA,6,NA,7,NA,NA,2,NA,NA,NA,NA,NA,NA
"416",82455,16,275,"mei","7",7,14.19,0.16,6.17,14,NA,"ze-rafael","Zé Rafael","Z. Rafael","José Rafael Vivian","https://s.glbimg.com/es/sde/f/2022/02/21/a9bb4a6cb2ff8e2f533bf41f37dd93dc_FORMATO.png","Palmeiras",1,2,33,18,10,36,61,NA,NA,NA,2,1,NA,3,NA,NA,NA,NA,NA,NA
"417",88037,16,263,"tec","7",1.34,8.31,-0.84,3.92,16,NA,"luis-castro","Luís Castro","L. Castro","Luís Manuel Ribeiro de Castro","https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",98306,16,294,"mei","6",0,3.94,0,2.47,8,NA,"val","Val","Val","Valdemir de Oliveira Soares","https://s.glbimg.com/es/sde/f/2022/02/23/55b00d4d936fd275a647c473479fa8d6_FORMATO.png","Coritiba",1,3,11,6,4,9,37,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",69165,16,262,"zag","6",0,6.38,0,3.08,8,NA,"pablo","Pablo","Pablo","Pablo Nascimento Castro","https://s.glbimg.com/es/sde/f/2022/04/25/71280a4dfbfab7898164a7269b1a357e_FORMATO.png","Flamengo",NA,3,14,10,1,1,27,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"420",81677,16,277,"mei","6",-0.2,4.27,-0.12,-0.25,2,NA,"carlos-sanchez","Carlos Sánchez","C. Sánchez","Carlos Andrés Sánchez Arcosa","https://s.glbimg.com/es/sde/f/2022/03/03/63b472302f16e36f871bc271d9d355d1_FORMATO.png","Santos",NA,1,1,1,NA,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",104646,16,294,"lat","5",0,3.94,0,1.4,4,NA,"warley","Warley","Warley","Warley Leandro da Silva","https://s.glbimg.com/es/sde/f/2022/03/14/b7d98e233737934792b2f3eb22d9865e_FORMATO.png","Coritiba",NA,NA,NA,2,NA,1,13,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",71227,16,277,"zag","7",6,12.39,-0.01,4.28,11,NA,"maicon","Maicon","Maicon","Maicon Pereira Roque","https://s.glbimg.com/es/sde/f/2022/03/14/d137592918a80391170a5d4fdc021480_FORMATO.png","Santos",1,NA,17,3,3,6,64,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",108946,16,263,"ata","6",0,8.71,0,2.97,11,NA,"victor-sa","Victor Sá","V. Sá","João Victor Santos Sá","https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png","Botafogo",NA,1,16,5,4,13,63,NA,2,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"424",111172,16,327,"gol","6",0,1,0,0,0,NA,"robson","Robson","Robson","Robson Luiz dos Santos Nascimento","https://s.glbimg.com/es/sde/f/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",94044,16,277,"gol","6",0,5.92,0,8,1,NA,"john-victor","John Victor","J. Victor","John Victor Maciel Furtado","https://s.glbimg.com/es/sde/f/2022/03/03/858342355243a12a346b0ad88639269d_FORMATO.png","Santos",NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"426",83266,16,276,"ata","6",0,5.44,0,1.9,1,NA,"marcos-guilherme","Marcos Guilherme","M. Guilherme","Marcos Guilherme de Almeida Santos Matos","https://s.glbimg.com/es/sde/f/2022/06/28/beaa874f9953e86894fb3ff1e44fd934_FORMATO.png","São Paulo",NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",40990,16,262,"tec","7",1.47,7.81,-0.45,4.1,15,NA,"dorival-junior","Dorival Júnior","D. Júnior","Dorival Silvestre Júnior","https://s.glbimg.com/es/sde/f/2022/03/28/d28c444ff6eaf5f7b58d9f2ef2bd5075_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",113252,16,327,"mei","6",0,1,0,0,0,NA,"kevyn","Kevyn ","Kevyn ","Kevyn da Silva Soares","https://s.glbimg.com/es/sde/f/2021/04/30/032e557b820f29db1c46c062515fef99_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",99214,16,277,"mei","7",3.2,5.81,0.47,2.49,13,NA,"rodrigo-fernandez","Rodrigo Fernández","R. Fernández","Rodrigo Fernández Cedrés","https://s.glbimg.com/es/sde/f/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png","Santos",NA,6,38,35,5,15,62,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"430",99119,16,277,"ata","6",6.4,5.55,0.26,2.42,14,NA,"lucas-braga","Lucas Braga","L. Braga","Lucas Braga Ribeiro","https://s.glbimg.com/es/sde/f/2022/03/03/a3607db4d71e6018951bfe51c702fb1a_FORMATO.png","Santos",NA,NA,10,5,6,19,35,NA,2,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"431",104530,16,294,"ata","7",19.2,17.17,2.77,7.79,13,NA,"igor-paixao","Igor Paixão","I. Paixão","Igor Guilherme Barbosa da Paixão","https://s.glbimg.com/es/sde/f/2022/02/23/65a987228916ce13345ffe12d4846cff_FORMATO.png","Coritiba",4,2,14,5,19,32,109,NA,NA,NA,8,2,NA,4,NA,NA,NA,NA,NA,NA
"432",107554,16,294,"lat","6",5.4,4.52,-0.52,3.9,5,NA,"natanael","Natanael","Natanael","Natanael Moreira Milouski","https://s.glbimg.com/es/sde/f/2022/02/23/d16a948e2d2950b3b56d30d6433483a7_FORMATO.png","Coritiba",1,NA,12,1,NA,6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",88065,16,275,"lat","6",0,3.46,0,3.93,7,NA,"jorge","Jorge","Jorge","Jorge Marco de Oliveira Moraes","https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png","Palmeiras",NA,1,9,4,2,9,42,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"434",70451,16,294,"ata","6",0,1,0,0,0,NA,"william-alves","William Alves","W. Alves","William Alves de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/63b80e56373c995fe10a56cb06537c0a_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",104521,16,277,"mei","7",-0.5,8.09,-2.01,3.82,14,NA,"vinicius-zanocelo","Vinícius Zanocelo","V. Zanocelo","Vinícius Nelson de Souza Zanocelo","https://s.glbimg.com/es/sde/f/2022/03/03/5ec6c9924511913e6d0657f591187ca0_FORMATO.png","Santos",NA,5,23,21,8,7,40,NA,1,NA,7,NA,1,3,NA,NA,NA,NA,NA,NA
"436",88312,16,282,"zag","7",7.8,13.11,1.01,4.3,14,NA,"junior-alonso","Junior Alonso","J. Alonso","Junior Osmar Ignacio Alonso Mujica","https://s.glbimg.com/es/sde/f/2021/05/02/032f0f12e9d3ede51e80e7fe49b836da_FORMATO.png","Atlético-MG",2,1,14,6,5,2,70,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"437",104074,16,276,"zag","6",0,2,0,0,0,NA,"walce","Walce","Walce","Walce da Silva Costa Filho","https://s.glbimg.com/es/sde/f/2022/03/01/42769c38f612d4af2143de3132ce1cec_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",87262,16,277,"mei","6",0,4.23,0,1.23,4,NA,"willian-maranhao","Willian Maranhão","W. Maranhão","Willian Marlon Ferreira Moraes","https://s.glbimg.com/es/sde/f/2022/03/25/593ee3a7e1faac36e8519aa86b2922e9_FORMATO.png","Santos",NA,NA,5,2,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",85083,16,275,"gol","6",0,4,0,0,0,NA,"vinicius-silvestre","Vinicius Silvestre","V. Silvestre","Vinicius Silvestre da Costa","https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",96754,16,275,"mei","6",-0.1,1.68,-0.31,0.3,12,NA,"atuesta","Atuesta ","Atuesta ","Eduard Andrés Atuesta Velasco","https://s.glbimg.com/es/sde/f/2022/02/21/840f0d507e448cff241ff4ed4c7f9b31_FORMATO.png","Palmeiras",NA,NA,3,4,2,2,25,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",93988,16,275,"ata","6",1.4,3.53,0.07,1.06,9,NA,"breno-lopes","Breno Lopes","B. Lopes","Breno Henrique Vasconcelos Lopes","https://s.glbimg.com/es/sde/f/2022/02/21/f3177c4beb3de9d57baca6e7e2771a8f_FORMATO.png","Palmeiras",NA,NA,1,2,NA,8,24,NA,3,NA,3,1,NA,NA,NA,NA,NA,NA,1,NA
"442",104580,16,277,"mei","7",0,3.22,0,2.27,10,NA,"sandry","Sandry","Sandry","Sandry Roberto Santos Goes","https://s.glbimg.com/es/sde/f/2022/03/03/2b65aba4173c2f016fab56b5a734187e_FORMATO.png","Santos",1,NA,15,3,2,5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",110235,16,263,"ata","6",0,1,0,0,0,NA,"vitinho","Vitinho","Vitinho","João Victor Vaz Lopes Pinto","https://s.glbimg.com/es/sde/f/2022/02/21/06f62207594681a2c0cf91f05c7c0ee9_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",97768,16,290,"zag","7",1,3.92,-0.11,1.86,13,NA,"reynaldo","Reynaldo","Reynaldo","Reynaldo César Moraes","https://s.glbimg.com/es/sde/f/2022/05/03/de1fca34e51b21b4624ba9bfd83a4b51_FORMATO.png","Goiás",NA,4,18,17,2,5,35,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",101601,16,290,"mei","7",2.1,3.24,0.15,1.73,12,NA,"caio","Caio","Caio","Caio Vinicius da Conceição","https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png","Goiás",NA,5,23,25,3,14,38,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"446",97653,16,275,"zag","7",5.9,9.37,0.68,4.82,14,NA,"murilo","Murilo","Murilo","Murilo Cerqueira Paim","https://s.glbimg.com/es/sde/f/2022/02/21/934e2aaafb55c35f6f83b91333b4f5b8_FORMATO.png","Palmeiras",NA,NA,13,10,6,5,26,8,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"447",102295,16,275,"ata","6",0,2,0,0,0,NA,"luan-silva","Luan Silva","L. Silva","Luan Silva dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/5b2d607b7868aa4b0e2f6d3bc4884981_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",105171,16,294,"ata","6",1.6,7.27,-0.43,4.21,12,NA,"fabricio","Fabrício","Fabrício","Fabrício Daniel de Souza","https://s.glbimg.com/es/sde/f/2022/03/28/f0649db7ef628f37d591d13a7698494f_FORMATO.png","Coritiba",2,NA,20,3,9,15,44,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",103764,16,275,"ata","6",0,5.23,0,3.99,10,NA,"gabriel-veron","Gabriel Veron","G. Veron","Gabriel Veron Fonseca de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/a322d0e4be6bcead1440daebb01261cd_FORMATO.png","Palmeiras",3,NA,14,3,2,5,20,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA
"450",103767,16,275,"mei","6",0,5.57,0,4.2,7,NA,"gabriel-menino","Gabriel Menino","G. Menino","Gabriel Vinícius Menino","https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png","Palmeiras",NA,2,15,8,7,8,24,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"451",102796,16,293,"ata","5",0,2,0,0,0,NA,"julimar","Julimar","Julimar","Julimar Silva Oliveira Júnior","https://s.glbimg.com/es/sde/f/2021/02/20/de210ca4fcb3c0000bf820510f8926b3_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",103766,16,275,"ata","6",0,2.2,-0.8,0,1,NA,"gabriel-silva","Gabriel Silva","G. Silva","Gabriel Silva Vieira","https://s.glbimg.com/es/sde/f/2021/04/30/89c3f9a0c359529df91f2489bdd05f2c_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",115270,16,356,"zag","7",6,2.47,-0.94,10.1,2,NA,"habraao","Habraão","Habraão","Habraão Lincon do Nascimento Saraiva","https://s.glbimg.com/es/sde/f/2022/05/12/79c1454b609937a5b20a3a0b549b4f9f_FORMATO.png","Fortaleza",NA,NA,3,3,3,4,11,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"454",90290,16,275,"mei","5",0,4.77,0,0,1,NA,"jailson","Jailson","Jailson","Jaílson Marques Siqueira","https://s.glbimg.com/es/sde/f/2022/02/21/959fdcde3ba551592e0b385a5bf68f88_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",105770,16,275,"ata","5",0,4.34,0,1.49,13,NA,"rafael-navarro","Rafael Navarro","R. Navarro","Rafael Navarro Leal","https://s.glbimg.com/es/sde/f/2022/02/21/a950985f87c7053fb60a65298da85bc0_FORMATO.png","Palmeiras",NA,NA,10,23,8,10,18,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",110605,16,277,"mei","6",0,2.93,-1.07,0,1,NA,"vinicius-balieiro","Vinícius Balieiro","V. Balieiro","Vinícius Balieiro Lourenço de Carvalho","https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",98619,16,275,"zag","6",0,6.49,0,9.1,2,NA,"kuscevic","Kuscevic","Kuscevic","Benjamín Kuscevic Jaramillo","https://s.glbimg.com/es/sde/f/2022/02/21/5e5dc615bd88e2dcf4171cb2082f612d_FORMATO.png","Palmeiras",1,NA,3,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
