,atletas.status_id,atletas.minimo_para_valorizar,atletas.nome,atletas.clube.id.full.name,atletas.rodada_id,atletas.jogos_num,atletas.apelido_abreviado,atletas.posicao_id,atletas.apelido,atletas.preco_num,atletas.slug,atletas.foto,atletas.atleta_id,atletas.pontos_num,atletas.clube_id,atletas.variacao_num,atletas.media_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,PI,SG,PP,DE,GS,DP,GC,PS
265,6,5.35,Lucas de Figueiredo Crispim,Fortaleza,26,16,L. Crispim,4,Lucas Crispim,3.77,lucas-crispim,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,88597,0.0,356,0.0,1.02,1.0,3.0,,11.0,10.0,,3.0,9.0,,1.0,1.0,,108.0,,,,,,,
266,6,4.98,Luan Polli Gomes,Fortaleza,26,2,L. Polli,1,Luan Polli,5.03,luan-polli,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,88916,0.0,356,0.0,2.25,,,,,,,,1.0,,,,,,,,9.0,5.0,,,
267,6,2.96,Jean Carlos de Souza Irmer,Juventude,26,15,Jean,4,Jean,4.41,jean,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,89150,3.1,286,-0.54,2.92,,3.0,,35.0,16.0,4.0,7.0,10.0,,,1.0,,56.0,,,,,,,
268,7,4.89,Iago Justen Maidana Martins,América-MG,26,15,I. Maidana,3,Iago Maidana,7.45,iago-maidana,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,89226,4.9,327,0.1,3.34,,2.0,1.0,8.0,17.0,,1.0,1.0,,3.0,,,46.0,6.0,,,,,,
269,7,1.31,Matheus de Sales Cabral,Goiás,26,22,M. Sales,4,Matheus Sales,3.41,matheus-sales,https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png,89285,1.1,290,0.16,1.4,,5.0,,28.0,18.0,2.0,7.0,11.0,,,,1.0,50.0,,,,,,,
270,6,2.89,Brayan Dennis Angulo Tenorio,Santos,26,14,B. Angulo,5,Bryan Angulo,3.99,bryan-angulo,https://s.glbimg.com/es/sde/f/2022/04/02/e926d395a2b2a6225aa44474e5fa8e26_FORMATO.png,89435,0.0,277,0.0,2.42,1.0,,,5.0,1.0,2.0,2.0,6.0,1.0,2.0,4.0,,25.0,,,,,,,
271,5,9.98,Igor Rabello da Costa,Atlético-MG,26,7,I. Rabello,3,Igor Rabello,7.5,igor-rabello,https://s.glbimg.com/es/sde/f/2022/07/15/2609f439079631b8b5b1affd471b8813_FORMATO.png,89493,0.0,282,0.0,6.65,1.0,1.0,,20.0,7.0,1.0,2.0,3.0,,1.0,,,16.0,2.0,,,,,,
272,7,4.22,Thiago Maia Alencar,Flamengo,26,18,T. Maia,4,Thiago Maia,4.87,thiago-maia,https://s.glbimg.com/es/sde/f/2022/04/25/5ffefa1d5a1967debcc7f42bdaacdd9e_FORMATO.png,89637,4.5,262,0.62,1.59,,3.0,,30.0,19.0,3.0,2.0,3.0,,,,,53.0,,,,,,,
273,6,3.24,Cristiano da Silva Leite ,Fluminense,26,7,C. Silva,2,Cris Silva,8.62,cris-silva,https://s.glbimg.com/es/sde/f/2022/02/24/8fb43cd4c4ebb6cd5ac890a7feafc838_FORMATO.png,89668,0.0,266,0.0,4.97,1.0,,,11.0,4.0,3.0,1.0,7.0,,,,,51.0,3.0,,,,,,
274,6,1.39,Iury Lirio Freitas de Castilho,Ceará,26,8,I. Castilho,5,Iury Castilho,2.14,iury-castilho,https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png,89695,0.0,354,0.0,2.45,1.0,3.0,,7.0,10.0,3.0,1.0,17.0,,,5.0,,22.0,,,,,,,1.0
275,6,2.03,Rômulo dos Santos de Souza,Avaí,26,7,Rômulo ,5,Rômulo ,2.75,romulo,https://s.glbimg.com/es/sde/f/2022/02/24/474334d9aac64c11c2e9ba0bfa9b0931_FORMATO.png,89696,0.0,314,0.0,1.07,,,,3.0,2.0,2.0,2.0,4.0,,,,,15.0,,,,,,,
276,2,4.11,Jonathan Calleri,São Paulo,26,24,Calleri,5,Calleri,22.27,calleri,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,89840,1.8,276,-0.69,5.69,1.0,3.0,,13.0,29.0,17.0,21.0,40.0,,11.0,18.0,,117.0,,1.0,,,,,
277,7,4.51,Róger Krug Guedes,Corinthians,26,23,R. Guedes,5,Róger Guedes,13.63,roger-guedes,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/04/27/3af9c1a520b0f11a9c40163e925db245_FORMATO.png,89898,3.5,264,0.15,3.75,1.0,4.0,,1.0,11.0,17.0,19.0,31.0,,6.0,8.0,,108.0,,,,,,,
278,6,3.08,Wellington Ferreira Nascimento,Avaí,26,0,Wellington,3,Wellington,3.0,wellington,https://s.glbimg.com/es/sde/f/2022/08/16/8897dbb1a4d7e0fdcd072c424097d0d1_FORMATO.png,89900,0.0,314,0.0,0.0,,,,,,,,,,,,,,,,,,,,
279,7,4.21,John Stiven Mendoza Valencia,Ceará,26,21,Mendoza,5,Mendoza,13.01,mendoza,https://s.glbimg.com/es/sde/f/2022/02/22/348289b85a309419d827269486e667c9_FORMATO.png,90031,2.9,354,-0.52,6.28,1.0,4.0,,15.0,22.0,15.0,20.0,46.0,1.0,9.0,10.0,,117.0,,,,,,,
280,7,3.5,Bruno de Jesus Pacheco,Ceará,26,20,B. Pacheco,2,Bruno Pacheco,8.83,bruno-pacheco,https://s.glbimg.com/es/sde/f/2022/02/22/557432fa07207d8e3aa6630ee0483cf0_FORMATO.png,90061,3.0,354,0.4,3.87,1.0,5.0,1.0,47.0,25.0,3.0,3.0,34.0,1.0,1.0,2.0,1.0,163.0,3.0,,,,,,
281,5,10.25,Bruno Henrique Pinto,Flamengo,26,8,B. Henrique,5,Bruno Henrique,14.9,bruno-henrique,https://s.glbimg.com/es/sde/f/2022/04/25/b3a232f9392817871f70ab3b32069e30_FORMATO.png,90285,0.0,262,0.0,5.88,2.0,3.0,,13.0,11.0,7.0,4.0,20.0,1.0,1.0,8.0,,41.0,,,,,,,
282,5,3.73,Jaílson Marques Siqueira,Palmeiras,26,1,Jailson,4,Jailson,4.77,jailson,https://s.glbimg.com/es/sde/f/2022/02/21/959fdcde3ba551592e0b385a5bf68f88_FORMATO.png,90290,0.0,275,0.0,0.0,,,,,,,,,,,,,,,,,,,,
283,6,1.74,Pedro Rocha Neves,Fortaleza,26,8,P. Rocha,5,Pedro Rocha,2.63,pedro-rocha,https://s.glbimg.com/es/sde/f/2022/08/11/502e7dd3443915ed5a40220521762bfe_FORMATO.png,90302,1.8,356,0.17,1.34,1.0,,,3.0,2.0,1.0,2.0,4.0,,,3.0,,17.0,,,,,,,
284,6,1.08,David Correa da Fonseca,Internacional,26,16,David,5,David,4.81,david,https://s.glbimg.com/es/sde/f/2022/02/22/2bd5fca2e1d0dc67b0755602e00a7e66_FORMATO.png,90309,0.0,285,0.0,1.75,2.0,1.0,1.0,11.0,20.0,4.0,6.0,16.0,1.0,,5.0,,53.0,,,,,,,
285,6,5.83,Diego Gonçalves,Botafogo,26,9,D. Gonçalves,5,Diego Gonçalves,7.91,diego-goncalves,https://s.glbimg.com/es/sde/f/2022/02/21/9f275ce14e02c8b8be4c38953dda7e07_FORMATO.png,90540,0.0,263,0.0,2.42,,1.0,,5.0,8.0,3.0,3.0,5.0,,2.0,2.0,,51.0,,,,,,,
286,6,0.68,Yuri Oliveira Lima,Juventude,26,16,Y. Lima,4,Yuri Lima,3.32,yuri-lima,https://s.glbimg.com/es/sde/f/2022/03/18/fd7d4f0e5e6c5b59c85b542484321ecd_FORMATO.png,90569,0.0,286,0.0,1.17,,6.0,,25.0,30.0,5.0,4.0,6.0,,,,,87.0,,,,,,,
287,3,4.64,Luiz Fernando Moraes dos Santos,Atlético-GO,26,19,L. Fernando,5,Luiz Fernando ,5.08,luiz-fernando,https://s.glbimg.com/es/sde/f/2022/04/15/28e8b65d5222a5debc200d5ed0567fae_FORMATO.png,90715,5.1,373,0.54,2.79,2.0,3.0,1.0,19.0,12.0,6.0,11.0,27.0,2.0,,6.0,,56.0,,,,,,,
288,6,5.37,Fabrício Bruno Soares de Faria,Flamengo,26,6,F. Bruno,3,Fabrício Bruno,5.66,fabricio-bruno,https://s.glbimg.com/es/sde/f/2022/04/25/06fca89445e5f7bb29a42734c5fbb2e0_FORMATO.png,90768,0.0,262,0.0,5.33,,3.0,,4.0,5.0,,1.0,4.0,,2.0,,,21.0,3.0,,,,,,
289,7,0.86,Willian Klaus,Atlético-GO,26,7,Klaus,3,Klaus,2.69,klaus,https://s.glbimg.com/es/sde/f/2022/07/28/2e6810da83e32c74e1f49b68ac61260d_FORMATO.png,90846,0.7,373,-0.2,0.47,,,,3.0,5.0,,3.0,2.0,,,1.0,,21.0,,,,,,,
290,3,1.94,Carlos Eduardo Ferreira de Souza,Bragantino,26,14,C. Eduardo,5,Carlos Eduardo,4.55,carlos-eduardo,https://s.glbimg.com/es/sde/f/2022/05/05/c4c02d0045ff435fdce407dd07835bb9_FORMATO.png,90917,0.0,280,0.0,1.69,1.0,2.0,,10.0,14.0,2.0,4.0,18.0,,,5.0,,22.0,,,,,,,1.0
291,5,0.09,Ronaldo de Oliveira Strada,Atlético-GO,26,18,Ronaldo,1,Ronaldo,4.93,ronaldo,https://s.glbimg.com/es/sde/f/2022/03/03/cb6155829f59a86db540d1bc5bd52fa7_FORMATO.png,91101,0.0,373,0.0,2.78,,1.0,,1.0,,,,2.0,,,,,,2.0,,66.0,27.0,,,
292,6,3.47,Everaldo Silva do Nascimento,América-MG,26,19,Everaldo,5,Everaldo,8.73,everaldo,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,91151,3.1,327,-0.05,3.9,2.0,3.0,,24.0,21.0,7.0,12.0,38.0,1.0,2.0,2.0,,113.0,,,,,,,
293,2,4.02,Éder Ferreira Graminho,América-MG,26,23,Éder,3,Éder,4.2,eder,https://s.glbimg.com/es/sde/f/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,91203,4.2,327,0.0,2.47,2.0,5.0,,23.0,30.0,2.0,1.0,5.0,,,,,96.0,8.0,,,,,1.0,
294,6,3.99,Lucas Estella Perri,Botafogo,26,0,L. Perri,1,Lucas Perri,4.0,lucas-perri,https://s.glbimg.com/es/sde/f/2022/08/17/48fb8d037293092aeada232c3cac8c4e_FORMATO.png,91260,0.0,263,0.0,0.0,,,,,,,,,,,,,,,,,,,,
295,6,2.65,César Augusto Soares dos Reis Ribela,Juventude,26,18,César,1,César,4.38,cesar,https://s.glbimg.com/es/sde/f/2022/03/03/d97731002381ac352b29527a634d6783_FORMATO.png,91422,0.0,286,0.0,2.74,,1.0,,,,,,3.0,,,,,,3.0,,58.0,31.0,1.0,,
296,6,2.32,Erick Antonio Pulgar Farfán,Flamengo,26,2,E. Pulgar,4,Erick Pulgar,6.71,erick-pulgar,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/07/29/c044299d78026585334fdecd617663c2_FORMATO.png,91473,0.0,262,0.0,0.4,,,,2.0,3.0,,,,,,,,7.0,,,,,,,
297,3,9.3,Eder Citadin Martins,São Paulo,26,19,Eder,5,Eder,7.28,eder,https://s.glbimg.com/es/sde/f/2022/03/01/c24a898d664db265bfa4ba037836c0ab_FORMATO.png,91521,10.6,276,1.72,1.63,,3.0,,7.0,9.0,1.0,4.0,9.0,2.0,2.0,9.0,,27.0,,,,,,,1.0
298,5,3.38,Robert Abel Arboleda Escobar,São Paulo,26,8,Arboleda,3,Arboleda,5.93,arboleda,https://s.glbimg.com/es/sde/f/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,91573,0.0,276,0.0,2.71,,1.0,,16.0,9.0,2.0,3.0,3.0,1.0,,,,31.0,,,,,,,
299,7,11.04,Ronielson da Silva Barbosa,Palmeiras,26,21,Rony,5,Rony,12.71,rony,https://s.sde.globo.com/media/person_role/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png,91607,12.0,275,1.86,5.52,,1.0,,15.0,22.0,12.0,22.0,22.0,,9.0,20.0,,70.0,,,,,,,
300,6,5.09,Igor Aquino da Silva,Cuiabá,26,9,I. Cariús,2,Igor Cariús,5.01,igor-carius,https://s.glbimg.com/es/sde/f/2022/02/23/fa3ebd08b3835164b2532b908f71ccfe_FORMATO.png,91639,0.0,1371,0.0,2.01,,3.0,,9.0,8.0,,1.0,8.0,,,1.0,,70.0,3.0,,,,,,
301,7,4.9,Adryelson Shawann Lima Silva,Botafogo,26,5,Adryelson,3,Adryelson,5.93,adryelson,https://s.glbimg.com/es/sde/f/2022/07/22/14348c2e4c10290cc281ebe6928885ab_FORMATO.png,91664,6.1,263,0.53,3.72,,1.0,,6.0,5.0,2.0,3.0,1.0,,,2.0,,12.0,2.0,,,,,,
302,6,0.24,Eduardo Jacinto de Biasi,Avaí,26,23,Eduardo,4,Eduardo,4.27,eduardo,https://s.glbimg.com/es/sde/f/2022/02/23/858c6708a8a4e0b1858d4429bdf68d77_FORMATO.png,91688,-0.4,314,-0.22,1.89,1.0,5.0,,21.0,37.0,6.0,12.0,27.0,,1.0,1.0,,89.0,,,,,,,
303,7,3.79,Marcílio Florêncio Mota Filho,Fluminense,26,20,Nino,3,Nino,11.83,nino,https://s.glbimg.com/es/sde/f/2021/08/19/015b905d655d90af1c6161f318175dee_FORMATO.png,91708,2.7,266,0.23,4.0,,3.0,,28.0,18.0,3.0,3.0,30.0,,,2.0,,62.0,8.0,,,,,,
304,6,3.86,Matheus Alves da Silva Cardoso,Goiás,26,0,M. Alves,1,Matheus Alves,1.13,matheus-alves,https://s.glbimg.com/es/sde/f/2022/03/10/7b5fb8d2f7c818d7caf7871a8119aa2d_FORMATO.png,91712,0.0,290,0.0,-1.0,,1.0,,,,,,,,,,,,,,,,,,
305,6,2.61,Luiz Antonio Ferreira Rodrigues,Fortaleza,26,11,Felipe,4,Felipe,5.42,felipe,https://s.glbimg.com/es/sde/f/2022/05/12/45a83db9239c27b8656c352b426c9f83_FORMATO.png,91733,0.0,356,0.0,2.66,1.0,2.0,,23.0,14.0,,3.0,13.0,,,,,60.0,,,,,,,
306,6,0.92,David de Duarte Macedo,Fluminense,26,3,D. Duarte,3,David Duarte,2.14,david-duarte,https://s.glbimg.com/es/sde/f/2022/02/24/3f42def61bc6bfaecea6c0330e2b2122_FORMATO.png,91772,0.0,266,0.0,-0.17,,1.0,,1.0,1.0,,,,,,,,4.0,,,,,,,
307,7,2.15,Ygor Nogueira de Paula,Juventude,26,3,Nogueira,3,Nogueira,3.73,nogueira,https://s.glbimg.com/es/sde/f/2022/07/29/6f0ab61eb04b91270a61c76d74446616_FORMATO.png,91815,0.0,286,0.0,3.43,,1.0,,11.0,1.0,,,1.0,,,,1.0,11.0,,,,,,,
308,6,1.02,Hayner Willian Monjardim Cordeiro,Atlético-GO,26,19,Hayner,2,Hayner,3.97,hayner,https://s.glbimg.com/es/sde/f/2022/04/07/f21175e4f1cb1c9ccf3df6db10da1c56_FORMATO.png,91856,0.7,373,0.38,2.06,2.0,8.0,1.0,22.0,28.0,2.0,3.0,32.0,,,7.0,,137.0,3.0,,,,,,1.0
309,7,1.04,Kevin Peterson dos Santos Silva,Avaí,26,22,Kevin ,2,Kevin ,5.6,kevin,https://s.glbimg.com/es/sde/f/2022/04/07/32ffdd8867e2421dccfe5b1574d47bd4_FORMATO.png,91888,0.0,314,0.0,2.83,1.0,3.0,,44.0,23.0,4.0,6.0,11.0,,1.0,1.0,,286.0,4.0,,,,,,
310,6,3.45,Cristian David Pavón,Atlético-MG,26,6,Pavón,5,Pavón,7.67,pavon,https://s.glbimg.com/es/sde/f/2022/07/15/dc45dda3afb1f994bcfebc84fa0785de_FORMATO.png,91908,0.0,282,0.0,2.33,,1.0,,6.0,6.0,,4.0,4.0,,1.0,,,36.0,,,,,,,
311,6,3.08,Everson Bispo Pereira,Goiás,26,0,Everson,3,Everson,3.0,everson,https://s.glbimg.com/es/sde/f/2022/03/10/9a2f8ef8baac13e66233efd7b0cdec11_FORMATO.png,91929,0.0,290,0.0,0.0,,,,,,,,,,,,,,,,,,,,
312,6,3.99,Rodrigo Bassani da Cruz,Juventude,26,0,Bassani,4,Bassani,4.0,bassani,https://s.glbimg.com/es/sde/f/2022/03/03/b1eb73f1949ff665ab7120fd00d76d28_FORMATO.png,91968,0.0,286,0.0,0.0,,,,,,,,,,,,,,,,,,,,
313,3,-0.11,Andre Luis da Costa Alfredo,Cuiabá,26,21,A. Luís,5,André Luís,3.74,andre-luis,https://s.glbimg.com/es/sde/f/2022/02/23/4ba86feb09facb90b3a01b1712c3c8f5_FORMATO.png,92146,-0.7,1371,-0.94,2.18,,3.0,,15.0,17.0,6.0,5.0,34.0,1.0,1.0,1.0,,41.0,,,,,,,1.0
314,7,3.35,Jair Ventura,Goiás,26,25,J. Ventura,6,Jair Ventura,6.69,jair-ventura,https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,92180,3.2,290,-0.13,3.89,,,,,,,,,,,,,,,,,,,,
315,7,5.49,Raul Lô Gonçalves,Bragantino,26,19,Raul,4,Raul,7.49,raul,https://s.glbimg.com/es/sde/f/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,92496,0.0,280,0.0,3.19,,2.0,,46.0,22.0,1.0,8.0,34.0,,,,1.0,98.0,,,,,,,
316,7,0.95,Deyverson Brum Silva Acosta,Cuiabá,26,5,Deyverson,5,Deyverson,4.85,deyverson,https://s.glbimg.com/es/sde/f/2022/08/04/0f29963b959d422652eae53503f20f1f_FORMATO.png,92708,0.8,1371,-0.98,2.84,,1.0,,1.0,2.0,3.0,3.0,8.0,,1.0,5.0,,29.0,,,,,,,
317,6,4.14,Aluísio Chaves Ribeiro Moraes Júnior,Corinthians,26,8,J. Moraes,5,Júnior Moraes,4.98,junior-moraes,https://s.glbimg.com/es/sde/f/2022/04/27/3c3c3537ef31150713d0fe063c826d1c_FORMATO.png,93014,0.0,264,0.0,0.71,,1.0,,5.0,9.0,1.0,1.0,5.0,,,,,11.0,,,,,,,
318,6,2.31,Mateus da Silva Vital Assumpção,Corinthians,26,4,M. Vital,4,Mateus Vital,4.6,mateus-vital,https://s.glbimg.com/es/sde/f/2021/08/06/5a489f1bc80f7fb16e0c107dbf7bae03_FORMATO.png,93108,2.1,264,0.31,0.6,,,,1.0,1.0,1.0,,3.0,,,,,12.0,,,,,,,
319,7,3.9,Jhon Carlos Chancellor Cedeño,Coritiba,26,3,Chancellor,3,Chancellor,5.25,chancellor,https://s.glbimg.com/es/sde/f/2022/08/12/e5c1ae862264c94a04b306f543783236_FORMATO.png,93166,5.3,294,1.07,2.9,,1.0,,1.0,4.0,,1.0,,,,1.0,,10.0,2.0,,,,,,
320,6,2.68,Rafael António Figueiredo Ramos,Corinthians,26,17,R. Ramos,2,Rafael Ramos,8.0,rafael-ramos,https://s.glbimg.com/es/sde/f/2022/05/18/09bdd01c9f906effed187c29bcc3582f_FORMATO.png,93236,0.0,264,0.0,4.41,1.0,3.0,,38.0,18.0,1.0,2.0,11.0,,,,,155.0,8.0,,,,,,
321,6,2.74,Mauro Joel Carli,Botafogo,26,4,J. Carli,3,Joel Carli,4.11,joel-carli,https://s.glbimg.com/es/sde/f/2022/02/21/58080d39478afd3809fb90b0aa3d3f8e_FORMATO.png,93414,0.0,263,0.0,2.63,1.0,3.0,,3.0,2.0,,2.0,1.0,,,,,16.0,1.0,,,,,,
322,2,2.97,Wanderson Maciel Sousa Campos,Internacional,26,18,Wanderson,5,Wanderson,5.14,wanderson,https://s.glbimg.com/es/sde/f/2022/03/11/60d938ca7b4268f47e35930fb50a834a_FORMATO.png,93478,3.0,285,0.42,3.94,2.0,3.0,,4.0,14.0,8.0,7.0,11.0,1.0,6.0,2.0,,82.0,,,,,,,
323,6,0.65,Martín Nicolás Benítez,América-MG,26,4,Benítez,4,Benítez,4.3,benitez,https://s.glbimg.com/es/sde/f/2022/07/26/fcaffb998b937f172b4781ec89896b49_FORMATO.png,93550,0.0,327,0.0,2.0,1.0,,,1.0,4.0,2.0,,5.0,,,,,19.0,,,,,,,
324,6,3.6,Paulo Henrique de Oliveira Alves,Juventude,26,17,P. Henrique,2,Paulo Henrique,5.09,paulo-henrique,https://s.glbimg.com/es/sde/f/2022/03/03/8240fae5ce98e7a47c5fe5b7e18c773b_FORMATO.png,93716,0.0,286,0.0,2.79,,2.0,,24.0,21.0,1.0,4.0,8.0,,1.0,3.0,,92.0,4.0,,,,,,
325,5,15.21,Andrey Ramos do Nascimento,Coritiba,26,6,Andrey,4,Andrey,17.2,andrey,https://s.glbimg.com/es/sde/f/2022/02/23/6343710eb5f742ccc9f90d015c3c6a8b_FORMATO.png,93787,0.0,294,0.0,9.77,,1.0,,19.0,11.0,5.0,8.0,11.0,,3.0,,,28.0,,,,,,,1.0
326,6,2.68,Marlon Rodrigues Freitas,Atlético-GO,26,25,M. Freitas,4,Marlon Freitas,7.46,marlon-freitas,https://s.glbimg.com/es/sde/f/2022/03/03/85a5271ee9f81358e6e4009139db31e5_FORMATO.png,93790,2.0,373,0.2,3.32,3.0,2.0,,47.0,14.0,5.0,10.0,4.0,1.0,3.0,2.0,,183.0,,1.0,,,,1.0,
327,6,6.88,Keiller da Silva Nunes,Internacional,26,3,Keiller,1,Keiller,2.48,keiller,https://s.glbimg.com/es/sde/f/2022/02/22/d956425748ab5bc7726c1e8337593d78_FORMATO.png,93834,0.0,285,0.0,3.5,,2.0,,,,,,1.0,,,,1.0,,1.0,,10.0,4.0,,,
328,7,-0.67,Cleiton Schwengber,Bragantino,26,23,Cleiton,1,Cleiton,8.49,cleiton,https://s.glbimg.com/es/sde/f/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,93882,0.0,280,0.0,3.06,,3.0,,,,,,7.0,,,,1.0,,6.0,,73.0,29.0,,1.0,
329,2,0.57,Matheus Leonardo Sales Cardoso,América-MG,26,17,Matheusinho,4,Matheusinho,1.98,matheusinho,https://s.glbimg.com/es/sde/f/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,93886,0.4,327,-1.32,2.53,1.0,2.0,1.0,22.0,15.0,3.0,6.0,22.0,,1.0,1.0,,63.0,,,,,,,
330,6,0.12,Breno Henrique Vasconcelos Lopes,Palmeiras,26,14,B. Lopes,5,Breno Lopes,3.0,breno-lopes,https://s.glbimg.com/es/sde/f/2022/02/21/f3177c4beb3de9d57baca6e7e2771a8f_FORMATO.png,93988,-0.3,275,-0.2,0.72,,,,2.0,2.0,3.0,,8.0,1.0,,3.0,,29.0,,,,,,,1.0
331,6,7.59,John Victor Maciel Furtado,Santos,26,1,J. Victor,1,John Victor,5.92,john-victor,https://s.glbimg.com/es/sde/f/2022/03/03/858342355243a12a346b0ad88639269d_FORMATO.png,94044,0.0,277,0.0,8.0,,,,,,,,2.0,,,,,,1.0,,2.0,,,,
332,6,2.28,Matheus Fernandes Siqueira,Athlético-PR,26,13,M. Fernandes,4,Matheus Fernandes,3.86,matheus-fernandes,https://s.glbimg.com/es/sde/f/2022/02/21/fff1205202cd53cd50d841891d140360_FORMATO.png,94067,0.0,293,0.0,1.65,,2.0,,25.0,14.0,4.0,1.0,4.0,,,,,29.0,,,,,,,
333,5,1.96,Maycon de Andrade Barberan,Corinthians,26,11,Maycon,4,Maycon,4.37,maycon,https://s.glbimg.com/es/sde/f/2022/04/27/93d33456c4171b57f22ba1ac2d386882_FORMATO.png,94154,0.0,264,0.0,1.12,,3.0,,15.0,11.0,,6.0,4.0,,,,,62.0,,,,,,,
334,5,0.5,Adaílson Freire Pereira da Silva,Goiás,26,24,D. Belmonte,5,Dadá Belmonte,5.57,dada-belmonte,https://s.glbimg.com/es/sde/f/2022/04/05/1d2bfbce4ad49ab2c5fb59c91a1f4e44_FORMATO.png,94263,-0.2,290,-2.35,3.83,4.0,6.0,,34.0,39.0,6.0,18.0,42.0,1.0,2.0,3.0,,121.0,,,,,,,
335,5,2.54,Raphael Cavalcante Veiga,Palmeiras,26,18,R. Veiga,4,Raphael Veiga,14.0,raphael-veiga,https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png,94509,0.0,275,0.0,4.75,3.0,1.0,,22.0,16.0,9.0,13.0,29.0,1.0,3.0,4.0,,82.0,,1.0,,,,,
336,7,2.35,Pedro Guilherme Abreu dos Santos,Flamengo,26,20,Pedro,5,Pedro,9.41,pedro,https://s.sde.globo.com/media/person_role/2022/04/25/ee38c717eeb351fd94e1dfdd699c2e26_FORMATO.png,94583,0.0,262,0.0,5.04,3.0,3.0,,7.0,14.0,8.0,14.0,12.0,3.0,7.0,3.0,,38.0,,1.0,,,,,1.0
337,6,2.18,Anthony Rigoberto Landázuri Estacio,Fortaleza,26,7,Landázuri,2,Landázuri,2.51,landazuri,https://s.glbimg.com/es/sde/f/2022/05/12/829c53e7b318d97b843736e71dbbc5be_FORMATO.png,94787,0.0,356,0.0,1.47,,1.0,,9.0,16.0,1.0,,5.0,,,,,44.0,1.0,,,,,,1.0
338,7,4.13,João Victor da Vitória Fernandes,Juventude,26,15,Capixaba,5,Capixaba,5.38,capixaba,https://s.glbimg.com/es/sde/f/2022/03/03/9bdded7e0046ad8500605256f741994b_FORMATO.png,94894,4.4,286,0.54,2.37,,3.0,,23.0,15.0,3.0,8.0,22.0,,,,,56.0,,,,,,,
339,7,4.23,Ignacio Martín Fernández,Atlético-MG,26,21,N. Fernández,4,Nacho Fernández,12.01,nacho-fernandez,https://s.glbimg.com/es/sde/f/2022/07/15/9a4d6e70d0bbfa73459213e99792af33_FORMATO.png,94916,0.0,282,0.0,5.0,5.0,4.0,,36.0,10.0,15.0,11.0,35.0,,2.0,1.0,,164.0,,,,,,,
340,7,0.93,Lucas Fernandes da Silva,Botafogo,26,18,L. Fernandes,4,Lucas Fernandes,4.23,lucas-fernandes,https://s.glbimg.com/es/sde/f/2022/04/14/78229f97f56ef7eb329c2706eca4f38a_FORMATO.png,94931,0.4,263,-0.14,2.86,2.0,3.0,,18.0,22.0,11.0,15.0,20.0,2.0,,,,116.0,,,,,,,
341,7,8.92,Luis Antônio da Rocha Júnior,Fortaleza,26,22,J. Capixaba,2,Juninho Capixaba,9.12,juninho-capixaba,https://s.glbimg.com/es/sde/f/2022/05/12/91620964c17b6d42449ebab1cb868d24_FORMATO.png,94968,9.6,356,1.09,6.03,3.0,5.0,,56.0,34.0,7.0,12.0,30.0,2.0,1.0,1.0,,264.0,9.0,,,,,,
342,6,1.27,Pedro Paulo Ferreira Barbosa da Costa,Atlético-GO,26,0,P. Paulo,1,Pedro Paulo,1.0,pedro-paulo,https://s.glbimg.com/es/sde/f/2022/08/16/8beefb8ae634fb2fdb7172c3f8f39633_FORMATO.png,95040,0.0,373,0.0,0.0,,,,,,,,,,,,,,,,,,,,
