"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","I","PI","PP","PS","SG","CV","DE","GS","GC","PC","DP"
"406",96754,18,275,"mei","6",0,1.53,0,0.22,13,NA,"atuesta","Atuesta ","Atuesta ","Eduard Andrés Atuesta Velasco","https://s.glbimg.com/es/sde/f/2022/02/21/840f0d507e448cff241ff4ed4c7f9b31_FORMATO.png","Palmeiras",NA,1,3,5,1,3,2,NA,NA,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",108712,18,285,"ata","6",0,2,0,0,0,NA,"gustavo-maia","Gustavo Maia","G. Maia","Gustavo Maia da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",100761,18,285,"mei","6",0,3.68,0,0.98,4,NA,"liziero","Liziero","Liziero","Igor Matheus Liziero Pereira ","https://s.glbimg.com/es/sde/f/2022/04/02/68d5b0b8c93444cf3f88161d109fe461_FORMATO.png","Internacional",NA,1,6,7,NA,NA,3,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",107231,18,275,"mei","7",5.6,6.89,0,3.04,14,NA,"danilo","Danilo","Danilo","Danilo dos Santos de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/db630d6c2cb9309ad6f0f77ad6f1d408_FORMATO.png","Palmeiras",NA,4,28,16,3,10,10,NA,1,1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",98619,18,275,"zag","6",0,6.49,0,9.1,2,NA,"kuscevic","Kuscevic","Kuscevic","Benjamín Kuscevic Jaramillo","https://s.glbimg.com/es/sde/f/2022/02/21/5e5dc615bd88e2dcf4171cb2082f612d_FORMATO.png","Palmeiras",1,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA
"411",111688,18,285,"ata","6",0,1.74,0,0.1,3,NA,"matheus-cadorini","Matheus Cadorini","M. Cadorini","Matheus Alfredo Cadorini da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/b95ad9995d0cf6d40d8915558ab5dc12_FORMATO.png","Internacional",NA,NA,1,3,2,NA,2,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"412",90290,18,275,"mei","5",0,4.77,0,0,1,NA,"jailson","Jailson","Jailson","Jaílson Marques Siqueira","https://s.glbimg.com/es/sde/f/2022/02/21/959fdcde3ba551592e0b385a5bf68f88_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",105811,18,275,"ata","6",0.3,4.46,-0.22,2.77,12,NA,"wesley","Wesley","Wesley","Wesley Ribeiro Silva","https://s.glbimg.com/es/sde/f/2022/02/21/0f04dc5dcf192c6975ba1ccb8b6de900_FORMATO.png","Palmeiras",1,1,10,5,5,5,10,NA,1,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",107236,18,275,"lat","6",5.6,3.65,0.34,4.87,3,NA,"vanderlan","Vanderlan","Vanderlan","Vanderlan Barbosa da Silva","https://s.glbimg.com/es/sde/f/2022/04/06/ecb07c206acce03d5e8b80df86207461_FORMATO.png","Palmeiras",NA,NA,1,4,NA,NA,1,NA,NA,NA,9,NA,NA,3,NA,NA,NA,NA,NA,NA
"415",93988,18,275,"ata","6",0,3.27,-0.22,0.96,11,NA,"breno-lopes","Breno Lopes","B. Lopes","Breno Henrique Vasconcelos Lopes","https://s.glbimg.com/es/sde/f/2022/02/21/f3177c4beb3de9d57baca6e7e2771a8f_FORMATO.png","Palmeiras",NA,NA,2,2,3,NA,8,1,NA,3,25,NA,1,NA,NA,NA,NA,NA,NA,NA
"416",68770,18,277,"mei","7",0,3.44,-0.06,1.64,9,NA,"camacho","Camacho","Camacho","Guilherme de Aguiar Camacho","https://s.glbimg.com/es/sde/f/2022/03/03/44a5a0d1669b56e3bc607727595c4751_FORMATO.png","Santos",NA,2,16,8,1,NA,2,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",81161,18,277,"ata","7",12,11.55,1.67,5.91,15,NA,"leo-baptistao","Léo Baptistão ","L. Baptistão","Leonardo Carrilho Baptistão ","https://s.glbimg.com/es/sde/f/2022/03/03/720ce11785d74738c66fdb3f797d770b_FORMATO.png","Santos",1,1,21,16,7,15,31,NA,5,1,86,NA,NA,NA,NA,NA,NA,1,NA,NA
"418",103764,18,275,"ata","7",0,6.3,0,4.3,11,NA,"gabriel-veron","Gabriel Veron","G. Veron","Gabriel Veron Fonseca de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/a322d0e4be6bcead1440daebb01261cd_FORMATO.png","Palmeiras",3,NA,14,4,5,2,5,NA,1,NA,23,NA,1,NA,NA,NA,NA,NA,NA,NA
"419",103767,18,275,"mei","6",-0.1,5.47,-0.5,3.55,9,NA,"gabriel-menino","Gabriel Menino","G. Menino","Gabriel Vinícius Menino","https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png","Palmeiras",NA,2,16,9,4,7,10,NA,1,NA,29,NA,NA,NA,1,NA,NA,NA,NA,NA
"420",86970,18,277,"zag","7",8.6,10.19,1.62,3.91,15,NA,"eduardo-bauermann","Eduardo Bauermann","E. Bauermann","Eduardo Gabriel dos Santos Bauermann","https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png","Santos",1,2,17,6,NA,3,10,1,NA,1,44,NA,1,6,NA,NA,NA,NA,NA,NA
"421",106002,18,285,"mei","6",3,3.73,0.31,2.91,8,NA,"johnny","Johnny","Johnny","João Lucas Souza Cardoso","https://s.glbimg.com/es/sde/f/2021/05/02/e291215bc1ef22558f71ebdfc86fd7e6_FORMATO.png","Internacional",1,1,9,6,2,1,4,NA,1,NA,19,NA,NA,NA,NA,NA,NA,NA,1,NA
"422",112141,18,285,"lat","6",0,4,0,0,0,NA,"paulo-victor","Paulo Victor ","P. Victor","Paulo Victor de Almeida Barbosa","https://s.glbimg.com/es/sde/f/2022/04/02/106cdd7fa82010d8008437cef963893f_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",78077,18,277,"lat","7",12.8,9.03,2.22,3.62,13,NA,"madson","Madson","Madson","Madson Ferreira dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/e89e5811b9812fca6a75789451815b9e_FORMATO.png","Santos",1,4,21,12,1,3,9,NA,NA,1,86,NA,NA,5,NA,NA,NA,NA,NA,NA
"424",85083,18,275,"gol","6",0,4,0,0,0,NA,"vinicius-silvestre","Vinicius Silvestre","V. Silvestre","Vinicius Silvestre da Costa","https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",94044,18,277,"gol","6",0,5.92,0,8,1,NA,"john-victor","John Victor","J. Victor","John Victor Maciel Furtado","https://s.glbimg.com/es/sde/f/2022/03/03/858342355243a12a346b0ad88639269d_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA
"426",106202,18,294,"mei","6",0,4,0,0,0,NA,"bruno-gomes","Bruno Gomes","B. Gomes","Bruno Gomes da Silva Clevelário","https://s.glbimg.com/es/sde/f/2022/07/19/b98ee2a36838adc66259da5a94b21d2c_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",99119,18,277,"ata","7",0,5.36,0,2.54,15,NA,"lucas-braga","Lucas Braga","L. Braga","Lucas Braga Ribeiro","https://s.glbimg.com/es/sde/f/2022/03/03/a3607db4d71e6018951bfe51c702fb1a_FORMATO.png","Santos",NA,NA,11,7,5,7,23,NA,1,2,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",110415,18,277,"ata","6",1,4.83,-0.02,2.19,8,NA,"angelo","Ângelo","Ângelo","Ângelo Gabriel Borges Damaceno","https://s.glbimg.com/es/sde/f/2022/03/03/e0ca88eb8ab327b605082617a24e69fc_FORMATO.png","Santos",1,3,6,7,4,4,11,NA,NA,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",79035,18,277,"zag","7",9.9,4.64,1.79,4.7,2,NA,"luiz-felipe","Luiz Felipe","L. Felipe","Luiz Felipe do Nascimento dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/d93506f46370622558870dd37ada6bb5_FORMATO.png","Santos",1,1,1,1,NA,NA,1,NA,NA,NA,10,NA,NA,1,NA,NA,NA,NA,NA,NA
"430",86508,18,276,"gol","6",0,6.86,0,2.85,17,NA,"jandrei","Jandrei","Jandrei","Jandrei Chitolina Carniel","https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,44,17,NA,NA,NA
"431",38141,18,276,"zag","6",0,7.28,0,4.36,7,NA,"miranda","Miranda","Miranda","João Miranda de Souza Filho","https://s.glbimg.com/es/sde/f/2022/03/01/63cdbc67a76c583cd60a4368a8c9441e_FORMATO.png","São Paulo",NA,1,15,8,NA,1,4,NA,NA,NA,19,NA,NA,3,NA,NA,NA,NA,NA,NA
"432",114374,18,277,"lat","5",0,9.13,0,3.33,14,NA,"lucas-pires","Lucas Pires","L. Pires","Lucas Pires Silva","https://s.glbimg.com/es/sde/f/2022/03/03/c7764ba0e1e296d7a8c36021c67a9107_FORMATO.png","Santos",NA,1,28,12,4,7,8,2,NA,1,196,NA,NA,4,1,NA,NA,NA,NA,NA
"433",107172,18,263,"mei","6",0,6.88,0,3.52,11,NA,"patrick-de-paula","Patrick de Paula","P. Paula","Patrick de Paula Carreiro","https://s.glbimg.com/es/sde/f/2022/04/05/8c35d4213e4e54056fa8d79421ac1e23_FORMATO.png","Botafogo",NA,3,17,9,6,6,16,1,1,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",78850,18,276,"lat","5",0,4.79,0,1.54,12,NA,"reinaldo","Reinaldo","Reinaldo","Reinaldo Manoel da Silva","https://s.glbimg.com/es/sde/f/2022/03/01/779ff87d6723d6c70d7caac56df86d5f_FORMATO.png","São Paulo",1,2,3,10,1,5,5,NA,1,NA,110,NA,NA,2,NA,NA,NA,NA,NA,NA
"435",104521,18,277,"mei","3",5.1,8.9,0.5,3.78,16,NA,"vinicius-zanocelo","Vinícius Zanocelo","V. Zanocelo","Vinícius Nelson de Souza Zanocelo","https://s.glbimg.com/es/sde/f/2022/03/03/5ec6c9924511913e6d0657f591187ca0_FORMATO.png","Santos",NA,6,28,25,9,11,8,NA,3,1,51,NA,NA,NA,NA,NA,NA,NA,2,NA
"436",83266,18,276,"ata","6",1,4.37,-1.07,1.45,2,NA,"marcos-guilherme","Marcos Guilherme","M. Guilherme","Marcos Guilherme de Almeida Santos Matos","https://s.glbimg.com/es/sde/f/2022/06/28/beaa874f9953e86894fb3ff1e44fd934_FORMATO.png","São Paulo",NA,NA,3,1,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",109963,18,280,"zag","6",0,4.28,0,4.2,3,NA,"renan","Renan","Renan","Renan Victor da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/eea7da20dcaeb02fd4b5170a3d9f472b_FORMATO.png","Bragantino",NA,NA,6,2,NA,NA,NA,NA,NA,NA,10,NA,NA,2,NA,NA,NA,1,NA,NA
"438",105770,18,275,"ata","5",0,4.34,0,1.49,13,NA,"rafael-navarro","Rafael Navarro","R. Navarro","Rafael Navarro Leal","https://s.glbimg.com/es/sde/f/2022/02/21/a950985f87c7053fb60a65298da85bc0_FORMATO.png","Palmeiras",NA,NA,10,23,4,8,10,NA,NA,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",107225,18,275,"lat","6",0,3.07,0,3.93,3,NA,"gustavo-garcia","Gustavo Garcia","G. Garcia","Gustavo Garcia dos Santos","https://s.glbimg.com/es/sde/f/2021/05/08/3565dc4679be59b81c08a110e09a57fa_FORMATO.png","Palmeiras",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA
"440",80287,18,276,"ata","7",14.6,14.23,0.87,6.74,14,NA,"luciano","Luciano","Luciano","Luciano da Rocha Neves","https://s.glbimg.com/es/sde/f/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png","São Paulo",1,5,15,7,9,11,14,NA,7,4,47,NA,1,NA,NA,NA,NA,NA,NA,NA
"441",98976,18,276,"mei","6",-0.9,3.17,-0.32,0.98,6,NA,"gabriel","Gabriel","Gabriel","Gabriel Neves Perdomo","https://s.glbimg.com/es/sde/f/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png","São Paulo",NA,4,12,9,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",110605,18,277,"mei","6",0,2.93,0,0,1,NA,"vinicius-balieiro","Vinícius Balieiro","V. Balieiro","Vinícius Balieiro Lourenço de Carvalho","https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",85626,18,276,"zag","6",0,4.83,0,1.48,14,NA,"leo","Léo","Léo","Leonardo Pinheiro da Conceição","https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png","São Paulo",NA,3,11,14,NA,3,8,NA,NA,NA,67,NA,NA,3,NA,NA,NA,NA,NA,NA
"444",83433,18,276,"mei","7",0,10.09,0,4.82,13,NA,"patrick","Patrick","Patrick","Patrick Bezerra do Nascimento","https://s.glbimg.com/es/sde/f/2022/03/01/6ebefc2dde70dd404af0145a962b55d4_FORMATO.png","São Paulo",1,3,28,15,1,6,16,NA,3,2,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",91521,18,276,"ata","6",-0.4,5.79,-0.17,1.21,17,NA,"eder","Eder","Eder","Eder Citadin Martins","https://s.glbimg.com/es/sde/f/2022/03/01/c24a898d664db265bfa4ba037836c0ab_FORMATO.png","São Paulo",NA,2,7,8,1,4,9,1,1,8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",101728,18,276,"zag","7",2.3,6.19,0.26,1.89,15,NA,"diego","Diego","Diego","Diego Henrique Costa Barbosa","https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png","São Paulo",NA,7,32,27,NA,2,4,NA,NA,NA,76,NA,NA,2,NA,NA,NA,NA,1,NA
"447",95466,18,276,"lat","7",6.6,4.83,1.16,3.46,13,NA,"igor-vinicius","Igor Vinícius","I. Vinícius","Igor Vinícius de Souza","https://s.glbimg.com/es/sde/f/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png","São Paulo",2,2,20,9,1,2,8,NA,NA,NA,61,NA,NA,3,NA,NA,NA,NA,NA,NA
"448",81845,18,276,"mei","5",0,9.04,0,3.54,8,NA,"alisson","Alisson","Alisson","Alisson Euler de Freitas Castro","https://s.glbimg.com/es/sde/f/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png","São Paulo",2,4,13,11,5,3,10,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",110607,18,1371,"mei","6",8.5,3.43,1.3,2.35,4,NA,"gabriel-pirani","Gabriel Pirani","G. Pirani","Gabriel Cordeiro Pirani","https://s.glbimg.com/es/sde/f/2022/06/14/d526d926c095a507d46bffb0eb46a9a2_FORMATO.png","Cuiabá",NA,NA,NA,3,1,1,2,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",104580,18,277,"mei","6",0,3.22,0,2.27,10,NA,"sandry","Sandry","Sandry","Sandry Roberto Santos Goes","https://s.glbimg.com/es/sde/f/2022/03/03/2b65aba4173c2f016fab56b5a734187e_FORMATO.png","Santos",1,NA,15,3,NA,2,5,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",106822,18,276,"mei","7",1.9,6.74,-0.19,3.34,14,NA,"rodrigo-nestor","Rodrigo Nestor","R. Nestor","Rodrigo Nestor Bertalia","https://s.glbimg.com/es/sde/f/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png","São Paulo",NA,3,24,23,7,15,10,1,1,1,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",106824,18,276,"lat","7",1.3,9.08,-0.35,3.39,16,NA,"welington","Welington ","Welington ","Welington Damascena Santos","https://s.glbimg.com/es/sde/f/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png","São Paulo",2,1,23,9,4,2,11,NA,NA,NA,115,NA,NA,4,NA,NA,NA,NA,NA,NA
"453",91422,18,286,"gol","7",3,4.48,-0.52,2.78,17,NA,"cesar","César","César","César Augusto Soares dos Reis Ribela","https://s.glbimg.com/es/sde/f/2022/03/03/d97731002381ac352b29527a634d6783_FORMATO.png","Juventude",NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,55,30,NA,NA,1
"454",72532,18,290,"lat","6",5.7,4.39,0.01,2.11,15,NA,"maguinho","Maguinho","Maguinho","Magno José da Silva","https://s.glbimg.com/es/sde/f/2022/03/08/b454661126187bdc0ef02a09e84e80ef_FORMATO.png","Goiás",NA,5,19,19,1,8,4,NA,NA,2,59,NA,1,3,NA,NA,NA,NA,NA,NA
"455",77774,18,314,"tec","7",0,8.29,0,3.48,17,NA,"eduardo-barroca","Eduardo Barroca","E. Barroca","Eduardo de Souza Barroca","https://s.glbimg.com/es/sde/f/2022/03/08/832e107d799b9425491e065012f3ec3a_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",94787,18,356,"lat","6",0,2.51,0,1.47,7,NA,"landazuri","Landázuri","Landázuri","Anthony Rigoberto Landázuri Estacio","https://s.glbimg.com/es/sde/f/2022/02/25/99227769c8cf1b0aba013765d0f00f85_FORMATO.png","Fortaleza",NA,1,9,16,1,NA,5,NA,NA,NA,44,NA,1,1,NA,NA,NA,NA,NA,NA
"457",101885,18,276,"ata","6",0,7.2,0,7.9,1,NA,"toro","Toró","Toró","Jonas Gabriel da Silva Nunes","https://s.glbimg.com/es/sde/f/2022/03/01/5ae4b338eccde28dc4397a8e37cce503_FORMATO.png","São Paulo",1,NA,1,1,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",102909,18,276,"mei","5",0,5.04,0,0.75,2,NA,"luan","Luan","Luan","Luan Vinícius da Silva Santos ","https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png","São Paulo",NA,NA,2,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",114335,18,293,"mei","6",0,4,0,0,0,NA,"jader","Jader","Jader","Jader Barbosa da Silva Gentil","https://s.glbimg.com/es/sde/f/2021/08/28/b1890f6a2535a6bafcc1d65d242e3de6_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",115791,18,286,"mei","6",0,1.04,0,-1.2,1,NA,"gabriel-tota","Gabriel Tota","G. Tota","Gabriel Ferreira Neris","https://s.glbimg.com/es/sde/f/2022/03/03/092de08c75d428ac15be8a46a64c60f2_FORMATO.png","Juventude",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",104593,18,286,"mei","6",0,1.98,0,0.35,4,NA,"darlan","Darlan","Darlan","Darlan Pereira Mendes","https://s.glbimg.com/es/sde/f/2022/03/03/adc98792c2a04fd60c00d1c13a950544_FORMATO.png","Juventude",NA,1,2,1,NA,NA,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",116074,18,286,"lat","6",0,1,0,0,0,NA,"nicolas","Nicolas","Nicolas","Nicolas Arno Luft","https://s.glbimg.com/es/sde/f/2022/03/03/127b2ef745d8d8ce07263510d07af046_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",72491,18,314,"zag","7",0,6.53,0,2.27,11,NA,"bressan","Bressan","Bressan","Matheus Simonete Bressanelli","https://s.glbimg.com/es/sde/f/2022/03/08/0759780a94f5359aefe723b749494c0b_FORMATO.png","Avaí",NA,2,13,11,NA,2,3,1,NA,NA,54,NA,NA,3,NA,NA,NA,NA,1,NA
"464",69141,18,286,"ata","3",2.1,5.14,0.48,1.93,13,NA,"ricardo-bueno","Ricardo Bueno","R. Bueno","Ricardo Bueno da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/5a5fd135b7af74db9adec269ad234d5b_FORMATO.png","Juventude",NA,3,7,12,4,5,22,1,1,4,41,1,1,NA,NA,NA,NA,NA,NA,NA
"465",116137,18,276,"lat","6",0,3.28,0,5.9,1,NA,"joao-moreira","João Moreira","J. Moreira","João Moreira Sanmartin Souza","https://s.glbimg.com/es/sde/f/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png","São Paulo",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"466",110517,18,276,"mei","6",0,3.87,0,2,5,NA,"andres","Andrés","Andrés","Andrés Felipe Colorado Sánchez","https://s.glbimg.com/es/sde/f/2022/04/06/8155059fe14b7ffca7314dd757501fb1_FORMATO.png","São Paulo",NA,NA,10,7,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",87808,18,263,"zag","7",2.9,2.41,0.44,0.7,9,NA,"philipe-sampaio","Philipe Sampaio","P. Sampaio","Philipe Sampaio Azevedo","https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png","Botafogo",NA,2,8,10,NA,1,6,NA,NA,1,30,NA,NA,1,1,NA,NA,NA,1,NA
"468",80129,18,286,"mei","3",-2.2,7.06,-0.61,2.62,16,NA,"jadson","Jadson","Jadson","Jadson Alves dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/f6f0935d45f36314cddff53717eee8de_FORMATO.png","Juventude",NA,5,36,29,2,3,27,NA,1,1,109,NA,NA,NA,1,NA,NA,NA,NA,NA
"469",93716,18,286,"lat","7",-0.3,4.32,-0.53,2.63,13,NA,"paulo-henrique","Paulo Henrique","P. Henrique","Paulo Henrique de Oliveira Alves","https://s.glbimg.com/es/sde/f/2022/03/03/8240fae5ce98e7a47c5fe5b7e18c773b_FORMATO.png","Juventude",NA,2,16,13,NA,1,6,NA,1,1,58,NA,NA,3,NA,NA,NA,NA,NA,NA
"470",82764,18,286,"zag","7",0.3,5.05,-1.33,2.79,16,NA,"rafael-forster","Rafael Forster","R. Forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2022/03/03/1a3eff81c014dfeadd31543510923abd_FORMATO.png","Juventude",NA,1,27,10,4,2,12,NA,NA,NA,111,NA,NA,3,NA,NA,NA,NA,NA,NA
"471",100103,18,327,"ata","3",-0.2,4.84,-0.32,2.28,13,NA,"pedrinho","Pedrinho","Pedrinho","Pedro Gabriel Pereira Lopes","https://s.glbimg.com/es/sde/f/2022/03/08/309c47dae98681ea166c6c5dfef07f5a_FORMATO.png","América-MG",1,3,7,10,7,8,6,1,1,3,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",74084,18,263,"mei","6",2,2.6,0.32,0.25,9,NA,"lucas-piazon","Lucas Piazon","L. Piazon","Gustavo Lucas Domingues Piazón","https://s.glbimg.com/es/sde/f/2022/03/10/444cdcb13fd4a94042b454cbf58b95fb_FORMATO.png","Botafogo",NA,1,6,4,2,NA,2,NA,NA,1,31,NA,NA,NA,1,NA,NA,NA,NA,NA
"473",72362,18,354,"mei","6",0,4.16,0,2.01,10,NA,"rodrigo-lindoso","Rodrigo Lindoso","R. Lindoso","Rodrigo Oliveira Lindoso","https://s.glbimg.com/es/sde/f/2022/03/11/262543ac36f21decccf1617c277630d6_FORMATO.png","Ceará",1,6,14,11,2,4,12,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",77713,18,264,"tec","7",4.94,12.11,0.17,5.06,17,NA,"vitor-pereira","Vítor Pereira","V. Pereira","Vítor Manuel de Oliveira Lopes Pereira","https://s.glbimg.com/es/sde/f/2022/03/08/a09307d6eae0cd7887cb3732e00d9c29_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",68817,18,286,"zag","6",0,2.74,0,1.33,6,NA,"paulo-miranda","Paulo Miranda","P. Miranda","Jonathan Doin","https://s.glbimg.com/es/sde/f/2022/03/03/84da02cce1e593cb658cfcf2deef669d_FORMATO.png","Juventude",NA,3,11,5,NA,2,3,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,2,NA
"476",86675,18,286,"lat","7",0.9,2.19,-0.4,1.69,15,NA,"rodrigo-soares","Rodrigo Soares","R. Soares","Rodrigo Alves Soares","https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png","Juventude",NA,3,12,13,1,4,2,NA,1,NA,105,NA,NA,3,NA,NA,NA,NA,NA,NA
"477",62130,18,286,"lat","6",0,1.46,0,0.5,10,NA,"william-matheus","William Matheus","W. Matheus","William Matheus da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/88174fca01439ff40caf28ad081a8fa6_FORMATO.png","Juventude",NA,4,8,10,2,3,6,NA,NA,NA,64,NA,NA,1,1,NA,NA,NA,2,NA
"478",82407,18,286,"mei","6",0,6.59,0,2.9,14,NA,"chico","Chico","Chico","Francisco Hyun Sol Kim","https://s.glbimg.com/es/sde/f/2022/03/03/bf75c9042be591192c025ebc1a87b001_FORMATO.png","Juventude",1,1,26,24,6,4,34,NA,NA,2,115,NA,NA,NA,1,NA,NA,NA,NA,NA
"479",110750,18,327,"zag","6",0,1.4,0,-0.3,1,NA,"gustavo-marques","Gustavo Marques","G. Marques","Gustavo Marques Alves dos Santos","https://s.glbimg.com/es/sde/f/2022/02/24/cb9dbbfe04ac9d5b15ea2272bc5031c0_FORMATO.png","América-MG",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
