"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","I","PI","PP","PS","SG","CV","DE","GS","GC","PC","DP"
"196",105301,18,280,"ata","6",0,3.31,0,1.22,8,NA,"jan-hurtado","Jan Hurtado","J. Hurtado","Jan Carlos Hurtado Anchico","https://s.glbimg.com/es/sde/f/2022/05/05/1bdc33333f950ae556b0e097e5493b5c_FORMATO.png","Bragantino",NA,NA,4,16,4,2,3,1,NA,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",115558,18,263,"ata","6",0,1.46,0,0,1,NA,"rikelmi","Rikelmi","Rikelmi","Rikelmi Valentim dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/20551ff81ad88eb0a57cf39ffcd66604_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",101036,18,314,"lat","6",0,1.72,0,-2.3,1,NA,"diego-matos","Diego Matos","D. Matos","Diego Daniel Rodrigues de Matos","https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png","Avaí",NA,NA,2,2,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,1,NA,NA,NA,NA,NA
"199",111807,18,263,"mei","6",0,1,0,0,0,NA,"juninho","Juninho","Juninho","Robson Tosta Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/21/5eda24f8ca23099ebcd88d6024570fc4_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",103295,18,280,"mei","3",0,3.98,0,1.07,12,NA,"eric-ramires","Eric Ramires","E. Ramires","Eric dos Santos Rodrigues","https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png","Bragantino",NA,1,15,10,1,4,6,NA,NA,NA,16,NA,NA,NA,2,NA,NA,NA,1,NA
"201",106918,18,314,"ata","6",0,3,0,0,0,NA,"paulo-baya","Paulo Baya","P. Baya","Paulo Henrique Silva Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/24/272fd719e59564d41c0349ca1feb539b_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",115792,18,314,"mei","6",0,1,0,0,0,NA,"macae","Macaé","Macaé","Arthur Neves Scheles","https://s.glbimg.com/es/sde/f/2022/02/23/bb984d9dc5f15f3b6b95e0024bd88b17_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",91702,18,280,"ata","5",0,4,0,0,0,NA,"leandrinho","Leandrinho","Leandrinho","Leandro Henrique do Nascimento","https://s.glbimg.com/es/sde/f/2022/05/05/8786b0a78d3342d952c64f2f47eb33c5_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",107110,18,280,"zag","7",3.7,8.7,-0.3,4.71,13,NA,"natan","Natan","Natan","Natan Bernardo de Souza","https://s.glbimg.com/es/sde/f/2022/05/05/ebc6c140c001d68b3b50f27e354d27e2_FORMATO.png","Bragantino",1,2,14,8,2,2,8,1,2,1,31,NA,NA,4,NA,NA,NA,NA,NA,NA
"205",107744,18,280,"mei","6",0,7.88,0,3.52,10,NA,"praxedes","Praxedes","Praxedes","Bruno Conceição Praxedes","https://s.glbimg.com/es/sde/f/2022/05/05/f8aea5d525d74bdbe77382da13d85ed2_FORMATO.png","Bragantino",2,3,12,10,2,3,15,NA,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",73318,18,263,"lat","7",0,5.24,0,2.68,15,NA,"daniel-borges","Daniel Borges","D. Borges","Daniel Fortunato Borges","https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png","Botafogo",2,1,16,9,2,3,9,NA,1,1,144,NA,NA,3,1,NA,NA,NA,NA,NA
"207",106108,18,280,"ata","6",0,1.24,0,-0.2,2,NA,"welliton","Welliton","Welliton","Welliton Silva de Azevedo Matheus","https://s.glbimg.com/es/sde/f/2022/03/09/309a2641f2910674fae13000486c5d5d_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",110715,18,280,"lat","6",4.9,4.34,0.57,2.39,8,NA,"andres-hurtado","Andrés Hurtado","A. Hurtado","José Andrés Hurtado Cheme","https://s.glbimg.com/es/sde/f/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png","Bragantino",2,1,8,5,NA,NA,4,NA,NA,1,39,NA,NA,1,NA,NA,NA,NA,1,NA
"209",111333,18,280,"ata","7",-1.6,4.8,-2.43,2.42,14,NA,"sorriso","Sorriso","Sorriso","Marcos Vinicios Moura","https://s.glbimg.com/es/sde/f/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png","Bragantino",1,2,14,14,2,2,10,NA,2,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",109639,18,280,"ata","7",8,4.34,1.03,3.47,3,NA,"gabriel-novaes","Gabriel Novaes","G. Novaes","Gabriel Novaes Fernandes","https://s.glbimg.com/es/sde/f/2022/05/05/f9a266e73e23a467f58f96fac79380bc_FORMATO.png","Bragantino",NA,1,2,1,1,NA,1,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",78893,18,263,"gol","6",0,2.21,0,0,1,NA,"douglas-borges","Douglas Borges","D. Borges","Douglas Borges","https://s.glbimg.com/es/sde/f/2022/02/21/837aacbeb34486f2c8bdc9348c44ba72_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"212",89224,18,263,"mei","6",0,2.59,0,2.4,2,NA,"barreto","Barreto","Barreto","Gustavo Bonatto Barreto","https://s.glbimg.com/es/sde/f/2022/02/21/4f55cd58dba618d9c58695edc5507fcc_FORMATO.png","Botafogo",NA,NA,4,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",86749,18,263,"mei","6",0,4,0,0,0,NA,"felipe-ferreira","Felipe Ferreira","F. Ferreira","Felipe de Figueiredo Ferreira","https://s.glbimg.com/es/sde/f/2022/02/21/e6bb81a986dcba9c740f2c8d43ddccd6_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",113558,18,280,"ata","6",0,3,0,0,0,NA,"bruninho","Bruninho","Bruninho","Bruno Gonçalves de Jesus","https://s.glbimg.com/es/sde/f/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",63194,18,263,"lat","6",0,5,0,0,0,NA,"carlinhos","Carlinhos","Carlinhos","Carlos Emiliano Pereira","https://s.glbimg.com/es/sde/f/2022/02/21/800bc92dcc8691cf1bb118132ac62fbc_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",105200,18,280,"ata","6",0,2,0,0,0,NA,"gonzalo","Gonzalo","Gonzalo","Gonzalo Schnorr Fornari","https://s.glbimg.com/es/sde/f/2021/10/08/df7aef94332d05cd281a5628fd21eebc_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",70171,18,263,"lat","6",0,6,0,0,0,NA,"rafael","Rafael","Rafael","Rafael Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/505b1bf76a770e85404c4bca2e727eee_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",106299,18,280,"zag","6",0,2.95,0,1.33,4,NA,"realpe","Realpe","Realpe","Leonardo Javier Realpe Montaño","https://s.glbimg.com/es/sde/f/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png","Bragantino",NA,2,8,4,NA,1,1,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",108422,18,263,"ata","7",1.5,11.86,-0.32,5.12,16,NA,"erison","Erison","Erison","Erison Danilo de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/abf055dfab291f251335494fc009a2c0_FORMATO.png","Botafogo",1,2,8,24,12,12,20,NA,6,13,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",90540,18,263,"ata","6",0,7.91,0,2.42,9,NA,"diego-goncalves","Diego Gonçalves","D. Gonçalves","Diego Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/21/9f275ce14e02c8b8be4c38953dda7e07_FORMATO.png","Botafogo",NA,1,5,8,3,3,5,NA,2,2,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",86711,18,354,"mei","7",0,5.27,0,2.29,13,NA,"richard-coelho","Richard Coelho","R. Coelho","Richard Cândido Coelho","https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png","Ceará",1,4,27,25,4,1,14,NA,NA,2,55,NA,NA,NA,1,NA,NA,NA,NA,NA
"222",99430,18,263,"gol","6",0,2.06,0,0.5,2,NA,"diego-loureiro","Diego Loureiro","D. Loureiro","Diego Terra Loureiro","https://s.glbimg.com/es/sde/f/2022/02/21/8d8bf0e2d048df5b25e486bdf7c64eec_FORMATO.png","Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA
"223",108683,18,280,"mei","6",0,4,0,0,0,NA,"emiliano-martinez","Emiliano Martínez","E. Martínez","Emiliano Martínez Toranza","https://s.glbimg.com/es/sde/f/2022/05/05/62bad876ad70013104c71097262f0fc3_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",102464,18,354,"lat","6",0,1.98,0,-0.05,2,NA,"kelvyn","Kelvyn","Kelvyn","Kelvyn Ramos da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png","Ceará",NA,NA,1,2,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",102597,18,263,"lat","6",0,2.38,0,0.6,1,NA,"jonathan-silva","Jonathan Silva","J. Silva","Jonathan Silva Vieira","https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png","Botafogo",NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",68727,18,282,"lat","6",0,6,0,0,0,NA,"dodo","Dodô","Dodô","José Rodolfo Pires Ribeiro","https://s.glbimg.com/es/sde/f/2022/07/15/609e318b14a5b18020808dc34efd5bfa_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",106083,18,263,"mei","5",0,4,0,0,0,NA,"breno","Breno","Breno","Breno Washington Rodrigues da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/596fd08d478ed48cf966b741b09f289e_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",87402,18,354,"zag","7",0,4.2,0,2.09,13,NA,"messias","Messias","Messias","Messias Rodrigues da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png","Ceará",NA,2,8,13,2,4,6,NA,NA,NA,50,NA,NA,4,NA,NA,NA,NA,NA,NA
"229",104926,18,263,"mei","6",0,9.19,0,2.86,12,NA,"chay","Chay","Chay","Chayene Medeiros Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/77dcd57801fc7bf714629cf2a521ad76_FORMATO.png","Botafogo",NA,3,21,10,4,7,18,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",103088,18,354,"zag","6",0,5.27,0,1.75,4,NA,"lucas-ribeiro","Lucas Ribeiro","L. Ribeiro","Lucas Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png","Ceará",NA,2,1,4,NA,NA,4,NA,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",104660,18,263,"ata","2",2.8,4.89,0.31,3.92,13,NA,"vinicius-lopes","Vinícius Lopes","V. Lopes","Vinícius Lopes da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/e057d0f0bf956c78607ac32d4d8597e4_FORMATO.png","Botafogo",NA,3,22,15,1,7,25,NA,2,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",93414,18,263,"zag","7",0,4.11,0,2.63,4,NA,"joel-carli","Joel Carli","J. Carli","Mauro Joel Carli","https://s.glbimg.com/es/sde/f/2022/02/21/58080d39478afd3809fb90b0aa3d3f8e_FORMATO.png","Botafogo",1,3,3,2,NA,2,1,NA,NA,NA,16,NA,NA,1,NA,NA,NA,NA,NA,NA
"233",86759,18,264,"mei","6",0,6,0,0,0,NA,"luan","Luan","Luan","Luan Guilherme de Jesus Vieira","https://s.glbimg.com/es/sde/f/2022/04/27/8fa8c0762fab2d871b554ca9eb802b65_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",111408,18,264,"ata","6",0,1.47,0,0.27,3,NA,"felipe-augusto","Felipe Augusto","F. Augusto","Felipe Augusto da Silva","https://s.glbimg.com/es/sde/f/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png","Corinthians",NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",104125,18,354,"ata","7",0,4.72,0,2.99,11,NA,"cleber","Cléber","Cléber","Cléber Bomfim de Jesus","https://s.glbimg.com/es/sde/f/2022/02/22/89740a418c814d6271ac39fa501351e3_FORMATO.png","Ceará",NA,2,15,17,3,5,5,NA,2,5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",90715,18,373,"ata","2",3.6,4.54,0.6,2.35,14,NA,"luiz-fernando","Luiz Fernando ","L. Fernando","Luiz Fernando Moraes dos Santos","https://s.glbimg.com/es/sde/f/2022/04/15/28e8b65d5222a5debc200d5ed0567fae_FORMATO.png","Atlético-GO",1,1,12,9,4,8,21,NA,NA,4,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",106819,18,354,"gol","6",0,2.64,0,5.5,2,NA,"vinicius-machado","Vinicius Machado","V. Machado","Vinicius Réquia Machado","https://s.glbimg.com/es/sde/f/2022/02/22/141e34a4013c3361e1d6514578362558_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,1,NA,NA,NA
"238",114888,18,280,"mei","6",0,2,0,0,0,NA,"luciano","Luciano","Luciano","Luciano Silva Santos","https://s.glbimg.com/es/sde/f/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",109114,18,263,"ata","6",1.1,3.86,-0.02,0.85,13,NA,"matheus-nascimento","Matheus Nascimento","M. Nascimento","Matheus Nascimento de Paula","https://s.glbimg.com/es/sde/f/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png","Botafogo",NA,1,6,11,3,3,7,NA,NA,1,22,NA,1,NA,NA,NA,NA,NA,NA,NA
"240",51548,18,264,"mei","7",0.3,4.78,-0.32,1.31,14,NA,"giuliano","Giuliano","Giuliano","Giuliano Victor de Paula","https://s.glbimg.com/es/sde/f/2022/04/27/9ac23014ff9196c4c2a10d652798dcfa_FORMATO.png","Corinthians",1,1,9,3,2,4,5,NA,NA,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",109426,18,280,"lat","6",0,3.08,0,1,1,NA,"weverson","Weverson","Weverson","Weverson Moreira da Costa","https://s.glbimg.com/es/sde/f/2022/05/05/73de6346549a47db6b8bf37e5f4f06fa_FORMATO.png","Bragantino",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",90846,18,263,"zag","6",0,2.76,0,-0.1,2,NA,"klaus","Klaus","Klaus","Willian Klaus","https://s.glbimg.com/es/sde/f/2022/02/21/285efd56a8da13cc59106ef7fcce7c51_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",72359,18,354,"zag","7",0,3.87,0,4.09,9,NA,"luiz-otavio","Luiz Otávio","L. Otávio","Luiz Otávio Anacleto Leandro","https://s.glbimg.com/es/sde/f/2022/02/22/18d80f2c9d7f3c212842019dab63bd77_FORMATO.png","Ceará",NA,1,12,5,1,1,6,NA,1,1,20,NA,NA,3,NA,NA,NA,NA,1,NA
"244",105336,18,354,"mei","6",0,0.93,0,0.49,9,NA,"geovane","Geovane","Geovane","Geovane da Silva de Souza","https://s.glbimg.com/es/sde/f/2022/02/22/51d0acc60547a33ee6200befb38c5cc6_FORMATO.png","Ceará",NA,3,6,10,NA,2,8,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",108176,18,354,"zag","6",0,3.74,0,1.76,11,NA,"gabriel-lacerda","Gabriel Lacerda","G. Lacerda","Gabriel Santos Cordeiro Lacerda","https://s.glbimg.com/es/sde/f/2022/02/22/6e64fcfbd8fd5ae5f3a9f615b801c4bd_FORMATO.png","Ceará",NA,NA,7,5,NA,4,NA,NA,NA,NA,47,NA,NA,3,NA,NA,NA,NA,1,NA
"246",68923,18,264,"zag","7",0.3,7.38,-0.38,4.51,12,NA,"gil","Gil","Gil","Carlos Gilberto do Nascimento Silva","https://s.glbimg.com/es/sde/f/2022/04/27/14ec5e5e1aa438191eb6e95781e175fb_FORMATO.png","Corinthians",NA,1,20,5,3,1,5,NA,NA,2,41,NA,NA,6,NA,NA,NA,NA,NA,NA
"247",38229,18,264,"lat","6",0,6.51,0,4.51,10,NA,"fabio-santos","Fábio Santos","F. Santos","Fábio Santos Romeu","https://s.glbimg.com/es/sde/f/2022/04/27/a698af6f4d4843e3d21f96d87aa76ef7_FORMATO.png","Corinthians",NA,1,15,7,NA,NA,5,NA,1,NA,53,NA,NA,5,NA,NA,NA,NA,NA,NA
"248",86536,18,354,"mei","7",0,4.3,0,2.55,12,NA,"richardson","Richardson","Richardson","Richardson Fernandes dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png","Ceará",NA,5,32,27,NA,3,15,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,1,NA
"249",105585,18,264,"mei","2",1.7,1.36,-0.64,0.55,9,NA,"roni","Roni","Roni","Roni Medeiros de Moura","https://s.glbimg.com/es/sde/f/2022/04/27/9ac611db40c304ebc00cbde504907104_FORMATO.png","Corinthians",NA,3,6,6,2,1,4,1,NA,NA,16,NA,NA,NA,1,NA,NA,NA,1,NA
"250",89695,18,354,"ata","6",0,2.14,0,2.45,8,NA,"iury-castilho","Iury Castilho","I. Castilho","Iury Lirio Freitas de Castilho","https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png","Ceará",1,3,7,10,3,1,17,NA,NA,5,22,NA,1,NA,NA,NA,NA,NA,NA,NA
"251",96340,18,354,"mei","7",0,9.56,0,4.81,11,NA,"lima","Lima","Lima","Vinicius Moreira de Lima","https://s.glbimg.com/es/sde/f/2022/02/22/6d2da25187d0a8f998315ea12828e2a6_FORMATO.png","Ceará",NA,NA,18,12,6,11,24,NA,2,1,59,NA,NA,NA,1,NA,NA,NA,NA,NA
"252",88427,18,286,"mei","6",0,2.49,-0.36,0.2,5,NA,"marlon","Marlon","Marlon","Marlon Adriano Prezotti","https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png","Juventude",NA,1,3,1,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",70925,18,354,"mei","6",0,3.48,0,2.65,2,NA,"wescley","Wescley","Wescley","Wescley Gomes dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/661d0c727249c5c00f69dead20c6d16e_FORMATO.png","Ceará",NA,NA,4,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",88544,18,354,"lat","6",0,2,0,0,0,NA,"buiu","Buiú","Buiú","Marcos Ytalo Benício da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",88881,18,294,"tec","7",2.9,10.83,-0.09,4.49,17,NA,"gustavo-morinigo","Gustavo Morínigo","G. Morínigo","Gustavo Eliseo Morínigo Vázquez","https://s.glbimg.com/es/sde/f/2022/03/08/d3d42aad8924e3d8891e90f7e4d79f41_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",81881,18,354,"gol","7",0,5.49,0,3.33,14,NA,"joao-ricardo","João Ricardo","J. Ricardo","João Ricardo Riedi","https://s.glbimg.com/es/sde/f/2022/02/22/adaab64e1f87d21062e8d3820e969b1c_FORMATO.png","Ceará",NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,43,17,NA,NA,1
"257",104530,18,294,"ata","7",2.3,14.49,0.07,6.95,15,NA,"igor-paixao","Igor Paixão","I. Paixão","Igor Guilherme Barbosa da Paixão","https://s.glbimg.com/es/sde/f/2022/02/23/65a987228916ce13345ffe12d4846cff_FORMATO.png","Coritiba",4,2,14,5,8,19,40,2,4,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",78851,18,354,"gol","6",0,5,0,0,0,NA,"richard","Richard","Richard","Richard de Oliveira da Costa","https://s.glbimg.com/es/sde/f/2022/02/22/9d468ebf560bb9e0da9699ba4df38391_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",88136,18,264,"gol","6",0,6,0,0,0,NA,"ivan","Ivan","Ivan","Ivan Quaresma da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/34cb1f18e1366fa0c31a3d946941e5c5_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",97810,18,354,"ata","5",0,2.9,0,1.55,12,NA,"erick","Erick","Erick","Erick de Arruda Serafim","https://s.glbimg.com/es/sde/f/2022/02/22/391609eb9a9349eac73814c39b4be34c_FORMATO.png","Ceará",NA,3,7,11,5,5,11,NA,1,3,67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",80076,18,354,"ata","6",0,4.2,0,1.31,10,NA,"ze-roberto","Zé Roberto","Z. Roberto","José Roberto Assunção de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/22/d2d6e5f9f0b8f9299ec51823ad4791c8_FORMATO.png","Ceará",1,2,2,8,3,4,10,NA,NA,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",107554,18,294,"lat","6",-0.2,3.61,-0.1,2.76,7,NA,"natanael","Natanael","Natanael","Natanael Moreira Milouski","https://s.glbimg.com/es/sde/f/2022/02/23/d16a948e2d2950b3b56d30d6433483a7_FORMATO.png","Coritiba",1,NA,12,1,NA,NA,7,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",103347,18,294,"lat","7",0,8.43,0,4.33,12,NA,"matheus-alexandre","Matheus Alexandre","M. Alexandre","Matheus Alexandre Anastácio de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png","Coritiba",NA,2,38,12,NA,NA,3,NA,NA,NA,46,NA,NA,3,NA,NA,NA,NA,NA,NA
"264",113687,18,264,"mei","7",0.2,5.43,-0.21,2.97,16,NA,"du-queiroz","Du Queiroz","D. Queiroz","Eduardo Santos Queiroz","https://s.glbimg.com/es/sde/f/2022/04/27/0fe4496bd189cafbfb576979be860e8a_FORMATO.png","Corinthians",2,1,35,31,2,9,7,NA,NA,1,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",102067,18,264,"mei","6",0,1.79,0,-0.17,4,NA,"xavier","Xavier","Xavier","João Vitor Xavier de Almeida","https://s.glbimg.com/es/sde/f/2022/04/27/695e017b3a4e70b82e28dd504e54cd9b_FORMATO.png","Corinthians",NA,1,1,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",111682,18,264,"mei","6",9.3,9.01,1.32,4.47,14,NA,"adson","Adson","Adson","Adson Ferreira Soares","https://s.glbimg.com/es/sde/f/2022/04/27/cbe4b4882cf981a4fee80eeb935042c8_FORMATO.png","Corinthians",NA,1,31,11,2,4,12,NA,3,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",101579,18,264,"zag","6",0,5.94,0,6.2,4,NA,"robson-bambu","Robson Bambu","R. Bambu","Robson Alves de Barros","https://s.glbimg.com/es/sde/f/2022/04/27/44c60f9696fad0a8a8156b8192e4af04_FORMATO.png","Corinthians",NA,NA,8,1,NA,NA,2,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA
"268",53865,18,294,"ata","7",2.1,13.26,-0.08,6.06,12,NA,"leo-gamalho","Léo Gamalho","L. Gamalho","Leonardo Gamalho de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/4b8edf6d0d6b8c3a3c39de67b5bd75e1_FORMATO.png","Coritiba",NA,NA,5,12,7,7,17,1,6,5,37,NA,1,NA,NA,NA,NA,NA,NA,NA
"269",68942,18,294,"zag","7",8.4,6.85,1.27,2.52,16,NA,"luciano-castan","Luciano Castán","L. Castán","Luciano Castán da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/26b6a7aa27f2be0fabc25b57132d892c_FORMATO.png","Coritiba",NA,1,26,11,NA,3,8,NA,1,1,79,NA,NA,2,1,NA,NA,NA,NA,NA
"270",79066,18,294,"gol","6",1.5,6.53,0.15,2.95,13,NA,"alex-muralha","Alex Muralha","A. Muralha","Alex Roberto Santana Rafael ","https://s.glbimg.com/es/sde/f/2022/02/23/3f0e981ffc927c2f022666463cdf45ed_FORMATO.png","Coritiba",NA,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,42,21,NA,NA,NA
