"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.gato_mestre.media_pontos_mandante","atletas.gato_mestre.media_pontos_visitante","atletas.gato_mestre.media_minutos_jogados","atletas.gato_mestre.minutos_jogados","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DE","DP","DS","FS","GS","SG","CA","PC","A","FC","FD","FF","PI","FT","G","I","PS","PP","CV","GC"
"138",106108,23, 280,"ata","6", 0.00, 1.24, 0.00,-0.20, 2, 1.26,NA,NA, 24.00000000, 35.00000000,"welliton","Welliton","Welliton","Welliton Silva de Azevedo Matheus","https://s.glbimg.com/es/sde/f/2022/03/09/309a2641f2910674fae13000486c5d5d_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  4,NA,NA,NA,NA,NA,NA,NA
"139",105200,23, 280,"ata","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"gonzalo","Gonzalo","Gonzalo","Gonzalo Schnorr Fornari","https://s.glbimg.com/es/sde/f/2021/10/08/df7aef94332d05cd281a5628fd21eebc_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140", 77544,23, 373,"mei","7", 0.00, 5.59, 0.00, 3.09,18, 0.99,  2.74444444,  3.45555556, 81.00000000, 36.00000000,"jorginho","Jorginho","Jorginho","Jorge de Moura Xavier","https://s.glbimg.com/es/sde/f/2022/03/03/5e1a8b5625036eb3729fbae6272ea055_FORMATO.png","Atlético-GO",NA,NA,21,22,NA,NA, 6,NA,NA,11, 3,16,170, 2, 3, 5,NA,NA,NA,NA
"141", 97520,23, 373,"mei","6", 0.00, 3.50, 0.00, 0.80,16, 3.05,NA,NA, 51.00000000, 49.00000000,"shaylon","Shaylon","Shaylon","Shaylon Kallyson Cardoso","https://s.glbimg.com/es/sde/f/2022/03/03/613cc4607b07db0edb4d019f37550ecc_FORMATO.png","Atlético-GO",NA,NA, 9, 3,NA,NA, 2,NA,NA, 7, 3,10, 70,NA,NA, 1,NA,NA,NA,NA
"142",108422,23, 263,"ata","6", 0.00,11.57, 0.00, 4.78,20, 1.43,  3.06363636,  6.87777778, 80.00000000, 35.00000000,"erison","Erison","Erison","Erison Danilo de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/abf055dfab291f251335494fc009a2c0_FORMATO.png","Botafogo",NA,NA,10,24,NA,NA, 2,NA, 1,30,14,14, 51,NA, 7,13,NA,NA,NA,NA
"143", 82766,23, 373,"mei","7", 0.50,10.76,-0.82, 5.16,22, 1.41,  5.70833333,  4.49000000, 82.00000000, 50.00000000,"wellington-rato","Wellington Rato","W. Rato","Wellington Soares da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/f1c021275405991e817f4277af535a6a_FORMATO.png","Atlético-GO",NA,NA,21,35,NA,NA, 1,NA, 1,19,16,25,154, 3, 5, 4,NA,NA,NA,NA
"144",107972,23, 263,"mei","6", 0.00, 2.42, 0.00, 2.26,11, 0.07,NA,NA, 45.00000000, 24.00000000,"del-piage","Del Piage","D. Piage","Romildo Del Piage de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/a34959446ac5b131b7047f846855f309_FORMATO.png","Botafogo",NA,NA,20,13,NA,NA, 2,NA,NA,13, 1, 2, 35,NA,NA,NA, 1,NA,NA,NA
"145", 38133,23, 280,"gol","6", 0.00, 5.00, 0.00, 0.00, 0, 6.00,NA,NA,NA,NA,"julio-cesar","Júlio César","J. César","Júlio César de Souza Santos","https://s.glbimg.com/es/sde/f/2022/05/05/9b1825e6eb8df8afa08e56d3f539fd63_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",107110,23, 280,"zag","7", 2.00, 8.53, 0.16, 4.29,17, 2.49,  6.64444444,  1.63750000, 98.00000000,108.00000000,"natan","Natan","Natan","Natan Bernardo de Souza","https://s.glbimg.com/es/sde/f/2022/05/05/ebc6c140c001d68b3b50f27e354d27e2_FORMATO.png","Bragantino",NA,NA,21, 9,NA, 5, 4,NA, 1, 9, 2, 4, 46, 1, 2, 1,NA,NA,NA,NA
"147", 84674,23, 280,"mei","7", 3.40,10.06,-0.07, 3.75,20, 3.82,  3.55000000,  3.96000000, 77.00000000, 85.00000000,"lucas-evangelista","Lucas Evangelista","L. Evangelista","Lucas Evangelista Santana de Oliveira","https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png","Bragantino",NA,NA,27,38,NA,NA,NA,NA, 1,23, 6,16, 92, 1, 2, 2,NA, 1,NA,NA
"148",107744,23, 280,"mei","6",-0.10, 7.66,-0.59, 3.42,13, 0.74,  4.88571429,  1.71666667, 46.00000000, 17.00000000,"praxedes","Praxedes","Praxedes","Bruno Conceição Praxedes","https://s.glbimg.com/es/sde/f/2022/05/05/f8aea5d525d74bdbe77382da13d85ed2_FORMATO.png","Bragantino",NA,NA,16,17,NA,NA, 3,NA, 2,13, 3, 8, 41,NA, 1, 2,NA,NA,NA,NA
"149", 92496,23, 280,"mei","7",-0.40, 6.56,-0.36, 3.14,17, 0.46,  2.86250000,  3.37777778, 81.00000000, 91.00000000,"raul","Raul","Raul","Raul Lô Gonçalves","https://s.glbimg.com/es/sde/f/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png","Bragantino",NA,NA,41,28,NA,NA, 1, 1,NA,20, 1, 7, 87,NA,NA,NA,NA,NA,NA,NA
"150",111807,23, 263,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"juninho","Juninho","Juninho","Robson Tosta Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/21/5eda24f8ca23099ebcd88d6024570fc4_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",108683,23, 280,"mei","6", 0.00, 4.00, 0.00, 0.00, 0, 4.86,NA,NA,NA,NA,"emiliano-martinez","Emiliano Martínez","E. Martínez","Emiliano Martínez Toranza","https://s.glbimg.com/es/sde/f/2022/05/05/62bad876ad70013104c71097262f0fc3_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",106107,23, 373,"ata","6", 6.70, 6.27, 0.94, 3.28,20, 6.02,  4.29090909,  2.03333333, 55.00000000, 73.00000000,"airton","Airton","Airton","Airton Moisés Santos Sousa","https://s.glbimg.com/es/sde/f/2022/03/03/8bedf67e65f96c1ee15936a016347f09_FORMATO.png","Atlético-GO",NA,NA,23,13,NA,NA, 1,NA, 3,17, 6, 9, 79,NA, 2,NA,NA,NA,NA,NA
"153",100848,23, 280,"lat","7", 8.10,11.08, 1.12, 7.22,18, 7.50,  7.21000000,  7.23750000, 92.00000000,108.00000000,"luan-candido","Luan Cândido","L. Cândido","Luan Cândido de Almeida","https://s.glbimg.com/es/sde/f/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png","Bragantino",NA,NA,27,10,NA, 5, 2,NA, 2,23,13,19,147, 2, 6, 6,NA,NA, 1,NA
"154",109668,23, 263,"lat","6", 0.00, 6.10, 0.00, 3.46,14, 3.90,  3.46666667,  3.45000000, 77.00000000, 83.00000000,"hugo","Hugo","Hugo","Hugo Gonçalves Ferreira Neto","https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png","Botafogo",NA,NA,29,11,NA, 3, 2,NA,NA,14, 2, 4,113,NA, 1,NA,NA,NA, 1,NA
"155",109114,23, 263,"ata","6", 0.00, 3.94, 0.00, 0.92,17, 1.89,  1.47777778,  0.28750000, 36.00000000, 65.00000000,"matheus-nascimento","Matheus Nascimento","M. Nascimento","Matheus Nascimento de Paula","https://s.glbimg.com/es/sde/f/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png","Botafogo",NA,NA, 7, 8,NA,NA, 1,NA,NA,11, 5, 4, 26,NA,NA, 1, 1,NA,NA,NA
"156",109639,23, 280,"ata","6", 2.70, 3.55, 0.55, 1.84, 7, 2.47,  2.68000000, -0.25000000, 35.00000000, 34.00000000,"gabriel-novaes","Gabriel Novaes","G. Novaes","Gabriel Novaes Fernandes","https://s.glbimg.com/es/sde/f/2022/05/05/f9a266e73e23a467f58f96fac79380bc_FORMATO.png","Bragantino",NA,NA, 2, 4,NA,NA, 1,NA,NA, 5, 2, 1,  9,NA, 1, 3, 1,NA,NA,NA
"157",109426,23, 280,"lat","6", 0.00, 3.08, 0.00, 1.00, 1, 3.07,NA,NA, 48.00000000, 48.00000000,"weverson","Weverson","Weverson","Weverson Moreira da Costa","https://s.glbimg.com/es/sde/f/2022/05/05/73de6346549a47db6b8bf37e5f4f06fa_FORMATO.png","Bragantino",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,  2,NA,NA,NA,NA,NA,NA,NA
"158",101715,23, 280,"ata","6", 0.00, 6.33, 0.00, 5.41,13, 2.30,NA,NA, 51.00000000, 48.00000000,"alerrandro","Alerrandro","Alerrandro","Alerrandro Barra Mansa Realino de Souza","https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png","Bragantino",NA,NA, 7,10,NA,NA, 2,NA,NA, 8,11, 9, 17, 1, 5, 3,NA,NA,NA,NA
"159",111333,23, 280,"ata","6", 0.00, 5.48, 0.00, 2.43,18, 2.61,  1.76250000,  2.94000000, 55.00000000, 47.00000000,"sorriso","Sorriso","Sorriso","Marcos Vinicios Moura","https://s.glbimg.com/es/sde/f/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png","Bragantino",NA,NA,18,15,NA,NA, 2,NA, 1,16, 5, 3, 82,NA, 2,NA,NA,NA,NA,NA
"160",107516,23, 263,"mei","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"enio","Ênio","Ênio","Sebastião Ênio Santos de Almeida","https://s.glbimg.com/es/sde/f/2022/02/21/ecd7af7a3462266c90eb1a66567aa95a_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",106681,23, 373,"ata","6",-0.30, 5.53,-0.34, 2.02,20, 0.33,  1.63333333,  2.31818182, 48.00000000, 34.00000000,"leo-pereira","Léo Pereira","L. Pereira","Leonardo Augusto dos Santos Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/b6e2734629454f1ee92d354283343741_FORMATO.png","Atlético-GO",NA,NA,22,18,NA,NA, 6,NA, 1,24, 5, 5, 78, 1, 1, 2,NA,NA,NA,NA
"162", 38877,23, 282,"lat","7", 0.20, 7.76,-1.08, 4.67,14, 1.19,  3.63333333,  5.45000000, 82.00000000, 64.00000000,"mariano","Mariano","Mariano","Mariano Ferreira Filho","https://s.glbimg.com/es/sde/f/2022/07/15/c04eede8e289c2e2a9d0b82097512fdc_FORMATO.png","Atlético-MG",NA,NA,35, 6,NA, 7, 5,NA, 1,13,NA, 1,115,NA,NA,NA,NA,NA,NA,NA
"163", 38225,23, 314,"ata","7", 1.60, 9.43, 0.17, 3.82,17, 2.31,  5.60000000,  1.28571429, 59.00000000, 66.00000000,"muriqui","Muriqui","Muriqui","Luiz Guilherme da Conceição Silva","https://s.glbimg.com/es/sde/f/2022/02/24/4df18fe9d1a25d570f6c5f99adc76327_FORMATO.png","Avaí",NA,NA,14,26,NA,NA, 2,NA, 1,13, 1, 7, 61, 1, 4, 6, 1,NA,NA,NA
"164",102598,23, 280,"ata","3", 1.60, 4.88,-0.06, 2.10,20, 1.89,  3.47777778,  0.98181818, 51.00000000, 86.00000000,"helinho","Helinho","Helinho","Hélio Júnio Nunes de Castro","https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png","Bragantino",NA,NA,16,14,NA,NA, 6,NA, 1,27, 5,14,110, 1, 2, 2,NA,NA,NA,NA
"165",109461,23, 282,"mei","6", 0.00, 2.32, 0.00, 1.73, 7, 0.88,NA,NA, 31.00000000,  8.00000000,"calebe","Calebe","Calebe","Calebe Gonçalves Ferreira da Silva","https://s.glbimg.com/es/sde/f/2022/07/15/e69dad49448e6f72e73ce364b1459be9_FORMATO.png","Atlético-MG",NA,NA, 7, 7,NA,NA, 1,NA,NA, 2, 2,NA,  6,NA,NA,NA,NA,NA,NA,NA
"166",110715,23, 280,"lat","6", 0.00, 3.74, 0.00, 2.18,11, 0.69,  2.10000000,  2.25000000, 44.00000000, 28.00000000,"andres-hurtado","Andrés Hurtado","A. Hurtado","José Andrés Hurtado Cheme","https://s.glbimg.com/es/sde/f/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png","Bragantino",NA,NA, 8, 4,NA, 2, 1, 1, 2, 5,NA, 1, 48,NA,NA, 1,NA,NA,NA,NA
"167",104095,23, 327,"lat","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"vitor-hugo","Vitor Hugo","V. Hugo","Vitor Hugo de Andrade Oliveira","https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168", 52253,23, 282,"zag","6", 0.00, 5.11, 0.00, 2.95, 8, 4.90,NA,NA, 65.00000000,  9.00000000,"rever","Réver","Réver","Réver Humberto Alves Araújo","https://s.glbimg.com/es/sde/f/2022/07/15/b06d278a85eebe19ce060b1d34ef2b64_FORMATO.png","Atlético-MG",NA,NA, 7, 2,NA, 2, 1,NA,NA, 4,NA, 1, 24,NA, 1,NA,NA,NA,NA,NA
"169", 68698,23, 314,"mei","7", 1.90, 7.59,-0.21, 3.61,19, 2.29,  3.49090909,  3.76250000, 93.00000000, 94.00000000,"bruno-silva","Bruno Silva","B. Silva","Bruno César Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/7c8012647193d72e2db7ad4e887df99f_FORMATO.png","Avaí",NA,NA,71,26,NA,NA, 6,NA,NA,48, 1, 6,122,NA,NA, 1,NA,NA, 1,NA
"170", 72359,23, 354,"zag","7",-0.70, 3.39,-0.67, 3.35,12,-0.11,  3.97500000,  3.03750000, 87.00000000,108.00000000,"luiz-otavio","Luiz Otávio","L. Otávio","Luiz Otávio Anacleto Leandro","https://s.glbimg.com/es/sde/f/2022/02/22/18d80f2c9d7f3c212842019dab63bd77_FORMATO.png","Ceará",NA,NA,19, 7,NA, 3, 4, 2,NA, 8, 1, 2, 34,NA, 1, 1,NA,NA,NA,NA
"171", 39572,23, 314,"mei","6", 0.00, 3.54, 0.00, 1.91, 8, 1.97,  2.57500000,  1.25000000, 56.00000000,100.00000000,"renato","Renato","Renato","José Renato da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/24/c65bdd88b41fe9f8ddb3c5be562e45a9_FORMATO.png","Avaí",NA,NA, 7,12,NA,NA, 1,NA,NA, 5, 3, 3, 24,NA,NA, 2,NA,NA,NA,NA
"172", 60859,23, 354,"ata","6", 0.00, 6.00, 0.00, 0.00, 0, 7.15,NA,NA,NA,NA,"jael","Jael","Jael","Jael Ferreira Vieira","https://s.glbimg.com/es/sde/f/2022/02/22/7d9b7c475629a1800313155c896a0e49_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",104502,23, 293,"mei","5", 0.00, 3.75, 0.00, 1.82, 6, 2.37,NA,NA, 62.00000000, 18.00000000,"christian","Christian","Christian","Christian Roberto Alves Cardoso","https://s.glbimg.com/es/sde/f/2021/05/02/6a1bc3f98b5ff453ba48dffaa44386ab_FORMATO.png","Athlético-PR",NA,NA,10, 3,NA,NA, 3,NA,NA,15, 1, 3, 15, 1,NA, 2,NA,NA,NA,NA
"174",113558,23, 280,"ata","6", 0.00, 3.00, 0.00, 0.00, 0, 3.71,NA,NA,NA,NA,"bruninho","Bruninho","Bruninho","Bruno Gonçalves de Jesus","https://s.glbimg.com/es/sde/f/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175", 69040,23, 314,"gol","7", 3.00, 4.09, 0.39, 2.41,12, 2.79,  2.28571429,  2.60000000, 94.00000000,103.00000000,"vladimir","Vladimir","Vladimir","Vladimir Orlando Cardoso de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png","Avaí",39,NA,NA, 2,19, 2, 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",101594,23, 293,"mei","7", 0.00, 7.07, 0.00, 3.44,15, 3.49,  3.45000000,  3.42857143, 89.00000000, 97.00000000,"hugo-moura","Hugo Moura","H. Moura","Hugo Moura Arruda da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png","Athlético-PR",NA,NA,40,16,NA,NA, 4, 1,NA,24, 5, 5, 71,NA, 1, 1,NA,NA, 1,NA
"177", 72079,23, 314,"lat","7",-1.00, 5.88,-0.35, 1.79,21,-0.16,  1.90833333,  1.62222222, 98.00000000,103.00000000,"bruno-cortez","Bruno Cortez","B. Cortez","Bruno Cortês Barbosa","https://s.glbimg.com/es/sde/f/2022/02/23/da8da8af4eaf5969bda304828d27ac27_FORMATO.png","Avaí",NA,NA,27,20,NA, 4, 6,NA,NA,16, 2, 2,180,NA,NA, 1,NA,NA,NA,NA
"178",100762,23, 314,"ata","3", 1.70, 8.83,-0.89, 5.54,21, 2.26,  6.52500000,  4.18888889, 81.00000000,103.00000000,"bissoli","Bissoli","Bissoli","Guilherme Bissoli Campos","https://s.glbimg.com/es/sde/f/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png","Avaí",NA,NA,14,17,NA,NA, 3,NA,NA,39,10,16, 76,NA,11, 8, 1,NA,NA,NA
"179",102253,23, 290,"zag","6", 5.00, 4.05, 0.72, 3.34, 5, 4.31,  4.00000000,  2.90000000, 57.00000000, 24.00000000,"lucas-halter","Lucas Halter","L. Halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2022/08/02/9cc3cba8dbd74e03b0471fdcd2c66414_FORMATO.png","Goiás",NA,NA, 3, 1,NA, 3, 1,NA,NA, 4,NA, 1, 10,NA,NA,NA,NA,NA,NA,NA
"180", 73533,23, 314,"gol","6", 0.00, 1.98, 0.00,-1.00, 0, 5.56,NA,NA,NA,NA,"gledson","Glédson","Glédson","Glédson Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",102301,23, 293,"mei","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"bruno-leite","Bruno Leite","B. Leite","Bruno da Silva Costa Leite","https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",105208,23, 293,"gol","7", 2.00, 8.38,-0.33, 4.64,22, 2.29,  4.81818182,  4.38181818, 92.00000000, 96.00000000,"bento","Bento","Bento","Bento Matheus Krepski","https://s.glbimg.com/es/sde/f/2022/02/21/40d480db7ba8476ece495c478aa597d4_FORMATO.png","Athlético-PR",79, 1, 1,NA,23, 8, 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",114888,23, 280,"mei","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"luciano","Luciano","Luciano","Luciano Silva Santos","https://s.glbimg.com/es/sde/f/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184", 78851,23, 354,"gol","6", 0.00, 5.00, 0.00, 0.00, 0, 6.00,NA,NA,NA,NA,"richard","Richard","Richard","Richard de Oliveira da Costa","https://s.glbimg.com/es/sde/f/2022/02/22/9d468ebf560bb9e0da9699ba4df38391_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185", 68727,23, 282,"lat","6", 0.00, 5.40, 0.00, 3.00, 2, 5.26,  5.60000000,  0.40000000, 41.00000000, 62.00000000,"dodo","Dodô","Dodô","José Rodolfo Pires Ribeiro","https://s.glbimg.com/es/sde/f/2022/07/15/609e318b14a5b18020808dc34efd5bfa_FORMATO.png","Atlético-MG",NA,NA, 4, 1,NA,NA,NA,NA,NA,NA, 1,NA,  5,NA,NA,NA,NA,NA,NA,NA
"186",105175,23, 293,"lat","7",-0.20, 5.05,-0.78, 4.01,17, 0.34,  3.20000000,  4.91250000, 79.00000000, 96.00000000,"khellven","Khellven ","Khellven ","Khellven Douglas Silva Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/2ca4e948511b9183a702c48d72753850_FORMATO.png","Athlético-PR",NA,NA,26,10,NA, 6, 1, 1, 2,16, 2, 6,165,NA, 1,NA,NA,NA,NA,NA
"187", 86759,23, 277,"mei","2", 0.00, 4.38, 0.00,-0.30, 1,-0.20,  0.00000000, -0.30000000, 17.00000000, 17.00000000,"luan","Luan","Luan","Luan Guilherme de Jesus Vieira","https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  3,NA,NA,NA,NA,NA,NA,NA
"188", 86686,23, 263,"mei","7", 4.30, 4.52, 0.81, 1.44,15, 3.92,  0.61111111,  2.70000000, 81.00000000, 86.00000000,"tche-tche","Tchê Tchê","T. Tchê","Danilo das Neves Pinheiro","https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png","Botafogo",NA,NA,14,21,NA,NA, 1,NA,NA,20, 3, 5, 62,NA,NA,NA,NA,NA,NA,NA
"189",104513,23, 293,"lat","7", 1.60, 7.53, 0.29, 3.49,21, 2.11,  4.49090909,  2.39000000, 85.00000000, 96.00000000,"abner-vinicius","Abner Vinícius","A. Vinícius","Abner Vinícius da Silva Santos","https://s.glbimg.com/es/sde/f/2021/05/02/f1aa04d210bcbf610dc5f4c169e0dbb8_FORMATO.png","Athlético-PR",NA,NA,38, 8,NA, 7, 4,NA, 1,17, 2,NA,175,NA, 1, 1,NA,NA,NA,NA
"190", 98022,23, 293,"mei","6",-0.40, 5.02,-0.43, 2.58,19, 0.21,  3.28888889,  1.93000000, 64.00000000, 23.00000000,"erick","Erick","Erick","Erick Luis Conrado de Carvalho","https://s.glbimg.com/es/sde/f/2021/05/02/f7ba547da42ad1121a2eba90fd53c8d1_FORMATO.png","Athlético-PR",NA,NA,35,10,NA,NA, 1,NA,NA,20, 2, 4, 47,NA, 1,NA,NA,NA,NA,NA
"191",101319,23, 282,"lat","6", 0.00, 8.94, 0.00, 4.79,11, 6.11,  5.48750000,  2.93333333, 89.00000000, 95.00000000,"guga","Guga","Guga","Cláudio Rodrigues Gomes","https://s.glbimg.com/es/sde/f/2022/07/15/627768175034855e87f15e0a373b34b8_FORMATO.png","Atlético-MG",NA,NA,32,12,NA, 3,NA,NA,NA, 9, 1, 5, 92,NA,NA,NA,NA,NA,NA,NA
"192", 81881,23, 354,"gol","7",15.00, 7.99, 2.07, 3.93,19,12.93,  1.81250000,  5.47272727,100.00000000,108.00000000,"joao-ricardo","João Ricardo","J. Ricardo","João Ricardo Riedi","https://s.glbimg.com/es/sde/f/2022/02/22/adaab64e1f87d21062e8d3820e969b1c_FORMATO.png","Ceará",70, 2, 1, 1,23, 3, 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193", 84428,23, 354,"mei","6", 0.00, 6.14, 0.00, 1.59,11, 3.54,  0.45000000,  2.22857143, 40.00000000, 21.00000000,"fernando-sobral","Fernando Sobral","F. Sobral","Fernando Pereira do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png","Ceará",NA,NA, 7, 9,NA,NA, 1,NA,NA, 3, 3, 4, 34, 1,NA,NA,NA,NA,NA,NA
"194",101798,23, 354,"mei","7", 1.10, 3.24,-0.60, 1.19, 7, 1.25,  1.60000000,  0.63333333, 63.00000000, 69.00000000,"guilherme-castilho","Guilherme Castilho","G. Castilho","Guilherme Castilho Carvalho","https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png","Ceará",NA,NA, 8, 5,NA,NA, 1,NA,NA, 7, 1, 2, 35,NA,NA,NA,NA,NA,NA,NA
"195",104383,23, 282,"gol","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"matheus-mendes","Matheus Mendes","M. Mendes","Matheus Mendes Werneck de Oliveira","https://s.glbimg.com/es/sde/f/2022/07/15/c9abfa6a774d0cdbedb60b4f5d385524_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",103706,23, 282,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 1.43,NA,NA,NA,NA,"neto","Neto","Neto","Antônio Fialho de Carvalho Neto","https://s.glbimg.com/es/sde/f/2022/07/15/9b9b740b77ea9d769449355001908e78_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197", 86410,23, 354,"lat","7", 0.00, 4.86, 0.00, 1.97,13, 1.10,  2.14285714,  1.76666667, 51.00000000, 94.00000000,"victor-luis","Victor Luis","V. Luis","Victor Luis Chuab Zamblauskas","https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png","Ceará",NA,NA,11,11,NA, 2,NA,NA,NA, 9, 2, 4, 60,NA,NA,NA,NA,NA,NA,NA
"198", 68928,23, 282,"gol","6", 0.00, 5.00, 0.00, 0.00, 0, 6.00,NA,NA,NA,NA,"rafael","Rafael","Rafael","Rafael Pires Monteiro","https://s.glbimg.com/es/sde/f/2022/07/15/5f41e2711750955ef1b92db4d8efe3ae_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199", 91688,23, 314,"mei","7", 0.50, 4.50,-0.01, 2.05,21, 0.77,  3.09090909,  0.91000000, 70.00000000, 78.00000000,"eduardo","Eduardo","Eduardo","Eduardo Jacinto de Biasi","https://s.glbimg.com/es/sde/f/2022/02/23/858c6708a8a4e0b1858d4429bdf68d77_FORMATO.png","Avaí",NA,NA,20,26,NA,NA, 5,NA, 1,34, 6,12, 84,NA, 1, 1,NA,NA,NA,NA
