"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.gato_mestre.media_pontos_mandante","atletas.gato_mestre.media_pontos_visitante","atletas.gato_mestre.media_minutos_jogados","atletas.gato_mestre.minutos_jogados","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DE","DP","DS","FS","GS","SG","CA","PC","A","FC","FD","FF","PI","FT","G","I","PS","PP","CV","GC"
"375", 91521,23, 276,"ata","6", 0.00, 5.56, 0.00, 1.13,18, 0.58,  1.11250000,  1.15000000, 34.00000000, 12.00000000,"eder","Eder","Eder","Eder Citadin Martins","https://s.glbimg.com/es/sde/f/2022/03/01/c24a898d664db265bfa4ba037836c0ab_FORMATO.png","São Paulo",NA,NA, 7, 9,NA,NA, 2,NA,NA, 8, 1, 4, 26, 1, 1, 9,NA,NA,NA,NA
"376",102318,23, 266,"ata","7",12.00, 6.40, 1.79, 2.91,20,10.35,  3.60000000,  2.32727273, 67.00000000, 95.00000000,"caio-paulista","Caio Paulista","C. Paulista","Caio Fernando de Oliveira","https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png","Fluminense",NA,NA,21,20,NA,NA, 3,NA, 3, 9, 4, 9, 95, 1, 1,NA,NA,NA,NA,NA
"377", 87009,23, 266,"mei","6", 8.90, 5.52, 1.38, 2.07,12, 7.82,  1.96666667,  2.18333333, 47.00000000, 80.00000000,"nathan","Nathan","Nathan","Nathan Allan de Souza","https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png","Fluminense",NA,NA, 6, 6,NA,NA, 1,NA, 1, 8, 5, 6, 56,NA, 1, 1,NA,NA,NA,NA
"378",103684,23, 285,"zag","6", 0.00, 3.61, 0.00, 3.33, 6, 1.31,  2.60000000,  2.96000000, 79.00000000, 65.00000000,"kaique-rocha","Kaíque Rocha","K. Rocha","Kaíque Rocha Lima","https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png","Internacional",NA,NA, 8, 3,NA, 2, 2,NA,NA, 3, 1,NA, 24, 1,NA,NA,NA,NA,NA,NA
"379", 82455,23, 275,"mei","7", 1.60,13.27,-0.19, 5.15,21, 2.87,  4.75000000,  5.72222222, 84.00000000, 98.00000000,"ze-rafael","Zé Rafael","Z. Rafael","José Rafael Vivian","https://s.glbimg.com/es/sde/f/2022/02/21/a9bb4a6cb2ff8e2f533bf41f37dd93dc_FORMATO.png","Palmeiras",NA,NA,46,39,NA,NA, 3,NA, 1,27, 3,14, 79, 3, 3,NA,NA,NA,NA,NA
"380",103700,23, 264,"zag","6", 1.70, 4.64, 0.15, 3.42,13, 1.91,  4.63333333,  2.07500000, 76.00000000,102.00000000,"bruno-mendez","Bruno Méndez","B. Méndez","Bruno Méndez Cittadini","https://s.glbimg.com/es/sde/f/2022/06/24/c1cadb36bdc2e9c961a181dac5a10494_FORMATO.png","Corinthians",NA,NA,22, 3,NA, 3, 1,NA,NA, 6, 1, 1, 57,NA, 1,NA,NA,NA,NA,NA
"381",105647,23, 285,"mei","2", 2.90, 5.02, 0.31, 2.37,18, 2.91,  3.37500000,  1.42727273, 47.00000000, 73.00000000,"mauricio","Maurício","Maurício","Maurício Magalhães Prado","https://s.glbimg.com/es/sde/f/2021/05/02/9b1360971d21b29ea6d3fcc3806ad12e_FORMATO.png","Internacional",NA,NA,11,11,NA,NA, 2,NA, 1, 5, 3, 9, 73, 1, 2,NA,NA,NA,NA,NA
"382",110605,23, 277,"mei","6", 0.00, 2.73, 0.00, 0.23, 3, 0.25,  0.00000000,  0.35000000, 19.00000000, 14.00000000,"vinicius-balieiro","Vinícius Balieiro","V. Balieiro","Vinícius Balieiro Lourenço de Carvalho","https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png","Santos",NA,NA, 1, 1,NA,NA,NA,NA,NA, 2,NA,NA,  4,NA,NA,NA,NA,NA,NA,NA
"383", 85083,23, 275,"gol","6", 0.00, 4.00, 0.00, 0.00, 0, 4.86,NA,NA,NA,NA,"vinicius-silvestre","Vinicius Silvestre","V. Silvestre","Vinicius Silvestre da Costa","https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384", 78850,23, 276,"lat","7", 0.60, 4.47,-2.23, 2.42,15, 1.37,  3.58333333,  1.61111111, 55.00000000, 51.00000000,"reinaldo","Reinaldo","Reinaldo","Reinaldo Manoel da Silva","https://s.glbimg.com/es/sde/f/2022/03/01/779ff87d6723d6c70d7caac56df86d5f_FORMATO.png","São Paulo",NA,NA, 6, 6,NA, 3, 2,NA, 3,12, 2, 6,138,NA, 1,NA,NA,NA,NA,NA
"385",107741,23, 285,"lat","6", 0.00, 3.00, 0.00, 0.00, 0, 3.71,NA,NA,NA,NA,"mazetti","Mazetti","Mazetti","Lucas Henrique Mazetti","https://s.glbimg.com/es/sde/f/2022/04/02/66e2cc2d91eb5e3405681b6b815e35e8_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386", 85626,23, 276,"zag","7", 0.00, 5.45, 0.00, 1.59,17, 5.56,  3.28888889, -0.30000000, 90.00000000, 94.00000000,"leo","Léo","Léo","Leonardo Pinheiro da Conceição","https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png","São Paulo",NA,NA,13, 9,NA, 4, 3,NA,NA,15,NA, 4, 86,NA,NA,NA,NA,NA,NA,NA
"387",104580,23, 277,"mei","6", 0.00, 2.93, 0.00, 1.93,12, 0.99,  1.73333333,  2.11666667, 42.00000000, 36.00000000,"sandry","Sandry","Sandry","Sandry Roberto Santos Goes","https://s.glbimg.com/es/sde/f/2022/03/03/2b65aba4173c2f016fab56b5a734187e_FORMATO.png","Santos",NA,NA,17, 5,NA,NA,NA, 1, 1, 5,NA, 3, 47,NA,NA,NA,NA,NA,NA,NA
"388", 88065,23, 275,"lat","6", 0.00, 3.46, 0.00, 3.93, 7, 3.30,NA,NA, 70.00000000,101.00000000,"jorge","Jorge","Jorge","Jorge Marco de Oliveira Moraes","https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png","Palmeiras",NA,NA, 9, 9,NA, 4, 1,NA,NA, 4,NA, 2, 42,NA,NA,NA,NA,NA,NA, 1
"389",106202,23, 294,"mei","6", 3.40, 4.05, 0.31, 4.26, 5, 2.94,  4.46666667,  3.95000000, 76.00000000, 49.00000000,"bruno-gomes","Bruno Gomes","B. Gomes","Bruno Gomes da Silva Clevelário","https://s.glbimg.com/es/sde/f/2022/07/19/b98ee2a36838adc66259da5a94b21d2c_FORMATO.png","Coritiba",NA,NA,13,16,NA,NA,NA,NA,NA, 9,NA, 3, 20,NA,NA,NA,NA,NA,NA,NA
"390", 98619,23, 275,"zag","6", 0.00, 6.49, 0.00, 9.10, 2,10.28,NA,NA, 55.00000000, 93.00000000,"kuscevic","Kuscevic","Kuscevic","Benjamín Kuscevic Jaramillo","https://s.glbimg.com/es/sde/f/2022/02/21/5e5dc615bd88e2dcf4171cb2082f612d_FORMATO.png","Palmeiras",NA,NA, 3,NA,NA, 2,NA,NA, 1,NA,NA,NA,  4,NA,NA,NA,NA,NA,NA,NA
"391", 80287,23, 276,"ata","7", 4.90,12.41, 0.80, 5.34,18, 5.37,  4.68888889,  6.00000000, 66.00000000, 85.00000000,"luciano","Luciano","Luciano","Luciano da Rocha Neves","https://s.glbimg.com/es/sde/f/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png","São Paulo",NA,NA,16,14,NA,NA, 6,NA, 1,10,13,15, 61,NA, 7, 5, 1, 1,NA,NA
"392", 94787,23, 356,"lat","6", 0.00, 2.51, 0.00, 1.47, 7, 1.94,NA,NA, 81.00000000, 47.00000000,"landazuri","Landázuri","Landázuri","Anthony Rigoberto Landázuri Estacio","https://s.glbimg.com/es/sde/f/2022/05/12/829c53e7b318d97b843736e71dbbc5be_FORMATO.png","Fortaleza",NA,NA, 9, 5,NA, 1, 1,NA,NA,16, 1,NA, 44,NA,NA,NA, 1,NA,NA,NA
"393",105811,23, 275,"ata","6", 0.00, 4.59,-0.13, 2.73,16, 0.39,  3.06250000,  2.37500000, 38.00000000,  7.00000000,"wesley","Wesley","Wesley","Wesley Ribeiro Silva","https://s.glbimg.com/es/sde/f/2022/02/21/0f04dc5dcf192c6975ba1ccb8b6de900_FORMATO.png","Palmeiras",NA,NA,13,16,NA,NA, 1,NA, 1, 6, 6,10, 54,NA, 1, 1,NA,NA,NA,NA
"394",106002,23, 285,"mei","2", 9.20, 5.36, 0.01, 3.87,13, 8.01,  3.81666667,  3.91428571, 58.00000000, 77.00000000,"johnny","Johnny","Johnny","João Lucas Souza Cardoso","https://s.glbimg.com/es/sde/f/2021/05/02/e291215bc1ef22558f71ebdfc86fd7e6_FORMATO.png","Internacional",NA,NA,27, 6,NA,NA, 2, 1, 2,14, 5, 2, 35,NA, 1,NA,NA,NA,NA,NA
"395", 92708,23,1371,"ata","6", 1.80, 4.82, 0.03, 1.90, 2, 2.04,  2.00000000,  1.80000000, 70.00000000,103.00000000,"deyverson","Deyverson","Deyverson","Deyverson Brum Silva Acosta","https://s.glbimg.com/es/sde/f/2022/08/04/0f29963b959d422652eae53503f20f1f_FORMATO.png","Cuiabá",NA,NA,NA, 4,NA,NA,NA,NA,NA,NA, 1, 2,  6,NA,NA, 4,NA,NA,NA,NA
"396", 90290,23, 275,"mei","5", 0.00, 4.77, 0.00, 0.00, 1, 4.31,NA,NA, 25.00000000, 25.00000000,"jailson","Jailson","Jailson","Jaílson Marques Siqueira","https://s.glbimg.com/es/sde/f/2022/02/21/959fdcde3ba551592e0b385a5bf68f88_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",103767,23, 275,"mei","6", 2.60, 6.16, 0.44, 3.39,14, 2.64,  3.97142857,  2.82857143, 47.00000000, 22.00000000,"gabriel-menino","Gabriel Menino","G. Menino","Gabriel Vinícius Menino","https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png","Palmeiras",NA,NA,21,13,NA,NA, 2,NA,NA,10, 4, 9, 41,NA, 2,NA,NA,NA, 1,NA
"398",105770,23, 275,"ata","6", 0.00, 3.77, 0.00, 1.43,16,-0.36,  2.11250000,  1.47500000, 43.00000000,  6.00000000,"rafael-navarro","Rafael Navarro","R. Navarro","Rafael Navarro Leal","https://s.glbimg.com/es/sde/f/2022/02/21/a950985f87c7053fb60a65298da85bc0_FORMATO.png","Palmeiras",NA,NA,13,10,NA,NA,NA,NA,NA,28, 5, 9, 22,NA,NA, 4,NA,NA,NA,NA
"399",106824,23, 276,"lat","6", 1.70, 9.40, 0.07, 3.70,19, 2.34,  4.75555556,  2.75000000, 58.00000000, 51.00000000,"welington","Welington ","Welington ","Welington Damascena Santos","https://s.glbimg.com/es/sde/f/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png","São Paulo",NA,NA,26,15,NA, 4, 1,NA, 4,11, 5, 4,133,NA,NA,NA,NA,NA,NA,NA
"400", 73992,23, 262,"lat","6", 0.00, 4.33, 0.00, 4.22, 7, 1.49,  6.18000000, -0.46666667, 59.00000000, 15.00000000,"rodinei","Rodinei","Rodinei","Rodinei Marcelo de Almeida","https://s.glbimg.com/es/sde/f/2022/04/25/bced6ea22dafe56d6176080482dfe8d8_FORMATO.png","Flamengo",NA,NA,16, 5,NA, 2,NA,NA, 1, 2, 2, 2, 46,NA,NA,NA,NA,NA, 1, 1
"401", 97653,23, 275,"zag","7", 2.10, 9.05,-0.75, 4.70,19, 2.89,  4.30000000,  5.26250000, 96.00000000, 98.00000000,"murilo","Murilo","Murilo","Murilo Cerqueira Paim","https://s.glbimg.com/es/sde/f/2022/02/21/934e2aaafb55c35f6f83b91333b4f5b8_FORMATO.png","Palmeiras",NA,NA,24, 6,NA,10, 2,NA,NA,14, 3, 8, 41,NA, 1, 1,NA,NA,NA,NA
"402", 86508,23, 276,"gol","7", 2.00, 6.95, 0.09, 2.80,18, 2.41,  3.25000000,  2.45000000, 95.00000000,102.00000000,"jandrei","Jandrei","Jandrei","Jandrei Chitolina Carniel","https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png","São Paulo",47,NA,NA, 3,18, 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403", 81677,23, 277,"mei","5", 0.00, 4.61, 0.00, 1.46, 7, 2.61,  0.45000000,  2.80000000, 55.00000000, 58.00000000,"carlos-sanchez","Carlos Sánchez","C. Sánchez","Carlos Andrés Sánchez Arcosa","https://s.glbimg.com/es/sde/f/2022/03/03/63b472302f16e36f871bc271d9d355d1_FORMATO.png","Santos",NA,NA, 5, 7,NA,NA, 1,NA, 1, 2, 1, 2, 54,NA,NA, 1,NA,NA,NA,NA
"404",108712,23, 285,"ata","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"gustavo-maia","Gustavo Maia","G. Maia","Gustavo Maia da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405", 93988,23, 275,"ata","6", 0.00, 3.20, 0.00, 0.80,13, 0.68,  0.45000000,  1.11428571, 25.00000000, 53.00000000,"breno-lopes","Breno Lopes","B. Lopes","Breno Henrique Vasconcelos Lopes","https://s.glbimg.com/es/sde/f/2022/02/21/f3177c4beb3de9d57baca6e7e2771a8f_FORMATO.png","Palmeiras",NA,NA, 2, 8,NA,NA,NA,NA,NA, 2, 3,NA, 26, 1,NA, 3, 1,NA,NA,NA
"406", 96754,23, 275,"mei","6", 0.00, 3.47, 0.00, 0.98,14, 8.63,  1.80000000, -0.13333333, 20.00000000, 18.00000000,"atuesta","Atuesta ","Atuesta ","Eduard Andrés Atuesta Velasco","https://s.glbimg.com/es/sde/f/2022/02/21/840f0d507e448cff241ff4ed4c7f9b31_FORMATO.png","Palmeiras",NA,NA, 5, 3,NA,NA, 1,NA,NA, 5, 1, 3, 28,NA, 1, 2,NA,NA,NA,NA
"407", 94894,23, 286,"ata","3", 0.70, 4.84,-0.39, 2.22,14, 1.09,  2.35000000,  2.12500000, 58.00000000, 21.00000000,"capixaba","Capixaba","Capixaba","João Victor da Vitória Fernandes","https://s.glbimg.com/es/sde/f/2022/03/03/9bdded7e0046ad8500605256f741994b_FORMATO.png","Juventude",NA,NA,19,22,NA,NA, 3,NA,NA,13, 3, 7, 50,NA,NA,NA,NA,NA,NA,NA
"408",103766,23, 275,"ata","6", 0.00, 2.20, 0.00, 0.00, 1, 0.76,NA,NA, 11.00000000, 11.00000000,"gabriel-silva","Gabriel Silva","G. Silva","Gabriel Silva Vieira","https://s.glbimg.com/es/sde/f/2021/04/30/89c3f9a0c359529df91f2489bdd05f2c_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409", 79035,23, 277,"zag","6", 5.00, 4.73,-1.28, 7.48, 4, 4.77, 10.13333333, -0.50000000, 73.00000000,  3.00000000,"luiz-felipe","Luiz Felipe","L. Felipe","Luiz Felipe do Nascimento dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/d93506f46370622558870dd37ada6bb5_FORMATO.png","Santos",NA,NA, 7, 1,NA, 2, 1,NA, 1, 2,NA, 1, 12,NA, 1,NA,NA,NA,NA,NA
"410", 62130,23, 286,"lat","6", 0.00, 1.89, 0.00, 0.87,12, 0.40,  1.02857143,  0.36666667, 76.00000000, 94.00000000,"william-matheus","William Matheus","W. Matheus","William Matheus da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/88174fca01439ff40caf28ad081a8fa6_FORMATO.png","Juventude",NA,NA, 9, 6,NA, 2, 4, 2,NA,10, 2, 4, 80,NA,NA,NA,NA,NA, 1,NA
"411", 93716,23, 286,"lat","6", 0.00, 5.02, 0.00, 2.92,15, 2.59,  3.18571429,  2.68750000, 52.00000000, 94.00000000,"paulo-henrique","Paulo Henrique","P. Henrique","Paulo Henrique de Oliveira Alves","https://s.glbimg.com/es/sde/f/2022/03/03/8240fae5ce98e7a47c5fe5b7e18c773b_FORMATO.png","Juventude",NA,NA,21, 7,NA, 4, 2,NA,NA,19, 1, 2, 77,NA, 1, 3,NA,NA,NA,NA
"412", 86970,23, 277,"zag","7", 7.10,10.15, 0.83, 3.90,19, 6.82,  4.27272727,  3.36250000, 97.00000000,102.00000000,"eduardo-bauermann","Eduardo Bauermann","E. Bauermann","Eduardo Gabriel dos Santos Bauermann","https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png","Santos",NA,NA,22,13,NA, 8, 4,NA, 1, 7, 1, 4, 62, 1,NA, 1, 1,NA,NA,NA
"413",116137,23, 276,"lat","6", 0.00, 2.75, 0.00, 3.80, 2, 1.73,  0.00000000,  3.80000000, 58.00000000,100.00000000,"joao-moreira","João Moreira","J. Moreira","João Moreira Sanmartin Souza","https://s.glbimg.com/es/sde/f/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png","São Paulo",NA,NA, 3, 3,NA, 1,NA, 1,NA, 4,NA,NA,  3,NA,NA,NA,NA,NA,NA,NA
"414",103777,23, 275,"mei","6", 0.00, 1.72, 0.00, 1.20, 1, 1.84,NA,NA,  7.00000000,  7.00000000,"pedro-bicalho","Pedro Bicalho","P. Bicalho","Pedro Henrique Rodrigues Bicalho","https://s.glbimg.com/es/sde/f/2021/01/08/3ec8503326f8e51a9fe7bafc9265f01d_FORMATO.jpeg","Palmeiras",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",113159,23, 275,"zag","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"michel","Michel","Michel","Michel Augusto Modesto Rafael dos Santos","https://s.glbimg.com/es/sde/f/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416", 98976,23, 276,"mei","6", 1.00, 3.38,-0.03, 0.92, 9, 1.16,  0.90000000,  0.94000000, 60.00000000, 51.00000000,"gabriel","Gabriel","Gabriel","Gabriel Neves Perdomo","https://s.glbimg.com/es/sde/f/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png","São Paulo",NA,NA,15, 1,NA,NA, 4,NA,NA,11,NA,NA, 29,NA,NA,NA,NA,NA,NA,NA
"417",100103,23, 327,"ata","7", 0.90, 5.68,-0.97, 3.33,17, 1.15,  5.12857143,  2.08000000, 55.00000000, 63.00000000,"pedrinho","Pedrinho","Pedrinho","Pedro Gabriel Pereira Lopes","https://s.glbimg.com/es/sde/f/2022/03/08/309c47dae98681ea166c6c5dfef07f5a_FORMATO.png","América-MG",NA,NA,13,10,NA,NA, 3,NA, 2,15, 7, 9, 86, 1, 3, 4,NA,NA,NA,NA
"418", 69141,23, 286,"ata","6", 0.00, 5.41, 0.00, 1.95,15, 3.89,  0.90000000,  3.14285714, 53.00000000, 46.00000000,"ricardo-bueno","Ricardo Bueno","R. Bueno","Ricardo Bueno da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/5a5fd135b7af74db9adec269ad234d5b_FORMATO.png","Juventude",NA,NA, 9,24,NA,NA, 3,NA,NA,12, 5, 5, 46, 1, 1, 4, 1, 1,NA,NA
"419",111713,23, 263,"zag","6", 0.00, 2.82, 0.00, 3.40, 3, 1.98,  3.95000000,  2.30000000, 77.00000000, 95.00000000,"mezenga","Mezenga","Mezenga","Lucas de Souza Mombra Rosa","https://s.glbimg.com/es/sde/f/2022/02/21/e36f8b0c42d297654c276a39b86f6e39_FORMATO.png","Botafogo",NA,NA, 6, 1,NA, 1, 1,NA,NA, 4, 1,NA, 15,NA,NA,NA,NA,NA,NA,NA
"420",107742,23, 285,"zag","5", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"tiago-barbosa","Tiago Barbosa","T. Barbosa","Tiago Barbosa Figueiredo","https://s.glbimg.com/es/sde/f/2022/04/02/667ff043a6b936a649ae70ef63bf8675_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",110517,23, 276,"mei","6", 0.00, 3.09, 0.00, 1.60, 6,-0.27,  0.60000000,  3.60000000, 33.00000000, 12.00000000,"andres","Andrés","Andrés","Andrés Felipe Colorado Sánchez","https://s.glbimg.com/es/sde/f/2022/04/06/8155059fe14b7ffca7314dd757501fb1_FORMATO.png","São Paulo",NA,NA,10,NA,NA,NA,NA,NA,NA, 8,NA, 1,  8,NA,NA,NA,NA,NA,NA,NA
"422",101728,23, 276,"zag","7", 0.00, 6.86, 0.00, 2.00,18, 6.47,  3.21111111,  0.78888889, 89.00000000, 94.00000000,"diego","Diego","Diego","Diego Henrique Costa Barbosa","https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png","São Paulo",NA,NA,35, 5,NA, 3, 7, 1,NA,32,NA, 3, 83,NA,NA,NA,NA,NA,NA,NA
"423",100084,23, 276,"mei","7", 3.10, 5.73, 0.63, 1.67,20, 3.12,  1.01111111,  2.21818182, 90.00000000,102.00000000,"igor-gomes","Igor Gomes","I. Gomes","Igor Silveira Gomes","https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png","São Paulo",NA,NA,25,21,NA,NA, 3,NA, 2,28, 4, 8,136,NA,NA, 2,NA,NA, 1,NA
"424", 69022,23, 293,"ata","5", 0.00, 3.42, 0.00, 0.88,11, 0.76,  1.68000000,  0.21666667, 46.00000000, 28.00000000,"marcelo-cirino","Marcelo Cirino","M. Cirino","Marcelo Cirino da Silva","https://s.glbimg.com/es/sde/f/2022/03/11/d66ed90e8284dc651e111fbb2768dd6d_FORMATO.png","Athlético-PR",NA,NA, 7, 4,NA,NA, 1,NA,NA, 4, 1, 3, 26,NA,NA, 5, 1,NA,NA,NA
"425", 83266,23, 276,"ata","6",-0.10, 4.20,-0.42, 1.28, 6, 0.46,  1.80000000,  0.76666667, 59.00000000, 66.00000000,"marcos-guilherme","Marcos Guilherme","M. Guilherme","Marcos Guilherme de Almeida Santos Matos","https://s.glbimg.com/es/sde/f/2022/06/28/beaa874f9953e86894fb3ff1e44fd934_FORMATO.png","São Paulo",NA,NA, 4, 1,NA,NA,NA,NA,NA, 1, 2, 2, 12,NA,NA, 1,NA,NA,NA,NA
"426", 80129,23, 286,"mei","7", 0.00, 6.89, 0.00, 2.25,18, 0.41,  2.61250000,  1.94000000, 88.00000000, 79.00000000,"jadson","Jadson","Jadson","Jadson Alves dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/f6f0935d45f36314cddff53717eee8de_FORMATO.png","Juventude",NA,NA,37,28,NA,NA, 6,NA,NA,31, 2, 3,125,NA, 1, 1,NA,NA, 1,NA
"427", 88540,23, 277,"lat","6", 0.00, 3.05, 0.00, 1.73, 4, 1.77,NA,NA, 72.00000000, 61.00000000,"auro","Auro","Auro","Auro Álvaro da Cruz Júnior","https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png","Santos",NA,NA, 5, 1,NA, 1, 2,NA,NA, 6,NA, 1, 16,NA,NA,NA,NA,NA,NA,NA
"428",107172,23, 263,"mei","6", 0.00, 6.83, 0.00, 3.32,13, 4.25,  3.65000000,  3.04285714, 68.00000000, 57.00000000,"patrick-de-paula","Patrick de Paula","P. Paula","Patrick de Paula Carreiro","https://s.glbimg.com/es/sde/f/2022/04/05/8c35d4213e4e54056fa8d79421ac1e23_FORMATO.png","Botafogo",NA,NA,20,17,NA,NA, 3,NA,NA,11, 6, 8, 76, 1, 1,NA,NA,NA,NA,NA
"429",102909,23, 276,"mei","6", 0.00, 5.04, 0.00, 0.75, 2, 2.99,NA,NA, 49.00000000, 28.00000000,"luan","Luan","Luan","Luan Vinícius da Silva Santos ","https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png","São Paulo",NA,NA, 2,NA,NA,NA,NA,NA,NA, 1,NA,NA,  6,NA,NA,NA,NA,NA,NA,NA
"430", 91422,23, 286,"gol","6", 0.00, 4.38, 0.00, 2.74,18, 2.23,  2.75000000,  2.75000000, 96.00000000, 94.00000000,"cesar","César","César","César Augusto Soares dos Reis Ribela","https://s.glbimg.com/es/sde/f/2022/03/03/d97731002381ac352b29527a634d6783_FORMATO.png","Juventude",58, 1,NA, 3,31, 3, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431", 95058,23, 286,"lat","7", 4.60, 6.16, 0.57, 5.50,13, 4.36,  7.12857143,  3.58333333, 73.00000000, 98.00000000,"moraes","Moraes","Moraes","Onitlasi Júnior de Moraes Rodrigues","https://s.glbimg.com/es/sde/f/2022/03/03/c00c5622ba0fff93e7f12b5d06d142f3_FORMATO.png","Juventude",NA,NA,28,12,NA, 4, 1,NA, 1, 4, 5, 9,119,NA, 1, 3,NA,NA,NA,NA
"432", 68817,23, 286,"zag","7",-0.30, 2.28, 0.01, 1.27,11,-0.10,  2.28000000,  0.41666667, 86.00000000, 98.00000000,"paulo-miranda","Paulo Miranda","P. Miranda","Jonathan Doin","https://s.glbimg.com/es/sde/f/2022/03/03/84da02cce1e593cb658cfcf2deef669d_FORMATO.png","Juventude",NA,NA,12, 5,NA, 1, 3, 2,NA,11, 2, 2, 37,NA,NA,NA,NA,NA,NA,NA
"433",112886,23, 277,"mei","6", 0.00, 2.86,-0.66, 3.87,13, 0.06,  3.78571429,  3.96666667, 36.00000000, 31.00000000,"lucas-barbosa","Lucas Barbosa","L. Barbosa","Lucas Henrique Barbosa","https://s.glbimg.com/es/sde/f/2022/03/03/9fba085c9e9d64ca30ffb16b75fe7013_FORMATO.png","Santos",NA,NA,27,18,NA,NA, 1,NA, 1,14, 2, 6, 58,NA, 1, 3,NA,NA,NA,NA
"434",109195,23, 263,"lat","6", 0.00, 2.00, 0.00, 0.00, 0, 2.57,NA,NA,NA,NA,"vitor-marinho","Vitor Marinho","V. Marinho","Vitor Marinho de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/12dac2a5eae75e37ed96b625c3f97430_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
