"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DS","FC","FD","FF","FS","PI","CA","FT","G","I","SG","A","PC","DE","GS","CV","PS","DP","GC","PP"
"393",112734,7,293,"ata","6",0,1,0,0,0,NA,"daniel-cruz","Daniel Cruz","D. Cruz","Daniel dos Santos da Cruz","https://s.glbimg.com/es/sde/f/2022/03/08/835efd13e4af3227f1d634bda41126a0_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",112831,7,314,"ata","6",0,2,0,0,0,NA,"gustavo-santos","Gustavo Santos","G. Santos","Gustavo Santos Simões da Silva","https://s.glbimg.com/es/sde/f/2022/02/24/9a793f8d88106ebaa9639f638c89bc0b_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",107248,7,290,"gol","6",0,1,0,0,0,NA,"luis-felype","Luis Felype","L. Felype","Luis Felype Carvalho Ramos","https://s.glbimg.com/es/sde/f/2022/03/10/b251b4e9204de7aa45d81f7726caf298_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",116835,7,290,"ata","6",0,1,0,0,0,NA,"reginaldo","Reginaldo","Reginaldo","Reginaldo dos Santos Moreira","https://s.glbimg.com/es/sde/f/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",110708,7,266,"gol","6",0,1,0,0,0,NA,"pedro-rangel","Pedro Rangel","P. Rangel","Pedro Felipe De Faria Rangel","https://s.glbimg.com/es/sde/f/2022/02/24/42afa9891ec69bb753c76f8d746939a9_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",108946,7,263,"ata","7",4.6,10.15,0.31,4.41,7,NA,"victor-sa","Victor Sá","V. Sá","João Victor Santos Sá","https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png","Botafogo",16,3,2,3,10,42,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",107226,7,356,"lat","6",0,4.23,0,5.4,1,NA,"vitor-ricardo","Vitor Ricardo","V. Ricardo","Vitor Ricardo Guerra Candido Wach","https://s.glbimg.com/es/sde/f/2022/02/25/f9c34555359e8b47ae00538231aa5bf8_FORMATO.png","Fortaleza",5,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",99214,7,277,"mei","7",7.5,6.59,1.13,2.76,7,NA,"rodrigo-fernandez","Rodrigo Fernández","R. Fernández","Rodrigo Fernández Cedrés","https://s.glbimg.com/es/sde/f/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png","Santos",22,19,NA,3,5,33,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"401",111798,7,266,"ata","6",0,1,0,0,0,NA,"marcelinho","Marcelinho","Marcelinho","Marcelo Francine de Castro Feliciano","","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",116083,7,286,"gol","6",0,1,0,0,0,NA,"arthur","Arthur","Arthur","Arthur de Bem Ribas","https://s.glbimg.com/es/sde/f/2022/03/03/63f61e57755d004bee8679580bd46491_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",113061,7,294,"gol","6",0,1,0,0,0,NA,"rafael-william","Rafael William","R. William","Rafael William Dias Pinheiro","https://s.glbimg.com/es/sde/f/2022/02/23/01d937c575c9690929ef3bab4767be65_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",111332,7,286,"mei","5",0,1,0,0,0,NA,"kelvi","Kelvi","Kelvi","Kelvi Chiesa Gomes","https://s.glbimg.com/es/sde/f/2022/03/03/d27c52d692c0df1d01ecb1f7a298b40a_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",97448,7,286,"zag","6",0,0.73,0,-1.6,2,NA,"thalisson-kelven","Thalisson Kelven","T. Kelven","Thalisson Kelven da Silva","https://s.glbimg.com/es/sde/f/2022/03/24/5003d976abc2848d0ded5ed466986ba3_FORMATO.png","Juventude",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"406",40990,7,354,"tec","7",4.32,6.95,0.22,3.19,6,NA,"dorival-junior","Dorival Júnior","D. Júnior","Dorival Silvestre Júnior","https://s.glbimg.com/es/sde/f/2022/03/28/d28c444ff6eaf5f7b58d9f2ef2bd5075_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",82640,7,286,"ata","7",0,5.63,0,1.82,5,NA,"paulinho-moccelin","Paulinho Moccelin","P. Moccelin","Paulo Roberto Moccelin","https://s.glbimg.com/es/sde/f/2022/03/28/14a09169dc180c16b6d92687a244b03f_FORMATO.png","Juventude",8,8,1,2,8,28,1,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA
"408",71691,7,286,"ata","7",4,10.34,-0.76,6.76,5,NA,"oscar-ruiz","Óscar Ruíz","Ã. Ruíz","Óscar Ramón Ruiz Roa","https://s.glbimg.com/es/sde/f/2022/03/29/898734e22fa875d79527394af4789eeb_FORMATO.png","Juventude",4,1,2,3,6,22,1,NA,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"409",102906,7,293,"gol","6",0,3,0,0,0,NA,"anderson","Anderson","Anderson","Anderson Silva da Paixão","https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",116825,7,266,"lat","6",0,1,0,0,0,NA,"jhonny","Jhonny","Jhonny","Jhonny Cardinoti Pedro","https://s.glbimg.com/es/sde/f/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",110727,7,282,"mei","6",0,4.01,0,3.26,5,NA,"rubens","Rubens","Rubens","Rubens Antônio Dias","https://s.glbimg.com/es/sde/f/2022/02/27/ff3b3e061076be1ac8780a1fb32377ae_FORMATO.png","Atlético-MG",10,2,1,3,1,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",111791,7,280,"zag","6",0,2,0,0,0,NA,"henrique-halls","Henrique Halls","H. Halls","Henrique Halls Rocha da Silva","https://s.glbimg.com/es/sde/f/2022/04/07/1002037b68cbfda80e62c668391f6be7_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",104681,7,356,"ata","6",0,2,0,0,0,NA,"gabriel-silva","Gabriel Silva","G. Silva","Gabriel Santos Silva","https://s.glbimg.com/es/sde/f/2022/03/29/208d9eaf6488734e37ec5ee3a9192684_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",111831,7,266,"ata","6",0,1.51,0,0.4,1,NA,"matheus-martins","Matheus Martins","M. Martins","Matheus Martins Silva dos Santos","https://s.glbimg.com/es/sde/f/2022/04/20/f6b7d6073f1d67e5e9263e986f470c8b_FORMATO.png","Fluminense",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",107044,7,266,"ata","6",0,1,0,0,0,NA,"alexandre-jesus","Alexandre Jesus","A. Jesus","Alexandre de Jesus Jeruzalem Júnior","https://s.glbimg.com/es/sde/f/2021/03/11/2cd0a3080b756150df221b41afd772f0_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",102928,7,293,"ata","7",4.2,5.33,0.06,2.47,7,NA,"canobbio","Canobbio","Canobbio","Agustín Canobbio Graviz","https://s.glbimg.com/es/sde/f/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png","Athlético-PR",12,9,NA,4,11,30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",88393,7,262,"lat","7",6.8,5.7,1.51,2.83,3,NA,"ayrton-lucas","Ayrton Lucas","A. Lucas","Ayrton Lucas Dantas de Medeiros","https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png","Flamengo",2,4,NA,1,7,10,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",100074,7,277,"ata","7",-0.3,5.5,-0.53,1.77,7,NA,"jhojan-julio","Jhojan Julio","J. Julio","Jhojan Esmaides Julio Palacios","https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png","Santos",12,14,1,NA,11,33,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",105171,7,294,"ata","7",1.9,7,-0.12,4.63,6,NA,"fabricio","Fabrício","Fabrício","Fabrício Daniel de Souza","https://s.glbimg.com/es/sde/f/2022/03/28/f0649db7ef628f37d591d13a7698494f_FORMATO.png","Coritiba",8,1,2,4,9,16,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"420",50297,7,290,"zag","7",0,6.25,0,4.85,2,NA,"sidnei","Sidnei","Sidnei","Sidnei Rechel da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/04/15/3d187564c0046c624f9e7117288f3283_FORMATO.png","Goiás",8,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",88037,7,263,"tec","7",3.81,8.29,-0.07,4.42,7,NA,"luis-castro","Luís Castro","L. Castro","Luís Manuel Ribeiro de Castro","https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",73850,7,327,"ata","2",6.7,4.61,1.46,1.77,3,NA,"aloisio","Aloísio","Aloísio","Aloísio dos Santos Gonçalves","https://s.glbimg.com/es/sde/f/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png","América-MG",NA,7,NA,NA,1,10,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",104074,7,276,"zag","6",0,2,0,0,0,NA,"walce","Walce","Walce","Walce da Silva Costa Filho","https://s.glbimg.com/es/sde/f/2022/03/01/42769c38f612d4af2143de3132ce1cec_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",60819,7,293,"zag","6",0,4,0,0,0,NA,"dede","Dedé","Dedé","Anderson Vital da Silva","https://s.glbimg.com/es/sde/f/2022/03/31/f4e46346ca5d28ae8ddcac536b72bd0f_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",113252,7,327,"mei","6",0,1,0,0,0,NA,"kevyn","Kevyn ","Kevyn ","Kevyn da Silva Soares","https://s.glbimg.com/es/sde/f/2021/04/30/032e557b820f29db1c46c062515fef99_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",110235,7,263,"ata","6",0,1,0,0,0,NA,"vitinho","Vitinho","Vitinho","João Victor Vaz Lopes Pinto","https://s.glbimg.com/es/sde/f/2022/02/21/06f62207594681a2c0cf91f05c7c0ee9_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",110602,7,277,"gol","6",0,1,0,0,0,NA,"paulo-mazoti","Paulo Mazoti","P. Mazoti","Paulo Mazoti Azevedo","https://s.glbimg.com/es/sde/f/2022/03/03/acc0c5c373b2459a4b3a99ca631b2775_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",87262,7,277,"mei","6",0,4.23,0,1.23,4,NA,"willian-maranhao","Willian Maranhão","W. Maranhão","Willian Marlon Ferreira Moraes","https://s.glbimg.com/es/sde/f/2022/03/25/593ee3a7e1faac36e8519aa86b2922e9_FORMATO.png","Santos",5,2,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",115674,7,282,"gol","6",0,1,0,0,0,NA,"gabriel-delfim","Gabriel Delfim","G. Delfim","Gabriel Delfim Ferreira","https://s.glbimg.com/es/sde/f/2022/02/27/192a6009f49a6f95cb87a204adc96456_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",110988,7,373,"gol","6",0,1,0,0,0,NA,"breno","Breno","Breno","Breno Boeno","https://s.glbimg.com/es/sde/f/2021/04/20/f8adf8de4a79345e0b300d60c1ac6d67_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",104329,7,314,"gol","6",0,1,0,0,0,NA,"joao","João","João","João Vitor de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/5463b4c0702bbf5996492a5857a5c61f_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",110251,7,293,"gol","6",0,1,0,0,0,NA,"gabriel-pereira","Gabriel Pereira","G. Pereira","Gabriel Roberto Pereira","https://s.glbimg.com/es/sde/f/2022/03/08/7f21f0709f996419a0abebf800f4078d_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",107183,7,293,"gol","6",0,2,0,0,0,NA,"leo-linck","Léo Linck","L. Linck","Léo Matias Baiersdorf Linck","https://s.glbimg.com/es/sde/f/2021/04/14/31751fba3a98d772473dace237a4be33_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",115247,7,275,"gol","6",0,1,0,0,0,NA,"kaique","Kaique","Kaique","Kaique Pereira Azarias","https://s.glbimg.com/es/sde/f/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",101960,7,293,"ata","5",0,3.97,0,1.88,6,NA,"vitinho","Vitinho","Vitinho","Vitor Hugo Naum dos Santos","https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png","Athlético-PR",6,6,4,2,6,24,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",109341,7,356,"mei","6",0,1,0,0,0,NA,"sammuel","Sammuel","Sammuel","Sammuel Queiroz de Freitas","https://s.glbimg.com/es/sde/f/2022/05/12/34eebe02442f63e6c4eee4a972018bc8_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",98888,7,314,"gol","6",0,1,0,0,0,NA,"claudio-vitor","Cláudio Vitor","C. Vitor","Cláudio Vitor Morais de Lima Cruz","https://s.glbimg.com/es/sde/f/2022/02/21/5b3e266e38c6e96d2301a3aac76f74d2_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",107740,7,285,"gol","6",0,1,0,0,0,NA,"emerson-junior","Emerson Júnior","E. Júnior","Emerson Fabiano Kerber Júnior","https://s.glbimg.com/es/sde/f/2022/04/02/65dc75cb5a8699174a8884a44bdf09a4_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",98496,7,1371,"gol","6",0,1,0,0,0,NA,"vinicius","Vinícius","Vinícius","Vinícius Teodoro Barreta Melo","https://s.glbimg.com/es/sde/f/2022/02/23/7e55afddc960930adc82975477d86b1a_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",110775,7,294,"gol","6",0,1,0,0,0,NA,"marcao","Marcão","Marcão","Marco Antônio Amorim de Oliveira Montes","https://s.glbimg.com/es/sde/f/2022/02/23/9af5466c91b9b05942f53c8d397eea94_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",106540,7,1371,"gol","6",0,1,0,0,0,NA,"capellari","Capellari","Capellari","Eduardo Fraga Capellari","https://s.glbimg.com/es/sde/f/2022/02/23/87d740c03c7d93328314e0805a79be9f_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",113250,7,327,"gol","6",0,1,0,0,0,NA,"cassio","Cássio","Cássio","José Cássio Meneses da Costa ","https://s.glbimg.com/es/sde/f/2021/04/30/654d03002d98b0dabf6606ac306a2158_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",115678,7,294,"lat","6",0,2,0,0,0,NA,"diego","Diego","Diego","Diego Porfirio da Silva","https://s.glbimg.com/es/sde/f/2022/04/04/a1f3583beb3a0b68c126affa095666ee_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",89435,7,277,"ata","6",1.9,3.96,0.14,2.37,7,NA,"bryan-angulo","Bryan Angulo","B. Angulo","Brayan Dennis Angulo Tenorio","https://s.glbimg.com/es/sde/f/2022/04/02/e926d395a2b2a6225aa44474e5fa8e26_FORMATO.png","Santos",2,NA,NA,1,4,14,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"445",109563,7,1371,"zag","6",0,3,0,0,0,NA,"joaquim","Joaquim","Joaquim","Joaquim Henrique Pereira Silva","https://s.glbimg.com/es/sde/f/2021/06/04/9af680e828bdcbc3a28ff0dbfc34f2e5_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",110698,7,293,"gol","6",0,1,0,0,0,NA,"mycael","Mycael","Mycael","Mycael Pontes Moreira","https://s.glbimg.com/es/sde/f/2021/04/14/98c652f250d877eb7675405f476eed48_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",107416,7,290,"mei","6",0,3,0,0,0,NA,"luan-dias","Luan Dias","L. Dias","Luan Dias da Silva","https://s.glbimg.com/es/sde/f/2021/06/15/5866621e0b65a2335910b7071eb0d81e_FORMATO.jpeg","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",110632,7,290,"ata","5",0,2.2,0,1.2,2,NA,"luiz-filipe","Luiz Filipe","L. Filipe","Luiz Filipe dos Reis Silva","https://s.glbimg.com/es/sde/f/2022/04/04/4fbf3f540f0b2318baeb2e270960d418_FORMATO.png","Goiás",2,1,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"449",111837,7,266,"gol","6",0,1,0,0,0,NA,"gustavo-ramalho","Gustavo Ramalho","G. Ramalho","Gustavo Ramalho Bremer Pinto","https://s.glbimg.com/es/sde/f/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",110624,7,275,"gol","6",0,1,0,0,0,NA,"mateus","Mateus","Mateus","Mateus Oliveira Mendes","https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",108659,7,1371,"mei","6",1.1,2.91,-0.17,2.2,3,NA,"rivas","Rivas","Rivas","Cristhian Yonaiker Rivas Vielma - Cristian","https://s.glbimg.com/es/sde/f/2022/02/23/1f9a18c6a38ce7b0c86a89f400ac4bb8_FORMATO.png","Cuiabá",5,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",89150,7,286,"mei","7",2.8,3.3,0.53,1.35,4,NA,"jean","Jean","Jean","Jean Carlos de Souza Irmer","https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png","Juventude",5,5,1,1,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",111172,7,327,"gol","6",0,1,0,0,0,NA,"robson","Robson","Robson","Robson Luiz dos Santos Nascimento","https://s.glbimg.com/es/sde/f/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",112327,7,1371,"ata","6",0,3,0,0,0,NA,"gustavo-nescau","Gustavo Nescau","G. Nescau","Gustavo Henrique Alves Silva","https://s.glbimg.com/es/sde/f/2021/09/20/768f5f056c491ffcf62c7383073dfab2_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",104219,7,290,"lat","6",0,3,0,0,0,NA,"douglas-silva","Douglas Silva","D. Silva","Douglas da Silva Santos","https://s.glbimg.com/es/sde/f/2022/04/04/6e82072df764d9f568ce9bf893493f50_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",103261,7,314,"zag","7",0,1.45,-0.55,0,1,NA,"rodrigo-freitas","Rodrigo Freitas","R. Freitas","Rodrigo dos Santos de Freitas","https://s.glbimg.com/es/sde/f/2022/04/08/d5bcf8daa04da76c1372d8a8a834cf98_FORMATO.png","Avaí",NA,1,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",114892,7,1371,"lat","6",0,1,0,0,0,NA,"caio-hila","Caio Hila","C. Hila","Caio César Amorim Hila","https://s.glbimg.com/es/sde/f/2022/02/23/23b11c9392056eda52cf2816d37b89a0_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",104420,7,293,"ata","6",0,3,0,0,0,NA,"reinaldo","Reinaldo","Reinaldo","Reinaldo Nascimento Satorno","https://s.glbimg.com/es/sde/f/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",87242,7,285,"ata","6",9,5.78,1.95,3.83,7,NA,"carlos-de-pena","Carlos de Pena","C. Pena","Carlos María de Pena Bonino","https://s.glbimg.com/es/sde/f/2022/04/02/d2010e9182e074fe4a26c1c6d39304dc_FORMATO.png","Internacional",10,7,3,5,5,92,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"460",110994,7,266,"ata","6",0,3,0,0,0,NA,"samuel-granada","Samuel Granada","S. Granada","Samuel Salustiano de Jesus Silva","https://s.glbimg.com/es/sde/f/2022/04/05/020e09ce97d6353b30b115f5779603f3_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",104084,7,264,"gol","6",0,1,0,0,0,NA,"carlos-miguel","Carlos Miguel","C. Miguel","Carlos Miguel dos Santos Pereira","https://s.glbimg.com/es/sde/f/2022/04/27/82ae7add27deaaa2cafbf14ee4e02248_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",95352,7,293,"lat","6",0,6.18,0,4.4,3,NA,"orejuela","Orejuela","Orejuela","Luis Manuel Orejuela García","https://s.glbimg.com/es/sde/f/2022/04/07/d2ea38df2bb735fcdda82fee202c2ed5_FORMATO.png","Athlético-PR",8,3,NA,NA,5,20,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",109246,7,327,"ata","6",0.5,0.73,0,-0.2,2,NA,"kawe","Kawê","Kawê","Kawê Ferreira Godoy Viana","https://s.glbimg.com/es/sde/f/2022/02/25/efdddc1fdc3efbb2f4b53cd0d9db2f60_FORMATO.png","América-MG",NA,2,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",94263,7,290,"ata","2",-0.1,3.35,-0.49,1.23,6,NA,"dada-belmonte","Dadá Belmonte","D. Belmonte","Adaílson Freire Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/04/05/1d2bfbce4ad49ab2c5fb59c91a1f4e44_FORMATO.png","Goiás",4,10,1,2,15,24,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",111683,7,285,"gol","6",0,1,0,0,0,NA,"anthoni","Anthoni","Anthoni","Anthoni Spier Souza","https://s.glbimg.com/es/sde/f/2022/04/02/d7662e4b332b33563f9ad8c3f24b42d2_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",108528,7,294,"mei","6",0,5,0,0,0,NA,"galarza","Galarza","Galarza","Matías Galarza Fonda","https://s.glbimg.com/es/sde/f/2022/04/05/aa0e8e944c857702c77135690cfe04d8_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
