"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","CA","DE","FS","GS","PC","SG","A","DS","FC","FD","FF","FT","G","I","PI","PP","CV","GC","PS","DP"
"381",97810,17,354,"ata","5",0,2.9,0,1.55,12,NA,"erick","Erick","Erick","Erick de Arruda Serafim","https://s.glbimg.com/es/sde/f/2022/02/22/391609eb9a9349eac73814c39b4be34c_FORMATO.png","Ceará",3,NA,11,NA,NA,NA,NA,7,11,5,5,NA,1,3,67,NA,NA,NA,NA,NA
"382",98225,17,290,"ata","7",-0.1,9.02,-1.44,5.53,15,NA,"pedro-raul","Pedro Raul","P. Raul","Pedro Raul Garay da Silva","https://s.glbimg.com/es/sde/f/2022/03/10/5215be2746c5556d28458274ecbe4b16_FORMATO.png","Goiás",4,NA,13,NA,NA,NA,NA,7,23,8,11,1,8,7,58,NA,NA,NA,NA,NA
"383",102464,17,354,"lat","6",0,1.98,0,-0.05,2,NA,"kelvyn","Kelvyn","Kelvyn","Kelvyn Ramos da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"384",86711,17,354,"mei","6",3.9,5.27,0.41,2.29,13,NA,"richard-coelho","Richard Coelho","R. Coelho","Richard Cândido Coelho","https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png","Ceará",4,NA,14,NA,NA,NA,1,27,25,4,1,NA,NA,2,55,NA,1,NA,NA,NA
"385",106819,17,354,"gol","6",0,2.64,0,5.5,2,NA,"vinicius-machado","Vinicius Machado","V. Machado","Vinicius Réquia Machado","https://s.glbimg.com/es/sde/f/2022/02/22/141e34a4013c3361e1d6514578362558_FORMATO.png","Ceará",NA,7,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",81677,17,277,"mei","6",-1.5,3.97,-0.3,-0.67,3,NA,"carlos-sanchez","Carlos Sánchez","C. Sánchez","Carlos Andrés Sánchez Arcosa","https://s.glbimg.com/es/sde/f/2022/03/03/63b472302f16e36f871bc271d9d355d1_FORMATO.png","Santos",1,NA,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,25,NA,NA,NA,NA,NA
"387",68917,17,290,"ata","7",3.3,4.62,0.43,2.22,9,NA,"vinicius","Vinicius","Vinicius","Vinicius Santos Silva","https://s.glbimg.com/es/sde/f/2022/03/10/4b5dcfbcabc53f525f565f57f8050ed7_FORMATO.png","Goiás",NA,NA,10,NA,NA,NA,1,11,2,NA,7,NA,NA,3,79,NA,NA,NA,NA,NA
"388",101601,17,290,"mei","3",2.4,3.35,0.11,1.78,13,NA,"caio","Caio","Caio","Caio Vinicius da Conceição","https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png","Goiás",6,NA,18,NA,1,NA,NA,25,27,1,3,NA,NA,1,42,NA,NA,NA,NA,NA
"389",70116,17,290,"mei","7",0,3.64,0,1.77,15,NA,"fellipe-bastos","Fellipe Bastos","F. Bastos","Fellipe Ramos Ignez Bastos","https://s.glbimg.com/es/sde/f/2022/03/10/4fc5c3b6693e46bf2e956854bbf5da76_FORMATO.png","Goiás",5,NA,12,NA,1,NA,1,16,15,7,8,NA,NA,NA,80,NA,NA,NA,NA,NA
"390",110759,17,266,"ata","6",0,2.42,0,0.42,5,NA,"john-kennedy","John Kennedy","J. Kennedy","John Kennedy Batista de Souza","https://s.glbimg.com/es/sde/f/2021/08/19/b1b9b8fc3e7ba9cdea447bad10b25ded_FORMATO.png","Fluminense",3,NA,NA,NA,NA,NA,NA,1,5,3,3,NA,NA,NA,6,NA,NA,NA,NA,NA
"391",86970,17,277,"zag","7",-1.7,8.57,-1.69,3.57,14,NA,"eduardo-bauermann","Eduardo Bauermann","E. Bauermann","Eduardo Gabriel dos Santos Bauermann","https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png","Santos",2,NA,9,NA,NA,5,1,14,6,NA,3,1,NA,1,39,NA,NA,NA,1,NA
"392",102318,17,266,"ata","7",1.2,4.34,-0.8,2.39,15,NA,"caio-paulista","Caio Paulista","C. Paulista","Caio Fernando de Oliveira","https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png","Fluminense",1,NA,12,NA,NA,NA,3,13,5,2,7,NA,NA,NA,63,NA,NA,NA,NA,NA
"393",83266,17,276,"ata","6",0,5.44,0,1.9,1,NA,"marcos-guilherme","Marcos Guilherme","M. Guilherme","Marcos Guilherme de Almeida Santos Matos","https://s.glbimg.com/es/sde/f/2022/06/28/beaa874f9953e86894fb3ff1e44fd934_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"394",101027,17,290,"mei","7",4.4,6.57,0.71,3.08,14,NA,"diego","Diego","Diego","Jackson Diego Ibrahim Fagundes","https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png","Goiás",1,NA,31,NA,NA,NA,2,25,12,NA,5,NA,NA,1,117,NA,NA,NA,NA,NA
"395",107498,17,266,"mei","7",10,8.24,1.57,3.96,14,NA,"andre","André","André","André Trindade da Costa Neto","https://s.glbimg.com/es/sde/f/2022/04/20/ab46ac470d67b794ba585f6150123037_FORMATO.png","Fluminense",4,NA,24,NA,1,NA,1,34,14,3,6,NA,1,NA,65,NA,1,NA,NA,NA
"396",87009,17,266,"mei","6",2.5,4.41,0.19,1.77,7,NA,"nathan","Nathan","Nathan","Nathan Allan de Souza","https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png","Fluminense",NA,NA,3,NA,NA,NA,1,2,5,3,6,NA,NA,1,33,NA,NA,NA,NA,NA
"397",103088,17,354,"zag","6",0,5.27,0,1.75,4,NA,"lucas-ribeiro","Lucas Ribeiro","L. Ribeiro","Lucas Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png","Ceará",2,NA,4,NA,NA,NA,NA,1,4,NA,NA,NA,1,NA,10,NA,NA,NA,NA,NA
"398",103575,17,290,"zag","7",4.6,5.55,0.47,2.98,13,NA,"caetano","Caetano","Caetano","João Victor Andrade Caetano","https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png","Goiás",1,NA,4,NA,NA,4,NA,20,10,1,1,NA,NA,NA,54,NA,NA,NA,NA,NA
"399",104125,17,354,"ata","6",8.3,4.72,1.5,2.99,11,NA,"cleber","Cléber","Cléber","Cléber Bomfim de Jesus","https://s.glbimg.com/es/sde/f/2022/02/22/89740a418c814d6271ac39fa501351e3_FORMATO.png","Ceará",2,NA,5,NA,NA,NA,NA,15,17,3,5,NA,2,5,35,NA,NA,NA,NA,NA
"400",109573,17,266,"mei","6",-0.6,3.54,-0.27,0.84,7,NA,"martinelli","Martinelli","Martinelli","Matheus Martinelli Lima","https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,1,1,5,3,NA,NA,NA,NA,24,NA,NA,NA,NA,NA
"401",91712,17,290,"gol","6",0,1.13,0,-1,0,NA,"matheus-alves","Matheus Alves","M. Alves","Matheus Alves da Silva Cardoso","https://s.glbimg.com/es/sde/f/2022/03/10/7b5fb8d2f7c818d7caf7871a8119aa2d_FORMATO.png","Goiás",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",37788,17,356,"gol","6",0,3.45,0,2.11,9,NA,"marcelo-boeck","Marcelo Boeck","M. Boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2022/02/23/34de12a5651c918b60321caf78ecbfa7_FORMATO.png","Fortaleza",2,25,2,14,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",107259,17,290,"mei","6",0,1.76,0,-0.05,2,NA,"henrique-lordelo","Henrique Lordelo","H. Lordelo","Henrique Lordelo Souza de Oliveira","https://s.glbimg.com/es/sde/f/2022/03/10/651627e528e2f1f7054ea3eda1e6c660_FORMATO.png","Goiás",NA,NA,1,NA,NA,NA,NA,4,7,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA
"404",71571,17,356,"gol","7",8,7,-0.15,9.5,2,NA,"fernando-miguel","Fernando Miguel","F. Miguel","Fernando Miguel Kaufmann","https://s.glbimg.com/es/sde/f/2022/02/23/66ea94ea2768ebd6a6cb8f102326d669_FORMATO.png","Fortaleza",NA,9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",105336,17,354,"mei","6",0,0.93,0,0.49,9,NA,"geovane","Geovane","Geovane","Geovane da Silva de Souza","https://s.glbimg.com/es/sde/f/2022/02/22/51d0acc60547a33ee6200befb38c5cc6_FORMATO.png","Ceará",3,NA,8,NA,NA,NA,NA,6,10,NA,2,NA,NA,NA,24,NA,NA,NA,NA,NA
"406",88427,17,286,"mei","6",2.2,2.85,0.17,0.25,4,NA,"marlon","Marlon","Marlon","Marlon Adriano Prezotti","https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png","Juventude",1,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA
"407",87402,17,354,"zag","6",1.6,4.2,0.46,2.09,13,NA,"messias","Messias","Messias","Messias Rodrigues da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png","Ceará",2,NA,6,NA,NA,4,NA,8,13,2,4,NA,NA,NA,50,NA,NA,NA,NA,NA
"408",82730,17,290,"gol","6",0,4,0,0,0,NA,"marcelo-rangel","Marcelo Rangel","M. Rangel","Marcelo Rangel da Rosa","https://s.glbimg.com/es/sde/f/2022/03/10/abd077c51bd538d3a6f8863cb5aaf035_FORMATO.jpeg","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",98976,17,276,"mei","6",0,3.49,0,1.36,5,NA,"gabriel","Gabriel","Gabriel","Gabriel Neves Perdomo","https://s.glbimg.com/es/sde/f/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png","São Paulo",3,NA,NA,NA,NA,NA,NA,11,8,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
"410",100987,17,266,"mei","7",5.7,6.99,0.64,2.97,11,NA,"nonato","Nonato","Nonato","Gustavo Nonato Santana","https://s.glbimg.com/es/sde/f/2021/07/30/7536d1f5782d6ce621dfd8aa405d0e28_FORMATO.png","Fluminense",3,NA,22,NA,NA,NA,2,19,11,1,5,NA,NA,1,69,NA,1,NA,NA,NA
"411",89668,17,266,"lat","6",0,9.46,0,4.88,5,NA,"cris-silva","Cris Silva","C. Silva","Cristiano da Silva Leite ","https://s.glbimg.com/es/sde/f/2022/02/24/8fb43cd4c4ebb6cd5ac890a7feafc838_FORMATO.png","Fluminense",NA,NA,3,NA,NA,2,1,9,4,1,1,NA,NA,NA,37,NA,NA,NA,NA,NA
"412",63013,17,275,"lat","7",0,10.67,0,7.47,10,NA,"marcos-rocha","Marcos Rocha","M. Rocha","Marcos Luis Rocha Aquino","https://s.glbimg.com/es/sde/f/2022/02/21/b5c3422a508001c1776995c43b20fdff_FORMATO.png","Palmeiras",1,NA,8,NA,NA,7,2,34,11,NA,NA,NA,NA,NA,118,NA,NA,NA,1,NA
"413",102565,17,290,"mei","6",0,4,0,0,0,NA,"miguel-figueira","Miguel Figueira","M. Figueira","Miguel Ferreira Damasceno","https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",91929,17,290,"zag","6",0,3,0,0,0,NA,"everson","Everson","Everson","Everson Bispo Pereira","https://s.glbimg.com/es/sde/f/2022/03/10/9a2f8ef8baac13e66233efd7b0cdec11_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",83528,17,262,"zag","7",0,3.85,0,2.6,5,NA,"leo-pereira","Léo Pereira","L. Pereira","Leonardo Pereira","https://s.glbimg.com/es/sde/f/2022/03/04/f8401115c5ce6574f1f6fb8e8cfccee6_FORMATO.png","Flamengo",1,NA,2,NA,NA,2,NA,6,6,NA,1,NA,NA,NA,32,NA,NA,NA,NA,NA
"416",110607,17,1371,"mei","6",0,2.13,0,0.3,3,NA,"gabriel-pirani","Gabriel Pirani","G. Pirani","Gabriel Cordeiro Pirani","https://s.glbimg.com/es/sde/f/2022/06/14/d526d926c095a507d46bffb0eb46a9a2_FORMATO.png","Cuiabá",NA,NA,1,NA,NA,NA,NA,NA,3,1,1,NA,NA,NA,7,NA,NA,NA,NA,NA
"417",99119,17,277,"ata","7",4.2,5.36,-0.19,2.54,15,NA,"lucas-braga","Lucas Braga","L. Braga","Lucas Braga Ribeiro","https://s.glbimg.com/es/sde/f/2022/03/03/a3607db4d71e6018951bfe51c702fb1a_FORMATO.png","Santos",NA,NA,23,NA,NA,NA,NA,11,7,5,7,NA,1,2,39,NA,NA,NA,NA,NA
"418",88544,17,354,"lat","6",0,2,0,0,0,NA,"buiu","Buiú","Buiú","Marcos Ytalo Benício da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",94044,17,277,"gol","6",0,5.92,0,8,1,NA,"john-victor","John Victor","J. Victor","John Victor Maciel Furtado","https://s.glbimg.com/es/sde/f/2022/03/03/858342355243a12a346b0ad88639269d_FORMATO.png","Santos",NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",81150,17,275,"lat","6",11.8,6.39,1.72,2.93,9,NA,"mayke","Mayke","Mayke","Mayke Rocha de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/7d200ca2902c8ec5643bc8975b770faf_FORMATO.png","Palmeiras",1,NA,1,NA,NA,3,NA,11,5,2,NA,1,NA,NA,52,NA,NA,NA,NA,NA
"421",111637,17,277,"zag","6",0,4.58,0,1,1,NA,"kaiky","Kaiky","Kaiky","Kaiky Fernandes Melo","https://s.glbimg.com/es/sde/f/2022/03/03/9bf3a0809a51d2c429254d36553a45f4_FORMATO.png","Santos",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"422",87747,17,266,"mei","6",0,5.71,0,1.55,10,NA,"yago-felipe","Yago Felipe","Y. Felipe","Yago Felipe da Costa Rocha","https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png","Fluminense",2,NA,16,NA,NA,NA,NA,10,8,2,4,NA,NA,1,56,NA,NA,NA,NA,NA
"423",68872,17,275,"gol","6",0,8.61,0,9.75,2,NA,"marcelo-lomba","Marcelo Lomba","M. Lomba","Marcelo Lomba do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/21/bd515cd514deb5197bb2faa8a721c8f7_FORMATO.png","Palmeiras",NA,9,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",110605,17,277,"mei","6",0,2.93,0,0,1,NA,"vinicius-balieiro","Vinícius Balieiro","V. Balieiro","Vinícius Balieiro Lourenço de Carvalho","https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",107263,17,290,"ata","6",0,2,0,0,0,NA,"indio","Índio","Índio","Eduardo Figueiredo da Cruz","https://s.glbimg.com/es/sde/f/2022/03/10/a6633ada3323491df8e823750266cc83_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",89637,17,262,"mei","7",1.1,4.4,-0.34,1.6,12,NA,"thiago-maia","Thiago Maia","T. Maia","Thiago Maia Alencar","https://s.glbimg.com/es/sde/f/2022/04/25/5ffefa1d5a1967debcc7f42bdaacdd9e_FORMATO.png","Flamengo",1,NA,1,NA,NA,NA,NA,20,12,1,2,NA,NA,NA,34,NA,NA,NA,NA,NA
"427",87838,17,266,"lat","6",0,4.53,0,2.64,5,NA,"pineida","Pineida","Pineida","Mario Alberto Pineida Martínez","https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png","Fluminense",NA,NA,3,NA,NA,3,NA,NA,6,NA,1,NA,NA,NA,23,NA,NA,NA,NA,NA
"428",100084,17,276,"mei","7",-1.1,5.09,-0.56,1.54,15,NA,"igor-gomes","Igor Gomes","I. Gomes","Igor Silveira Gomes","https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png","São Paulo",3,NA,16,NA,NA,NA,1,21,26,4,5,NA,NA,1,100,NA,1,NA,NA,NA
"429",91968,17,286,"mei","6",0,4,0,0,0,NA,"bassani","Bassani","Bassani","Rodrigo Bassani da Cruz","https://s.glbimg.com/es/sde/f/2022/03/03/b1eb73f1949ff665ab7120fd00d76d28_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",104580,17,277,"mei","6",0,3.22,0,2.27,10,NA,"sandry","Sandry","Sandry","Sandry Roberto Santos Goes","https://s.glbimg.com/es/sde/f/2022/03/03/2b65aba4173c2f016fab56b5a734187e_FORMATO.png","Santos",NA,NA,5,NA,NA,NA,1,15,3,NA,2,NA,NA,NA,35,NA,NA,NA,NA,NA
"431",107908,17,290,"lat","5",8.2,3.57,0.93,2.57,4,NA,"hugo","Hugo","Hugo","Hugo Ferreira de Farias","https://s.glbimg.com/es/sde/f/2022/03/10/121d7e4dfd7120daf27329b4d1e02005_FORMATO.png","Goiás",NA,NA,1,NA,NA,1,NA,6,1,1,NA,NA,NA,1,32,NA,NA,NA,NA,NA
"432",101728,17,276,"zag","7",0.3,5.93,-0.09,1.86,14,NA,"diego","Diego","Diego","Diego Henrique Costa Barbosa","https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png","São Paulo",7,NA,4,NA,1,2,NA,30,27,NA,2,NA,NA,NA,75,NA,NA,NA,NA,NA
"433",114374,17,277,"lat","5",0,9.13,0,3.33,14,NA,"lucas-pires","Lucas Pires","L. Pires","Lucas Pires Silva","https://s.glbimg.com/es/sde/f/2022/03/03/c7764ba0e1e296d7a8c36021c67a9107_FORMATO.png","Santos",1,NA,8,NA,NA,4,NA,28,12,4,7,2,NA,1,196,NA,1,NA,NA,NA
"434",105844,17,264,"zag","6",0,1,0,0,0,NA,"belezi","Belezi","Belezi","Lucas Belezi Barbosa","https://s.glbimg.com/es/sde/f/2022/04/27/1403485e99847596de3480809a06ce45_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",63354,17,285,"zag","7",0,7.52,0,4.63,7,NA,"rodrigo-moledo","Rodrigo Moledo","R. Moledo","Rodrigo Modesto da Silva Moledo","https://s.glbimg.com/es/sde/f/2022/04/02/a672a123ec8d7b626a7c7aad1211dc94_FORMATO.png","Internacional",NA,NA,7,NA,NA,3,NA,10,3,2,2,NA,NA,NA,12,NA,NA,NA,NA,NA
"436",115867,17,290,"lat","6",0,2,0,0,0,NA,"gabriel-ruggeri","Gabriel Ruggeri","G. Ruggeri","Gabriel Ruggeri Silva","https://s.glbimg.com/es/sde/f/2022/03/10/46af53a0646102ee53d5d4a76af63dfb_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",94583,17,262,"ata","7",6.8,8.96,1.07,3.71,14,NA,"pedro","Pedro","Pedro","Pedro Guilherme Abreu dos Santos","https://s.glbimg.com/es/sde/f/2022/04/25/ee38c717eeb351fd94e1dfdd699c2e26_FORMATO.png","Flamengo",1,NA,8,NA,NA,NA,2,7,6,4,11,3,2,3,29,1,NA,NA,1,NA
"438",82455,17,275,"mei","7",0.3,13.11,-1.08,5.78,15,NA,"ze-rafael","Zé Rafael","Z. Rafael","José Rafael Vivian","https://s.glbimg.com/es/sde/f/2022/02/21/a9bb4a6cb2ff8e2f533bf41f37dd93dc_FORMATO.png","Palmeiras",2,NA,36,NA,NA,NA,1,34,20,2,10,1,3,NA,64,NA,NA,NA,NA,NA
"439",102909,17,276,"mei","5",0,5.04,0,0.75,2,NA,"luan","Luan","Luan","Luan Vinícius da Silva Santos ","https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"440",106076,17,290,"mei","6",0,3,0,0,0,NA,"daniel-de-pauli","Daniel de Pauli","D. Pauli","Daniel de Pauli Oliveira","https://s.glbimg.com/es/sde/f/2022/03/10/784ef6e4a568cca23887b6a1416de101_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",101885,17,276,"ata","6",0,7.2,0,7.9,1,NA,"toro","Toró","Toró","Jonas Gabriel da Silva Nunes","https://s.glbimg.com/es/sde/f/2022/03/01/5ae4b338eccde28dc4397a8e37cce503_FORMATO.png","São Paulo",NA,NA,1,NA,NA,NA,1,1,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"442",104521,17,277,"mei","7",1.9,8.4,0.31,3.69,15,NA,"vinicius-zanocelo","Vinícius Zanocelo","V. Zanocelo","Vinícius Nelson de Souza Zanocelo","https://s.glbimg.com/es/sde/f/2022/03/03/5ec6c9924511913e6d0657f591187ca0_FORMATO.png","Santos",5,NA,8,NA,2,NA,NA,25,22,7,9,NA,3,1,45,NA,NA,NA,NA,NA
"443",117459,17,264,"lat","6",0,1,0,0,0,NA,"leo-mana","Léo Maná","L. Maná","Leonardo Mana Hernandes","https://s.glbimg.com/es/sde/f/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",72951,17,285,"zag","6",0,7.29,0,2.83,13,NA,"mercado","Mercado","Mercado","Gabriel Iván Mercado","https://s.glbimg.com/es/sde/f/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png","Internacional",3,NA,8,NA,NA,4,NA,16,8,2,2,NA,NA,2,28,NA,1,NA,1,NA
"445",110415,17,277,"ata","7",0.8,4.85,-0.25,2.36,7,NA,"angelo","Ângelo","Ângelo","Ângelo Gabriel Borges Damaceno","https://s.glbimg.com/es/sde/f/2022/03/03/e0ca88eb8ab327b605082617a24e69fc_FORMATO.png","Santos",3,NA,10,NA,NA,NA,1,5,6,4,4,NA,NA,1,26,NA,NA,NA,NA,NA
"446",117909,17,264,"ata","6",0,0.73,0,-0.3,1,NA,"wesley","Wesley","Wesley","Wesley Gassova Ribeiro Teixeira","https://s.glbimg.com/es/sde/f/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",78605,17,285,"mei","7",6,6.77,0.69,4.16,14,NA,"gabriel","Gabriel","Gabriel","Gabriel Girotto Franco","https://s.glbimg.com/es/sde/f/2022/04/02/f20a9f6c8c6edb72777759bc796aaa64_FORMATO.png","Internacional",1,NA,14,NA,NA,NA,NA,51,25,NA,4,NA,NA,NA,48,NA,NA,NA,NA,NA
"448",86841,17,285,"mei","2",0,3.96,0,1.9,4,NA,"boschilia","Boschilia","Boschilia","Gabriel Boschilia","https://s.glbimg.com/es/sde/f/2022/04/02/c206be82adb058c6ba1e3bc51d58712d_FORMATO.png","Internacional",1,NA,2,NA,NA,NA,1,3,3,NA,1,NA,NA,NA,9,NA,NA,NA,NA,NA
"449",88065,17,275,"lat","6",0,3.46,0,3.93,7,NA,"jorge","Jorge","Jorge","Jorge Marco de Oliveira Moraes","https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png","Palmeiras",1,NA,9,NA,NA,4,NA,9,4,NA,2,NA,NA,NA,42,NA,NA,1,NA,NA
"450",85083,17,275,"gol","6",0,4,0,0,0,NA,"vinicius-silvestre","Vinicius Silvestre","V. Silvestre","Vinicius Silvestre da Costa","https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",90290,17,275,"mei","5",0,4.77,0,0,1,NA,"jailson","Jailson","Jailson","Jaílson Marques Siqueira","https://s.glbimg.com/es/sde/f/2022/02/21/959fdcde3ba551592e0b385a5bf68f88_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",78850,17,276,"lat","5",0,4.79,0,1.54,12,NA,"reinaldo","Reinaldo","Reinaldo","Reinaldo Manoel da Silva","https://s.glbimg.com/es/sde/f/2022/03/01/779ff87d6723d6c70d7caac56df86d5f_FORMATO.png","São Paulo",2,NA,5,NA,NA,2,1,3,10,1,5,NA,1,NA,110,NA,NA,NA,NA,NA
"453",80287,17,276,"ata","7",10.9,13.36,-0.51,6.14,13,NA,"luciano","Luciano","Luciano","Luciano da Rocha Neves","https://s.glbimg.com/es/sde/f/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png","São Paulo",4,NA,12,NA,NA,NA,NA,14,7,9,10,NA,6,4,43,NA,NA,NA,1,NA
"454",111688,17,285,"ata","6",0,1.74,0,0.1,3,NA,"matheus-cadorini","Matheus Cadorini","M. Cadorini","Matheus Alfredo Cadorini da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/b95ad9995d0cf6d40d8915558ab5dc12_FORMATO.png","Internacional",NA,NA,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,4,NA,1,NA,NA,NA
