"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","CA","DE","FS","GS","PC","SG","A","DS","FC","FD","FF","FT","G","I","PI","PP","CV","GC","PS","DP"
"203",106831,17,276,"ata","6",0,1,0,0,0,NA,"juan","Juan","Juan","Juan Santos da Silva","https://s.glbimg.com/es/sde/f/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",93637,17,280,"ata","6",0,4.02,0,1.76,8,NA,"bruno-tubarao","Bruno Tubarão","B. Tubarão","Bruno Nunes de Barros","https://s.glbimg.com/es/sde/f/2022/05/05/e9713e0b9fafec30c6da5d70fb34ca8a_FORMATO.png","Bragantino",NA,NA,3,NA,NA,NA,NA,8,4,4,5,NA,NA,1,45,NA,NA,NA,NA,NA
"205",102597,17,263,"lat","6",0,2.38,0,0.6,1,NA,"jonathan-silva","Jonathan Silva","J. Silva","Jonathan Silva Vieira","https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"206",100848,17,280,"lat","7",11,10.7,-0.23,7.66,12,NA,"luan-candido","Luan Cândido","L. Cândido","Luan Cândido de Almeida","https://s.glbimg.com/es/sde/f/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png","Bragantino",1,NA,7,NA,NA,4,2,20,13,8,15,2,3,5,87,NA,1,NA,NA,NA
"207",103695,17,280,"mei","6",0.7,3.83,0.09,1.17,12,NA,"jadsom-silva","Jadsom Silva","J. Silva","Jadsom Meemyas de Oliveira da Silva","https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png","Bragantino",5,NA,4,NA,NA,NA,1,12,10,NA,4,NA,NA,NA,27,NA,NA,NA,NA,NA
"208",108787,17,314,"zag","6",0,1,0,0,0,NA,"felipe-camargo","Felipe Camargo","F. Camargo","Felipe Camargo de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/38fe45f041124b759f8d967ad5af48df_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",105612,17,280,"mei","7",9.7,7.84,0.64,4.21,8,NA,"miguel","Miguel","Miguel","Miguel Silveira dos Santos","https://s.glbimg.com/es/sde/f/2022/05/05/3853dd9ef852c207b562c78641692c50_FORMATO.png","Bragantino",1,NA,8,NA,NA,NA,2,9,2,1,NA,1,1,NA,27,NA,NA,NA,1,NA
"210",102598,17,280,"ata","6",0.4,4.3,-1.24,1.62,14,NA,"helinho","Helinho","Helinho","Hélio Júnio Nunes de Castro","https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png","Bragantino",5,NA,8,NA,NA,NA,1,10,19,3,7,1,1,1,77,NA,NA,NA,NA,NA
"211",107959,17,314,"ata","6",0,1,0,0,0,NA,"vinicius-jau","Vinícius Jaú","V. Jaú","Vinícius de Lima Ferreira","https://s.glbimg.com/es/sde/f/2022/02/24/d2f16d173d2ea95a320b574ce1cba648_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",107187,17,293,"zag","6",0,0.66,0,-0.1,1,NA,"joao-vialle","João Vialle","J. Vialle","João Victor Dall'Stella Vialle","https://s.glbimg.com/es/sde/f/2021/04/14/53318535704d9cdcce1de36f70caa614_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"213",105301,17,280,"ata","6",0,3.31,0,1.22,8,NA,"jan-hurtado","Jan Hurtado","J. Hurtado","Jan Carlos Hurtado Anchico","https://s.glbimg.com/es/sde/f/2022/05/05/1bdc33333f950ae556b0e097e5493b5c_FORMATO.png","Bragantino",NA,NA,3,NA,NA,NA,NA,4,16,4,2,1,NA,3,8,NA,NA,NA,NA,NA
"214",106108,17,280,"ata","6",0,1.24,0,-0.2,2,NA,"welliton","Welliton","Welliton","Welliton Silva de Azevedo Matheus","https://s.glbimg.com/es/sde/f/2022/03/09/309a2641f2910674fae13000486c5d5d_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"215",105200,17,280,"ata","6",0,2,0,0,0,NA,"gonzalo","Gonzalo","Gonzalo","Gonzalo Schnorr Fornari","https://s.glbimg.com/es/sde/f/2021/10/08/df7aef94332d05cd281a5628fd21eebc_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",102310,17,293,"zag","6",0,4.03,0,3.36,11,NA,"matheus-felipe","Matheus Felipe","M. Felipe","Matheus Felipe Santos Nascimento","https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png","Athlético-PR",2,NA,2,NA,NA,4,NA,10,7,2,NA,NA,1,NA,23,NA,NA,NA,NA,NA
"217",39850,17,327,"tec","7",2.12,6.94,0.1,3.5,16,NA,"vagner-mancini","Vagner Mancini","V. Mancini","Vagner Carmo Mancini","https://s.glbimg.com/es/sde/f/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",72583,17,285,"ata","7",7,5.14,0.71,3.07,11,NA,"pedro-henrique","Pedro Henrique","P. Henrique","Pedro Henrique Konzen Medina da Silva","https://s.glbimg.com/es/sde/f/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png","Internacional",3,NA,9,NA,NA,NA,NA,13,11,4,10,1,1,3,44,NA,NA,NA,1,NA
"219",107191,17,293,"lat","6",0,1,0,0,0,NA,"leonardo-ataide","Leonardo Ataíde","L. Ataíde","Leonardo Ataíde de Oliveira Siqueira","https://s.glbimg.com/es/sde/f/2021/12/08/9440c054d747c490573927d3d0cb770c_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",103295,17,280,"mei","6",1.4,3.98,0.34,1.07,12,NA,"eric-ramires","Eric Ramires","E. Ramires","Eric dos Santos Rodrigues","https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png","Bragantino",1,NA,6,NA,1,NA,NA,15,10,1,4,NA,NA,NA,16,NA,2,NA,NA,NA
"221",107186,17,293,"lat","6",0,1,0,0,0,NA,"vinicius-kaue","Vinicius Kauê","V. Kauê","Vinicius Kauê Ribeiro Ferreira","https://s.glbimg.com/es/sde/f/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",106803,17,276,"mei","6",0,2.84,0,1.07,6,NA,"andre-anderson","André Anderson","A. Anderson","André Anderson Pomilio Lima","https://s.glbimg.com/es/sde/f/2022/04/12/147e9b9fa6d6b253f5f20e62622066ac_FORMATO.png","São Paulo",2,NA,4,NA,NA,NA,NA,5,6,2,1,NA,NA,NA,20,NA,NA,NA,1,NA
"223",106299,17,280,"zag","6",0,2.95,0,1.33,4,NA,"realpe","Realpe","Realpe","Leonardo Javier Realpe Montaño","https://s.glbimg.com/es/sde/f/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png","Bragantino",2,NA,1,NA,NA,NA,NA,8,4,NA,1,NA,NA,NA,24,NA,NA,NA,NA,NA
"224",109626,17,293,"ata","6",0,3,0,0,0,NA,"davi-araujo","Davi Araújo","D. Araújo","Davi Machado dos Santos Araújo","https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",95657,17,314,"mei","6",0,2,0,0,0,NA,"kazu","Kazu","Kazu","Gabriel Kazu Rossato Yanagu","https://s.glbimg.com/es/sde/f/2022/02/23/9a05ad0ed16ef1ae939f3f919cfcece7_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",107110,17,280,"zag","7",5.8,9,-0.07,4.79,12,NA,"natan","Natan","Natan","Natan Bernardo de Souza","https://s.glbimg.com/es/sde/f/2022/05/05/ebc6c140c001d68b3b50f27e354d27e2_FORMATO.png","Bragantino",1,NA,7,NA,NA,4,NA,14,6,2,2,1,2,1,29,NA,NA,NA,NA,NA
"227",107744,17,280,"mei","3",0.6,7.88,-1.38,3.52,10,NA,"praxedes","Praxedes","Praxedes","Bruno Conceição Praxedes","https://s.glbimg.com/es/sde/f/2022/05/05/f8aea5d525d74bdbe77382da13d85ed2_FORMATO.png","Bragantino",3,NA,15,NA,NA,NA,2,12,10,2,3,NA,1,1,33,NA,NA,NA,NA,NA
"228",105807,17,266,"zag","6",0,1,0,0,0,NA,"luan","Luan","Luan","Luan de Freitas Molarinho Chagas","https://s.glbimg.com/es/sde/f/2021/08/19/6754fbd8abbc942fd55c39ac7376295c_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",109426,17,280,"lat","6",0,3.08,0,1,1,NA,"weverson","Weverson","Weverson","Weverson Moreira da Costa","https://s.glbimg.com/es/sde/f/2022/05/05/73de6346549a47db6b8bf37e5f4f06fa_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"230",111333,17,280,"ata","7",14.6,7.23,2.37,2.73,13,NA,"sorriso","Sorriso","Sorriso","Marcos Vinicios Moura","https://s.glbimg.com/es/sde/f/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png","Bragantino",1,NA,9,NA,NA,NA,1,14,12,2,2,NA,2,NA,63,NA,NA,NA,NA,NA
"231",105901,17,373,"mei","6",0,2.84,0,1.71,12,NA,"edson-fernando","Edson Fernando","E. Fernando","Edson Fernando da Silva Gomes","https://s.glbimg.com/es/sde/f/2022/04/12/f57b8667fe8b6260cbb9d4e2f6de8814_FORMATO.png","Atlético-GO",2,NA,13,NA,NA,NA,NA,15,7,1,1,NA,NA,NA,19,NA,NA,NA,NA,NA
"232",108683,17,280,"mei","6",0,4,0,0,0,NA,"emiliano-martinez","Emiliano Martínez","E. Martínez","Emiliano Martínez Toranza","https://s.glbimg.com/es/sde/f/2022/05/05/62bad876ad70013104c71097262f0fc3_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",78867,17,1371,"mei","7",1.2,3.23,-0.67,1.28,11,NA,"rafael-gava","Rafael Gava","R. Gava","Rafael Gustavo Meneghel Gava","https://s.glbimg.com/es/sde/f/2022/02/23/16687c4ddc3ae72291f2729ad61ed092_FORMATO.png","Cuiabá",1,NA,11,NA,NA,NA,1,9,10,4,3,1,NA,3,101,NA,1,NA,NA,NA
"234",109639,17,280,"ata","5",0,3.31,0,1.2,2,NA,"gabriel-novaes","Gabriel Novaes","G. Novaes","Gabriel Novaes Fernandes","https://s.glbimg.com/es/sde/f/2022/05/05/f9a266e73e23a467f58f96fac79380bc_FORMATO.png","Bragantino",1,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"235",105337,17,373,"mei","6",0.8,1.37,-0.05,0.43,6,NA,"lucas-lima","Lucas Lima","L. Lima","Lucas Eduardo Lima da Silva","https://s.glbimg.com/es/sde/f/2022/04/12/70eb076758000af45ab12f6fdea8abca_FORMATO.png","Atlético-GO",NA,NA,2,NA,NA,NA,NA,1,4,NA,3,NA,NA,NA,8,NA,NA,NA,NA,NA
"236",88881,17,294,"tec","7",2.97,10.92,-0.26,4.59,16,NA,"gustavo-morinigo","Gustavo Morínigo","G. Morínigo","Gustavo Eliseo Morínigo Vázquez","https://s.glbimg.com/es/sde/f/2022/03/08/d3d42aad8924e3d8891e90f7e4d79f41_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",51548,17,264,"mei","7",2,5.1,0.21,1.39,13,NA,"giuliano","Giuliano","Giuliano","Giuliano Victor de Paula","https://s.glbimg.com/es/sde/f/2022/04/27/9ac23014ff9196c4c2a10d652798dcfa_FORMATO.png","Corinthians",1,NA,4,NA,NA,NA,1,9,3,2,4,NA,NA,1,33,NA,NA,NA,NA,NA
"238",98832,17,314,"mei","6",0.6,2.64,-0.09,1.33,8,NA,"jean-pyerre","Jean Pyerre","J. Pyerre","Jean Pyerre Casagrande Silveira Correa","https://s.glbimg.com/es/sde/f/2022/04/13/314c25e8b719422ff7df581055839515_FORMATO.png","Avaí",1,NA,2,NA,NA,NA,NA,3,NA,NA,2,NA,1,NA,26,NA,NA,NA,NA,NA
"239",108176,17,354,"zag","6",0,3.74,0,1.76,11,NA,"gabriel-lacerda","Gabriel Lacerda","G. Lacerda","Gabriel Santos Cordeiro Lacerda","https://s.glbimg.com/es/sde/f/2022/02/22/6e64fcfbd8fd5ae5f3a9f615b801c4bd_FORMATO.png","Ceará",NA,NA,NA,NA,1,3,NA,7,5,NA,4,NA,NA,NA,47,NA,NA,NA,NA,NA
"240",68685,17,285,"mei","5",0,8.58,0,5.38,9,NA,"alan-patrick","Alan Patrick","A. Patrick","Alan Patrick Lourenço","https://s.glbimg.com/es/sde/f/2022/04/12/d0f45ab083d12ecd860e02a9bf048379_FORMATO.png","Internacional",1,NA,23,NA,NA,NA,2,8,4,5,2,NA,2,NA,40,NA,NA,NA,NA,NA
"241",68923,17,264,"zag","2",2.1,7.76,-0.74,4.89,11,NA,"gil","Gil","Gil","Carlos Gilberto do Nascimento Silva","https://s.glbimg.com/es/sde/f/2022/04/27/14ec5e5e1aa438191eb6e95781e175fb_FORMATO.png","Corinthians",1,NA,4,NA,NA,6,NA,20,5,3,1,NA,NA,2,39,NA,NA,NA,NA,NA
"242",87238,17,294,"zag","6",4.1,5.58,0.33,3.35,6,NA,"guillermo-santos","Guillermo Santos","G. Santos","Guillermo Gabriel de los Santos Viana - Daniel","https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png","Coritiba",2,NA,4,NA,NA,2,NA,9,3,2,1,NA,NA,NA,30,NA,NA,NA,NA,NA
"243",89285,17,290,"mei","7",1.8,3.44,-0.39,1.41,14,NA,"matheus-sales","Matheus Sales","M. Sales","Matheus de Sales Cabral","https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png","Goiás",4,NA,7,NA,NA,NA,NA,18,15,2,5,NA,NA,NA,32,NA,NA,NA,NA,NA
"244",93787,17,294,"mei","5",0,17.2,0,9.77,6,NA,"andrey","Andrey","Andrey","Andrey Ramos do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/23/6343710eb5f742ccc9f90d015c3c6a8b_FORMATO.png","Coritiba",1,NA,11,NA,NA,NA,NA,19,11,5,8,NA,3,NA,28,NA,NA,NA,1,NA
"245",114802,17,293,"ata","6",0.9,5.44,-0.01,3.83,12,NA,"vitor-roque","Vitor Roque","V. Roque","Vitor Hugo Roque Ferreira","https://s.glbimg.com/es/sde/f/2022/04/13/59faf7245c4ab4b19c4800e95b221dbb_FORMATO.png","Athlético-PR",2,NA,21,NA,NA,NA,NA,8,12,6,5,1,2,2,16,NA,NA,NA,3,NA
"246",86759,17,264,"mei","6",0,6,0,0,0,NA,"luan","Luan","Luan","Luan Guilherme de Jesus Vieira","https://s.glbimg.com/es/sde/f/2022/04/27/8fa8c0762fab2d871b554ca9eb802b65_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",88136,17,264,"gol","6",0,6,0,0,0,NA,"ivan","Ivan","Ivan","Ivan Quaresma da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/34cb1f18e1366fa0c31a3d946941e5c5_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",97450,17,264,"ata","7",6.4,3.99,0.78,2.53,7,NA,"gustavo-mosquito","Gustavo Mosquito","G. Mosquito","Gustavo Henric da Silva","https://s.glbimg.com/es/sde/f/2022/04/27/8aa6b55720ea1d492c743e089aaa35e5_FORMATO.png","Corinthians",1,NA,6,NA,NA,NA,1,4,2,NA,NA,NA,1,NA,15,NA,NA,NA,NA,NA
"249",72142,17,327,"zag","6",2.8,3.5,0.52,1.67,7,NA,"danilo-avelar","Danilo Avelar","D. Avelar","Danilo Fernando Avelar","https://s.glbimg.com/es/sde/f/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png","América-MG",1,NA,2,NA,NA,1,NA,4,2,2,3,NA,NA,NA,23,NA,NA,NA,NA,NA
"250",98306,17,294,"mei","7",5.1,4.24,0.3,2.76,9,NA,"val","Val","Val","Valdemir de Oliveira Soares","https://s.glbimg.com/es/sde/f/2022/02/23/55b00d4d936fd275a647c473479fa8d6_FORMATO.png","Coritiba",3,NA,11,NA,NA,NA,1,14,6,2,5,NA,NA,NA,40,NA,NA,NA,NA,NA
"251",101254,17,294,"ata","7",5.6,9.56,0.44,3.99,15,NA,"alef-manga","Alef Manga","A. Manga","Alef Mangueira Severino Pereira","https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png","Coritiba",5,NA,6,NA,NA,NA,2,21,19,7,17,1,2,6,79,NA,NA,NA,NA,NA
"252",106835,17,327,"zag","6",1.4,2.26,-0.09,2.65,6,NA,"luan-patrick","Luan Patrick","L. Patrick","Luan Patrick Wiedthauper","https://s.glbimg.com/es/sde/f/2022/04/12/9c00f6187003445f286a82aab4e21989_FORMATO.png","América-MG",2,NA,2,NA,NA,1,NA,10,3,1,1,NA,NA,NA,12,NA,NA,NA,NA,NA
"253",117866,17,263,"ata","6",0,2,0,0,0,NA,"sebastian-joffre","Sebastian Joffre","S. Joffre","Jhalmar Sebastian Joffre Soliz","https://s.glbimg.com/es/sde/f/2022/04/13/b76a4684338b807e13de0a0f1473653e_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",78856,17,1371,"mei","6",0,2.34,-0.19,0.94,12,NA,"marcao-silva","Marcão Silva","M. Silva","Marcos Antônio Almeida Silva","https://s.glbimg.com/es/sde/f/2022/02/23/1137efd5de0473f1c88c49348353a899_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,8,10,4,1,NA,NA,NA,9,NA,NA,NA,NA,NA
"255",85993,17,263,"ata","6",0.6,4.3,-0.93,1.45,4,NA,"gustavo-sauer","Gustavo Sauer","G. Sauer","Gustavo Affonso Sauerbeck","https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png","Botafogo",NA,NA,2,NA,NA,NA,NA,5,2,1,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"256",101579,17,264,"zag","6",0,5.94,0,6.2,4,NA,"robson-bambu","Robson Bambu","R. Bambu","Robson Alves de Barros","https://s.glbimg.com/es/sde/f/2022/04/27/44c60f9696fad0a8a8156b8192e4af04_FORMATO.png","Corinthians",NA,NA,2,NA,NA,3,NA,8,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"257",113687,17,264,"mei","7",1,5.64,-0.42,3.15,15,NA,"du-queiroz","Du Queiroz","D. Queiroz","Eduardo Santos Queiroz","https://s.glbimg.com/es/sde/f/2022/04/27/0fe4496bd189cafbfb576979be860e8a_FORMATO.png","Corinthians",1,NA,6,NA,NA,NA,2,35,31,2,9,NA,NA,1,71,NA,NA,NA,NA,NA
"258",77809,17,314,"ata","6",3.7,4.84,0.06,2.41,13,NA,"william-pottker","William Pottker","W. Pottker","William de Oliveira Pottker","https://s.glbimg.com/es/sde/f/2022/04/14/bc751c43e207d9c789fbbabe7cdd337c_FORMATO.png","Avaí",3,NA,15,NA,NA,NA,1,11,6,6,4,NA,1,4,65,1,NA,NA,3,NA
"259",102067,17,264,"mei","6",0,1.79,-0.01,-0.17,4,NA,"xavier","Xavier","Xavier","João Vitor Xavier de Almeida","https://s.glbimg.com/es/sde/f/2022/04/27/695e017b3a4e70b82e28dd504e54cd9b_FORMATO.png","Corinthians",1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"260",101484,17,294,"mei","6",1,2.45,-0.08,1.39,9,NA,"thonny-anderson","Thonny Anderson","T. Anderson","Thonny Anderson da Silva Carvalho","https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png","Coritiba",NA,NA,7,NA,NA,NA,NA,13,11,1,5,NA,NA,NA,55,NA,1,NA,NA,NA
"261",70451,17,294,"ata","6",0,1,0,0,0,NA,"william-alves","William Alves","W. Alves","William Alves de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/63b80e56373c995fe10a56cb06537c0a_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",103347,17,294,"lat","3",3.2,8.43,0.55,4.33,12,NA,"matheus-alexandre","Matheus Alexandre","M. Alexandre","Matheus Alexandre Anastácio de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png","Coritiba",2,NA,3,NA,NA,3,NA,38,12,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA
"263",99236,17,294,"mei","6",0,2.2,0,0,1,NA,"pablo-garcia","Pablo García","P. García","Pablo Javier García Lafluf","https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",51413,17,1371,"gol","7",6,12.83,-0.1,4.66,15,NA,"walter","Walter","Walter","Walter Leandro Capeloza Artune","https://s.glbimg.com/es/sde/f/2021/05/28/50f29a94dff6b578111f33d689953f3c_FORMATO.png","Cuiabá",NA,62,3,16,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",111408,17,264,"ata","6",0,1.47,0,0.27,3,NA,"felipe-augusto","Felipe Augusto","F. Augusto","Felipe Augusto da Silva","https://s.glbimg.com/es/sde/f/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png","Corinthians",NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",113157,17,294,"lat","6",0,1.08,0,-0.57,3,NA,"nathan","Nathan","Nathan","Nathan Gabriel de Souza Mendes","https://s.glbimg.com/es/sde/f/2022/05/12/de6b8729fcf47b68e0f72bfc25b2423e_FORMATO.png","Coritiba",1,NA,2,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,14,NA,1,NA,NA,NA
"267",104153,17,264,"mei","6",0,2,0,0,0,NA,"ruan","Ruan","Ruan","Ruan de Oliveira Ferreira","https://s.glbimg.com/es/sde/f/2022/04/27/9feb1a957a8cefce9300a34e82a63694_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",111682,17,264,"mei","6",1.5,7.69,-0.37,4.1,13,NA,"adson","Adson","Adson","Adson Ferreira Soares","https://s.glbimg.com/es/sde/f/2022/04/27/cbe4b4882cf981a4fee80eeb935042c8_FORMATO.png","Corinthians",1,NA,11,NA,NA,NA,NA,30,10,2,4,NA,2,NA,57,NA,NA,NA,NA,NA
"269",104530,17,294,"ata","7",0.6,14.42,-2.75,7.28,14,NA,"igor-paixao","Igor Paixão","I. Paixão","Igor Guilherme Barbosa da Paixão","https://s.glbimg.com/es/sde/f/2022/02/23/65a987228916ce13345ffe12d4846cff_FORMATO.png","Coritiba",2,NA,34,NA,NA,NA,4,14,5,8,19,2,4,NA,113,NA,NA,NA,NA,NA
"270",105585,17,264,"mei","2",6.6,2,1.12,0.41,8,NA,"roni","Roni","Roni","Roni Medeiros de Moura","https://s.glbimg.com/es/sde/f/2022/04/27/9ac611db40c304ebc00cbde504907104_FORMATO.png","Corinthians",3,NA,3,NA,1,NA,NA,5,6,2,1,1,NA,NA,16,NA,1,NA,NA,NA
"271",107554,17,294,"lat","7",0,3.71,-0.81,3.25,6,NA,"natanael","Natanael","Natanael","Natanael Moreira Milouski","https://s.glbimg.com/es/sde/f/2022/02/23/d16a948e2d2950b3b56d30d6433483a7_FORMATO.png","Coritiba",NA,NA,6,NA,NA,NA,1,12,1,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA
"272",104778,17,294,"ata","6",1.4,4.41,-1.36,3.28,12,NA,"adrian-martinez","Adrián Martínez","A. Martínez","Adrián Emmanuel Martínez","https://s.glbimg.com/es/sde/f/2022/04/13/99374bfd5efaa2edba1ce8eafae97d35_FORMATO.png","Coritiba",3,NA,4,NA,NA,NA,NA,6,11,5,2,NA,4,3,27,NA,NA,NA,NA,NA
"273",105584,17,264,"lat","7",-0.4,14.06,-0.91,5.64,14,NA,"lucas-piton","Lucas Piton","L. Piton","Lucas Piton Crivellaro","https://s.glbimg.com/es/sde/f/2022/04/27/5e2400e83a9c023428b3f8687c5f4a48_FORMATO.png","Corinthians",1,NA,3,NA,NA,7,3,27,15,NA,1,NA,1,NA,83,NA,NA,NA,NA,NA
"274",92180,17,290,"tec","7",5.54,6.15,0.34,3.55,16,NA,"jair-ventura","Jair Ventura","J. Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",107179,17,264,"gol","6",1,2.32,-0.21,0.67,3,NA,"matheus-donelli","Matheus Donelli","M. Donelli","Matheus Planelles Donelli","https://s.glbimg.com/es/sde/f/2022/04/27/4cbb74ff0b19a6f8303402150bc41a62_FORMATO.png","Corinthians",NA,8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
