"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DE","SG","GS","CA","FD","FF","FS","G","I","PI","DS","FC","A","CV","FT","PP","GC","PS","PC"
"69",68952,2,262,"ata","6",7.3,7.21,0.6,7.3,1,NA,"marinho","Marinho","Marinho","Mário Sérgio Santos Costa","https://s.glbimg.com/es/sde/f/2022/03/04/41fcb5bbede1bbd151970338810674db_FORMATO.jpeg","Flamengo",NA,NA,NA,1,NA,1,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA
"70",97341,2,276,"tec","7",2.14,11.8,-0.43,5.83,2,NA,"rogerio-ceni","Rogério Ceni","R. Ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",96684,2,276,"ata","6",0,5.68,0,-0.4,1,NA,"rigoni","Rigoni","Rigoni","Emiliano Ariel Rigoni","https://s.glbimg.com/es/sde/f/2022/03/01/f8d5029ee4e43d0050ec116c23af5c56_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"72",72524,2,290,"ata","5",0,6,0,0,0,NA,"nicolas","Nicolas","Nicolas","Nicolas Godinho Johann","https://s.glbimg.com/es/sde/f/2022/03/10/28a598dad4f678bae3aec06052037f1c_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",42116,2,266,"ata","6",0.9,4.76,-1.25,1,2,NA,"willian","Willian","Willian","Willian Gomes de Siqueira","https://s.glbimg.com/es/sde/f/2022/02/24/79c62366edb8a36ed104c73a2f413a3e_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA
"74",82792,2,280,"tec","7",9.85,11.01,2.13,6.65,2,NA,"mauricio-barbieri","Maurício Barbieri","M. Barbieri","Maurício Nogueira Barbieri","https://s.glbimg.com/es/sde/f/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",89840,2,276,"ata","7",10.1,29.11,3.28,18.6,2,NA,"calleri","Calleri","Calleri","Jonathan Calleri","https://s.glbimg.com/es/sde/f/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,2,5,4,3,4,2,2,NA,NA,NA,NA,NA,NA,NA
"76",69102,2,282,"ata","6",1.9,6.07,-1.26,1.5,2,NA,"vargas","Vargas","Vargas","Eduardo Jesús Vargas Rojas","https://s.glbimg.com/es/sde/f/2021/04/23/d29b68b56d66316606b2224987ab6846_FORMATO.png","Atlético-MG",NA,NA,NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",90309,2,285,"ata","6",0,8,0,0,0,NA,"david","David","David","David Correa da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/2bd5fca2e1d0dc67b0755602e00a7e66_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",91607,2,275,"ata","2",9.5,9.18,1.85,5.3,2,NA,"rony","Rony","Rony","Ronielson da Silva Barbosa","https://s.glbimg.com/es/sde/f/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,4,1,1,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"79",68833,2,277,"mei","6",0,7.2,0,-1.1,1,NA,"ricardo-goulart","Ricardo Goulart","R. Goulart","Ricardo Goulart Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/38ae8bd547bcc5a21f9bb3eaaa1d60c2_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"80",42135,2,264,"mei","6",1,18.79,-1.75,8.55,2,NA,"willian","Willian","Willian","Willian Borges da Silva","https://s.glbimg.com/es/sde/f/2021/09/09/58cf865acea9ec10e49e06337c7e7d4d_FORMATO.png","Corinthians",NA,NA,NA,NA,2,NA,1,NA,1,5,4,NA,2,NA,NA,NA,NA,NA,NA
"81",69034,2,264,"mei","6",0,14.53,0,9,1,NA,"paulinho","Paulinho","Paulinho","José Paulo Bezerra Maciel Júnior","https://s.glbimg.com/es/sde/f/2022/02/22/b7da1683ff41ffb17a22a301f538ac44_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"82",68920,2,275,"ata","7",2,9.42,-2.93,1.35,2,NA,"dudu","Dudu","Dudu","Eduardo Pereira Rodrigues","https://s.glbimg.com/es/sde/f/2022/02/21/f77c90a60a3c8354d3235d1b61be9208_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,1,2,NA,1,17,NA,1,NA,NA,1,NA,NA,NA,NA
"83",99815,2,266,"mei","7",-0.2,6.03,-1.3,1.95,2,NA,"arias","Arias","Arias","Jhon Adolfo Arias Andrade","https://s.glbimg.com/es/sde/f/2021/08/31/0340c9e32a5914738d36712836b267bb_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,2,4,NA,NA,12,2,3,NA,NA,NA,NA,NA,NA,NA
"84",116083,2,286,"gol","6",0,1,0,0,0,NA,"arthur","Arthur","Arthur","Arthur de Bem Ribas","https://s.glbimg.com/es/sde/f/2022/03/03/63f61e57755d004bee8679580bd46491_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",73384,2,266,"lat","6",0,7,0,0,0,NA,"samuel-xavier","Samuel Xavier","S. Xavier","Samuel Xavier Brito","https://s.glbimg.com/es/sde/f/2021/08/19/9a7d9e6cdec4404f9c27ca38ffaf4f19_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",90768,2,262,"zag","6",0,7,0,0,0,NA,"fabricio-bruno","Fabrício Bruno","F. Bruno","Fabrício Bruno Soares de Faria","https://s.glbimg.com/es/sde/f/2022/03/03/268758269234672c9981a28b831ae5cb_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",116447,2,356,"mei","6",0,1.65,0,0.5,1,NA,"hercules","Hércules","Hércules","Hércules Pereira do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/81f4c0990a69b56d3b74ca6d35292db9_FORMATO.png","Fortaleza",NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",112831,2,314,"ata","6",0,2,0,0,0,NA,"gustavo-santos","Gustavo Santos","G. Santos","Gustavo Santos Simões da Silva","https://s.glbimg.com/es/sde/f/2022/02/24/9a793f8d88106ebaa9639f638c89bc0b_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",115270,2,356,"zag","6",0,1,0,0,0,NA,"habraao","Habraão","Habraão","Habraão Lincon do Nascimento Saraiva","https://s.glbimg.com/es/sde/f/2022/02/25/52dea82d766362b1906e81c53e3a1768_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",111798,2,266,"ata","6",0,1,0,0,0,NA,"marcelinho","Marcelinho","Marcelinho","Marcelo Francine de Castro Feliciano","","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",116825,2,266,"lat","6",0,1,0,0,0,NA,"jhonny","Jhonny","Jhonny","Jhonny Cardinoti Pedro","https://s.glbimg.com/es/sde/f/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",111831,2,266,"ata","6",0,2,0,0,0,NA,"matheus-martins","Matheus Martins","M. Martins","Matheus Martins Silva dos Santos","https://s.glbimg.com/es/sde/f/2022/02/24/52cdea3c936aa96411d486880cef6e23_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",107044,2,266,"ata","6",0,1,0,0,0,NA,"alexandre-jesus","Alexandre Jesus","A. Jesus","Alexandre de Jesus Jeruzalem Júnior","https://s.glbimg.com/es/sde/f/2021/03/11/2cd0a3080b756150df221b41afd772f0_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",107226,2,356,"lat","6",0,4.23,0,5.4,1,NA,"vitor-ricardo","Vitor Ricardo","V. Ricardo","Vitor Ricardo Guerra Candido Wach","https://s.glbimg.com/es/sde/f/2022/02/25/f9c34555359e8b47ae00538231aa5bf8_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA
"95",107248,2,290,"gol","6",0,1,0,0,0,NA,"luis-felype","Luis Felype","L. Felype","Luis Felype Carvalho Ramos","https://s.glbimg.com/es/sde/f/2022/03/10/b251b4e9204de7aa45d81f7726caf298_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",117335,2,266,"ata","6",0,1,0,0,0,NA,"gabryel-martins","Gabryel Martins","G. Martins","Gabryel da Silva Martins",NA,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",110708,2,266,"gol","6",0,1,0,0,0,NA,"pedro-rangel","Pedro Rangel","P. Rangel","Pedro Felipe De Faria Rangel","https://s.glbimg.com/es/sde/f/2022/02/24/42afa9891ec69bb753c76f8d746939a9_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",116835,2,290,"ata","6",0,1,0,0,0,NA,"reginaldo","Reginaldo","Reginaldo","Reginaldo dos Santos Moreira","https://s.glbimg.com/es/sde/f/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",113252,2,327,"mei","6",0,1,0,0,0,NA,"kevyn","Kevyn ","Kevyn ","Kevyn da Silva Soares","https://s.glbimg.com/es/sde/f/2021/04/30/032e557b820f29db1c46c062515fef99_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",110727,2,282,"mei","6",2.9,2.55,0.55,2.9,1,NA,"rubens","Rubens","Rubens","Rubens Antônio Dias","https://s.glbimg.com/es/sde/f/2022/02/27/ff3b3e061076be1ac8780a1fb32377ae_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,2,NA,NA,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA
"101",111791,2,280,"zag","6",0,2,0,0,0,NA,"henrique-halls","Henrique Halls","H. Halls","Henrique Halls Rocha da Silva","https://s.glbimg.com/es/sde/f/2022/04/07/1002037b68cbfda80e62c668391f6be7_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",97908,2,263,"mei","7",3.2,5.6,0.18,2.7,2,NA,"luis-oyama","Luís Oyama","L. Oyama","Luís Felipe Oyama","https://s.glbimg.com/es/sde/f/2022/03/25/268b1a146aebc4fb25bbcc38654f08b0_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,1,5,NA,NA,9,3,2,NA,NA,NA,NA,NA,NA,NA
"103",87262,2,277,"mei","6",0.8,5.16,-0.26,2.5,2,NA,"willian-maranhao","Willian Maranhão","W. Maranhão","Willian Marlon Ferreira Moraes","https://s.glbimg.com/es/sde/f/2022/03/25/593ee3a7e1faac36e8519aa86b2922e9_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,2,NA,NA,NA,NA,NA,NA,NA
"104",111332,2,286,"mei","6",0,1,0,0,0,NA,"kelvi","Kelvi","Kelvi","Kelvi Chiesa Gomes","https://s.glbimg.com/es/sde/f/2022/03/03/d27c52d692c0df1d01ecb1f7a298b40a_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",97448,2,286,"zag","6",0,0.66,0,-3.1,1,NA,"thalisson-kelven","Thalisson Kelven","T. Kelven","Thalisson Kelven da Silva","https://s.glbimg.com/es/sde/f/2022/03/24/5003d976abc2848d0ded5ed466986ba3_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"106",108946,2,263,"ata","7",13.2,10.86,4.12,8.2,2,NA,"victor-sa","Victor Sá","V. Sá","João Victor Santos Sá","https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,1,3,1,NA,11,6,NA,NA,NA,NA,NA,NA,NA,NA
"107",50297,2,290,"zag","7",3.8,5.64,-0.36,3.8,1,NA,"sidnei","Sidnei","Sidnei","Sidnei Rechel da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/04/15/3d187564c0046c624f9e7117288f3283_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"108",40990,2,354,"tec","7",1.67,6.5,-0.56,2.68,2,NA,"dorival-junior","Dorival Júnior","D. Júnior","Dorival Silvestre Júnior","https://s.glbimg.com/es/sde/f/2022/03/28/d28c444ff6eaf5f7b58d9f2ef2bd5075_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",88037,2,263,"tec","7",6.4,7.13,2.01,5.08,2,NA,"luis-castro","Luís Castro","L. Castro","Luís Manuel Ribeiro de Castro","https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",71691,2,286,"ata","6",0,9.25,0,9,1,NA,"oscar-ruiz","Óscar Ruíz","Ã. Ruíz","Óscar Ramón Ruiz Roa","https://s.glbimg.com/es/sde/f/2022/03/29/898734e22fa875d79527394af4789eeb_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"111",82640,2,286,"ata","7",-1.7,7.03,-1.03,3.25,2,NA,"paulinho-moccelin","Paulinho Moccelin","P. Moccelin","Paulo Roberto Moccelin","https://s.glbimg.com/es/sde/f/2022/03/28/14a09169dc180c16b6d92687a244b03f_FORMATO.png","Juventude",NA,NA,NA,NA,1,1,4,NA,NA,17,7,4,NA,1,NA,NA,NA,NA,NA
"112",104074,2,276,"zag","6",0,2,0,0,0,NA,"walce","Walce","Walce","Walce da Silva Costa Filho","https://s.glbimg.com/es/sde/f/2022/03/01/42769c38f612d4af2143de3132ce1cec_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",105171,2,294,"ata","6",0,4.69,0,2.1,1,NA,"fabricio","Fabrício","Fabrício","Fabrício Daniel de Souza","https://s.glbimg.com/es/sde/f/2022/03/28/f0649db7ef628f37d591d13a7698494f_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"114",104681,2,356,"ata","6",0,2,0,0,0,NA,"gabriel-silva","Gabriel Silva","G. Silva","Gabriel Santos Silva","https://s.glbimg.com/es/sde/f/2022/03/29/208d9eaf6488734e37ec5ee3a9192684_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",102928,2,293,"ata","7",-0.6,3.62,-1.66,0.2,2,NA,"canobbio","Canobbio","Canobbio","Agustín Canobbio Graviz","https://s.glbimg.com/es/sde/f/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,1,NA,NA,10,1,1,NA,NA,NA,NA,NA,NA,NA
"116",115674,2,282,"gol","6",0,1,0,0,0,NA,"gabriel-delfim","Gabriel Delfim","G. Delfim","Gabriel Delfim Ferreira","https://s.glbimg.com/es/sde/f/2022/02/27/192a6009f49a6f95cb87a204adc96456_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",110235,2,263,"ata","6",0,1,0,0,0,NA,"vitinho","Vitinho","Vitinho","João Victor Vaz Lopes Pinto","https://s.glbimg.com/es/sde/f/2022/02/21/06f62207594681a2c0cf91f05c7c0ee9_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",73850,2,327,"ata","6",0,5,0,0,0,NA,"aloisio","Aloísio","Aloísio","Aloísio dos Santos Gonçalves","https://s.glbimg.com/es/sde/f/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",99214,2,277,"mei","7",2.3,6.14,0.39,3.5,2,NA,"rodrigo-fernandez","Rodrigo Fernández","R. Fernández","Rodrigo Fernández Cedrés","https://s.glbimg.com/es/sde/f/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png","Santos",NA,NA,NA,NA,NA,1,NA,NA,NA,4,7,6,NA,NA,NA,NA,NA,NA,NA
"120",94154,2,264,"mei","7",3.1,6.29,-0.05,2.85,2,NA,"maycon","Maycon","Maycon","Maycon de Andrade Barberan","https://s.glbimg.com/es/sde/f/2022/04/10/370bf74e05a200ff1bdbfe59273bf266_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,2,2,NA,NA,8,4,3,NA,NA,NA,NA,NA,NA,NA
"121",88393,2,262,"lat","6",0,6,0,0,0,NA,"ayrton-lucas","Ayrton Lucas","A. Lucas","Ayrton Lucas Dantas de Medeiros","https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",60819,2,293,"zag","6",0,4,0,0,0,NA,"dede","Dedé","Dedé","Anderson Vital da Silva","https://s.glbimg.com/es/sde/f/2022/03/31/f4e46346ca5d28ae8ddcac536b72bd0f_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",91242,2,373,"ata","6",0,4,0,0,0,NA,"leandro-barcia","Leandro Barcia","L. Barcia","Leandro Barcia Montero","https://s.glbimg.com/es/sde/f/2022/03/03/52a61323aeb994d29babaa5e3cda83f7_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",100074,2,277,"ata","7",1.1,6.46,-0.28,3.15,2,NA,"jhojan-julio","Jhojan Julio","J. Julio","Jhojan Esmaides Julio Palacios","https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,6,NA,2,10,6,9,NA,NA,NA,NA,NA,NA,NA
"125",79113,2,263,"zag","6",0,9,0,0,0,NA,"victor-cuesta","Víctor Cuesta","V. Cuesta","Víctor Leandro Cuesta","https://s.glbimg.com/es/sde/f/2022/04/13/4f3258f391a28a24859ea19abee67739_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",113250,2,327,"gol","6",0,1,0,0,0,NA,"cassio","Cássio","Cássio","José Cássio Meneses da Costa ","https://s.glbimg.com/es/sde/f/2021/04/30/654d03002d98b0dabf6606ac306a2158_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",102906,2,293,"gol","6",0,3,0,0,0,NA,"anderson","Anderson","Anderson","Anderson Silva da Paixão","https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",107183,2,293,"gol","6",0,2,0,0,0,NA,"leo-linck","Léo Linck","L. Linck","Léo Matias Baiersdorf Linck","https://s.glbimg.com/es/sde/f/2021/04/14/31751fba3a98d772473dace237a4be33_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",101960,2,293,"ata","7",2.4,3.83,-0.27,1.3,2,NA,"vitinho","Vitinho","Vitinho","Vitor Hugo Naum dos Santos","https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,1,5,NA,1,9,1,3,NA,NA,NA,NA,NA,NA,NA
"130",115247,2,275,"gol","6",0,1,0,0,0,NA,"kaique","Kaique","Kaique","Kaique Pereira Azarias","https://s.glbimg.com/es/sde/f/2022/04/06/42c5ad338bd56af0c7eeb86e91a85304_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",98496,2,1371,"gol","6",0,1,0,0,0,NA,"vinicius","Vinícius","Vinícius","Vinícius Teodoro Barreta Melo","https://s.glbimg.com/es/sde/f/2022/02/23/7e55afddc960930adc82975477d86b1a_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",98888,2,314,"gol","6",0,1,0,0,0,NA,"claudio-vitor","Cláudio Vitor","C. Vitor","Cláudio Vitor Morais de Lima Cruz","https://s.glbimg.com/es/sde/f/2022/02/21/5b3e266e38c6e96d2301a3aac76f74d2_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",111837,2,266,"gol","6",0,1,0,0,0,NA,"gustavo-ramalho","Gustavo Ramalho","G. Ramalho","Gustavo Ramalho Bremer Pinto","https://s.glbimg.com/es/sde/f/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",110602,2,277,"gol","6",0,1,0,0,0,NA,"paulo-mazoti","Paulo Mazoti","P. Mazoti","Paulo Mazoti Azevedo","https://s.glbimg.com/es/sde/f/2022/03/03/acc0c5c373b2459a4b3a99ca631b2775_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",111683,2,285,"gol","6",0,1,0,0,0,NA,"anthoni","Anthoni","Anthoni","Anthoni Spier Souza","https://s.glbimg.com/es/sde/f/2022/04/02/d7662e4b332b33563f9ad8c3f24b42d2_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",111172,2,327,"gol","6",0,1,0,0,0,NA,"robson","Robson","Robson","Robson Luiz dos Santos Nascimento","https://s.glbimg.com/es/sde/f/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",110988,2,373,"gol","6",0,1,0,0,0,NA,"breno","Breno","Breno","Breno Boeno","https://s.glbimg.com/es/sde/f/2021/04/20/f8adf8de4a79345e0b300d60c1ac6d67_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",110698,2,293,"gol","6",0,1,0,0,0,NA,"mycael","Mycael","Mycael","Mycael Pontes Moreira","https://s.glbimg.com/es/sde/f/2021/04/14/98c652f250d877eb7675405f476eed48_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",110775,2,294,"gol","6",0,1,0,0,0,NA,"marcao","Marcão","Marcão","Marco Antônio Amorim de Oliveira Montes","https://s.glbimg.com/es/sde/f/2022/02/23/9af5466c91b9b05942f53c8d397eea94_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",110624,2,275,"gol","6",0,1,0,0,0,NA,"mateus","Mateus","Mateus","Mateus Oliveira Mendes","https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",72580,2,327,"gol","5",0,7,0,0,0,NA,"matheus-cavichioli","Matheus Cavichioli","M. Cavichioli","Matheus Fernando Cavichioli","https://s.glbimg.com/es/sde/f/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",37646,2,314,"zag","6",0,5,0,0,0,NA,"betao","Betão","Betão","Ebert William Amâncio","https://s.glbimg.com/es/sde/f/2022/02/21/8a36692931fbcb825d6a43d312fbb2e6_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",110251,2,293,"gol","6",0,1,0,0,0,NA,"gabriel-pereira","Gabriel Pereira","G. Pereira","Gabriel Roberto Pereira","https://s.glbimg.com/es/sde/f/2022/03/08/7f21f0709f996419a0abebf800f4078d_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
