,atletas.clube_id,atletas.preco_num,atletas.pontos_num,atletas.media_num,atletas.apelido,atletas.status_id,atletas.rodada_id,atletas.slug,atletas.posicao_id,atletas.jogos_num,atletas.foto,atletas.variacao_num,atletas.nome,atletas.atleta_id,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.apelido_abreviado,A,CA,DS,FC,FD,FF,FS,FT,G,I,PI,PP,DE,DP,GC,GS,PC,SG,CV,PS
391,276,3.86,0.0,1.21,Gabriel,6,37,gabriel,4,10,https://s.glbimg.com/es/sde/f/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,0.0,Gabriel Neves Perdomo,98976,São Paulo,,Gabriel,,4.0,19.0,11.0,,,1.0,,,,39.0,,,,,,,,,
392,277,6.16,0.0,3.64,Lucas Braga,6,37,lucas-braga,5,32,https://s.glbimg.com/es/sde/f/2022/03/03/a3607db4d71e6018951bfe51c702fb1a_FORMATO.png,0.0,Lucas Braga Ribeiro,99119,Santos,,L. Braga,1.0,3.0,26.0,23.0,14.0,14.0,66.0,,5.0,3.0,110.0,,,,,,,,,
393,277,5.44,2.2,2.09,Rodrigo Fernández,7,37,rodrigo-fernandez,4,26,https://s.glbimg.com/es/sde/f/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,0.44,Rodrigo Fernández Cedrés,99214,Santos,,R. Fernández,,12.0,69.0,71.0,2.0,9.0,22.0,,,,133.0,,,,,,2.0,,,
394,294,2.2,0.0,0.0,Pablo García,6,37,pablo-garcia,4,1,https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png,0.0,Pablo Javier García Lafluf,99236,Coritiba,,P. García,,,,,,,,,,,,,,,,,,,,
395,373,2.06,2.5,1.88,Diego Loureiro,7,37,diego-loureiro,1,4,https://s.glbimg.com/es/sde/f/2022/08/16/0d6ff68525592d2d97d4cedb5317c66b_FORMATO.png,-0.22,Diego Terra Loureiro,99430,Atlético-GO,,D. Loureiro,,1.0,,,,,1.0,,,,,,12.0,,,4.0,,,,
396,373,8.61,7.5,4.33,Baralhas,3,37,baralhas,4,30,https://s.glbimg.com/es/sde/f/2022/03/03/23016221adbd611a74993ecdc84843f5_FORMATO.png,0.82,Gabriel Baralhas dos Santos,99440,Atlético-GO,,Baralhas,2.0,12.0,66.0,40.0,11.0,20.0,17.0,2.0,4.0,,102.0,,,,,,1.0,,,
397,314,3.0,0.0,0.0,Igor Bohn,6,37,igor-bohn,1,0,https://s.sde.globo.com/media/person_role/2022/07/28/d97bc45782baf456d1b40b1d16ed352c_FORMATO.png,0.0,Igor José Bohn,99573,Avaí,,I. Bohn,,,,,,,,,,,,,,,,,,,,
398,290,2.0,0.0,0.0,Arthur,6,37,arthur,3,0,https://s.glbimg.com/es/sde/f/2022/06/27/cfeea87e1e558108c5c50dfd084e1f04_FORMATO.png,0.0,Arthur Henrique Vieira Araújo,99670,Goiás,,Arthur,,,,,,,,,,,,,,,,,,,,
399,266,8.0,3.6,4.59,Arias,7,37,arias,4,31,https://s.sde.globo.com/media/person_role/2022/04/20/d97a4c4cc239d983ba72d755e77a671d_FORMATO.png,0.51,Jhon Adolfo Arias Andrade,99815,Fluminense,,Arias,8.0,5.0,38.0,46.0,10.0,14.0,46.0,,7.0,3.0,266.0,,,,,,,,,
400,327,2.0,0.0,0.0,Léo Passos,6,37,leo-passos,5,0,https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png,0.0,Leonardo da Silva Passos,99878,América-MG,,L. Passos,,,,,,,,,,,,,,,,,,,,
401,277,4.87,0.0,2.12,Jhojan Julio,6,37,jhojan-julio,5,12,https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png,-0.53,Jhojan Esmaides Julio Palacios,100074,Santos,,J. Julio,1.0,2.0,17.0,20.0,2.0,2.0,18.0,,,3.0,47.0,,,,,,,,,
402,282,12.14,0.4,5.07,Zaracho,7,37,zaracho,4,23,https://s.glbimg.com/es/sde/f/2022/07/15/2298d241c4ec2d5e60d0b370bba36921_FORMATO.png,-0.74,Federico Matías Javier Zaracho,100079,Atlético-MG,,Zaracho,2.0,2.0,58.0,31.0,8.0,15.0,24.0,3.0,2.0,1.0,99.0,,,,,,,,,
403,276,4.99,0.0,1.46,Igor Gomes,7,37,igor-gomes,4,29,https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png,0.0,Igor Silveira Gomes,100084,São Paulo,,I. Gomes,3.0,3.0,28.0,30.0,4.0,10.0,24.0,,,2.0,156.0,,,,,,,,1.0,
404,286,3.24,-0.2,1.41,Felipe Pires,7,37,felipe-pires,5,11,https://s.glbimg.com/es/sde/f/2022/08/06/f016d3ea4f1bdceef28512d7bf47fd36_FORMATO.png,-0.31,Felipe Augusto Rodrigues Pires,100289,Juventude,,F. Pires,2.0,6.0,3.0,14.0,3.0,5.0,16.0,,,3.0,32.0,,,,,,,,,
405,264,11.7,14.4,5.08,Yuri Alberto,7,37,yuri-alberto,5,17,https://s.sde.globo.com/media/person_role/2022/06/29/f38436c0ef035f0395ad96c1c09a1d6e_FORMATO.png,0.51,Yuri Alberto Monteiro da Silva,100652,Corinthians,,Y. Alberto,1.0,2.0,12.0,25.0,10.0,11.0,24.0,,7.0,5.0,86.0,,,,,,,,1.0,
406,285,3.73,0.0,1.06,Liziero,6,37,liziero,4,14,https://s.glbimg.com/es/sde/f/2022/04/02/68d5b0b8c93444cf3f88161d109fe461_FORMATO.png,0.0,Igor Matheus Liziero Pereira ,100761,Internacional,,Liziero,,3.0,17.0,15.0,,,10.0,,,,31.0,,,,,,,,,
407,314,8.71,0.0,5.04,Bissoli,6,37,bissoli,5,30,https://s.sde.globo.com/media/person_role/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png,0.0,Guilherme Bissoli Campos,100762,Avaí,,Bissoli,,6.0,20.0,52.0,11.0,22.0,27.0,1.0,14.0,11.0,108.0,,,,,,,,,1.0
408,280,10.07,1.9,5.86,Luan Cândido,7,37,luan-candido,2,30,https://s.sde.globo.com/media/person_role/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,-0.73,Luan Cândido de Almeida,100848,Bragantino,,L. Cândido,2.0,4.0,35.0,36.0,17.0,29.0,13.0,2.0,11.0,8.0,245.0,,,,,,4.0,6.0,2.0,
409,327,3.82,0.5,2.11,Conti,7,37,conti,3,22,https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png,-0.13,Germán Andrés Conti,100943,América-MG,,Conti,,1.0,21.0,13.0,2.0,6.0,2.0,,,,69.0,,,,,,,5.0,,
410,356,2.55,0.8,0.7,Ronald,6,37,ronald,4,19,https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png,0.1,Ronald dos Santos Lopes,100969,Fortaleza,,Ronald,,5.0,21.0,22.0,1.0,1.0,8.0,,,,62.0,,,,,,,,,
411,263,8.77,5.5,4.09,Júnior Santos,7,37,junior-santos,5,14,https://s.glbimg.com/es/sde/f/2022/08/16/b90d064488716f8526c5c2519944eceb_FORMATO.png,0.32,José Antonio dos Santos Júnior,101002,Botafogo,,J. Santos,2.0,,19.0,17.0,5.0,14.0,11.0,2.0,1.0,4.0,58.0,,,,,,1.0,,,
412,290,7.62,3.4,4.03,Diego,7,37,diego,4,32,https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png,-0.39,Jackson Diego Ibrahim Fagundes,101027,Goiás,,Diego,5.0,4.0,63.0,31.0,2.0,10.0,75.0,,2.0,1.0,228.0,,,,,,,,,1.0
413,314,1.52,0.0,-1.25,Diego Matos,6,37,diego-matos,2,2,https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png,0.0,Diego Daniel Rodrigues de Matos,101036,Avaí,,D. Matos,,,2.0,2.0,,,,,,,13.0,,,,,,,,1.0,
414,1371,2.61,0.4,1.18,Felipe Marques,6,37,felipe-marques,5,22,https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png,-0.2,Felipe Marques da Silva,101054,Cuiabá,,F. Marques,1.0,1.0,13.0,11.0,4.0,4.0,16.0,,,4.0,67.0,,,,,,,,,1.0
415,290,5.32,0.0,5.5,Danilo Cardoso,6,37,danilo-cardoso,3,4,https://s.glbimg.com/es/sde/f/2022/08/02/c396b10bc3e37dd7731bf8715e8279e0_FORMATO.png,0.0,Danilo Cardoso Novais da Silva,101155,Goiás,,D. Cardoso,,,2.0,2.0,1.0,1.0,1.0,,1.0,,3.0,,,,,,,2.0,,
416,294,13.2,21.6,5.28,Alef Manga,7,37,alef-manga,5,33,https://s.sde.globo.com/media/person_role/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png,1.81,Alef Mangueira Severino Pereira,101254,Coritiba,,A. Manga,5.0,11.0,42.0,30.0,23.0,28.0,19.0,3.0,9.0,22.0,193.0,,,,,,,,,
417,282,9.51,-0.3,2.73,Ademir,6,37,ademir,5,32,https://s.glbimg.com/es/sde/f/2022/07/15/bcc9ab9fbdafb24cad6b5c34a3a4e9a7_FORMATO.png,-0.84,Ademir da Silva Santos Júnior,101314,Atlético-MG,,Ademir,1.0,4.0,30.0,19.0,8.0,16.0,55.0,2.0,1.0,13.0,73.0,,,,,,,,,1.0
418,282,8.24,0.0,5.0,Guga,6,37,guga,2,19,https://s.glbimg.com/es/sde/f/2022/07/15/627768175034855e87f15e0a373b34b8_FORMATO.png,0.0,Cláudio Rodrigues Gomes,101319,Atlético-MG,,Guga,1.0,1.0,52.0,19.0,1.0,8.0,18.0,,,1.0,171.0,,,,,,,7.0,,
419,294,2.39,0.0,1.4,Thonny Anderson,6,37,thonny-anderson,4,17,https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png,0.0,Thonny Anderson da Silva Carvalho,101484,Coritiba,,T. Anderson,1.0,2.0,22.0,17.0,1.0,7.0,14.0,,,,83.0,,,,,,,,2.0,
420,1371,6.1,0.0,3.17,Pepê,6,37,pepe,4,29,https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png,0.0,João Pedro Vilardi Pinto,101573,Cuiabá,,Pepê,,4.0,60.0,38.0,9.0,14.0,42.0,,1.0,,162.0,,,,,,,,,
421,262,3.13,0.0,1.65,Hugo Souza,6,37,hugo-souza,1,13,https://s.glbimg.com/es/sde/f/2022/03/04/f29cb0d7b60a53cf87b5131d4fcf8d45_FORMATO.png,-0.38,Hugo de Souza Nogueira,101574,Flamengo,,H. Souza,,3.0,2.0,,,,,,,,,,33.0,,,16.0,,1.0,,
422,264,5.16,0.0,4.32,Robson Bambu,6,37,robson-bambu,3,6,https://s.glbimg.com/es/sde/f/2022/04/27/44c60f9696fad0a8a8156b8192e4af04_FORMATO.png,0.0,Robson Alves de Barros,101579,Corinthians,,R. Bambu,,,9.0,2.0,,,4.0,,,,13.0,,,,,,,3.0,,
423,293,6.09,0.0,2.42,Hugo Moura,6,37,hugo-moura,4,24,https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png,0.0,Hugo Moura Arruda da Silva,101594,Athlético-PR,,H. Moura,,5.0,48.0,29.0,5.0,5.0,19.0,,1.0,1.0,84.0,,,,,,2.0,,1.0,
424,286,3.0,0.0,1.43,Vitor Gabriel,6,37,vitor-gabriel,5,20,https://s.glbimg.com/es/sde/f/2022/03/03/0744b4a85cead311d99a4c1d6d279b39_FORMATO.png,0.0,Vitor Gabriel Claudino Rego Ferreira,101596,Juventude,,V. Gabriel,,6.0,5.0,26.0,11.0,8.0,11.0,,2.0,3.0,46.0,,,,,,,,,
425,280,2.35,1.1,1.02,Ramon,6,37,ramon,2,13,https://s.glbimg.com/es/sde/f/2022/05/10/5ffd61aa5589cf28ad0820b15df29250_FORMATO.png,0.09,Ramon Ramos Lima,101597,Bragantino,,Ramon,1.0,2.0,10.0,10.0,2.0,2.0,7.0,,,,83.0,,,,,,,1.0,1.0,
426,277,3.42,0.0,4.5,Alex,5,37,alex,3,3,https://s.glbimg.com/es/sde/f/2021/05/04/14060d89e54c755512bce4ee1bd0d8fd_FORMATO.png,0.0,Alex de Oliveira Nascimento,101600,Santos,,Alex,,,6.0,1.0,1.0,,2.0,,,,6.0,,,,,,,1.0,,
427,290,2.73,0.0,1.22,Caio,5,37,caio,4,26,https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png,0.0,Caio Vinicius da Conceição,101601,Goiás,,Caio,,7.0,37.0,41.0,1.0,4.0,27.0,,,1.0,70.0,,,,,,1.0,,1.0,
428,373,3.43,0.0,0.85,Rhaldney,6,37,rhaldney,4,6,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_qqr85qd.png,0.0,Rhaldney Norberto Simião Gomes,101666,Atlético-GO,,Rhaldney,,1.0,5.0,5.0,,2.0,2.0,,,,10.0,,,,,,,,,
429,266,1.0,0.0,0.0,João Pedro,6,37,joao-pedro,4,0,https://s.sde.globo.com/media/person_role/2022/09/21/photo_FORMATO_qPozky6.png,0.0,João Pedro Florêncio Barbosa,101685,Fluminense,,J. Pedro,,,,,,,,,,,,,,,,,,,,
430,277,5.33,0.0,3.16,Felipe Jonatan,6,37,felipe-jonatan,2,24,https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png,0.0,Felipe Jonatan Rocha Andrade,101708,Santos,,F. Jonatan,2.0,3.0,30.0,24.0,5.0,9.0,17.0,,,1.0,216.0,,,,,,,8.0,,
431,280,5.92,1.2,4.66,Alerrandro,6,37,alerrandro,5,18,https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,0.12,Alerrandro Barra Mansa Realino de Souza,101715,Bragantino,,Alerrandro,,2.0,8.0,11.0,12.0,13.0,14.0,1.0,6.0,4.0,27.0,,,,,,,,,
432,266,4.24,0.0,1.07,Marrony,6,37,marrony,5,10,https://s.glbimg.com/es/sde/f/2022/07/07/cf3959cd704eeabb2140114fefee94eb_FORMATO.png,0.0,Marrony da Silva Liberato,101717,Fluminense,,Marrony,,1.0,8.0,4.0,1.0,2.0,11.0,,,,19.0,,,,,,,,1.0,
433,290,0.73,0.0,0.0,Matheusinho,6,37,matheusinho,5,1,https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png,0.0,Matheus Santos Soares,101725,Goiás,,Matheusinho,,,,,,,,,,,,,,,,,,,,
434,262,8.73,10.7,4.24,Matheuzinho,6,37,matheuzinho,2,26,https://s.glbimg.com/es/sde/f/2022/04/25/f8b82a43e5e935dc7a17f7f142575c55_FORMATO.png,1.66,Matheus França Silva,101727,Flamengo,,Matheuzinho,2.0,4.0,56.0,21.0,1.0,7.0,14.0,,1.0,,174.0,,,,,,1.0,8.0,,
435,276,7.08,0.0,2.36,Diego,6,37,diego,3,20,https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,0.0,Diego Henrique Costa Barbosa,101728,São Paulo,,Diego,,7.0,39.0,33.0,,4.0,9.0,,,,94.0,,,,,,1.0,4.0,,
436,354,3.47,0.0,2.29,Guilherme Castilho,6,37,guilherme-castilho,4,16,https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png,0.0,Guilherme Castilho Carvalho,101798,Ceará,,G. Castilho,1.0,2.0,15.0,16.0,3.0,5.0,12.0,2.0,1.0,1.0,70.0,,,,,,,,,
437,293,4.22,1.9,2.49,Vitinho,2,37,vitinho,5,23,https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png,-0.12,Vitor Hugo Naum dos Santos,101960,Athlético-PR,,Vitinho,,1.0,12.0,22.0,13.0,18.0,25.0,1.0,2.0,6.0,72.0,,,,,,,,1.0,
438,356,11.07,10.5,5.76,Brítez,7,37,britez,2,19,https://s.glbimg.com/es/sde/f/2022/07/16/933d90afd9fed6c8f8426f4c450f232e_FORMATO.png,1.29,Emanuel Fermín Brítez,101995,Fortaleza,,Brítez,3.0,1.0,43.0,36.0,1.0,6.0,11.0,,1.0,3.0,145.0,,,,,,,10.0,,
439,285,4.98,0.0,1.69,Braian Romero,6,37,braian-romero,5,15,https://s.glbimg.com/es/sde/f/2022/07/29/d2bcddb0a2e0d7cc5c363b5a72f8c39d_FORMATO.png,0.0,Braian Ezequiel Romero,101997,Internacional,,B. Romero,,1.0,8.0,8.0,3.0,6.0,8.0,,1.0,1.0,11.0,,,,,,,,,
440,264,1.86,0.0,0.1,Xavier,6,37,xavier,4,5,https://s.glbimg.com/es/sde/f/2022/04/27/695e017b3a4e70b82e28dd504e54cd9b_FORMATO.png,0.0,João Vitor Xavier de Almeida,102067,Corinthians,,Xavier,,1.0,2.0,2.0,,,,,,,3.0,,,,,,,,,
441,275,9.09,0.0,5.87,Piquerez,7,37,piquerez,2,24,https://s.sde.globo.com/media/person_role/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,0.0,Joaquín Piquerez Moreira,102130,Palmeiras,,Piquerez,2.0,4.0,57.0,19.0,5.0,11.0,19.0,,,,163.0,,,,,,1.0,13.0,,
442,290,3.35,-0.3,2.47,Lucas Halter,7,37,lucas-halter,3,15,https://s.glbimg.com/es/sde/f/2022/08/02/9cc3cba8dbd74e03b0471fdcd2c66414_FORMATO.png,-1.76,Lucas Halter,102253,Goiás,,L. Halter,,2.0,11.0,7.0,3.0,3.0,2.0,2.0,,,50.0,,,,,,,4.0,,
443,275,2.0,0.0,0.0,Luan Silva,6,37,luan-silva,5,0,https://s.glbimg.com/es/sde/f/2022/02/21/5b2d607b7868aa4b0e2f6d3bc4884981_FORMATO.png,0.0,Luan Silva dos Santos,102295,Palmeiras,,L. Silva,,,,,,,,,,,,,,,,,,,,
444,285,6.0,0.0,0.0,Mikael,6,37,mikael,5,0,https://s.glbimg.com/es/sde/f/2022/07/28/db7bd8471d05f588d15b51c836794a5a_FORMATO.png,0.0,Mikael Filipe Viana,102299,Internacional,,Mikael,,,,,,,,,,,,,,,,,,,,
445,293,2.0,0.0,0.0,Bruno Leite,6,37,bruno-leite,4,0,https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png,0.0,Bruno da Silva Costa Leite,102301,Athlético-PR,,B. Leite,,,,,,,,,,,,,,,,,,,,
446,293,4.34,0.7,3.16,Matheus Felipe,2,37,matheus-felipe,3,21,https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png,-0.19,Matheus Felipe Santos Nascimento,102310,Athlético-PR,,M. Felipe,,3.0,27.0,16.0,2.0,,4.0,,1.0,,58.0,,,,,,,7.0,,
447,266,4.9,0.0,2.6,Caio Paulista,6,37,caio-paulista,5,27,https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png,0.0,Caio Fernando de Oliveira,102318,Fluminense,,C. Paulista,3.0,3.0,26.0,10.0,9.0,12.0,23.0,2.0,1.0,2.0,129.0,,,,,,,,1.0,
448,354,1.98,0.0,-0.05,Kelvyn,6,37,kelvyn,2,2,https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png,0.0,Kelvyn Ramos da Fonseca,102464,Ceará,,Kelvyn,,,1.0,2.0,,,,,,,7.0,,,,,,,,,
449,327,4.91,0.0,2.15,Mastriani,2,37,mastriani,5,11,https://s.glbimg.com/es/sde/f/2022/08/10/2c133460f6f214aed522ba40302a5c33_FORMATO.png,-0.84,Gonzalo Mathías Mastriani Borges,102561,América-MG,,Mastriani,1.0,1.0,4.0,9.0,3.0,1.0,6.0,1.0,1.0,1.0,17.0,,,,,,,,,1.0
450,290,4.0,0.0,0.0,Miguel Figueira,6,37,miguel-figueira,4,0,https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png,0.0,Miguel Ferreira Damasceno,102565,Goiás,,M. Figueira,,,,,,,,,,,,,,,,,,,,
451,263,2.38,0.0,0.6,Jonathan Silva,6,37,jonathan-silva,2,1,https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png,0.0,Jonathan Silva Vieira,102597,Botafogo,,J. Silva,,,1.0,1.0,,,,,,,3.0,,,,,,,,,
452,280,5.42,0.0,2.61,Helinho,7,37,helinho,5,29,https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,0.0,Hélio Júnio Nunes de Castro,102598,Bragantino,,Helinho,1.0,7.0,25.0,32.0,9.0,19.0,21.0,2.0,4.0,4.0,167.0,,,,,,,,,
453,293,2.0,0.0,0.0,Julimar,5,37,julimar,5,0,https://s.glbimg.com/es/sde/f/2021/02/20/de210ca4fcb3c0000bf820510f8926b3_FORMATO.png,0.0,Julimar Silva Oliveira Júnior,102796,Athlético-PR,,Julimar,,,,,,,,,,,,,,,,,,,,
454,293,10.97,9.4,5.09,Terans,7,37,terans,4,30,https://s.sde.globo.com/media/person_role/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png,1.07,Miguel David Terans Pérez,102878,Athlético-PR,,Terans,3.0,3.0,13.0,23.0,18.0,32.0,20.0,1.0,12.0,6.0,197.0,1.0,,,,,,,,
455,290,1.0,0.0,0.0,Márcio,6,37,marcio,1,0,https://s.sde.globo.com/media/person_role/2021/01/28/b766352d6d7ffa86eccd7248414a6839_220x220.png,0.0,Márcio Victor da Silva,102885,Goiás,,Márcio,,,,,,,,,,,,,,,,,,,,
456,293,2.98,0.0,5.37,Anderson,6,37,anderson,1,4,https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png,0.0,Anderson Silva da Paixão,102906,Athlético-PR,,Anderson,,1.0,,,,,1.0,,,,,,19.0,,,7.0,,2.0,,
457,276,4.34,0.0,2.1,Luan,6,37,luan,4,4,https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,0.0,Luan Vinícius da Silva Santos ,102909,São Paulo,,Luan,,1.0,2.0,1.0,,,,,1.0,,7.0,,,,,,,,,
458,293,5.33,0.0,2.27,Canobbio,6,37,canobbio,5,24,https://s.sde.globo.com/media/person_role/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png,0.0,Agustín Canobbio Graviz,102928,Athlético-PR,,Canobbio,,2.0,23.0,25.0,3.0,9.0,32.0,1.0,2.0,3.0,103.0,,,,,,,,,1.0
459,354,4.25,0.0,1.22,Lucas Ribeiro,5,37,lucas-ribeiro,3,9,https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png,0.0,Lucas Ribeiro dos Santos,103088,Ceará,,L. Ribeiro,,2.0,1.0,7.0,,1.0,5.0,,1.0,,25.0,,,,,,,1.0,,
460,314,1.54,0.0,0.81,Rodrigo Freitas,6,37,rodrigo-freitas,3,10,https://s.glbimg.com/es/sde/f/2022/04/08/d5bcf8daa04da76c1372d8a8a834cf98_FORMATO.png,0.0,Rodrigo dos Santos de Freitas,103261,Avaí,,R. Freitas,,2.0,4.0,3.0,,1.0,5.0,,,,21.0,,,,,,,1.0,,
461,280,5.37,0.0,1.59,Eric Ramires,7,37,eric-ramires,4,23,https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,0.0,Eric dos Santos Rodrigues,103295,Bragantino,,E. Ramires,,1.0,27.0,15.0,3.0,6.0,9.0,,1.0,,51.0,,,,,,1.0,,2.0,1.0
462,294,7.35,0.0,3.32,Matheus Alexandre,6,37,matheus-alexandre,2,19,https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png,0.0,Matheus Alexandre Anastácio de Souza,103347,Coritiba,,M. Alexandre,,4.0,47.0,17.0,,,5.0,,,1.0,67.0,,,,,,,4.0,,
463,327,5.99,0.0,4.33,Emmanuel Martínez,6,37,emmanuel-martinez,4,4,https://s.glbimg.com/es/sde/f/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,0.0,Leandro Emmanuel Martínez,103388,América-MG,,E. Martínez,,1.0,10.0,3.0,3.0,3.0,7.0,,,,23.0,,,,,,,,,
464,290,5.53,0.0,2.87,Caetano,5,37,caetano,3,26,https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png,0.0,João Victor Andrade Caetano,103575,Goiás,,Caetano,,1.0,38.0,23.0,2.0,1.0,10.0,1.0,1.0,,106.0,,,,,,2.0,6.0,,
465,285,3.61,0.0,3.33,Kaíque Rocha,6,37,kaique-rocha,3,6,https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png,0.0,Kaíque Rocha Lima,103684,Internacional,,K. Rocha,,2.0,8.0,3.0,1.0,,3.0,1.0,,,24.0,,,,,,,2.0,,
466,280,3.35,0.1,0.96,Jadsom Silva,6,37,jadsom-silva,4,26,https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,-0.05,Jadsom Meemyas de Oliveira da Silva,103695,Bragantino,,J. Silva,1.0,7.0,24.0,22.0,,8.0,8.0,,,,59.0,,,,,,,,,
467,264,4.11,-3.9,3.41,Bruno Méndez,3,37,bruno-mendez,3,22,https://s.glbimg.com/es/sde/f/2022/06/24/c1cadb36bdc2e9c961a181dac5a10494_FORMATO.png,-1.81,Bruno Méndez Cittadini,103700,Corinthians,,B. Méndez,1.0,2.0,41.0,12.0,2.0,2.0,6.0,,1.0,1.0,106.0,,,,,,,5.0,1.0,
468,282,1.0,0.0,0.0,Neto,6,37,neto,4,0,https://s.glbimg.com/es/sde/f/2022/07/15/9b9b740b77ea9d769449355001908e78_FORMATO.png,0.0,Antônio Fialho de Carvalho Neto,103706,Atlético-MG,,Neto,,,,,,,,,,,,,,,,,,,,
469,275,2.2,0.0,0.0,Gabriel Silva,6,37,gabriel-silva,5,1,https://s.glbimg.com/es/sde/f/2021/04/30/89c3f9a0c359529df91f2489bdd05f2c_FORMATO.png,0.0,Gabriel Silva Vieira,103766,Palmeiras,,G. Silva,,,,,,,,,,,,,,,,,,,,
470,275,6.23,5.6,2.49,Gabriel Menino,6,37,gabriel-menino,4,25,https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png,0.5,Gabriel Vinícius Menino,103767,Palmeiras,,G. Menino,1.0,3.0,26.0,12.0,6.0,14.0,18.0,,2.0,1.0,78.0,,,,,,,,1.0,
471,275,1.72,0.0,1.2,Pedro Bicalho,6,37,pedro-bicalho,4,1,https://s.glbimg.com/es/sde/f/2021/01/08/3ec8503326f8e51a9fe7bafc9265f01d_FORMATO.jpeg,0.0,Pedro Henrique Rodrigues Bicalho,103777,Palmeiras,,P. Bicalho,,,1.0,,,,,,,,,,,,,,,,,
