,atletas.clube_id,atletas.preco_num,atletas.pontos_num,atletas.media_num,atletas.apelido,atletas.status_id,atletas.rodada_id,atletas.slug,atletas.posicao_id,atletas.jogos_num,atletas.foto,atletas.variacao_num,atletas.nome,atletas.atleta_id,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.apelido_abreviado,A,CA,DS,FC,FD,FF,FS,FT,G,I,PI,PP,DE,DP,GC,GS,PC,SG,CV,PS
188,263,12.26,13.0,7.44,Tiquinho Soares,7,37,tiquinho-soares,5,13,https://s.sde.globo.com/media/person_role/2022/08/16/f47b785622d8aa181e13a5adc40ecb4b_FORMATO.png,0.16,Francisco das Chagas Soares dos Santos Meireles,84042,Botafogo,,T. Soares,2.0,1.0,5.0,21.0,11.0,14.0,37.0,2.0,6.0,12.0,77.0,,,,,,,,,
189,282,6.57,5.9,3.25,Jemerson,7,37,jemerson,3,11,https://s.glbimg.com/es/sde/f/2022/07/04/27bdac865fa3643b7bb816915def4a64_FORMATO.png,0.11,Jemerson de Jesus Nascimento,84263,Atlético-MG,,Jemerson,,5.0,13.0,18.0,1.0,,5.0,,,1.0,31.0,,,,,,,6.0,,
190,356,2.88,0.0,1.4,Max Walef,6,37,max-walef,1,5,https://s.sde.globo.com/media/person_role/2022/02/23/0784484c9e35ebc5b014f365b5cbb5cc_FORMATO.png,0.0,Max Walef Araújo da Silva,84338,Fortaleza,,M. Walef,,,,,,,,,,,,,13.0,,,6.0,,,,
191,264,4.39,3.5,3.3,Bruno Melo,6,37,bruno-melo,2,6,https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png,-0.5,Bruno Ferreira Melo,84339,Corinthians,,B. Melo,,1.0,5.0,6.0,1.0,2.0,4.0,,,3.0,29.0,,,,,,,3.0,,
192,290,3.0,0.0,1.28,Danilo Barcelos,6,37,danilo-barcelos,2,21,https://s.glbimg.com/es/sde/f/2022/04/05/07d7f2dc608c0833bf6c29c75cb93a43_FORMATO.png,0.0,Danilo Carvalho Barcelos,84382,Goiás,,D. Barcelos,1.0,8.0,21.0,30.0,,4.0,9.0,,,1.0,139.0,,,,,,,4.0,,
193,354,5.49,0.0,1.59,Fernando Sobral,7,37,fernando-sobral,4,19,https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png,0.0,Fernando Pereira do Nascimento,84428,Ceará,,F. Sobral,,2.0,20.0,11.0,3.0,5.0,13.0,1.0,,,58.0,,,,,,,,,
194,356,4.65,7.8,2.71,Romarinho,6,37,romarinho,5,24,https://s.glbimg.com/es/sde/f/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,1.21,José Romário Silva de Souza,84523,Fortaleza,,Romarinho,3.0,3.0,13.0,17.0,4.0,16.0,27.0,,3.0,3.0,91.0,,,,,,,,1.0,
195,280,9.0,0.7,2.97,Lucas Evangelista,7,37,lucas-evangelista,4,32,https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,-0.53,Lucas Evangelista Santana de Oliveira,84674,Bragantino,,L. Evangelista,2.0,2.0,40.0,36.0,9.0,21.0,54.0,1.0,2.0,2.0,167.0,1.0,,,,,,,1.0,
196,262,5.63,0.5,2.66,Varela,6,37,varela,2,5,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_NRQp1lu.png,-1.08,Guillermo Varela Olivera,84816,Flamengo,,Varela,,,6.0,1.0,,,6.0,,,,16.0,,,,,,,1.0,,
197,356,6.8,0.0,3.26,Robson,6,37,robson,5,28,https://s.glbimg.com/es/sde/f/2022/05/12/b000ff4ab3334924aefc7d073b85809e_FORMATO.png,0.0,Robson dos Santos Fernandes,84817,Fortaleza,,Robson,4.0,6.0,19.0,45.0,11.0,19.0,36.0,1.0,4.0,18.0,88.0,1.0,,,,,,,,1.0
198,356,2.7,0.0,0.78,Fabrício Baiano,6,37,fabricio-baiano,4,5,https://s.glbimg.com/es/sde/f/2022/07/16/89176758f659f2237119a0bced3a49fb_FORMATO.png,0.0,Fabrício Santos de Jesus,84993,Fortaleza,,F. Baiano,,,4.0,1.0,,,1.0,,,,11.0,,,,,,,,,
199,266,7.0,0.0,0.0,Marcos Felipe,6,37,marcos-felipe,1,0,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,0.0,Marcos Felipe de Freitas Monteiro,85004,Fluminense,,M. Felipe,,,,,,,,,,,,,,,,,,,,
200,275,4.0,0.0,0.0,Vinicius Silvestre,6,37,vinicius-silvestre,1,0,https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,0.0,Vinicius Silvestre da Costa,85083,Palmeiras,,V. Silvestre,,,,,,,,,,,,,,,,,,,,
201,264,4.87,0.0,1.98,Cantillo,6,37,cantillo,4,16,https://s.sde.globo.com/media/person_role/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png,0.0,Víctor Danilo Cantillo Jiménez,85315,Corinthians,,Cantillo,,1.0,26.0,10.0,,1.0,20.0,,,,62.0,,,,,,,,,
202,277,12.52,1.0,4.0,João Paulo,7,37,joao-paulo,1,34,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,-0.75,João Paulo Silva Martins,85425,Santos,,J. Paulo,,5.0,1.0,,,,6.0,,,,,,121.0,,,35.0,,10.0,,
203,293,5.82,0.0,2.82,Alex Santana,7,37,alex-santana,4,12,https://s.glbimg.com/es/sde/f/2022/07/29/9bcc147b812ef5698e82fee8e3a18b98_FORMATO.png,-0.21,Alex Paulo Menezes Santana,85465,Athlético-PR,,A. Santana,,4.0,13.0,15.0,2.0,9.0,8.0,,2.0,1.0,28.0,,,,,,,,,
204,276,4.23,0.0,1.18,Léo,7,37,leo,3,25,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,0.0,Leonardo Pinheiro da Conceição,85626,São Paulo,,Léo,,4.0,20.0,22.0,,4.0,11.0,,,,132.0,,,,,,1.0,5.0,1.0,
205,280,7.32,0.0,3.49,Hyoran,6,37,hyoran,4,25,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png,0.0,Hyoran Kaue Dalmoro,85931,Bragantino,,Hyoran,3.0,1.0,22.0,17.0,13.0,20.0,14.0,1.0,3.0,1.0,135.0,,,,,,,,,
206,263,3.89,0.0,1.11,Gustavo Sauer,6,37,gustavo-sauer,5,9,https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png,0.0,Gustavo Affonso Sauerbeck,85993,Botafogo,,G. Sauer,,1.0,7.0,5.0,3.0,1.0,4.0,,,,23.0,,,,,,,,,
207,354,2.61,0.0,1.33,Diego,6,37,diego,4,6,https://s.glbimg.com/es/sde/f/2022/06/23/a9b4d32f7d6d9e4fc96279399e6ab904_FORMATO.png,0.0,Diego Rigonato Rodrigues,86029,Ceará,,Diego,,1.0,6.0,4.0,2.0,,6.0,,,,24.0,,,,,,,,,
208,373,2.18,-0.2,0.8,Wanderson,7,37,wanderson,3,27,https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png,-0.04,Wanderson Santos Pereira,86143,Atlético-GO,,Wanderson,,2.0,11.0,19.0,1.0,5.0,5.0,,,1.0,66.0,,,,,,,3.0,,
209,314,9.35,17.4,5.54,Natanael,6,37,natanael,2,13,https://s.glbimg.com/es/sde/f/2022/07/18/04d6865853a44f1a0a32d6f5ce32e9fe_FORMATO.png,2.16,Natanael Batista Pimenta,86264,Avaí,,Natanael,4.0,,26.0,13.0,4.0,9.0,11.0,1.0,1.0,3.0,135.0,,,,,,,2.0,,
210,327,8.7,4.6,3.59,Alê,7,37,ale,4,27,https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,-0.14,Alexandre Egea,86388,América-MG,,Alê,3.0,1.0,52.0,44.0,3.0,10.0,48.0,,2.0,,129.0,,,,,,2.0,,1.0,
211,354,4.55,0.2,1.76,Victor Luis,6,37,victor-luis,2,22,https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png,-0.04,Victor Luis Chuab Zamblauskas,86410,Ceará,,V. Luis,,1.0,20.0,19.0,3.0,4.0,19.0,,,,101.0,,,,,,,3.0,,
212,314,3.3,3.6,1.96,Pablo Dyego,6,37,pablo-dyego,5,8,https://s.sde.globo.com/media/person_role/2022/08/16/aa71716a1e7b6d5f4f466762f82871f8_FORMATO.png,0.02,Pablo Dyego da Silva Rosa,86444,Avaí,,P. Dyego,,1.0,9.0,6.0,2.0,2.0,11.0,,,,18.0,,,,,,,,,
213,282,10.24,21.0,3.76,Keno,7,37,keno,5,26,https://s.sde.globo.com/media/person_role/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png,2.63,Marcos da Silva França,86485,Atlético-MG,,Keno,1.0,5.0,33.0,18.0,9.0,22.0,26.0,3.0,4.0,6.0,184.0,,,,,,,,,
214,276,6.39,0.0,2.6,Jandrei,6,37,jandrei,1,19,https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,0.0,Jandrei Chitolina Carniel,86508,São Paulo,,Jandrei,,,,,,,3.0,,,,,,47.0,,,19.0,,4.0,,
215,354,3.23,0.6,1.8,Richardson,7,37,richardson,4,27,https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png,-0.88,Richardson Fernandes dos Santos,86536,Ceará,,Richardson,,12.0,56.0,59.0,,6.0,31.0,1.0,,,82.0,,,,,,1.0,,1.0,
216,373,4.0,0.0,1.63,Arthur Henrique,6,37,arthur-henrique,2,22,https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png,0.0,Arthur Henrique Peixoto Santos,86629,Atlético-GO,,A. Henrique,,,30.0,13.0,,1.0,10.0,,,,90.0,,,,,,,2.0,1.0,
217,286,2.41,-0.3,1.52,Rodrigo Soares,6,37,rodrigo-soares,2,32,https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png,-0.08,Rodrigo Alves Soares,86675,Juventude,,R. Soares,1.0,4.0,35.0,22.0,2.0,5.0,4.0,,1.0,,241.0,,,,,,,4.0,,
218,263,4.27,1.4,1.79,Tchê Tchê,7,37,tche-tche,4,28,https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png,-0.26,Danilo das Neves Pinheiro,86686,Botafogo,,T. Tchê,,3.0,31.0,41.0,3.0,9.0,40.0,,1.0,,114.0,,,,,,,,,1.0
219,354,5.33,4.4,2.23,Richard Coelho,7,37,richard-coelho,4,27,https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png,-0.19,Richard Cândido Coelho,86711,Ceará,,R. Coelho,1.0,11.0,56.0,49.0,6.0,8.0,31.0,,,2.0,122.0,,,,,,,,1.0,
220,262,12.66,8.2,4.64,Everton,6,37,everton,5,18,https://s.sde.globo.com/media/person_role/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png,0.92,Everton Sousa Soares,86757,Flamengo,,Everton,5.0,,16.0,13.0,13.0,17.0,16.0,1.0,2.0,,99.0,,,,,,,,1.0,
221,277,4.83,1.9,3.25,Luan,6,37,luan,4,8,https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png,0.04,Luan Guilherme de Jesus Vieira,86759,Santos,,Luan,1.0,,3.0,4.0,2.0,4.0,15.0,,1.0,,25.0,,,,,,,,,
222,1371,4.7,0.0,3.02,Sidcley,6,37,sidcley,2,6,https://s.glbimg.com/es/sde/f/2022/08/04/f1b96cd2e1a5c62c2aec694945991675_FORMATO.png,0.0,Sidcley Ferreira Pereira,86764,Cuiabá,,Sidcley,,,5.0,,,1.0,2.0,,1.0,,27.0,,,,,,,1.0,,
223,263,3.97,0.0,0.72,Danilo Barbosa,6,37,danilo-barbosa,4,6,https://s.glbimg.com/es/sde/f/2022/08/12/7d590ab4c6d70f44e3ca55f066cacbb7_FORMATO.png,0.0,Danilo Barbosa da Silva,86777,Botafogo,,D. Barbosa,,1.0,4.0,4.0,1.0,,4.0,,,,15.0,,,,,,,,,
224,294,4.17,0.0,2.25,Boschilia,6,37,boschilia,4,11,https://s.glbimg.com/es/sde/f/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,0.0,Gabriel Boschilia,86841,Coritiba,,Boschilia,1.0,3.0,12.0,12.0,3.0,7.0,8.0,1.0,,,43.0,,,,,,,,,
225,356,6.72,12.4,2.77,José Welison,6,37,jose-welison,4,25,https://s.glbimg.com/es/sde/f/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,1.97,José Welison da Silva,86859,Fortaleza,,J. Welison,,4.0,44.0,35.0,4.0,13.0,16.0,1.0,2.0,,111.0,,,,,,,,,
226,327,5.83,2.3,4.27,Marlon,7,37,marlon,2,28,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,0.13,Marlon Matheus Lopes do Nascimento,86864,América-MG,,Marlon,1.0,5.0,63.0,32.0,5.0,16.0,30.0,,,,223.0,,,,,,,9.0,1.0,
227,277,8.83,-1.9,3.77,Eduardo Bauermann,3,37,eduardo-bauermann,3,31,https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png,-1.16,Eduardo Gabriel dos Santos Bauermann,86970,Santos,,E. Bauermann,1.0,7.0,41.0,13.0,4.0,7.0,34.0,1.0,,1.0,101.0,,,,,,,11.0,1.0,1.0
228,373,4.0,0.0,0.0,Emerson Santos,5,37,emerson-santos,3,0,https://s.glbimg.com/es/sde/f/2022/07/28/5ddfe529ef61fe54a0aa6410f1a57699_FORMATO.png,0.0,Emerson Raymundo Santos,86972,Atlético-GO,,E. Santos,,,,,,,,,,,,,,,,,,,,
229,266,4.45,0.4,2.29,Nathan,7,37,nathan,4,22,https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png,-0.16,Nathan Allan de Souza,87009,Fluminense,,Nathan,2.0,3.0,12.0,14.0,10.0,13.0,10.0,,2.0,1.0,100.0,,,,,,,,,
230,354,5.51,0.0,1.48,Matheus Peixoto,5,37,matheus-peixoto,5,11,https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png,0.0,Matheus Vieira Campos Peixoto,87098,Ceará,,M. Peixoto,1.0,,5.0,6.0,4.0,3.0,6.0,,,3.0,28.0,,,,,,,,,
231,293,8.01,4.0,3.98,Pedro Henrique,6,37,pedro-henrique,3,27,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,-0.35,Pedro Henrique Ribeiro Gonçalves,87225,Athlético-PR,,P. Henrique,1.0,7.0,56.0,22.0,5.0,7.0,22.0,1.0,,,164.0,,,,,,,8.0,,
232,282,12.12,0.0,4.23,Guilherme Arana,5,37,guilherme-arana,2,18,https://s.sde.globo.com/media/person_role/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png,0.0,Guilherme Antonio Arana Lopes,87228,Atlético-MG,,G. Arana,2.0,4.0,22.0,25.0,4.0,16.0,13.0,1.0,,1.0,147.0,,,,,,1.0,8.0,,
233,294,5.34,0.0,3.58,Guillermo Santos,7,37,guillermo-santos,3,14,https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png,0.0,Guillermo Gabriel de los Santos Viana - Daniel,87238,Coritiba,,G. Santos,1.0,2.0,24.0,5.0,4.0,2.0,6.0,,,,65.0,,,,,,,4.0,1.0,
234,285,7.03,0.0,4.4,Carlos de Pena,7,37,carlos-de-pena,5,31,https://s.glbimg.com/es/sde/f/2022/04/02/d2010e9182e074fe4a26c1c6d39304dc_FORMATO.png,0.0,Carlos María de Pena Bonino,87242,Internacional,,C. Pena,6.0,6.0,57.0,28.0,15.0,24.0,21.0,1.0,5.0,,341.0,1.0,,,,,,,,
235,277,8.53,0.0,1.79,Soteldo,5,37,soteldo,5,7,https://s.sde.globo.com/media/person_role/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png,0.0,Yeferson Julio Soteldo Martínez,87258,Santos,,Soteldo,1.0,1.0,2.0,4.0,3.0,5.0,13.0,,,1.0,67.0,,,,,,,,,
236,373,3.52,2.2,0.86,Willian Maranhão,7,37,willian-maranhao,4,21,https://s.glbimg.com/es/sde/f/2022/07/22/3d441c6c216df311f638855e5ae9f952_FORMATO.png,-0.12,Willian Marlon Ferreira Moraes,87262,Atlético-GO,,W. Maranhão,,7.0,25.0,23.0,,5.0,11.0,,,1.0,62.0,,,,,,1.0,,,
237,354,3.67,0.0,1.51,Messias,6,37,messias,3,23,https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png,0.0,Messias Rodrigues da Silva Júnior,87402,Ceará,,Messias,,4.0,13.0,21.0,3.0,4.0,7.0,1.0,,,78.0,,,,,,1.0,5.0,,
238,293,4.29,1.3,3.14,Vitor Bueno,6,37,vitor-bueno,4,20,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,0.01,Vitor Frezarin Bueno,87552,Athlético-PR,,V. Bueno,1.0,2.0,12.0,9.0,4.0,13.0,20.0,,4.0,1.0,92.0,,,,,,,,,
239,286,3.71,0.0,1.95,Anderson Leite,5,37,anderson-leite,4,2,https://s.glbimg.com/es/sde/f/2022/07/29/30173d69a7048132aa419f0efded3f32_FORMATO.png,0.0,Anderson Leite Moraes,87691,Juventude,,A. Leite,,,4.0,3.0,,,1.0,,,,5.0,,,,,,,,,
240,266,5.97,5.5,2.58,Yago Felipe,7,37,yago-felipe,4,19,https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png,0.29,Yago Felipe da Costa Rocha,87747,Fluminense,,Y. Felipe,,2.0,26.0,12.0,6.0,9.0,32.0,1.0,,4.0,94.0,,,,,,,,,
241,263,3.16,0.0,1.61,Philipe Sampaio,6,37,philipe-sampaio,3,16,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png,0.0,Philipe Sampaio Azevedo,87808,Botafogo,,P. Sampaio,,2.0,17.0,18.0,,1.0,8.0,,,2.0,48.0,,,,,,1.0,4.0,2.0,
242,266,4.72,0.0,2.74,Pineida,6,37,pineida,2,7,https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png,0.0,Mario Alberto Pineida Martínez,87838,Fluminense,,Pineida,,,,6.0,,1.0,6.0,,,,28.0,,,,,,,4.0,,
243,262,17.02,0.0,6.2,Arrascaeta,6,37,arrascaeta,4,22,https://s.sde.globo.com/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,0.0,Giorgian Daniel de Arrascaeta Benedetti,87863,Flamengo,,Arrascaeta,9.0,1.0,33.0,9.0,13.0,20.0,42.0,2.0,2.0,2.0,199.0,,,,,,,,,1.0
244,264,9.48,2.1,4.71,Balbuena,2,37,balbuena,3,13,https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png,-0.35,Fabián Cornelio Balbuena González,87887,Corinthians,,Balbuena,,2.0,20.0,7.0,2.0,3.0,4.0,,3.0,,84.0,,,,,,1.0,4.0,,
245,356,3.19,0.0,1.01,Matheus Vargas,6,37,matheus-vargas,4,11,https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png,0.0,Matheus de Vargas,87929,Fortaleza,,M. Vargas,,2.0,4.0,11.0,4.0,7.0,11.0,,,3.0,40.0,,,,,,,,,
246,275,14.13,14.4,6.69,Gustavo Scarpa,7,37,gustavo-scarpa,4,32,https://s.sde.globo.com/media/person_role/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,1.1,Gustavo Henrique Furtado Scarpa,87999,Palmeiras,,G. Scarpa,14.0,2.0,17.0,12.0,36.0,38.0,71.0,3.0,7.0,13.0,398.0,1.0,,,,,,,,
247,1371,4.55,0.5,1.45,Alan Empereur,7,37,alan-empereur,3,26,https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,0.01,Alan Pereira Empereur,88033,Cuiabá,,A. Empereur,,7.0,20.0,19.0,,1.0,21.0,,,1.0,118.0,,,,,,,6.0,1.0,
248,263,10.37,9.15,4.29,Luís Castro,7,37,luis-castro,6,37,https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,0.3,Luís Manuel Ribeiro de Castro,88037,Botafogo,,L. Castro,,,,,,,,,,,,,,,,,,,,
249,275,2.77,0.0,3.53,Jorge,6,37,jorge,2,9,https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png,0.0,Jorge Marco de Oliveira Moraes,88065,Palmeiras,,Jorge,,1.0,9.0,5.0,,2.0,10.0,,,,51.0,,,,1.0,,,5.0,,
250,373,3.94,0.0,1.48,Ramon Menezes,5,37,ramon-menezes,3,14,https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png,0.0,Ramon Menezes Roma,88087,Atlético-GO,,R. Menezes,,2.0,9.0,10.0,3.0,2.0,,1.0,,,33.0,,,,,,,2.0,,
251,1371,2.97,0.0,2.33,Daniel Guedes,6,37,daniel-guedes,2,14,https://s.sde.globo.com/media/person_role/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png,0.0,Daniel Guedes da Silva,88225,Cuiabá,,D. Guedes,4.0,3.0,15.0,13.0,,3.0,5.0,,,3.0,129.0,,,,,,,2.0,,
252,282,11.27,0.0,3.53,Junior Alonso,6,37,junior-alonso,3,29,https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,0.0,Junior Osmar Ignacio Alonso Mujica,88312,Atlético-MG,,J. Alonso,2.0,4.0,31.0,14.0,1.0,9.0,7.0,1.0,,1.0,146.0,,,,,,2.0,13.0,,
253,262,8.38,3.5,5.02,Ayrton Lucas,6,37,ayrton-lucas,2,29,https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png,0.17,Ayrton Lucas Dantas de Medeiros,88393,Flamengo,,A. Lucas,5.0,4.0,58.0,40.0,7.0,5.0,44.0,,2.0,,235.0,,,,,,,8.0,,
254,373,7.75,3.85,3.48,Eduardo Souza,7,37,eduardo-souza,6,9,https://s.sde.globo.com/media/person_role/2021/05/18/3eff8b36039d819b6583407b9c2b8823_FORMATO.png,0.05,Eduardo do Nascimento Souza,88406,Atlético-GO,,E. Souza,,,,,,,,,,,,,,,,,,,,
255,280,7.69,0.0,3.3,Aderlan,6,37,aderlan,2,29,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,0.0,Aderlan de Lima Silva,88423,Bragantino,,Aderlan,2.0,9.0,81.0,75.0,2.0,8.0,15.0,,,4.0,311.0,,,,,,,7.0,,
256,286,2.43,0.0,0.75,Marlon,6,37,marlon,4,10,https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png,0.0,Marlon Adriano Prezotti,88427,Juventude,,Marlon,,1.0,10.0,13.0,,,6.0,,,,26.0,,,,,,,,,
257,277,2.5,0.0,1.04,Auro,6,37,auro,2,7,https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png,0.0,Auro Álvaro da Cruz Júnior,88540,Santos,,Auro,,2.0,6.0,7.0,,1.0,1.0,,,,21.0,,,,,,,1.0,,
258,354,1.82,2.0,2.0,Buiú,6,37,buiu,2,1,https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png,-0.18,Marcos Ytalo Benício da Silva,88544,Ceará,,Buiú,,,1.0,3.0,1.0,1.0,1.0,,,,8.0,,,,,,,,,
259,356,2.44,0.0,0.95,Lucas Crispim,6,37,lucas-crispim,4,22,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,0.0,Lucas de Figueiredo Crispim,88597,Fortaleza,,L. Crispim,1.0,4.0,16.0,13.0,,4.0,14.0,,1.0,1.0,136.0,,,,,,,,,
260,356,5.03,0.0,2.25,Luan Polli,6,37,luan-polli,1,2,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,0.0,Luan Polli Gomes,88916,Fortaleza,,L. Polli,,,,,,,1.0,,,,,,9.0,,,5.0,,,,
261,286,5.63,10.1,2.97,Jean,3,37,jean,4,24,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,1.37,Jean Carlos de Souza Irmer,89150,Juventude,,Jean,1.0,6.0,52.0,24.0,6.0,13.0,14.0,,,1.0,77.0,,,,,,,,,
262,327,6.73,0.0,3.27,Iago Maidana,6,37,iago-maidana,3,17,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,0.0,Iago Justen Maidana Martins,89226,América-MG,,I. Maidana,,3.0,9.0,19.0,,2.0,2.0,,3.0,,50.0,,,,,,,7.0,1.0,
263,290,3.46,2.0,1.38,Matheus Sales,6,37,matheus-sales,4,29,https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png,0.25,Matheus de Sales Cabral,89285,Goiás,,M. Sales,,5.0,37.0,21.0,2.0,7.0,12.0,,,,63.0,,,,,,1.0,,,
264,277,3.59,0.0,2.25,Bryan Angulo,6,37,bryan-angulo,5,15,https://s.glbimg.com/es/sde/f/2022/04/02/e926d395a2b2a6225aa44474e5fa8e26_FORMATO.png,0.0,Brayan Dennis Angulo Tenorio,89435,Santos,,B. Angulo,1.0,,5.0,1.0,2.0,2.0,6.0,1.0,2.0,4.0,26.0,,,,,,,,,
265,282,7.5,0.0,6.65,Igor Rabello,5,37,igor-rabello,3,7,https://s.glbimg.com/es/sde/f/2022/07/15/2609f439079631b8b5b1affd471b8813_FORMATO.png,0.0,Igor Rabello da Costa,89493,Atlético-MG,,I. Rabello,1.0,1.0,20.0,7.0,1.0,2.0,3.0,,1.0,,16.0,,,,,,,2.0,,
266,262,4.05,0.0,1.63,Thiago Maia,6,37,thiago-maia,4,22,https://s.glbimg.com/es/sde/f/2022/04/25/5ffefa1d5a1967debcc7f42bdaacdd9e_FORMATO.png,0.0,Thiago Maia Alencar,89637,Flamengo,,T. Maia,,5.0,38.0,25.0,3.0,3.0,6.0,,,,61.0,,,,,,,,,
