,atletas.pontos_num,atletas.preco_num,atletas.nome,atletas.posicao_id,atletas.foto,atletas.rodada_id,atletas.slug,atletas.apelido_abreviado,atletas.apelido,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.jogos_num,atletas.variacao_num,atletas.media_num,CA,DS,FC,FD,FF,FS,PI,SG,A,G,I,FT,DE,GS,GC,PP,CV,DP,PC,PS
188,2.8,2.7,Guilherme Parede Pinheiro,5,https://s.glbimg.com/es/sde/f/2022/03/03/fc970f8486208ea64d2857c89a9ea781_FORMATO.png,28,guilherme-parede,G. Parede,Guilherme Parede,Juventude,2.47,83438,286,6,14,-0.67,1.38,2.0,4.0,7.0,4.0,4.0,6.0,53.0,,1.0,1.0,1.0,,,,,,,,,
189,-1.0,2.76,Leonardo Pereira,3,https://s.sde.globo.com/media/person_role/2022/04/25/d6d91945af9d1aa1c5aaeb2d846c2243_FORMATO.png,28,leo-pereira,L. Pereira,Léo Pereira,Flamengo,-0.65,83528,262,3,10,-0.54,2.09,3.0,11.0,11.0,1.0,1.0,8.0,58.0,3.0,,,2.0,,,,,,,,1.0,
190,0.0,3.68,Neilton Meira Mestzk,5,https://s.glbimg.com/es/sde/f/2022/03/14/cb2e543c7dc405836f0fe7262ffe1ec4_FORMATO.png,28,neilton,Neilton,Neilton,Coritiba,2.79,83772,294,6,3,0.0,0.74,1.0,2.0,1.0,1.0,,1.0,6.0,,,,,,,,,,,,,
191,4.2,8.54,Francisco das Chagas Soares dos Santos Meireles,5,https://s.glbimg.com/es/sde/f/2022/08/16/f47b785622d8aa181e13a5adc40ecb4b_FORMATO.png,28,tiquinho-soares,T. Soares,Tiquinho Soares,Botafogo,3.84,84042,263,7,4,-0.64,6.3,,3.0,9.0,6.0,7.0,13.0,27.0,,,1.0,3.0,,,,,,,,,
192,2.2,5.54,Jemerson de Jesus Nascimento,3,https://s.glbimg.com/es/sde/f/2022/07/04/27bdac865fa3643b7bb816915def4a64_FORMATO.png,28,jemerson,Jemerson,Jemerson,Atlético-MG,2.07,84263,282,6,3,0.52,1.7,1.0,2.0,4.0,,,1.0,6.0,1.0,,,,,,,,,,,,
193,0.0,2.88,Max Walef Araújo da Silva,1,https://s.glbimg.com/es/sde/f/2022/02/23/0784484c9e35ebc5b014f365b5cbb5cc_FORMATO.png,28,max-walef,M. Walef,Max Walef,Fortaleza,1.62,84338,356,6,5,0.0,1.4,,,,,,,,,,,,,13.0,6.0,,,,,,
194,0.0,4.89,Bruno Ferreira Melo,2,https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png,28,bruno-melo,B. Melo,Bruno Melo,Corinthians,5.83,84339,264,6,5,0.0,3.26,1.0,2.0,6.0,1.0,2.0,3.0,24.0,3.0,,,2.0,,,,,,,,,
195,1.4,3.18,Danilo Carvalho Barcelos,2,https://s.glbimg.com/es/sde/f/2022/04/05/07d7f2dc608c0833bf6c29c75cb93a43_FORMATO.png,28,danilo-barcelos,D. Barcelos,Danilo Barcelos,Goiás,1.37,84382,290,3,18,0.14,1.51,6.0,18.0,27.0,,4.0,9.0,128.0,4.0,1.0,,1.0,,,,,,,,,
196,0.0,5.83,Fernando Pereira do Nascimento,4,https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png,28,fernando-sobral,F. Sobral,Fernando Sobral,Ceará,2.89,84428,354,7,13,0.0,1.51,1.0,9.0,5.0,3.0,4.0,10.0,36.0,,,,,1.0,,,,,,,,
197,0.0,3.59,José Romário Silva de Souza,5,https://s.glbimg.com/es/sde/f/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,28,romarinho,Romarinho,Romarinho,Fortaleza,2.04,84523,356,6,16,0.0,2.65,2.0,10.0,9.0,2.0,12.0,23.0,63.0,,1.0,2.0,2.0,,,,,,1.0,,,
198,2.5,9.63,Lucas Evangelista Santana de Oliveira,4,https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,28,lucas-evangelista,L. Evangelista,Lucas Evangelista,Bragantino,2.48,84674,280,7,24,-0.67,3.51,1.0,34.0,27.0,7.0,17.0,44.0,112.0,,1.0,2.0,2.0,1.0,,,,1.0,,,,
199,0.0,6.39,Guillermo Varela Olivera,2,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_NRQp1lu.png,28,varela,Varela,Varela,Flamengo,2.4,84816,262,2,1,0.0,1.4,,1.0,,,,1.0,3.0,,,,,,,,,,,,,
200,0.0,6.65,Robson dos Santos Fernandes,5,https://s.glbimg.com/es/sde/f/2022/05/12/b000ff4ab3334924aefc7d073b85809e_FORMATO.png,28,robson,Robson,Robson,Fortaleza,1.29,84817,356,7,21,0.0,3.7,6.0,15.0,38.0,10.0,15.0,29.0,70.0,,3.0,4.0,15.0,1.0,,,,1.0,,,,1.0
201,0.0,2.78,Fabrício Santos de Jesus,4,https://s.glbimg.com/es/sde/f/2022/07/16/89176758f659f2237119a0bced3a49fb_FORMATO.png,28,fabricio-baiano,F. Baiano,Fabrício Baiano,Fortaleza,0.63,84993,356,6,4,0.0,0.47,,2.0,1.0,,,1.0,7.0,,,,,,,,,,,,,
202,0.0,7.0,Marcos Felipe de Freitas Monteiro,1,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,28,marcos-felipe,M. Felipe,Marcos Felipe,Fluminense,2.36,85004,266,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
203,0.0,4.0,Vinicius Silvestre da Costa,1,https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,28,vinicius-silvestre,V. Silvestre,Vinicius Silvestre,Palmeiras,1.42,85083,275,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
204,0.0,4.87,Víctor Danilo Cantillo Jiménez,4,https://s.sde.globo.com/media/person_role/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png,28,cantillo,Cantillo,Cantillo,Corinthians,-0.26,85315,264,6,16,0.0,1.98,1.0,26.0,10.0,,1.0,20.0,62.0,,,,,,,,,,,,,
205,1.2,5.52,Wanderson Ferreira de Oliveira,4,https://s.glbimg.com/es/sde/f/2022/02/23/ec8d7f67b026fc679f8ac3b10514eefd_FORMATO.png,28,valdivia,Valdívia,Valdívia,Cuiabá,1.24,85423,1371,2,23,-0.16,2.38,3.0,20.0,15.0,7.0,11.0,26.0,110.0,,,2.0,2.0,1.0,,,,,,,,
206,8.0,14.02,João Paulo Silva Martins,1,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,28,joao-paulo,J. Paulo,João Paulo,Santos,7.32,85425,277,7,26,0.84,4.62,4.0,1.0,,,,5.0,,9.0,,,,,99.0,24.0,,,,,,
207,0.4,5.99,Alex Paulo Menezes Santana,4,https://s.glbimg.com/es/sde/f/2022/07/29/9bcc147b812ef5698e82fee8e3a18b98_FORMATO.png,28,alex-santana,A. Santana,Alex Santana,Athlético-PR,0.27,85465,293,3,6,-0.36,2.85,3.0,12.0,8.0,2.0,4.0,8.0,14.0,,,,1.0,,,,,,,,,
208,0.0,5.28,Leonardo Pinheiro da Conceição,3,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,28,leo,Léo,Léo,São Paulo,3.99,85626,276,6,19,0.0,1.84,3.0,17.0,17.0,,4.0,9.0,98.0,5.0,,,,,,,,,,,,
209,2.1,7.21,Hyoran Kaue Dalmoro,4,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png,28,hyoran,Hyoran,Hyoran,Bragantino,2.06,85931,280,6,18,-0.03,3.74,1.0,16.0,11.0,10.0,15.0,10.0,105.0,,2.0,3.0,,,,,,,,,,
210,2.3,4.22,Gustavo Affonso Sauerbeck,5,https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png,28,gustavo-sauer,G. Sauer,Gustavo Sauer,Botafogo,2.13,85993,263,6,7,0.34,1.27,,6.0,3.0,3.0,,2.0,20.0,,,,,,,,,,,,,
211,0.0,2.51,Diego Rigonato Rodrigues,4,https://s.glbimg.com/es/sde/f/2022/06/23/a9b4d32f7d6d9e4fc96279399e6ab904_FORMATO.png,28,diego,Diego,Diego,Ceará,1.71,86029,354,6,3,0.0,1.47,,1.0,1.0,2.0,,4.0,9.0,,,,,,,,,,,,,
212,0.9,2.31,Wanderson Santos Pereira,3,https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png,28,wanderson,Wanderson,Wanderson,Atlético-GO,0.87,86143,373,7,18,0.1,0.76,1.0,7.0,13.0,,3.0,4.0,43.0,2.0,,,,,,,,,,,,
213,0.0,7.61,Natanael Batista Pimenta,2,https://s.glbimg.com/es/sde/f/2022/07/18/04d6865853a44f1a0a32d6f5ce32e9fe_FORMATO.png,28,natanael,Natanael,Natanael,Avaí,6.44,86264,314,7,7,0.0,5.46,,9.0,8.0,4.0,5.0,7.0,52.0,1.0,3.0,,3.0,1.0,,,,,,,,
214,6.3,8.57,Alexandre Egea,4,https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,28,ale,Alê,Alê,América-MG,5.61,86388,327,7,18,0.32,3.1,,32.0,28.0,3.0,5.0,32.0,80.0,,1.0,1.0,,,,,,,1.0,,,
215,4.3,5.23,Victor Luis Chuab Zamblauskas,2,https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png,28,victor-luis,V. Luis,Victor Luis,Ceará,3.79,86410,354,7,15,0.7,1.95,1.0,16.0,12.0,2.0,4.0,12.0,70.0,2.0,,,,,,,,,,,,
216,0.0,2.77,Pablo Dyego da Silva Rosa,5,https://s.sde.globo.com/media/person_role/2022/08/16/aa71716a1e7b6d5f4f466762f82871f8_FORMATO.png,28,pablo-dyego,P. Dyego,Pablo Dyego,Avaí,1.45,86444,314,6,2,0.0,0.65,,1.0,2.0,,,2.0,3.0,,,,,,,,,,,,,
217,6.0,7.89,Marcos da Silva França,5,https://s.glbimg.com/es/sde/f/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png,28,keno,Keno,Keno,Atlético-MG,5.36,86485,282,7,18,0.28,3.72,2.0,23.0,10.0,7.0,19.0,18.0,118.0,,1.0,2.0,3.0,1.0,,,,,,,,
218,0.0,6.39,Jandrei Chitolina Carniel,1,https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,28,jandrei,Jandrei,Jandrei,São Paulo,0.39,86508,276,6,19,0.0,2.6,,,,,,3.0,,4.0,,,,,47.0,19.0,,,,,,
219,0.3,3.13,Richardson Fernandes dos Santos,4,https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png,28,richardson,Richardson,Richardson,Ceará,0.44,86536,354,3,21,-0.05,1.75,8.0,45.0,43.0,,3.0,22.0,59.0,,,,,,,,,,1.0,,1.0,
220,3.6,3.57,Arthur Henrique Peixoto Santos,2,https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png,28,arthur-henrique,A. Henrique,Arthur Henrique,Atlético-GO,3.18,86629,373,7,17,0.23,1.55,,25.0,8.0,,,7.0,69.0,1.0,,,,,,,,,1.0,,,
221,-0.7,2.45,Rodrigo Alves Soares,2,https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png,28,rodrigo-soares,R. Soares,Rodrigo Soares,Juventude,-0.44,86675,286,7,24,-0.13,1.92,3.0,28.0,20.0,2.0,4.0,3.0,186.0,4.0,1.0,1.0,,,,,,,,,,
222,-0.6,3.79,Danilo das Neves Pinheiro,4,https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png,28,tche-tche,T. Tchê,Tchê Tchê,Botafogo,-0.29,86686,263,7,20,-0.24,1.44,1.0,20.0,27.0,3.0,6.0,28.0,84.0,,,,,,,,,,,,,
223,4.8,5.39,Richard Cândido Coelho,4,https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png,28,richard-coelho,R. Coelho,Richard Coelho,Ceará,4.24,86711,354,7,22,0.66,2.16,7.0,45.0,43.0,5.0,5.0,24.0,103.0,,1.0,,2.0,,,,,,1.0,,,
224,0.0,11.54,Everton Sousa Soares,5,https://s.glbimg.com/es/sde/f/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png,28,everton,Everton,Everton,Flamengo,3.69,86757,262,6,10,0.0,3.27,,9.0,7.0,7.0,9.0,9.0,61.0,,2.0,,,1.0,,,,,1.0,,,
225,9.8,6.13,Luan Guilherme de Jesus Vieira,4,https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png,28,luan,Luan,Luan,Santos,8.42,86759,277,6,4,1.33,5.1,,2.0,2.0,,3.0,8.0,8.0,,1.0,1.0,,,,,,,,,,
226,10.5,6.21,Sidcley Ferreira Pereira,2,https://s.glbimg.com/es/sde/f/2022/08/04/f1b96cd2e1a5c62c2aec694945991675_FORMATO.png,28,sidcley,Sidcley,Sidcley,Cuiabá,8.77,86764,1371,6,5,2.04,3.64,,5.0,,,1.0,2.0,26.0,1.0,,1.0,,,,,,,,,,
227,0.0,3.98,Danilo Barbosa da Silva,4,https://s.glbimg.com/es/sde/f/2022/08/12/7d590ab4c6d70f44e3ca55f066cacbb7_FORMATO.png,28,danilo-barbosa,D. Barbosa,Danilo Barbosa,Botafogo,0.98,86777,263,5,3,0.0,0.5,1.0,2.0,4.0,1.0,,2.0,9.0,,,,,,,,,,,,,
228,0.8,3.66,Gabriel Boschilia,4,https://s.glbimg.com/es/sde/f/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,28,boschilia,Boschilia,Boschilia,Coritiba,0.87,86841,294,6,6,-0.34,1.77,1.0,4.0,3.0,,3.0,4.0,17.0,,1.0,,,,,,,,,,,
229,0.0,5.84,José Welison da Silva,4,https://s.glbimg.com/es/sde/f/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,28,jose-welison,J. Welison,José Welison,Fortaleza,5.44,86859,356,7,17,0.0,3.07,3.0,36.0,23.0,2.0,11.0,11.0,88.0,,,1.0,,1.0,,,,,,,,
230,0.7,5.42,Marlon Matheus Lopes do Nascimento,2,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,28,marlon,Marlon,Marlon,América-MG,0.93,86864,327,7,21,-1.15,4.6,5.0,53.0,30.0,4.0,14.0,23.0,176.0,7.0,1.0,,,,,,,,1.0,,,
231,9.8,10.64,Eduardo Gabriel dos Santos Bauermann,3,https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png,28,eduardo-bauermann,E. Bauermann,Eduardo Bauermann,Santos,8.61,86970,277,7,24,0.78,4.07,5.0,29.0,9.0,4.0,5.0,20.0,76.0,10.0,1.0,,1.0,1.0,,,,,,,,1.0
232,0.0,4.0,Emerson Raymundo Santos,3,https://s.glbimg.com/es/sde/f/2022/07/28/5ddfe529ef61fe54a0aa6410f1a57699_FORMATO.png,28,emerson-santos,E. Santos,Emerson Santos,Atlético-GO,1.42,86972,373,5,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
233,5.7,5.38,Nathan Allan de Souza,4,https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png,28,nathan,Nathan,Nathan,Fluminense,5.05,87009,266,6,16,-0.35,2.85,2.0,10.0,8.0,6.0,10.0,8.0,70.0,,2.0,2.0,1.0,,,,,,,,,
234,0.0,5.51,Matheus Vieira Campos Peixoto,5,https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png,28,matheus-peixoto,M. Peixoto,Matheus Peixoto,Ceará,2.33,87098,354,5,11,0.0,1.48,,5.0,6.0,4.0,3.0,6.0,28.0,,1.0,,3.0,,,,,,,,,
235,0.0,7.74,Pedro Henrique Ribeiro Gonçalves,3,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,28,pedro-henrique,P. Henrique,Pedro Henrique,Athlético-PR,1.86,87225,293,5,21,0.0,4.05,5.0,47.0,16.0,4.0,1.0,20.0,119.0,7.0,,,,,,,,,,,,
236,0.0,12.12,Guilherme Antonio Arana Lopes,2,https://s.sde.globo.com/media/person_role/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png,28,guilherme-arana,G. Arana,Guilherme Arana,Atlético-MG,6.42,87228,282,5,18,0.0,4.23,4.0,22.0,25.0,4.0,16.0,13.0,147.0,8.0,2.0,,1.0,1.0,,,,,,,1.0,
237,5.9,6.28,Guillermo Gabriel de los Santos Viana - Daniel,3,https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png,28,guillermo-santos,G. Santos,Guillermo Santos,Coritiba,5.19,87238,294,6,12,0.33,4.14,2.0,22.0,4.0,3.0,1.0,6.0,59.0,4.0,1.0,,,,,,,,,,,
238,4.6,6.51,Carlos María de Pena Bonino,5,https://s.glbimg.com/es/sde/f/2022/04/02/d2010e9182e074fe4a26c1c6d39304dc_FORMATO.png,28,carlos-de-pena,C. Pena,Carlos de Pena,Internacional,4.13,87242,285,7,24,0.45,3.74,6.0,37.0,19.0,12.0,19.0,12.0,266.0,,5.0,3.0,,1.0,,,,1.0,,,,
239,0.0,9.25,Yeferson Julio Soteldo Martínez,5,https://s.sde.globo.com/media/person_role/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png,28,soteldo,Soteldo,Soteldo,Santos,3.85,87258,277,7,5,0.0,2.32,1.0,1.0,2.0,3.0,5.0,9.0,50.0,,1.0,,1.0,,,,,,,,,
240,1.8,3.66,Willian Marlon Ferreira Moraes,4,https://s.glbimg.com/es/sde/f/2022/07/22/3d441c6c216df311f638855e5ae9f952_FORMATO.png,28,willian-maranhao,W. Maranhão,Willian Maranhão,Atlético-GO,1.66,87262,373,7,13,-0.06,1.27,4.0,18.0,13.0,,5.0,6.0,40.0,,,,1.0,,,,,,,,,
241,1.1,3.9,Messias Rodrigues da Silva Júnior,3,https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png,28,messias,Messias,Messias,Ceará,1.13,87402,354,6,22,-0.04,1.58,4.0,12.0,18.0,3.0,4.0,7.0,75.0,5.0,,,,1.0,,,,,,,1.0,
242,0.5,4.05,Vitor Frezarin Bueno,4,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,28,vitor-bueno,V. Bueno,Vitor Bueno,Athlético-PR,0.62,87552,293,6,16,-0.46,2.98,2.0,11.0,9.0,2.0,10.0,15.0,78.0,,1.0,3.0,1.0,,,,,,,,,
243,0.0,3.71,Anderson Leite Moraes,4,https://s.glbimg.com/es/sde/f/2022/07/29/30173d69a7048132aa419f0efded3f32_FORMATO.png,28,anderson-leite,A. Leite,Anderson Leite,Juventude,2.05,87691,286,5,2,0.0,1.95,,4.0,3.0,,,1.0,5.0,,,,,,,,,,,,,
244,2.3,5.24,Yago Felipe da Costa Rocha,4,https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png,28,yago-felipe,Y. Felipe,Yago Felipe,Fluminense,2.2,87747,266,6,14,0.08,1.64,2.0,16.0,11.0,2.0,4.0,21.0,69.0,,,,1.0,,,,,,,,,
245,0.0,2.33,Philipe Sampaio Azevedo,3,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png,28,philipe-sampaio,P. Sampaio,Philipe Sampaio,Botafogo,1.17,87808,263,2,13,0.0,1.16,2.0,12.0,17.0,,1.0,7.0,44.0,3.0,,,1.0,,,,,,2.0,,1.0,
246,0.0,4.72,Mario Alberto Pineida Martínez,2,https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png,28,pineida,Pineida,Pineida,Fluminense,1.69,87838,266,6,7,0.0,2.74,,,6.0,,1.0,6.0,28.0,4.0,,,,,,,,,,,,
247,0.0,18.25,Giorgian Daniel de Arrascaeta Benedetti,4,https://s.sde.globo.com/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,28,arrascaeta,Arrascaeta,Arrascaeta,Flamengo,11.31,87863,262,7,20,0.0,6.27,,33.0,7.0,11.0,19.0,38.0,173.0,,7.0,2.0,2.0,2.0,,,,,,,,1.0
248,0.0,10.23,Fabián Cornelio Balbuena González,3,https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png,28,balbuena,Balbuena,Balbuena,Corinthians,5.55,87887,264,7,7,0.0,5.2,1.0,13.0,5.0,,2.0,3.0,48.0,2.0,,2.0,,,,,,,,,1.0,
249,0.0,3.19,Matheus de Vargas,4,https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png,28,matheus-vargas,M. Vargas,Matheus Vargas,Fortaleza,0.33,87929,356,6,11,0.0,1.01,2.0,4.0,11.0,4.0,7.0,11.0,40.0,,,,3.0,,,,,,,,,
250,5.6,12.23,Gustavo Henrique Furtado Scarpa,4,https://s.sde.globo.com/media/person_role/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,28,gustavo-scarpa,G. Scarpa,Gustavo Scarpa,Palmeiras,5.24,87999,275,7,25,0.61,6.15,,15.0,8.0,24.0,31.0,54.0,298.0,,10.0,4.0,8.0,2.0,,,,,,,,
251,1.8,4.75,Alan Pereira Empereur,3,https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,28,alan-empereur,A. Empereur,Alan Empereur,Cuiabá,1.69,88033,1371,6,18,0.19,1.33,4.0,13.0,14.0,,,16.0,83.0,4.0,,,,,,,,,1.0,,,
252,5.48,9.52,Luís Manuel Ribeiro de Castro,6,https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,28,luis-castro,L. Castro,Luís Castro,Botafogo,4.95,88037,263,7,28,-0.39,4.19,,,,,,,,,,,,,,,,,,,,
253,5.0,3.61,Jorge Marco de Oliveira Moraes,2,https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png,28,jorge,Jorge,Jorge,Palmeiras,4.37,88065,275,6,8,0.15,4.06,1.0,9.0,4.0,,2.0,9.0,42.0,5.0,,,,,,,1.0,,,,,
254,0.0,3.94,Ramon Menezes Roma,3,https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png,28,ramon-menezes,R. Menezes,Ramon Menezes,Atlético-GO,1.45,88087,373,5,14,0.0,1.48,2.0,9.0,10.0,3.0,2.0,,33.0,2.0,,,,1.0,,,,,,,,
255,5.0,3.65,Daniel Guedes da Silva,2,https://s.glbimg.com/es/sde/f/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png,28,daniel-guedes,D. Guedes,Daniel Guedes ,Cuiabá,4.31,88225,1371,7,10,0.22,3.17,3.0,12.0,10.0,,2.0,4.0,99.0,2.0,4.0,,3.0,,,,,,,,,
256,0.0,11.13,Junior Osmar Ignacio Alonso Mujica,3,https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,28,junior-alonso,J. Alonso,Junior Alonso,Atlético-MG,1.39,88312,282,7,22,0.0,3.25,3.0,21.0,11.0,,5.0,4.0,105.0,9.0,2.0,,,1.0,,,,,,,1.0,
257,1.5,7.83,Ayrton Lucas Dantas de Medeiros,2,https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png,28,ayrton-lucas,A. Lucas,Ayrton Lucas,Flamengo,1.54,88393,262,2,22,-0.36,5.13,3.0,42.0,33.0,5.0,3.0,36.0,172.0,7.0,3.0,2.0,,,,,,,,,,
258,0.0,6.43,Eduardo do Nascimento Souza,6,https://s.sde.globo.com/media/person_role/2021/05/18/3eff8b36039d819b6583407b9c2b8823_FORMATO.png,28,eduardo-souza,E. Souza,Eduardo Souza,Atlético-GO,,88406,373,7,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
259,7.0,8.68,Aderlan de Lima Silva,2,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,28,aderlan,Aderlan,Aderlan,Bragantino,6.22,88423,280,7,22,0.35,3.53,5.0,55.0,55.0,1.0,6.0,11.0,230.0,7.0,2.0,,2.0,,,,,,,,,
260,0.0,2.83,Marlon Adriano Prezotti,4,https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png,28,marlon,Marlon,Marlon,Juventude,1.83,88427,286,5,9,0.0,0.84,1.0,10.0,13.0,,,6.0,25.0,,,,,,,,,,,,,
261,0.0,3.05,Auro Álvaro da Cruz Júnior,2,https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png,28,auro,Auro,Auro,Santos,1.48,88540,277,6,4,0.0,1.73,2.0,5.0,6.0,,1.0,1.0,16.0,1.0,,,,,,,,,,,,
262,0.0,2.0,Marcos Ytalo Benício da Silva,2,https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png,28,buiu,Buiú,Buiú,Ceará,0.8,88544,354,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
263,0.1,2.53,Lucas de Figueiredo Crispim,4,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,28,lucas-crispim,L. Crispim,Lucas Crispim,Fortaleza,0.12,88597,356,6,17,-1.24,0.97,4.0,12.0,12.0,,3.0,11.0,113.0,,1.0,1.0,1.0,,,,,,,,,
264,0.0,5.03,Luan Polli Gomes,1,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,28,luan-polli,L. Polli,Luan Polli,Fortaleza,2.65,88916,356,6,2,0.0,2.25,,,,,,1.0,,,,,,,9.0,5.0,,,,,,
265,0.6,3.99,Jean Carlos de Souza Irmer,4,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,28,jean,Jean,Jean,Juventude,0.72,89150,286,7,17,-0.34,2.75,3.0,36.0,17.0,5.0,8.0,11.0,62.0,,,,1.0,,,,,,,,,
