,atletas.pontos_num,atletas.preco_num,atletas.nome,atletas.posicao_id,atletas.foto,atletas.rodada_id,atletas.slug,atletas.apelido_abreviado,atletas.apelido,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.jogos_num,atletas.variacao_num,atletas.media_num,CA,DS,FC,FD,FF,FS,PI,SG,A,G,I,FT,DE,GS,GC,PP,CV,DP,PC,PS
405,0.0,2.0,Leonardo da Silva Passos,5,https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png,28,leo-passos,L. Passos,Léo Passos,América-MG,0.8,99878,327,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
406,0.0,5.4,Jhojan Esmaides Julio Palacios,5,https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png,28,jhojan-julio,J. Julio,Jhojan Julio,Santos,1.14,100074,277,6,11,0.0,2.31,2.0,17.0,20.0,2.0,2.0,18.0,47.0,,1.0,,3.0,,,,,,,,,
407,-0.8,12.02,Federico Matías Javier Zaracho,4,https://s.glbimg.com/es/sde/f/2022/07/15/2298d241c4ec2d5e60d0b370bba36921_FORMATO.png,28,zaracho,Zaracho,Zaracho,Atlético-MG,-0.1,100079,282,7,14,-0.83,5.97,2.0,39.0,21.0,5.0,11.0,13.0,62.0,,1.0,2.0,,3.0,,,,,,,,
408,0.0,6.0,Igor Silveira Gomes,4,https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png,28,igor-gomes,I. Gomes,Igor Gomes,São Paulo,4.57,100084,276,6,24,0.0,1.71,3.0,26.0,29.0,4.0,10.0,23.0,144.0,,3.0,,2.0,,,,,,1.0,,,
409,-0.4,3.4,Felipe Augusto Rodrigues Pires,5,https://s.glbimg.com/es/sde/f/2022/08/06/f016d3ea4f1bdceef28512d7bf47fd36_FORMATO.png,28,felipe-pires,F. Pires,Felipe Pires,Juventude,0.0,100289,286,7,7,-0.27,1.61,3.0,3.0,10.0,3.0,3.0,11.0,25.0,,1.0,,3.0,,,,,,,,,
410,13.5,11.11,Yuri Alberto Monteiro da Silva,5,https://s.sde.globo.com/media/person_role/2022/06/29/f38436c0ef035f0395ad96c1c09a1d6e_FORMATO.png,28,yuri-alberto,Y. Alberto,Yuri Alberto,Corinthians,11.61,100652,264,7,11,2.22,4.1,1.0,10.0,16.0,6.0,8.0,14.0,52.0,,,3.0,5.0,,,,,,,,,
411,0.0,3.2,Igor Matheus Liziero Pereira ,4,https://s.glbimg.com/es/sde/f/2022/04/02/68d5b0b8c93444cf3f88161d109fe461_FORMATO.png,28,liziero,Liziero,Liziero,Internacional,0.72,100761,285,6,10,0.0,0.5,2.0,8.0,11.0,,,6.0,23.0,,,,,,,,,,,,,
412,0.0,9.92,Guilherme Bissoli Campos,5,https://s.sde.globo.com/media/person_role/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png,28,bissoli,Bissoli,Bissoli,Avaí,7.74,100762,314,7,23,0.0,5.67,4.0,14.0,42.0,10.0,16.0,19.0,85.0,,,13.0,10.0,,,,,,,,,1.0
413,8.2,11.01,Luan Cândido de Almeida,2,https://s.glbimg.com/es/sde/f/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,28,luan-candido,L. Cândido,Luan Cândido,Bragantino,7.2,100848,280,7,22,1.07,6.67,3.0,32.0,28.0,15.0,22.0,11.0,187.0,6.0,2.0,7.0,7.0,2.0,,,,,1.0,,1.0,
414,0.0,4.57,Germán Andrés Conti,3,https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png,28,conti,Conti,Conti,América-MG,4.82,100943,327,2,16,0.0,2.13,1.0,14.0,10.0,,6.0,2.0,45.0,4.0,,,,,,,,,,,,
415,-0.7,2.51,Ronald dos Santos Lopes,4,https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png,28,ronald,Ronald,Ronald,Fortaleza,-0.44,100969,356,6,16,-0.19,0.81,5.0,20.0,20.0,1.0,1.0,8.0,59.0,,,,,,,,,,,,,
416,0.0,6.44,Gustavo Nonato Santana,4,https://s.glbimg.com/es/sde/f/2021/07/30/7536d1f5782d6ce621dfd8aa405d0e28_FORMATO.png,28,nonato,Nonato,Nonato,Fluminense,2.24,100987,266,6,17,0.0,2.81,3.0,29.0,16.0,3.0,7.0,33.0,118.0,,2.0,,1.0,,,,,,1.0,,,
417,9.1,9.12,José Antonio dos Santos Júnior,5,https://s.glbimg.com/es/sde/f/2022/08/16/b90d064488716f8526c5c2519944eceb_FORMATO.png,28,junior-santos,J. Santos,Júnior Santos,Botafogo,7.62,101002,263,7,5,0.82,5.78,,7.0,7.0,2.0,7.0,5.0,19.0,,,1.0,,2.0,,,,,,,,
418,2.0,7.09,Jackson Diego Ibrahim Fagundes,4,https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png,28,diego,Diego,Diego,Goiás,1.93,101027,290,7,25,-0.5,3.75,1.0,50.0,19.0,2.0,9.0,52.0,188.0,,3.0,1.0,1.0,,,,,,,,,1.0
419,0.0,1.72,Diego Daniel Rodrigues de Matos,2,https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png,28,diego-matos,D. Matos,Diego Matos,Avaí,-1.16,101036,314,2,1,0.0,-2.3,,2.0,2.0,,,,11.0,,,,,,,,,,1.0,,,
420,0.0,2.69,Felipe Marques da Silva,5,https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png,28,felipe-marques,F. Marques,Felipe Marques,Cuiabá,1.49,101054,1371,5,17,0.0,0.81,1.0,9.0,10.0,2.0,4.0,12.0,54.0,,,,3.0,,,,,,,,,1.0
421,1.35,5.64,Umberto Lourenço Louzer Filho,6,https://s.glbimg.com/es/sde/f/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png,28,umberto-louzer,U. Louzer,Umberto Louzer,Juventude,1.7,101077,286,7,21,-0.36,3.01,,,,,,,,,,,,,,,,,,,,
422,0.0,6.4,Danilo Cardoso Novais da Silva,3,https://s.glbimg.com/es/sde/f/2022/08/02/c396b10bc3e37dd7731bf8715e8279e0_FORMATO.png,28,danilo-cardoso,D. Cardoso,Danilo Cardoso,Goiás,4.92,101155,290,6,3,0.0,7.13,,1.0,,1.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,,
423,5.4,10.27,Alef Mangueira Severino Pereira,5,https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png,28,alef-manga,A. Manga,Alef Manga,Coritiba,4.95,101254,294,6,25,-0.05,4.71,8.0,36.0,26.0,15.0,25.0,14.0,141.0,,3.0,5.0,15.0,2.0,,,,,,,,
424,4.1,10.31,Ademir da Silva Santos Júnior,5,https://s.glbimg.com/es/sde/f/2022/07/15/bcc9ab9fbdafb24cad6b5c34a3a4e9a7_FORMATO.png,28,ademir,Ademir,Ademir,Atlético-MG,3.88,101314,282,7,24,0.28,2.8,3.0,19.0,14.0,7.0,11.0,42.0,55.0,,1.0,1.0,12.0,2.0,,,,,,,,1.0
425,0.0,8.49,Cláudio Rodrigues Gomes,2,https://s.glbimg.com/es/sde/f/2022/07/15/627768175034855e87f15e0a373b34b8_FORMATO.png,28,guga,Guga,Guga,Atlético-MG,4.14,101319,282,7,12,0.0,4.67,,34.0,10.0,1.0,7.0,13.0,99.0,3.0,,,1.0,,,,,,,,,
426,0.0,2.99,Thonny Anderson da Silva Carvalho,4,https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png,28,thonny-anderson,T. Anderson,Thonny Anderson,Coritiba,3.72,101484,294,6,15,0.0,1.49,1.0,20.0,15.0,1.0,6.0,14.0,81.0,,1.0,,,,,,,,2.0,,,
427,1.4,6.03,João Pedro Vilardi Pinto,4,https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png,28,pepe,Pepê,Pepê,Cuiabá,1.39,101573,1371,6,21,0.12,3.26,3.0,49.0,30.0,8.0,10.0,32.0,123.0,,,,,,,,,,,,,
428,0.0,3.27,Hugo de Souza Nogueira,1,https://s.glbimg.com/es/sde/f/2022/03/04/f29cb0d7b60a53cf87b5131d4fcf8d45_FORMATO.png,28,hugo-souza,H. Souza,Hugo Souza,Flamengo,1.21,101574,262,6,9,0.0,1.72,3.0,2.0,,,,,,1.0,,,,,21.0,10.0,,,,,,
429,0.0,5.16,Robson Alves de Barros,3,https://s.glbimg.com/es/sde/f/2022/04/27/44c60f9696fad0a8a8156b8192e4af04_FORMATO.png,28,robson-bambu,R. Bambu,Robson Bambu,Corinthians,2.48,101579,264,6,6,0.0,4.32,,9.0,2.0,,,4.0,13.0,3.0,,,,,,,,,,,,
430,1.0,6.58,Hugo Moura Arruda da Silva,4,https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png,28,hugo-moura,H. Moura,Hugo Moura,Athlético-PR,1.13,101594,293,7,19,-0.5,3.14,5.0,47.0,26.0,5.0,5.0,19.0,74.0,,,1.0,1.0,,,,,,1.0,,1.0,
431,0.0,4.07,Vitor Gabriel Claudino Rego Ferreira,5,https://s.glbimg.com/es/sde/f/2022/03/03/0744b4a85cead311d99a4c1d6d279b39_FORMATO.png,28,vitor-gabriel,V. Gabriel,Vitor Gabriel,Juventude,8.01,101596,286,6,17,0.0,1.55,5.0,5.0,21.0,10.0,4.0,9.0,39.0,,,2.0,3.0,,,,,,,,,
432,0.0,2.32,Ramon Ramos Lima,2,https://s.glbimg.com/es/sde/f/2022/05/10/5ffd61aa5589cf28ad0820b15df29250_FORMATO.png,28,ramon,Ramon,Ramon,Bragantino,0.51,101597,280,6,8,0.0,0.95,2.0,7.0,8.0,2.0,2.0,6.0,54.0,1.0,,,,,,,,,1.0,,,
433,0.0,4.02,Alex de Oliveira Nascimento,3,https://s.glbimg.com/es/sde/f/2021/05/04/14060d89e54c755512bce4ee1bd0d8fd_FORMATO.png,28,alex,Alex,Alex,Santos,7.98,101600,277,6,1,0.0,9.5,,4.0,,,,,3.0,1.0,,,,,,,,,,,,
434,-1.2,2.62,Caio Vinicius da Conceição,4,https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png,28,caio,Caio,Caio,Goiás,-0.87,101601,290,6,22,-0.5,1.22,7.0,31.0,34.0,1.0,4.0,24.0,55.0,,,,1.0,,,,,,1.0,,1.0,
435,0.0,3.8,Rhaldney Norberto Simião Gomes,4,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_qqr85qd.png,28,rhaldney,Rhaldney,Rhaldney,Atlético-GO,2.46,101666,373,6,4,0.0,1.07,1.0,4.0,5.0,,2.0,2.0,6.0,,,,,,,,,,,,,
436,0.0,1.0,João Pedro Florêncio Barbosa,4,https://s.sde.globo.com/media/person_role/2022/09/21/photo_FORMATO_qPozky6.png,28,joao-pedro,J. Pedro,João Pedro,Fluminense,-0.12,101685,266,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
437,9.4,6.54,Felipe Jonatan Rocha Andrade,2,https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png,28,felipe-jonatan,F. Jonatan,Felipe Jonatan,Santos,8.1,101708,277,3,18,1.38,3.5,3.0,25.0,16.0,4.0,6.0,14.0,156.0,7.0,1.0,,1.0,,,,,,,,,
438,0.0,7.37,Alerrandro Barra Mansa Realino de Souza,5,https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,28,alerrandro,Alerrandro,Alerrandro,Bragantino,8.61,101715,280,5,16,0.0,5.2,2.0,8.0,10.0,12.0,13.0,11.0,22.0,,,6.0,4.0,1.0,,,,,,,,
439,0.0,4.61,Marrony da Silva Liberato,5,https://s.glbimg.com/es/sde/f/2022/07/07/cf3959cd704eeabb2140114fefee94eb_FORMATO.png,28,marrony,Marrony,Marrony,Fluminense,1.89,101717,266,6,7,0.0,1.26,1.0,7.0,2.0,1.0,2.0,7.0,13.0,,,,,,,,,,1.0,,,
440,0.0,0.73,Matheus Santos Soares,5,https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png,28,matheusinho,Matheusinho,Matheusinho,Goiás,0.34,101725,290,6,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,
441,-1.7,6.86,Matheus França Silva,2,https://s.glbimg.com/es/sde/f/2022/04/25/f8b82a43e5e935dc7a17f7f142575c55_FORMATO.png,28,matheuzinho,Matheuzinho,Matheuzinho,Flamengo,-1.19,101727,262,3,20,-1.24,4.31,3.0,49.0,18.0,1.0,6.0,7.0,126.0,6.0,2.0,,,,,,,,,,1.0,
442,0.0,7.08,Diego Henrique Costa Barbosa,3,https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,28,diego,Diego,Diego,São Paulo,6.54,101728,276,6,20,0.0,2.36,7.0,39.0,33.0,,4.0,9.0,94.0,4.0,,,,,,,,,,,1.0,
443,-0.1,3.24,Guilherme Castilho Carvalho,4,https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png,28,guilherme-castilho,G. Castilho,Guilherme Castilho,Ceará,0.06,101798,354,6,10,-0.21,2.11,1.0,8.0,8.0,2.0,3.0,8.0,48.0,,,1.0,1.0,1.0,,,,,,,,
444,0.9,3.63,Vitor Hugo Naum dos Santos,5,https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png,28,vitinho,Vitinho,Vitinho,Athlético-PR,0.91,101960,293,7,15,0.11,1.85,1.0,9.0,14.0,10.0,8.0,16.0,38.0,,,,5.0,1.0,,,,,1.0,,,
445,2.4,9.42,Emanuel Fermín Brítez,2,https://s.glbimg.com/es/sde/f/2022/07/16/933d90afd9fed6c8f8426f4c450f232e_FORMATO.png,28,britez,Brítez,Brítez,Fortaleza,2.28,101995,356,7,11,0.14,6.33,,30.0,22.0,1.0,4.0,8.0,111.0,6.0,1.0,1.0,1.0,,,,,,,,,
446,-0.5,4.36,Braian Ezequiel Romero,5,https://s.glbimg.com/es/sde/f/2022/07/29/d2bcddb0a2e0d7cc5c363b5a72f8c39d_FORMATO.png,28,braian-romero,B. Romero,Braian Romero,Internacional,-0.36,101997,285,6,8,-0.44,0.86,1.0,4.0,7.0,1.0,3.0,5.0,8.0,,,,1.0,,,,,,,,,
447,0.0,1.86,João Vitor Xavier de Almeida,4,https://s.glbimg.com/es/sde/f/2022/04/27/695e017b3a4e70b82e28dd504e54cd9b_FORMATO.png,28,xavier,Xavier,Xavier,Corinthians,1.4,102067,264,6,5,0.0,0.1,1.0,2.0,2.0,,,,3.0,,,,,,,,,,,,,
448,9.6,9.23,Joaquín Piquerez Moreira,2,https://s.sde.globo.com/media/person_role/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,28,piquerez,Piquerez,Piquerez,Palmeiras,8.38,102130,275,7,18,0.65,5.68,4.0,46.0,18.0,3.0,9.0,18.0,125.0,9.0,1.0,,,,,,,,,,1.0,
449,0.2,3.19,Lucas Halter,3,https://s.glbimg.com/es/sde/f/2022/08/02/9cc3cba8dbd74e03b0471fdcd2c66414_FORMATO.png,28,lucas-halter,L. Halter,Lucas Halter,Goiás,0.3,102253,290,6,8,-0.06,2.1,1.0,4.0,5.0,,1.0,1.0,18.0,3.0,,,,,,,,,,,,
450,0.0,2.0,Luan Silva dos Santos,5,https://s.glbimg.com/es/sde/f/2022/02/21/5b2d607b7868aa4b0e2f6d3bc4884981_FORMATO.png,28,luan-silva,L. Silva,Luan Silva,Palmeiras,0.8,102295,275,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
451,0.0,6.0,Mikael Filipe Viana,5,https://s.glbimg.com/es/sde/f/2022/07/28/db7bd8471d05f588d15b51c836794a5a_FORMATO.png,28,mikael,Mikael,Mikael,Internacional,2.05,102299,285,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
452,0.0,2.0,Bruno da Silva Costa Leite,4,https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png,28,bruno-leite,B. Leite,Bruno Leite,Athlético-PR,0.8,102301,293,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
453,-3.2,4.03,Matheus Felipe Santos Nascimento,3,https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png,28,matheus-felipe,M. Felipe,Matheus Felipe,Athlético-PR,-2.48,102310,293,3,19,-1.03,3.42,3.0,25.0,14.0,2.0,,4.0,53.0,7.0,,1.0,,,,,,,,,,
454,0.0,4.63,Caio Fernando de Oliveira,5,https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png,28,caio-paulista,C. Paulista,Caio Paulista,Fluminense,-0.08,102318,266,7,24,0.0,2.79,3.0,25.0,10.0,7.0,12.0,21.0,117.0,,3.0,1.0,1.0,2.0,,,,,1.0,,,
455,0.0,1.98,Kelvyn Ramos da Fonseca,2,https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png,28,kelvyn,Kelvyn,Kelvyn,Ceará,1.0,102464,354,6,2,0.0,-0.05,,1.0,2.0,,,,7.0,,,,,,,,,,,,,
456,6.6,5.86,Gonzalo Mathías Mastriani Borges,5,https://s.glbimg.com/es/sde/f/2022/08/10/2c133460f6f214aed522ba40302a5c33_FORMATO.png,28,mastriani,Mastriani,Mastriani,América-MG,5.57,102561,327,6,4,0.59,2.85,1.0,,4.0,,,2.0,4.0,,1.0,1.0,,,,,,,,,,
457,0.0,4.0,Miguel Ferreira Damasceno,4,https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png,28,miguel-figueira,M. Figueira,Miguel Figueira,Goiás,1.42,102565,290,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
458,0.0,2.38,Jonathan Silva Vieira,2,https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png,28,jonathan-silva,J. Silva,Jonathan Silva,Botafogo,1.23,102597,263,6,1,0.0,0.6,,1.0,1.0,,,,3.0,,,,,,,,,,,,,
459,2.3,4.92,Hélio Júnio Nunes de Castro,5,https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,28,helinho,Helinho,Helinho,Bragantino,2.18,102598,280,7,23,-0.41,2.15,6.0,20.0,28.0,6.0,16.0,18.0,128.0,,1.0,2.0,2.0,1.0,,,,,,,,
460,0.0,2.0,Julimar Silva Oliveira Júnior,5,https://s.glbimg.com/es/sde/f/2021/02/20/de210ca4fcb3c0000bf820510f8926b3_FORMATO.png,28,julimar,Julimar,Julimar,Athlético-PR,0.8,102796,293,5,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
461,1.7,9.59,Miguel David Terans Pérez,4,https://s.sde.globo.com/media/person_role/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png,28,terans,Terans,Terans,Athlético-PR,1.94,102878,293,7,22,-1.79,5.1,3.0,10.0,20.0,12.0,27.0,12.0,136.0,,2.0,9.0,5.0,1.0,,,,1.0,,,,
462,0.0,2.98,Anderson Silva da Paixão,1,https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png,28,anderson,Anderson,Anderson,Athlético-PR,1.28,102906,293,6,4,0.0,5.37,1.0,,,,,1.0,,2.0,,,,,19.0,7.0,,,,,,
463,0.0,5.04,Luan Vinícius da Silva Santos ,4,https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,28,luan,Luan,Luan,São Paulo,1.16,102909,276,6,2,0.0,0.75,,2.0,1.0,,,,6.0,,,,,,,,,,,,,
464,0.0,5.36,Agustín Canobbio Graviz,5,https://s.sde.globo.com/media/person_role/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png,28,canobbio,Canobbio,Canobbio,Athlético-PR,2.97,102928,293,7,18,0.0,2.78,1.0,22.0,19.0,2.0,7.0,25.0,69.0,,,2.0,3.0,,,,,,,,,1.0
465,-0.3,4.22,Lucas Ribeiro dos Santos,3,https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png,28,lucas-ribeiro,L. Ribeiro,Lucas Ribeiro,Ceará,0.06,103088,354,7,8,-0.22,1.38,2.0,1.0,5.0,,,5.0,22.0,1.0,,1.0,,,,,,,,,,
466,0.0,1.66,Rodrigo dos Santos de Freitas,3,https://s.glbimg.com/es/sde/f/2022/04/08/d5bcf8daa04da76c1372d8a8a834cf98_FORMATO.png,28,rodrigo-freitas,R. Freitas,Rodrigo Freitas,Avaí,0.71,103261,314,6,9,0.0,0.91,2.0,4.0,3.0,,1.0,5.0,20.0,1.0,,,,,,,,,,,,
467,0.3,3.67,Eric dos Santos Rodrigues,4,https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,28,eric-ramires,E. Ramires,Eric Ramires,Bragantino,0.41,103295,280,7,18,0.08,1.13,1.0,22.0,14.0,2.0,4.0,8.0,35.0,,,,,,,,,,2.0,,1.0,
468,0.0,7.89,Matheus Alexandre Anastácio de Souza,2,https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png,28,matheus-alexandre,M. Alexandre,Matheus Alexandre,Coritiba,1.51,103347,294,6,17,0.0,3.72,4.0,47.0,17.0,,,5.0,66.0,4.0,,,1.0,,,,,,,,,
469,0.0,5.99,Leandro Emmanuel Martínez,4,https://s.glbimg.com/es/sde/f/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,28,emmanuel-martinez,E. Martínez,Emmanuel Martínez,América-MG,4.33,103388,327,6,4,0.0,4.33,1.0,10.0,3.0,3.0,3.0,7.0,23.0,,,,,,,,,,,,,
470,0.0,5.44,João Victor Andrade Caetano,3,https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png,28,caetano,Caetano,Caetano,Goiás,1.4,103575,290,7,23,0.0,2.95,1.0,31.0,20.0,2.0,1.0,8.0,97.0,6.0,,1.0,,1.0,,,,,,,1.0,
471,0.0,3.61,Kaíque Rocha Lima,3,https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png,28,kaique-rocha,K. Rocha,Kaíque Rocha,Internacional,0.83,103684,285,6,6,0.0,3.33,2.0,8.0,3.0,1.0,,3.0,24.0,2.0,,,,1.0,,,,,,,,
472,0.8,3.48,Jadsom Meemyas de Oliveira da Silva,4,https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,28,jadsom-silva,J. Silva,Jadsom Silva,Bragantino,0.85,103695,280,6,18,0.13,0.9,5.0,15.0,14.0,,5.0,4.0,38.0,,1.0,,,,,,,,,,,
473,3.9,5.2,Bruno Méndez Cittadini,3,https://s.glbimg.com/es/sde/f/2022/06/24/c1cadb36bdc2e9c961a181dac5a10494_FORMATO.png,28,bruno-mendez,B. Méndez,Bruno Méndez,Corinthians,3.52,103700,264,6,18,0.44,3.46,2.0,34.0,8.0,2.0,2.0,5.0,86.0,4.0,,1.0,1.0,,,,,,,,,
474,0.0,1.0,Antônio Fialho de Carvalho Neto,4,https://s.glbimg.com/es/sde/f/2022/07/15/9b9b740b77ea9d769449355001908e78_FORMATO.png,28,neto,Neto,Neto,Atlético-MG,0.48,103706,282,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
475,0.0,2.2,Gabriel Silva Vieira,5,https://s.glbimg.com/es/sde/f/2021/04/30/89c3f9a0c359529df91f2489bdd05f2c_FORMATO.png,28,gabriel-silva,G. Silva,Gabriel Silva,Palmeiras,0.55,103766,275,6,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,
476,0.0,5.61,Gabriel Vinícius Menino,4,https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png,28,gabriel-menino,G. Menino,Gabriel Menino,Palmeiras,1.08,103767,275,6,18,0.0,2.62,3.0,22.0,11.0,4.0,9.0,15.0,54.0,,,2.0,,,,,,,1.0,,,
477,0.0,1.72,Pedro Henrique Rodrigues Bicalho,4,https://s.glbimg.com/es/sde/f/2021/01/08/3ec8503326f8e51a9fe7bafc9265f01d_FORMATO.jpeg,28,pedro-bicalho,P. Bicalho,Pedro Bicalho,Palmeiras,1.43,103777,275,6,1,0.0,1.2,,1.0,,,,,,,,,,,,,,,,,,
478,0.0,2.82,Bruno Felipe Oliveira,4,https://s.glbimg.com/es/sde/f/2022/03/03/2c935920c010d4b1c62eafcc3fa72249_FORMATO.png,28,bruno-oliveira,B. Oliveira,Bruno Oliveira,Santos,1.31,103996,277,6,12,0.0,1.71,2.0,6.0,6.0,4.0,2.0,14.0,42.0,,1.0,,,1.0,,,,,,,,
479,0.0,2.0,Maycon Cleiton de Paula Azevedo,1,https://s.glbimg.com/es/sde/f/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,28,maycon,Maycon,Maycon,Bragantino,0.8,104017,280,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
480,0.0,2.0,Walce da Silva Costa Filho,3,https://s.glbimg.com/es/sde/f/2022/03/01/42769c38f612d4af2143de3132ce1cec_FORMATO.png,28,walce,Walce,Walce,São Paulo,0.8,104074,276,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
481,0.0,1.0,André Luiz Ribeiro da Silva,1,https://s.glbimg.com/es/sde/f/2022/02/22/644fa239329c76f58f7001e88850b21c_FORMATO.png,28,andre,André,André,Ceará,0.48,104080,354,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
482,0.0,1.46,Carlos Miguel dos Santos Pereira,1,https://s.glbimg.com/es/sde/f/2022/04/27/82ae7add27deaaa2cafbf14ee4e02248_FORMATO.png,28,carlos-miguel,C. Miguel,Carlos Miguel,Corinthians,3.46,104084,264,6,1,0.0,4.0,,,,,,,,,,,,,5.0,1.0,,,,,,
483,0.0,3.0,Roberto Pinheiro da Rosa,3,https://s.glbimg.com/es/sde/f/2020/02/28/1ec6450611506323ed42668a0277b699_FORMATO.png,28,roberto,Roberto,Roberto,Internacional,1.11,104086,285,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
484,0.0,1.0,Vitor Hugo de Andrade Oliveira,2,https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png,28,vitor-hugo,V. Hugo,Vitor Hugo,América-MG,0.48,104095,327,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
485,0.0,2.0,William Arthur Assmann,1,https://s.glbimg.com/es/sde/f/2022/03/03/4965839110fe5fdcff916a2516fb313e_FORMATO.png,28,william,William,William,Juventude,0.8,104096,286,6,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
