"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DS","PI","SG","CA","DE","FS","GS","PC","A","FC","FD","FF","G","I","FT","PP","CV","PS","DP","GC"
"396",114138,13,356,"ata","6",-0.3,1.86,-0.24,0.21,7,-0.07,"depietri","Depietri","Depietri","Valentín Depietri","https://s.glbimg.com/es/sde/f/2022/02/24/8b54d582e43cf79302c2577ad53d6e26_FORMATO.png","Fortaleza",2,15,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",107741,13,285,"lat","6",0,3,0,0,0,4.15,"mazetti","Mazetti","Mazetti","Lucas Henrique Mazetti","https://s.glbimg.com/es/sde/f/2022/04/02/66e2cc2d91eb5e3405681b6b815e35e8_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",86970,13,277,"zag","7",1,8.83,-0.8,3.53,10,1.35,"eduardo-bauermann","Eduardo Bauermann","E. Bauermann","Eduardo Gabriel dos Santos Bauermann","https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png","Santos",10,17,3,1,NA,4,NA,NA,1,5,NA,2,NA,1,1,NA,NA,1,NA,NA
"399",97653,13,275,"zag","7",7.9,9.69,1.31,5.04,12,6.32,"murilo","Murilo","Murilo","Murilo Cerqueira Paim","https://s.glbimg.com/es/sde/f/2022/02/21/934e2aaafb55c35f6f83b91333b4f5b8_FORMATO.png","Palmeiras",12,23,7,NA,NA,4,NA,NA,NA,7,2,4,1,NA,NA,NA,NA,NA,NA,NA
"400",81161,13,277,"ata","7",15,11.48,1.84,6.01,10,11.57,"leo-baptistao","Léo Baptistão ","L. Baptistão","Leonardo Carrilho Baptistão ","https://s.glbimg.com/es/sde/f/2022/03/03/720ce11785d74738c66fdb3f797d770b_FORMATO.png","Santos",12,58,NA,NA,NA,18,NA,NA,1,14,4,10,4,1,NA,NA,NA,NA,NA,1
"401",78077,13,277,"lat","5",0,7.18,0,2.64,10,1.82,"madson","Madson","Madson","Madson Ferreira dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/e89e5811b9812fca6a75789451815b9e_FORMATO.png","Santos",12,65,3,4,NA,5,NA,NA,1,9,1,2,NA,1,NA,NA,NA,NA,NA,NA
"402",107745,13,285,"ata","6",0,1.98,0,0.6,3,1.98,"caio-vidal","Caio Vidal","C. Vidal","Caio Vidal Rocha","https://s.glbimg.com/es/sde/f/2022/04/02/2de9576136ea8acae47822e900c3cc5a_FORMATO.png","Internacional",NA,1,NA,NA,NA,3,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"403",107172,13,263,"mei","3",3.3,6.93,-0.05,3.79,9,2.85,"patrick-de-paula","Patrick de Paula","P. Paula","Patrick de Paula Carreiro","https://s.glbimg.com/es/sde/f/2022/04/05/8c35d4213e4e54056fa8d79421ac1e23_FORMATO.png","Botafogo",13,56,NA,3,NA,13,NA,NA,NA,8,6,6,1,NA,1,NA,NA,NA,NA,NA
"404",103684,13,285,"zag","6",-1,2.9,-1.13,2.1,1,4.92,"kaique-rocha","Kaíque Rocha","K. Rocha","Kaíque Rocha Lima","https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png","Internacional",3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",115867,13,290,"lat","6",0,2,0,0,0,2.76,"gabriel-ruggeri","Gabriel Ruggeri","G. Ruggeri","Gabriel Ruggeri Silva","https://s.glbimg.com/es/sde/f/2022/03/10/46af53a0646102ee53d5d4a76af63dfb_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",105811,13,275,"ata","6",1.1,3.98,-0.21,1.89,8,1.08,"wesley","Wesley","Wesley","Wesley Ribeiro Silva","https://s.glbimg.com/es/sde/f/2022/02/21/0f04dc5dcf192c6975ba1ccb8b6de900_FORMATO.png","Palmeiras",3,23,NA,NA,NA,5,NA,NA,NA,2,2,2,1,1,NA,NA,NA,NA,NA,NA
"407",68770,13,277,"mei","6",0.3,3.26,-0.2,1.03,4,0.46,"camacho","Camacho","Camacho","Guilherme de Aguiar Camacho","https://s.glbimg.com/es/sde/f/2022/03/03/44a5a0d1669b56e3bc607727595c4751_FORMATO.png","Santos",4,6,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",111688,13,285,"ata","6",-0.1,2.26,-0.57,1.4,2,0.1,"matheus-cadorini","Matheus Cadorini","M. Cadorini","Matheus Alfredo Cadorini da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/b95ad9995d0cf6d40d8915558ab5dc12_FORMATO.png","Internacional",NA,3,NA,NA,NA,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",105647,13,285,"mei","6",-0.1,4.22,-0.54,1.97,10,0.23,"mauricio","Maurício","Maurício","Maurício Magalhães Prado","https://s.glbimg.com/es/sde/f/2021/05/02/9b1360971d21b29ea6d3fcc3806ad12e_FORMATO.png","Internacional",9,40,NA,2,NA,6,NA,NA,1,3,2,3,NA,NA,1,NA,NA,NA,NA,NA
"410",79035,13,277,"zag","6",0,4,0,0,0,5.54,"luiz-felipe","Luiz Felipe","L. Felipe","Luiz Felipe do Nascimento dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/d93506f46370622558870dd37ada6bb5_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",82455,13,275,"mei","7",0,14.27,0,6.46,11,6.66,"ze-rafael","Zé Rafael","Z. Rafael","José Rafael Vivian","https://s.glbimg.com/es/sde/f/2022/02/21/a9bb4a6cb2ff8e2f533bf41f37dd93dc_FORMATO.png","Palmeiras",23,42,NA,2,NA,27,NA,NA,1,14,1,9,3,NA,1,NA,NA,NA,NA,NA
"412",98619,13,275,"zag","6",0,6.49,0,9.1,2,9.02,"kuscevic","Kuscevic","Kuscevic","Benjamín Kuscevic Jaramillo","https://s.glbimg.com/es/sde/f/2022/02/21/5e5dc615bd88e2dcf4171cb2082f612d_FORMATO.png","Palmeiras",3,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",107236,13,275,"lat","6",0,3.29,0,4.6,1,4.02,"vanderlan","Vanderlan","Vanderlan","Vanderlan Barbosa da Silva","https://s.glbimg.com/es/sde/f/2022/04/06/ecb07c206acce03d5e8b80df86207461_FORMATO.png","Palmeiras",NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",77713,13,264,"tec","7",7.64,12.53,0.84,5.51,12,6.34,"vitor-pereira","Vítor Pereira","V. Pereira","Vítor Manuel de Oliveira Lopes Pereira","https://s.glbimg.com/es/sde/f/2022/03/08/a09307d6eae0cd7887cb3732e00d9c29_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",90012,13,277,"zag","7",0,5.69,0,2.35,6,2.78,"velazquez","Velázquez","Velázquez","Emiliano Daniel Velázquez Maldonado","https://s.glbimg.com/es/sde/f/2022/03/03/8b5a4e18b5c35f49a52903d7b8193346_FORMATO.png","Santos",9,17,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",108712,13,285,"ata","6",0,2,0,0,0,2.76,"gustavo-maia","Gustavo Maia","G. Maia","Gustavo Maia da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",81677,13,277,"mei","6",0,6,0,0,0,8.32,"carlos-sanchez","Carlos Sánchez","C. Sánchez","Carlos Andrés Sánchez Arcosa","https://s.glbimg.com/es/sde/f/2022/03/03/63b472302f16e36f871bc271d9d355d1_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",104580,13,277,"mei","7",0.8,3.17,-0.16,2.4,9,0.78,"sandry","Sandry","Sandry","Sandry Roberto Santos Goes","https://s.glbimg.com/es/sde/f/2022/03/03/2b65aba4173c2f016fab56b5a734187e_FORMATO.png","Santos",14,34,NA,NA,NA,5,NA,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"419",78865,13,285,"mei","6",0,4.2,0,1.83,8,1.64,"rodrigo-dourado","Rodrigo Dourado","R. Dourado","Rodrigo Dourado Cunha","https://s.glbimg.com/es/sde/f/2022/04/02/147aa17c3111d8eefb2db4a13530ab8d_FORMATO.png","Internacional",15,19,NA,2,NA,4,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",96754,13,275,"mei","6",0,1.74,-0.1,0.29,9,0.13,"atuesta","Atuesta ","Atuesta ","Eduard Andrés Atuesta Velasco","https://s.glbimg.com/es/sde/f/2022/02/21/840f0d507e448cff241ff4ed4c7f9b31_FORMATO.png","Palmeiras",3,17,NA,NA,NA,1,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"421",101728,13,276,"zag","7",-0.1,5.99,-0.32,1.85,11,0.36,"diego","Diego","Diego","Diego Henrique Costa Barbosa","https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png","São Paulo",25,67,1,5,NA,3,NA,NA,NA,20,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"422",99119,13,277,"ata","6",-0.3,4.21,-0.64,1.82,11,0.08,"lucas-braga","Lucas Braga","L. Braga","Lucas Braga Ribeiro","https://s.glbimg.com/es/sde/f/2022/03/03/a3607db4d71e6018951bfe51c702fb1a_FORMATO.png","Santos",6,26,NA,NA,NA,10,NA,NA,NA,3,1,3,1,2,NA,NA,NA,NA,NA,NA
"423",104521,13,277,"mei","3",0.6,8.11,-0.37,3.5,12,0.99,"vinicius-zanocelo","Vinícius Zanocelo","V. Zanocelo","Vinícius Nelson de Souza Zanocelo","https://s.glbimg.com/es/sde/f/2022/03/03/5ec6c9924511913e6d0657f591187ca0_FORMATO.png","Santos",20,31,NA,3,NA,6,NA,1,NA,18,5,7,2,1,NA,NA,NA,NA,NA,NA
"424",63013,13,275,"lat","6",0,10.95,0,7.18,9,10.57,"marcos-rocha","Marcos Rocha","M. Rocha","Marcos Luis Rocha Aquino","https://s.glbimg.com/es/sde/f/2022/02/21/b5c3422a508001c1776995c43b20fdff_FORMATO.png","Palmeiras",28,103,6,1,NA,8,NA,NA,2,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"425",116074,13,286,"lat","6",0,1,0,0,0,1.37,"nicolas","Nicolas","Nicolas","Nicolas Arno Luft","https://s.glbimg.com/es/sde/f/2022/03/03/127b2ef745d8d8ce07263510d07af046_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",83433,13,276,"mei","7",10.5,9.73,1.81,4.86,9,8.22,"patrick","Patrick","Patrick","Patrick Bezerra do Nascimento","https://s.glbimg.com/es/sde/f/2022/03/01/6ebefc2dde70dd404af0145a962b55d4_FORMATO.png","São Paulo",18,45,NA,1,NA,12,NA,NA,1,11,NA,5,2,1,NA,NA,NA,NA,NA,NA
"427",77774,13,314,"tec","7",2.2,7.75,-0.29,3.54,13,2.11,"eduardo-barroca","Eduardo Barroca","E. Barroca","Eduardo de Souza Barroca","https://s.glbimg.com/es/sde/f/2022/03/08/832e107d799b9425491e065012f3ec3a_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",88065,13,275,"lat","6",0,3.43,0,3.95,6,3.52,"jorge","Jorge","Jorge","Jorge Marco de Oliveira Moraes","https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png","Palmeiras",6,34,4,1,NA,8,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"429",103767,13,275,"mei","7",8.5,7.05,0.86,6.02,5,6.61,"gabriel-menino","Gabriel Menino","G. Menino","Gabriel Vinícius Menino","https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png","Palmeiras",14,20,NA,2,NA,8,NA,NA,NA,5,1,7,1,NA,NA,NA,NA,NA,NA,NA
"430",112141,13,285,"lat","6",0,4,0,0,0,5.54,"paulo-victor","Paulo Victor ","P. Victor","Paulo Victor de Almeida Barbosa","https://s.glbimg.com/es/sde/f/2022/04/02/106cdd7fa82010d8008437cef963893f_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",103764,13,275,"ata","7",6.1,6.02,-0.55,4.77,8,4.8,"gabriel-veron","Gabriel Veron","G. Veron","Gabriel Veron Fonseca de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/a322d0e4be6bcead1440daebb01261cd_FORMATO.png","Palmeiras",13,18,NA,NA,NA,5,NA,NA,3,3,5,1,NA,NA,NA,NA,NA,1,NA,NA
"432",109963,13,280,"zag","6",0,4.28,0,4.2,3,4.22,"renan","Renan","Renan","Renan Victor da Silva","https://s.glbimg.com/es/sde/f/2022/04/14/eea7da20dcaeb02fd4b5170a3d9f472b_FORMATO.png","Bragantino",6,10,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"433",72491,13,314,"zag","6",2.2,6.61,0.27,2.68,9,2.05,"bressan","Bressan","Bressan","Matheus Simonete Bressanelli","https://s.glbimg.com/es/sde/f/2022/03/08/0759780a94f5359aefe723b749494c0b_FORMATO.png","Avaí",13,42,2,1,NA,3,NA,NA,NA,8,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"434",105770,13,275,"ata","6",-0.1,3.88,-0.11,1.36,11,0.2,"rafael-navarro","Rafael Navarro","R. Navarro","Rafael Navarro Leal","https://s.glbimg.com/es/sde/f/2022/02/21/a950985f87c7053fb60a65298da85bc0_FORMATO.png","Palmeiras",9,12,NA,NA,NA,7,NA,NA,NA,20,2,7,NA,2,NA,NA,NA,NA,NA,NA
"435",100103,13,327,"ata","6",0.1,4.68,-0.61,1.9,9,0.41,"pedrinho","Pedrinho","Pedrinho","Pedro Gabriel Pereira Lopes","https://s.glbimg.com/es/sde/f/2022/03/08/309c47dae98681ea166c6c5dfef07f5a_FORMATO.png","América-MG",5,35,NA,1,NA,4,NA,NA,NA,7,2,3,1,1,1,NA,NA,NA,NA,NA
"436",94044,13,277,"gol","7",0,6,0,0,0,8.32,"john-victor","John Victor","J. Victor","John Victor Maciel Furtado","https://s.glbimg.com/es/sde/f/2022/03/03/858342355243a12a346b0ad88639269d_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",91422,13,286,"gol","7",6,4.14,1.16,2.03,12,4.58,"cesar","César","César","César Augusto Soares dos Reis Ribela","https://s.glbimg.com/es/sde/f/2022/03/03/d97731002381ac352b29527a634d6783_FORMATO.png","Juventude",NA,NA,1,1,34,3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"438",87808,13,263,"zag","3",-4,1.28,-1.2,-0.42,5,-2.76,"philipe-sampaio","Philipe Sampaio","P. Sampaio","Philipe Sampaio Azevedo","https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png","Botafogo",3,15,NA,2,NA,4,NA,1,NA,3,NA,1,NA,1,NA,NA,1,NA,NA,NA
"439",107645,13,277,"tec","7",4.23,10.2,0.03,4.43,12,3.74,"fabian-bustos","Fabián Bustos","F. Bustos","Fabián Daniel Bustos","https://s.glbimg.com/es/sde/f/2022/03/03/a96235f2bb25a5f65aae085d91ee43d4_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",85626,13,276,"zag","7",0.6,4.54,0.14,1.05,11,0.76,"leo","Léo","Léo","Leonardo Pinheiro da Conceição","https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png","São Paulo",7,54,2,2,NA,5,NA,NA,NA,12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"441",74084,13,263,"mei","3",-2,2.23,-0.26,0.17,6,-1.27,"lucas-piazon","Lucas Piazon","L. Piazon","Gustavo Lucas Domingues Piazón","https://s.glbimg.com/es/sde/f/2022/03/10/444cdcb13fd4a94042b454cbf58b95fb_FORMATO.png","Botafogo",6,20,NA,1,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"442",93377,13,277,"mei","6",0,4,0,0,0,5.54,"jobson","Jobson","Jobson","Jobson Souza Santos","https://s.glbimg.com/es/sde/f/2022/03/03/b96d7076abc1f17b19220ae8c230ff7e_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",94787,13,356,"lat","7",0,2.51,0,1.47,7,1.32,"landazuri","Landázuri","Landázuri","Anthony Rigoberto Landázuri Estacio","https://s.glbimg.com/es/sde/f/2022/02/25/99227769c8cf1b0aba013765d0f00f85_FORMATO.png","Fortaleza",9,44,1,1,NA,5,NA,NA,NA,16,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"444",85083,13,275,"gol","6",0,4,0,0,0,5.54,"vinicius-silvestre","Vinicius Silvestre","V. Silvestre","Vinicius Silvestre da Costa","https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",72532,13,290,"lat","3",-2.8,2.82,-0.63,1.42,11,-1.82,"maguinho","Maguinho","Maguinho","Magno José da Silva","https://s.glbimg.com/es/sde/f/2022/03/08/b454661126187bdc0ef02a09e84e80ef_FORMATO.png","Goiás",9,47,2,3,NA,4,NA,NA,NA,12,NA,4,NA,1,NA,NA,NA,1,NA,NA
"446",106822,13,276,"mei","7",9.6,8.08,1.51,3.79,11,7.45,"rodrigo-nestor","Rodrigo Nestor","R. Nestor","Rodrigo Nestor Bertalia","https://s.glbimg.com/es/sde/f/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png","São Paulo",21,66,NA,1,NA,9,NA,NA,NA,18,5,14,1,1,NA,NA,NA,NA,NA,NA
"447",86508,13,276,"gol","7",3,7.19,0.33,2.65,13,2.65,"jandrei","Jandrei","Jandrei","Jandrei Chitolina Carniel","https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png","São Paulo",NA,NA,2,NA,38,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",106824,13,276,"lat","7",0,9.55,0,3.16,11,4.8,"welington","Welington ","Welington ","Welington Damascena Santos","https://s.glbimg.com/es/sde/f/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png","São Paulo",13,74,2,NA,NA,8,NA,NA,2,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"449",97768,13,290,"zag","7",0,3.85,0,1.57,10,1.76,"reynaldo","Reynaldo","Reynaldo","Reynaldo César Moraes","https://s.glbimg.com/es/sde/f/2022/05/03/de1fca34e51b21b4624ba9bfd83a4b51_FORMATO.png","Goiás",13,21,1,3,NA,4,NA,NA,NA,15,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"450",110605,13,277,"mei","6",0,4,0,0,0,5.54,"vinicius-balieiro","Vinícius Balieiro","V. Balieiro","Vinícius Balieiro Lourenço de Carvalho","https://s.glbimg.com/es/sde/f/2022/03/03/d8455afbc745b2638a289c64ff3b1231_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",110517,13,276,"mei","6",0,3.87,0,2,5,2.91,"andres","Andrés","Andrés","Andrés Felipe Colorado Sánchez","https://s.glbimg.com/es/sde/f/2022/04/06/8155059fe14b7ffca7314dd757501fb1_FORMATO.png","São Paulo",10,7,NA,NA,NA,NA,NA,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"452",93716,13,286,"lat","6",0.2,3.87,-0.37,1.9,8,0.42,"paulo-henrique","Paulo Henrique","P. Henrique","Paulo Henrique de Oliveira Alves","https://s.glbimg.com/es/sde/f/2022/03/03/8240fae5ce98e7a47c5fe5b7e18c773b_FORMATO.png","Juventude",12,32,1,1,NA,2,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"453",98225,13,290,"ata","7",2.9,8.97,0.5,5.55,11,2.67,"pedro-raul","Pedro Raul","P. Raul","Pedro Raul Garay da Silva","https://s.glbimg.com/es/sde/f/2022/03/10/5215be2746c5556d28458274ecbe4b16_FORMATO.png","Goiás",6,42,NA,3,NA,11,NA,NA,NA,16,5,5,6,6,1,NA,NA,NA,NA,NA
"454",62130,13,286,"lat","3",-3.2,1.52,-1,0.81,9,-2.19,"william-matheus","William Matheus","W. Matheus","William Matheus da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/88174fca01439ff40caf28ad081a8fa6_FORMATO.png","Juventude",8,61,1,3,NA,6,NA,1,NA,10,2,3,NA,NA,NA,NA,1,NA,NA,NA
"455",50353,13,356,"zag","7",4.1,5.09,0,2.18,10,3.31,"titi","Titi","Titi","Christian Chagas Tarouco","https://s.glbimg.com/es/sde/f/2022/02/25/5050c64ba68bdb4ca40033690ae7c525_FORMATO.png","Fortaleza",13,34,2,1,NA,8,NA,NA,NA,13,NA,1,NA,2,NA,NA,NA,NA,NA,NA
"456",91521,13,276,"ata","6",-0.1,6.3,-0.1,1.63,12,0.38,"eder","Eder","Eder","Eder Citadin Martins","https://s.glbimg.com/es/sde/f/2022/03/01/c24a898d664db265bfa4ba037836c0ab_FORMATO.png","São Paulo",6,21,NA,2,NA,8,NA,NA,NA,3,1,2,1,4,1,NA,NA,NA,NA,NA
"457",82407,13,286,"mei","7",-0.5,6.01,-0.64,3.06,11,0.05,"chico","Chico","Chico","Francisco Hyun Sol Kim","https://s.glbimg.com/es/sde/f/2022/03/03/bf75c9042be591192c025ebc1a87b001_FORMATO.png","Juventude",23,95,NA,1,NA,27,NA,NA,1,21,5,2,NA,2,NA,NA,1,NA,NA,NA
"458",116137,13,276,"lat","6",0,3,0,0,0,4.15,"joao-moreira","João Moreira","J. Moreira","João Moreira Sanmartin Souza","https://s.glbimg.com/es/sde/f/2022/03/01/b2773da8a486428f92cda01d2ab65d9e_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",101596,13,286,"ata","6",0,3.08,0,1.86,8,1.79,"vitor-gabriel","Vitor Gabriel","V. Gabriel","Vitor Gabriel Claudino Rego Ferreira","https://s.glbimg.com/es/sde/f/2022/03/03/0744b4a85cead311d99a4c1d6d279b39_FORMATO.png","Juventude",4,27,NA,2,NA,4,NA,NA,NA,15,6,3,1,3,NA,NA,NA,NA,NA,NA
"460",83438,13,286,"ata","6",0.5,2.32,-0.06,1.01,7,0.53,"guilherme-parede","Guilherme Parede","G. Parede","Guilherme Parede Pinheiro","https://s.glbimg.com/es/sde/f/2022/03/03/fc970f8486208ea64d2857c89a9ea781_FORMATO.png","Juventude",3,28,NA,1,NA,3,NA,NA,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"461",101885,13,276,"ata","6",0,7.2,0,7.9,1,8.33,"toro","Toró","Toró","Jonas Gabriel da Silva Nunes","https://s.glbimg.com/es/sde/f/2022/03/01/5ae4b338eccde28dc4397a8e37cce503_FORMATO.png","São Paulo",1,1,NA,NA,NA,1,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"462",102565,13,290,"mei","6",0,4,0,0,0,5.54,"miguel-figueira","Miguel Figueira","M. Figueira","Miguel Ferreira Damasceno","https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",82764,13,286,"zag","7",0.8,4.76,-0.29,2.54,11,0.9,"rafael-forster","Rafael Forster","R. Forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2022/03/03/1a3eff81c014dfeadd31543510923abd_FORMATO.png","Juventude",21,78,1,1,NA,8,NA,NA,NA,10,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"464",104017,13,280,"gol","5",0,2,0,0,0,2.76,"maycon","Maycon","Maycon","Maycon Cleiton de Paula Azevedo","https://s.glbimg.com/es/sde/f/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",110750,13,327,"zag","6",0,1.4,0,-0.3,1,0.72,"gustavo-marques","Gustavo Marques","G. Marques","Gustavo Marques Alves dos Santos","https://s.glbimg.com/es/sde/f/2022/02/24/cb9dbbfe04ac9d5b15ea2272bc5031c0_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",103996,13,277,"mei","2",0.6,2.84,-0.73,3.13,4,0.64,"bruno-oliveira","Bruno Oliveira","B. Oliveira","Bruno Felipe Oliveira","https://s.glbimg.com/es/sde/f/2022/03/03/2c935920c010d4b1c62eafcc3fa72249_FORMATO.png","Santos",2,12,NA,2,NA,6,NA,NA,1,3,2,1,NA,NA,1,NA,NA,NA,NA,NA
"467",111637,13,277,"zag","6",1,4.58,-1.42,1,1,1.09,"kaiky","Kaiky","Kaiky","Kaiky Fernandes Melo","https://s.glbimg.com/es/sde/f/2022/03/03/9bf3a0809a51d2c429254d36553a45f4_FORMATO.png","Santos",NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",104096,13,286,"gol","6",0,2,0,0,0,2.76,"william","William","William","William Arthur Assmann","https://s.glbimg.com/es/sde/f/2022/03/03/4965839110fe5fdcff916a2516fb313e_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
