,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.posicao_id,atletas.clube_id,atletas.jogos_num,atletas.apelido,atletas.slug,atletas.nome,atletas.atleta_id,atletas.foto,atletas.status_id,atletas.media_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,A,CA,DS,FC,FD,FF,FS,PC,PI,SG,DE,GS,GC,FT,G,I,PP,CV,PS,DP
394,,-0.56,5,293,25,Cuello,cuello,Tomás Esteban Cuello,98909,https://s.sde.globo.com/media/person_role/2022/02/24/6bec1ac11713040382a43683f3ec06ba_FORMATO.png,6,3.56,30,Cuello,Athlético-PR,-1.6,7.28,3.0,4.0,37.0,23.0,6.0,22.0,27.0,,134.0,,,,,,2.0,6.0,,,,
395,,0.0,4,276,10,Gabriel,gabriel,Gabriel Neves Perdomo,98976,https://s.glbimg.com/es/sde/f/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,6,1.21,30,Gabriel,São Paulo,0.0,3.86,,4.0,19.0,11.0,,,1.0,,39.0,,,,,,,,,,,
396,,0.23,5,277,27,Lucas Braga,lucas-braga,Lucas Braga Ribeiro,99119,https://s.glbimg.com/es/sde/f/2022/03/03/a3607db4d71e6018951bfe51c702fb1a_FORMATO.png,7,2.79,30,L. Braga,Santos,1.4,5.55,,2.0,23.0,17.0,12.0,10.0,51.0,,92.0,,,,,,2.0,2.0,,,,
397,,-0.97,4,277,21,Rodrigo Fernández,rodrigo-fernandez,Rodrigo Fernández Cedrés,99214,https://s.glbimg.com/es/sde/f/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,7,2.19,30,R. Fernández,Santos,-1.4,5.05,,8.0,54.0,53.0,2.0,8.0,19.0,2.0,109.0,,,,,,,,,,,
398,,0.0,4,294,1,Pablo García,pablo-garcia,Pablo Javier García Lafluf,99236,https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png,6,0.0,30,P. García,Coritiba,0.0,2.2,,,,,,,,,,,,,,,,,,,,
399,,0.0,1,373,2,Diego Loureiro,diego-loureiro,Diego Terra Loureiro,99430,https://s.glbimg.com/es/sde/f/2022/08/16/0d6ff68525592d2d97d4cedb5317c66b_FORMATO.png,6,0.5,30,D. Loureiro,Atlético-GO,0.0,2.06,,1.0,,,,,,,,,4.0,2.0,,,,,,,,
400,,1.79,4,373,24,Baralhas,baralhas,Gabriel Baralhas dos Santos,99440,https://s.glbimg.com/es/sde/f/2022/03/03/23016221adbd611a74993ecdc84843f5_FORMATO.png,6,4.08,30,Baralhas,Atlético-GO,16.1,9.67,1.0,9.0,57.0,33.0,7.0,14.0,12.0,1.0,82.0,,,,,1.0,3.0,,,,,
401,,0.0,1,314,0,Igor Bohn,igor-bohn,Igor José Bohn,99573,https://s.sde.globo.com/media/person_role/2022/07/28/d97bc45782baf456d1b40b1d16ed352c_FORMATO.png,6,0.0,30,I. Bohn,Avaí,0.0,3.0,,,,,,,,,,,,,,,,,,,,
402,,0.0,3,290,0,Arthur,arthur,Arthur Henrique Vieira Araújo,99670,https://s.glbimg.com/es/sde/f/2022/06/27/cfeea87e1e558108c5c50dfd084e1f04_FORMATO.png,6,0.0,30,Arthur,Goiás,0.0,2.0,,,,,,,,,,,,,,,,,,,,
403,,1.11,4,266,25,Arias,arias,Jhon Adolfo Arias Andrade,99815,https://s.sde.globo.com/media/person_role/2022/04/20/d97a4c4cc239d983ba72d755e77a671d_FORMATO.png,7,4.72,30,Arias,Fluminense,9.5,8.82,6.0,5.0,29.0,38.0,7.0,9.0,35.0,,195.0,,,,,,7.0,2.0,,,,
404,,0.0,5,327,0,Léo Passos,leo-passos,Leonardo da Silva Passos,99878,https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png,6,0.0,30,L. Passos,América-MG,0.0,2.0,,,,,,,,,,,,,,,,,,,,
405,,0.0,5,277,11,Jhojan Julio,jhojan-julio,Jhojan Esmaides Julio Palacios,100074,https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png,6,2.31,30,J. Julio,Santos,0.0,5.4,1.0,2.0,17.0,20.0,2.0,2.0,18.0,,47.0,,,,,,,3.0,,,,
406,,-0.82,4,282,16,Zaracho,zaracho,Federico Matías Javier Zaracho,100079,https://s.glbimg.com/es/sde/f/2022/07/15/2298d241c4ec2d5e60d0b370bba36921_FORMATO.png,7,5.83,30,Zaracho,Atlético-MG,2.0,12.69,2.0,2.0,44.0,25.0,5.0,11.0,15.0,,72.0,,,,,3.0,2.0,,,,,
407,,-0.82,4,276,25,Igor Gomes,igor-gomes,Igor Silveira Gomes,100084,https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png,6,1.63,30,I. Gomes,São Paulo,-0.3,5.18,3.0,3.0,26.0,29.0,4.0,10.0,23.0,,147.0,,,,,,,2.0,,1.0,,
408,,0.0,5,286,8,Felipe Pires,felipe-pires,Felipe Augusto Rodrigues Pires,100289,https://s.glbimg.com/es/sde/f/2022/08/06/f016d3ea4f1bdceef28512d7bf47fd36_FORMATO.png,6,1.21,30,F. Pires,Juventude,0.0,3.07,1.0,4.0,3.0,12.0,3.0,3.0,11.0,,25.0,,,,,,,3.0,,,,
409,,0.0,5,264,12,Yuri Alberto,yuri-alberto,Yuri Alberto Monteiro da Silva,100652,https://s.sde.globo.com/media/person_role/2022/06/29/f38436c0ef035f0395ad96c1c09a1d6e_FORMATO.png,6,4.48,30,Y. Alberto,Corinthians,0.0,10.81,,1.0,10.0,17.0,6.0,9.0,15.0,,55.0,,,,,,4.0,5.0,,,,
410,,1.3,4,285,12,Liziero,liziero,Igor Matheus Liziero Pereira ,100761,https://s.glbimg.com/es/sde/f/2022/04/02/68d5b0b8c93444cf3f88161d109fe461_FORMATO.png,6,0.98,30,Liziero,Internacional,7.2,4.33,,2.0,14.0,13.0,,,7.0,,27.0,,,,,,,,,,,
411,,0.64,5,314,25,Bissoli,bissoli,Guilherme Bissoli Campos,100762,https://s.sde.globo.com/media/person_role/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png,7,5.72,30,Bissoli,Avaí,7.8,10.03,,4.0,16.0,44.0,10.0,20.0,20.0,,94.0,,,,,,14.0,11.0,,,1.0,
412,,0.0,2,280,23,Luan Cândido,luan-candido,Luan Cândido de Almeida,100848,https://s.glbimg.com/es/sde/f/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,7,6.25,30,L. Cândido,Bragantino,0.0,9.36,2.0,3.0,32.0,28.0,16.0,22.0,11.0,2.0,188.0,6.0,,,,2.0,7.0,7.0,,2.0,,
413,,0.0,3,327,17,Conti,conti,Germán Andrés Conti,100943,https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png,6,2.04,30,Conti,América-MG,0.0,3.84,,1.0,15.0,11.0,,6.0,2.0,,48.0,4.0,,,,,,,,,,
414,,0.0,4,356,16,Ronald,ronald,Ronald dos Santos Lopes,100969,https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png,6,0.81,30,Ronald,Fortaleza,0.0,2.51,,5.0,20.0,20.0,1.0,1.0,8.0,,59.0,,,,,,,,,,,
415,,0.0,4,266,17,Nonato,nonato,Gustavo Nonato Santana,100987,https://s.glbimg.com/es/sde/f/2021/07/30/7536d1f5782d6ce621dfd8aa405d0e28_FORMATO.png,6,2.81,30,Nonato,Fluminense,0.0,6.44,2.0,3.0,29.0,16.0,3.0,7.0,33.0,,118.0,,,,,,,1.0,,1.0,,
416,,-0.66,5,263,7,Júnior Santos,junior-santos,José Antonio dos Santos Júnior,101002,https://s.glbimg.com/es/sde/f/2022/08/16/b90d064488716f8526c5c2519944eceb_FORMATO.png,7,3.99,30,J. Santos,Botafogo,-1.8,7.29,,,8.0,10.0,2.0,8.0,5.0,1.0,29.0,,,,,2.0,1.0,1.0,,,,
417,,-0.59,4,290,27,Diego,diego,Jackson Diego Ibrahim Fagundes,101027,https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png,7,3.64,30,Diego,Goiás,0.2,6.95,3.0,2.0,54.0,23.0,2.0,9.0,58.0,,200.0,,,,,,1.0,1.0,,,1.0,
418,,0.0,2,314,2,Diego Matos,diego-matos,Diego Daniel Rodrigues de Matos,101036,https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png,6,-1.25,30,D. Matos,Avaí,0.0,1.52,,,2.0,2.0,,,,,13.0,,,,,,,,,1.0,,
419,,0.0,5,1371,17,Felipe Marques,felipe-marques,Felipe Marques da Silva,101054,https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png,6,0.81,30,F. Marques,Cuiabá,0.0,2.69,,1.0,9.0,10.0,2.0,4.0,12.0,,54.0,,,,,,,3.0,,,1.0,
420,,0.0,3,290,3,Danilo Cardoso,danilo-cardoso,Danilo Cardoso Novais da Silva,101155,https://s.glbimg.com/es/sde/f/2022/08/02/c396b10bc3e37dd7731bf8715e8279e0_FORMATO.png,6,7.13,30,D. Cardoso,Goiás,0.0,6.4,,,1.0,,1.0,1.0,1.0,,3.0,2.0,,,,,1.0,,,,,
421,,-0.77,5,294,26,Alef Manga,alef-manga,Alef Mangueira Severino Pereira,101254,https://s.sde.globo.com/media/person_role/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png,7,4.52,30,A. Manga,Coritiba,-0.2,9.5,3.0,8.0,36.0,26.0,15.0,25.0,14.0,,143.0,,,,,2.0,5.0,15.0,,,,
422,,-0.05,5,282,26,Ademir,ademir,Ademir da Silva Santos Júnior,101314,https://s.glbimg.com/es/sde/f/2022/07/15/bcc9ab9fbdafb24cad6b5c34a3a4e9a7_FORMATO.png,7,2.81,30,Ademir,Atlético-MG,2.6,10.26,1.0,4.0,24.0,16.0,7.0,12.0,44.0,,58.0,,,,,2.0,1.0,12.0,,,1.0,
423,,0.46,2,282,14,Guga,guga,Cláudio Rodrigues Gomes,101319,https://s.glbimg.com/es/sde/f/2022/07/15/627768175034855e87f15e0a373b34b8_FORMATO.png,7,5.06,30,Guga,Atlético-MG,8.3,9.38,1.0,,39.0,12.0,1.0,7.0,14.0,,110.0,4.0,,,,,,1.0,,,,
424,,-0.32,4,294,16,Thonny Anderson,thonny-anderson,Thonny Anderson da Silva Carvalho,101484,https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png,3,1.49,30,T. Anderson,Coritiba,1.5,2.67,1.0,2.0,22.0,17.0,1.0,7.0,14.0,,82.0,,,,,,,,,2.0,,
425,,0.95,4,1371,23,Pepê,pepe,João Pedro Vilardi Pinto,101573,https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png,7,3.21,30,Pepê,Cuiabá,5.5,6.78,,4.0,54.0,32.0,8.0,11.0,36.0,,141.0,,,,,,,,,,,
426,,0.0,1,262,9,Hugo Souza,hugo-souza,Hugo de Souza Nogueira,101574,https://s.glbimg.com/es/sde/f/2022/03/04/f29cb0d7b60a53cf87b5131d4fcf8d45_FORMATO.png,6,1.72,30,H. Souza,Flamengo,0.0,3.27,,3.0,2.0,,,,,,,1.0,21.0,10.0,,,,,,,,
427,,0.0,3,264,6,Robson Bambu,robson-bambu,Robson Alves de Barros,101579,https://s.glbimg.com/es/sde/f/2022/04/27/44c60f9696fad0a8a8156b8192e4af04_FORMATO.png,6,4.32,30,R. Bambu,Corinthians,0.0,5.16,,,9.0,2.0,,,4.0,,13.0,3.0,,,,,,,,,,
428,,0.0,4,293,20,Hugo Moura,hugo-moura,Hugo Moura Arruda da Silva,101594,https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png,2,2.98,30,H. Moura,Athlético-PR,0.0,6.45,,5.0,47.0,26.0,5.0,5.0,19.0,1.0,74.0,,,,,,1.0,1.0,,1.0,,
429,,0.0,5,286,18,Vitor Gabriel,vitor-gabriel,Vitor Gabriel Claudino Rego Ferreira,101596,https://s.glbimg.com/es/sde/f/2022/03/03/0744b4a85cead311d99a4c1d6d279b39_FORMATO.png,6,1.44,30,V. Gabriel,Juventude,0.0,2.62,,5.0,5.0,22.0,10.0,4.0,9.0,,41.0,,,,,,2.0,3.0,,,,
430,,-0.11,2,280,9,Ramon,ramon,Ramon Ramos Lima,101597,https://s.glbimg.com/es/sde/f/2022/05/10/5ffd61aa5589cf28ad0820b15df29250_FORMATO.png,6,0.84,30,Ramon,Bragantino,0.0,2.21,,2.0,8.0,8.0,2.0,2.0,6.0,,66.0,1.0,,,,,,,,1.0,,
431,,0.0,3,277,1,Alex,alex,Alex de Oliveira Nascimento,101600,https://s.glbimg.com/es/sde/f/2021/05/04/14060d89e54c755512bce4ee1bd0d8fd_FORMATO.png,6,9.5,30,Alex,Santos,0.0,4.02,,,4.0,,,,,,3.0,1.0,,,,,,,,,,
432,,0.0,4,290,22,Caio,caio,Caio Vinicius da Conceição,101601,https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png,6,1.22,30,Caio,Goiás,0.0,2.62,,7.0,31.0,34.0,1.0,4.0,24.0,1.0,55.0,,,,,,,1.0,,1.0,,
433,,0.0,4,373,5,Rhaldney,rhaldney,Rhaldney Norberto Simião Gomes,101666,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_qqr85qd.png,6,0.84,30,Rhaldney,Atlético-GO,0.0,3.35,,1.0,4.0,5.0,,2.0,2.0,,7.0,,,,,,,,,,,
434,,0.0,4,266,0,João Pedro,joao-pedro,João Pedro Florêncio Barbosa,101685,https://s.sde.globo.com/media/person_role/2022/09/21/photo_FORMATO_qPozky6.png,6,0.0,30,J. Pedro,Fluminense,0.0,1.0,,,,,,,,,,,,,,,,,,,,
435,,-0.8,2,277,19,Felipe Jonatan,felipe-jonatan,Felipe Jonatan Rocha Andrade,101708,https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png,7,3.47,30,F. Jonatan,Santos,3.0,5.74,1.0,3.0,27.0,18.0,5.0,7.0,15.0,,169.0,7.0,,,,,,1.0,,,,
436,,0.0,5,280,16,Alerrandro,alerrandro,Alerrandro Barra Mansa Realino de Souza,101715,https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,6,5.2,30,Alerrandro,Bragantino,0.0,7.37,,2.0,8.0,10.0,12.0,13.0,11.0,,22.0,,,,,1.0,6.0,4.0,,,,
437,,-0.28,5,266,9,Marrony,marrony,Marrony da Silva Liberato,101717,https://s.glbimg.com/es/sde/f/2022/07/07/cf3959cd704eeabb2140114fefee94eb_FORMATO.png,6,1.16,30,Marrony,Fluminense,0.0,4.27,,1.0,8.0,3.0,1.0,2.0,9.0,,15.0,,,,,,,,,1.0,,
438,,0.0,5,290,1,Matheusinho,matheusinho,Matheus Santos Soares,101725,https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png,6,0.0,30,Matheusinho,Goiás,0.0,0.73,,,,,,,,,,,,,,,,,,,,
439,,1.23,2,262,21,Matheuzinho,matheuzinho,Matheus França Silva,101727,https://s.glbimg.com/es/sde/f/2022/04/25/f8b82a43e5e935dc7a17f7f142575c55_FORMATO.png,6,4.38,30,Matheuzinho,Flamengo,5.7,8.09,2.0,3.0,50.0,19.0,1.0,6.0,8.0,1.0,133.0,7.0,,,,,,,,,,
440,,0.0,3,276,20,Diego,diego,Diego Henrique Costa Barbosa,101728,https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,5,2.36,30,Diego,São Paulo,0.0,7.08,,7.0,39.0,33.0,,4.0,9.0,1.0,94.0,4.0,,,,,,,,,,
441,,-0.14,4,354,12,Guilherme Castilho,guilherme-castilho,Guilherme Castilho Carvalho,101798,https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png,6,2.67,30,G. Castilho,Ceará,4.6,4.2,1.0,1.0,10.0,14.0,3.0,4.0,11.0,,60.0,,,,,2.0,1.0,1.0,,,,
442,,-1.53,5,293,17,Vitinho,vitinho,Vitor Hugo Naum dos Santos,101960,https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png,7,2.22,30,Vitinho,Athlético-PR,-0.2,3.73,,1.0,10.0,14.0,10.0,11.0,16.0,,53.0,,,,,1.0,1.0,6.0,,1.0,,
443,,0.71,2,356,13,Brítez,britez,Emanuel Fermín Brítez,101995,https://s.glbimg.com/es/sde/f/2022/07/16/933d90afd9fed6c8f8426f4c450f232e_FORMATO.png,7,6.43,30,Brítez,Fortaleza,8.4,10.81,2.0,,34.0,26.0,1.0,5.0,9.0,,120.0,7.0,,,,,1.0,1.0,,,,
444,,-0.26,5,285,10,Braian Romero,braian-romero,Braian Ezequiel Romero,101997,https://s.glbimg.com/es/sde/f/2022/07/29/d2bcddb0a2e0d7cc5c363b5a72f8c39d_FORMATO.png,6,1.32,30,B. Romero,Internacional,2.0,4.99,,1.0,6.0,8.0,3.0,4.0,7.0,,8.0,,,,,,,1.0,,,,
445,,0.0,4,264,5,Xavier,xavier,João Vitor Xavier de Almeida,102067,https://s.glbimg.com/es/sde/f/2022/04/27/695e017b3a4e70b82e28dd504e54cd9b_FORMATO.png,6,0.1,30,Xavier,Corinthians,0.0,1.86,,1.0,2.0,2.0,,,,,3.0,,,,,,,,,,,
446,,1.4,2,275,20,Piquerez,piquerez,Joaquín Piquerez Moreira,102130,https://s.sde.globo.com/media/person_role/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,7,5.9,30,Piquerez,Palmeiras,11.7,9.97,2.0,4.0,51.0,19.0,4.0,9.0,18.0,1.0,136.0,10.0,,,,,,,,,,
447,,0.08,3,290,10,Lucas Halter,lucas-halter,Lucas Halter,102253,https://s.glbimg.com/es/sde/f/2022/08/02/9cc3cba8dbd74e03b0471fdcd2c66414_FORMATO.png,7,2.23,30,L. Halter,Goiás,2.8,3.71,,1.0,6.0,5.0,2.0,3.0,1.0,,27.0,3.0,,,,,,,,,,
448,,0.0,5,275,0,Luan Silva,luan-silva,Luan Silva dos Santos,102295,https://s.glbimg.com/es/sde/f/2022/02/21/5b2d607b7868aa4b0e2f6d3bc4884981_FORMATO.png,6,0.0,30,L. Silva,Palmeiras,0.0,2.0,,,,,,,,,,,,,,,,,,,,
449,,0.0,5,285,0,Mikael,mikael,Mikael Filipe Viana,102299,https://s.glbimg.com/es/sde/f/2022/07/28/db7bd8471d05f588d15b51c836794a5a_FORMATO.png,6,0.0,30,Mikael,Internacional,0.0,6.0,,,,,,,,,,,,,,,,,,,,
450,,0.0,4,293,0,Bruno Leite,bruno-leite,Bruno da Silva Costa Leite,102301,https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png,6,0.0,30,B. Leite,Athlético-PR,0.0,2.0,,,,,,,,,,,,,,,,,,,,
451,,0.0,3,293,19,Matheus Felipe,matheus-felipe,Matheus Felipe Santos Nascimento,102310,https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png,2,3.42,30,M. Felipe,Athlético-PR,0.0,4.03,,3.0,25.0,14.0,2.0,,4.0,,53.0,7.0,,,,,1.0,,,,,
452,,-0.37,5,266,26,Caio Paulista,caio-paulista,Caio Fernando de Oliveira,102318,https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png,7,2.64,30,C. Paulista,Fluminense,-0.3,4.65,3.0,3.0,26.0,10.0,8.0,12.0,22.0,,127.0,,,,,2.0,1.0,2.0,,1.0,,
453,,0.0,2,354,2,Kelvyn,kelvyn,Kelvyn Ramos da Fonseca,102464,https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png,6,-0.05,30,Kelvyn,Ceará,0.0,1.98,,,1.0,2.0,,,,,7.0,,,,,,,,,,,
454,,0.04,5,327,6,Mastriani,mastriani,Gonzalo Mathías Mastriani Borges,102561,https://s.glbimg.com/es/sde/f/2022/08/10/2c133460f6f214aed522ba40302a5c33_FORMATO.png,6,2.78,30,Mastriani,América-MG,2.5,5.54,1.0,1.0,2.0,6.0,2.0,1.0,4.0,,10.0,,,,,,1.0,1.0,,,,
455,,0.0,4,290,0,Miguel Figueira,miguel-figueira,Miguel Ferreira Damasceno,102565,https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png,6,0.0,30,M. Figueira,Goiás,0.0,4.0,,,,,,,,,,,,,,,,,,,,
456,,0.0,2,263,1,Jonathan Silva,jonathan-silva,Jonathan Silva Vieira,102597,https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png,6,0.6,30,J. Silva,Botafogo,0.0,2.38,,,1.0,1.0,,,,,3.0,,,,,,,,,,,
457,,-1.11,5,280,25,Helinho,helinho,Hélio Júnio Nunes de Castro,102598,https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,7,2.39,30,Helinho,Bragantino,1.2,5.03,1.0,7.0,23.0,29.0,6.0,17.0,19.0,,142.0,,,,,1.0,3.0,2.0,,,,
458,,0.0,5,293,0,Julimar,julimar,Julimar Silva Oliveira Júnior,102796,https://s.glbimg.com/es/sde/f/2021/02/20/de210ca4fcb3c0000bf820510f8926b3_FORMATO.png,5,0.0,30,Julimar,Athlético-PR,0.0,2.0,,,,,,,,,,,,,,,,,,,,
459,,-0.88,4,293,24,Terans,terans,Miguel David Terans Pérez,102878,https://s.sde.globo.com/media/person_role/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png,7,5.12,30,Terans,Athlético-PR,2.2,9.94,3.0,3.0,11.0,20.0,15.0,30.0,13.0,,156.0,,,,,1.0,9.0,5.0,1.0,,,
460,,0.0,1,293,4,Anderson,anderson,Anderson Silva da Paixão,102906,https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png,6,5.37,30,Anderson,Athlético-PR,0.0,2.98,,1.0,,,,,1.0,,,2.0,19.0,7.0,,,,,,,,
461,,0.0,4,276,2,Luan,luan,Luan Vinícius da Silva Santos ,102909,https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,6,0.75,30,Luan,São Paulo,0.0,5.04,,,2.0,1.0,,,,,6.0,,,,,,,,,,,
462,,0.32,5,293,20,Canobbio,canobbio,Agustín Canobbio Graviz,102928,https://s.sde.globo.com/media/person_role/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png,7,2.48,30,Canobbio,Athlético-PR,0.8,4.99,,2.0,23.0,21.0,2.0,8.0,27.0,,88.0,,,,,,2.0,3.0,,,1.0,
463,,0.03,3,354,9,Lucas Ribeiro,lucas-ribeiro,Lucas Ribeiro dos Santos,103088,https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png,6,1.22,30,L. Ribeiro,Ceará,-0.1,4.25,,2.0,1.0,7.0,,1.0,5.0,,25.0,1.0,,,,,1.0,,,,,
464,,-0.12,3,314,10,Rodrigo Freitas,rodrigo-freitas,Rodrigo dos Santos de Freitas,103261,https://s.glbimg.com/es/sde/f/2022/04/08/d5bcf8daa04da76c1372d8a8a834cf98_FORMATO.png,6,0.81,30,R. Freitas,Avaí,-0.1,1.54,,2.0,4.0,3.0,,1.0,5.0,,21.0,1.0,,,,,,,,,,
465,,-0.21,4,280,20,Eric Ramires,eric-ramires,Eric dos Santos Rodrigues,103295,https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,2,1.18,30,E. Ramires,Bragantino,0.8,3.83,,1.0,23.0,14.0,2.0,5.0,9.0,1.0,38.0,,,,,,,,,2.0,1.0,
466,,0.0,2,294,17,Matheus Alexandre,matheus-alexandre,Matheus Alexandre Anastácio de Souza,103347,https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png,6,3.72,30,M. Alexandre,Coritiba,0.0,7.89,,4.0,47.0,17.0,,,5.0,,66.0,4.0,,,,,,1.0,,,,
467,,0.0,4,327,4,Emmanuel Martínez,emmanuel-martinez,Leandro Emmanuel Martínez,103388,https://s.glbimg.com/es/sde/f/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,6,4.33,30,E. Martínez,América-MG,0.0,5.99,,1.0,10.0,3.0,3.0,3.0,7.0,,23.0,,,,,,,,,,,
468,,0.0,3,290,23,Caetano,caetano,João Victor Andrade Caetano,103575,https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png,6,2.95,30,Caetano,Goiás,0.0,5.44,,1.0,31.0,20.0,2.0,1.0,8.0,1.0,97.0,6.0,,,,1.0,1.0,,,,,
469,,0.0,3,285,6,Kaíque Rocha,kaique-rocha,Kaíque Rocha Lima,103684,https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png,6,3.33,30,K. Rocha,Internacional,0.0,3.61,,2.0,8.0,3.0,1.0,,3.0,,24.0,2.0,,,,1.0,,,,,,
470,,-0.07,4,280,20,Jadsom Silva,jadsom-silva,Jadsom Meemyas de Oliveira da Silva,103695,https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,6,0.93,30,J. Silva,Bragantino,0.9,3.56,1.0,5.0,18.0,17.0,,5.0,4.0,,41.0,,,,,,,,,,,
471,,0.0,3,264,18,Bruno Méndez,bruno-mendez,Bruno Méndez Cittadini,103700,https://s.glbimg.com/es/sde/f/2022/06/24/c1cadb36bdc2e9c961a181dac5a10494_FORMATO.png,7,3.46,30,B. Méndez,Corinthians,0.0,5.2,,2.0,34.0,8.0,2.0,2.0,5.0,,86.0,4.0,,,,,1.0,1.0,,,,
472,,0.0,4,282,0,Neto,neto,Antônio Fialho de Carvalho Neto,103706,https://s.glbimg.com/es/sde/f/2022/07/15/9b9b740b77ea9d769449355001908e78_FORMATO.png,6,0.0,30,Neto,Atlético-MG,0.0,1.0,,,,,,,,,,,,,,,,,,,,
473,,0.0,5,275,1,Gabriel Silva,gabriel-silva,Gabriel Silva Vieira,103766,https://s.glbimg.com/es/sde/f/2021/04/30/89c3f9a0c359529df91f2489bdd05f2c_FORMATO.png,6,0.0,30,G. Silva,Palmeiras,0.0,2.2,,,,,,,,,,,,,,,,,,,,
474,,-0.52,4,275,20,Gabriel Menino,gabriel-menino,Gabriel Vinícius Menino,103767,https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png,6,2.54,30,G. Menino,Palmeiras,0.0,5.55,,3.0,24.0,11.0,4.0,10.0,17.0,,60.0,,,,,,2.0,1.0,,1.0,,
