,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.posicao_id,atletas.clube_id,atletas.jogos_num,atletas.apelido,atletas.slug,atletas.nome,atletas.atleta_id,atletas.foto,atletas.status_id,atletas.media_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,A,CA,DS,FC,FD,FF,FS,PC,PI,SG,DE,GS,GC,FT,G,I,PP,CV,PS,DP
189,,0.0,5,294,3,Neilton,neilton,Neilton Meira Mestzk,83772,https://s.glbimg.com/es/sde/f/2022/03/14/cb2e543c7dc405836f0fe7262ffe1ec4_FORMATO.png,6,0.74,30,Neilton,Coritiba,0.0,3.68,,1.0,2.0,1.0,1.0,,1.0,,6.0,,,,,,,,,,,
190,,0.24,5,263,6,Tiquinho Soares,tiquinho-soares,Francisco das Chagas Soares dos Santos Meireles,84042,https://s.sde.globo.com/media/person_role/2022/08/16/f47b785622d8aa181e13a5adc40ecb4b_FORMATO.png,7,7.28,30,T. Soares,Botafogo,8.4,10.27,,,4.0,12.0,6.0,8.0,18.0,,37.0,,,,,,3.0,4.0,,,,
191,,-1.54,3,282,5,Jemerson,jemerson,Jemerson de Jesus Nascimento,84263,https://s.glbimg.com/es/sde/f/2022/07/04/27bdac865fa3643b7bb816915def4a64_FORMATO.png,7,2.0,30,Jemerson,Atlético-MG,-2.4,5.03,,2.0,3.0,7.0,1.0,,1.0,,12.0,2.0,,,,,,,,,,
192,,0.0,1,356,5,Max Walef,max-walef,Max Walef Araújo da Silva,84338,https://s.sde.globo.com/media/person_role/2022/02/23/0784484c9e35ebc5b014f365b5cbb5cc_FORMATO.png,6,1.4,30,M. Walef,Fortaleza,0.0,2.88,,,,,,,,,,,13.0,6.0,,,,,,,,
193,,0.0,2,264,5,Bruno Melo,bruno-melo,Bruno Ferreira Melo,84339,https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png,6,3.26,30,B. Melo,Corinthians,0.0,4.89,,1.0,2.0,6.0,1.0,2.0,3.0,,24.0,3.0,,,,,,2.0,,,,
194,,0.0,2,290,18,Danilo Barcelos,danilo-barcelos,Danilo Carvalho Barcelos,84382,https://s.glbimg.com/es/sde/f/2022/04/05/07d7f2dc608c0833bf6c29c75cb93a43_FORMATO.png,6,1.51,30,D. Barcelos,Goiás,0.0,3.18,1.0,6.0,18.0,27.0,,4.0,9.0,,128.0,4.0,,,,,,1.0,,,,
195,,0.69,4,354,15,Fernando Sobral,fernando-sobral,Fernando Pereira do Nascimento,84428,https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png,7,1.32,30,F. Sobral,Ceará,2.3,5.71,,2.0,11.0,7.0,3.0,4.0,10.0,,42.0,,,,,1.0,,,,,,
196,,0.13,5,356,18,Romarinho,romarinho,José Romário Silva de Souza,84523,https://s.glbimg.com/es/sde/f/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,6,2.48,30,Romarinho,Fortaleza,1.5,3.52,1.0,2.0,12.0,15.0,2.0,15.0,23.0,,70.0,,,,,,2.0,2.0,,1.0,,
197,,1.01,4,280,26,Lucas Evangelista,lucas-evangelista,Lucas Evangelista Santana de Oliveira,84674,https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,7,3.5,30,L. Evangelista,Bragantino,6.3,10.38,2.0,1.0,36.0,29.0,8.0,17.0,44.0,,125.0,,,,,1.0,2.0,2.0,1.0,,,
198,,0.0,2,262,2,Varela,varela,Guillermo Varela Olivera,84816,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_NRQp1lu.png,7,1.3,30,Varela,Flamengo,0.0,5.8,,,2.0,,,,1.0,,3.0,,,,,,,,,,,
199,,0.1,5,356,23,Robson,robson,Robson dos Santos Fernandes,84817,https://s.glbimg.com/es/sde/f/2022/05/12/b000ff4ab3334924aefc7d073b85809e_FORMATO.png,6,3.43,30,Robson,Fortaleza,0.9,6.64,3.0,6.0,15.0,38.0,10.0,15.0,32.0,,73.0,,,,,1.0,4.0,15.0,1.0,,1.0,
200,,0.0,4,356,4,Fabrício Baiano,fabricio-baiano,Fabrício Santos de Jesus,84993,https://s.glbimg.com/es/sde/f/2022/07/16/89176758f659f2237119a0bced3a49fb_FORMATO.png,6,0.47,30,F. Baiano,Fortaleza,0.0,2.78,,,2.0,1.0,,,1.0,,7.0,,,,,,,,,,,
201,,0.0,1,266,0,Marcos Felipe,marcos-felipe,Marcos Felipe de Freitas Monteiro,85004,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,6,0.0,30,M. Felipe,Fluminense,0.0,7.0,,,,,,,,,,,,,,,,,,,,
202,,0.0,1,275,0,Vinicius Silvestre,vinicius-silvestre,Vinicius Silvestre da Costa,85083,https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,6,0.0,30,V. Silvestre,Palmeiras,0.0,4.0,,,,,,,,,,,,,,,,,,,,
203,,0.0,4,264,16,Cantillo,cantillo,Víctor Danilo Cantillo Jiménez,85315,https://s.sde.globo.com/media/person_role/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png,7,1.98,30,Cantillo,Corinthians,0.0,4.87,,1.0,26.0,10.0,,1.0,20.0,,62.0,,,,,,,,,,,
204,,0.32,4,1371,25,Valdívia,valdivia,Wanderson Ferreira de Oliveira,85423,https://s.glbimg.com/es/sde/f/2022/02/23/ec8d7f67b026fc679f8ac3b10514eefd_FORMATO.png,6,2.42,30,Valdívia,Cuiabá,3.7,6.04,,3.0,21.0,15.0,10.0,13.0,26.0,,116.0,,,,,1.0,2.0,2.0,,,,
205,,-0.5,1,277,28,João Paulo,joao-paulo,João Paulo Silva Martins,85425,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,7,4.26,30,J. Paulo,Santos,-2.0,12.57,,5.0,1.0,,,,5.0,,,9.0,102.0,27.0,,,,,,,,
206,,0.0,4,293,6,Alex Santana,alex-santana,Alex Paulo Menezes Santana,85465,https://s.glbimg.com/es/sde/f/2022/07/29/9bcc147b812ef5698e82fee8e3a18b98_FORMATO.png,6,2.85,30,A. Santana,Athlético-PR,0.0,5.99,,3.0,12.0,8.0,2.0,4.0,8.0,,14.0,,,,,,,1.0,,,,
207,,-0.85,3,276,20,Léo,leo,Leonardo Pinheiro da Conceição,85626,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,7,1.69,30,Léo,São Paulo,-1.1,4.43,,3.0,17.0,18.0,,4.0,9.0,,106.0,5.0,,,,,,,,,,
208,,0.82,4,280,20,Hyoran,hyoran,Hyoran Kaue Dalmoro,85931,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png,2,3.6,30,Hyoran,Bragantino,4.8,7.75,2.0,1.0,18.0,11.0,11.0,17.0,10.0,,109.0,,,,,,3.0,,,,,
209,,0.0,5,263,8,Gustavo Sauer,gustavo-sauer,Gustavo Affonso Sauerbeck,85993,https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png,6,1.21,30,G. Sauer,Botafogo,0.0,4.04,,,6.0,4.0,3.0,1.0,3.0,,22.0,,,,,,,,,,,
210,,0.0,4,354,4,Diego,diego,Diego Rigonato Rodrigues,86029,https://s.glbimg.com/es/sde/f/2022/06/23/a9b4d32f7d6d9e4fc96279399e6ab904_FORMATO.png,6,1.78,30,Diego,Ceará,0.0,2.72,,,3.0,1.0,2.0,,5.0,,11.0,,,,,,,,,,,
211,,0.63,3,373,20,Wanderson,wanderson,Wanderson Santos Pereira,86143,https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png,7,0.8,30,Wanderson,Atlético-GO,3.1,2.69,,1.0,8.0,13.0,1.0,4.0,4.0,,51.0,2.0,,,,,,,,,,
212,,0.0,2,314,8,Natanael,natanael,Natanael Batista Pimenta,86264,https://s.glbimg.com/es/sde/f/2022/07/18/04d6865853a44f1a0a32d6f5ce32e9fe_FORMATO.png,7,4.85,30,Natanael,Avaí,0.0,6.53,3.0,,10.0,9.0,4.0,6.0,7.0,,63.0,1.0,,,,1.0,,3.0,,,,
213,,1.05,4,327,20,Alê,ale,Alexandre Egea,86388,https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,7,3.14,30,Alê,América-MG,6.6,8.82,2.0,,35.0,32.0,3.0,5.0,33.0,,88.0,,,,,,1.0,,,1.0,,
214,,0.57,2,354,17,Victor Luis,victor-luis,Victor Luis Chuab Zamblauskas,86410,https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png,7,1.82,30,V. Luis,Ceará,2.6,5.04,,1.0,17.0,15.0,3.0,4.0,15.0,,83.0,2.0,,,,,,,,,,
215,,0.0,5,314,2,Pablo Dyego,pablo-dyego,Pablo Dyego da Silva Rosa,86444,https://s.sde.globo.com/media/person_role/2022/08/16/aa71716a1e7b6d5f4f466762f82871f8_FORMATO.png,6,0.65,30,P. Dyego,Avaí,0.0,2.77,,,1.0,2.0,,,2.0,,3.0,,,,,,,,,,,
216,,0.0,5,282,19,Keno,keno,Marcos da Silva França,86485,https://s.glbimg.com/es/sde/f/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png,7,3.59,30,Keno,Atlético-MG,0.0,7.27,1.0,3.0,25.0,11.0,7.0,20.0,18.0,,124.0,,,,,1.0,2.0,3.0,,,,
217,,0.0,1,276,19,Jandrei,jandrei,Jandrei Chitolina Carniel,86508,https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,6,2.6,30,Jandrei,São Paulo,0.0,6.39,,,,,,,3.0,,,4.0,47.0,19.0,,,,,,,,
218,,0.02,4,354,22,Richardson,richardson,Richardson Fernandes dos Santos,86536,https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png,7,1.68,30,Richardson,Ceará,0.3,3.15,,9.0,46.0,46.0,,3.0,25.0,1.0,64.0,,,,,,,,,1.0,,
219,,-0.14,2,373,19,Arthur Henrique,arthur-henrique,Arthur Henrique Peixoto Santos,86629,https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png,7,1.53,30,A. Henrique,Atlético-GO,0.9,3.26,,,27.0,9.0,,1.0,9.0,,79.0,1.0,,,,,,,,1.0,,
220,,0.0,2,286,25,Rodrigo Soares,rodrigo-soares,Rodrigo Alves Soares,86675,https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png,7,1.87,30,R. Soares,Juventude,0.0,2.68,1.0,3.0,29.0,20.0,2.0,4.0,3.0,,191.0,4.0,,,,,1.0,,,,,
221,,0.55,4,263,22,Tchê Tchê,tche-tche,Danilo das Neves Pinheiro,86686,https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png,7,1.42,30,T. Tchê,Botafogo,2.9,4.37,,2.0,23.0,29.0,3.0,6.0,30.0,,89.0,,,,,,,,,,,
222,,0.0,4,354,23,Richard Coelho,richard-coelho,Richard Cândido Coelho,86711,https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png,7,2.1,30,R. Coelho,Ceará,0.0,4.84,1.0,8.0,46.0,43.0,5.0,5.0,26.0,,108.0,,,,,,,2.0,,1.0,,
223,,-0.85,5,262,12,Everton,everton,Everton Sousa Soares,86757,https://s.glbimg.com/es/sde/f/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png,7,3.25,30,Everton,Flamengo,0.4,11.09,3.0,,9.0,7.0,7.0,11.0,10.0,,69.0,,,,,1.0,,,,1.0,,
224,,-0.24,4,277,6,Luan,luan,Luan Guilherme de Jesus Vieira,86759,https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png,6,3.85,30,Luan,Santos,0.5,4.87,1.0,,3.0,3.0,1.0,3.0,10.0,,12.0,,,,,,1.0,,,,,
225,,0.0,2,1371,6,Sidcley,sidcley,Sidcley Ferreira Pereira,86764,https://s.glbimg.com/es/sde/f/2022/08/04/f1b96cd2e1a5c62c2aec694945991675_FORMATO.png,2,3.02,30,Sidcley,Cuiabá,0.0,4.7,,,5.0,,,1.0,2.0,,27.0,1.0,,,,,1.0,,,,,
226,,-0.34,4,263,4,Danilo Barbosa,danilo-barbosa,Danilo Barbosa da Silva,86777,https://s.glbimg.com/es/sde/f/2022/08/12/7d590ab4c6d70f44e3ca55f066cacbb7_FORMATO.png,6,0.38,30,D. Barbosa,Botafogo,0.0,3.64,,1.0,2.0,4.0,1.0,,2.0,,9.0,,,,,,,,,,,
227,,0.22,4,294,7,Boschilia,boschilia,Gabriel Boschilia,86841,https://s.glbimg.com/es/sde/f/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,2,1.79,30,Boschilia,Coritiba,1.9,3.88,1.0,2.0,6.0,7.0,1.0,3.0,6.0,,22.0,,,,,,,,,,,
228,,-0.19,4,356,19,José Welison,jose-welison,José Welison da Silva,86859,https://s.glbimg.com/es/sde/f/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,7,2.78,30,J. Welison,Fortaleza,-0.2,4.88,,3.0,37.0,23.0,2.0,11.0,11.0,,92.0,,,,,1.0,1.0,,,,,
229,,-0.23,2,327,23,Marlon,marlon,Marlon Matheus Lopes do Nascimento,86864,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,2,4.24,30,Marlon,América-MG,-0.3,5.31,1.0,5.0,54.0,30.0,4.0,14.0,23.0,,179.0,7.0,,,,,,,,1.0,,
230,,-0.34,3,277,26,Eduardo Bauermann,eduardo-bauermann,Eduardo Gabriel dos Santos Bauermann,86970,https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png,7,4.06,30,E. Bauermann,Santos,2.6,9.82,1.0,5.0,34.0,9.0,4.0,6.0,24.0,,85.0,10.0,,,,1.0,,1.0,,,1.0,
231,,0.0,3,373,0,Emerson Santos,emerson-santos,Emerson Raymundo Santos,86972,https://s.glbimg.com/es/sde/f/2022/07/28/5ddfe529ef61fe54a0aa6410f1a57699_FORMATO.png,5,0.0,30,E. Santos,Atlético-GO,0.0,4.0,,,,,,,,,,,,,,,,,,,,
232,,-0.54,4,266,17,Nathan,nathan,Nathan Allan de Souza,87009,https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png,2,2.77,30,Nathan,Fluminense,1.5,4.84,2.0,2.0,11.0,10.0,6.0,12.0,8.0,,77.0,,,,,,2.0,1.0,,,,
233,,0.0,5,354,11,Matheus Peixoto,matheus-peixoto,Matheus Vieira Campos Peixoto,87098,https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png,5,1.48,30,M. Peixoto,Ceará,0.0,5.51,1.0,,5.0,6.0,4.0,3.0,6.0,,28.0,,,,,,,3.0,,,,
234,,0.0,3,293,21,Pedro Henrique,pedro-henrique,Pedro Henrique Ribeiro Gonçalves,87225,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,2,4.0,30,P. Henrique,Athlético-PR,0.0,7.29,,6.0,47.0,16.0,4.0,1.0,20.0,,119.0,7.0,,,,,,,,,,
235,,0.0,2,282,18,Guilherme Arana,guilherme-arana,Guilherme Antonio Arana Lopes,87228,https://s.sde.globo.com/media/person_role/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png,5,4.23,30,G. Arana,Atlético-MG,0.0,12.12,2.0,4.0,22.0,25.0,4.0,16.0,13.0,1.0,147.0,8.0,,,,1.0,,1.0,,,,
236,,0.0,3,294,12,Guillermo Santos,guillermo-santos,Guillermo Gabriel de los Santos Viana - Daniel,87238,https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png,5,4.14,30,G. Santos,Coritiba,0.0,6.28,1.0,2.0,22.0,4.0,3.0,1.0,6.0,,59.0,4.0,,,,,,,,,,
237,,0.0,5,285,25,Carlos de Pena,carlos-de-pena,Carlos María de Pena Bonino,87242,https://s.glbimg.com/es/sde/f/2022/04/02/d2010e9182e074fe4a26c1c6d39304dc_FORMATO.png,2,4.18,30,C. Pena,Internacional,0.0,8.38,5.0,6.0,41.0,19.0,13.0,19.0,15.0,,274.0,,,,,1.0,4.0,,1.0,,,
238,,-0.05,5,277,7,Soteldo,soteldo,Yeferson Julio Soteldo Martínez,87258,https://s.sde.globo.com/media/person_role/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png,5,1.79,30,Soteldo,Santos,0.7,8.53,1.0,1.0,2.0,4.0,3.0,5.0,13.0,,67.0,,,,,,,1.0,,,,
239,,-0.2,4,373,15,Willian Maranhão,willian-maranhao,Willian Marlon Ferreira Moraes,87262,https://s.glbimg.com/es/sde/f/2022/07/22/3d441c6c216df311f638855e5ae9f952_FORMATO.png,7,0.97,30,W. Maranhão,Atlético-GO,-1.5,3.14,,4.0,18.0,14.0,,5.0,6.0,1.0,46.0,,,,,,,1.0,,,,
240,,0.0,3,354,22,Messias,messias,Messias Rodrigues da Silva Júnior,87402,https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png,6,1.58,30,Messias,Ceará,0.0,3.9,,4.0,12.0,18.0,3.0,4.0,7.0,1.0,75.0,5.0,,,,1.0,,,,,,
241,,0.35,4,293,17,Vitor Bueno,vitor-bueno,Vitor Frezarin Bueno,87552,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,6,2.95,30,V. Bueno,Athlético-PR,2.4,4.4,1.0,2.0,11.0,9.0,3.0,11.0,16.0,,79.0,,,,,,3.0,1.0,,,,
242,,0.0,4,286,2,Anderson Leite,anderson-leite,Anderson Leite Moraes,87691,https://s.glbimg.com/es/sde/f/2022/07/29/30173d69a7048132aa419f0efded3f32_FORMATO.png,5,1.95,30,A. Leite,Juventude,0.0,3.71,,,4.0,3.0,,,1.0,,5.0,,,,,,,,,,,
243,,0.0,4,266,14,Yago Felipe,yago-felipe,Yago Felipe da Costa Rocha,87747,https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png,6,1.64,30,Y. Felipe,Fluminense,0.0,5.24,,2.0,16.0,11.0,2.0,4.0,21.0,,69.0,,,,,,,1.0,,,,
244,,-0.2,3,263,14,Philipe Sampaio,philipe-sampaio,Philipe Sampaio Azevedo,87808,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png,6,1.08,30,P. Sampaio,Botafogo,0.0,2.13,,2.0,12.0,17.0,,1.0,7.0,1.0,44.0,3.0,,,,,,1.0,,2.0,,
245,,0.0,2,266,7,Pineida,pineida,Mario Alberto Pineida Martínez,87838,https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png,6,2.74,30,Pineida,Fluminense,0.0,4.72,,,,6.0,,1.0,6.0,,28.0,4.0,,,,,,,,,,
246,,-1.06,4,262,22,Arrascaeta,arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,87863,https://s.sde.globo.com/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,6,6.2,30,Arrascaeta,Flamengo,1.8,17.02,9.0,1.0,33.0,9.0,13.0,20.0,42.0,,199.0,,,,,2.0,2.0,2.0,,,1.0,
247,,0.0,3,264,8,Balbuena,balbuena,Fabián Cornelio Balbuena González,87887,https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png,6,5.32,30,Balbuena,Corinthians,0.0,10.31,,1.0,14.0,5.0,,2.0,3.0,1.0,48.0,3.0,,,,,2.0,,,,,
248,,0.0,4,356,11,Matheus Vargas,matheus-vargas,Matheus de Vargas,87929,https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png,6,1.01,30,M. Vargas,Fortaleza,0.0,3.19,,2.0,4.0,11.0,4.0,7.0,11.0,,40.0,,,,,,,3.0,,,,
249,,0.58,4,275,27,Gustavo Scarpa,gustavo-scarpa,Gustavo Henrique Furtado Scarpa,87999,https://s.sde.globo.com/media/person_role/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,7,6.38,30,G. Scarpa,Palmeiras,10.4,13.42,12.0,,16.0,9.0,24.0,32.0,57.0,,323.0,,,,,2.0,5.0,10.0,,,,
250,,-0.26,3,1371,20,Alan Empereur,alan-empereur,Alan Pereira Empereur,88033,https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,7,1.33,30,A. Empereur,Cuiabá,0.4,4.62,,4.0,15.0,15.0,,,20.0,,97.0,4.0,,,,,,1.0,,1.0,,
251,,0.34,6,263,30,Luís Castro,luis-castro,Luís Manuel Ribeiro de Castro,88037,https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,7,4.11,30,L. Castro,Botafogo,3.95,9.47,,,,,,,,,,,,,,,,,,,,
252,,0.0,2,275,8,Jorge,jorge,Jorge Marco de Oliveira Moraes,88065,https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png,6,4.06,30,Jorge,Palmeiras,0.0,3.61,,1.0,9.0,4.0,,2.0,9.0,,42.0,5.0,,,1.0,,,,,,,
253,,0.0,3,373,14,Ramon Menezes,ramon-menezes,Ramon Menezes Roma,88087,https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png,5,1.48,30,R. Menezes,Atlético-GO,0.0,3.94,,2.0,9.0,10.0,3.0,2.0,,,33.0,2.0,,,,1.0,,,,,,
254,,0.63,2,1371,12,Daniel Guedes,daniel-guedes,Daniel Guedes da Silva,88225,https://s.sde.globo.com/media/person_role/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png,7,2.78,30,D. Guedes,Cuiabá,2.8,3.38,4.0,3.0,15.0,11.0,,2.0,5.0,,120.0,2.0,,,,,,3.0,,,,
255,,-0.52,3,282,24,Junior Alonso,junior-alonso,Junior Osmar Ignacio Alonso Mujica,88312,https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,7,3.28,30,J. Alonso,Atlético-MG,1.7,11.37,2.0,3.0,24.0,12.0,,5.0,6.0,2.0,115.0,10.0,,,,1.0,,1.0,,,,
256,,0.0,2,262,23,Ayrton Lucas,ayrton-lucas,Ayrton Lucas Dantas de Medeiros,88393,https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png,7,5.23,30,A. Lucas,Flamengo,0.0,8.92,4.0,3.0,44.0,33.0,5.0,4.0,37.0,,184.0,7.0,,,,,2.0,,,,,
257,,0.9,6,373,2,Eduardo Souza,eduardo-souza,Eduardo do Nascimento Souza,88406,https://s.sde.globo.com/media/person_role/2021/05/18/3eff8b36039d819b6583407b9c2b8823_FORMATO.png,7,4.22,30,E. Souza,Atlético-GO,4.96,7.29,,,,,,,,,,,,,,,,,,,,
258,,-0.01,2,280,24,Aderlan,aderlan,Aderlan de Lima Silva,88423,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,3,3.78,30,Aderlan,Bragantino,6.0,8.88,2.0,6.0,66.0,57.0,2.0,7.0,13.0,,245.0,7.0,,,,,,3.0,,,,
259,,0.0,4,286,9,Marlon,marlon,Marlon Adriano Prezotti,88427,https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png,5,0.84,30,Marlon,Juventude,0.0,2.83,,1.0,10.0,13.0,,,6.0,,25.0,,,,,,,,,,,
260,,0.0,2,277,5,Auro,auro,Auro Álvaro da Cruz Júnior,88540,https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png,7,1.36,30,Auro,Santos,0.0,2.6,,2.0,5.0,6.0,,1.0,1.0,,17.0,1.0,,,,,,,,,,
261,,0.0,2,354,0,Buiú,buiu,Marcos Ytalo Benício da Silva,88544,https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png,6,0.0,30,Buiú,Ceará,0.0,2.0,,,,,,,,,,,,,,,,,,,,
262,,0.28,4,356,18,Lucas Crispim,lucas-crispim,Lucas de Figueiredo Crispim,88597,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,6,1.01,30,L. Crispim,Fortaleza,1.7,2.81,1.0,4.0,13.0,12.0,,4.0,11.0,,116.0,,,,,,1.0,1.0,,,,
263,,0.0,1,356,2,Luan Polli,luan-polli,Luan Polli Gomes,88916,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,6,2.25,30,L. Polli,Fortaleza,0.0,5.03,,,,,,,1.0,,,,9.0,5.0,,,,,,,,
264,,0.0,4,286,18,Jean,jean,Jean Carlos de Souza Irmer,89150,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,6,2.59,30,Jean,Juventude,0.0,3.9,,3.0,36.0,17.0,5.0,8.0,11.0,,63.0,,,,,,,1.0,,,,
265,,0.0,3,327,17,Iago Maidana,iago-maidana,Iago Justen Maidana Martins,89226,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,7,3.27,30,I. Maidana,América-MG,0.0,6.73,,3.0,9.0,19.0,,2.0,2.0,,50.0,7.0,,,,,3.0,,,1.0,,
266,,0.0,4,290,25,Matheus Sales,matheus-sales,Matheus de Sales Cabral,89285,https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png,2,1.42,30,M. Sales,Goiás,0.0,3.42,,5.0,33.0,19.0,2.0,7.0,11.0,1.0,61.0,,,,,,,,,,,
267,,-0.4,5,277,15,Bryan Angulo,bryan-angulo,Brayan Dennis Angulo Tenorio,89435,https://s.glbimg.com/es/sde/f/2022/04/02/e926d395a2b2a6225aa44474e5fa8e26_FORMATO.png,6,2.25,30,B. Angulo,Santos,-0.1,3.59,1.0,,5.0,1.0,2.0,2.0,6.0,,26.0,,,,,1.0,2.0,4.0,,,,
268,,0.0,3,282,7,Igor Rabello,igor-rabello,Igor Rabello da Costa,89493,https://s.glbimg.com/es/sde/f/2022/07/15/2609f439079631b8b5b1affd471b8813_FORMATO.png,5,6.65,30,I. Rabello,Atlético-MG,0.0,7.5,1.0,1.0,20.0,7.0,1.0,2.0,3.0,,16.0,2.0,,,,,1.0,,,,,
