,atletas.foto,atletas.status_id,atletas.clube_id,atletas.clube.id.full.name,atletas.variacao_num,atletas.nome,atletas.jogos_num,atletas.apelido,atletas.pontos_num,atletas.apelido_abreviado,atletas.preco_num,atletas.rodada_id,atletas.atleta_id,atletas.slug,atletas.minimo_para_valorizar,atletas.media_num,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,PI,CV,PP,PS,DE,GC,GS,PC,SG,DP
389,https://s.glbimg.com/es/sde/f/2022/04/13/314c25e8b719422ff7df581055839515_FORMATO.png,7,314,Avaí,0.0,Jean Pyerre Casagrande Silveira Correa,20,Jean Pyerre,0.0,J. Pyerre,2.35,34,98832,jean-pyerre,-0.09,0.91,4,,2.0,6.0,4.0,2.0,6.0,11.0,,1.0,,68.0,,,,,,,,,
390,https://s.glbimg.com/es/sde/f/2022/02/21/5b3e266e38c6e96d2301a3aac76f74d2_FORMATO.png,6,314,Avaí,0.0,Cláudio Vitor Morais de Lima Cruz,0,Cláudio Vitor,0.0,C. Vitor,1.0,34,98888,claudio-vitor,0.8,0.0,1,,,,,,,,,,,,,,,,,,,,
391,https://s.sde.globo.com/media/person_role/2022/02/24/6bec1ac11713040382a43683f3ec06ba_FORMATO.png,3,293,Athlético-PR,0.0,Tomás Esteban Cuello,28,Cuello,0.0,Cuello,7.61,34,98909,cuello,0.99,3.58,5,4.0,4.0,39.0,27.0,9.0,22.0,34.0,,2.0,6.0,151.0,,,,,,,,,
392,https://s.glbimg.com/es/sde/f/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,6,276,São Paulo,0.0,Gabriel Neves Perdomo,10,Gabriel,0.0,Gabriel,3.86,34,98976,gabriel,3.92,1.21,4,,4.0,19.0,11.0,,,1.0,,,,39.0,,,,,,,,,
393,https://s.glbimg.com/es/sde/f/2022/03/03/a3607db4d71e6018951bfe51c702fb1a_FORMATO.png,7,277,Santos,0.0,Lucas Braga Ribeiro,30,Lucas Braga,0.0,L. Braga,6.03,34,99119,lucas-braga,1.7,3.47,5,1.0,3.0,24.0,21.0,14.0,14.0,60.0,,4.0,2.0,106.0,,,,,,,,,
394,https://s.glbimg.com/es/sde/f/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,3,277,Santos,0.0,Rodrigo Fernández Cedrés,24,Rodrigo Fernández,0.0,R. Fernández,5.92,34,99214,rodrigo-fernandez,4.41,2.24,4,,10.0,64.0,62.0,2.0,9.0,21.0,,,,123.0,,,,,,,2.0,,
395,https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png,6,294,Coritiba,0.0,Pablo Javier García Lafluf,1,Pablo García,0.0,P. García,2.2,34,99236,pablo-garcia,1.16,0.0,4,,,,,,,,,,,,,,,,,,,,
396,https://s.glbimg.com/es/sde/f/2022/08/16/0d6ff68525592d2d97d4cedb5317c66b_FORMATO.png,6,373,Atlético-GO,0.0,Diego Terra Loureiro,2,Diego Loureiro,0.0,D. Loureiro,2.06,34,99430,diego-loureiro,1.36,0.5,1,,1.0,,,,,,,,,,,,,4.0,,2.0,,,
397,https://s.glbimg.com/es/sde/f/2022/03/03/23016221adbd611a74993ecdc84843f5_FORMATO.png,7,373,Atlético-GO,1.78,Gabriel Baralhas dos Santos,27,Baralhas,12.0,Baralhas,9.14,34,99440,baralhas,11.05,4.2,4,1.0,10.0,61.0,36.0,8.0,18.0,14.0,1.0,4.0,,92.0,,,,,,,1.0,,
398,https://s.sde.globo.com/media/person_role/2022/07/28/d97bc45782baf456d1b40b1d16ed352c_FORMATO.png,6,314,Avaí,0.0,Igor José Bohn,0,Igor Bohn,0.0,I. Bohn,3.0,34,99573,igor-bohn,2.34,0.0,1,,,,,,,,,,,,,,,,,,,,
399,https://s.glbimg.com/es/sde/f/2022/06/27/cfeea87e1e558108c5c50dfd084e1f04_FORMATO.png,6,290,Goiás,0.0,Arthur Henrique Vieira Araújo,0,Arthur,0.0,Arthur,2.0,34,99670,arthur,1.57,0.0,3,,,,,,,,,,,,,,,,,,,,
400,https://s.sde.globo.com/media/person_role/2022/04/20/d97a4c4cc239d983ba72d755e77a671d_FORMATO.png,6,266,Fluminense,0.98,Jhon Adolfo Arias Andrade,29,Arias,7.7,Arias,8.71,34,99815,arias,7.45,4.8,4,8.0,5.0,37.0,44.0,8.0,13.0,42.0,,7.0,2.0,238.0,,,,,,,,,
401,https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png,6,327,América-MG,0.0,Leonardo da Silva Passos,0,Léo Passos,0.0,L. Passos,2.0,34,99878,leo-passos,1.57,0.0,5,,,,,,,,,,,,,,,,,,,,
402,https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png,6,277,Santos,0.0,Jhojan Esmaides Julio Palacios,11,Jhojan Julio,0.0,J. Julio,5.4,34,100074,jhojan-julio,1.64,2.31,5,1.0,2.0,17.0,20.0,2.0,2.0,18.0,,,3.0,47.0,,,,,,,,,
403,https://s.glbimg.com/es/sde/f/2022/07/15/2298d241c4ec2d5e60d0b370bba36921_FORMATO.png,7,282,Atlético-MG,-0.46,Federico Matías Javier Zaracho,20,Zaracho,-0.2,Zaracho,12.19,34,100079,zaracho,1.41,5.4,4,2.0,2.0,54.0,28.0,7.0,12.0,20.0,3.0,2.0,,90.0,,,,,,,,,
404,https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png,6,276,São Paulo,0.0,Igor Silveira Gomes,27,Igor Gomes,0.0,I. Gomes,5.46,34,100084,igor-gomes,2.57,1.58,4,3.0,3.0,28.0,29.0,4.0,10.0,23.0,,,2.0,150.0,1.0,,,,,,,,
405,https://s.glbimg.com/es/sde/f/2022/08/06/f016d3ea4f1bdceef28512d7bf47fd36_FORMATO.png,6,286,Juventude,0.0,Felipe Augusto Rodrigues Pires,9,Felipe Pires,0.0,F. Pires,4.13,34,100289,felipe-pires,4.69,1.62,5,2.0,4.0,3.0,12.0,3.0,3.0,11.0,,,3.0,26.0,,,,,,,,,
406,https://s.sde.globo.com/media/person_role/2022/06/29/f38436c0ef035f0395ad96c1c09a1d6e_FORMATO.png,7,264,Corinthians,0.0,Yuri Alberto Monteiro da Silva,14,Yuri Alberto,0.0,Y. Alberto,8.37,34,100652,yuri-alberto,-3.02,3.64,5,,1.0,10.0,22.0,7.0,9.0,18.0,,4.0,5.0,64.0,1.0,,,,,,,,
407,https://s.glbimg.com/es/sde/f/2022/04/02/68d5b0b8c93444cf3f88161d109fe461_FORMATO.png,5,285,Internacional,0.0,Igor Matheus Liziero Pereira ,14,Liziero,0.0,Liziero,3.73,34,100761,liziero,3.19,1.06,4,,3.0,17.0,15.0,,,10.0,,,,31.0,,,,,,,,,
408,https://s.sde.globo.com/media/person_role/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png,7,314,Avaí,0.35,Guilherme Bissoli Campos,29,Bissoli,2.5,Bissoli,9.07,34,100762,bissoli,3.35,5.21,5,,5.0,19.0,49.0,11.0,22.0,25.0,1.0,14.0,11.0,106.0,,,1.0,,,,,,
409,https://s.sde.globo.com/media/person_role/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,7,280,Bragantino,-1.57,Luan Cândido de Almeida,27,Luan Cândido,7.4,L. Cândido,11.0,34,100848,luan-candido,7.64,6.28,2,2.0,3.0,34.0,35.0,16.0,27.0,13.0,2.0,10.0,8.0,221.0,2.0,,,,,,2.0,6.0,
410,https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png,7,327,América-MG,-0.43,Germán Andrés Conti,19,Conti,0.6,Conti,3.77,34,100943,conti,0.99,2.02,3,,1.0,17.0,12.0,2.0,6.0,2.0,,,,55.0,,,,,,,,4.0,
411,https://s.glbimg.com/es/sde/f/2022/05/12/50ab9a9c9ef9edc1a9bed39d4552c026_FORMATO.png,6,356,Fortaleza,0.0,Ronald dos Santos Lopes,18,Ronald,0.0,Ronald,2.45,34,100969,ronald,-0.07,0.69,4,,5.0,20.0,21.0,1.0,1.0,8.0,,,,61.0,,,,,,,,,
412,https://s.glbimg.com/es/sde/f/2022/08/16/b90d064488716f8526c5c2519944eceb_FORMATO.png,7,263,Botafogo,-1.79,José Antonio dos Santos Júnior,11,Júnior Santos,1.6,J. Santos,8.1,34,101002,junior-santos,2.29,4.15,5,2.0,,12.0,14.0,4.0,10.0,8.0,2.0,1.0,2.0,42.0,,,,,,,1.0,,
413,https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png,2,290,Goiás,2.24,Jackson Diego Ibrahim Fagundes,29,Diego,17.0,Diego,9.57,34,101027,diego,15.34,4.07,4,4.0,3.0,57.0,26.0,2.0,10.0,68.0,,2.0,1.0,206.0,,,1.0,,,,,,
414,https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png,6,314,Avaí,0.0,Diego Daniel Rodrigues de Matos,2,Diego Matos,0.0,D. Matos,1.52,34,101036,diego-matos,0.16,-1.25,2,,,2.0,2.0,,,,,,,13.0,1.0,,,,,,,,
415,https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png,6,1371,Cuiabá,0.01,Felipe Marques da Silva,19,Felipe Marques,4.7,F. Marques,3.25,34,101054,felipe-marques,4.32,1.23,5,1.0,1.0,11.0,10.0,4.0,4.0,14.0,,,3.0,65.0,,,1.0,,,,,,
416,https://s.glbimg.com/es/sde/f/2022/08/02/c396b10bc3e37dd7731bf8715e8279e0_FORMATO.png,6,290,Goiás,0.0,Danilo Cardoso Novais da Silva,4,Danilo Cardoso,0.0,D. Cardoso,5.32,34,101155,danilo-cardoso,0.71,5.5,3,,,2.0,2.0,1.0,1.0,1.0,,1.0,,3.0,,,,,,,,2.0,
417,https://s.sde.globo.com/media/person_role/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png,7,294,Coritiba,0.43,Alef Mangueira Severino Pereira,30,Alef Manga,5.1,A. Manga,10.32,34,101254,alef-manga,5.52,4.58,5,4.0,9.0,39.0,29.0,17.0,27.0,17.0,3.0,6.0,20.0,172.0,,,,,,,,,
418,https://s.glbimg.com/es/sde/f/2022/07/15/bcc9ab9fbdafb24cad6b5c34a3a4e9a7_FORMATO.png,7,282,Atlético-MG,0.0,Ademir da Silva Santos Júnior,29,Ademir,0.0,Ademir,10.44,34,101314,ademir,4.8,2.86,5,1.0,4.0,26.0,17.0,8.0,16.0,53.0,2.0,1.0,13.0,67.0,,,1.0,,,,,,
419,https://s.glbimg.com/es/sde/f/2022/07/15/627768175034855e87f15e0a373b34b8_FORMATO.png,7,282,Atlético-MG,0.57,Cláudio Rodrigues Gomes,18,Guga,10.6,Guga,9.9,34,101319,guga,10.17,5.31,2,1.0,,51.0,18.0,1.0,8.0,18.0,,,1.0,166.0,,,,,,,,7.0,
420,https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png,6,294,Coritiba,0.0,Thonny Anderson da Silva Carvalho,17,Thonny Anderson,0.0,T. Anderson,2.39,34,101484,thonny-anderson,0.42,1.4,4,1.0,2.0,22.0,17.0,1.0,7.0,14.0,,,,83.0,2.0,,,,,,,,
421,https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png,6,1371,Cuiabá,1.44,João Pedro Vilardi Pinto,27,Pepê,10.5,Pepê,7.54,34,101573,pepe,9.75,3.22,4,,4.0,56.0,35.0,9.0,13.0,41.0,,1.0,,158.0,,,,,,,,,
422,https://s.glbimg.com/es/sde/f/2022/03/04/f29cb0d7b60a53cf87b5131d4fcf8d45_FORMATO.png,7,262,Flamengo,0.0,Hugo de Souza Nogueira,10,Hugo Souza,0.0,H. Souza,3.47,34,101574,hugo-souza,2.05,1.75,1,,3.0,2.0,,,,,,,,,,,,24.0,,11.0,,1.0,
423,https://s.glbimg.com/es/sde/f/2022/04/27/44c60f9696fad0a8a8156b8192e4af04_FORMATO.png,6,264,Corinthians,0.0,Robson Alves de Barros,6,Robson Bambu,0.0,R. Bambu,5.16,34,101579,robson-bambu,2.9,4.32,3,,,9.0,2.0,,,4.0,,,,13.0,,,,,,,,3.0,
424,https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png,7,293,Athlético-PR,0.0,Hugo Moura Arruda da Silva,22,Hugo Moura,0.0,H. Moura,6.36,34,101594,hugo-moura,1.64,2.69,4,,5.0,48.0,26.0,5.0,5.0,19.0,,1.0,1.0,82.0,1.0,,,,,,2.0,,
425,https://s.glbimg.com/es/sde/f/2022/03/03/0744b4a85cead311d99a4c1d6d279b39_FORMATO.png,6,286,Juventude,0.0,Vitor Gabriel Claudino Rego Ferreira,18,Vitor Gabriel,0.0,V. Gabriel,2.62,34,101596,vitor-gabriel,-0.09,1.44,5,,5.0,5.0,22.0,10.0,4.0,9.0,,2.0,3.0,41.0,,,,,,,,,
426,https://s.glbimg.com/es/sde/f/2022/05/10/5ffd61aa5589cf28ad0820b15df29250_FORMATO.png,6,280,Bragantino,0.0,Ramon Ramos Lima,12,Ramon,0.0,Ramon,2.26,34,101597,ramon,0.39,1.01,2,1.0,2.0,9.0,10.0,2.0,2.0,7.0,,,,82.0,1.0,,,,,,,1.0,
427,https://s.glbimg.com/es/sde/f/2021/05/04/14060d89e54c755512bce4ee1bd0d8fd_FORMATO.png,6,277,Santos,0.0,Alex de Oliveira Nascimento,2,Alex,0.0,Alex,3.49,34,101600,alex,1.93,5.85,3,,,5.0,,,,2.0,,,,3.0,,,,,,,,1.0,
428,https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png,2,290,Goiás,-0.34,Caio Vinicius da Conceição,24,Caio,0.6,Caio,2.82,34,101601,caio,0.91,1.25,4,,7.0,35.0,38.0,1.0,4.0,25.0,,,1.0,63.0,1.0,,,,,,1.0,,
429,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_qqr85qd.png,6,373,Atlético-GO,0.0,Rhaldney Norberto Simião Gomes,6,Rhaldney,0.0,Rhaldney,3.43,34,101666,rhaldney,1.52,0.85,4,,1.0,5.0,5.0,,2.0,2.0,,,,10.0,,,,,,,,,
430,https://s.sde.globo.com/media/person_role/2022/09/21/photo_FORMATO_qPozky6.png,6,266,Fluminense,0.0,João Pedro Florêncio Barbosa,0,João Pedro,0.0,J. Pedro,1.0,34,101685,joao-pedro,0.8,0.0,4,,,,,,,,,,,,,,,,,,,,
431,https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png,7,277,Santos,0.0,Felipe Jonatan Rocha Andrade,22,Felipe Jonatan,0.0,F. Jonatan,5.2,34,101708,felipe-jonatan,-0.58,3.49,2,2.0,3.0,30.0,24.0,5.0,9.0,16.0,,,1.0,201.0,,,,,,,,8.0,
432,https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,2,280,Bragantino,0.0,Alerrandro Barra Mansa Realino de Souza,16,Alerrandro,0.0,Alerrandro,7.37,34,101715,alerrandro,8.96,5.2,5,,2.0,8.0,10.0,12.0,13.0,11.0,1.0,6.0,4.0,22.0,,,,,,,,,
433,https://s.glbimg.com/es/sde/f/2022/07/07/cf3959cd704eeabb2140114fefee94eb_FORMATO.png,6,266,Fluminense,0.0,Marrony da Silva Liberato,10,Marrony,0.0,Marrony,4.24,34,101717,marrony,1.37,1.07,5,,1.0,8.0,4.0,1.0,2.0,11.0,,,,19.0,1.0,,,,,,,,
434,https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png,6,290,Goiás,0.0,Matheus Santos Soares,1,Matheusinho,0.0,Matheusinho,0.73,34,101725,matheusinho,0.43,0.0,5,,,,,,,,,,,,,,,,,,,,
435,https://s.glbimg.com/es/sde/f/2022/04/25/f8b82a43e5e935dc7a17f7f142575c55_FORMATO.png,7,262,Flamengo,0.0,Matheus França Silva,23,Matheuzinho,0.0,Matheuzinho,7.04,34,101727,matheuzinho,0.27,4.23,2,2.0,3.0,51.0,20.0,1.0,7.0,9.0,,,,152.0,,,,,,,1.0,8.0,
436,https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,6,276,São Paulo,0.0,Diego Henrique Costa Barbosa,20,Diego,0.0,Diego,7.08,34,101728,diego,6.98,2.36,3,,7.0,39.0,33.0,,4.0,9.0,,,,94.0,,,,,,,1.0,4.0,
437,https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png,6,354,Ceará,-0.48,Guilherme Castilho Carvalho,16,Guilherme Castilho,-0.1,G. Castilho,3.47,34,101798,guilherme-castilho,0.42,2.29,4,1.0,2.0,15.0,16.0,3.0,5.0,12.0,2.0,1.0,1.0,70.0,,,,,,,,,
438,https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png,6,293,Athlético-PR,0.0,Vitor Hugo Naum dos Santos,20,Vitinho,0.0,Vitinho,5.24,34,101960,vitinho,8.33,2.43,5,,1.0,10.0,20.0,13.0,11.0,20.0,1.0,2.0,6.0,62.0,1.0,,,,,,,,
439,https://s.glbimg.com/es/sde/f/2022/07/16/933d90afd9fed6c8f8426f4c450f232e_FORMATO.png,7,356,Fortaleza,-0.99,Emanuel Fermín Brítez,17,Brítez,0.3,Brítez,9.58,34,101995,britez,1.53,5.72,2,2.0,1.0,41.0,32.0,1.0,5.0,9.0,,1.0,3.0,137.0,,,,,,,,9.0,
440,https://s.glbimg.com/es/sde/f/2022/07/29/d2bcddb0a2e0d7cc5c363b5a72f8c39d_FORMATO.png,6,285,Internacional,0.44,Braian Ezequiel Romero,13,Braian Romero,3.0,B. Romero,5.33,34,101997,braian-romero,3.44,1.89,5,,1.0,8.0,8.0,3.0,5.0,8.0,,1.0,1.0,11.0,,,,,,,,,
441,https://s.glbimg.com/es/sde/f/2022/04/27/695e017b3a4e70b82e28dd504e54cd9b_FORMATO.png,6,264,Corinthians,0.0,João Vitor Xavier de Almeida,5,Xavier,0.0,Xavier,1.86,34,102067,xavier,1.38,0.1,4,,1.0,2.0,2.0,,,,,,,3.0,,,,,,,,,
442,https://s.sde.globo.com/media/person_role/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png,7,275,Palmeiras,0.0,Joaquín Piquerez Moreira,23,Piquerez,0.0,Piquerez,9.57,34,102130,piquerez,7.55,5.92,2,2.0,4.0,57.0,19.0,5.0,11.0,19.0,,,,159.0,,,,,,,1.0,12.0,
443,https://s.glbimg.com/es/sde/f/2022/08/02/9cc3cba8dbd74e03b0471fdcd2c66414_FORMATO.png,7,290,Goiás,0.47,Lucas Halter,13,Lucas Halter,3.0,L. Halter,3.7,34,102253,lucas-halter,3.02,2.04,3,,2.0,8.0,7.0,3.0,3.0,2.0,1.0,,,40.0,,,,,,,,3.0,
444,https://s.glbimg.com/es/sde/f/2022/02/21/5b2d607b7868aa4b0e2f6d3bc4884981_FORMATO.png,6,275,Palmeiras,0.0,Luan Silva dos Santos,0,Luan Silva,0.0,L. Silva,2.0,34,102295,luan-silva,1.57,0.0,5,,,,,,,,,,,,,,,,,,,,
445,https://s.glbimg.com/es/sde/f/2022/07/28/db7bd8471d05f588d15b51c836794a5a_FORMATO.png,6,285,Internacional,0.0,Mikael Filipe Viana,0,Mikael,0.0,Mikael,6.0,34,102299,mikael,4.65,0.0,5,,,,,,,,,,,,,,,,,,,,
446,https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png,6,293,Athlético-PR,0.0,Bruno da Silva Costa Leite,0,Bruno Leite,0.0,B. Leite,2.0,34,102301,bruno-leite,1.57,0.0,4,,,,,,,,,,,,,,,,,,,,
447,https://s.glbimg.com/es/sde/f/2022/04/20/bbb32c1a415166c6cb106f4cae3b7d67_FORMATO.png,7,293,Athlético-PR,0.0,Matheus Felipe Santos Nascimento,20,Matheus Felipe,0.0,M. Felipe,4.53,34,102310,matheus-felipe,1.58,3.28,3,,3.0,26.0,15.0,2.0,,4.0,,1.0,,56.0,,,,,,,,7.0,
448,https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png,6,266,Fluminense,0.0,Caio Fernando de Oliveira,27,Caio Paulista,0.0,C. Paulista,4.9,34,102318,caio-paulista,2.06,2.6,5,3.0,3.0,26.0,10.0,9.0,12.0,23.0,2.0,1.0,2.0,129.0,1.0,,,,,,,,
449,https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png,6,354,Ceará,0.0,Kelvyn Ramos da Fonseca,2,Kelvyn,0.0,Kelvyn,1.98,34,102464,kelvyn,1.15,-0.05,2,,,1.0,2.0,,,,,,,7.0,,,,,,,,,
450,https://s.glbimg.com/es/sde/f/2022/08/10/2c133460f6f214aed522ba40302a5c33_FORMATO.png,6,327,América-MG,0.74,Gonzalo Mathías Mastriani Borges,10,Mastriani,4.6,Mastriani,5.75,34,102561,mastriani,4.63,2.37,5,1.0,1.0,4.0,9.0,3.0,1.0,6.0,1.0,1.0,1.0,17.0,,,1.0,,,,,,
451,https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png,6,290,Goiás,0.0,Miguel Ferreira Damasceno,0,Miguel Figueira,0.0,M. Figueira,4.0,34,102565,miguel-figueira,3.11,0.0,4,,,,,,,,,,,,,,,,,,,,
452,https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png,6,263,Botafogo,0.0,Jonathan Silva Vieira,1,Jonathan Silva,0.0,J. Silva,2.38,34,102597,jonathan-silva,1.89,0.6,2,,,1.0,1.0,,,,,,,3.0,,,,,,,,,
453,https://s.glbimg.com/es/sde/f/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,7,280,Bragantino,-0.83,Hélio Júnio Nunes de Castro,27,Helinho,0.6,Helinho,4.9,34,102598,helinho,1.1,2.45,5,1.0,7.0,25.0,30.0,7.0,18.0,19.0,2.0,3.0,2.0,150.0,,,,,,,,,
454,https://s.glbimg.com/es/sde/f/2021/02/20/de210ca4fcb3c0000bf820510f8926b3_FORMATO.png,5,293,Athlético-PR,0.0,Julimar Silva Oliveira Júnior,0,Julimar,0.0,Julimar,2.0,34,102796,julimar,1.57,0.0,5,,,,,,,,,,,,,,,,,,,,
455,https://s.sde.globo.com/media/person_role/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png,6,293,Athlético-PR,0.0,Miguel David Terans Pérez,27,Terans,0.0,Terans,9.59,34,102878,terans,2.03,4.66,4,3.0,3.0,12.0,21.0,17.0,31.0,15.0,1.0,9.0,6.0,175.0,,1.0,,,,,,,
456,https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png,6,293,Athlético-PR,0.0,Anderson Silva da Paixão,4,Anderson,0.0,Anderson,2.98,34,102906,anderson,1.3,5.37,1,,1.0,,,,,1.0,,,,,,,,19.0,,7.0,,2.0,
457,https://s.glbimg.com/es/sde/f/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,6,276,São Paulo,0.31,Luan Vinícius da Silva Santos ,3,Luan,6.9,Luan,5.35,34,102909,luan,6.44,2.8,4,,1.0,2.0,1.0,,,,,1.0,,7.0,,,,,,,,,
458,https://s.sde.globo.com/media/person_role/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png,6,293,Athlético-PR,0.0,Agustín Canobbio Graviz,23,Canobbio,0.0,Canobbio,4.92,34,102928,canobbio,1.8,2.2,5,,2.0,23.0,25.0,2.0,9.0,32.0,,2.0,3.0,99.0,,,1.0,,,,,,
459,https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png,5,354,Ceará,0.0,Lucas Ribeiro dos Santos,9,Lucas Ribeiro,0.0,L. Ribeiro,4.25,34,103088,lucas-ribeiro,0.6,1.22,3,,2.0,1.0,7.0,,1.0,5.0,,1.0,,25.0,,,,,,,,1.0,
460,https://s.glbimg.com/es/sde/f/2022/04/08/d5bcf8daa04da76c1372d8a8a834cf98_FORMATO.png,6,314,Avaí,0.0,Rodrigo dos Santos de Freitas,10,Rodrigo Freitas,0.0,R. Freitas,1.54,34,103261,rodrigo-freitas,0.24,0.81,3,,2.0,4.0,3.0,,1.0,5.0,,,,21.0,,,,,,,,1.0,
461,https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,5,280,Bragantino,0.0,Eric dos Santos Rodrigues,23,Eric Ramires,0.0,E. Ramires,5.37,34,103295,eric-ramires,9.05,1.59,4,,1.0,27.0,15.0,3.0,6.0,9.0,,1.0,,51.0,2.0,,1.0,,,,1.0,,
462,https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png,6,294,Coritiba,0.0,Matheus Alexandre Anastácio de Souza,19,Matheus Alexandre,0.0,M. Alexandre,7.35,34,103347,matheus-alexandre,1.46,3.32,2,,4.0,47.0,17.0,,,5.0,,,1.0,67.0,,,,,,,,4.0,
463,https://s.glbimg.com/es/sde/f/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,6,327,América-MG,0.0,Leandro Emmanuel Martínez,4,Emmanuel Martínez,0.0,E. Martínez,5.99,34,103388,emmanuel-martinez,5.43,4.33,4,,1.0,10.0,3.0,3.0,3.0,7.0,,,,23.0,,,,,,,,,
464,https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png,7,290,Goiás,0.03,João Victor Andrade Caetano,25,Caetano,2.3,Caetano,5.47,34,103575,caetano,2.66,2.89,3,,1.0,36.0,23.0,2.0,1.0,10.0,1.0,1.0,,106.0,,,,,,,2.0,6.0,
465,https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png,6,285,Internacional,0.0,Kaíque Rocha Lima,6,Kaíque Rocha,0.0,K. Rocha,3.61,34,103684,kaique-rocha,1.43,3.33,3,,2.0,8.0,3.0,1.0,,3.0,1.0,,,24.0,,,,,,,,2.0,
466,https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,2,280,Bragantino,-0.52,Jadsom Meemyas de Oliveira da Silva,23,Jadsom Silva,1.6,J. Silva,3.66,34,103695,jadsom-silva,1.82,1.1,4,1.0,6.0,23.0,20.0,,8.0,6.0,,,,49.0,,,,,,,,,
467,https://s.glbimg.com/es/sde/f/2022/06/24/c1cadb36bdc2e9c961a181dac5a10494_FORMATO.png,6,264,Corinthians,-0.38,Bruno Méndez Cittadini,20,Bruno Méndez,3.4,B. Méndez,5.2,34,103700,bruno-mendez,3.44,3.58,3,,2.0,38.0,8.0,2.0,2.0,5.0,,1.0,1.0,91.0,,,,,,,,5.0,
