,atletas.foto,atletas.status_id,atletas.clube_id,atletas.clube.id.full.name,atletas.variacao_num,atletas.nome,atletas.jogos_num,atletas.apelido,atletas.pontos_num,atletas.apelido_abreviado,atletas.preco_num,atletas.rodada_id,atletas.atleta_id,atletas.slug,atletas.minimo_para_valorizar,atletas.media_num,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,PI,CV,PP,PS,DE,GC,GS,PC,SG,DP
185,https://s.sde.globo.com/media/person_role/2022/03/01/6ebefc2dde70dd404af0145a962b55d4_FORMATO.png,7,276,São Paulo,0.98,Patrick Bezerra do Nascimento,26,Patrick,10.1,Patrick,10.41,34,83433,patrick,9.64,4.59,4,3.0,5.0,57.0,25.0,3.0,10.0,33.0,,4.0,2.0,115.0,,,,,,,,,
186,https://s.glbimg.com/es/sde/f/2022/03/03/fc970f8486208ea64d2857c89a9ea781_FORMATO.png,6,286,Juventude,0.0,Guilherme Parede Pinheiro,15,Guilherme Parede,0.0,G. Parede,2.23,34,83438,guilherme-parede,0.06,1.26,5,1.0,2.0,4.0,7.0,4.0,4.0,7.0,,1.0,1.0,62.0,,,,,,,,,
187,https://s.sde.globo.com/media/person_role/2022/04/25/d6d91945af9d1aa1c5aaeb2d846c2243_FORMATO.png,6,262,Flamengo,0.0,Leonardo Pereira,11,Léo Pereira,0.0,L. Pereira,4.23,34,83528,leo-pereira,6.97,2.6,3,,3.0,14.0,13.0,1.0,1.0,8.0,,,2.0,61.0,,,,,,,1.0,4.0,
188,https://s.glbimg.com/es/sde/f/2022/03/14/cb2e543c7dc405836f0fe7262ffe1ec4_FORMATO.png,6,294,Coritiba,0.0,Neilton Meira Mestzk,3,Neilton,0.0,Neilton,3.68,34,83772,neilton,4.0,0.74,5,,1.0,2.0,1.0,1.0,,1.0,,,,6.0,,,,,,,,,
189,https://s.sde.globo.com/media/person_role/2022/08/16/f47b785622d8aa181e13a5adc40ecb4b_FORMATO.png,7,263,Botafogo,1.72,Francisco das Chagas Soares dos Santos Meireles,10,Tiquinho Soares,10.2,T. Soares,10.97,34,84042,tiquinho-soares,9.94,6.55,5,1.0,1.0,4.0,17.0,9.0,11.0,28.0,1.0,4.0,9.0,59.0,,,,,,,,,
190,https://s.glbimg.com/es/sde/f/2022/07/04/27bdac865fa3643b7bb816915def4a64_FORMATO.png,7,282,Atlético-MG,0.39,Jemerson de Jesus Nascimento,8,Jemerson,6.5,Jemerson,6.56,34,84263,jemerson,6.31,3.19,3,,4.0,7.0,14.0,1.0,,2.0,,,,19.0,,,,,,,,5.0,
191,https://s.sde.globo.com/media/person_role/2022/02/23/0784484c9e35ebc5b014f365b5cbb5cc_FORMATO.png,6,356,Fortaleza,0.0,Max Walef Araújo da Silva,5,Max Walef,0.0,M. Walef,2.88,34,84338,max-walef,2.3,1.4,1,,,,,,,,,,,,,,,13.0,,6.0,,,
192,https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png,6,264,Corinthians,0.0,Bruno Ferreira Melo,5,Bruno Melo,0.0,B. Melo,4.89,34,84339,bruno-melo,6.05,3.26,2,,1.0,2.0,6.0,1.0,2.0,3.0,,,2.0,24.0,,,,,,,,3.0,
193,https://s.glbimg.com/es/sde/f/2022/04/05/07d7f2dc608c0833bf6c29c75cb93a43_FORMATO.png,6,290,Goiás,0.24,Danilo Carvalho Barcelos,21,Danilo Barcelos,1.0,D. Barcelos,3.0,34,84382,danilo-barcelos,1.19,1.28,2,1.0,8.0,21.0,30.0,,4.0,9.0,,,1.0,139.0,,,,,,,,4.0,
194,https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png,6,354,Ceará,0.56,Fernando Pereira do Nascimento,18,Fernando Sobral,4.4,F. Sobral,6.02,34,84428,fernando-sobral,4.53,1.64,4,,2.0,19.0,11.0,3.0,5.0,13.0,1.0,,,52.0,,,,,,,,,
195,https://s.glbimg.com/es/sde/f/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,6,356,Fortaleza,0.74,José Romário Silva de Souza,21,Romarinho,8.0,Romarinho,4.62,34,84523,romarinho,7.09,2.73,5,2.0,3.0,13.0,17.0,2.0,15.0,24.0,,3.0,2.0,73.0,1.0,,,,,,,,
196,https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,7,280,Bragantino,0.17,Lucas Evangelista Santana de Oliveira,29,Lucas Evangelista,-0.1,L. Evangelista,8.95,34,84674,lucas-evangelista,1.15,3.0,4,2.0,2.0,37.0,34.0,8.0,18.0,47.0,1.0,2.0,2.0,145.0,1.0,1.0,,,,,,,
197,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_NRQp1lu.png,6,262,Flamengo,0.0,Guillermo Varela Olivera,4,Varela,0.0,Varela,6.71,34,84816,varela,5.86,3.2,2,,,5.0,,,,6.0,,,,12.0,,,,,,,,1.0,
198,https://s.glbimg.com/es/sde/f/2022/05/12/b000ff4ab3334924aefc7d073b85809e_FORMATO.png,7,356,Fortaleza,-0.24,Robson dos Santos Fernandes,27,Robson,-0.2,Robson,6.44,34,84817,robson,0.9,3.31,5,4.0,6.0,18.0,43.0,11.0,17.0,35.0,1.0,4.0,17.0,82.0,,1.0,1.0,,,,,,
199,https://s.glbimg.com/es/sde/f/2022/07/16/89176758f659f2237119a0bced3a49fb_FORMATO.png,6,356,Fortaleza,0.0,Fabrício Santos de Jesus,4,Fabrício Baiano,0.0,F. Baiano,2.78,34,84993,fabricio-baiano,1.28,0.47,4,,,2.0,1.0,,,1.0,,,,7.0,,,,,,,,,
200,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,6,266,Fluminense,0.0,Marcos Felipe de Freitas Monteiro,0,Marcos Felipe,0.0,M. Felipe,7.0,34,85004,marcos-felipe,5.42,0.0,1,,,,,,,,,,,,,,,,,,,,
201,https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,6,275,Palmeiras,0.0,Vinicius Silvestre da Costa,0,Vinicius Silvestre,0.0,V. Silvestre,4.0,34,85083,vinicius-silvestre,3.11,0.0,1,,,,,,,,,,,,,,,,,,,,
202,https://s.sde.globo.com/media/person_role/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png,6,264,Corinthians,0.0,Víctor Danilo Cantillo Jiménez,16,Cantillo,0.0,Cantillo,4.87,34,85315,cantillo,0.29,1.98,4,,1.0,26.0,10.0,,1.0,20.0,,,,62.0,,,,,,,,,
203,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,7,277,Santos,0.0,João Paulo Silva Martins,31,João Paulo,0.0,J. Paulo,12.74,34,85425,joao-paulo,1.47,4.16,1,,5.0,1.0,,,,6.0,,,,,,,,108.0,,29.0,,10.0,
204,https://s.glbimg.com/es/sde/f/2022/07/29/9bcc147b812ef5698e82fee8e3a18b98_FORMATO.png,6,293,Athlético-PR,0.0,Alex Paulo Menezes Santana,9,Alex Santana,0.0,A. Santana,5.77,34,85465,alex-santana,1.25,2.65,4,,4.0,12.0,11.0,2.0,6.0,8.0,,1.0,1.0,24.0,,,,,,,,,
205,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,7,276,São Paulo,0.32,Leonardo Pinheiro da Conceição,23,Léo,2.1,Léo,4.59,34,85626,leo,2.38,1.27,3,,4.0,19.0,20.0,,4.0,10.0,,,,124.0,1.0,,,,,,1.0,5.0,
206,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png,2,280,Bragantino,-0.94,Hyoran Kaue Dalmoro,23,Hyoran,-1.4,Hyoran,6.61,34,85931,hyoran,-0.24,3.25,4,3.0,1.0,18.0,15.0,11.0,18.0,10.0,,3.0,1.0,126.0,,,,,,,,,
207,https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png,6,263,Botafogo,0.0,Gustavo Affonso Sauerbeck,9,Gustavo Sauer,0.0,G. Sauer,3.89,34,85993,gustavo-sauer,0.8,1.11,5,,1.0,7.0,5.0,3.0,1.0,4.0,,,,23.0,,,,,,,,,
208,https://s.glbimg.com/es/sde/f/2022/06/23/a9b4d32f7d6d9e4fc96279399e6ab904_FORMATO.png,6,354,Ceará,0.68,Diego Rigonato Rodrigues,6,Diego,2.9,Diego,2.61,34,86029,diego,2.8,1.33,4,,1.0,6.0,4.0,2.0,,6.0,,,,24.0,,,,,,,,,
209,https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png,7,373,Atlético-GO,-0.59,Wanderson Santos Pereira,24,Wanderson,1.8,Wanderson,2.54,34,86143,wanderson,1.83,0.94,3,,2.0,11.0,19.0,1.0,5.0,5.0,,,,58.0,,,,,,,,3.0,
210,https://s.glbimg.com/es/sde/f/2022/07/18/04d6865853a44f1a0a32d6f5ce32e9fe_FORMATO.png,2,314,Avaí,1.26,Natanael Batista Pimenta,10,Natanael,7.4,Natanael,7.28,34,86264,natanael,6.98,4.53,2,3.0,,16.0,9.0,4.0,7.0,8.0,1.0,,3.0,83.0,,,,,,,,1.0,
211,https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,7,327,América-MG,-0.02,Alexandre Egea,24,Alê,2.1,Alê,8.13,34,86388,ale,2.8,3.18,4,2.0,,44.0,39.0,3.0,9.0,42.0,,1.0,,115.0,1.0,,,,,,,,
212,https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png,6,354,Ceará,-0.21,Victor Luis Chuab Zamblauskas,21,Victor Luis,-0.3,V. Luis,4.59,34,86410,victor-luis,0.43,1.83,2,,1.0,20.0,18.0,3.0,4.0,17.0,,,,96.0,,,,,,,,3.0,
213,https://s.sde.globo.com/media/person_role/2022/08/16/aa71716a1e7b6d5f4f466762f82871f8_FORMATO.png,6,314,Avaí,0.29,Pablo Dyego da Silva Rosa,5,Pablo Dyego,3.2,P. Dyego,2.97,34,86444,pablo-dyego,3.15,1.36,5,,,3.0,2.0,1.0,1.0,5.0,,,,7.0,,,,,,,,,
214,https://s.sde.globo.com/media/person_role/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png,6,282,Atlético-MG,-0.41,Marcos da Silva França,23,Keno,0.3,Keno,6.93,34,86485,keno,1.17,3.17,5,1.0,4.0,29.0,15.0,8.0,22.0,23.0,1.0,2.0,5.0,156.0,,,,,,,,,
215,https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,6,276,São Paulo,0.0,Jandrei Chitolina Carniel,19,Jandrei,0.0,Jandrei,6.39,34,86508,jandrei,1.09,2.6,1,,,,,,,3.0,,,,,,,,47.0,,19.0,,4.0,
216,https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png,6,354,Ceará,0.0,Richardson Fernandes dos Santos,25,Richardson,0.0,Richardson,3.28,34,86536,richardson,1.02,1.68,4,,11.0,51.0,51.0,,5.0,29.0,,,,74.0,1.0,,,,,,1.0,,
217,https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png,6,373,Atlético-GO,0.0,Arthur Henrique Peixoto Santos,22,Arthur Henrique,0.0,A. Henrique,4.0,34,86629,arthur-henrique,5.18,1.63,2,,,30.0,13.0,,1.0,10.0,,,,90.0,1.0,,,,,,,2.0,
218,https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png,7,286,Juventude,0.15,Rodrigo Alves Soares,29,Rodrigo Soares,0.3,R. Soares,2.57,34,86675,rodrigo-soares,0.58,1.7,2,1.0,4.0,34.0,22.0,2.0,5.0,4.0,,1.0,,222.0,,,,,,,,4.0,
219,https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png,6,263,Botafogo,1.02,Danilo das Neves Pinheiro,25,Tchê Tchê,7.7,T. Tchê,5.13,34,86686,tche-tche,7.04,1.66,4,,3.0,25.0,36.0,3.0,7.0,35.0,,1.0,,102.0,,,1.0,,,,,,
220,https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png,5,354,Ceará,0.0,Richard Cândido Coelho,25,Richard Coelho,0.0,R. Coelho,5.04,34,86711,richard-coelho,2.84,2.02,4,1.0,9.0,48.0,46.0,6.0,5.0,28.0,,,2.0,114.0,1.0,,,,,,,,
221,https://s.sde.globo.com/media/person_role/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png,7,262,Flamengo,0.0,Everton Sousa Soares,15,Everton,0.0,Everton,12.97,34,86757,everton,9.99,4.34,5,3.0,,12.0,8.0,12.0,12.0,14.0,1.0,2.0,,89.0,1.0,,,,,,,,
222,https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png,6,277,Santos,0.0,Luan Guilherme de Jesus Vieira,6,Luan,0.0,Luan,4.87,34,86759,luan,1.37,3.85,4,1.0,,3.0,3.0,1.0,3.0,10.0,,1.0,,12.0,,,,,,,,,
223,https://s.glbimg.com/es/sde/f/2022/08/04/f1b96cd2e1a5c62c2aec694945991675_FORMATO.png,5,1371,Cuiabá,0.0,Sidcley Ferreira Pereira,6,Sidcley,0.0,Sidcley,4.7,34,86764,sidcley,0.9,3.02,2,,,5.0,,,1.0,2.0,,1.0,,27.0,,,,,,,,1.0,
224,https://s.glbimg.com/es/sde/f/2022/08/12/7d590ab4c6d70f44e3ca55f066cacbb7_FORMATO.png,6,263,Botafogo,0.0,Danilo Barbosa da Silva,6,Danilo Barbosa,0.0,D. Barbosa,3.97,34,86777,danilo-barbosa,2.62,0.72,4,,1.0,4.0,4.0,1.0,,4.0,,,,15.0,,,,,,,,,
225,https://s.glbimg.com/es/sde/f/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,7,294,Coritiba,0.27,Gabriel Boschilia,11,Boschilia,3.1,Boschilia,4.17,34,86841,boschilia,3.12,2.25,4,1.0,3.0,12.0,12.0,3.0,7.0,8.0,1.0,,,43.0,,,,,,,,,
226,https://s.glbimg.com/es/sde/f/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,7,356,Fortaleza,0.78,José Welison da Silva,23,José Welison,4.1,J. Welison,5.4,34,86859,jose-welison,4.05,2.49,4,,3.0,40.0,33.0,3.0,13.0,15.0,1.0,1.0,,103.0,,,,,,,,,
227,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,5,327,América-MG,0.0,Marlon Matheus Lopes do Nascimento,25,Marlon,0.0,Marlon,6.17,34,86864,marlon,4.17,4.36,2,1.0,5.0,59.0,31.0,4.0,15.0,27.0,,,,199.0,1.0,,,,,,,8.0,
228,https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png,7,277,Santos,0.0,Eduardo Gabriel dos Santos Bauermann,28,Eduardo Bauermann,0.0,E. Bauermann,10.27,34,86970,eduardo-bauermann,6.11,4.1,3,1.0,6.0,38.0,10.0,4.0,6.0,27.0,1.0,,1.0,92.0,,,1.0,,,,,11.0,
229,https://s.glbimg.com/es/sde/f/2022/07/28/5ddfe529ef61fe54a0aa6410f1a57699_FORMATO.png,5,373,Atlético-GO,0.0,Emerson Raymundo Santos,0,Emerson Santos,0.0,E. Santos,4.0,34,86972,emerson-santos,3.11,0.0,3,,,,,,,,,,,,,,,,,,,,
230,https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png,6,266,Fluminense,0.07,Nathan Allan de Souza,20,Nathan,1.2,Nathan,4.66,34,87009,nathan,1.55,2.46,4,2.0,3.0,12.0,12.0,9.0,12.0,9.0,,2.0,1.0,92.0,,,,,,,,,
231,https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png,5,354,Ceará,0.0,Matheus Vieira Campos Peixoto,11,Matheus Peixoto,0.0,M. Peixoto,5.51,34,87098,matheus-peixoto,2.76,1.48,5,1.0,,5.0,6.0,4.0,3.0,6.0,,,3.0,28.0,,,,,,,,,
232,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,6,293,Athlético-PR,0.0,Pedro Henrique Ribeiro Gonçalves,24,Pedro Henrique,0.0,P. Henrique,7.72,34,87225,pedro-henrique,2.09,4.01,3,,7.0,52.0,20.0,5.0,6.0,22.0,,,,146.0,,,,,,,,8.0,
233,https://s.sde.globo.com/media/person_role/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png,5,282,Atlético-MG,0.0,Guilherme Antonio Arana Lopes,18,Guilherme Arana,0.0,G. Arana,12.12,34,87228,guilherme-arana,7.46,4.23,2,2.0,4.0,22.0,25.0,4.0,16.0,13.0,1.0,,1.0,147.0,,,,,,,1.0,8.0,
234,https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png,3,294,Coritiba,-0.07,Guillermo Gabriel de los Santos Viana - Daniel,14,Guillermo Santos,0.5,G. Santos,5.34,34,87238,guillermo-santos,1.13,3.58,3,1.0,2.0,24.0,5.0,4.0,2.0,6.0,,,,65.0,1.0,,,,,,,4.0,
235,https://s.glbimg.com/es/sde/f/2022/04/02/d2010e9182e074fe4a26c1c6d39304dc_FORMATO.png,7,285,Internacional,1.09,Carlos María de Pena Bonino,29,Carlos de Pena,7.4,C. Pena,7.68,34,87242,carlos-de-pena,7.05,4.5,5,6.0,6.0,52.0,27.0,15.0,22.0,19.0,1.0,5.0,,318.0,,1.0,,,,,,,
236,https://s.sde.globo.com/media/person_role/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png,5,277,Santos,0.0,Yeferson Julio Soteldo Martínez,7,Soteldo,0.0,Soteldo,8.53,34,87258,soteldo,2.96,1.79,5,1.0,1.0,2.0,4.0,3.0,5.0,13.0,,,1.0,67.0,,,,,,,,,
237,https://s.glbimg.com/es/sde/f/2022/07/22/3d441c6c216df311f638855e5ae9f952_FORMATO.png,3,373,Atlético-GO,-0.34,Willian Marlon Ferreira Moraes,19,Willian Maranhão,-1.1,W. Maranhão,3.03,34,87262,willian-maranhao,-0.44,0.69,4,,6.0,20.0,20.0,,5.0,9.0,,,1.0,60.0,,,,,,,1.0,,
238,https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png,6,354,Ceará,0.0,Messias Rodrigues da Silva Júnior,23,Messias,0.0,Messias,3.67,34,87402,messias,0.45,1.51,3,,4.0,13.0,21.0,3.0,4.0,7.0,1.0,,,78.0,,,,,,,1.0,5.0,
239,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,7,293,Athlético-PR,0.0,Vitor Frezarin Bueno,18,Vitor Bueno,0.0,V. Bueno,5.77,34,87552,vitor-bueno,9.58,3.38,4,1.0,2.0,12.0,9.0,3.0,12.0,18.0,,4.0,1.0,82.0,,,,,,,,,
240,https://s.glbimg.com/es/sde/f/2022/07/29/30173d69a7048132aa419f0efded3f32_FORMATO.png,5,286,Juventude,0.0,Anderson Leite Moraes,2,Anderson Leite,0.0,A. Leite,3.71,34,87691,anderson-leite,2.82,1.95,4,,,4.0,3.0,,,1.0,,,,5.0,,,,,,,,,
241,https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png,6,266,Fluminense,0.32,Yago Felipe da Costa Rocha,17,Yago Felipe,6.1,Y. Felipe,6.0,34,87747,yago-felipe,5.81,2.37,4,,2.0,22.0,12.0,4.0,8.0,28.0,1.0,,2.0,84.0,,,,,,,,,
242,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png,6,263,Botafogo,0.0,Philipe Sampaio Azevedo,16,Philipe Sampaio,0.0,P. Sampaio,3.16,34,87808,philipe-sampaio,4.98,1.61,3,,2.0,17.0,18.0,,1.0,8.0,,,2.0,48.0,2.0,,,,,,1.0,4.0,
243,https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png,6,266,Fluminense,0.0,Mario Alberto Pineida Martínez,7,Pineida,0.0,Pineida,4.72,34,87838,pineida,3.71,2.74,2,,,,6.0,,1.0,6.0,,,,28.0,,,,,,,,4.0,
244,https://s.sde.globo.com/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,6,262,Flamengo,0.0,Giorgian Daniel de Arrascaeta Benedetti,22,Arrascaeta,0.0,Arrascaeta,17.02,34,87863,arrascaeta,4.72,6.2,4,9.0,1.0,33.0,9.0,13.0,20.0,42.0,2.0,2.0,2.0,199.0,,,1.0,,,,,,
245,https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png,7,264,Corinthians,-0.54,Fabián Cornelio Balbuena González,11,Balbuena,1.8,Balbuena,9.63,34,87887,balbuena,2.97,5.12,3,,2.0,15.0,6.0,1.0,3.0,4.0,,3.0,,65.0,,,,,,,1.0,4.0,
246,https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png,6,356,Fortaleza,0.0,Matheus de Vargas,11,Matheus Vargas,0.0,M. Vargas,3.19,34,87929,matheus-vargas,0.59,1.01,4,,2.0,4.0,11.0,4.0,7.0,11.0,,,3.0,40.0,,,,,,,,,
247,https://s.sde.globo.com/media/person_role/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,7,275,Palmeiras,0.0,Gustavo Henrique Furtado Scarpa,30,Gustavo Scarpa,0.0,G. Scarpa,13.29,34,87999,gustavo-scarpa,9.0,6.42,4,13.0,1.0,17.0,11.0,32.0,37.0,64.0,2.0,6.0,11.0,375.0,,1.0,,,,,,,
248,https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,6,1371,Cuiabá,1.0,Alan Pereira Empereur,23,Alan Empereur,6.2,A. Empereur,5.38,34,88033,alan-empereur,5.91,1.37,3,,6.0,17.0,17.0,,1.0,21.0,,,1.0,110.0,1.0,,,,,,,5.0,
249,https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,7,263,Botafogo,-0.26,Luís Manuel Ribeiro de Castro,34,Luís Castro,4.21,L. Castro,9.51,34,88037,luis-castro,4.72,4.12,6,,,,,,,,,,,,,,,,,,,,
250,https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png,6,275,Palmeiras,0.0,Jorge Marco de Oliveira Moraes,8,Jorge,0.0,Jorge,3.61,34,88065,jorge,4.33,4.06,2,,1.0,9.0,4.0,,2.0,9.0,,,,42.0,,,,,1.0,,,5.0,
251,https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png,5,373,Atlético-GO,0.0,Ramon Menezes Roma,14,Ramon Menezes,0.0,R. Menezes,3.94,34,88087,ramon-menezes,2.12,1.48,3,,2.0,9.0,10.0,3.0,2.0,,1.0,,,33.0,,,,,,,,2.0,
252,https://s.sde.globo.com/media/person_role/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png,6,1371,Cuiabá,0.0,Daniel Guedes da Silva,14,Daniel Guedes,0.0,D. Guedes,2.97,34,88225,daniel-guedes,1.03,2.33,2,4.0,3.0,15.0,13.0,,3.0,5.0,,,3.0,129.0,,,,,,,,2.0,
253,https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,7,282,Atlético-MG,0.12,Junior Osmar Ignacio Alonso Mujica,28,Junior Alonso,6.5,J. Alonso,12.1,34,88312,junior-alonso,6.94,3.63,3,2.0,4.0,30.0,14.0,1.0,9.0,7.0,1.0,,1.0,142.0,,,,,,,2.0,13.0,
254,https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png,7,262,Flamengo,0.0,Ayrton Lucas Dantas de Medeiros,26,Ayrton Lucas,0.0,A. Lucas,8.11,34,88393,ayrton-lucas,1.95,5.18,2,4.0,3.0,52.0,38.0,6.0,5.0,40.0,,2.0,,206.0,,,,,,,,8.0,
255,https://s.sde.globo.com/media/person_role/2021/05/18/3eff8b36039d819b6583407b9c2b8823_FORMATO.png,7,373,Atlético-GO,-0.42,Eduardo do Nascimento Souza,6,Eduardo Souza,2.36,E. Souza,7.26,34,88406,eduardo-souza,2.28,3.35,6,,,,,,,,,,,,,,,,,,,,
256,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,7,280,Bragantino,0.76,Aderlan de Lima Silva,27,Aderlan,3.6,Aderlan,8.26,34,88423,aderlan,4.05,3.44,2,2.0,8.0,75.0,67.0,2.0,7.0,14.0,,,4.0,287.0,,,,,,,,7.0,
257,https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png,5,286,Juventude,0.0,Marlon Adriano Prezotti,9,Marlon,0.0,Marlon,2.83,34,88427,marlon,1.98,0.84,4,,1.0,10.0,13.0,,,6.0,,,,25.0,,,,,,,,,
258,https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png,2,277,Santos,0.0,Auro Álvaro da Cruz Júnior,7,Auro,0.0,Auro,2.5,34,88540,auro,0.03,1.04,2,,2.0,6.0,7.0,,1.0,1.0,,,,21.0,,,,,,,,1.0,
259,https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png,6,354,Ceará,0.0,Marcos Ytalo Benício da Silva,0,Buiú,0.0,Buiú,2.0,34,88544,buiu,1.57,0.0,2,,,,,,,,,,,,,,,,,,,,
260,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,7,356,Fortaleza,0.0,Lucas de Figueiredo Crispim,21,Lucas Crispim,0.0,L. Crispim,2.73,34,88597,lucas-crispim,1.54,1.02,4,1.0,4.0,16.0,12.0,,4.0,13.0,,1.0,1.0,129.0,,,,,,,,,
261,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,6,356,Fortaleza,0.0,Luan Polli Gomes,2,Luan Polli,0.0,L. Polli,5.03,34,88916,luan-polli,4.21,2.25,1,,,,,,,1.0,,,,,,,,9.0,,5.0,,,
262,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,6,286,Juventude,-0.54,Jean Carlos de Souza Irmer,21,Jean,-0.1,Jean,3.91,34,89150,jean,0.41,2.58,4,,4.0,42.0,18.0,5.0,10.0,11.0,,,1.0,64.0,,,,,,,,,
