"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","DS","FC","FD","FF","FS","I","PI","DE","GS","SG","CA","G","FT","PC","CV","PP","GC","PS"
"192",68698,4,314,"mei","7",2.8,7.14,-0.27,4.38,4,NA,"bruno-silva","Bruno Silva","B. Silva","Bruno César Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/7c8012647193d72e2db7ad4e887df99f_FORMATO.png","Avaí",NA,16,12,NA,2,10,NA,27,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"193",108539,4,264,"gol","6",0,2,0,0,0,NA,"guilherme","Guilherme","Guilherme","Guilherme Vicentini Castellani","https://s.glbimg.com/es/sde/f/2022/04/27/d5ba0de6f8281e3ab0325007342997b6_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",82647,4,294,"mei","7",0.6,4.35,-0.31,1.43,3,NA,"regis","Régis","Régis","Régis Augusto Salmazzo","https://s.glbimg.com/es/sde/f/2022/02/23/c47fcbc612efa64ebc997eda805f11e5_FORMATO.png","Coritiba",NA,2,1,2,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",101798,4,282,"mei","6",0,5,0,0,0,NA,"guilherme-castilho","Guilherme Castilho","G. Castilho","Guilherme Castilho Carvalho","https://s.glbimg.com/es/sde/f/2022/02/27/bb2d508413cce29c6fa181a7ee4fcd5c_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",73533,4,314,"gol","6",0,3,0,0,0,NA,"gledson","Glédson","Glédson","Glédson Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",72079,4,314,"lat","7",6,7.37,1.45,2.55,4,NA,"bruno-cortez","Bruno Cortez","B. Cortez","Bruno Cortês Barbosa","https://s.glbimg.com/es/sde/f/2022/02/23/da8da8af4eaf5969bda304828d27ac27_FORMATO.png","Avaí",NA,3,2,NA,1,4,NA,36,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"198",89285,4,290,"mei","7",-0.4,2.78,-0.53,0.65,2,NA,"matheus-sales","Matheus Sales","M. Sales","Matheus de Sales Cabral","https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png","Goiás",NA,2,3,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"199",107898,4,282,"ata","6",0,2,0,0,0,NA,"felipe-felicio","Felipe Felício","F. Felício","Felipe Felício Silva Reis","https://s.glbimg.com/es/sde/f/2022/02/27/4c56f798fd2b7f9be13d4871df8d118f_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",101254,4,294,"ata","7",4.6,9.59,0.51,4.22,4,NA,"alef-manga","Alef Manga","A. Manga","Alef Mangueira Severino Pereira","https://s.glbimg.com/es/sde/f/2022/02/23/2f591fe9297201b345f8815815be56ef_FORMATO.png","Coritiba",NA,5,5,2,5,3,1,24,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"201",82943,4,314,"lat","6",0,3.02,0,0.8,1,NA,"matheus-ribeiro","Matheus Ribeiro","M. Ribeiro","Matheus Antunes Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/23/712651cb571755df87e5184b4ecf906d_FORMATO.png","Avaí",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",78584,4,314,"gol","7",8,7.67,1.73,3.25,4,NA,"douglas-friedrich","Douglas Friedrich","D. Friedrich","Douglas Alan Schuck Friedrich","https://s.glbimg.com/es/sde/f/2022/02/21/7b6f0fbda2d34c444987ce7f2b8cc649_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,9,5,2,1,NA,NA,NA,NA,NA,NA,NA
"203",103706,4,282,"mei","6",0,1,0,0,0,NA,"neto","Neto","Neto","Antônio Fialho de Carvalho Neto","https://s.glbimg.com/es/sde/f/2021/05/02/cfe664f3690d1a51a29254653d64a4fd_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",77959,4,314,"ata","6",1.8,3.12,-0.07,1.27,3,NA,"copete","Copete","Copete","Jonathan Copete Valencia","https://s.glbimg.com/es/sde/f/2022/02/24/88bdb886000cb8d576b130048d59d687_FORMATO.png","Avaí",NA,1,3,2,2,2,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",104530,4,294,"ata","7",4.7,14.12,-0.81,8.38,4,NA,"igor-paixao","Igor Paixão","I. Paixão","Igor Guilherme Barbosa da Paixão","https://s.glbimg.com/es/sde/f/2022/02/23/65a987228916ce13345ffe12d4846cff_FORMATO.png","Coritiba",2,4,NA,3,6,12,NA,27,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"206",86227,4,314,"ata","6",0,11.88,0,6.37,3,NA,"morato","Morato","Morato","Andrew Erik Feitosa","https://s.glbimg.com/es/sde/f/2022/02/24/ee2dbbc844a7911e1c875b38e698c974_FORMATO.png","Avaí",NA,6,5,1,5,9,2,11,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
"207",91688,4,314,"mei","7",0.4,3.91,-0.86,2.8,4,NA,"eduardo","Eduardo","Eduardo","Eduardo Jacinto de Biasi","https://s.glbimg.com/es/sde/f/2022/02/23/858c6708a8a4e0b1858d4429bdf68d77_FORMATO.png","Avaí",1,2,7,1,3,7,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",107555,4,294,"lat","7",-0.2,2.51,-0.56,1.45,2,NA,"guilherme-biro","Guilherme Biro","G. Biro","Guilherme da Trindade Dubas","https://s.glbimg.com/es/sde/f/2022/02/23/7b5275230124120d9a766bb8519cf1c9_FORMATO.png","Coritiba",NA,3,3,NA,NA,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",104401,4,286,"zag","6",0,2.21,0,-1.7,1,NA,"vitor-mendes","Vitor Mendes","V. Mendes","Vitor Mendes Alves","https://s.glbimg.com/es/sde/f/2022/04/13/e5945941323ae30dc69b5ecb9ea3cfda_FORMATO.png","Juventude",NA,NA,NA,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"210",95556,4,314,"mei","7",6.2,9.9,0.87,5.55,4,NA,"raniele","Raniele","Raniele","Raniele Almeida Melo","https://s.glbimg.com/es/sde/f/2022/02/24/141b440d404a99f92d79a5e2f9d83c83_FORMATO.png","Avaí",NA,8,4,2,NA,10,NA,26,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"211",98306,4,294,"mei","6",0,3.37,0,1.53,3,NA,"val","Val","Val","Valdemir de Oliveira Soares","https://s.glbimg.com/es/sde/f/2022/02/23/55b00d4d936fd275a647c473479fa8d6_FORMATO.png","Coritiba",NA,3,NA,NA,2,1,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",103347,4,294,"lat","7",3.2,6.45,0.27,3.18,4,NA,"matheus-alexandre","Matheus Alexandre","M. Alexandre","Matheus Alexandre Anastácio de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png","Coritiba",NA,8,4,NA,NA,1,NA,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"213",87238,4,294,"zag","6",0,6.1,0,3.35,2,NA,"guillermo-santos","Guillermo Santos","G. Santos","Guillermo Gabriel de los Santos Viana - Daniel","https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png","Coritiba",NA,1,2,1,NA,3,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"214",39572,4,314,"mei","6",0,5,0,0,0,NA,"renato","Renato","Renato","José Renato da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/24/c65bdd88b41fe9f8ddb3c5be562e45a9_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",51413,4,1371,"gol","7",7.2,14.05,0.44,6.92,4,NA,"walter","Walter","Walter","Walter Leandro Capeloza Artune","https://s.glbimg.com/es/sde/f/2021/05/28/50f29a94dff6b578111f33d689953f3c_FORMATO.png","Cuiabá",NA,1,NA,NA,NA,1,NA,NA,18,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"216",73858,4,314,"mei","6",0.4,2.51,-0.37,1.1,3,NA,"jean-cleber","Jean Cléber","J. Cléber","Jean Cléber Santos da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/30faa9be7f17fe35cfe84852c646b4c0_FORMATO.png","Avaí",NA,3,2,NA,1,2,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"217",38588,4,1371,"ata","6",3,5.15,-0.22,2.93,4,NA,"elton","Elton","Elton","Elton Rodrigues Brandão","https://s.glbimg.com/es/sde/f/2022/02/23/04785c869069f264ccf01098f0707f30_FORMATO.png","Cuiabá",NA,1,6,1,NA,4,NA,9,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
"218",50301,4,1371,"mei","7",0.3,10.64,-0.97,4.4,4,NA,"everton","Everton","Everton","Everton Cardoso da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/c60eafc88d521475a07c8848255be68a_FORMATO.png","Cuiabá",NA,9,9,NA,1,8,1,22,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"219",93646,4,314,"mei","6",0,4.07,0,1.8,2,NA,"vinicius-leite","Vinícius Leite","V. Leite","Vinícius Leite Silva","https://s.glbimg.com/es/sde/f/2022/02/24/66cd59f9bbf0f80e5f8c20bf587e3daf_FORMATO.png","Avaí",NA,3,NA,1,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",101484,4,294,"mei","5",0,2.43,0,0.1,2,NA,"thonny-anderson","Thonny Anderson","T. Anderson","Thonny Anderson da Silva Carvalho","https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png","Coritiba",NA,NA,3,NA,1,3,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",89696,4,314,"ata","6",2.5,3.21,0.48,1.2,2,NA,"romulo","Rômulo ","Rômulo ","Rômulo dos Santos de Souza","https://s.glbimg.com/es/sde/f/2022/02/24/474334d9aac64c11c2e9ba0bfa9b0931_FORMATO.png","Avaí",NA,1,NA,1,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",70451,4,294,"ata","6",0,1,0,0,0,NA,"william-alves","William Alves","W. Alves","William Alves de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/63b80e56373c995fe10a56cb06537c0a_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",107554,4,294,"lat","5",0,4,0,0,0,NA,"natanael","Natanael","Natanael","Natanael Moreira Milouski","https://s.glbimg.com/es/sde/f/2022/02/23/d16a948e2d2950b3b56d30d6433483a7_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",73318,4,263,"lat","7",0.7,4.62,-0.15,2.4,4,NA,"daniel-borges","Daniel Borges","D. Borges","Daniel Fortunato Borges","https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png","Botafogo",1,6,NA,NA,NA,3,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",60852,4,1371,"lat","7",3.8,4.74,0.27,4.55,2,NA,"uendel","Uendel","Uendel","Uendel Pereira Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/23/80aa17d4669a6357c0620eb0988e839e_FORMATO.png","Cuiabá",NA,3,1,NA,2,1,NA,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"226",78893,4,263,"gol","6",0,3,0,0,0,NA,"douglas-borges","Douglas Borges","D. Borges","Douglas Borges","https://s.glbimg.com/es/sde/f/2022/02/21/837aacbeb34486f2c8bdc9348c44ba72_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",69010,4,1371,"gol","6",0,4,0,0,0,NA,"joao-carlos","João Carlos","J. Carlos","João Carlos Heidemann","https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",61033,4,1371,"mei","6",9.3,7.88,2,3.88,4,NA,"rodriguinho","Rodriguinho","Rodriguinho","Rodrigo Eduardo Costa Marinho","https://s.glbimg.com/es/sde/f/2022/02/23/da202da4fb23bc636936f60651108982_FORMATO.png","Cuiabá",NA,1,1,3,3,4,2,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"229",63172,4,1371,"zag","6",0,6.31,0,2.93,3,NA,"paulao","Paulão","Paulão","Paulo Marcos de Jesus Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/23/962044a3dba4ade297a566c4d7f73d40_FORMATO.png","Cuiabá",NA,2,NA,NA,NA,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA
"230",111204,4,294,"zag","6",0,2,0,0,0,NA,"marcio-silva","Marcio Silva","M. Silva","Marcio Gleyson Leite da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/0c18ff9c752df4675973a030dcc63c55_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",106918,4,314,"ata","6",0,3,0,0,0,NA,"paulo-baya","Paulo Baya","P. Baya","Paulo Henrique Silva Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/24/272fd719e59564d41c0349ca1feb539b_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",68690,4,1371,"ata","7",0.5,2.75,-0.19,0.48,4,NA,"andre","André","André","André Felipe Ribeiro de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/ee02dcfd3fef8bb6cb823ff266baa89a_FORMATO.png","Cuiabá",NA,1,8,NA,2,7,NA,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"233",70666,4,1371,"zag","7",2.8,6.89,-0.49,5.33,3,NA,"marllon","Marllon","Marllon","Marllon Gonçalves Jerônimo Borges","https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png","Cuiabá",NA,6,3,NA,2,NA,NA,9,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"234",99236,4,294,"mei","5",0,3,0,0,0,NA,"pablo-garcia","Pablo García","P. García","Pablo Javier García Lafluf","https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",90540,4,263,"ata","6",8.9,10.14,2.05,5.13,4,NA,"diego-goncalves","Diego Gonçalves","D. Gonçalves","Diego Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/21/9f275ce14e02c8b8be4c38953dda7e07_FORMATO.png","Botafogo",NA,3,1,NA,2,3,1,18,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"236",78856,4,1371,"mei","7",4.2,3.27,0.97,1.52,4,NA,"marcao-silva","Marcão Silva","M. Silva","Marcos Antônio Almeida Silva","https://s.glbimg.com/es/sde/f/2022/02/23/1137efd5de0473f1c88c49348353a899_FORMATO.png","Cuiabá",NA,5,7,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",101036,4,314,"lat","6",0,3,0,0,0,NA,"diego-matos","Diego Matos","D. Matos","Diego Daniel Rodrigues de Matos","https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",90846,4,263,"zag","6",0,4,0,0,0,NA,"klaus","Klaus","Klaus","Willian Klaus","https://s.glbimg.com/es/sde/f/2022/02/21/285efd56a8da13cc59106ef7fcce7c51_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",99430,4,263,"gol","6",0,2.06,0,0.5,2,NA,"diego-loureiro","Diego Loureiro","D. Loureiro","Diego Terra Loureiro","https://s.glbimg.com/es/sde/f/2022/02/21/8d8bf0e2d048df5b25e486bdf7c64eec_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"240",85423,4,1371,"mei","7",2,5.23,-0.35,4.03,3,NA,"valdivia","Valdívia","Valdívia","Wanderson Ferreira de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/ec8d7f67b026fc679f8ac3b10514eefd_FORMATO.png","Cuiabá",NA,3,3,3,2,6,NA,18,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"241",88033,4,1371,"zag","7",-0.1,5.94,-0.92,3,4,NA,"alan-empereur","Alan Empereur","A. Empereur","Alan Pereira Empereur","https://s.glbimg.com/es/sde/f/2022/02/22/a78f168b55aeb8d74c3b965a7b4f75d2_FORMATO.png","Cuiabá",NA,3,3,NA,NA,4,NA,17,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"242",70171,4,263,"lat","6",0,6,0,0,0,NA,"rafael","Rafael","Rafael","Rafael Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/505b1bf76a770e85404c4bca2e727eee_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",102597,4,263,"lat","6",0,2.38,0,0.6,1,NA,"jonathan-silva","Jonathan Silva","J. Silva","Jonathan Silva Vieira","https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png","Botafogo",NA,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",115792,4,314,"mei","6",0,1,0,0,0,NA,"macae","Macaé","Macaé","Arthur Neves Scheles","https://s.glbimg.com/es/sde/f/2022/02/23/bb984d9dc5f15f3b6b95e0024bd88b17_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",63194,4,263,"lat","5",0,5,0,0,0,NA,"carlinhos","Carlinhos","Carlinhos","Carlos Emiliano Pereira","https://s.glbimg.com/es/sde/f/2022/02/21/800bc92dcc8691cf1bb118132ac62fbc_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",91639,4,1371,"lat","6",0,6.15,0,2.7,2,NA,"igor-carius","Igor Cariús","I. Cariús","Igor Aquino da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/fa3ebd08b3835164b2532b908f71ccfe_FORMATO.png","Cuiabá",NA,3,5,NA,NA,2,NA,17,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"247",104926,4,263,"mei","7",7.1,12.07,1.02,5.05,4,NA,"chay","Chay","Chay","Chayene Medeiros Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/77dcd57801fc7bf714629cf2a521ad76_FORMATO.png","Botafogo",NA,13,3,2,3,7,NA,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"248",92146,4,1371,"ata","6",0,3.89,0,1.6,2,NA,"andre-luis","André Luís","A. Luís","Andre Luis da Costa Alfredo","https://s.glbimg.com/es/sde/f/2022/02/23/4ba86feb09facb90b3a01b1712c3c8f5_FORMATO.png","Cuiabá",NA,2,3,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",86749,4,263,"mei","6",0,4,0,0,0,NA,"felipe-ferreira","Felipe Ferreira","F. Ferreira","Felipe de Figueiredo Ferreira","https://s.glbimg.com/es/sde/f/2022/02/21/e6bb81a986dcba9c740f2c8d43ddccd6_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",89224,4,263,"mei","5",0,2.41,0,0.9,1,NA,"barreto","Barreto","Barreto","Gustavo Bonatto Barreto","https://s.glbimg.com/es/sde/f/2022/02/21/4f55cd58dba618d9c58695edc5507fcc_FORMATO.png","Botafogo",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",101054,4,1371,"ata","7",0.3,3.01,-0.14,0.68,4,NA,"felipe-marques","Felipe Marques","F. Marques","Felipe Marques da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png","Cuiabá",NA,1,1,NA,1,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",108422,4,263,"ata","7",1.2,11,-0.3,6.9,4,NA,"erison","Erison","Erison","Erison Danilo de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/abf055dfab291f251335494fc009a2c0_FORMATO.png","Botafogo",1,3,4,1,3,3,4,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"253",101573,4,1371,"mei","7",5.2,5.01,1.1,2.03,4,NA,"pepe","Pepê","Pepê","João Pedro Vilardi Pinto","https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png","Cuiabá",NA,8,8,1,NA,4,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",71505,4,1371,"ata","6",0,5,0,0,0,NA,"jenison","Jenison","Jenison","Jenison de Jesus Brito e Brito","https://s.glbimg.com/es/sde/f/2022/02/23/a62db1a25ac1ccf1a638ee5469f53f08_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",107972,4,263,"mei","6",0,1.68,0,0.8,2,NA,"romildo","Romildo","Romildo","Romildo Del Piage de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/a34959446ac5b131b7047f846855f309_FORMATO.png","Botafogo",NA,1,3,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"256",109668,4,263,"lat","6",0,5.35,0,5.1,1,NA,"hugo","Hugo","Hugo","Hugo Gonçalves Ferreira Neto","https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png","Botafogo",NA,5,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",78867,4,1371,"mei","6",0,4.25,0,1.45,2,NA,"rafael-gava","Rafael Gava","R. Gava","Rafael Gustavo Meneghel Gava","https://s.glbimg.com/es/sde/f/2022/02/23/16687c4ddc3ae72291f2729ad61ed092_FORMATO.png","Cuiabá",NA,3,2,NA,1,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",90715,4,373,"ata","6",2.7,3.54,0.12,2.2,2,NA,"luiz-fernando","Luiz Fernando ","L. Fernando","Luiz Fernando Moraes dos Santos","https://s.glbimg.com/es/sde/f/2022/04/15/28e8b65d5222a5debc200d5ed0567fae_FORMATO.png","Atlético-GO",NA,3,2,1,NA,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",93414,4,263,"zag","6",0,5,0,0,0,NA,"joel-carli","Joel Carli","J. Carli","Mauro Joel Carli","https://s.glbimg.com/es/sde/f/2022/02/21/58080d39478afd3809fb90b0aa3d3f8e_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",38509,4,262,"gol","6",0,9,0,0,0,NA,"diego-alves","Diego Alves","D. Alves","Diego Alves Carreira","https://s.glbimg.com/es/sde/f/2022/03/03/ebf5983aad74aded51b2bdca5bed278f_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",106083,4,263,"mei","6",0,4,0,0,0,NA,"breno","Breno","Breno","Breno Washington Rodrigues da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/596fd08d478ed48cf966b741b09f289e_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",104660,4,263,"ata","6",-0.1,3,-0.72,2,2,NA,"vinicius-lopes","Vinícius Lopes","V. Lopes","Vinícius Lopes da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/e057d0f0bf956c78607ac32d4d8597e4_FORMATO.png","Botafogo",NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",107516,4,263,"mei","6",0,2,0,0,0,NA,"enio","Ênio","Ênio","Sebastião Ênio Santos de Almeida","https://s.glbimg.com/es/sde/f/2022/02/21/ecd7af7a3462266c90eb1a66567aa95a_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",109114,4,263,"ata","6",0.2,4.92,-0.31,1.33,3,NA,"matheus-nascimento","Matheus Nascimento","M. Nascimento","Matheus Nascimento de Paula","https://s.glbimg.com/es/sde/f/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png","Botafogo",NA,NA,NA,1,1,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"265",102292,4,1371,"ata","6",3.7,4.92,0.65,3.83,3,NA,"marquinhos","Marquinhos","Marquinhos","Marcos Vinícius Sousa Natividade","https://s.glbimg.com/es/sde/f/2022/02/23/d01325a4162f7cf8ab6ded0b51a5c48c_FORMATO.png","Cuiabá",NA,7,1,NA,1,7,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",97321,4,1371,"ata","6",2.3,3.24,0.34,0.97,3,NA,"alesson","Alesson","Alesson","Alesson dos Santos Batista","https://s.glbimg.com/es/sde/f/2022/02/23/712ddec1e1d5a64377efd6d330d2a984_FORMATO.png","Cuiabá",NA,4,3,1,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
