,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.apelido,atletas.media_num,atletas.foto,atletas.atleta_id,atletas.pontos_num,atletas.variacao_num,atletas.jogos_num,atletas.apelido_abreviado,atletas.posicao_id,atletas.preco_num,atletas.status_id,atletas.slug,atletas.nome,atletas.clube.id.full.name,atletas.clube_id,DE,DS,FS,GS,SG,A,CA,FC,FF,GC,I,PI,FD,FT,G,DP,PC,CV,PP,PS
201,32,5.42,Marcos Felipe,0.0,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,85004,0.0,0.0,0,M. Felipe,1,7.0,6,marcos-felipe,Marcos Felipe de Freitas Monteiro,Fluminense,266,,,,,,,,,,,,,,,,,,,,
202,32,3.11,Vinicius Silvestre,0.0,https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,85083,0.0,0.0,0,V. Silvestre,1,4.0,6,vinicius-silvestre,Vinicius Silvestre da Costa,Palmeiras,275,,,,,,,,,,,,,,,,,,,,
203,32,0.11,Cantillo,1.98,https://s.sde.globo.com/media/person_role/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png,85315,0.0,0.0,16,Cantillo,4,4.87,6,cantillo,Víctor Danilo Cantillo Jiménez,Corinthians,264,,26.0,20.0,,,,1.0,10.0,1.0,,,62.0,,,,,,,,
204,32,8.91,João Paulo,4.3,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,85425,8.5,1.19,30,J. Paulo,1,14.07,7,joao-paulo,João Paulo Silva Martins,Santos,277,107.0,1.0,6.0,28.0,10.0,,5.0,,,,,,,,,,,,,
205,32,7.2,Alex Santana,3.02,https://s.glbimg.com/es/sde/f/2022/07/29/9bcc147b812ef5698e82fee8e3a18b98_FORMATO.png,85465,6.7,1.15,8,A. Santana,4,6.87,7,alex-santana,Alex Paulo Menezes Santana,Athlético-PR,293,,12.0,8.0,,,,4.0,9.0,5.0,,1.0,19.0,2.0,,1.0,,,,,
206,32,-4.73,Léo,1.3,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,85626,0.0,0.0,21,Léo,3,3.45,7,leo,Leonardo Pinheiro da Conceição,São Paulo,276,,17.0,9.0,,5.0,,4.0,20.0,4.0,,,114.0,,,,,1.0,1.0,,
207,32,1.0,Hyoran,3.43,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png,85931,0.0,0.0,21,Hyoran,4,6.97,7,hyoran,Hyoran Kaue Dalmoro,Bragantino,280,,18.0,10.0,,,2.0,1.0,11.0,18.0,,,116.0,11.0,,3.0,,,,,
208,32,0.83,Gustavo Sauer,1.11,https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png,85993,0.3,-0.15,9,G. Sauer,5,3.89,6,gustavo-sauer,Gustavo Affonso Sauerbeck,Botafogo,263,,7.0,4.0,,,,1.0,5.0,1.0,,,23.0,3.0,,,,,,,
209,32,-1.45,Diego,1.02,https://s.glbimg.com/es/sde/f/2022/06/23/a9b4d32f7d6d9e4fc96279399e6ab904_FORMATO.png,86029,0.0,0.0,5,Diego,4,1.93,6,diego,Diego Rigonato Rodrigues,Ceará,354,,3.0,5.0,,,,1.0,3.0,,,,15.0,2.0,,,,,,,
210,32,-0.77,Wanderson,0.68,https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png,86143,-1.3,-0.25,22,Wanderson,3,1.98,7,wanderson,Wanderson Santos Pereira,Atlético-GO,373,,8.0,4.0,,2.0,,1.0,18.0,5.0,,,56.0,1.0,,,,,,,
211,32,-0.2,Natanael,4.21,https://s.glbimg.com/es/sde/f/2022/07/18/04d6865853a44f1a0a32d6f5ce32e9fe_FORMATO.png,86264,-0.9,-0.51,9,Natanael,2,6.02,2,natanael,Natanael Batista Pimenta,Avaí,314,,10.0,7.0,,1.0,3.0,,9.0,6.0,,3.0,72.0,4.0,1.0,,,,,,
212,32,6.62,Alê,3.3,https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,86388,6.5,0.54,22,Alê,4,8.87,7,ale,Alexandre Egea,América-MG,327,,41.0,41.0,,,2.0,,35.0,6.0,,,100.0,3.0,,1.0,,,1.0,,
213,32,0.4,Victor Luis,2.01,https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png,86410,-0.4,-1.21,19,V. Luis,2,4.67,7,victor-luis,Victor Luis Chuab Zamblauskas,Ceará,354,,20.0,15.0,,3.0,,1.0,17.0,4.0,,,92.0,3.0,,,,,,,
214,32,0.55,Pablo Dyego,0.57,https://s.sde.globo.com/media/person_role/2022/08/16/aa71716a1e7b6d5f4f466762f82871f8_FORMATO.png,86444,0.0,0.0,3,P. Dyego,5,2.45,6,pablo-dyego,Pablo Dyego da Silva Rosa,Avaí,314,,1.0,3.0,,,,,2.0,,,,4.0,,,,,,,,
215,32,3.61,Keno,3.34,https://s.sde.globo.com/media/person_role/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png,86485,3.1,0.66,21,Keno,5,7.43,5,keno,Marcos da Silva França,Atlético-MG,282,,28.0,22.0,,,1.0,4.0,14.0,20.0,,4.0,142.0,7.0,1.0,2.0,,,,,
216,32,0.88,Jandrei,2.6,https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,86508,0.0,0.0,19,Jandrei,1,6.39,6,jandrei,Jandrei Chitolina Carniel,São Paulo,276,47.0,,3.0,19.0,4.0,,,,,,,,,,,,,,,
217,32,5.25,Richardson,1.71,https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png,86536,5.7,1.18,24,Richardson,4,3.97,7,richardson,Richardson Fernandes dos Santos,Ceará,354,,49.0,29.0,,,,10.0,50.0,5.0,,,73.0,,,,,1.0,1.0,,
218,32,-0.75,Arthur Henrique,1.45,https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png,86629,-1.4,-0.65,21,A. Henrique,2,2.89,7,arthur-henrique,Arthur Henrique Peixoto Santos,Atlético-GO,373,,30.0,9.0,,1.0,,,13.0,1.0,,,90.0,,,,,,1.0,,
219,32,1.03,Rodrigo Soares,1.85,https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png,86675,0.8,-0.25,27,R. Soares,2,2.72,7,rodrigo-soares,Rodrigo Alves Soares,Juventude,286,,33.0,4.0,,4.0,1.0,3.0,22.0,4.0,,,205.0,2.0,,1.0,,,,,
220,32,1.65,Tchê Tchê,1.41,https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png,86686,1.3,0.0,24,T. Tchê,4,4.11,3,tche-tche,Danilo das Neves Pinheiro,Botafogo,263,,25.0,34.0,,,,3.0,34.0,7.0,,,100.0,3.0,,,,,,,1.0
221,32,2.72,Richard Coelho,2.02,https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png,86711,2.4,0.42,25,R. Coelho,4,5.04,7,richard-coelho,Richard Cândido Coelho,Ceará,354,,48.0,28.0,,,1.0,9.0,46.0,5.0,,2.0,114.0,6.0,,,,,1.0,,
222,32,13.02,Everton,3.93,https://s.sde.globo.com/media/person_role/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png,86757,13.1,1.81,14,Everton,5,13.18,7,everton,Everton Sousa Soares,Flamengo,262,,12.0,13.0,,,3.0,,8.0,12.0,,,81.0,10.0,1.0,1.0,,,1.0,,
223,32,1.2,Luan,3.85,https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png,86759,0.0,0.0,6,Luan,4,4.87,2,luan,Luan Guilherme de Jesus Vieira,Santos,277,,3.0,10.0,,,1.0,,3.0,3.0,,,12.0,1.0,,1.0,,,,,
224,32,0.47,Sidcley,3.02,https://s.glbimg.com/es/sde/f/2022/08/04/f1b96cd2e1a5c62c2aec694945991675_FORMATO.png,86764,0.0,0.0,6,Sidcley,2,4.7,6,sidcley,Sidcley Ferreira Pereira,Cuiabá,1371,,5.0,2.0,,1.0,,,,1.0,,,27.0,,,1.0,,,,,
225,32,2.65,Danilo Barbosa,0.72,https://s.glbimg.com/es/sde/f/2022/08/12/7d590ab4c6d70f44e3ca55f066cacbb7_FORMATO.png,86777,2.4,0.35,6,D. Barbosa,4,3.97,6,danilo-barbosa,Danilo Barbosa da Silva,Botafogo,263,,4.0,4.0,,,,1.0,4.0,,,,15.0,1.0,,,,,,,
226,32,5.54,Boschilia,2.26,https://s.glbimg.com/es/sde/f/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,86841,5.9,0.69,9,Boschilia,4,4.57,7,boschilia,Gabriel Boschilia,Coritiba,294,,9.0,8.0,,,1.0,2.0,8.0,5.0,,,33.0,1.0,1.0,,,,,,
227,32,1.23,José Welison,2.59,https://s.glbimg.com/es/sde/f/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,86859,0.7,-0.03,21,J. Welison,4,4.95,7,jose-welison,José Welison da Silva,Fortaleza,356,,38.0,13.0,,,,3.0,27.0,12.0,,,96.0,2.0,1.0,1.0,,,,,
228,32,4.44,Marlon,4.36,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,86864,4.5,-0.31,25,Marlon,2,6.17,2,marlon,Marlon Matheus Lopes do Nascimento,América-MG,327,,59.0,27.0,,8.0,1.0,5.0,31.0,15.0,,,199.0,4.0,,,,,1.0,,
229,32,5.96,Eduardo Bauermann,4.1,https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png,86970,5.5,0.3,28,E. Bauermann,3,10.27,5,eduardo-bauermann,Eduardo Gabriel dos Santos Bauermann,Santos,277,,38.0,27.0,,11.0,1.0,6.0,10.0,6.0,,1.0,92.0,4.0,1.0,,,,,,1.0
230,32,3.11,Emerson Santos,0.0,https://s.glbimg.com/es/sde/f/2022/07/28/5ddfe529ef61fe54a0aa6410f1a57699_FORMATO.png,86972,0.0,0.0,0,E. Santos,3,4.0,5,emerson-santos,Emerson Raymundo Santos,Atlético-GO,373,,,,,,,,,,,,,,,,,,,,
231,32,0.96,Nathan,2.65,https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png,87009,0.0,0.0,18,Nathan,4,4.67,6,nathan,Nathan Allan de Souza,Fluminense,266,,11.0,9.0,,,2.0,3.0,12.0,12.0,,1.0,84.0,8.0,,2.0,,,,,
232,32,2.6,Matheus Peixoto,1.48,https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png,87098,0.0,0.0,11,M. Peixoto,5,5.51,5,matheus-peixoto,Matheus Vieira Campos Peixoto,Ceará,354,,5.0,6.0,,,1.0,,6.0,3.0,,3.0,28.0,4.0,,,,,,,
233,32,6.94,Pedro Henrique,4.12,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,87225,7.0,0.57,23,P. Henrique,3,8.55,6,pedro-henrique,Pedro Henrique Ribeiro Gonçalves,Athlético-PR,293,,49.0,22.0,,8.0,,6.0,17.0,6.0,,,132.0,4.0,,,,,,,
234,32,7.18,Guilherme Arana,4.23,https://s.sde.globo.com/media/person_role/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png,87228,0.0,0.0,18,G. Arana,2,12.12,5,guilherme-arana,Guilherme Antonio Arana Lopes,Atlético-MG,282,,22.0,13.0,,8.0,2.0,4.0,25.0,16.0,,1.0,147.0,4.0,1.0,,,1.0,,,
235,32,0.62,Guillermo Santos,3.82,https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png,87238,0.0,0.0,13,G. Santos,3,5.41,6,guillermo-santos,Guillermo Gabriel de los Santos Viana - Daniel,Coritiba,294,,22.0,6.0,,4.0,1.0,2.0,4.0,1.0,,,59.0,3.0,,,,,,,
236,32,3.65,Carlos de Pena,4.55,https://s.glbimg.com/es/sde/f/2022/04/02/d2010e9182e074fe4a26c1c6d39304dc_FORMATO.png,87242,3.3,-1.73,27,C. Pena,5,7.06,7,carlos-de-pena,Carlos María de Pena Bonino,Internacional,285,,49.0,18.0,,,5.0,6.0,23.0,21.0,,,296.0,14.0,1.0,5.0,,,,1.0,
237,32,2.25,Soteldo,1.79,https://s.sde.globo.com/media/person_role/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png,87258,0.0,0.0,7,Soteldo,5,8.53,5,soteldo,Yeferson Julio Soteldo Martínez,Santos,277,,2.0,13.0,,,1.0,1.0,4.0,5.0,,1.0,67.0,3.0,,,,,,,
238,32,0.79,Willian Maranhão,0.8,https://s.glbimg.com/es/sde/f/2022/07/22/3d441c6c216df311f638855e5ae9f952_FORMATO.png,87262,0.3,0.2,17,W. Maranhão,4,3.32,7,willian-maranhao,Willian Marlon Ferreira Moraes,Atlético-GO,373,,19.0,7.0,,,,5.0,16.0,5.0,,1.0,56.0,,,,,1.0,,,
239,32,1.45,Messias,1.58,https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png,87402,0.0,0.0,22,Messias,3,3.9,6,messias,Messias Rodrigues da Silva Júnior,Ceará,354,,12.0,7.0,,5.0,,4.0,18.0,4.0,,,75.0,3.0,1.0,,,1.0,,,
240,32,2.71,Vitor Bueno,2.95,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,87552,0.0,0.0,17,V. Bueno,4,4.4,2,vitor-bueno,Vitor Frezarin Bueno,Athlético-PR,293,,11.0,16.0,,,1.0,2.0,9.0,11.0,,1.0,79.0,3.0,,3.0,,,,,
241,32,2.72,Anderson Leite,1.95,https://s.glbimg.com/es/sde/f/2022/07/29/30173d69a7048132aa419f0efded3f32_FORMATO.png,87691,0.0,0.0,2,A. Leite,4,3.71,5,anderson-leite,Anderson Leite Moraes,Juventude,286,,4.0,1.0,,,,,3.0,,,,5.0,,,,,,,,
242,32,6.72,Yago Felipe,2.0,https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png,87747,7.1,0.8,15,Y. Felipe,4,6.04,6,yago-felipe,Yago Felipe da Costa Rocha,Fluminense,266,,18.0,23.0,,,,2.0,12.0,6.0,,1.0,75.0,2.0,1.0,,,,,,
243,32,5.2,Philipe Sampaio,1.61,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png,87808,5.7,0.21,16,P. Sampaio,3,3.16,6,philipe-sampaio,Philipe Sampaio Azevedo,Botafogo,263,,17.0,8.0,,4.0,,2.0,18.0,1.0,,2.0,48.0,,,,,1.0,2.0,,
244,32,3.69,Pineida,2.74,https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png,87838,0.0,0.0,7,Pineida,2,4.72,6,pineida,Mario Alberto Pineida Martínez,Fluminense,266,,,6.0,,4.0,,,6.0,1.0,,,28.0,,,,,,,,
245,32,4.15,Arrascaeta,6.2,https://s.sde.globo.com/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,87863,0.0,0.0,22,Arrascaeta,4,17.02,6,arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,Flamengo,262,,33.0,42.0,,,9.0,1.0,9.0,20.0,,2.0,199.0,13.0,2.0,2.0,,,,,1.0
246,32,7.87,Balbuena,5.54,https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png,87887,0.0,0.0,9,Balbuena,3,10.58,7,balbuena,Fabián Cornelio Balbuena González,Corinthians,264,,14.0,3.0,,3.0,,1.0,5.0,2.0,,,55.0,,,3.0,,1.0,,,
247,32,0.47,Matheus Vargas,1.01,https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png,87929,0.0,0.0,11,M. Vargas,4,3.19,6,matheus-vargas,Matheus de Vargas,Fortaleza,356,,4.0,11.0,,,,2.0,11.0,7.0,,3.0,40.0,4.0,,,,,,,
248,32,0.67,Gustavo Scarpa,6.35,https://s.sde.globo.com/media/person_role/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,87999,-1.0,-2.15,29,G. Scarpa,4,11.79,7,gustavo-scarpa,Gustavo Henrique Furtado Scarpa,Palmeiras,275,,17.0,63.0,,,13.0,,11.0,35.0,,10.0,358.0,31.0,2.0,5.0,,,,1.0,
249,32,0.36,Alan Empereur,1.15,https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,88033,-0.4,0.04,22,A. Empereur,3,4.38,3,alan-empereur,Alan Pereira Empereur,Cuiabá,1371,,16.0,20.0,,4.0,,6.0,17.0,1.0,,1.0,105.0,,,,,,1.0,,
250,32,3.21,Luís Castro,4.07,https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,88037,2.33,-0.38,32,L. Castro,6,9.22,7,luis-castro,Luís Manuel Ribeiro de Castro,Botafogo,263,,,,,,,,,,,,,,,,,,,,
251,32,4.29,Jorge,4.06,https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png,88065,0.0,0.0,8,Jorge,2,3.61,6,jorge,Jorge Marco de Oliveira Moraes,Palmeiras,275,,9.0,9.0,,5.0,,1.0,4.0,2.0,1.0,,42.0,,,,,,,,
252,32,2.04,Ramon Menezes,1.48,https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png,88087,0.0,0.0,14,R. Menezes,3,3.94,5,ramon-menezes,Ramon Menezes Roma,Atlético-GO,373,,9.0,,,2.0,,2.0,10.0,2.0,,,33.0,3.0,1.0,,,,,,
253,32,0.88,Daniel Guedes,2.33,https://s.sde.globo.com/media/person_role/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png,88225,0.5,0.24,14,D. Guedes,2,2.97,7,daniel-guedes,Daniel Guedes da Silva,Cuiabá,1371,,15.0,5.0,,2.0,4.0,3.0,13.0,3.0,,3.0,129.0,,,,,,,,
254,32,5.28,Junior Alonso,3.45,https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,88312,4.4,-0.3,26,J. Alonso,3,11.79,7,junior-alonso,Junior Osmar Ignacio Alonso Mujica,Atlético-MG,282,,27.0,6.0,,11.0,2.0,3.0,12.0,8.0,,1.0,128.0,1.0,1.0,,,2.0,,,
255,32,9.41,Ayrton Lucas,5.35,https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png,88393,9.7,1.04,25,A. Lucas,2,9.42,7,ayrton-lucas,Ayrton Lucas Dantas de Medeiros,Flamengo,262,,51.0,39.0,,8.0,4.0,3.0,35.0,5.0,,,196.0,5.0,,2.0,,,,,
256,32,1.73,Eduardo Souza,3.16,https://s.sde.globo.com/media/person_role/2021/05/18/3eff8b36039d819b6583407b9c2b8823_FORMATO.png,88406,2.0,-0.06,4,E. Souza,6,6.92,7,eduardo-souza,Eduardo do Nascimento Souza,Atlético-GO,373,,,,,,,,,,,,,,,,,,,,
257,32,1.33,Aderlan,3.64,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,88423,0.3,-0.97,25,Aderlan,2,7.91,7,aderlan,Aderlan de Lima Silva,Bragantino,280,,69.0,14.0,,7.0,2.0,7.0,61.0,7.0,,4.0,260.0,2.0,,,,,,,
258,32,1.93,Marlon,0.84,https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png,88427,0.0,0.0,9,Marlon,4,2.83,5,marlon,Marlon Adriano Prezotti,Juventude,286,,10.0,6.0,,,,1.0,13.0,,,,25.0,,,,,,,,
259,32,1.16,Auro,1.28,https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png,88540,0.0,0.0,6,Auro,2,2.73,6,auro,Auro Álvaro da Cruz Júnior,Santos,277,,6.0,1.0,,1.0,,2.0,6.0,1.0,,,20.0,,,,,,,,
260,32,1.57,Buiú,0.0,https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png,88544,0.0,0.0,0,Buiú,2,2.0,6,buiu,Marcos Ytalo Benício da Silva,Ceará,354,,,,,,,,,,,,,,,,,,,,
261,32,1.6,Lucas Crispim,1.02,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,88597,1.2,0.04,20,L. Crispim,4,2.74,6,lucas-crispim,Lucas de Figueiredo Crispim,Fortaleza,356,,15.0,12.0,,,1.0,4.0,12.0,4.0,,1.0,123.0,,,1.0,,,,,
262,32,4.2,Luan Polli,2.25,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,88916,0.0,0.0,2,L. Polli,1,5.03,6,luan-polli,Luan Polli Gomes,Fortaleza,356,9.0,,1.0,5.0,,,,,,,,,,,,,,,,
263,32,4.29,Jean,2.69,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,89150,0.0,0.0,19,Jean,4,4.61,6,jean,Jean Carlos de Souza Irmer,Juventude,286,,39.0,11.0,,,,3.0,17.0,9.0,,1.0,63.0,5.0,,,,,,,
264,32,1.56,Iago Maidana,3.27,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,89226,0.0,0.0,17,I. Maidana,3,6.73,7,iago-maidana,Iago Justen Maidana Martins,América-MG,327,,9.0,2.0,,7.0,,3.0,19.0,2.0,,,50.0,,,3.0,,,1.0,,
265,32,1.31,Matheus Sales,1.42,https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png,89285,0.0,0.0,25,M. Sales,4,3.42,7,matheus-sales,Matheus de Sales Cabral,Goiás,290,,33.0,11.0,,,,5.0,19.0,7.0,,,61.0,2.0,,,,1.0,,,
266,32,0.82,Bryan Angulo,2.25,https://s.glbimg.com/es/sde/f/2022/04/02/e926d395a2b2a6225aa44474e5fa8e26_FORMATO.png,89435,0.0,0.0,15,B. Angulo,5,3.59,6,bryan-angulo,Brayan Dennis Angulo Tenorio,Santos,277,,5.0,6.0,,,1.0,,1.0,2.0,,4.0,26.0,2.0,1.0,2.0,,,,,
267,32,8.03,Igor Rabello,6.65,https://s.glbimg.com/es/sde/f/2022/07/15/2609f439079631b8b5b1affd471b8813_FORMATO.png,89493,0.0,0.0,7,I. Rabello,3,7.5,5,igor-rabello,Igor Rabello da Costa,Atlético-MG,282,,20.0,3.0,,2.0,1.0,1.0,7.0,2.0,,,16.0,1.0,,1.0,,,,,
268,32,-0.47,Thiago Maia,1.63,https://s.glbimg.com/es/sde/f/2022/04/25/5ffefa1d5a1967debcc7f42bdaacdd9e_FORMATO.png,89637,0.0,0.0,22,T. Maia,4,4.05,6,thiago-maia,Thiago Maia Alencar,Flamengo,262,,38.0,6.0,,,,5.0,25.0,3.0,,,61.0,3.0,,,,,,,
269,32,5.83,Cristiano,5.05,https://s.sde.globo.com/media/person_role/2022/04/20/9d80cf4bd9412d6ee60e6c21830ece85_FORMATO.png,89668,0.0,0.0,10,Cristiano,2,9.28,6,cristiano,Cristiano da Silva Leite,Fluminense,266,,18.0,11.0,,4.0,1.0,,7.0,2.0,,,70.0,5.0,,,,,,,
270,32,1.2,Iury Castilho,2.31,https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png,89695,0.0,0.0,9,I. Castilho,5,2.05,6,iury-castilho,Iury Lirio Freitas de Castilho,Ceará,354,,7.0,20.0,,,1.0,3.0,10.0,1.0,,5.0,25.0,3.0,,,,,,,1.0
271,32,3.42,Rômulo ,1.26,https://s.glbimg.com/es/sde/f/2022/02/24/474334d9aac64c11c2e9ba0bfa9b0931_FORMATO.png,89696,3.6,0.41,10,Rômulo ,5,2.94,7,romulo,Rômulo dos Santos de Souza,Avaí,314,,6.0,9.0,,,,,6.0,2.0,,,25.0,3.0,,,,,,,
272,32,2.58,Calleri,5.69,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,89840,-0.7,-0.19,28,Calleri,5,21.51,7,calleri,Jonathan Calleri,São Paulo,276,,14.0,52.0,,,1.0,5.0,34.0,28.0,,22.0,152.0,19.0,,13.0,,1.0,,1.0,
273,32,9.03,Róger Guedes,4.43,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/04/27/3af9c1a520b0f11a9c40163e925db245_FORMATO.png,89898,0.0,0.0,27,R. Guedes,5,14.69,7,roger-guedes,Róger Krug Guedes,Corinthians,264,,2.0,37.0,,,1.0,4.0,11.0,22.0,,9.0,127.0,21.0,,9.0,,,,,
274,32,2.34,Wellington,0.0,https://s.glbimg.com/es/sde/f/2022/08/16/8897dbb1a4d7e0fdcd072c424097d0d1_FORMATO.png,89900,0.0,0.0,0,Wellington,3,3.0,6,wellington,Wellington Ferreira Nascimento,Avaí,314,,,,,,,,,,,,,,,,,,,,
275,32,10.46,Mendoza,6.1,https://s.sde.globo.com/media/person_role/2022/02/22/348289b85a309419d827269486e667c9_FORMATO.png,90031,9.9,0.09,26,Mendoza,5,14.09,7,mendoza,John Stiven Mendoza Valencia,Ceará,354,,20.0,51.0,,,1.0,6.0,27.0,25.0,,11.0,144.0,18.0,4.0,10.0,,,,,
276,32,2.39,Bruno Pacheco,3.97,https://s.glbimg.com/es/sde/f/2022/02/22/557432fa07207d8e3aa6630ee0483cf0_FORMATO.png,90061,1.4,-1.08,22,B. Pacheco,2,8.48,7,bruno-pacheco,Bruno de Jesus Pacheco,Ceará,354,,50.0,40.0,,4.0,1.0,5.0,28.0,4.0,,2.0,179.0,3.0,1.0,1.0,,1.0,1.0,,
277,32,10.01,Bruno Henrique,5.88,https://s.glbimg.com/es/sde/f/2022/04/25/b3a232f9392817871f70ab3b32069e30_FORMATO.png,90285,0.0,0.0,8,B. Henrique,5,14.9,5,bruno-henrique,Bruno Henrique Pinto,Flamengo,262,,13.0,20.0,,,2.0,3.0,11.0,4.0,,8.0,41.0,7.0,1.0,1.0,,,,,
278,32,2.88,Jailson,0.0,https://s.glbimg.com/es/sde/f/2022/02/21/959fdcde3ba551592e0b385a5bf68f88_FORMATO.png,90290,0.0,0.0,1,Jailson,4,4.77,5,jailson,Jaílson Marques Siqueira,Palmeiras,275,,,,,,,,,,,,,,,,,,,,
