,atletas.status_id,atletas.apelido_abreviado,atletas.posicao_id,atletas.clube_id,atletas.atleta_id,atletas.preco_num,atletas.apelido,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.foto,atletas.nome,atletas.jogos_num,atletas.slug,atletas.media_num,atletas.clube.id.full.name,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,G,I,PI,PS,SG,FT,PP,CV,PC,DE,DP,GS,GC
188,6,L. Pereira,3,262,83528,4.23,Léo Pereira,31,,0.0,https://s.sde.globo.com/media/person_role/2022/04/25/d6d91945af9d1aa1c5aaeb2d846c2243_FORMATO.png,Leonardo Pereira,11,leo-pereira,2.6,Flamengo,0.0,,3.0,14.0,13.0,1.0,1.0,8.0,,2.0,61.0,,4.0,,,,1.0,,,,
189,6,Neilton,5,294,83772,3.68,Neilton,31,,0.0,https://s.glbimg.com/es/sde/f/2022/03/14/cb2e543c7dc405836f0fe7262ffe1ec4_FORMATO.png,Neilton Meira Mestzk,3,neilton,0.74,Coritiba,0.0,,1.0,2.0,1.0,1.0,,1.0,,,6.0,,,,,,,,,,
190,7,T. Soares,5,263,84042,10.73,Tiquinho Soares,31,,0.46,https://s.sde.globo.com/media/person_role/2022/08/16/f47b785622d8aa181e13a5adc40ecb4b_FORMATO.png,Francisco das Chagas Soares dos Santos Meireles,7,tiquinho-soares,7.54,Botafogo,9.1,,,4.0,13.0,6.0,9.0,21.0,4.0,6.0,44.0,,,,,,,,,,
191,3,Jemerson,3,282,84263,6.11,Jemerson,31,,1.08,https://s.glbimg.com/es/sde/f/2022/07/04/27bdac865fa3643b7bb816915def4a64_FORMATO.png,Jemerson de Jesus Nascimento,6,jemerson,2.42,Atlético-MG,4.5,,3.0,4.0,10.0,1.0,,2.0,,,15.0,,3.0,,,,,,,,
192,6,M. Walef,1,356,84338,2.88,Max Walef,31,,0.0,https://s.sde.globo.com/media/person_role/2022/02/23/0784484c9e35ebc5b014f365b5cbb5cc_FORMATO.png,Max Walef Araújo da Silva,5,max-walef,1.4,Fortaleza,0.0,,,,,,,,,,,,,,,,,13.0,,6.0,
193,6,B. Melo,2,264,84339,4.89,Bruno Melo,31,,0.0,https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png,Bruno Ferreira Melo,5,bruno-melo,3.26,Corinthians,0.0,,1.0,2.0,6.0,1.0,2.0,3.0,,2.0,24.0,,3.0,,,,,,,,
194,6,D. Barcelos,2,290,84382,2.85,Danilo Barcelos,31,,-0.33,https://s.glbimg.com/es/sde/f/2022/04/05/07d7f2dc608c0833bf6c29c75cb93a43_FORMATO.png,Danilo Carvalho Barcelos,19,danilo-barcelos,1.4,Goiás,-0.6,1.0,7.0,19.0,28.0,,4.0,9.0,,1.0,133.0,,4.0,,,,,,,,
195,6,F. Sobral,4,354,84428,6.11,Fernando Sobral,31,,0.4,https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png,Fernando Pereira do Nascimento,16,fernando-sobral,1.53,Ceará,4.7,,2.0,15.0,8.0,3.0,4.0,11.0,,,45.0,,,1.0,,,,,,,
196,6,Romarinho,5,356,84523,3.47,Romarinho,31,,-0.05,https://s.glbimg.com/es/sde/f/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,José Romário Silva de Souza,19,romarinho,2.41,Fortaleza,1.2,1.0,2.0,13.0,15.0,2.0,15.0,23.0,2.0,2.0,70.0,,,,,1.0,,,,,
197,7,L. Evangelista,4,280,84674,9.13,Lucas Evangelista,31,,-1.25,https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,Lucas Evangelista Santana de Oliveira,27,lucas-evangelista,3.33,Bragantino,-1.2,2.0,2.0,36.0,32.0,8.0,18.0,45.0,2.0,2.0,131.0,,,1.0,1.0,,,,,,
198,7,Varela,2,262,84816,6.27,Varela,31,,0.47,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_NRQp1lu.png,Guillermo Varela Olivera,3,varela,2.3,Flamengo,4.3,,,4.0,,,,5.0,,,4.0,,,,,,,,,,
199,6,Robson,5,356,84817,7.71,Robson,31,,1.07,https://s.glbimg.com/es/sde/f/2022/05/12/b000ff4ab3334924aefc7d073b85809e_FORMATO.png,Robson dos Santos Fernandes,24,robson,3.6,Fortaleza,7.5,4.0,6.0,16.0,40.0,10.0,17.0,33.0,4.0,16.0,74.0,1.0,,1.0,1.0,,,,,,
200,6,F. Baiano,4,356,84993,2.78,Fabrício Baiano,31,,0.0,https://s.glbimg.com/es/sde/f/2022/07/16/89176758f659f2237119a0bced3a49fb_FORMATO.png,Fabrício Santos de Jesus,4,fabricio-baiano,0.47,Fortaleza,0.0,,,2.0,1.0,,,1.0,,,7.0,,,,,,,,,,
201,6,M. Felipe,1,266,85004,7.0,Marcos Felipe,31,,0.0,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,Marcos Felipe de Freitas Monteiro,0,marcos-felipe,0.0,Fluminense,0.0,,,,,,,,,,,,,,,,,,,,
202,6,V. Silvestre,1,275,85083,4.0,Vinicius Silvestre,31,,0.0,https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,Vinicius Silvestre da Costa,0,vinicius-silvestre,0.0,Palmeiras,0.0,,,,,,,,,,,,,,,,,,,,
203,7,Cantillo,4,264,85315,4.87,Cantillo,31,,0.0,https://s.sde.globo.com/media/person_role/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png,Víctor Danilo Cantillo Jiménez,16,cantillo,1.98,Corinthians,0.0,,1.0,26.0,10.0,,1.0,20.0,,,62.0,,,,,,,,,,
204,7,J. Paulo,1,277,85425,12.88,João Paulo,31,,0.31,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,João Paulo Silva Martins,29,joao-paulo,4.15,Santos,1.0,,5.0,1.0,,,,5.0,,,,,9.0,,,,,104.0,,28.0,
205,6,A. Santana,4,293,85465,5.72,Alex Santana,31,,-0.27,https://s.glbimg.com/es/sde/f/2022/07/29/9bcc147b812ef5698e82fee8e3a18b98_FORMATO.png,Alex Paulo Menezes Santana,7,alex-santana,2.49,Athlético-PR,0.3,,3.0,12.0,9.0,2.0,5.0,8.0,,1.0,16.0,,,,,,,,,,
206,3,Léo,3,276,85626,3.45,Léo,31,,-0.98,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,Leonardo Pinheiro da Conceição,21,leo,1.3,São Paulo,-6.4,,4.0,17.0,20.0,,4.0,9.0,,,114.0,,5.0,,,1.0,1.0,,,,
207,2,Hyoran,4,280,85931,6.97,Hyoran,31,,-0.78,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png,Hyoran Kaue Dalmoro,21,hyoran,3.43,Bragantino,0.1,2.0,1.0,18.0,11.0,11.0,18.0,10.0,3.0,,116.0,,,,,,,,,,
208,6,G. Sauer,5,263,85993,4.04,Gustavo Sauer,31,,0.0,https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png,Gustavo Affonso Sauerbeck,8,gustavo-sauer,1.21,Botafogo,0.0,,,6.0,4.0,3.0,1.0,3.0,,,22.0,,,,,,,,,,
209,6,Diego,4,354,86029,1.93,Diego,31,,-0.79,https://s.glbimg.com/es/sde/f/2022/06/23/a9b4d32f7d6d9e4fc96279399e6ab904_FORMATO.png,Diego Rigonato Rodrigues,5,diego,1.02,Ceará,-2.0,,1.0,3.0,3.0,2.0,,5.0,,,15.0,,,,,,,,,,
210,7,Wanderson,3,373,86143,2.23,Wanderson,31,,-0.46,https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png,Wanderson Santos Pereira,21,wanderson,0.77,Atlético-GO,0.1,,1.0,8.0,15.0,1.0,5.0,4.0,,,52.0,,2.0,,,,,,,,
211,6,Natanael,2,314,86264,6.53,Natanael,31,,0.0,https://s.glbimg.com/es/sde/f/2022/07/18/04d6865853a44f1a0a32d6f5ce32e9fe_FORMATO.png,Natanael Batista Pimenta,8,natanael,4.85,Avaí,0.0,3.0,,10.0,9.0,4.0,6.0,7.0,,3.0,63.0,,1.0,1.0,,,,,,,
212,7,Alê,4,327,86388,8.33,Alê,31,,-0.49,https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,Alexandre Egea,21,ale,3.15,América-MG,3.4,2.0,,38.0,34.0,3.0,5.0,35.0,1.0,,94.0,,,,,1.0,,,,,
213,7,V. Luis,2,354,86410,5.88,Victor Luis,31,,0.84,https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png,Victor Luis Chuab Zamblauskas,18,victor-luis,2.14,Ceará,7.5,,1.0,20.0,17.0,3.0,4.0,15.0,,,88.0,,3.0,,,,,,,,
214,6,P. Dyego,5,314,86444,2.45,Pablo Dyego,31,,-0.32,https://s.sde.globo.com/media/person_role/2022/08/16/aa71716a1e7b6d5f4f466762f82871f8_FORMATO.png,Pablo Dyego da Silva Rosa,3,pablo-dyego,0.57,Avaí,0.4,,,1.0,2.0,,,3.0,,,4.0,,,,,,,,,,
215,7,Keno,5,282,86485,6.77,Keno,31,,-0.5,https://s.sde.globo.com/media/person_role/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png,Marcos da Silva França,20,keno,3.35,Atlético-MG,-1.3,1.0,4.0,25.0,13.0,7.0,20.0,21.0,2.0,4.0,135.0,,,1.0,,,,,,,
216,6,Jandrei,1,276,86508,6.39,Jandrei,31,,0.0,https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,Jandrei Chitolina Carniel,19,jandrei,2.6,São Paulo,0.0,,,,,,,3.0,,,,,4.0,,,,,47.0,,19.0,
217,7,Richardson,4,354,86536,2.79,Richardson,31,,-0.36,https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png,Richardson Fernandes dos Santos,23,richardson,1.54,Ceará,-1.6,,10.0,46.0,47.0,,3.0,25.0,,,67.0,,,,,1.0,1.0,,,,
218,6,A. Henrique,2,373,86629,3.54,Arthur Henrique,31,,0.28,https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png,Arthur Henrique Peixoto Santos,20,arthur-henrique,1.59,Atlético-GO,2.7,,,30.0,10.0,,1.0,9.0,,,85.0,,1.0,,,1.0,,,,,
219,7,R. Soares,2,286,86675,2.97,Rodrigo Soares,31,,0.29,https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png,Rodrigo Alves Soares,26,rodrigo-soares,1.89,Juventude,2.5,1.0,3.0,32.0,21.0,2.0,4.0,3.0,1.0,,199.0,,4.0,,,,,,,,
220,7,T. Tchê,4,263,86686,4.11,Tchê Tchê,31,,-0.26,https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png,Danilo das Neves Pinheiro,23,tche-tche,1.41,Botafogo,1.3,,2.0,23.0,29.0,3.0,6.0,32.0,,,96.0,1.0,,,,,,,,,
221,6,R. Coelho,4,354,86711,4.62,Richard Coelho,31,,-0.22,https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png,Richard Cândido Coelho,24,richard-coelho,2.0,Ceará,-0.3,1.0,8.0,46.0,44.0,5.0,5.0,26.0,,2.0,108.0,,,,,1.0,,,,,
222,7,Everton,5,262,86757,11.37,Everton,31,,0.28,https://s.sde.globo.com/media/person_role/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png,Everton Sousa Soares,13,everton,3.22,Flamengo,2.9,3.0,,9.0,7.0,9.0,12.0,11.0,,,77.0,,,1.0,,1.0,,,,,
223,7,Luan,4,277,86759,4.87,Luan,31,,0.0,https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png,Luan Guilherme de Jesus Vieira,6,luan,3.85,Santos,0.0,1.0,,3.0,3.0,1.0,3.0,10.0,1.0,,12.0,,,,,,,,,,
224,6,Sidcley,2,1371,86764,4.7,Sidcley,31,,0.0,https://s.glbimg.com/es/sde/f/2022/08/04/f1b96cd2e1a5c62c2aec694945991675_FORMATO.png,Sidcley Ferreira Pereira,6,sidcley,3.02,Cuiabá,0.0,,,5.0,,,1.0,2.0,1.0,,27.0,,1.0,,,,,,,,
225,6,D. Barbosa,4,263,86777,3.62,Danilo Barbosa,31,,-0.02,https://s.glbimg.com/es/sde/f/2022/08/12/7d590ab4c6d70f44e3ca55f066cacbb7_FORMATO.png,Danilo Barbosa da Silva,5,danilo-barbosa,0.38,Botafogo,0.4,,1.0,2.0,4.0,1.0,,3.0,,,10.0,,,,,,,,,,
226,2,Boschilia,4,294,86841,3.88,Boschilia,31,,0.0,https://s.glbimg.com/es/sde/f/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,Gabriel Boschilia,8,boschilia,1.8,Coritiba,1.9,1.0,2.0,8.0,8.0,1.0,3.0,6.0,,,24.0,,,,,,,,,,
227,7,J. Welison,4,356,86859,4.98,José Welison,31,,0.1,https://s.glbimg.com/es/sde/f/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,José Welison da Silva,20,jose-welison,2.68,Fortaleza,0.7,,3.0,37.0,23.0,2.0,12.0,11.0,1.0,,93.0,,,1.0,,,,,,,
228,6,Marlon,2,327,86864,6.48,Marlon,31,,1.17,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,Marlon Matheus Lopes do Nascimento,24,marlon,4.35,América-MG,7.0,1.0,5.0,56.0,31.0,4.0,14.0,25.0,,,190.0,,8.0,,,1.0,,,,,
229,7,E. Bauermann,3,277,86970,9.97,Eduardo Bauermann,31,,0.15,https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png,Eduardo Gabriel dos Santos Bauermann,27,eduardo-bauermann,4.05,Santos,3.8,1.0,5.0,37.0,9.0,4.0,6.0,25.0,,1.0,88.0,1.0,10.0,1.0,,,,,,,
230,5,E. Santos,3,373,86972,4.0,Emerson Santos,31,,0.0,https://s.glbimg.com/es/sde/f/2022/07/28/5ddfe529ef61fe54a0aa6410f1a57699_FORMATO.png,Emerson Raymundo Santos,0,emerson-santos,0.0,Atlético-GO,0.0,,,,,,,,,,,,,,,,,,,,
231,3,Nathan,4,266,87009,4.67,Nathan,31,,-0.17,https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png,Nathan Allan de Souza,18,nathan,2.65,Fluminense,0.6,2.0,3.0,11.0,12.0,8.0,12.0,9.0,2.0,1.0,84.0,,,,,,,,,,
232,5,M. Peixoto,5,354,87098,5.51,Matheus Peixoto,31,,0.0,https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png,Matheus Vieira Campos Peixoto,11,matheus-peixoto,1.48,Ceará,0.0,1.0,,5.0,6.0,4.0,3.0,6.0,,3.0,28.0,,,,,,,,,,
233,7,P. Henrique,3,293,87225,7.98,Pedro Henrique,31,,0.69,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,Pedro Henrique Ribeiro Gonçalves,22,pedro-henrique,3.99,Athlético-PR,3.8,,6.0,48.0,17.0,4.0,5.0,21.0,,,127.0,,7.0,,,,,,,,
234,5,G. Arana,2,282,87228,12.12,Guilherme Arana,31,,0.0,https://s.sde.globo.com/media/person_role/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png,Guilherme Antonio Arana Lopes,18,guilherme-arana,4.23,Atlético-MG,0.0,2.0,4.0,22.0,25.0,4.0,16.0,13.0,,1.0,147.0,,8.0,1.0,,,1.0,,,,
235,6,G. Santos,3,294,87238,5.41,Guillermo Santos,31,,-0.87,https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png,Guillermo Gabriel de los Santos Viana - Daniel,13,guillermo-santos,3.82,Coritiba,0.0,1.0,2.0,22.0,4.0,3.0,1.0,6.0,,,59.0,,4.0,,,,,,,,
236,7,C. Pena,5,285,87242,8.79,Carlos de Pena,31,,0.41,https://s.glbimg.com/es/sde/f/2022/04/02/d2010e9182e074fe4a26c1c6d39304dc_FORMATO.png,Carlos María de Pena Bonino,26,carlos-de-pena,4.6,Internacional,15.2,5.0,6.0,46.0,21.0,14.0,20.0,17.0,5.0,,286.0,,,1.0,1.0,,,,,,
237,5,Soteldo,5,277,87258,8.53,Soteldo,31,,0.0,https://s.sde.globo.com/media/person_role/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png,Yeferson Julio Soteldo Martínez,7,soteldo,1.79,Santos,0.0,1.0,1.0,2.0,4.0,3.0,5.0,13.0,,1.0,67.0,,,,,,,,,,
238,6,W. Maranhão,4,373,87262,3.12,Willian Maranhão,31,,-0.02,https://s.glbimg.com/es/sde/f/2022/07/22/3d441c6c216df311f638855e5ae9f952_FORMATO.png,Willian Marlon Ferreira Moraes,16,willian-maranhao,0.83,Atlético-GO,-1.2,,5.0,18.0,15.0,,5.0,7.0,,1.0,50.0,,,,,,1.0,,,,
239,6,Messias,3,354,87402,3.9,Messias,31,,0.0,https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png,Messias Rodrigues da Silva Júnior,22,messias,1.58,Ceará,0.0,,4.0,12.0,18.0,3.0,4.0,7.0,,,75.0,,5.0,1.0,,,1.0,,,,
240,6,V. Bueno,4,293,87552,4.4,Vitor Bueno,31,,0.0,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,Vitor Frezarin Bueno,17,vitor-bueno,2.95,Athlético-PR,0.0,1.0,2.0,11.0,9.0,3.0,11.0,16.0,3.0,1.0,79.0,,,,,,,,,,
241,5,A. Leite,4,286,87691,3.71,Anderson Leite,31,,0.0,https://s.glbimg.com/es/sde/f/2022/07/29/30173d69a7048132aa419f0efded3f32_FORMATO.png,Anderson Leite Moraes,2,anderson-leite,1.95,Juventude,0.0,,,4.0,3.0,,,1.0,,,5.0,,,,,,,,,,
242,6,Y. Felipe,4,266,87747,5.24,Yago Felipe,31,,0.0,https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png,Yago Felipe da Costa Rocha,14,yago-felipe,1.64,Fluminense,0.0,,2.0,16.0,11.0,2.0,4.0,21.0,,1.0,69.0,,,,,,,,,,
243,6,P. Sampaio,3,263,87808,2.95,Philipe Sampaio,31,,0.82,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png,Philipe Sampaio Azevedo,15,philipe-sampaio,1.34,Botafogo,5.0,,2.0,12.0,17.0,,1.0,7.0,,1.0,44.0,,4.0,,,2.0,1.0,,,,
244,6,Pineida,2,266,87838,4.72,Pineida,31,,0.0,https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png,Mario Alberto Pineida Martínez,7,pineida,2.74,Fluminense,0.0,,,,6.0,,1.0,6.0,,,28.0,,4.0,,,,,,,,
245,6,Arrascaeta,4,262,87863,17.02,Arrascaeta,31,,0.0,https://s.sde.globo.com/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,Giorgian Daniel de Arrascaeta Benedetti,22,arrascaeta,6.2,Flamengo,0.0,9.0,1.0,33.0,9.0,13.0,20.0,42.0,2.0,2.0,199.0,1.0,,2.0,,,,,,,
246,6,Balbuena,3,264,87887,10.58,Balbuena,31,,0.27,https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png,Fabián Cornelio Balbuena González,9,balbuena,5.54,Corinthians,7.3,,1.0,14.0,5.0,,2.0,3.0,3.0,,55.0,,3.0,,,,1.0,,,,
247,6,M. Vargas,4,356,87929,3.19,Matheus Vargas,31,,0.0,https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png,Matheus de Vargas,11,matheus-vargas,1.01,Fortaleza,0.0,,2.0,4.0,11.0,4.0,7.0,11.0,,3.0,40.0,,,,,,,,,,
248,7,G. Scarpa,4,275,87999,13.94,Gustavo Scarpa,31,,0.52,https://s.sde.globo.com/media/person_role/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,Gustavo Henrique Furtado Scarpa,28,gustavo-scarpa,6.61,Palmeiras,12.9,13.0,,17.0,10.0,27.0,34.0,62.0,5.0,10.0,330.0,,,2.0,,,,,,,
249,3,A. Empereur,3,1371,88033,4.34,Alan Empereur,31,,-0.28,https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Alan Pereira Empereur,21,alan-empereur,1.22,Cuiabá,-1.0,,5.0,15.0,16.0,,1.0,20.0,,1.0,102.0,,4.0,,,1.0,,,,,
250,7,L. Castro,6,263,88037,9.6,Luís Castro,31,,0.13,https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,Luís Manuel Ribeiro de Castro,31,luis-castro,4.13,Botafogo,4.76,,,,,,,,,,,,,,,,,,,,
251,6,Jorge,2,275,88065,3.61,Jorge,31,,0.0,https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png,Jorge Marco de Oliveira Moraes,8,jorge,4.06,Palmeiras,0.0,,1.0,9.0,4.0,,2.0,9.0,,,42.0,,5.0,,,,,,,,1.0
252,5,R. Menezes,3,373,88087,3.94,Ramon Menezes,31,,0.0,https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png,Ramon Menezes Roma,14,ramon-menezes,1.48,Atlético-GO,0.0,,2.0,9.0,10.0,3.0,2.0,,,,33.0,,2.0,1.0,,,,,,,
253,7,D. Guedes,2,1371,88225,2.73,Daniel Guedes,31,,-0.65,https://s.sde.globo.com/media/person_role/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png,Daniel Guedes da Silva,13,daniel-guedes,2.47,Cuiabá,-1.2,4.0,3.0,15.0,12.0,,2.0,5.0,,3.0,129.0,,2.0,,,,,,,,
254,7,J. Alonso,3,282,88312,12.09,Junior Alonso,31,,0.72,https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,Junior Osmar Ignacio Alonso Mujica,25,junior-alonso,3.41,Atlético-MG,6.5,2.0,3.0,24.0,12.0,1.0,6.0,6.0,,1.0,120.0,,11.0,1.0,,,2.0,,,,
255,7,A. Lucas,2,262,88393,8.38,Ayrton Lucas,31,,-0.54,https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png,Ayrton Lucas Dantas de Medeiros,24,ayrton-lucas,5.17,Flamengo,3.7,4.0,3.0,46.0,34.0,5.0,5.0,39.0,2.0,,186.0,,7.0,,,,,,,,
256,7,E. Souza,6,373,88406,6.98,Eduardo Souza,31,,-0.31,https://s.sde.globo.com/media/person_role/2021/05/18/3eff8b36039d819b6583407b9c2b8823_FORMATO.png,Eduardo do Nascimento Souza,3,eduardo-souza,3.55,Atlético-GO,2.2,,,,,,,,,,,,,,,,,,,,
257,7,Aderlan,2,280,88423,8.88,Aderlan,31,,0.0,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan de Lima Silva,24,aderlan,3.78,Bragantino,0.0,2.0,6.0,66.0,57.0,2.0,7.0,13.0,,3.0,245.0,,7.0,,,,,,,,
258,5,Marlon,4,286,88427,2.83,Marlon,31,,0.0,https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png,Marlon Adriano Prezotti,9,marlon,0.84,Juventude,0.0,,1.0,10.0,13.0,,,6.0,,,25.0,,,,,,,,,,
259,6,Auro,2,277,88540,2.73,Auro,31,,0.13,https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png,Auro Álvaro da Cruz Júnior,6,auro,1.28,Santos,0.9,,2.0,6.0,6.0,,1.0,1.0,,,20.0,,1.0,,,,,,,,
260,6,Buiú,2,354,88544,2.0,Buiú,31,,0.0,https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png,Marcos Ytalo Benício da Silva,0,buiu,0.0,Ceará,0.0,,,,,,,,,,,,,,,,,,,,
261,6,L. Crispim,4,356,88597,2.7,Lucas Crispim,31,,-0.11,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,Lucas de Figueiredo Crispim,19,lucas-crispim,1.01,Fortaleza,1.0,1.0,4.0,14.0,12.0,,4.0,11.0,1.0,1.0,118.0,,,,,,,,,,
262,6,L. Polli,1,356,88916,5.03,Luan Polli,31,,0.0,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,Luan Polli Gomes,2,luan-polli,2.25,Fortaleza,0.0,,,,,,,1.0,,,,,,,,,,9.0,,5.0,
263,6,Jean,4,286,89150,4.61,Jean,31,,0.71,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,Jean Carlos de Souza Irmer,19,jean,2.69,Juventude,4.4,,3.0,39.0,17.0,5.0,9.0,11.0,,1.0,63.0,,,,,,,,,,
264,7,I. Maidana,3,327,89226,6.73,Iago Maidana,31,,0.0,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,Iago Justen Maidana Martins,17,iago-maidana,3.27,América-MG,0.0,,3.0,9.0,19.0,,2.0,2.0,3.0,,50.0,,7.0,,,1.0,,,,,
265,6,M. Sales,4,290,89285,3.42,Matheus Sales,31,,0.0,https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png,Matheus de Sales Cabral,25,matheus-sales,1.42,Goiás,0.0,,5.0,33.0,19.0,2.0,7.0,11.0,,,61.0,,,,,,1.0,,,,
266,6,B. Angulo,5,277,89435,3.59,Bryan Angulo,31,,0.0,https://s.glbimg.com/es/sde/f/2022/04/02/e926d395a2b2a6225aa44474e5fa8e26_FORMATO.png,Brayan Dennis Angulo Tenorio,15,bryan-angulo,2.25,Santos,0.0,1.0,,5.0,1.0,2.0,2.0,6.0,2.0,4.0,26.0,,,1.0,,,,,,,
