"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.gato_mestre.media_pontos_mandante","atletas.gato_mestre.media_pontos_visitante","atletas.gato_mestre.media_minutos_jogados","atletas.gato_mestre.minutos_jogados","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","I","PI","DE","DP","GS","PC","SG","CV","PP","PS","GC"
"628", 91473,22, 262,"mei","6", 0.00, 9.00, 0.00, 0.00, 0,10.99,NA,NA,NA,NA,"pulgar","Pulgar","Pulgar","Erick Antonio Pulgar Farfán","https://s.glbimg.com/es/sde/f/2022/07/29/c044299d78026585334fdecd617663c2_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629", 81845,22, 276,"mei","6", 0.80, 7.81,-1.23, 3.24, 9, 1.39,  3.02500000,  3.40000000, 71.00000000, 23.00000000,"alisson","Alisson","Alisson","Alisson Euler de Freitas Castro","https://s.glbimg.com/es/sde/f/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png","São Paulo", 2, 4,13,11, 5, 4,10,NA,NA,NA, 34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",111402,22, 314,"mei","6", 0.00, 1.15, 0.00, 0.13, 3,-0.09,  0.00000000,  0.13333333, 16.00000000,  0.00000000,"vitinho","Vitinho","Vitinho","Victor Júlio Alves de Paula","https://s.glbimg.com/es/sde/f/2022/04/14/a3b3acd682ad4df74865ef90e9e309f1_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA, 2,NA,NA,NA,  6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",117966,22, 293,"zag","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"leo-dourado","Léo Dourado","L. Dourado","Leonardo Estigarribia Ferreira","https://s.glbimg.com/es/sde/f/2022/04/20/65e5a2ee973bf4eab96f17afb6454113_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",105844,22, 264,"zag","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"belezi","Belezi","Belezi","Lucas Belezi Barbosa","https://s.glbimg.com/es/sde/f/2022/04/27/1403485e99847596de3480809a06ce45_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",112060,22, 354,"ata","6", 0.00, 0.89, 0.00, 0.63, 3, 0.89,NA,NA,  9.00000000,  0.00000000,"joao-victor","João Victor","J. Victor","João Victor Vieira Ferreira Sousa","https://s.glbimg.com/es/sde/f/2021/05/24/c908392c2c080c709d4f8f7016d8bdbc_FORMATO.png","Ceará",NA,NA,NA, 1, 1, 1, 1,NA,NA,NA,  3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",106829,22, 276,"lat","6", 0.00, 1.78, 0.00, 0.70, 1, 1.80,NA,NA, 28.00000000,  0.00000000,"patryck","Patryck","Patryck","Patryck Lanza dos Reis","https://s.glbimg.com/es/sde/f/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png","São Paulo",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,  5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635", 69375,22, 262,"mei","6", 0.50,13.05,-0.91, 5.55, 4, 1.56,  8.80000000,  0.60000000, 45.00000000, 16.00000000,"vidal","Vidal","Vidal","Arturo Erasmo Vidal Pardo","https://s.glbimg.com/es/sde/f/2022/07/16/6f4d9def1a21eebe3b6c5ac66a060ec9_FORMATO.png","Flamengo", 1,NA, 7, 4,NA, 1, 4,NA, 1,NA,  8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636", 85626,22, 276,"zag","7", 6.30, 5.45, 0.94, 1.59,17, 5.46,NA,NA,NA,NA,"leo","Léo","Léo","Leonardo Pinheiro da Conceição","https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png","São Paulo",NA, 3,13,15,NA, 4, 9,NA,NA,NA, 86,NA,NA,NA,NA, 4,NA,NA,NA,NA
"637",116034,22, 262,"mei","6", 4.60, 3.12, 0.09, 3.70, 8, 3.92,  5.30000000,  0.90000000, 52.00000000, 79.00000000,"victor-hugo","Victor Hugo","V. Hugo","Victor Hugo Gomes Silva","https://s.glbimg.com/es/sde/f/2022/04/27/fe19307b5221c38cbe407f4f65e38e0b_FORMATO.png","Flamengo", 2,NA, 7, 1, 2, 1, 4,NA, 1,NA, 17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",117459,22, 264,"lat","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"leo-mana","Léo Maná","L. Maná","Leonardo Mana Hernandes","https://s.glbimg.com/es/sde/f/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639", 81776,22, 286,"mei","7", 2.40, 3.04, 0.25, 0.58, 4, 2.10,  0.20000000,  0.25000000, 74.00000000,101.00000000,"bruno-nazario","Bruno Nazário","B. Nazário","Bruno dos Santos Nazário","https://s.glbimg.com/es/sde/f/2022/08/02/5f08b65063655f0f6c77c6c9fe6f3ab8_FORMATO.png","Juventude",NA, 1, 2, 3, 1, 1, 6,NA,NA,NA, 32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",110465,22, 262,"mei","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"daniel-cabral","Daniel Cabral","D. Cabral","Daniel Cabral de Oliveira","https://s.glbimg.com/es/sde/f/2021/04/26/a2187a2c57635b43ffbb1a653c278c0c_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641", 69189,22, 290,"zag","5", 0.00, 2.84, 0.00, 3.34, 5, 1.74,NA,NA, 99.00000000,  0.00000000,"sidimar","Sidimar","Sidimar","Sidimar Fernando Cigolini","https://s.glbimg.com/es/sde/f/2022/04/29/c5cc58a18cf72c8dca55b618306e1483_FORMATO.png","Goiás",NA,NA, 4, 2,NA, 2, 4,NA,NA,NA, 11,NA,NA,NA,NA, 2,NA,NA,NA,NA
"642",117909,22, 264,"ata","5", 0.00, 0.73, 0.00,-0.30, 1, 0.20,NA,NA,  7.00000000,  0.00000000,"wesley","Wesley","Wesley","Wesley Gassova Ribeiro Teixeira","https://s.glbimg.com/es/sde/f/2022/04/19/e9c12ff02569765cb5c876412fae8bb8_FORMATO.png","Corinthians",NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",111491,22, 294,"mei","6", 0.00, 1.30, 0.00, 2.90, 1, 1.92,NA,NA, 33.00000000,  0.00000000,"biel","Biel","Biel","Luiz Gabriel de Oliveira Fonseca","https://s.glbimg.com/es/sde/f/2022/02/23/5b82464e99f850761874b4e2c46b1b14_FORMATO.png","Coritiba",NA,NA, 2,NA,NA,NA, 2,NA,NA,NA,  5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644", 87887,22, 264,"zag","7", 0.00, 9.04,-1.49, 4.27, 4, 0.69,  4.40000000, -0.05000000, 98.00000000, 96.00000000,"balbuena","Balbuena","Balbuena","Fabián Cornelio Balbuena González","https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png","Corinthians",NA,NA, 6, 2,NA,NA, 2,NA, 1,NA, 25,NA,NA,NA, 1, 1,NA,NA,NA,NA
"645",111688,22, 294,"ata","6", 0.00, 1.74, 0.00, 0.10, 3,-0.80,NA,NA, 15.00000000,  0.00000000,"matheus-cadorini","Matheus Cadorini","M. Cadorini","Matheus Alfredo Cadorini da Silva","https://s.glbimg.com/es/sde/f/2022/08/12/765dd1479fd2906e4dfd2f4016ca724a_FORMATO.png","Coritiba",NA,NA, 1, 3, 2,NA, 2,NA,NA,NA,  4,NA,NA,NA,NA,NA, 1,NA,NA,NA
"646", 82634,22, 314,"mei","6", 0.00, 2.71, 0.00, 0.43, 3, 2.37,NA,NA, 50.00000000,  0.00000000,"matheus-galdezani","Matheus Galdezani","M. Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2022/04/29/b9fda8f5bfa19e70a34683a735a20171_FORMATO.png","Avaí",NA, 2, 5, 6,NA, 1,NA,NA,NA,NA, 17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647", 86264,22, 314,"lat","7", 0.40, 5.87,-0.93, 5.60, 3, 0.96, 11.30000000,  2.75000000, 52.00000000, 24.00000000,"natanael","Natanael","Natanael","Natanael Batista Pimenta","https://s.glbimg.com/es/sde/f/2022/07/18/04d6865853a44f1a0a32d6f5ce32e9fe_FORMATO.png","Avaí", 2,NA, 3, 1, 2, 2, 1,NA,NA,NA, 10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",109199,22, 263,"lat","6", 0.00, 0.74, 0.00,-1.40, 1, 1.17,NA,NA, 66.00000000,  0.00000000,"dg","DG","DG","Douglas da Silva Teixeira","https://s.glbimg.com/es/sde/f/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png","Botafogo",NA, 1,NA,NA,NA,NA, 1,NA,NA,NA,  9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",117910,22, 264,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"breno-bidon","Breno Bidon","B. Bidon","Breno de Souza Bidon","https://s.glbimg.com/es/sde/f/2022/04/19/5aab366dff88f381cc1af3b3ace6419b_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",105845,22, 264,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"matheus-araujo","Matheus Araújo","M. Araújo","Matheus de Araújo Andrade","https://s.glbimg.com/es/sde/f/2022/04/27/1609ad4f570f05f5c824b78abbb3b610_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",115239,22, 262,"lat","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"wesley","Wesley","Wesley","Wesley Vinícius França Lima","https://s.glbimg.com/es/sde/f/2021/12/05/8fcf55ad052505872e3e5e1a9a855e72_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",110264,22, 277,"zag","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"zabala","Zabala","Zabala","Leonardo Yassir Zabala Ceballos","https://s.glbimg.com/es/sde/f/2022/07/16/98a84acb922f587144fe391c3ad8548d_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653", 37281,22, 285,"tec","7", 7.60, 9.73, 0.92, 4.91,19, 6.72,NA,NA,NA,NA,"mano-menezes","Mano Menezes","M. Menezes","Luis Antônio Venker de Menezes","https://s.glbimg.com/es/sde/f/2022/04/20/e2710d5e2f652b8154c927ba13d68369_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",105547,22,1371,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"rikelme","Rikelme","Rikelme","Rikelme Hernandes Amorim Rocha","https://s.glbimg.com/es/sde/f/2021/05/28/a067031810b555578d08ab063cd3701e_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",114497,22, 290,"lat","6", 0.00, 3.23, 0.00, 4.92, 4, 4.12,NA,NA,NA,NA,"juan-pablo","Juan Pablo","J. Pablo","Juan Pablo Vilela Tavares","https://s.glbimg.com/es/sde/f/2022/05/13/d5f393c2bc737b4b3cc94a7710bdeaf9_FORMATO.png","Goiás",NA,NA, 6, 6,NA, 1,NA,NA,NA,NA, 15,NA,NA,NA,NA, 3,NA,NA,NA,NA
"656",117870,22, 285,"mei","6", 0.00, 0.74, 0.00,-0.23, 4, 0.75, -0.26666667, -0.10000000, 12.00000000,  0.00000000,"estevao","Estevão","Estevão","Estevão Barreto de Oliveira","https://s.glbimg.com/es/sde/f/2022/04/19/9dbe5edaeb65550ab441717b0e0e3349_FORMATO.png","Internacional",NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,  6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",108148,22,1371,"mei","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"lucas-cardoso","Lucas Cardoso ","L. Cardoso","Lucas Cardoso Moreira","https://s.glbimg.com/es/sde/f/2021/09/04/feab153e5104280ed7ed8cf60b5db070_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",118701,22, 277,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"kevyson","Kevyson ","Kevyson ","Kevyson Costa e Silva","https://s.glbimg.com/es/sde/f/2022/07/19/0ec86741254c6731ef89d4a9a1c96a83_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659", 72391,22, 266,"tec","7", 1.11, 9.67,-0.97, 4.69,18, 1.60,NA,NA,NA,NA,"fernando-diniz","Fernando Diniz","F. Diniz","Fernando Diniz Silva","https://s.glbimg.com/es/sde/f/2021/05/09/62a59a2e7ec6602b8811cb920c3c3dba_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660", 96793,22, 373,"zag","6", 0.00, 3.79, 0.00, 2.40, 1, 3.49,NA,NA,NA,NA,"camutanga","Camutanga","Camutanga","Cleidson Andrade da Souza Silva","https://s.glbimg.com/es/sde/f/2022/07/18/422e72e0b41cf5d93bf7d0cefaa7bab4_FORMATO.png","Atlético-GO",NA,NA, 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661", 98005,22, 314,"ata","6", 0.00, 2.96, 0.00, 0.00, 1, 2.40,  0.00000000,  0.00000000, 10.00000000,  0.00000000,"nathan","Nathan","Nathan","Nathan Palafoz de Sousa","https://s.glbimg.com/es/sde/f/2022/07/18/928d4688872689cf9875b1e26a3d4fd9_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",116192,22, 354,"ata","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"pedro-igor","Pedro Igor ","P. Igor","Pedro Igor de Souza Carneiro Martins","https://s.glbimg.com/es/sde/f/2022/04/30/1918ff24fba4db581fc0c8eb04e60090_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663", 98251,22, 373,"ata","2", 4.20, 6.23, 0.80, 4.03, 4, 3.90,  1.40000000,  6.75000000, 47.00000000, 65.00000000,"kelvin","Kelvin","Kelvin","Kelvin Giacobe Alves dos Santos","https://s.glbimg.com/es/sde/f/2022/07/19/ad9bab22306fa3b866f13c27580c6b6e_FORMATO.png","Atlético-GO",NA,NA, 2,NA, 5, 1, 1,NA, 1, 1, 15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",115227,22, 276,"ata","5", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"caio","Caio","Caio","Caio Matheus da Silva","https://s.glbimg.com/es/sde/f/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",101725,22, 290,"ata","6", 0.00, 0.73, 0.00, 0.00, 1, 0.45,NA,NA,  8.00000000,  0.00000000,"matheusinho","Matheusinho","Matheusinho","Matheus Santos Soares","https://s.glbimg.com/es/sde/f/2022/04/30/c4508af01cb1a796f08b6846127c31c0_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",118736,22, 262,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"kaua-santtos","Kauã Santtos","K. Santtos","Kauã Morais Vieira dos Santos","https://s.glbimg.com/es/sde/f/2022/07/19/504df3f714d9ba1f29f1a357fb01ddc8_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",118093,22, 276,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"leo-silva","Léo Silva","L. Silva","Leonardo de Almeida Silva","https://s.glbimg.com/es/sde/f/2022/05/03/dba51c520a148f72bdbcec428b7cb580_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",118092,22, 276,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"luiz-henrique","Luiz Henrique","L. Henrique","Luiz Henrique Rosa Roque da Paz","https://s.glbimg.com/es/sde/f/2022/05/03/aebadf5f37c2408be749646adf161f9b_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",111546,22, 354,"mei","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"david","David","David","Antônio David Souza Araújo","https://s.glbimg.com/es/sde/f/2022/05/05/225815574b0c19408aa5038fe14b8eaa_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",118737,22, 354,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"guthierres","Guthierres","Guthierres","Guthierres Sales de Oliveira",NA,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",118496,22, 290,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"danilo-silva","Danilo Silva","D. Silva","Danilo Batista Silva","https://s.glbimg.com/es/sde/f/2022/06/26/a20bfbbacb1463823c6e04394bae689d_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",107852,22, 276,"gol","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"rokenedy","Rokenedy ","Rokenedy ","Rokenedy dos Santos","https://s.glbimg.com/es/sde/f/2022/08/02/204aa3e9b46ac66fbd0d108a400249ce_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",118501,22, 262,"lat","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"jose-welinton","José Welinton ","J. Welinton","José Welinton Campos Menezes","https://s.glbimg.com/es/sde/f/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",118747,22, 277,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"ed-carlos","Ed Carlos","E. Carlos","Ed Carlos de Arruda Amorim","https://s.glbimg.com/es/sde/f/2022/07/20/949544ef6ebc1bb5ae66d7b470f873de_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675", 84263,22, 282,"zag","6", 0.00, 7.00, 0.00, 0.00, 0, 8.49,NA,NA,NA,NA,"jemerson","Jemerson","Jemerson","Jemerson de Jesus Nascimento","https://s.glbimg.com/es/sde/f/2022/07/04/27bdac865fa3643b7bb816915def4a64_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676", 86757,22, 262,"ata","6", 1.90,11.80,-0.68, 4.18, 5, 2.50,  4.46666667,  1.20000000, 72.00000000, 85.00000000,"everton","Everton","Everton","Everton Sousa Soares","https://s.glbimg.com/es/sde/f/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png","Flamengo", 1,NA, 6, 4, 4, 6, 6,NA,NA,NA, 27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677", 99670,22, 290,"zag","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"arthur","Arthur","Arthur","Arthur Henrique Vieira Araújo","https://s.glbimg.com/es/sde/f/2022/06/27/cfeea87e1e558108c5c50dfd084e1f04_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",108274,22, 354,"zag","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"david-ricardo","David Ricardo","D. Ricardo","David Ricardo Loiola da Silva","https://s.glbimg.com/es/sde/f/2022/05/05/eca803d743d8a10b46ac4b03ccd6b039_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",115248,22, 275,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"jhonatan","Jhonatan","Jhonatan","Jhonatan dos Santos Rosa","https://s.glbimg.com/es/sde/f/2022/02/21/f581287c6b927db9eda0862d313afcf5_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",106219,22, 293,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"kawan","Kawan","Kawan","Kawan Gabriel da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",115246,22, 275,"mei","6", 0.00, 0.73, 0.00,-0.50, 2, 0.57,NA,NA, 25.00000000,  0.00000000,"naves","Naves","Naves","Kaiky Marques Naves","https://s.glbimg.com/es/sde/f/2022/04/06/c9e4adc1f61472c24308d45dc3778f10_FORMATO.png","Palmeiras",NA,NA,NA, 3,NA,NA,NA,NA,NA,NA,  1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",111813,22, 373,"ata","7", 0.00, 2.20, 0.00, 0.47, 4, 0.59,  1.05000000,  0.00000000, 48.00000000,  0.00000000,"ricardinho","Ricardinho","Ricardinho","Ricardo Viana Filho","https://s.glbimg.com/es/sde/f/2022/07/23/f0b2f96e5441cffcc48fdd8bb1a213e5_FORMATO.png","Atlético-GO",NA, 1,NA, 2, 1, 2, 3,NA,NA, 1,  7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683", 62969,22, 266,"ata","6", 0.00, 8.00, 0.00, 0.00, 0, 9.74,NA,NA,NA,NA,"alan","Alan","Alan","Alan Douglas Borges de Carvalho","https://s.glbimg.com/es/sde/f/2022/06/23/187dc58be092ec53908581d6f65fb635_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684", 43618,22, 293,"tec","7", 2.92, 9.27,-0.51, 4.73,17, 2.98,NA,NA,NA,NA,"luiz-felipe-scolari","Luiz Felipe Scolari","L. Scolari","Luiz Felipe Scolari","https://s.glbimg.com/es/sde/f/2021/07/09/e29b4de70c7cc0b46eb86661058d026f_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",108752,22, 356,"ata","6", 0.00, 1.97, 0.00,-1.00, 0, 5.85,NA,NA,NA,NA,"david","David","David","David da Hora da Conceição","https://s.glbimg.com/es/sde/f/2022/07/16/c33c9f1a80f322e8e721a8101a44e3e0_FORMATO.png","Fortaleza",NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",118131,22, 282,"lat","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"carlos-daniel","Carlos Daniel","C. Daniel","Carlos Daniel de Medeiros Silva","https://s.glbimg.com/es/sde/f/2022/05/07/8bdcd4fd3838516c933cbda545c50fb0_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687", 79334,22, 327,"zag","6", 0.00, 4.31, 0.00, 5.00, 1, 5.76,  0.00000000,  0.00000000,  8.00000000,  0.00000000,"ricardo-silva","Ricardo Silva","R. Silva","Ricardo César Dantas da Silva","https://s.glbimg.com/es/sde/f/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 1,NA,NA,NA,NA
"688", 72775,22, 293,"mei","7", 0.00, 7.25, 0.00, 2.07, 3, 1.71,  1.60000000,  3.00000000, 63.00000000,  0.00000000,"fernandinho","Fernandinho","Fernandinho","Fernando Luiz Rosa","https://s.glbimg.com/es/sde/f/2022/06/28/6c6eb043593091bc0d2998934a7cb0a9_FORMATO.png","Athlético-PR", 1, 1, 1, 6, 1, 2, 3,NA,NA,NA, 15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",101600,22, 277,"zag","6", 0.00, 4.02, 0.00, 9.50, 1, 2.01,  0.00000000,  9.50000000, 97.00000000,  0.00000000,"alex","Alex","Alex","Alex de Oliveira Nascimento","https://s.glbimg.com/es/sde/f/2021/05/04/14060d89e54c755512bce4ee1bd0d8fd_FORMATO.png","Santos",NA,NA, 4,NA,NA,NA,NA,NA,NA,NA,  3,NA,NA,NA,NA, 1,NA,NA,NA,NA
"690",101155,22, 290,"zag","6", 0.00, 6.22, 0.00, 8.20, 2, 0.20,  5.60000000, 10.80000000, 72.00000000,  0.00000000,"danilo-cardoso","Danilo Cardoso","D. Cardoso","Danilo Cardoso Novais da Silva","https://s.glbimg.com/es/sde/f/2022/07/20/2c532073871128cbd946958a4dfe11a6_FORMATO.png","Goiás",NA,NA, 1,NA, 1, 1, 1,NA, 1,NA,  3,NA,NA,NA,NA, 1,NA,NA,NA,NA
