"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.gato_mestre.media_pontos_mandante","atletas.gato_mestre.media_pontos_visitante","atletas.gato_mestre.media_minutos_jogados","atletas.gato_mestre.minutos_jogados","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","I","PI","DE","DP","GS","PC","SG","CV","PP","PS","GC"
"197", 93787,22, 294,"mei","5", 0.00,17.20, 0.00, 9.77, 6,16.21,NA,NA, 86.00000000,  0.00000000,"andrey","Andrey","Andrey","Andrey Ramos do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/23/6343710eb5f742ccc9f90d015c3c6a8b_FORMATO.png","Coritiba",NA, 1,19,11, 5, 8,11,NA, 3,NA, 28,NA,NA,NA,NA,NA,NA,NA, 1,NA
"198",105336,22, 354,"mei","6", 0.00, 0.93, 0.00, 0.49, 9, 0.37,NA,NA, 38.00000000,  0.00000000,"geovane","Geovane","Geovane","Geovane da Silva de Souza","https://s.glbimg.com/es/sde/f/2022/02/22/51d0acc60547a33ee6200befb38c5cc6_FORMATO.png","Ceará",NA, 3, 6,10,NA, 2, 8,NA,NA,NA, 24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199", 97810,22, 354,"ata","6", 2.30, 3.06, 0.06, 1.64,14, 2.09,  2.16250000,  0.60000000, 39.00000000, 54.00000000,"erick","Erick","Erick","Erick de Arruda Serafim","https://s.glbimg.com/es/sde/f/2022/02/22/391609eb9a9349eac73814c39b4be34c_FORMATO.png","Ceará",NA, 3, 7,11, 8, 5,14,NA, 1, 3, 74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200", 96340,22, 354,"mei","6", 2.30, 9.21,-0.53, 4.27,15, 2.56,  6.14285714,  1.96250000, 61.00000000, 39.00000000,"lima","Lima","Lima","Vinicius Moreira de Lima","https://s.glbimg.com/es/sde/f/2022/02/22/6d2da25187d0a8f998315ea12828e2a6_FORMATO.png","Ceará",NA,NA,23,13, 8,13,30,NA, 2, 2, 73,NA,NA,NA,NA,NA, 1,NA,NA,NA
"201", 98306,22, 294,"mei","7", 0.00, 3.62, 0.00, 2.45,11, 1.45,NA,NA,NA,NA,"val","Val","Val","Valdemir de Oliveira Soares","https://s.glbimg.com/es/sde/f/2022/02/23/55b00d4d936fd275a647c473479fa8d6_FORMATO.png","Coritiba", 1, 5,18, 9, 3, 5,11,NA,NA,NA, 50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202", 89695,22, 354,"ata","6", 0.00, 2.14, 0.00, 2.45, 8, 1.25,NA,NA, 33.00000000,  0.00000000,"iury-castilho","Iury Castilho","I. Castilho","Iury Lirio Freitas de Castilho","https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png","Ceará", 1, 3, 7,10, 3, 1,17,NA,NA, 5, 22,NA,NA,NA,NA,NA,NA,NA, 1,NA
"203",108176,22, 354,"zag","7", 1.90, 3.57, 0.37, 1.57,13, 1.79,NA,NA,NA,NA,"gabriel-lacerda","Gabriel Lacerda","G. Lacerda","Gabriel Santos Cordeiro Lacerda","https://s.glbimg.com/es/sde/f/2022/02/22/6e64fcfbd8fd5ae5f3a9f615b801c4bd_FORMATO.png","Ceará",NA, 1, 9, 6,NA, 5,NA,NA,NA,NA, 56,NA,NA,NA, 1, 3,NA,NA,NA,NA
"204",106819,22, 354,"gol","6", 0.00, 2.64, 0.00, 5.50, 2, 3.40,NA,NA, 48.00000000,  0.00000000,"vinicius-machado","Vinicius Machado","V. Machado","Vinicius Réquia Machado","https://s.glbimg.com/es/sde/f/2022/02/22/141e34a4013c3361e1d6514578362558_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 7,NA, 1,NA, 1,NA,NA,NA,NA
"205", 88033,22,1371,"zag","6", 3.00, 5.09, 0.24, 1.53,14, 2.80,  1.37142857,  1.51428571, 75.00000000, 54.00000000,"alan-empereur","Alan Empereur","A. Empereur","Alan Pereira Empereur","https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png","Cuiabá",NA, 3, 9,11,NA,NA,13,NA,NA,NA, 64,NA,NA,NA,NA, 4, 1,NA,NA,NA
"206", 91639,22,1371,"lat","7", 0.00, 4.34, 0.00, 1.64, 8, 1.01,  1.27500000,  2.00000000, 67.00000000,  0.00000000,"igor-carius","Igor Cariús","I. Cariús","Igor Aquino da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/fa3ebd08b3835164b2532b908f71ccfe_FORMATO.png","Cuiabá",NA, 3, 8, 7,NA, 1, 7,NA,NA, 1, 56,NA,NA,NA,NA, 2,NA,NA,NA,NA
"207", 68942,22, 294,"zag","3", 0.60, 5.79,-0.04, 2.41,20, 0.90,NA,NA,NA,NA,"luciano-castan","Luciano Castán","L. Castán","Luciano Castán da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/26b6a7aa27f2be0fabc25b57132d892c_FORMATO.png","Coritiba",NA, 3,31,16,NA, 5,12,NA, 1, 1,111,NA,NA,NA,NA, 3, 1,NA,NA,NA
"208", 87238,22, 294,"zag","6", 5.60, 6.24, 0.53, 4.09,10, 4.96,  4.88000000,  3.30000000, 72.00000000, 95.00000000,"guillermo-santos","Guillermo Santos","G. Santos","Guillermo Gabriel de los Santos Viana - Daniel","https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png","Coritiba", 1, 2,18, 3, 3, 1, 6,NA,NA,NA, 52,NA,NA,NA,NA, 3,NA,NA,NA,NA
"209", 92146,22,1371,"ata","7", 0.50, 3.61,-0.11, 1.89,17, 0.67,  2.58888889,  1.00000000, 34.00000000, 22.00000000,"andre-luis","André Luís","A. Luís","Andre Luis da Costa Alfredo","https://s.glbimg.com/es/sde/f/2022/02/23/4ba86feb09facb90b3a01b1712c3c8f5_FORMATO.png","Cuiabá",NA, 2,12,12, 2, 4,26,NA, 1,NA, 31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210", 89285,22, 290,"mei","6", 0.40, 3.16,-0.18, 1.27,18, 0.57,  1.13333333,  1.25555556, 64.00000000, 81.00000000,"matheus-sales","Matheus Sales","M. Sales","Matheus de Sales Cabral","https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png","Goiás",NA, 5,23,17, 2, 5, 9,NA,NA,NA, 45,NA,NA,NA, 1,NA,NA,NA,NA,NA
"211",102464,22, 354,"lat","6", 0.00, 1.98, 0.00,-0.05, 2, 1.23,NA,NA,  7.00000000,  0.00000000,"kelvyn","Kelvyn","Kelvyn","Kelvyn Ramos da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/b0ae3ad3abe8dabd95e5f349d5c3b9c7_FORMATO.png","Ceará",NA,NA, 1, 2,NA,NA,NA,NA,NA,NA,  7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212", 38138,22, 354,"ata","6", 0.00, 5.43, 0.00, 2.95, 4, 4.13,NA,NA, 57.00000000,  0.00000000,"jo","Jô","Jô","João Alves de Assis Silva","https://s.glbimg.com/es/sde/f/2022/08/11/f19c59d4d6626b101ff291f3e852072d_FORMATO.png","Ceará",NA, 1, 2, 4, 2,NA, 5,NA, 1, 1, 12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",101484,22, 294,"mei","6", 0.00, 3.02, 0.00, 1.28,12, 4.34,  0.80000000,  0.92500000, 41.00000000,  0.00000000,"thonny-anderson","Thonny Anderson","T. Anderson","Thonny Anderson da Silva Carvalho","https://s.glbimg.com/es/sde/f/2022/02/23/aeb4c66a481ba3a88847f5c30bbf5d53_FORMATO.png","Coritiba", 1,NA,14,12, 1, 5, 9,NA,NA,NA, 66,NA,NA,NA,NA,NA, 2,NA,NA,NA
"214", 82647,22, 294,"mei","7",-0.20, 2.97,-0.09, 0.66,13, 0.11,  0.78571429,  0.51666667, 41.00000000, 38.00000000,"regis","Régis","Régis","Régis Augusto Salmazzo","https://s.glbimg.com/es/sde/f/2022/02/23/c47fcbc612efa64ebc997eda805f11e5_FORMATO.png","Coritiba",NA,NA, 6,11, 2, 4, 6,NA,NA,NA, 39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",103088,22, 354,"zag","2",-0.10, 4.38,-0.89, 1.38, 5, 0.41,  3.85000000,  2.76666667, 41.00000000, 31.00000000,"lucas-ribeiro","Lucas Ribeiro","L. Ribeiro","Lucas Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/aae12a036ac543be8da51c964dc65831_FORMATO.png","Ceará",NA, 2, 1, 4,NA,NA, 4,NA, 1,NA, 11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",101573,22,1371,"mei","7", 6.70, 6.92, 0.25, 3.82,16, 5.88,NA,NA,NA,NA,"pepe","Pepê","Pepê","João Pedro Vilardi Pinto","https://s.glbimg.com/es/sde/f/2022/02/23/f7d3a51faa57213871975b0e01258892_FORMATO.png","Cuiabá",NA, 2,43,26, 5, 8,30,NA,NA,NA, 83,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",104519,22,1371,"mei","7",-0.50, 3.22,-0.31, 1.63,13,-0.14,  1.20000000,  1.93333333, 61.00000000, 47.00000000,"camilo","Camilo","Camilo","Camilo Reijers de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/960b7b2641de9da54e54550f285f7f85_FORMATO.png","Cuiabá",NA, 2,21,13, 1, 3, 9,NA,NA,NA, 62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",104530,22, 294,"ata","6", 0.00,14.53, 0.00, 6.38,17, 5.13,  7.32500000,  5.51111111, 88.00000000,  0.00000000,"igor-paixao","Igor Paixão","I. Paixão","Igor Guilherme Barbosa da Paixão","https://s.glbimg.com/es/sde/f/2022/02/23/65a987228916ce13345ffe12d4846cff_FORMATO.png","Coritiba", 4, 2,16, 9, 8,22,43, 2, 4,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",107554,22, 294,"lat","6", 3.00, 4.24, 0.48, 2.79,10, 2.71,  2.66666667,  3.00000000, 48.00000000, 49.00000000,"natanael","Natanael","Natanael","Natanael Moreira Milouski","https://s.glbimg.com/es/sde/f/2022/02/23/d16a948e2d2950b3b56d30d6433483a7_FORMATO.png","Coritiba", 1,NA,15, 3,NA,NA,10,NA,NA,NA, 42,NA,NA,NA,NA, 1,NA,NA,NA,NA
"220", 51413,22,1371,"gol","7", 8.00,12.87, 0.61, 4.21,20, 7.36,  4.47000000,  3.52000000, 84.00000000,101.00000000,"walter","Walter","Walter","Walter Leandro Capeloza Artune","https://s.glbimg.com/es/sde/f/2021/05/28/50f29a94dff6b578111f33d689953f3c_FORMATO.png","Cuiabá",NA,NA, 3,NA,NA,NA, 3,NA,NA,NA,NA,74,NA,20,NA, 5,NA,NA,NA,NA
"221", 70451,22, 294,"ata","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"william-alves","William Alves","W. Alves","William Alves de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/23/63b80e56373c995fe10a56cb06537c0a_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222", 97321,22,1371,"ata","6", 0.00, 4.51, 0.00, 2.56,14, 0.78,  2.66666667,  2.46250000, 51.00000000,  0.00000000,"alesson","Alesson","Alesson","Alesson dos Santos Batista","https://s.glbimg.com/es/sde/f/2022/02/23/712ddec1e1d5a64377efd6d330d2a984_FORMATO.png","Cuiabá",NA, 3,13,14, 4, 8, 5, 1, 2,NA, 54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",101054,22,1371,"ata","6", 0.00, 2.67, 0.00, 0.86,15, 0.89,  1.31666667,  0.54444444, 36.00000000,  0.00000000,"felipe-marques","Felipe Marques","F. Marques","Felipe Marques da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/a6d728d21e5ecaec684045ba4d68975c_FORMATO.png","Cuiabá",NA, 1, 9, 8, 1, 4,11,NA,NA, 2, 53,NA,NA,NA,NA,NA,NA,NA, 1,NA
"224", 38909,22, 262,"mei","6", 1.00, 3.54, 0.33, 1.86,12, 1.08,  3.70000000,  0.77142857, 37.00000000, 85.00000000,"diego","Diego","Diego","Diego Ribas da Cunha","https://s.glbimg.com/es/sde/f/2022/04/25/a4a5d6ac853b270c7af13df3bcc44ee5_FORMATO.png","Flamengo",NA, 1,12, 9, 1, 1, 9,NA, 1,NA, 28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",107555,22, 294,"lat","2", 0.00, 2.53,-0.07, 1.32,12, 0.20,  1.03750000,  1.82500000, 57.00000000, 17.00000000,"guilherme-biro","Guilherme Biro","G. Biro","Guilherme da Trindade Dubas","https://s.glbimg.com/es/sde/f/2022/02/23/7b5275230124120d9a766bb8519cf1c9_FORMATO.png","Coritiba",NA, 2,17,11,NA,NA, 3,NA,NA,NA, 58,NA,NA,NA,NA, 1,NA,NA,NA,NA
"226", 38509,22, 262,"gol","6", 0.00, 6.31, 0.00, 1.00, 3, 2.99,NA,NA, 66.00000000,  0.00000000,"diego-alves","Diego Alves","D. Alves","Diego Alves Carreira","https://s.glbimg.com/es/sde/f/2022/03/03/ebf5983aad74aded51b2bdca5bed278f_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 3,NA, 5,NA, 1,NA,NA,NA,NA
"227", 51772,22, 262,"mei","7", 0.00, 9.51, 0.00, 4.60,20, 6.18,NA,NA,NA,NA,"everton-ribeiro","Everton Ribeiro","E. Ribeiro","Everton Augusto de Barros Ribeiro","https://s.glbimg.com/es/sde/f/2022/04/25/e994fa1ddcbf61530f2598311908c471_FORMATO.png","Flamengo", 4,NA,29,18, 8, 4,39, 2, 2, 1,117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",111204,22, 294,"zag","7", 0.00, 2.74, 0.00, 5.80, 1, 4.21,NA,NA, 99.00000000,  0.00000000,"marcio-silva","Marcio Silva","M. Silva","Marcio Gleyson Leite da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/0c18ff9c752df4675973a030dcc63c55_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA, 2,NA,NA,NA,  2,NA,NA,NA,NA, 1,NA,NA,NA,NA
"229", 52827,22, 262,"zag","7", 0.00, 4.91, 0.00, 1.42,10, 4.28,  2.36000000,  0.48000000, 72.00000000,  0.00000000,"david-luiz","David Luiz","D. Luiz","David Luiz Moreira Marinho","https://s.glbimg.com/es/sde/f/2022/04/25/b04aadac11e76e4bd69df5b191e13d3c_FORMATO.png","Flamengo",NA, 3, 9,16, 2, 2, 1,NA,NA, 2, 31,NA,NA,NA,NA, 2,NA,NA,NA,NA
"230",115830,22,1371,"zag","6", 0.00, 3.00, 0.00, 0.00, 0, 3.49,NA,NA,NA,NA,"juan-ojeda","Juan Ojeda","J. Ojeda","Juan Miguel Ojeda Gauto","https://s.glbimg.com/es/sde/f/2022/02/23/329e0ce48997a983d07303483e540281_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231", 69010,22,1371,"gol","6", 0.00, 3.36, 0.00, 2.00, 1, 3.27,NA,NA, 98.00000000,  0.00000000,"joao-carlos","João Carlos","J. Carlos","João Carlos Heidemann","https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 4,NA, 2,NA,NA,NA,NA,NA,NA
"232", 73992,22, 262,"lat","7", 0.00, 4.33, 0.00, 4.22, 7, 1.68,  6.18000000, -0.46666667, 47.00000000,  0.00000000,"rodinei","Rodinei","Rodinei","Rodinei Marcelo de Almeida","https://s.glbimg.com/es/sde/f/2022/04/25/bced6ea22dafe56d6176080482dfe8d8_FORMATO.png","Flamengo", 1,NA,16, 2, 2, 2, 5,NA,NA,NA, 46,NA,NA,NA,NA, 2, 1,NA,NA, 1
"233",103347,22, 294,"lat","7", 0.00, 7.91,-0.64, 3.96,16, 0.57,  3.88000000,  3.46666667, 69.00000000, 46.00000000,"matheus-alexandre","Matheus Alexandre","M. Alexandre","Matheus Alexandre Anastácio de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/f37a5a9aa16b6e174f7e05e22b7a1b62_FORMATO.png","Coritiba",NA, 4,47,17,NA,NA, 5,NA,NA, 1, 65,NA,NA,NA,NA, 4,NA,NA,NA,NA
"234", 61033,22,1371,"mei","6", 0.00, 5.97, 0.00, 1.94,20, 1.96,NA,NA,NA,NA,"rodriguinho","Rodriguinho","Rodriguinho","Rodrigo Eduardo Costa Marinho","https://s.glbimg.com/es/sde/f/2022/02/23/da202da4fb23bc636936f60651108982_FORMATO.png","Cuiabá",NA,NA, 7,11, 9,14,21,NA, 1, 6, 65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235", 86485,22, 282,"ata","7", 3.60, 7.10, 0.26, 3.01,13, 3.45,  3.94285714,  1.63333333, 53.00000000, 85.00000000,"keno","Keno","Keno","Marcos da Silva França","https://s.glbimg.com/es/sde/f/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png","Atlético-MG", 1, 1,14, 8, 5,11,12,NA, 1, 3, 77,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236", 38398,22, 264,"mei","7", 6.70, 7.37, 0.04, 3.42,13, 5.98,  2.75714286,  3.00000000, 61.00000000, 96.00000000,"renato-augusto","Renato Augusto","R. Augusto","Renato Soares de Oliveira Augusto","https://s.glbimg.com/es/sde/f/2022/04/27/df30c3d9066a2e16c6625e3aa0a64436_FORMATO.png","Corinthians", 1,NA,22, 9, 5, 5,12,NA, 1, 1, 81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237", 78445,22, 285,"lat","7", 3.80, 6.90, 0.66, 4.28,12, 3.52,  4.38571429,  4.26000000, 94.00000000, 96.00000000,"rene","Renê","Renê","Renê Rodrigues Martins","https://s.glbimg.com/es/sde/f/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png","Internacional",NA,NA,29, 9,NA,NA, 9,NA,NA,NA, 93,NA,NA,NA, 1, 5,NA,NA,NA,NA
"238", 93790,22, 373,"mei","7", 0.60, 7.36,-1.20, 3.80,21, 1.04,  4.87272727,  1.79000000, 76.00000000, 51.00000000,"marlon-freitas","Marlon Freitas","M. Freitas","Marlon Rodrigues Freitas","https://s.glbimg.com/es/sde/f/2022/03/03/85a5271ee9f81358e6e4009139db31e5_FORMATO.png","Atlético-GO", 3, 2,44,13, 5, 8, 2, 1, 3, 2,153,NA,NA,NA,NA,NA,NA, 1,NA, 1
"239", 99236,22, 294,"mei","6", 0.00, 2.20, 0.00, 0.00, 1, 1.67,NA,NA, 15.00000000,  0.00000000,"pablo-garcia","Pablo García","P. García","Pablo Javier García Lafluf","https://s.glbimg.com/es/sde/f/2022/02/23/56af95dcedcbf6410efc1e0d9432d9a2_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240", 60852,22,1371,"lat","5", 0.00, 4.29, 0.00, 1.76,15, 2.24,  2.20000000,  1.38750000, 70.00000000,  0.00000000,"uendel","Uendel","Uendel","Uendel Pereira Gonçalves","https://s.glbimg.com/es/sde/f/2022/02/23/80aa17d4669a6357c0620eb0988e839e_FORMATO.png","Cuiabá", 1,NA,14,10, 1, 4, 7,NA,NA,NA,152,NA,NA,NA,NA, 3,NA,NA,NA,NA
"241",113010,22,1371,"mei","6", 0.40, 1.83, 0.26, 1.28, 9, 0.45,  1.22500000,  1.62000000, 47.00000000,101.00000000,"osorio","Osorio","Osorio","Kelvin David Osorio Antury","https://s.glbimg.com/es/sde/f/2022/02/23/e978cacf512124a39a2efe2b6b5d8164_FORMATO.png","Cuiabá",NA, 1,14,12,NA, 6, 3,NA,NA, 1, 69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",101727,22, 262,"lat","6",11.50, 8.75, 0.76, 4.86,15, 9.84,  9.21666667,  1.10000000, 77.00000000, 95.00000000,"matheuzinho","Matheuzinho","Matheuzinho","Matheus França Silva","https://s.glbimg.com/es/sde/f/2022/04/25/f8b82a43e5e935dc7a17f7f142575c55_FORMATO.png","Flamengo", 2, 2,39,12, 1, 4, 5,NA,NA,NA, 90,NA,NA,NA, 1, 5,NA,NA,NA,NA
"243",109497,22, 277,"ata","7", 1.70,12.36,-0.18, 5.87,19, 2.24,NA,NA,NA,NA,"marcos-leonardo","Marcos Leonardo","M. Leonardo","Marcos Leonardo Santos Almeida","https://s.glbimg.com/es/sde/f/2022/03/03/70c0680cfe4346861b4db5ebeba1fdbd_FORMATO.png","Santos", 1, 5, 6,21,15,22,51,NA, 7,15, 49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",107109,22, 262,"mei","7", 0.00,10.11, 0.00, 3.74,15, 2.41,  3.06250000,  4.32857143, 60.00000000,  0.00000000,"gomes","Gomes","Gomes","João Victor Gomes da Silva","https://s.glbimg.com/es/sde/f/2022/04/25/292ab6b7a59ffca1fbdc8fa86227fde5_FORMATO.png","Flamengo", 1, 3,37,27, 3, 5,30,NA,NA,NA, 48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245", 73800,22, 262,"zag","5", 0.00, 5.62, 0.00, 1.84, 8, 2.55,NA,NA, 67.00000000,  0.00000000,"rodrigo-caio","Rodrigo Caio","R. Caio","Rodrigo Caio Coquette Russo","https://s.glbimg.com/es/sde/f/2022/04/25/bdac1c0e302bfdde7669d77948814e95_FORMATO.png","Flamengo",NA,NA, 7, 3, 1,NA, 4,NA,NA,NA, 10,NA,NA,NA,NA, 1,NA,NA,NA,NA
"246", 90031,22, 354,"ata","7", 0.70,12.50,-1.37, 6.72,17, 1.43,NA,NA,NA,NA,"mendoza","Mendoza","Mendoza","John Stiven Mendoza Valencia","https://s.glbimg.com/es/sde/f/2022/02/22/348289b85a309419d827269486e667c9_FORMATO.png","Ceará",NA, 4, 8,17,15,16,43,NA, 9, 8, 98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247", 72524,22, 290,"ata","6", 1.30, 4.73, 0.10, 2.74,15, 1.39,  5.57142857,  0.24285714, 41.00000000, 52.00000000,"nicolas","Nicolas","Nicolas","Nicolas Godinho Johann","https://s.glbimg.com/es/sde/f/2022/03/10/28a598dad4f678bae3aec06052037f1c_FORMATO.png","Goiás", 1,NA, 4,18, 3, 8,17,NA, 3, 6, 52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",104754,22, 356,"tec","7", 7.48, 8.83, 0.02, 4.12,21, 6.65,NA,NA,NA,NA,"juan-vojvoda","Juan Vojvoda","J. Vojvoda","Juan Pablo Vojvoda Rizzo","https://s.glbimg.com/es/sde/f/2021/05/04/b1ac9362e20bba2d6dc699906e1420cc_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",110193,22, 262,"mei","6",10.50, 6.60, 0.37, 3.72,18, 8.88,  5.76666667,  0.56666667, 35.00000000, 78.00000000,"lazaro","Lázaro","Lázaro","Lázaro Vinicius Marques","https://s.glbimg.com/es/sde/f/2022/04/25/2dc0aa7a19c39f28a56087c890c73b8f_FORMATO.png","Flamengo", 2, 2,12,15, 7,10,13,NA, 4, 2, 59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250", 99815,22, 266,"mei","7", 1.00, 6.88,-0.35, 4.58,17, 1.29,NA,NA,NA,NA,"arias","Arias","Arias","Jhon Adolfo Arias Andrade","https://s.glbimg.com/es/sde/f/2022/04/20/d97a4c4cc239d983ba72d755e77a671d_FORMATO.png","Fluminense", 4, 4,21,27, 6, 8,24,NA, 4, 1,126,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251", 78435,22, 262,"ata","6", 1.70, 4.92,-0.01, 1.45,11, 1.79,  1.68333333,  1.16000000, 38.00000000, 17.00000000,"vitinho","Vitinho","Vitinho","Victor Vinícius Coelho dos Santos","https://s.glbimg.com/es/sde/f/2022/04/25/5998e5e1d43764fd385233be9e4edef5_FORMATO.png","Flamengo",NA, 1, 8,13, 3, 7, 5, 1,NA,NA, 35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252", 63172,22,1371,"zag","6", 4.90, 4.94, 0.46, 1.87, 8, 4.35,  1.73333333,  1.96000000, 54.00000000, 21.00000000,"paulao","Paulão","Paulão","Paulo Marcos de Jesus Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/23/962044a3dba4ade297a566c4d7f73d40_FORMATO.png","Cuiabá",NA,NA, 3, 2, 1, 1,NA,NA,NA,NA, 20,NA,NA,NA,NA, 3,NA,NA,NA, 1
"253", 89898,22, 264,"ata","7",-1.60,13.02,-1.05, 4.15,19,-0.25,  4.98888889,  3.02000000, 69.00000000, 96.00000000,"roger-guedes","Róger Guedes","R. Guedes","Róger Krug Guedes","https://s.glbimg.com/es/sde/f/2022/04/27/3af9c1a520b0f11a9c40163e925db245_FORMATO.png","Corinthians", 1, 4, 1,10,11,17,29,NA, 6, 7, 89,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254", 68690,22,1371,"ata","6", 9.70, 4.95, 1.54, 2.54,14, 8.12,  2.88750000,  2.06666667, 47.00000000, 64.00000000,"andre","André","André","André Felipe Ribeiro de Souza","https://s.glbimg.com/es/sde/f/2022/02/23/ee02dcfd3fef8bb6cb823ff266baa89a_FORMATO.png","Cuiabá",NA, 2, 7,15,NA, 5,18,NA, 3, 1, 33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255", 38545,22, 266,"zag","6", 0.00, 5.74,-0.62, 1.45,12, 0.52,  0.67142857,  1.82000000, 35.00000000, 50.00000000,"felipe-melo","Felipe Melo","F. Melo","Felipe Melo de Carvalho","https://s.glbimg.com/es/sde/f/2022/02/24/ae51c505f4d9ceba09c22ba954cca2bf_FORMATO.png","Fluminense",NA, 4, 7,11,NA,NA,10,NA,NA,NA, 37,NA,NA,NA,NA, 3,NA,NA,NA,NA
"256", 68920,22, 275,"ata","7",-0.20,11.46,-1.30, 4.70,21, 0.77,  4.41818182,  4.27000000, 65.00000000, 75.00000000,"dudu","Dudu","Dudu","Eduardo Pereira Rodrigues","https://s.glbimg.com/es/sde/f/2022/02/21/f77c90a60a3c8354d3235d1b61be9208_FORMATO.png","Palmeiras", 3, 1,16, 8,12,11,37, 3, 4, 4,143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257", 50879,22, 293,"mei","5", 0.00, 4.03, 0.00, 0.58, 4, 3.85,NA,NA, 33.00000000,  0.00000000,"marlos","Marlos","Marlos","Marlos Romero Bonfim","https://s.glbimg.com/es/sde/f/2022/02/21/5a0a36ab5f18930dc3a619724138d367_FORMATO.png","Athlético-PR",NA,NA, 1,NA, 1,NA, 2,NA,NA,NA, 11,NA,NA,NA,NA,NA,NA,NA,NA,NA
