"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DS","FC","FF","FS","PI","CA","FD","SG","A","I","FT","G","DE","GS","PC","CV","PP","PS","GC","DP"
"369",38632,5,266,"zag","6",0,3,0,0,0,NA,"matheus-ferraz","Matheus Ferraz","M. Ferraz","Matheus Ferraz Pereira","https://s.glbimg.com/es/sde/f/2022/04/20/0cf7c39e0e85080dc2234671994e19d9_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",111690,5,262,"gol","6",0,2,0,0,0,NA,"matheus-cunha","Matheus Cunha","M. Cunha","Matheus Cunha Queiroz","https://s.glbimg.com/es/sde/f/2022/03/04/fe08cea4d131b5eef265a908bb05548b_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",62129,5,266,"mei","6",3.2,3.57,0.16,1.6,2,NA,"wellington","Wellington","Wellington","Wellington Aparecido Martins","https://s.glbimg.com/es/sde/f/2022/04/20/f9f602ab78e260f4c89819ce72f7a39d_FORMATO.png","Fluminense",3,1,NA,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",87009,5,266,"mei","7",3.6,5.08,-0.47,2.5,2,NA,"nathan","Nathan","Nathan","Nathan Allan de Souza","https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png","Fluminense",1,2,4,2,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",87838,5,266,"lat","6",-1.1,4.16,-1.33,2,2,NA,"pineida","Pineida","Pineida","Mario Alberto Pineida Martínez","https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png","Fluminense",NA,4,1,2,16,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",69014,5,266,"zag","6",0,6.48,0,3.17,3,NA,"manoel","Manoel","Manoel","Manoel Messias Silva Carvalho","https://s.glbimg.com/es/sde/f/2022/04/20/2ee72152c5a2da89ec05cb252df58e2b_FORMATO.png","Fluminense",1,4,1,1,8,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",114790,5,262,"zag","6",0,2,0,0,0,NA,"cleiton","Cleiton","Cleiton","Cleiton Santana dos Santos","https://s.glbimg.com/es/sde/f/2022/04/25/7291f9193cdbd0c264bbbf2610f2a5fa_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",80583,5,356,"mei","7",1.2,3.05,0.13,0.57,3,NA,"lucas-lima","Lucas Lima","L. Lima","Lucas Rafael Araújo Lima","https://s.glbimg.com/es/sde/f/2021/08/30/940ccef3e9a32ebab051e4e097fc4ec3_FORMATO.png","Fortaleza",1,2,1,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",84338,5,356,"gol","7",1,2.98,0.03,1.5,4,NA,"max-walef","Max Walef","M. Walef","Max Walef Araújo da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/0784484c9e35ebc5b014f365b5cbb5cc_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,NA,NA,NA,NA,NA,NA
"378",100987,5,266,"mei","6",-1,7.5,-1.99,4.93,4,NA,"nonato","Nonato","Nonato","Gustavo Nonato Santana","https://s.glbimg.com/es/sde/f/2021/07/30/7536d1f5782d6ce621dfd8aa405d0e28_FORMATO.png","Fluminense",9,5,4,9,25,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",50353,5,356,"zag","7",-0.1,4.39,-0.92,1.2,3,NA,"titi","Titi","Titi","Christian Chagas Tarouco","https://s.glbimg.com/es/sde/f/2022/02/25/5050c64ba68bdb4ca40033690ae7c525_FORMATO.png","Fortaleza",5,7,1,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",82628,5,356,"lat","7",0,4.41,0,2.65,2,NA,"tinga","Tinga","Tinga","Guilherme de Jesus da Silva","https://s.glbimg.com/es/sde/f/2022/02/25/5625a3af4c995f2795c36c880eaf1e9d_FORMATO.png","Fortaleza",5,3,NA,5,35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",71571,5,356,"gol","5",0,7,0,0,0,NA,"fernando-miguel","Fernando Miguel","F. Miguel","Fernando Miguel Kaufmann","https://s.glbimg.com/es/sde/f/2022/02/23/66ea94ea2768ebd6a6cb8f102326d669_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",102318,5,266,"ata","6",5,4.13,1.04,2.03,3,NA,"caio-paulista","Caio Paulista","C. Paulista","Caio Fernando de Oliveira","https://s.glbimg.com/es/sde/f/2022/04/20/3ad79908bf278d43f6fb870ec7af5f46_FORMATO.png","Fluminense",NA,1,NA,1,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",88597,5,356,"mei","7",-0.2,2.73,-0.74,-0.17,3,NA,"lucas-crispim","Lucas Crispim","L. Crispim","Lucas de Figueiredo Crispim","https://s.glbimg.com/es/sde/f/2022/02/25/8611f7483561d1d163cd27198e0336b9_FORMATO.png","Fortaleza",1,3,NA,1,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",109573,5,266,"mei","6",0,4.38,0,-0.1,2,NA,"martinelli","Martinelli","Martinelli","Matheus Martinelli Lima","https://s.glbimg.com/es/sde/f/2022/04/20/d62bf91da00804290e9991da9ebe56a2_FORMATO.png","Fluminense",NA,2,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",91733,5,356,"mei","7",1.5,5.26,0.2,1.9,4,NA,"felipe","Felipe","Felipe","Luiz Antonio Ferreira Rodrigues","https://s.glbimg.com/es/sde/f/2022/02/25/a8b962d2aca19bf9d892471bebd26383_FORMATO.png","Fortaleza",9,8,NA,6,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",104666,5,356,"ata","7",1.6,4.17,-0.39,2.67,4,NA,"moises","Moisés","Moisés","Moisés Vieira da Veiga","https://s.glbimg.com/es/sde/f/2022/02/25/d70cbac7a2764d91733f288c09e9f357_FORMATO.png","Fortaleza",4,2,3,2,15,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",37788,5,356,"gol","6",0,4,0,0,0,NA,"marcelo-boeck","Marcelo Boeck","M. Boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2022/02/23/34de12a5651c918b60321caf78ecbfa7_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",84817,5,356,"ata","6",2.1,5.24,0.36,1.75,4,NA,"robson","Robson","Robson","Robson dos Santos Fernandes","https://s.glbimg.com/es/sde/f/2022/02/25/6d625807fa7a6d37492ec7d37c654dc8_FORMATO.png","Fortaleza",2,6,4,8,6,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"389",84523,5,356,"ata","6",0,2.71,0,1.2,2,NA,"romarinho","Romarinho","Romarinho","José Romário Silva de Souza","https://s.glbimg.com/es/sde/f/2022/02/25/e50884279ab1ac610314ad6e57a9060d_FORMATO.png","Fortaleza",2,3,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",110759,5,266,"ata","6",0,4,0,0,0,NA,"john-kennedy","John Kennedy","J. Kennedy","John Kennedy Batista de Souza","https://s.glbimg.com/es/sde/f/2021/08/19/b1b9b8fc3e7ba9cdea447bad10b25ded_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",91772,5,266,"zag","6",0,2.73,0,-0.3,1,NA,"david-duarte","David Duarte","D. Duarte","David de Duarte Macedo","https://s.glbimg.com/es/sde/f/2022/02/24/3f42def61bc6bfaecea6c0330e2b2122_FORMATO.png","Fluminense",1,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",91689,5,356,"mei","7",0,0.8,0,-1.2,2,NA,"matheus-jussa","Matheus Jussa","M. Jussa","Matheus Isaías dos Santos","https://s.glbimg.com/es/sde/f/2022/02/25/de27620175420ac01063981479ba898c_FORMATO.png","Fortaleza",1,4,NA,NA,8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"393",80193,5,286,"ata","5",0,2.32,0,0.45,2,NA,"edinho","Edinho","Edinho","Francisco Edson Moreira da Silva","https://s.glbimg.com/es/sde/f/2022/04/04/7be5a82aee84c2e49f3f8260766fd19d_FORMATO.png","Juventude",NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",70116,5,290,"mei","7",-0.1,2.56,-0.15,0.52,5,NA,"fellipe-bastos","Fellipe Bastos","F. Bastos","Fellipe Ramos Ignez Bastos","https://s.glbimg.com/es/sde/f/2022/03/10/4fc5c3b6693e46bf2e956854bbf5da76_FORMATO.png","Goiás",4,6,1,3,21,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"395",80547,5,356,"ata","6",0,4,0,0,0,NA,"henriquez","Henríquez","Henríquez","Ángelo José Henríquez Iturra","https://s.glbimg.com/es/sde/f/2022/02/25/66317dbf0dc1186827189e1136ff4d63_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",94968,5,356,"lat","6",7.8,5.21,1.85,2.63,3,NA,"juninho-capixaba","Juninho Capixaba","J. Capixaba","Luis Antônio da Rocha Júnior","https://s.glbimg.com/es/sde/f/2022/02/25/404f0a454cb039f59334f747add17f5e_FORMATO.png","Fortaleza",5,6,NA,7,38,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",98225,5,290,"ata","7",0.5,7.36,-0.19,4.98,4,NA,"pedro-raul","Pedro Raul","P. Raul","Pedro Raul Garay da Silva","https://s.glbimg.com/es/sde/f/2022/03/10/5215be2746c5556d28458274ecbe4b16_FORMATO.png","Goiás",2,9,NA,5,15,2,2,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"398",87929,5,356,"mei","6",0,4.02,0,0.87,3,NA,"matheus-vargas","Matheus Vargas","M. Vargas","Matheus de Vargas","https://s.glbimg.com/es/sde/f/2022/02/25/3a58ec3c5319ac4e86e915da024b3fb4_FORMATO.png","Fortaleza",2,4,4,3,22,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",51042,5,290,"mei","7",2.1,6.44,-0.49,4.08,5,NA,"apodi","Apodi","Apodi","Luiz Diallison de Souza Alves","https://s.glbimg.com/es/sde/f/2022/03/02/2c74555af9089b55a230b00443763cf4_FORMATO.jpeg","Goiás",6,8,NA,6,15,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"400",73347,5,290,"mei","7",7.6,8.48,0.3,7.58,4,NA,"elvis","Elvis","Elvis","Elvis Vieira Araújo","https://s.glbimg.com/es/sde/f/2022/03/10/921e45ca3c1a59af28403b7d2cb8cc5e_FORMATO.png","Goiás",3,2,NA,5,44,1,1,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"401",114138,5,356,"ata","6",-0.5,2.24,-0.24,0.1,4,NA,"depietri","Depietri","Depietri","Valentín Depietri","https://s.glbimg.com/es/sde/f/2022/02/24/8b54d582e43cf79302c2577ad53d6e26_FORMATO.png","Fortaleza",1,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",103575,5,290,"zag","7",3.4,4.14,0.73,1.5,2,NA,"caetano","Caetano","Caetano","João Victor Andrade Caetano","https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png","Goiás",NA,1,NA,NA,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",97768,5,290,"zag","7",5.8,4.57,1.46,2.24,5,NA,"reynaldo","Reynaldo","Reynaldo","Reynaldo César Moraes","https://s.glbimg.com/es/sde/f/2022/05/03/de1fca34e51b21b4624ba9bfd83a4b51_FORMATO.png","Goiás",6,6,1,2,12,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",82730,5,290,"gol","6",0,4,0,0,0,NA,"marcelo-rangel","Marcelo Rangel","M. Rangel","Marcelo Rangel da Rosa","https://s.glbimg.com/es/sde/f/2022/03/10/abd077c51bd538d3a6f8863cb5aaf035_FORMATO.jpeg","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",100969,5,356,"mei","6",0,4,0,0,0,NA,"ronald","Ronald","Ronald","Ronald dos Santos Lopes","https://s.glbimg.com/es/sde/f/2022/02/25/a4d2e8db4c710fb2f2540ef8887642bb_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",91712,5,290,"gol","6",0,1.13,0,-1,0,NA,"matheus-alves","Matheus Alves","M. Alves","Matheus Alves da Silva Cardoso","https://s.glbimg.com/es/sde/f/2022/03/10/7b5fb8d2f7c818d7caf7871a8119aa2d_FORMATO.png","Goiás",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",68917,5,290,"ata","5",0,5,0,0,0,NA,"vinicius","Vinicius","Vinicius","Vinicius Santos Silva","https://s.glbimg.com/es/sde/f/2022/03/10/4b5dcfbcabc53f525f565f57f8050ed7_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",77570,5,290,"mei","6",-0.2,1.26,-0.37,-0.2,3,NA,"auremir","Auremir","Auremir","Auremir Evangelista dos Santos","https://s.glbimg.com/es/sde/f/2022/03/10/fa84d067860cd66ce61c09be22c58e48_FORMATO.png","Goiás",NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",72951,5,285,"zag","7",0,8.31,0,5.25,4,NA,"mercado","Mercado","Mercado","Gabriel Iván Mercado","https://s.glbimg.com/es/sde/f/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png","Internacional",11,3,NA,3,8,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",110303,5,356,"ata","6",0,3,0,0,0,NA,"igor-torres","Igor Torres","I. Torres","Igor Torres da Silva","https://s.glbimg.com/es/sde/f/2022/02/25/592c6fbd0b930f3b97d777c5fd852cfc_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",91929,5,290,"zag","6",0,3,0,0,0,NA,"everson","Everson","Everson","Everson Bispo Pereira","https://s.glbimg.com/es/sde/f/2022/03/10/9a2f8ef8baac13e66233efd7b0cdec11_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",107263,5,290,"ata","6",0,2,0,0,0,NA,"indio","Índio","Índio","Eduardo Figueiredo da Cruz","https://s.glbimg.com/es/sde/f/2022/03/10/a6633ada3323491df8e823750266cc83_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",101601,5,290,"mei","6",0,2.67,0,0.95,2,NA,"caio","Caio","Caio","Caio Vinicius da Conceição","https://s.glbimg.com/es/sde/f/2022/03/10/a34434b7c2c45f0720de34fdeaf8fca5_FORMATO.png","Goiás",3,6,1,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",63354,5,285,"zag","5",0,7.11,0,5.63,3,NA,"rodrigo-moledo","Rodrigo Moledo","R. Moledo","Rodrigo Modesto da Silva Moledo","https://s.glbimg.com/es/sde/f/2022/04/02/a672a123ec8d7b626a7c7aad1211dc94_FORMATO.png","Internacional",3,2,2,3,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",78865,5,285,"mei","7",5.9,4.87,1.13,2.23,3,NA,"rodrigo-dourado","Rodrigo Dourado","R. Dourado","Rodrigo Dourado Cunha","https://s.glbimg.com/es/sde/f/2022/04/02/147aa17c3111d8eefb2db4a13530ab8d_FORMATO.png","Internacional",7,3,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",107908,5,290,"lat","7",0,2.64,0,0.7,3,NA,"hugo","Hugo","Hugo","Hugo Ferreira de Farias","https://s.glbimg.com/es/sde/f/2022/03/10/121d7e4dfd7120daf27329b4d1e02005_FORMATO.png","Goiás",4,NA,NA,1,31,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",107259,5,290,"mei","3",-2.4,1.76,-1,-0.05,2,NA,"henrique-lordelo","Henrique Lordelo","H. Lordelo","Henrique Lordelo Souza de Oliveira","https://s.glbimg.com/es/sde/f/2022/03/10/651627e528e2f1f7054ea3eda1e6c660_FORMATO.png","Goiás",4,7,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"418",102565,5,290,"mei","6",0,4,0,0,0,NA,"miguel-figueira","Miguel Figueira","M. Figueira","Miguel Ferreira Damasceno","https://s.glbimg.com/es/sde/f/2022/03/10/091756669981fb60d8c35b9e12479795_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",101027,5,290,"mei","7",4.2,5.96,0.67,2.7,5,NA,"diego","Diego","Diego","Jackson Diego Ibrahim Fagundes","https://s.glbimg.com/es/sde/f/2022/03/10/fb1b4d53c6475f4e02123bf33a52a0c2_FORMATO.png","Goiás",12,5,NA,7,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",96678,5,285,"lat","7",3.1,8.47,0.07,4.58,5,NA,"bustos","Bustos","Bustos","Fabricio Tomás Bustos Sein","https://s.glbimg.com/es/sde/f/2022/04/02/931e44ec05fa6257ecdf5e8973318115_FORMATO.png","Internacional",10,2,NA,3,62,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",106076,5,290,"mei","6",0,3,0,0,0,NA,"daniel-de-pauli","Daniel de Pauli","D. Pauli","Daniel de Pauli Oliveira","https://s.glbimg.com/es/sde/f/2022/03/10/784ef6e4a568cca23887b6a1416de101_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",93834,5,285,"gol","6",0,1.98,0,-1,0,NA,"keiller","Keiller","Keiller","Keiller da Silva Nunes","https://s.glbimg.com/es/sde/f/2022/02/22/d956425748ab5bc7726c1e8337593d78_FORMATO.png","Internacional",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",103684,5,285,"zag","5",0,4.03,0,3.1,1,NA,"kaique-rocha","Kaíque Rocha","K. Rocha","Kaíque Rocha Lima","https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png","Internacional",3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",103700,5,285,"zag","6",-0.3,3.49,-1.1,1.93,4,NA,"bruno-mendez","Bruno Méndez","B. Méndez","Bruno Méndez Cittadini","https://s.glbimg.com/es/sde/f/2022/04/02/73cb329583e38958858211f3a7eb8ecd_FORMATO.png","Internacional",3,2,1,NA,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",115867,5,290,"lat","6",0,2,0,0,0,NA,"gabriel-ruggeri","Gabriel Ruggeri","G. Ruggeri","Gabriel Ruggeri Silva","https://s.glbimg.com/es/sde/f/2022/03/10/46af53a0646102ee53d5d4a76af63dfb_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",78605,5,285,"mei","6",1.2,4.25,-0.42,2.36,5,NA,"gabriel","Gabriel","Gabriel","Gabriel Girotto Franco","https://s.glbimg.com/es/sde/f/2022/04/02/f20a9f6c8c6edb72777759bc796aaa64_FORMATO.png","Internacional",12,12,1,6,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",97339,5,285,"ata","6",0,3.37,0,1.13,3,NA,"wesley-moraes","Wesley Moraes","W. Moraes","Wesley Moraes Ferreira da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/e22fc4b6b55040f6a411b8f8864fa534_FORMATO.png","Internacional",NA,2,1,4,10,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",63013,5,275,"lat","7",0.4,6.52,-1.17,3.55,4,NA,"marcos-rocha","Marcos Rocha","M. Rocha","Marcos Luis Rocha Aquino","https://s.glbimg.com/es/sde/f/2022/02/21/b5c3422a508001c1776995c43b20fdff_FORMATO.png","Palmeiras",11,5,NA,4,35,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",86841,5,285,"mei","6",0,4.91,0,2.3,3,NA,"boschilia","Boschilia","Boschilia","Gabriel Boschilia","https://s.glbimg.com/es/sde/f/2022/04/02/c206be82adb058c6ba1e3bc51d58712d_FORMATO.png","Internacional",2,3,1,2,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",82455,5,275,"mei","7",8.3,14.31,-0.27,9.1,4,NA,"ze-rafael","Zé Rafael","Z. Rafael","José Rafael Vivian","https://s.glbimg.com/es/sde/f/2022/02/21/a9bb4a6cb2ff8e2f533bf41f37dd93dc_FORMATO.png","Palmeiras",13,5,4,10,9,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"431",85083,5,275,"gol","6",0,4,0,0,0,NA,"vinicius-silvestre","Vinicius Silvestre","V. Silvestre","Vinicius Silvestre da Costa","https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",108712,5,285,"ata","6",0,2,0,0,0,NA,"gustavo-maia","Gustavo Maia","G. Maia","Gustavo Maia da Silva","https://s.glbimg.com/es/sde/f/2022/04/02/339994547fbada1232b54167a62f60c3_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",100761,5,285,"mei","6",0,5.42,0,2.2,1,NA,"liziero","Liziero","Liziero","Igor Matheus Liziero Pereira ","https://s.glbimg.com/es/sde/f/2022/04/02/68d5b0b8c93444cf3f88161d109fe461_FORMATO.png","Internacional",3,3,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",107741,5,285,"lat","6",0,3,0,0,0,NA,"mazetti","Mazetti","Mazetti","Lucas Henrique Mazetti","https://s.glbimg.com/es/sde/f/2022/04/02/66e2cc2d91eb5e3405681b6b815e35e8_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",113477,5,290,"mei","6",0,3,0,0,0,NA,"albano","Albano","Albano","Albano Sehn Neto","https://s.glbimg.com/es/sde/f/2022/03/10/c959ed67cf005ec11cd99723ebc7d433_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",88065,5,275,"lat","7",1.2,0.72,-0.4,-1.55,2,NA,"jorge","Jorge","Jorge","Jorge Marco de Oliveira Moraes","https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png","Palmeiras",1,1,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"437",68872,5,275,"gol","6",0,8,0,0,0,NA,"marcelo-lomba","Marcelo Lomba","M. Lomba","Marcelo Lomba do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/21/bd515cd514deb5197bb2faa8a721c8f7_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",97653,5,275,"zag","7",1,6.58,-0.87,3.35,4,NA,"murilo","Murilo","Murilo","Murilo Cerqueira Paim","https://s.glbimg.com/es/sde/f/2022/02/21/934e2aaafb55c35f6f83b91333b4f5b8_FORMATO.png","Palmeiras",5,2,3,NA,6,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",96754,5,275,"mei","6",0,2.34,0,0.3,3,NA,"atuesta","Atuesta ","Atuesta ","Eduard Andrés Atuesta Velasco","https://s.glbimg.com/es/sde/f/2022/02/21/840f0d507e448cff241ff4ed4c7f9b31_FORMATO.png","Palmeiras",2,2,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",105647,5,285,"mei","6",-1,4.41,-1.09,2.55,4,NA,"mauricio","Maurício","Maurício","Maurício Magalhães Prado","https://s.glbimg.com/es/sde/f/2021/05/02/9b1360971d21b29ea6d3fcc3806ad12e_FORMATO.png","Internacional",5,2,3,4,28,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",81150,5,275,"lat","6",0.5,4.78,-0.75,2.17,3,NA,"mayke","Mayke","Mayke","Mayke Rocha de Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/7d200ca2902c8ec5643bc8975b770faf_FORMATO.png","Palmeiras",2,1,NA,1,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",98619,5,275,"zag","6",0,4.37,0,5,1,NA,"kuscevic","Kuscevic","Kuscevic","Benjamín Kuscevic Jaramillo","https://s.glbimg.com/es/sde/f/2022/02/21/5e5dc615bd88e2dcf4171cb2082f612d_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
