"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DS","FC","FF","FS","PI","CA","FD","SG","A","I","FT","G","DE","GS","PC","CV","PP","PS","GC","DP"
"1",91573,5,276,"zag","7",3.2,6,0.32,1.83,3,NA,"arboleda","Arboleda","Arboleda","Robert Abel Arboleda Escobar","https://s.glbimg.com/es/sde/f/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png","São Paulo",5,3,1,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",97341,5,276,"tec","7",3.38,11.63,0.01,4.55,5,NA,"rogerio-ceni","Rogério Ceni","R. Ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",70666,5,1371,"zag","7",5.8,7.83,0.94,5.45,4,NA,"marllon","Marllon","Marllon","Marllon Gonçalves Jerônimo Borges","https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png","Cuiabá",9,3,3,1,12,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",100084,5,276,"mei","7",4.6,7.2,0.89,3.28,5,NA,"igor-gomes","Igor Gomes","I. Gomes","Igor Silveira Gomes","https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png","São Paulo",10,8,1,6,33,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",106824,5,276,"lat","7",1.2,10.19,-0.54,4.5,5,NA,"welington","Welington ","Welington ","Welington Damascena Santos","https://s.glbimg.com/es/sde/f/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png","São Paulo",7,4,1,4,37,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",107172,5,263,"mei","7",0,7.26,0,4.23,4,NA,"patrick-de-paula","Patrick de Paula","P. Paula","Patrick de Paula Carreiro","https://s.glbimg.com/es/sde/f/2022/04/05/8c35d4213e4e54056fa8d79421ac1e23_FORMATO.png","Botafogo",8,3,3,7,31,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",101728,5,276,"zag","3",0.6,6.71,-0.37,1.94,5,NA,"diego","Diego","Diego","Diego Henrique Costa Barbosa","https://s.glbimg.com/es/sde/f/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png","São Paulo",9,9,2,1,25,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",62977,5,266,"mei","6",-0.4,6.87,-2.27,5.28,4,NA,"ganso","Ganso","Ganso","Paulo Henrique Chagas de Lima","https://s.glbimg.com/es/sde/f/2022/04/20/509250387f7c9402d22e9aa33a52de97_FORMATO.png","Fluminense",4,2,NA,5,18,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"9",107645,5,277,"tec","7",6.4,10.44,1.07,5.4,5,NA,"fabian-bustos","Fabián Bustos","F. Bustos","Fabián Daniel Bustos","https://s.glbimg.com/es/sde/f/2022/03/03/a96235f2bb25a5f65aae085d91ee43d4_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",96725,5,263,"lat","7",3,6.93,0.17,3.54,5,NA,"saravia","Saravia","Saravia","Renzo Saravia","https://s.glbimg.com/es/sde/f/2022/03/15/fe7e3baf028e564db9023bc25ef5ec34_FORMATO.png","Botafogo",12,9,2,11,41,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",97520,5,373,"mei","7",1.1,3.69,-0.19,1.12,5,NA,"shaylon","Shaylon","Shaylon","Shaylon Kallyson Cardoso","https://s.glbimg.com/es/sde/f/2022/03/03/613cc4607b07db0edb4d019f37550ecc_FORMATO.png","Atlético-GO",2,1,6,1,29,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",83257,5,262,"ata","7",2.5,10.45,-0.53,3,4,NA,"gabriel","Gabriel","Gabriel","Gabriel Barbosa Almeida","https://s.glbimg.com/es/sde/f/2022/04/25/8ce4db9e01696fbbc278bb084f675352_FORMATO.png","Flamengo",NA,NA,4,3,16,1,2,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"13",106681,5,373,"ata","7",-0.9,6.15,-1.74,3.56,5,NA,"leo-pereira","Léo Pereira","L. Pereira","Leonardo Augusto dos Santos Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/b6e2734629454f1ee92d354283343741_FORMATO.png","Atlético-GO",11,10,1,7,25,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",101960,5,293,"ata","7",5.5,4.95,0.98,2.38,5,NA,"vitinho","Vitinho","Vitinho","Vitor Hugo Naum dos Santos","https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png","Athlético-PR",6,5,2,6,21,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",110506,5,275,"tec","7",3.93,10.73,-0.78,5.5,4,NA,"abel-ferreira","Abel Ferreira","A. Ferreira","Abel Fernando Moreira Ferreira","https://s.glbimg.com/es/sde/f/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",102130,5,275,"lat","5",3,6.5,-0.56,5.3,3,NA,"piquerez","Piquerez","Piquerez","Joaquín Piquerez Moreira","https://s.glbimg.com/es/sde/f/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png","Palmeiras",9,NA,1,4,27,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",37424,5,1371,"tec","7",3.09,7.42,0.05,4.08,5,NA,"pintado","Pintado","Pintado","Luiz Carlos de Oliveira Preto","https://s.glbimg.com/es/sde/f/2019/10/22/4dc47f9ac81a1f2c7dfe2868232f8d29_FORMATO.png","Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",96468,5,285,"gol","7",4,7.56,-0.22,4.4,5,NA,"daniel","Daniel","Daniel","Daniel de Sousa Brito","https://s.glbimg.com/es/sde/f/2022/04/02/9ce578918b5a7d98112629368b0a657d_FORMATO.png","Internacional",NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,17,4,NA,NA,NA,NA,NA,NA
"19",39148,5,282,"ata","7",4.4,20.59,-0.47,8.85,4,NA,"hulk","Hulk","Hulk","Givanildo Vieira de Souza","https://s.glbimg.com/es/sde/f/2021/04/23/d9ed7fa34aa12e4ce8768c9c2a2b4560_FORMATO.png","Atlético-MG",NA,3,4,9,24,3,2,NA,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"20",94509,5,275,"mei","7",3.9,16.92,-1.84,7.7,4,NA,"raphael-veiga","Raphael Veiga","R. Veiga","Raphael Cavalcante Veiga","https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png","Palmeiras",8,6,5,10,33,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",42234,5,264,"gol","7",9.2,12.42,0.73,8.3,4,NA,"cassio","Cássio","Cássio","Cássio Roberto Ramos","https://s.glbimg.com/es/sde/f/2022/04/27/cea7970cc55ced32c922d0eb160757ad_FORMATO.png","Corinthians",1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,18,1,NA,NA,NA,NA,NA,NA
"22",93882,5,280,"gol","7",-1,9.79,-1.64,5.4,5,NA,"cleiton","Cleiton","Cleiton","Cleiton Schwengber","https://s.glbimg.com/es/sde/f/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png","Bragantino",NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,22,4,NA,NA,NA,NA,NA,NA
"23",88916,5,373,"gol","6",0,5.03,0,2.25,2,NA,"luan-polli","Luan Polli","L. Polli","Luan Polli Gomes","https://s.glbimg.com/es/sde/f/2022/03/03/2e38d3f9f2daa6056eed8d12909a007a_FORMATO.png","Atlético-GO",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,9,5,NA,NA,NA,NA,NA,NA
"24",37656,5,266,"gol","7",3,10.11,0.14,4,5,NA,"fabio","Fábio","Fábio","Fábio Deivson Lopes Maciel","https://s.glbimg.com/es/sde/f/2022/04/20/aeae67450f0c19a81c7d356b86382594_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,15,5,NA,NA,NA,NA,NA,NA
"25",74061,5,263,"gol","7",13,7.93,2.9,5.67,3,NA,"gatito-fernandez","Gatito Fernández","G. Fernández","Roberto Junior Fernández Torres","https://s.glbimg.com/es/sde/f/2022/02/21/26f8f1373737a7203417427043ada896_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,16,4,NA,NA,NA,NA,NA,NA
"26",85004,5,266,"gol","6",0,7,0,0,0,NA,"marcos-felipe","Marcos Felipe","M. Felipe","Marcos Felipe de Freitas Monteiro","https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",85425,5,277,"gol","7",1,14.01,-0.35,4.8,5,NA,"joao-paulo","João Paulo","J. Paulo","João Paulo Silva Martins","https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,18,4,NA,NA,NA,NA,NA,NA
"28",90444,5,285,"lat","6",0,7,0,0,0,NA,"moises","Moisés","Moisés","Moisés Roberto Barbosa","https://s.glbimg.com/es/sde/f/2022/04/02/bc9c2d703de12aa0ab9a2ebf1a477872_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",68808,5,354,"lat","7",0,4.69,-0.16,0.5,4,NA,"nino-paraiba","Nino Paraíba","N. Paraíba","Severino do Ramo Clementino da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/7fc46375115ce0f0e27a2498bc10c3a2_FORMATO.png","Ceará",3,2,NA,6,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",82453,5,290,"gol","7",12.5,6.98,2.78,3.6,5,NA,"tadeu","Tadeu","Tadeu","Tadeu Antônio Ferreira","https://s.glbimg.com/es/sde/f/2022/03/10/f9b7377addfcfa29bfa11ee96aecbdc5_FORMATO.png","Goiás",NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,21,9,NA,NA,NA,NA,NA,NA
"31",38144,5,276,"lat","7",0.2,8.37,-0.2,2.42,5,NA,"rafinha","Rafinha","Rafinha","Márcio Rafael Ferreira de Souza","https://s.glbimg.com/es/sde/f/2022/03/01/de7df71bb9091a8547f8d8bd0212b549_FORMATO.png","São Paulo",7,11,NA,5,35,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",71684,5,275,"zag","7",-0.8,14.36,-2.81,6.78,4,NA,"gustavo-gomez","Gustavo Gómez","G. Gómez","Gustavo Raúl Gómez Portillo","https://s.glbimg.com/es/sde/f/2022/02/21/f210b8623194d0722dd0d76585950fb1_FORMATO.png","Palmeiras",4,1,4,3,21,2,1,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"33",69012,5,262,"gol","5",0,11,0,0,0,NA,"santos","Santos","Santos","Aderbar Melo dos Santos Neto","https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",71631,5,275,"gol","7",0,9.85,-1.54,3.25,4,NA,"weverton","Weverton","Weverton","Weverton Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,13,5,NA,NA,NA,NA,NA,NA
"35",89226,5,327,"zag","7",8.5,9.81,1.31,7.23,4,NA,"iago-maidana","Iago Maidana","I. Maidana","Iago Justen Maidana Martins","https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png","América-MG",3,7,1,NA,14,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"36",88423,5,280,"lat","7",0,9.07,0,4.9,3,NA,"aderlan","Aderlan","Aderlan","Aderlan de Lima Silva","https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png","Bragantino",7,5,2,1,23,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",90061,5,354,"lat","7",-0.3,7.57,-0.81,2.7,4,NA,"bruno-pacheco","Bruno Pacheco","B. Pacheco","Bruno de Jesus Pacheco","https://s.glbimg.com/es/sde/f/2022/02/22/557432fa07207d8e3aa6630ee0483cf0_FORMATO.png","Ceará",10,3,1,8,43,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",104250,5,264,"zag","6",6.1,6.96,0.87,4.12,5,NA,"joao-victor","João Victor","J. Victor","João Victor da Silva Marcelino","https://s.glbimg.com/es/sde/f/2022/04/27/f3e5573d52686895a481f6eb2b0189bb_FORMATO.png","Corinthians",6,6,NA,5,13,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",90285,5,262,"ata","7",9.6,16.69,-1.28,10.4,2,NA,"bruno-henrique","Bruno Henrique","B. Henrique","Bruno Henrique Pinto","https://s.glbimg.com/es/sde/f/2022/04/25/b3a232f9392817871f70ab3b32069e30_FORMATO.png","Flamengo",6,1,2,2,12,NA,4,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"40",87228,5,282,"lat","7",0,13.16,0,4.37,4,NA,"guilherme-arana","Guilherme Arana","G. Arana","Guilherme Antonio Arana Lopes","https://s.glbimg.com/es/sde/f/2021/05/02/282a160d63e94aaad12311a7c3bbf3f0_FORMATO.png","Atlético-MG",4,6,3,5,26,3,1,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"41",42500,5,264,"lat","5",0,12,0,0,0,NA,"fagner","Fagner","Fagner","Fagner Conserva Lemos","https://s.glbimg.com/es/sde/f/2022/04/27/95fc5f697734bd603edc509a2d4bba7c_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",101708,5,277,"lat","2",0,5.12,0,0.7,1,NA,"felipe-jonatan","Felipe Jonatan","F. Jonatan","Felipe Jonatan Rocha Andrade","https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png","Santos",NA,NA,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",104257,5,1371,"lat","7",0,6.27,0,2.97,4,NA,"joao-lucas","João Lucas","J. Lucas","João Lucas de Almeida Carvalho","https://s.glbimg.com/es/sde/f/2022/02/23/9aab91f181711232b92dd27558ae246d_FORMATO.png","Cuiabá",7,7,NA,7,39,3,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"44",72372,5,286,"gol","6",0,7,0,0,0,NA,"felipe-alves","Felipe Alves","F. Alves","Felipe Alves Raymundo","https://s.glbimg.com/es/sde/f/2022/03/03/4d0134ca36fbe16f9ac38c3ba359e6ac_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",89898,5,264,"ata","7",0.3,16.06,-0.82,6.72,5,NA,"roger-guedes","Róger Guedes","R. Guedes","Róger Krug Guedes","https://s.glbimg.com/es/sde/f/2022/04/27/3af9c1a520b0f11a9c40163e925db245_FORMATO.png","Corinthians",NA,NA,2,8,22,NA,1,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"46",71071,5,282,"tec","7",4.58,12.08,0.23,5.58,5,NA,"antonio-mohamed","Antonio Mohamed","A. Mohamed","Ricardo Antonio Mohamed Matijevich","https://s.glbimg.com/es/sde/f/2022/03/08/9f29bd3b01ad7f8b22ead88e86930382_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",53148,5,280,"ata","7",3,8.55,-0.62,4.66,5,NA,"ytalo","Ytalo","Ytalo","Ytalo José Oliveira dos Santos","https://s.glbimg.com/es/sde/f/2022/05/05/c2e17a280e19cf13328cce44f755ed84_FORMATO.png","Bragantino",2,NA,1,1,6,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"48",86864,5,327,"lat","5",0,3.17,0,-4.2,1,NA,"marlon","Marlon ","Marlon ","Marlon Matheus Lopes do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png","América-MG",NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"49",89284,5,262,"tec","7",4.81,9.4,0.22,4.82,4,NA,"paulo-sousa","Paulo Sousa","P. Sousa","Paulo Manuel Carvalho Sousa","https://s.glbimg.com/es/sde/f/2021/12/29/c720dfbf4b03311b98345900861f7158_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",98484,5,263,"zag","7",7.6,3.8,1.71,1.73,4,NA,"kanu","Kanu","Kanu","Victor Hugo Soares dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/b1d2b6ae7d7c80be4768237f4820792b_FORMATO.png","Botafogo",3,2,2,NA,17,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",95638,5,356,"zag","7",1.9,6.29,0.04,2.53,3,NA,"marcelo-benevenuto","Marcelo Benevenuto","M. Benevenuto","Marcelo da Conceição Benevenuto Malaquias","https://s.glbimg.com/es/sde/f/2022/02/25/aca760bc951756f3a3788376d3e31a69_FORMATO.png","Fortaleza",7,4,1,4,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",73384,5,266,"lat","7",2.7,5.77,0.14,2.6,2,NA,"samuel-xavier","Samuel Xavier","S. Xavier","Samuel Xavier Brito","https://s.glbimg.com/es/sde/f/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png","Fluminense",4,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",104754,5,356,"tec","7",2.71,6.49,0.17,2.45,4,NA,"juan-vojvoda","Juan Vojvoda","J. Vojvoda","Juan Pablo Vojvoda Rizzo","https://s.glbimg.com/es/sde/f/2021/05/04/b1ac9362e20bba2d6dc699906e1420cc_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",97867,5,280,"zag","7",0,12.77,0,7.83,3,NA,"leo-ortiz","Léo Ortiz","L. Ortiz","Leonardo Rech Ortiz","https://s.glbimg.com/es/sde/f/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png","Bragantino",5,2,1,1,12,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"55",69102,5,282,"ata","5",0,9.07,0,4.7,4,NA,"vargas","Vargas","Vargas","Eduardo Jesús Vargas Rojas","https://s.glbimg.com/es/sde/f/2021/04/23/d29b68b56d66316606b2224987ab6846_FORMATO.png","Atlético-MG",3,3,5,3,9,NA,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"56",90768,5,262,"zag","6",0,7,0,0,0,NA,"fabricio-bruno","Fabrício Bruno","F. Bruno","Fabrício Bruno Soares de Faria","https://s.glbimg.com/es/sde/f/2022/04/25/06fca89445e5f7bb29a42734c5fbb2e0_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",82792,5,280,"tec","7",1.87,10.74,-0.65,5.12,5,NA,"mauricio-barbieri","Maurício Barbieri","M. Barbieri","Maurício Nogueira Barbieri","https://s.glbimg.com/es/sde/f/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",87863,5,262,"mei","7",6.8,19.12,-0.36,9.78,4,NA,"arrascaeta","Arrascaeta","Arrascaeta","Giorgian Daniel de Arrascaeta Benedetti","https://s.glbimg.com/es/sde/f/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png","Flamengo",12,3,5,14,48,NA,3,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"59",91708,5,266,"zag","7",0.5,12.88,-0.68,4.94,5,NA,"nino","Nino","Nino","Marcílio Florêncio Mota Filho","https://s.glbimg.com/es/sde/f/2021/08/19/015b905d655d90af1c6161f318175dee_FORMATO.png","Fluminense",8,4,2,12,15,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",95794,5,282,"zag","7",0,9.66,0,4.87,3,NA,"nathan-silva","Nathan Silva","N. Silva","Nathanael Ananias da Silva","https://s.glbimg.com/es/sde/f/2021/07/09/f485b236f55b942d9ffa6588b0d47e8f_FORMATO.png","Atlético-MG",6,6,2,2,4,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",89274,5,262,"mei","2",-0.6,4.76,-0.83,1.07,4,NA,"andreas-pereira","Andreas Pereira","A. Pereira","Andreas Hugo Hoelgebaum Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/40c59abb9f6c36d4b05b496f4b0db755_FORMATO.png","Flamengo",3,5,4,2,22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",85931,5,280,"mei","7",0,7.68,0,3.93,3,NA,"hyoran","Hyoran","Hyoran","Hyoran Kaue Dalmoro","https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png","Bragantino",4,4,3,2,16,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",68833,5,277,"mei","2",0.2,4.3,-0.19,-0.05,4,NA,"ricardo-goulart","Ricardo Goulart","R. Goulart","Ricardo Goulart Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/38ae8bd547bcc5a21f9bb3eaaa1d60c2_FORMATO.png","Santos",2,4,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",89840,5,276,"ata","7",0.8,25.75,-1.89,10.26,5,NA,"calleri","Calleri","Calleri","Jonathan Calleri","https://s.glbimg.com/es/sde/f/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png","São Paulo",3,10,5,12,22,NA,3,NA,NA,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"65",91607,5,275,"ata","7",2.9,9.47,-0.66,5.3,4,NA,"rony","Rony","Rony","Ronielson da Silva Barbosa","https://s.glbimg.com/es/sde/f/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png","Palmeiras",1,8,6,4,12,NA,1,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"66",38398,5,264,"mei","7",11.1,7.97,2.61,2.95,4,NA,"renato-augusto","Renato Augusto","R. Augusto","Renato Soares de Oliveira Augusto","https://s.glbimg.com/es/sde/f/2021/08/06/35684e60fd3427c98c6ffec1cb51d7d5_FORMATO.png","Corinthians",3,1,1,1,20,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"67",63289,5,285,"mei","7",1.9,11.2,-0.6,4.6,4,NA,"edenilson","Edenílson","Edenílson","Edenílson Andrade dos Santos","https://s.glbimg.com/es/sde/f/2022/04/02/97f5d4131e53423d654abddad3cbc9ee_FORMATO.png","Internacional",7,6,5,7,21,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",87999,5,275,"mei","6",6.8,8.05,0.52,4.07,3,NA,"gustavo-scarpa","Gustavo Scarpa","G. Scarpa","Gustavo Henrique Furtado Scarpa","https://s.glbimg.com/es/sde/f/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png","Palmeiras",2,2,2,3,25,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",90309,5,285,"ata","7",2.2,5.04,0.28,0.27,3,NA,"david","David","David","David Correa da Fonseca","https://s.glbimg.com/es/sde/f/2022/02/22/2bd5fca2e1d0dc67b0755602e00a7e66_FORMATO.png","Internacional",NA,4,NA,2,10,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",93790,5,373,"mei","7",4.3,7.25,0.26,5.08,5,NA,"marlon-freitas","Marlon Freitas","M. Freitas","Marlon Rodrigues Freitas","https://s.glbimg.com/es/sde/f/2022/03/03/85a5271ee9f81358e6e4009139db31e5_FORMATO.png","Atlético-GO",16,3,2,NA,38,1,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"71",68920,5,275,"ata","7",10.4,12.59,0.69,6.3,4,NA,"dudu","Dudu","Dudu","Eduardo Pereira Rodrigues","https://s.glbimg.com/es/sde/f/2022/02/21/f77c90a60a3c8354d3235d1b61be9208_FORMATO.png","Palmeiras",2,2,3,6,32,NA,2,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"72",80692,5,275,"zag","6",0,8,0,0,0,NA,"luan","Luan","Luan","Luan Garcia Teixeira","https://s.glbimg.com/es/sde/f/2022/02/21/c6c7b2c98c560509a3d86811257b9a72_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",80196,5,356,"mei","7",9.6,10.28,1.97,6.03,3,NA,"yago-pikachu","Yago Pikachu","Y. Pikachu","Glaybson Yago Souza Lisboa","https://s.glbimg.com/es/sde/f/2022/02/25/7edada6b72e8fcbde3456ae981abd02f_FORMATO.png","Fortaleza",3,3,2,6,31,1,NA,NA,NA,1,1,2,NA,NA,NA,NA,1,NA,NA,NA
