,atletas.foto,atletas.clube.id.full.name,atletas.media_num,atletas.apelido,atletas.pontos_num,atletas.apelido_abreviado,atletas.atleta_id,atletas.posicao_id,atletas.preco_num,atletas.status_id,atletas.variacao_num,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.clube_id,atletas.nome,atletas.slug,atletas.rodada_id,CA,DE,DS,FS,GS,SG,A,CV,FC,FD,FF,FT,G,I,PI,PP,PS,DP,PC,GC
191,https://s.sde.globo.com/media/person_role/2022/02/23/0784484c9e35ebc5b014f365b5cbb5cc_FORMATO.png,Fortaleza,1.4,Max Walef,0.0,M. Walef,84338,1,2.88,6,0.0,5,,356,Max Walef Araújo da Silva,max-walef,36,,13.0,,,6.0,,,,,,,,,,,,,,,
192,https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png,Corinthians,3.26,Bruno Melo,0.0,B. Melo,84339,2,4.89,7,0.0,5,,264,Bruno Ferreira Melo,bruno-melo,36,1.0,,2.0,3.0,,3.0,,,6.0,1.0,2.0,,,2.0,24.0,,,,,
193,https://s.glbimg.com/es/sde/f/2022/04/05/07d7f2dc608c0833bf6c29c75cb93a43_FORMATO.png,Goiás,1.28,Danilo Barcelos,0.0,D. Barcelos,84382,2,3.0,6,0.0,21,,290,Danilo Carvalho Barcelos,danilo-barcelos,36,8.0,,21.0,9.0,,4.0,1.0,,30.0,,4.0,,,1.0,139.0,,,,,
194,https://s.glbimg.com/es/sde/f/2022/02/22/d34e2d5762bbaacd3bc3b1940e28f7dd_FORMATO.png,Ceará,1.59,Fernando Sobral,0.6,F. Sobral,84428,4,5.49,6,-0.53,19,,354,Fernando Pereira do Nascimento,fernando-sobral,36,2.0,,20.0,13.0,,,,,11.0,3.0,5.0,1.0,,,58.0,,,,,
195,https://s.glbimg.com/es/sde/f/2022/05/12/ccaf4552cbd0363c0a3fceefa2bf00bf_FORMATO.png,Fortaleza,2.49,Romarinho,-0.1,Romarinho,84523,5,3.44,6,-0.03,23,,356,José Romário Silva de Souza,romarinho,36,3.0,,13.0,26.0,,,2.0,1.0,17.0,2.0,15.0,,3.0,3.0,82.0,,,,,
196,https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,Bragantino,3.04,Lucas Evangelista,2.8,L. Evangelista,84674,4,9.53,7,-0.16,31,,280,Lucas Evangelista Santana de Oliveira,lucas-evangelista,36,2.0,,39.0,53.0,,,2.0,1.0,35.0,9.0,21.0,1.0,2.0,2.0,160.0,1.0,,,,
197,https://s.sde.globo.com/media/person_role/2022/09/16/photo_FORMATO_NRQp1lu.png,Flamengo,3.2,Varela,0.0,Varela,84816,2,6.71,6,0.0,4,,262,Guillermo Varela Olivera,varela,36,,,5.0,6.0,,1.0,,,,,,,,,12.0,,,,,
198,https://s.glbimg.com/es/sde/f/2022/05/12/b000ff4ab3334924aefc7d073b85809e_FORMATO.png,Fortaleza,3.26,Robson,0.0,Robson,84817,5,6.8,7,0.0,28,,356,Robson dos Santos Fernandes,robson,36,6.0,,19.0,36.0,,,4.0,,45.0,11.0,19.0,1.0,4.0,18.0,88.0,1.0,1.0,,,
199,https://s.glbimg.com/es/sde/f/2022/07/16/89176758f659f2237119a0bced3a49fb_FORMATO.png,Fortaleza,0.78,Fabrício Baiano,0.0,F. Baiano,84993,4,2.7,6,0.0,5,,356,Fabrício Santos de Jesus,fabricio-baiano,36,,,4.0,1.0,,,,,1.0,,,,,,11.0,,,,,
200,https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png,Fluminense,0.0,Marcos Felipe,0.0,M. Felipe,85004,1,7.0,6,0.0,0,,266,Marcos Felipe de Freitas Monteiro,marcos-felipe,36,,,,,,,,,,,,,,,,,,,,
201,https://s.glbimg.com/es/sde/f/2022/02/21/6b18b6e2028293647615790cb3edf11f_FORMATO.png,Palmeiras,0.0,Vinicius Silvestre,0.0,V. Silvestre,85083,1,4.0,6,0.0,0,,275,Vinicius Silvestre da Costa,vinicius-silvestre,36,,,,,,,,,,,,,,,,,,,,
202,https://s.sde.globo.com/media/person_role/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png,Corinthians,1.98,Cantillo,0.0,Cantillo,85315,4,4.87,6,0.0,16,,264,Víctor Danilo Cantillo Jiménez,cantillo,36,1.0,,26.0,20.0,,,,,10.0,,1.0,,,,62.0,,,,,
203,https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,Santos,4.09,João Paulo,4.0,J. Paulo,85425,1,13.27,7,0.4,33,,277,João Paulo Silva Martins,joao-paulo,36,5.0,117.0,1.0,6.0,32.0,10.0,,,,,,,,,,,,,,
204,https://s.glbimg.com/es/sde/f/2022/07/29/9bcc147b812ef5698e82fee8e3a18b98_FORMATO.png,Athlético-PR,3.08,Alex Santana,0.1,A. Santana,85465,4,6.03,7,-1.43,11,,293,Alex Paulo Menezes Santana,alex-santana,36,4.0,,13.0,8.0,,,,,15.0,2.0,9.0,,2.0,1.0,28.0,,,,,
205,https://s.glbimg.com/es/sde/f/2022/03/01/7be60e39236cf34421178ed1ea9b2145_FORMATO.png,São Paulo,1.18,Léo,-0.4,Léo,85626,3,4.23,6,-0.16,25,,276,Leonardo Pinheiro da Conceição,leo,36,4.0,,20.0,11.0,,5.0,,1.0,22.0,,4.0,,,,132.0,,,,1.0,
206,https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png,Bragantino,3.49,Hyoran,1.7,Hyoran,85931,4,7.32,7,-1.26,25,,280,Hyoran Kaue Dalmoro,hyoran,36,1.0,,22.0,14.0,,,3.0,,17.0,13.0,20.0,1.0,3.0,1.0,135.0,,,,,
207,https://s.glbimg.com/es/sde/f/2022/04/13/ece78d4e91579f63c336f5010cbf9053_FORMATO.png,Botafogo,1.11,Gustavo Sauer,0.0,G. Sauer,85993,5,3.89,6,0.0,9,,263,Gustavo Affonso Sauerbeck,gustavo-sauer,36,1.0,,7.0,4.0,,,,,5.0,3.0,1.0,,,,23.0,,,,,
208,https://s.glbimg.com/es/sde/f/2022/06/23/a9b4d32f7d6d9e4fc96279399e6ab904_FORMATO.png,Ceará,1.33,Diego,0.0,Diego,86029,4,2.61,6,0.0,6,,354,Diego Rigonato Rodrigues,diego,36,1.0,,6.0,6.0,,,,,4.0,2.0,,,,,24.0,,,,,
209,https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png,Atlético-GO,0.84,Wanderson,-0.3,Wanderson,86143,3,2.22,7,0.01,26,,373,Wanderson Santos Pereira,wanderson,36,2.0,,11.0,5.0,,3.0,,,19.0,1.0,5.0,,,1.0,64.0,,,,,
210,https://s.glbimg.com/es/sde/f/2022/07/18/04d6865853a44f1a0a32d6f5ce32e9fe_FORMATO.png,Avaí,4.55,Natanael,4.9,Natanael,86264,2,7.19,7,0.22,12,,314,Natanael Batista Pimenta,natanael,36,,,26.0,10.0,,1.0,3.0,,12.0,4.0,8.0,1.0,,3.0,119.0,,,,,
211,https://s.glbimg.com/es/sde/f/2022/02/24/4b65fc3f258e926df6bf12c3abbfa9a0_FORMATO.png,América-MG,3.55,Alê,4.7,Alê,86388,4,8.84,7,-0.85,26,,327,Alexandre Egea,ale,36,1.0,,48.0,45.0,,,3.0,1.0,40.0,3.0,9.0,,2.0,,126.0,,,,1.0,
212,https://s.glbimg.com/es/sde/f/2022/02/22/451062f55ce1f1bb899af8a090cd1bb5_FORMATO.png,Ceará,1.83,Victor Luis,0.0,V. Luis,86410,2,4.59,6,0.0,21,,354,Victor Luis Chuab Zamblauskas,victor-luis,36,1.0,,20.0,17.0,,3.0,,,18.0,3.0,4.0,,,,96.0,,,,,
213,https://s.sde.globo.com/media/person_role/2022/08/16/aa71716a1e7b6d5f4f466762f82871f8_FORMATO.png,Avaí,1.73,Pablo Dyego,3.9,P. Dyego,86444,5,3.28,7,0.52,7,,314,Pablo Dyego da Silva Rosa,pablo-dyego,36,,,6.0,6.0,,,,,3.0,2.0,2.0,,,,12.0,,,,,
214,https://s.sde.globo.com/media/person_role/2022/07/15/820234c0ffc99499256049457624d710_FORMATO.png,Atlético-MG,3.07,Keno,4.4,Keno,86485,5,7.61,7,0.85,25,,282,Marcos da Silva França,keno,36,4.0,,31.0,25.0,,,1.0,,16.0,8.0,22.0,2.0,2.0,6.0,179.0,,,,,
215,https://s.glbimg.com/es/sde/f/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,São Paulo,2.6,Jandrei,0.0,Jandrei,86508,1,6.39,6,0.0,19,,276,Jandrei Chitolina Carniel,jandrei,36,,47.0,,3.0,19.0,4.0,,,,,,,,,,,,,,
216,https://s.glbimg.com/es/sde/f/2022/02/22/6e7e2815732004f3d9c34e0dae8ce6f7_FORMATO.png,Ceará,1.85,Richardson,6.0,Richardson,86536,4,4.11,7,0.83,26,,354,Richardson Fernandes dos Santos,richardson,36,11.0,,53.0,31.0,,,,1.0,53.0,,6.0,1.0,,,80.0,,,,1.0,
217,https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png,Atlético-GO,1.63,Arthur Henrique,0.0,A. Henrique,86629,2,4.0,6,0.0,22,,373,Arthur Henrique Peixoto Santos,arthur-henrique,36,,,30.0,10.0,,2.0,,1.0,13.0,,1.0,,,,90.0,,,,,
218,https://s.glbimg.com/es/sde/f/2022/03/03/9c3587675488eeeb0991d8754b8cee2b_FORMATO.png,Juventude,1.58,Rodrigo Soares,-0.2,R. Soares,86675,2,2.49,7,0.0,31,,286,Rodrigo Alves Soares,rodrigo-soares,36,4.0,,35.0,4.0,,4.0,1.0,,22.0,2.0,5.0,,1.0,,238.0,,,,,
219,https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png,Botafogo,1.8,Tchê Tchê,2.6,T. Tchê,86686,4,4.53,7,-0.24,27,,263,Danilo das Neves Pinheiro,tche-tche,36,3.0,,30.0,39.0,,,,,39.0,3.0,8.0,,1.0,,109.0,,1.0,,,
220,https://s.glbimg.com/es/sde/f/2022/02/22/a9032c07d987ecaec7516f2037a7de70_FORMATO.png,Ceará,2.15,Richard Coelho,5.4,R. Coelho,86711,4,5.52,6,0.48,26,,354,Richard Cândido Coelho,richard-coelho,36,10.0,,53.0,29.0,,,1.0,1.0,47.0,6.0,6.0,,,2.0,120.0,,,,,
221,https://s.sde.globo.com/media/person_role/2022/07/15/353ea5b8887c0e119da1d3a27bff35d6_FORMATO.png,Flamengo,4.43,Everton,1.1,Everton,86757,5,11.74,7,-1.16,17,,262,Everton Sousa Soares,everton,36,,,14.0,14.0,,,4.0,1.0,11.0,13.0,16.0,1.0,2.0,,95.0,,,,,
222,https://s.glbimg.com/es/sde/f/2022/08/05/844f17537a7b2cdc6437bb662770240a_FORMATO.png,Santos,3.44,Luan,1.0,Luan,86759,4,4.79,6,-0.08,7,,277,Luan Guilherme de Jesus Vieira,luan,36,,,3.0,11.0,,,1.0,,3.0,2.0,3.0,,1.0,,19.0,,,,,
223,https://s.glbimg.com/es/sde/f/2022/08/04/f1b96cd2e1a5c62c2aec694945991675_FORMATO.png,Cuiabá,3.02,Sidcley,0.0,Sidcley,86764,2,4.7,6,0.0,6,,1371,Sidcley Ferreira Pereira,sidcley,36,,,5.0,2.0,,1.0,,,,,1.0,,1.0,,27.0,,,,,
224,https://s.glbimg.com/es/sde/f/2022/08/12/7d590ab4c6d70f44e3ca55f066cacbb7_FORMATO.png,Botafogo,0.72,Danilo Barbosa,0.0,D. Barbosa,86777,4,3.97,6,0.0,6,,263,Danilo Barbosa da Silva,danilo-barbosa,36,1.0,,4.0,4.0,,,,,4.0,1.0,,,,,15.0,,,,,
225,https://s.glbimg.com/es/sde/f/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,Coritiba,2.25,Boschilia,0.0,Boschilia,86841,4,4.17,6,0.0,11,,294,Gabriel Boschilia,boschilia,36,3.0,,12.0,8.0,,,1.0,,12.0,3.0,7.0,1.0,,,43.0,,,,,
226,https://s.glbimg.com/es/sde/f/2022/05/12/32f4ef48713e5687dbe666e42316e4ad_FORMATO.png,Fortaleza,2.37,José Welison,0.0,J. Welison,86859,4,4.75,6,0.0,24,,356,José Welison da Silva,jose-welison,36,3.0,,40.0,15.0,,,,,33.0,3.0,13.0,1.0,1.0,,106.0,,,,,
227,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png,América-MG,4.34,Marlon,0.7,Marlon,86864,2,5.7,7,-0.99,27,,327,Marlon Matheus Lopes do Nascimento,marlon,36,5.0,,61.0,29.0,,9.0,1.0,1.0,32.0,5.0,16.0,,,,217.0,,,,,
228,https://s.glbimg.com/es/sde/f/2022/03/03/c89e866fa7fb43aaf3b818e5578644d5_FORMATO.png,Santos,3.96,Eduardo Bauermann,4.1,E. Bauermann,86970,3,9.99,7,0.72,30,,277,Eduardo Gabriel dos Santos Bauermann,eduardo-bauermann,36,6.0,,40.0,31.0,,11.0,1.0,,11.0,4.0,7.0,1.0,,1.0,101.0,,1.0,,,
229,https://s.glbimg.com/es/sde/f/2022/07/28/5ddfe529ef61fe54a0aa6410f1a57699_FORMATO.png,Atlético-GO,0.0,Emerson Santos,0.0,E. Santos,86972,3,4.0,5,0.0,0,,373,Emerson Raymundo Santos,emerson-santos,36,,,,,,,,,,,,,,,,,,,,
230,https://s.glbimg.com/es/sde/f/2022/04/20/2662f106e29e9ae55a0ef2dd5992e969_FORMATO.png,Fluminense,2.38,Nathan,0.7,Nathan,87009,4,4.61,6,-0.05,21,,266,Nathan Allan de Souza,nathan,36,3.0,,12.0,10.0,,,2.0,,13.0,9.0,13.0,,2.0,1.0,95.0,,,,,
231,https://s.glbimg.com/es/sde/f/2022/03/14/2eb9eaecb0ea8315d3d9f2e457dac7c4_FORMATO.png,Ceará,1.48,Matheus Peixoto,0.0,M. Peixoto,87098,5,5.51,5,0.0,11,,354,Matheus Vieira Campos Peixoto,matheus-peixoto,36,,,5.0,6.0,,,1.0,,6.0,4.0,3.0,,,3.0,28.0,,,,,
232,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,Athlético-PR,3.98,Pedro Henrique,5.5,P. Henrique,87225,3,8.36,7,0.69,26,,293,Pedro Henrique Ribeiro Gonçalves,pedro-henrique,36,7.0,,56.0,22.0,,8.0,,,21.0,5.0,7.0,1.0,,,157.0,,,,,
233,https://s.sde.globo.com/media/person_role/2022/07/15/15c5ec9f4de048f57500c0cfa19f5568_FORMATO.png,Atlético-MG,4.23,Guilherme Arana,0.0,G. Arana,87228,2,12.12,5,0.0,18,,282,Guilherme Antonio Arana Lopes,guilherme-arana,36,4.0,,22.0,13.0,,8.0,2.0,,25.0,4.0,16.0,1.0,,1.0,147.0,,,,1.0,
234,https://s.glbimg.com/es/sde/f/2022/02/23/e40fd20b4f4e43234a7d5ac7d2107fc6_FORMATO.png,Coritiba,3.58,Guillermo Santos,0.0,G. Santos,87238,3,5.34,6,0.0,14,,294,Guillermo Gabriel de los Santos Viana - Daniel,guillermo-santos,36,2.0,,24.0,6.0,,4.0,1.0,1.0,5.0,4.0,2.0,,,,65.0,,,,,
235,https://s.glbimg.com/es/sde/f/2022/04/02/d2010e9182e074fe4a26c1c6d39304dc_FORMATO.png,Internacional,4.4,Carlos de Pena,2.1,C. Pena,87242,5,7.03,6,-0.21,31,,285,Carlos María de Pena Bonino,carlos-de-pena,36,6.0,,57.0,21.0,,,6.0,,28.0,15.0,24.0,1.0,5.0,,341.0,1.0,,,,
236,https://s.sde.globo.com/media/person_role/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png,Santos,1.79,Soteldo,0.0,Soteldo,87258,5,8.53,5,0.0,7,,277,Yeferson Julio Soteldo Martínez,soteldo,36,1.0,,2.0,13.0,,,1.0,,4.0,3.0,5.0,,,1.0,67.0,,,,,
237,https://s.glbimg.com/es/sde/f/2022/07/22/3d441c6c216df311f638855e5ae9f952_FORMATO.png,Atlético-GO,0.79,Willian Maranhão,2.7,W. Maranhão,87262,4,3.64,7,0.61,20,,373,Willian Marlon Ferreira Moraes,willian-maranhao,36,7.0,,23.0,10.0,,,,,21.0,,5.0,,,1.0,61.0,,,,1.0,
238,https://s.glbimg.com/es/sde/f/2022/02/22/871ec7ac3407b7d4cb4080a3fce62515_FORMATO.png,Ceará,1.51,Messias,0.0,Messias,87402,3,3.67,6,0.0,23,,354,Messias Rodrigues da Silva Júnior,messias,36,4.0,,13.0,7.0,,5.0,,,21.0,3.0,4.0,1.0,,,78.0,,,,1.0,
239,https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png,Athlético-PR,3.24,Vitor Bueno,0.0,V. Bueno,87552,4,4.28,6,0.0,19,,293,Vitor Frezarin Bueno,vitor-bueno,36,2.0,,12.0,19.0,,,1.0,,9.0,3.0,13.0,,4.0,1.0,88.0,,,,,
240,https://s.glbimg.com/es/sde/f/2022/07/29/30173d69a7048132aa419f0efded3f32_FORMATO.png,Juventude,1.95,Anderson Leite,0.0,A. Leite,87691,4,3.71,5,0.0,2,,286,Anderson Leite Moraes,anderson-leite,36,,,4.0,1.0,,,,,3.0,,,,,,5.0,,,,,
241,https://s.glbimg.com/es/sde/f/2022/04/20/ab8a626607a5cce566a4090db8ae4c19_FORMATO.png,Fluminense,2.42,Yago Felipe,3.3,Y. Felipe,87747,4,5.68,7,-0.32,18,,266,Yago Felipe da Costa Rocha,yago-felipe,36,2.0,,23.0,31.0,,,,,12.0,5.0,8.0,1.0,,2.0,90.0,,,,,
242,https://s.glbimg.com/es/sde/f/2022/03/10/0b9c95c7f9a5612681798da7797e3cec_FORMATO.png,Botafogo,1.61,Philipe Sampaio,0.0,P. Sampaio,87808,3,3.16,6,0.0,16,,263,Philipe Sampaio Azevedo,philipe-sampaio,36,2.0,,17.0,8.0,,4.0,,2.0,18.0,,1.0,,,2.0,48.0,,,,1.0,
243,https://s.glbimg.com/es/sde/f/2022/02/24/276aa6ed48cc157820cbf56e845f043f_FORMATO.png,Fluminense,2.74,Pineida,0.0,Pineida,87838,2,4.72,6,0.0,7,,266,Mario Alberto Pineida Martínez,pineida,36,,,,6.0,,4.0,,,6.0,,1.0,,,,28.0,,,,,
244,https://s.sde.globo.com/media/person_role/2022/04/25/cc92618f5866aefc097fc6f6ad12eef6_FORMATO.png,Flamengo,6.2,Arrascaeta,0.0,Arrascaeta,87863,4,17.02,6,0.0,22,,262,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,36,1.0,,33.0,42.0,,,9.0,,9.0,13.0,20.0,2.0,2.0,2.0,199.0,,1.0,,,
245,https://s.glbimg.com/es/sde/f/2018/03/19/8391694cbff5bcefdd87bc85cc615423_FORMATO.png,Corinthians,4.93,Balbuena,0.0,Balbuena,87887,3,9.83,7,0.0,12,,264,Fabián Cornelio Balbuena González,balbuena,36,2.0,,18.0,4.0,,4.0,,,6.0,1.0,3.0,,3.0,,72.0,,,,1.0,
246,https://s.glbimg.com/es/sde/f/2022/05/12/8d527aee11a3ca28fe1dab544e70733d_FORMATO.png,Fortaleza,1.01,Matheus Vargas,0.0,M. Vargas,87929,4,3.19,6,0.0,11,,356,Matheus de Vargas,matheus-vargas,36,2.0,,4.0,11.0,,,,,11.0,4.0,7.0,,,3.0,40.0,,,,,
247,https://s.sde.globo.com/media/person_role/2022/02/21/7f4f870f8251e4f95ab6d372a22919c1_FORMATO.png,Palmeiras,6.44,Gustavo Scarpa,0.0,G. Scarpa,87999,4,13.03,7,0.0,31,,275,Gustavo Henrique Furtado Scarpa,gustavo-scarpa,36,2.0,,17.0,69.0,,,14.0,,11.0,33.0,37.0,2.0,6.0,12.0,382.0,1.0,,,,
248,https://s.glbimg.com/es/sde/f/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Cuiabá,1.49,Alan Empereur,-0.3,A. Empereur,88033,3,4.54,7,-0.93,25,,1371,Alan Pereira Empereur,alan-empereur,36,6.0,,18.0,21.0,,6.0,,1.0,17.0,,1.0,,,1.0,115.0,,,,,
249,https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,Botafogo,4.16,Luís Castro,6.59,L. Castro,88037,6,10.07,7,0.68,36,,263,Luís Manuel Ribeiro de Castro,luis-castro,36,,,,,,,,,,,,,,,,,,,,
250,https://s.glbimg.com/es/sde/f/2022/02/21/93adceb828cf61a7789b7674fbd4e929_FORMATO.png,Palmeiras,3.53,Jorge,-0.7,Jorge,88065,2,2.77,6,-0.84,9,,275,Jorge Marco de Oliveira Moraes,jorge,36,1.0,,9.0,10.0,,5.0,,,5.0,,2.0,,,,51.0,,,,,1.0
251,https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png,Atlético-GO,1.48,Ramon Menezes,0.0,R. Menezes,88087,3,3.94,5,0.0,14,,373,Ramon Menezes Roma,ramon-menezes,36,2.0,,9.0,,,2.0,,,10.0,3.0,2.0,1.0,,,33.0,,,,,
252,https://s.sde.globo.com/media/person_role/2022/04/21/eb1d1f53750f2ecb8c48b5caa3985a22_FORMATO.png,Cuiabá,2.33,Daniel Guedes,0.0,D. Guedes,88225,2,2.97,6,0.0,14,,1371,Daniel Guedes da Silva,daniel-guedes,36,3.0,,15.0,5.0,,2.0,4.0,,13.0,,3.0,,,3.0,129.0,,,,,
253,https://s.glbimg.com/es/sde/f/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,Atlético-MG,3.53,Junior Alonso,0.0,J. Alonso,88312,3,11.27,7,0.0,29,,282,Junior Osmar Ignacio Alonso Mujica,junior-alonso,36,4.0,,31.0,7.0,,13.0,2.0,,14.0,1.0,9.0,1.0,,1.0,146.0,,,,2.0,
254,https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png,Flamengo,5.07,Ayrton Lucas,1.4,A. Lucas,88393,2,8.21,7,-0.63,28,,262,Ayrton Lucas Dantas de Medeiros,ayrton-lucas,36,3.0,,58.0,42.0,,8.0,4.0,,39.0,7.0,5.0,,2.0,,223.0,,,,,
255,https://s.sde.globo.com/media/person_role/2021/05/18/3eff8b36039d819b6583407b9c2b8823_FORMATO.png,Atlético-GO,3.43,Eduardo Souza,3.18,E. Souza,88406,6,7.7,7,0.01,8,,373,Eduardo do Nascimento Souza,eduardo-souza,36,,,,,,,,,,,,,,,,,,,,
256,https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Bragantino,3.3,Aderlan,-0.7,Aderlan,88423,2,7.69,3,-0.6,29,,280,Aderlan de Lima Silva,aderlan,36,9.0,,81.0,15.0,,7.0,2.0,,75.0,2.0,8.0,,,4.0,311.0,,,,,
257,https://s.glbimg.com/es/sde/f/2022/03/27/52ccdcb0c3400c65e20b83b56e0a5800_FORMATO.png,Juventude,0.75,Marlon,0.0,Marlon,88427,4,2.43,6,0.0,10,,286,Marlon Adriano Prezotti,marlon,36,1.0,,10.0,6.0,,,,,13.0,,,,,,26.0,,,,,
258,https://s.glbimg.com/es/sde/f/2022/03/14/540966ca01d0e0b65fec115d8e24488b_FORMATO.png,Santos,1.04,Auro,0.0,Auro,88540,2,2.5,6,0.0,7,,277,Auro Álvaro da Cruz Júnior,auro,36,2.0,,6.0,1.0,,1.0,,,7.0,,1.0,,,,21.0,,,,,
259,https://s.glbimg.com/es/sde/f/2022/02/22/ba7e99bec918671e0921368e6c04d2d8_FORMATO.png,Ceará,0.0,Buiú,0.0,Buiú,88544,2,2.0,6,0.0,0,,354,Marcos Ytalo Benício da Silva,buiu,36,,,,,,,,,,,,,,,,,,,,
260,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,Fortaleza,0.95,Lucas Crispim,0.0,L. Crispim,88597,4,2.44,6,0.0,22,,356,Lucas de Figueiredo Crispim,lucas-crispim,36,4.0,,16.0,14.0,,,1.0,,13.0,,4.0,,1.0,1.0,136.0,,,,,
261,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,Fortaleza,2.25,Luan Polli,0.0,L. Polli,88916,1,5.03,6,0.0,2,,356,Luan Polli Gomes,luan-polli,36,,9.0,,1.0,5.0,,,,,,,,,,,,,,,
262,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,Juventude,2.66,Jean,1.3,Jean,89150,4,4.26,7,-0.6,23,,286,Jean Carlos de Souza Irmer,jean,36,5.0,,47.0,14.0,,,,,22.0,6.0,12.0,,,1.0,76.0,,,,,
263,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,América-MG,3.27,Iago Maidana,0.0,I. Maidana,89226,3,6.73,6,0.0,17,,327,Iago Justen Maidana Martins,iago-maidana,36,3.0,,9.0,2.0,,7.0,,1.0,19.0,,2.0,,3.0,,50.0,,,,,
264,https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png,Goiás,1.36,Matheus Sales,0.0,M. Sales,89285,4,3.21,6,-0.36,28,,290,Matheus de Sales Cabral,matheus-sales,36,5.0,,35.0,12.0,,,,,20.0,2.0,7.0,,,,62.0,,,,1.0,
265,https://s.glbimg.com/es/sde/f/2022/04/02/e926d395a2b2a6225aa44474e5fa8e26_FORMATO.png,Santos,2.25,Bryan Angulo,0.0,B. Angulo,89435,5,3.59,6,0.0,15,,277,Brayan Dennis Angulo Tenorio,bryan-angulo,36,,,5.0,6.0,,,1.0,,1.0,2.0,2.0,1.0,2.0,4.0,26.0,,,,,
266,https://s.glbimg.com/es/sde/f/2022/07/15/2609f439079631b8b5b1affd471b8813_FORMATO.png,Atlético-MG,6.65,Igor Rabello,0.0,I. Rabello,89493,3,7.5,5,0.0,7,,282,Igor Rabello da Costa,igor-rabello,36,1.0,,20.0,3.0,,2.0,1.0,,7.0,1.0,2.0,,1.0,,16.0,,,,,
267,https://s.glbimg.com/es/sde/f/2022/04/25/5ffefa1d5a1967debcc7f42bdaacdd9e_FORMATO.png,Flamengo,1.63,Thiago Maia,0.0,T. Maia,89637,4,4.05,6,0.0,22,,262,Thiago Maia Alencar,thiago-maia,36,5.0,,38.0,6.0,,,,,25.0,3.0,3.0,,,,61.0,,,,,
268,https://s.sde.globo.com/media/person_role/2022/04/20/9d80cf4bd9412d6ee60e6c21830ece85_FORMATO.png,Fluminense,4.42,Cristiano,0.3,Cristiano,89668,2,8.46,7,-0.77,13,,266,Cristiano da Silva Leite,cristiano,36,,,20.0,12.0,,5.0,1.0,,8.0,5.0,3.0,,,,84.0,,,,,
269,https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png,Ceará,2.14,Iury Castilho,0.0,I. Castilho,89695,5,1.92,6,0.0,10,,354,Iury Lirio Freitas de Castilho,iury-castilho,36,3.0,,7.0,20.0,,,1.0,,10.0,3.0,2.0,,,5.0,27.0,,1.0,,,
