"away_defense","away_attack","away_strength","away_team_name","away_scoring_odds","home_scoring_odds","home_team_name","home_strength","home_attack","home_defense"
"0.86","1.44","0.31","356","72","71","285","0.28","1.08","1.12"
"1.31","1.36","0.84","293","81","57","282","-0.16","1.1","0.81"
"1.43","0.94","0.42","276","55","46","354","0.03","0.87","1.17"
"1.29","1.76","1.18","284","74","69","275","1.02","1.53","1.32"
"1.34","0.73","-0.03","283","43","66","277","0.89","1.45","1.28"
"1.14","1.11","0.34","264","72","52","263","-0.48","0.83","0.86"
"0.89","0.75","-0.57","315","66","41","314","-1.57","0.48","0.7"
"1.05","1.12","0.23","265","80","65","290","-0.37","1.1","0.71"
"0.98","0.91","-0.17","266","69","54","341","-0.75","0.77","0.77"
