"atletas.atleta_id","atletas.nome","atletas.apelido","atletas.foto","atletas.rodada_id","atletas.clube_id","atletas.clube.id.full.name","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","athletes.atletas.scout","PE","SG","FC","FS","I","RB","FD","A","G","FF","DD","CA","GS","FT","CV","PP","DP","home_score","away_score","goals_dif","casa"
92193,"Ravanelli Ferreira dos Santos","Ravanelli  ( PON )","https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png",2,"PON","Ponte Preta","mei","Provável",0.3,8.98,-0.29,3.7,2,NA,7,NA,1,6,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
92207,"Caíque Luiz Santos da Purificação","Caíque  ( VIT )","https://s.glbimg.com/es/sde/f/2017/04/24/8fb45c92f70f25397e8988285713e87b_FORMATO.png",2,"VIT","Vitória","gol","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1,"Casa"
92225,"Thiago Ferreira Lopes","Thiago Lopes  ( COR )","https://s.glbimg.com/es/sde/f/2016/04/28/b117d90d6a1e0614fa67d04f3e306c0c_FORMATO.png",2,"COR",NA,"mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92438,"Matheus Phillipe Coutinho Gomes","Matheus Phillipe  ( FLU )","https://s.glbimg.com/es/sde/f/2016/04/29/92c915db9d214a7b498d2733568b14c2_FORMATO.png",2,"FLU","Fluminense","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Fora"
92497,"Douglas Augusto Soares Gomes","Douglas  ( FLU )","https://s.glbimg.com/es/sde/f/2016/04/29/8612e800a41c6399f2e6910886f19110_FORMATO.png",2,"FLU","Fluminense","mei","Nulo",-2.5,4.02,-2.98,-2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Fora"
92501,"Lucas Lovat","Lucas Lovat  ( AVA )","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",2,"AVA","Avaí","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
92574,"Kaio Silva Mendes","Kaio  ( GRE )","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",2,"GRE","Grêmio","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Fora"
92614,"Rafaelson Bezerra Fernandes","Rafaelson  ( VIT )","https://s.glbimg.com/es/sde/f/2016/05/01/76126c4ff37910430233fdce362777d0_FORMATO.png",2,"VIT","Vitória","ata","Provável",0.7,3.15,-0.1,1.15,2,NA,1,NA,2,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,1,-1,"Casa"
92630,"Claudio Luiz Rodrigues Parise Leonel","Claudinho  ( PON )","https://s.glbimg.com/es/sde/f/2017/05/16/fa759c7da966d3df22b08d3ee449998c_FORMATO.png",2,"PON","Ponte Preta","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
92981,"Ronaldo da Silva Souza","Ronaldo  ( FLA )","https://s.glbimg.com/es/sde/f/2017/04/24/a7cc055787fa2bae6bf37d7cd2009e85_FORMATO.png",2,"FLA","Flamengo","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,-3,"Fora"
93108,"Mateus da Silva Vital Assumpção","Mateus Pet  ( VAS )","https://s.glbimg.com/es/sde/f/2017/04/24/fde017fc32efb6582710007242bff4d4_FORMATO.png",2,"VAS","Vasco","mei","Provável",3.5,6.69,1.67,4.3,2,NA,1,NA,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Casa"
93146,"Yan Matheus Santos Souza","Yan  ( PAL )","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",2,"PAL","Palmeiras","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
93151,"Thiago Nascimento dos Santos","Thiago Santos  ( FLA )","https://s.glbimg.com/es/sde/f/2017/04/24/da02549341377bcfce44aee65a275298_FORMATO.png",2,"FLA","Flamengo","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,-3,"Fora"
93153,"Eriélton Carlos Pacheco","Pachequinho  ( COR )","https://s.glbimg.com/es/sde/f/2016/07/12/20b53e4a4f3eb900bbb4bee06e40526d_FORMATO.png",2,"COR","Coritiba","tec","Provável",1.33,7.46,0.93,4.28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
93282,"Fábio Carvalho Matos","Fábio  ( SPO )","https://s.glbimg.com/es/sde/f/2016/05/01/b3866c797355a02c74cb112a4fbaa9a5_FORMATO.png",2,"SPO","Sport","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Casa"
93368,"Lucas Veríssimo da Silva","Lucas Veríssimo  ( SAN )","https://s.glbimg.com/es/sde/f/2017/05/02/0198bbb1258bc8a618b6ef67781a60a6_FORMATO.png",2,"SAN","Santos","zag","Dúvida",6.2,3.28,1.51,1.85,2,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,1,"Casa"
93369,"Rodrigo Nascimento França ","Rodrigo Becão  ( BAH )","https://s.glbimg.com/es/sde/f/2017/02/21/4cecb2d3b0bd0d5da24fc2c3b6d7b170_FORMATO.png",2,"BAH","Bahia","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
93378,"Augusto de Souza Silva","Augusto  ( PAL )","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",2,"PAL","Palmeiras","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
93414,"Mauro Joel Carli","Joel Carli  ( BOT )","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",2,"BOT","Botafogo","zag","Provável",7.8,11.45,0.45,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
93551,"Igor Henrique Martins Machado","Igor  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",2,"ATL","Atlético-GO","mei","Provável",-2.2,3.35,-0.68,1.25,2,NA,3,NA,1,2,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,3,-3,"Casa"
93746,"Reinaldo Lenis Montes","Lenis  ( SPO )","https://s.glbimg.com/es/sde/f/2016/05/01/9159bcd85db743f56cfb40ade72eba88_FORMATO.png",2,"SPO","Sport","ata","Nulo",0,3.47,0,-0.1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Casa"
93785,"Alan Cardoso de Andrade","Alan Cardoso  ( VAS )","https://s.glbimg.com/es/sde/f/2017/04/17/1b42de3e2e0009de62fa328c8916f39b_FORMATO.jpeg",2,"VAS","Vasco","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Casa"
93787,"Andrey Ramos do Nascimento","Andrey  ( VAS )","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",2,"VAS","Vasco","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Casa"
93788,"Evander da Silva Ferreira","Evander  ( VAS )","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",2,"VAS","Vasco","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Casa"
93789,"Caio Monteiro Costa","Caio Monteiro  ( VAS )","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",2,"VAS","Vasco","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Casa"
93791,"Daniel Sampaio Simões","Danielzinho  ( FLU )","https://s.glbimg.com/es/sde/f/2017/01/13/73606adfe40efc71e06299ad5225b429_FORMATO.png",2,"FLU",NA,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93797,"Márcio Almeida de Oliveira","Marcinho  ( BOT )","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",2,"BOT","Botafogo","lat","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
93846,"Rafael Augusto Leite Fachin","Rafael Fachin  ( COR )","https://s.glbimg.com/es/sde/f/2017/04/24/89058efe339ca56ee7de3d841f4c36f9_FORMATO.png",2,"COR","Coritiba","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
93869,"Lucas Oliveira de França","Lucas França  ( CRU )","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",2,"CRU","Cruzeiro","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Fora"
93882,"Cleiton Schwengber","Cleiton  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",2,"ATL","Atlético-MG","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Casa"
93986,"Luis Ángel Salazar Cuesta","Salazar  ( AVA )","https://s.glbimg.com/es/sde/f/2017/04/28/54e5ebd574f6ef20650d90d7e32baf44_FORMATO.png",2,"AVA","Avaí","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
94003,"Lucas Luiz Scalon","Scalon  ( CHA )","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",2,"CHA","Chapecoense","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
94004,"Andrei Alba","Andrei Alba  ( CHA )","https://s.glbimg.com/es/sde/f/2017/04/24/047276d0aef73aef2924855c083d4ceb_FORMATO.png",2,"CHA","Chapecoense","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
94044,"John Victor Maciel Furtado","John Victor  ( SAN )","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",2,"SAN","Santos","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
94045,"Diego Gomes dos Santos","Diego Gomes  ( SAN )","https://s.glbimg.com/es/sde/f/2017/05/02/c6169204fbfca94a9affdd9de721a72c_FORMATO.png",2,"SAN","Santos","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
94067,"Matheus Fernandes Siqueira","Matheus Fernandes  ( BOT )","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",2,"BOT","Botafogo","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
94102,"Matheus Gutz","Matheus  ( AVA )","https://s.glbimg.com/es/sde/f/2017/04/28/08e4242f18d2365a93ecf92b2ce9fd52_FORMATO.png",2,"AVA","Avaí","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
94105,"Devid de Santana Silva","Devid  ( AVA )","https://s.glbimg.com/es/sde/f/2017/04/28/7f5898b6f55d8d2c22bc2f9fd72c1067_FORMATO.png",2,"AVA","Avaí","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
94138,"Felipe dos Reis Pereira Vizeu do Carmo","Felipe Vizeu  ( FLA )","https://s.glbimg.com/es/sde/f/2017/04/24/0ba0314196e998895d5b423d2a0f4fd0_FORMATO.png",2,"FLA","Flamengo","ata","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,-3,"Fora"
94144,"Thallyson Gabriel Lobo Seabra","Thallyson  ( SPO )","https://s.glbimg.com/es/sde/f/2017/02/14/3e158bd1bb119b3c60c1c2d557560d42_FORMATO.png",2,"SPO","Sport","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Casa"
94147,"Lucas Ferreira Amaral","Lucas Ferreira  ( SPO )","https://s.glbimg.com/es/sde/f/2016/05/01/a38c7b2a46cf04e24085ad1f45ce78bc_FORMATO.png",2,"SPO","Sport","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Casa"
94154,"Maycon de Andrade Barberan","Maycon  ( COR )","https://s.glbimg.com/es/sde/f/2017/04/28/66122f2239f4f742f47cf5008882313f_FORMATO.png",2,"COR","Corinthians","mei","Provável",1.8,5.24,-0.7,1.1,2,NA,6,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1,"Fora"
94207,"Guilherme Augusto Vieira dos Santos","Guilherme  ( BOT )","https://s.glbimg.com/es/sde/f/2017/04/17/9b919498890d4bf28c289ff60c4e590e_FORMATO.png",2,"BOT","Botafogo","ata","Nulo",8.2,5.34,2.79,3.9,2,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
94214,"Leonardo Campos Duarte da Silva","Léo Duarte  ( FLA )","https://s.glbimg.com/es/sde/f/2017/04/24/b7aa73dc8eb8be2ac3c08bcada8359a6_FORMATO.png",2,"FLA","Flamengo","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,-3,"Fora"
94249,"Lourency do Nascimento Rodrigues","Lourency  ( CHA )","https://s.glbimg.com/es/sde/f/2017/04/24/31a53361a6013019b911ee81b38648a9_FORMATO.png",2,"CHA","Chapecoense","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
94269,"Luiz Otávio Alves Marcolino","Luiz Otávio  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/23/b1c18a8fc9a85ebc5e9e070d52c0c9c9_FORMATO.png",2,"ATL",NA,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94286,"Pedro Henrique Perotti","Perotti  ( CHA )","https://s.glbimg.com/es/sde/f/2017/04/25/9a67368382ccea91470efb3e85403f0b_FORMATO.png",2,"CHA","Chapecoense","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
94288,"Guilherme Natan de Lima","Lima  ( CHA )","https://s.glbimg.com/es/sde/f/2016/04/27/059a0e58f2adc09337048722ca4f5ae4_FORMATO.png",2,"CHA","Chapecoense","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
94336,"Mateus Norton Gomes Chaves","Mateus Norton  ( FLU )","https://s.glbimg.com/es/sde/f/2017/01/13/b460246a299a9fb8c1e4a2dd1436cdec_FORMATO.png",2,"FLU","Fluminense","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Fora"
94445,"Edimar Ribeiro da Costa Júnior","Juninho  ( SPO )","https://s.glbimg.com/es/sde/f/2016/05/01/3702c1c16aa8563dfc0d7e4f3399cadd_FORMATO.png",2,"SPO","Sport","ata","Dúvida",-0.5,0.73,-1.11,-0.95,2,NA,3,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Casa"
94509,"Raphael Cavalcante Veiga","Raphael Veiga  ( PAL )","https://s.glbimg.com/es/sde/f/2017/04/18/7f93c8857d2480594a996b33e07528f7_FORMATO.png",2,"PAL","Palmeiras","mei","Provável",1.4,5.73,-1.27,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
94583,"Pedro Guilherme Abreu dos Santos","Pedro  ( FLU )","https://s.glbimg.com/es/sde/f/2017/01/13/f4d7c80ea8f6805a9a0875d3a9256cc5_FORMATO.png",2,"FLU","Fluminense","ata","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Fora"
94765,"Leonardo Peixoto Principe","Léo Principe  ( COR )","https://s.glbimg.com/es/sde/f/2017/04/23/e35ffb8313b5c8808ee460300af5bb39_FORMATO.png",2,"COR","Corinthians","lat","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1,"Fora"
94854,"César de São José Morais","César  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/25/6da76c24ea8925abba30757a28a54aae_FORMATO.png",2,"ATL","Atlético-MG","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Casa"
94885,"Leonardo Felipe Santos da Silva","Léo  ( AVA )","https://s.glbimg.com/es/sde/f/2017/04/28/8edfb4213f777f54e9a9014c5969eb07_FORMATO.png",2,"AVA","Avaí","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
94930,"Lucas Tolentino Coelho de Lima","Lucas Paquetá  ( FLA )","https://s.glbimg.com/es/sde/f/2017/04/24/cacc5206bdff6d3f34559bc4e2781d51_FORMATO.png",2,"FLA","Flamengo","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,-3,"Fora"
94931,"Lucas Fernandes da Silva","Lucas Fernandes  ( SAO )","https://s.glbimg.com/es/sde/f/2016/05/01/0a47d84040286532fb5d90cc746b49b3_FORMATO.png",2,"SAO","São Paulo","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
94962,"Lucas Emanoel Leite Romão","Lucão  ( CRU )","https://s.glbimg.com/es/sde/f/2017/04/22/913ef9074a98f2725e2f2cd12d43f7db_FORMATO.png",2,"CRU","Cruzeiro","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Fora"
94966,"Deijair dos Santos Nunes","Deijair   ( BAH )","https://s.glbimg.com/es/sde/f/2017/02/21/78e66c5df2b907d4d815509e312cf19f_FORMATO.png",2,"BAH","Bahia","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
94968,"Luis Antônio da Rocha Júnior","Juninho Capixaba  ( BAH )","https://s.glbimg.com/es/sde/f/2017/02/21/5bb13f78434bf46ed1e78c01d8593512_FORMATO.png",2,"BAH","Bahia","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
94971,"Luís Fernando Santos da Conceição","Luís Fernando  ( BAH )","https://s.glbimg.com/es/sde/f/2017/02/21/f8d269154cfbc785e5f87f026e341b3a_FORMATO.png",2,"BAH","Bahia","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
94975,"Marco Antônio Rosa Furtado Júnior","Marco Antônio  ( BAH )","https://s.glbimg.com/es/sde/f/2017/02/21/a2be72d3733854b4e00000008373cbbd_FORMATO.png",2,"BAH","Bahia","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
94978,"Kaynan Ribeiro Cruz","Kaynan  ( BAH )","https://s.glbimg.com/es/sde/f/2017/02/21/13f8834fcead83b104fa6b9b86d35473_FORMATO.png",2,"BAH","Bahia","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
94985,"Domilson Cordeiro dos Santos","Dodô  ( COR )","https://s.glbimg.com/es/sde/f/2017/04/24/65670cbd709a8dd38cea2f806b28576c_FORMATO.png",2,"COR","Coritiba","lat","Provável",1.2,7.19,-0.17,2.8,2,NA,3,NA,1,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
95022,"Thalis Henrique Cantanhede","Thalis   ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/03/a4b96c74f796865cee82e21548874cc4_FORMATO.png",2,"ATL","Atlético-MG","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Casa"
95023,"Luis Guilherme Castro de Melo","Luis Guilherme  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/25/f29f6e2b42f604bc517f157512d669f6_FORMATO.png",2,"ATL","Atlético-MG","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-1,"Casa"
95054,"Waltenecir da Silva Ramos Júnior","Júnior Ramos  ( BAH )","https://s.glbimg.com/es/sde/f/2017/02/21/f383d4a15e59c944585c2931a507d422_FORMATO.png",2,"BAH","Bahia","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
95058,"Onitlasi Júnior de Moraes Rodrigues","Moraes  ( FLA )","https://s.glbimg.com/es/sde/f/2017/04/24/f4c96c6b48180d485af9f86fa6068922_FORMATO.png",2,"FLA","Flamengo","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,-3,"Fora"
95126,"Yago César da Silva","Yago  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/23/4c090a0a625b4d824e5a755f4a428f46_FORMATO.png",2,"ATL","Atlético-PR","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Casa"
95127,"Nicolas Vichiatto da Silva","Nicolas  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/23/056a95089efcf92df7bb3f732a875306_FORMATO.png",2,"ATL","Atlético-PR","lat","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Casa"
95180,"Wildson Silva de Melo","Índio  ( SPO )","https://s.glbimg.com/es/sde/f/2017/05/11/4fd214518b14eb3d936a1bb566f6945f_FORMATO.png",2,"SPO","Sport","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,"Casa"
95315,"Gustavo Marcelo Cardoso Soares","Índio  ( COR )","https://s.glbimg.com/es/sde/f/2017/04/24/f40e8a88ce85dc28ee0a123c0052d946_FORMATO.png",2,"COR","Coritiba","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
95332,"Marcio Antonio de Sousa Júnior","Marcinho  ( SAO )","https://s.glbimg.com/es/sde/f/2017/04/11/af335ee46ec020e7b05d54358e9abefb_FORMATO.jpeg",2,"SAO","São Paulo","ata","Dúvida",5.9,3.94,2.24,3.15,2,NA,1,NA,3,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
95335,"Matheus Sousa de Jesus","Matheus Jesus  ( PON )","https://s.glbimg.com/es/sde/f/2017/05/02/d356dc4fba9e7cebb7db45b79c3e8d25_FORMATO.png",2,"PON","Ponte Preta","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
