"atletas.atleta_id","atletas.nome","atletas.apelido","atletas.foto","atletas.rodada_id","atletas.clube_id","atletas.clube.id.full.name","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","athletes.atletas.scout","PE","SG","FC","FS","I","RB","FD","A","G","FF","DD","CA","GS","FT","CV","PP","DP","home_score","away_score","goals_dif","casa"
38140,"Fernando Buttenbender Prass","Fernando Prass  ( PAL )","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",4,"PAL","Palmeiras","gol","Provável",11,17.06,2.88,7.05,4,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,8,NA,3,NA,NA,NA,NA,0,0,0,"Casa"
38150,"Marcos Vicente dos Santos","Marquinhos  ( AVA )","https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png",4,"AVA","Avaí","mei","Provável",-0.1,3.39,-0.28,0.28,4,NA,15,NA,2,3,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
38156,"Artur Guilherme Moraes Gusmão","Artur Moraes  ( CHA )","https://s.glbimg.com/es/sde/f/2017/04/24/5e85a2f95507d900cd0da5a482163c0d_FORMATO.png",4,"CHA","Chapecoense","gol","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Fora"
38162,"Frederico Chaves Guedes","Fred  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/03/3c0b9d4407aa9d0eadfb90461cc048e1_FORMATO.png",4,"ATL","Atlético-MG","ata","Provável",-0.3,15.99,-1.2,2.53,4,NA,8,NA,7,11,2,1,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Fora"
38196,"Maicon Thiago Pereira de Souza","Maicon  ( GRE )","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",4,"GRE","Grêmio","mei","Nulo",0,9.17,-2.83,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
38225,"Luiz Guilherme da Conceição Silva","Muriqui  ( VAS )","https://s.glbimg.com/es/sde/f/2017/04/06/321312e4d04c0676ddf6e5e30503e413_FORMATO.png",4,"VAS","Vasco","ata","Nulo",0,3.86,0,0.4,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
38229,"Fábio Santos Romeu","Fábio Santos  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/03/513ae4d7abe5f2024ee9a5cfa9c87bd4_FORMATO.png",4,"ATL","Atlético-MG","lat","Provável",6.3,2.05,1.31,0.55,4,NA,16,1,7,8,2,3,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,0,0,0,"Fora"
38230,"Edinaldo Batista Libânio","Grafite  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/23/4fec179a98d9e087859253a2bbf830e4_FORMATO.png",4,"ATL","Atlético-PR","ata","Nulo",-0.6,8.7,-1.23,1.9,3,NA,4,NA,2,2,NA,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,1,0,1,"Fora"
38246,"Robson de Souza","Robinho  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/03/d0fe78529c78b3decfed9ab7ea31e79b_FORMATO.png",4,"ATL","Atlético-MG","ata","Provável",-1.3,14.98,-2.42,3.73,3,NA,12,NA,2,4,NA,4,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,"Fora"
38277,"Thiago Neves Augusto","Thiago Neves  ( CRU )","https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_FORMATO.png",4,"CRU","Cruzeiro","mei","Provável",-0.8,15.76,-2.05,3.8,2,NA,8,NA,1,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Casa"
38279,"Wellington Pereira do Nascimento","Wellington Paulista  ( CHA )","https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_FORMATO.png",4,"CHA","Chapecoense","ata","Provável",9.5,12.65,1.74,5.92,4,NA,7,NA,5,3,2,2,1,NA,3,2,NA,1,NA,NA,NA,NA,NA,0,2,-2,"Fora"
38287,"Roger Rodrigues da Silva","Roger  ( BOT )","https://s.glbimg.com/es/sde/f/2017/04/18/6814b99b2a5d61f8e272030ee2784ca0_FORMATO.png",4,"BOT","Botafogo","ata","Provável",2.6,6.79,-0.13,3.07,3,NA,6,NA,1,2,4,3,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Fora"
38311,"Márcio Rodrigues Araújo","Márcio Araújo  ( FLA )","https://s.glbimg.com/es/sde/f/2017/04/24/034006de65f23dc6ad944d4cbe1fd5d4_FORMATO.png",4,"FLA","Flamengo","mei","Provável",2.8,8.24,0.39,2.52,4,NA,10,NA,6,7,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Casa"
38315,"Jadson Rodrigues da Silva","Jadson  ( COR )","https://s.glbimg.com/es/sde/f/2017/04/23/74a0bb24699753dd991412e8c67a1623_FORMATO.png",4,"COR","Corinthians","mei","Provável",0.4,9.88,-0.59,0.25,4,NA,23,NA,2,1,1,2,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
38394,"Thiago Heleno Henrique Ferreira","Thiago Heleno  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/23/1f11c20ef0f3dc5415e347a5080e0877_FORMATO.png",4,"ATL","Atlético-PR","zag","Nulo",2.5,8.53,-0.45,3.87,3,NA,3,NA,4,2,NA,4,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,0,1,"Fora"
38400,"Vinícius Pacheco dos Santos","Vinícius Pacheco  ( AVA )","https://s.glbimg.com/es/sde/f/2017/04/28/c75c0312049c7182d2608025b1772f10_FORMATO.png",4,"AVA","Avaí","mei","Nulo",0,3.89,0,0.5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
38421,"Rafael da Silva Francisco","Rafinha  ( CRU )","https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_FORMATO.png",4,"CRU","Cruzeiro","mei","Nulo",1.1,6.45,-0.53,1.4,3,NA,12,NA,5,9,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Casa"
38425,"Fábio Ferreira da Silva","Fábio Ferreira  ( PON )","https://s.glbimg.com/es/sde/f/2017/05/02/dfab84ee22e942e61a82ff8910b56353_FORMATO.png",4,"PON","Ponte Preta","zag","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
38431,"Diego Cavalieri","Diego Cavalieri  ( FLU )","https://s.glbimg.com/es/sde/f/2016/04/29/218be31082641b6814a593a00e28a095_FORMATO.png",4,"FLU","Fluminense","gol","Nulo",0,3.91,0,-1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,NA,NA,NA,2,1,1,"Casa"
38440,"Lucas Pierre Santos Oliveira","Pierre  ( FLU )","https://s.glbimg.com/es/sde/f/2016/04/29/ec27531ace1e093fa1db50938eb9132b_FORMATO.png",4,"FLU","Fluminense","mei","Contundido",0,3.54,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Casa"
38508,"Eder Luis de Oliveira","Eder Luis  ( VAS )","https://s.glbimg.com/es/sde/f/2017/04/27/a624683a1be2238af9bf43179557bd20_FORMATO.png",4,"VAS","Vasco","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
38523,"Edílson Mendes Guimarães","Edílson  ( GRE )","https://s.glbimg.com/es/sde/f/2017/04/23/01562d5599dfea4ea49171288751df8a_FORMATO.png",4,"GRE","Grêmio","lat","Nulo",4.5,10.54,-1.46,4.5,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
38530,"Cleiton Ribeiro Xavier","Cleiton Xavier  ( VIT )","https://s.glbimg.com/es/sde/f/2017/02/18/12b5f4babe911d2c08e5e106d926ef3d_FORMATO.png",4,"VIT","Vitória","mei","Nulo",-1.4,4.92,-0.95,0.25,4,NA,15,NA,7,3,NA,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
38545,"Felipe Melo de Carvalho","Felipe Melo  ( PAL )","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",4,"PAL","Palmeiras","mei","Dúvida",0,9.41,0,1.95,2,NA,3,NA,6,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Casa"
38632,"Matheus Ferraz Pereira","Matheus Ferraz  ( SPO )","https://s.glbimg.com/es/sde/f/2016/05/01/ee9c9754f977b8bf74b59867238b6618_FORMATO.png",4,"SPO","Sport","zag","Provável",0,5.46,0,2.67,3,NA,6,NA,7,1,NA,3,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,0,1,"Fora"
38738,"Douglas dos Santos","Douglas  ( GRE )","https://s.glbimg.com/es/sde/f/2017/04/23/fa6eb12f4d4fee6467bb3bb75ccc55ce_FORMATO.png",4,"GRE","Grêmio","mei","Contundido",0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
38748,"Maicon Douglas Sisenando","Maicon  ( AVA )","https://s.glbimg.com/es/sde/f/2017/05/31/ef02f85ca8a5590abd7f361e7b0dd858_FORMATO.png",4,"AVA","Avaí","lat","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
38768,"André Luiz Tavares","Andrezinho  ( VAS )","https://s.glbimg.com/es/sde/f/2017/04/27/6dc513717c37f2d182e388d21a117216_FORMATO.png",4,"VAS","Vasco","mei","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
38852,"Anderson Luís de Abreu Oliveira","Anderson  ( COR )","https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png",4,"COR","Coritiba","mei","Contundido",0,4.88,0,-0.1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
38908,"Renato Dirnei Florêncio","Renato  ( SAN )","https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png",4,"SAN","Santos","mei","Provável",0.5,6.64,-0.51,1,3,NA,4,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
38909,"Diego Ribas da Cunha","Diego  ( FLA )","https://s.glbimg.com/es/sde/f/2017/04/24/98708ecaf48555700b1ca390667c77fb_FORMATO.png",4,"FLA","Flamengo","mei","Dúvida",1.2,19.46,-5.54,1.2,1,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Casa"
38910,"Ricardo de Oliveira","Ricardo Oliveira  ( SAN )","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",4,"SAN","Santos","ata","Nulo",-0.9,11.4,-1.07,1.25,4,NA,4,NA,7,5,1,NA,2,NA,NA,6,NA,1,NA,1,NA,NA,NA,2,0,2,"Fora"
38913,"Anderson Luiz de Carvalho","Nenê  ( VAS )","https://s.glbimg.com/es/sde/f/2017/04/24/45951f5edf6777703717a335e5bffc58_FORMATO.png",4,"VAS","Vasco","mei","Nulo",-2.6,12.47,-2.45,1.93,3,NA,11,NA,1,4,1,NA,NA,NA,1,3,NA,1,NA,NA,NA,NA,NA,2,0,2,"Fora"
38928,"Alexandro Silva de Souza","Dudu Cearense  ( BOT )","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",4,"BOT","Botafogo","mei","Provável",-0.8,4.34,-1.66,-0.8,1,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Fora"
38957,"Rafael Marques Mariano","Rafael Marques  ( CRU )","https://s.glbimg.com/es/sde/f/2017/05/16/3246550328efb6a72fe4e85ea0bbff11_FORMATO.png",4,"CRU","Cruzeiro","ata","Nulo",2,4.74,0.01,2.1,3,NA,12,NA,1,3,NA,2,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Casa"
39152,"Jonas Jessué da Silva Júnior","Jonas  ( BOT )","https://s.glbimg.com/es/sde/f/2017/04/17/da28ba844b13dd322862abfcda7e77b7_FORMATO.png",4,"BOT","Botafogo","lat","Contundido",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Fora"
39572,"José Renato da Silva Júnior","Renato  ( FLU )","https://s.glbimg.com/es/sde/f/2017/01/13/7ab26ced537354a115324343754e8570_FORMATO.png",4,"FLU","Fluminense","lat","Nulo",2.7,4.07,0.29,1.5,2,NA,5,NA,2,4,NA,1,1,NA,NA,4,NA,1,NA,NA,NA,NA,NA,2,1,1,"Casa"
39850,"Vagner Carmo Mancini","Vagner Mancini  ( CHA )","https://s.glbimg.com/es/sde/f/2017/04/24/07606c5e9762a644cb0fd98ccc70fb84_FORMATO.png",4,"CHA","Chapecoense","tec","Provável",5.28,9.11,0.69,4.39,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Fora"
40006,"Abel Carlos da Silva Braga","Abel Braga  ( FLU )","https://s.glbimg.com/es/sde/f/2017/05/31/4e771d1c183057eb5fe8015ff7755b0c_FORMATO.png",4,"FLU","Fluminense","tec","Nulo",3.51,12.31,0.3,3.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Casa"
40179,"Kleber Giacomace de Souza Freitas","Kleber  ( COR )","https://s.glbimg.com/es/sde/f/2017/04/24/c96c8c2ada9b85eb506293c4caec64db_FORMATO.png",4,"COR","Coritiba","ata","Provável",1.4,13.56,-0.3,4.33,4,NA,12,NA,7,11,NA,2,7,1,NA,5,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
41218,"Alessandro Beti Rosa","Magrão  ( SPO )","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",4,"SPO","Sport","gol","Provável",-2,0.76,-0.36,-0.33,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,9,NA,NA,NA,NA,1,0,1,"Fora"
41327,"Vanderlei Luxemburgo da Silva","Vanderlei Luxemburgo  ( SPO )","https://s.glbimg.com/es/sde/f/2017/05/31/d059e86ab694b638ba5a43c3b0b0444f_FORMATO.png",4,"SPO","Sport","tec","Provável",0.27,3.04,-0.77,0.27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
41363,"Alexandre Tadeu Gallo","Alexandre Gallo  ( VIT )","https://s.glbimg.com/es/sde/f/2017/06/06/ee2b94270801b97042a4a5bdae50276b_FORMATO.png",4,"VIT","Vitória","tec","Provável",0,6.18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Fora"
41929,"Renato Portaluppi","Renato Gaúcho  ( GRE )","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",4,"GRE","Grêmio","tec","Provável",6.12,15,0.73,5.65,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
42116,"Willian Gomes de Siqueira","Willian  ( PAL )","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",4,"PAL","Palmeiras","ata","Provável",-4,4.03,-1.68,-0.98,4,NA,9,NA,8,3,2,4,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,0,0,0,"Casa"
42140,"Felipe Augusto Santana","Felipe Santana  ( ATL )","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",4,"ATL","Atlético-MG","zag","Provável",8.1,9.25,1.33,5.08,4,NA,5,1,5,3,1,7,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Fora"
42145,"Egídio de Araújo Pereira Júnior","Egídio  ( PAL )","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",4,"PAL","Palmeiras","lat","Provável",6.8,6.66,0.66,6.8,1,NA,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Casa"
42213,"Fernando Paixão da Silva","Fernando Bob  ( PON )","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",4,"PON","Ponte Preta","mei","Contundido",0,10.12,0,8.1,1,NA,3,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Casa"
42222,"Osvaldo Lourenço Filho","Osvaldo  ( SPO )","https://s.glbimg.com/es/sde/f/2017/05/06/c9fe7a8f540f56c7325c5e78f3097d32_FORMATO.png",4,"SPO","Sport","ata","Provável",-2.9,2.24,-1.69,0.83,4,NA,13,NA,3,6,NA,NA,2,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,0,1,"Fora"
42232,"William José de Souza","Amaral  ( CHA )","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",4,"CHA","Chapecoense","mei","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Fora"
42234,"Cássio Ramos","Cássio  ( COR )","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",4,"COR","Corinthians","gol","Provável",5,9.69,0.35,3.93,4,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,0,2,"Casa"
42330,"Felipe Garcia dos Prazeres","Felipe Garcia  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/27/986affeeae68d3af059f6c98de882ddb_FORMATO.png",4,"ATL","Atlético-GO","gol","Provável",3,7.1,-0.26,6.13,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,7,NA,NA,NA,NA,3,0,3,"Fora"
42411,"Alexi Stival","Cuca  ( PAL )","https://s.glbimg.com/es/sde/f/2016/05/01/ffe92c9e05e8100cdb59ce176a5352f5_FORMATO.png",4,"PAL","Palmeiras","tec","Provável",3.8,13.71,0.42,3.74,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Casa"
42499,"Bruno Vieira do Nascimento","Bruno  ( SAO )","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",4,"SAO","São Paulo","lat","Dúvida",0,6.11,-1.89,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
42500,"Fagner Conserva Lemos","Fagner  ( COR )","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",4,"COR","Corinthians","lat","Nulo",5,11.77,0.48,3.75,4,NA,16,3,5,5,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0,2,"Casa"
49673,"Júlio César Jacobi","Júlio César  ( FLU )","https://s.glbimg.com/es/sde/f/2016/04/29/88d18a6c7e76b53f49c068867e67a91b_FORMATO.png",4,"FLU","Fluminense","gol","Nulo",-2.4,4.61,-2.39,-2.4,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,1,"Casa"
49674,"Fabricio dos Santos Silva","Fabrício  ( CRU )","https://s.glbimg.com/es/sde/f/2017/02/19/24191456ff9447eb594b23afd68b389a_FORMATO.png",4,"CRU","Cruzeiro","lat","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,-2,"Casa"
50284,"Wilson Rodrigues de Moura Júnior","Wilson  ( COR )","https://s.glbimg.com/es/sde/f/2017/04/24/5b2f43325fb756c251e30f1bd567af5b_FORMATO.png",4,"COR","Coritiba","gol","Provável",7.4,11.09,1.25,4.45,4,NA,4,2,NA,2,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,1,0,1,"Casa"
50294,"Guilherme Milhomem Gusmão","Guilherme  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",4,"ATL","Atlético-PR","mei","Contundido",0,10.33,0,2.37,3,NA,8,NA,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
50301,"Everton Cardoso da Silva","Everton  ( FLA )","https://s.glbimg.com/es/sde/f/2017/04/24/baf540d146fb96f0159339aad269538d_FORMATO.png",4,"FLA","Flamengo","mei","Provável",2.8,15.11,-1.08,6.9,3,NA,9,NA,3,4,NA,5,2,1,1,2,NA,1,NA,NA,NA,NA,NA,0,0,0,"Casa"
50307,"Adilson Warken","Adilson  ( ATL )","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",4,"ATL","Atlético-MG","mei","Contundido",0,5.18,0,0.5,3,NA,6,NA,6,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Fora"
50317,"David Braz de Oliveira Filho","David Braz  ( SAN )","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",4,"SAN","Santos","zag","Provável",-1.2,9.68,-1.13,3.67,3,NA,12,1,2,1,NA,2,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,2,0,2,"Fora"
50324,"Hudson Rodrigues dos Santos","Hudson  ( CRU )","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",4,"CRU","Cruzeiro","mei","Nulo",-0.6,6.01,-0.7,1.75,4,NA,8,NA,5,4,NA,6,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,2,-2,"Casa"
50328,"Marcelo Oliveira Ferreira","Marcelo Oliveira  ( GRE )","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",4,"GRE","Grêmio","lat","Contundido",0,9.97,0,5.1,1,NA,2,1,2,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,0,2,"Casa"
50348,"Darío Leonardo Conca","Conca  ( FLA )","https://s.glbimg.com/es/sde/f/2017/04/24/f51b755cd38a02f41c96c2cc347998eb_FORMATO.png",4,"FLA","Flamengo","mei","Nulo",0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"Casa"
50362,"Lucas Rios Marques","Lucas  ( FLU )","https://s.glbimg.com/es/sde/f/2017/01/13/c82e7265df8e1826bec18601456898a5_FORMATO.png",4,"FLU","Fluminense","lat","Nulo",-0.2,2.17,-0.38,-0.3,4,NA,8,NA,12,NA,2,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,"Casa"
50398,"Paulo Henrique Carneiro Filho","Paulo Henrique  ( SPO )","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",4,"SPO","Sport","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
50402,"Kayke Moreno de Andrade Rodrigues","Kayke  ( SAN )","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",4,"SAN","Santos","ata","Provável",0,3.01,0,-0.55,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
50407,"Marco Antonio de Mattos Filho","Marquinho  ( FLU )","https://s.glbimg.com/es/sde/f/2016/07/30/7905e0520c53cd23701cb3eddd0d3d19_FORMATO.png",4,"FLU","Fluminense","mei","Nulo",0,3.6,0,-2.5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,"Casa"
50408,"Breno Vinicius Rodrigues Borges","Breno  ( VAS )","https://s.glbimg.com/es/sde/f/2017/05/18/3541bd5abdd15872a87ca7a41c8b2948_FORMATO.png",4,"VAS","Vasco","zag","Provável",0,2.83,-0.05,0.27,3,NA,3,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Fora"
50421,"Wesley Lopes Beltrame","Wesley  ( SAO )","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",4,"SAO","São Paulo","mei","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,"Fora"
50427,"Ricardo Martins de Araújo","Kadu  ( PON )","https://s.glbimg.com/es/sde/f/2017/05/02/414d5dd199f668338406b95b0d982b31_FORMATO.png",4,"PON","Ponte Preta","zag","Contundido",0,13.02,0,6.63,3,NA,1,1,4,3,NA,10,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,0,1,"Casa"
50439,"Vilson Xavier de Meneses Junior","Vilson  ( COR )","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",4,"COR","Corinthians","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,"Casa"
50459,"Leonardo Renan Simões de Lacerda","Léo  ( CRU )","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",4,"CRU","Cruzeiro","zag","Provável",0.3,8.86,-0.42,2.2,4,NA,11,2,4,4,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,2,-2,"Casa"
