,atletas.clube_id,atletas.rodada_id,atletas.jogos_num,atletas.nome,atletas.posicao_id,atletas.atleta_id,atletas.slug,atletas.media_num,atletas.minimo_para_valorizar,atletas.preco_num,atletas.status_id,atletas.apelido_abreviado,atletas.variacao_num,atletas.pontos_num,atletas.foto,atletas.clube.id.full.name,atletas.apelido,CA,DS,FC,FD,FF,FS,G,I,SG,A,FT,CV,PC,PP,PS,DE,GS,DP,GC,V
171,277,15,15,João Paulo Silva Martins,1,85425,joao-paulo,3.74,,10.55,7,J. Paulo,-0.1,-0.5,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,Santos,João Paulo,1.0,,,,,2.0,,,5.0,,,,,,,54.0,23.0,,,
172,293,15,9,Alex Paulo Menezes Santana,4,85465,alex-santana,2.38,,4.54,6,A. Santana,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_9oyYdIt.png,Athlético-PR,Alex Santana,3.0,6.0,11.0,1.0,8.0,16.0,1.0,1.0,,,,1.0,,,,,,,,
173,267,15,14,Leonardo Pinheiro da Conceição,3,85626,leo,1.15,,3.31,6,Léo,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,Vasco,Léo,2.0,8.0,12.0,,,8.0,,,1.0,,1.0,,,,,,,,,
174,282,15,11,Hyoran Kaue Dalmoro,4,85931,hyoran,3.54,,5.95,5,Hyoran,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_we4xNWc.png,Atlético-MG,Hyoran,4.0,13.0,22.0,3.0,10.0,9.0,2.0,2.0,,,1.0,,1.0,,,,,,,
175,263,15,4,Gustavo Affonso Sauerbeck,5,85993,gustavo-sauer,1.35,,1.87,6,G. Sauer,-0.18,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_plrV8jg.png,Botafogo,Gustavo Sauer,,3.0,3.0,,1.0,2.0,,1.0,,,,,,,1.0,,,,,
176,327,15,7,Wanderson Santos Pereira,3,86143,wanderson,1.16,,2.82,6,Wanderson,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_b5qzoWm.png,América-MG,Wanderson,,3.0,10.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
177,327,15,10,Alexandre Egea,4,86388,ale,2.01,,5.42,6,Alê,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BijuTNZ.png,América-MG,Alê,2.0,9.0,13.0,,4.0,8.0,1.0,,,,,,,,,,,,,
178,290,15,15,Sander Henrique Bortolotto,2,86391,sander,5.65,,11.23,7,Sander,0.53,8.3,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,Goiás,Sander,,37.0,18.0,6.0,4.0,31.0,,1.0,2.0,2.0,,,,,,,,,,
179,294,15,9,Victor Luis Chuab Zamblauskas,2,86410,victor-luis,2.88,,4.31,6,V. Luis,0.09,8.2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cjqZYOH.png,Coritiba,Victor Luis,2.0,8.0,6.0,,2.0,7.0,1.0,,2.0,,,,,,,,,,1.0,
180,266,15,8,Marcos da Silva França,5,86485,keno,2.48,,3.57,3,Keno,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,Fluminense,Keno,3.0,9.0,8.0,4.0,1.0,8.0,,2.0,,1.0,,,,,,,,,,
181,276,15,1,Jandrei Chitolina Carniel,1,86508,jandrei,9.0,,5.26,6,Jandrei,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/aea40f3f23e91096dde97a5b7a877640_FORMATO.png,São Paulo,Jandrei,,,,,,,,,1.0,,,,,,,4.0,,,,
182,263,15,15,Danilo das Neves Pinheiro,4,86686,tche-tche,2.72,,8.43,7,T. Tchê,0.66,6.3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,Botafogo,Tchê Tchê,2.0,11.0,20.0,4.0,6.0,16.0,1.0,,,2.0,,,,,,,,,,
183,262,15,14,Everton Sousa Soares,5,86757,everton,4.9,,9.0,7,Everton,0.02,5.1,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,Flamengo,Everton,1.0,12.0,10.0,8.0,13.0,13.0,2.0,3.0,,3.0,,,,,1.0,,,,,
184,263,15,8,Danilo Barbosa da Silva,4,86777,danilo-barbosa,2.46,,4.96,6,D. Barbosa,0.12,1.4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,Botafogo,Danilo Barbosa,1.0,6.0,7.0,,2.0,12.0,1.0,,,,,,,,,,,,,
185,294,15,9,Rodrigo Cunha Pereira de Pinho,5,86799,rodrigo-pinho,1.61,,3.17,7,R. Pinho,-0.03,0.7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_28kb8HP.png,Coritiba,Rodrigo Pinho,2.0,3.0,8.0,3.0,5.0,10.0,,4.0,,,1.0,,,,,,,,,
186,294,15,11,Gabriel Boschilia,4,86841,boschilia,3.17,,5.85,5,Boschilia,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/08/12/8bbade4dbabca44eb3eda2767deda745_FORMATO.png,Coritiba,Boschilia,1.0,8.0,6.0,5.0,7.0,7.0,1.0,,,1.0,,,,,,,,,,
187,356,15,8,José Welison da Silva,4,86859,jose-welison,1.14,,3.13,7,J. Welison,0.13,3.3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_Sq4MDcU.png,Fortaleza,José Welison,2.0,6.0,9.0,,4.0,7.0,,1.0,,,,,,,,,,,,
188,327,15,9,Marlon Matheus Lopes do Nascimento,2,86864,marlon,3.69,,5.79,6,Marlon,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,América-MG,Marlon,1.0,16.0,7.0,,2.0,17.0,,,1.0,1.0,,,,,,,,,1.0,
189,267,15,14,Leonardo César Jardim,1,87008,leo-jardim,2.54,,9.52,6,L. Jardim,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,Vasco,Léo Jardim,1.0,,,,,1.0,,,1.0,,,,,,,54.0,23.0,,,
190,284,15,10,Nathan Allan de Souza,4,87009,nathan,2.26,,4.8,6,Nathan,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,Grêmio,Nathan,1.0,9.0,7.0,4.0,4.0,4.0,,1.0,,1.0,,,,,,,,,,
191,290,15,13,Matheus Vieira Campos Peixoto,5,87098,matheus-peixoto,3.68,,7.22,6,M. Peixoto,-0.22,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,Goiás,Matheus Peixoto,2.0,10.0,16.0,5.0,10.0,17.0,2.0,8.0,,1.0,,,,,,,,,,
192,293,15,11,Pedro Henrique Ribeiro Gonçalves,3,87225,pedro-henrique,3.65,,8.95,5,P. Henrique,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,Athlético-PR,Pedro Henrique,3.0,10.0,14.0,1.0,5.0,5.0,1.0,2.0,4.0,,,,,,,,,,,
193,282,15,6,Guilherme Antonio Arana Lopes,2,87228,guilherme-arana,1.73,,9.71,7,G. Arana,1.16,7.5,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,Atlético-MG,Guilherme Arana,1.0,6.0,2.0,,1.0,4.0,,,1.0,,,1.0,,,,,,,,
194,285,15,12,Carlos María de Pena Bonino,4,87242,carlos-de-pena,2.82,,8.05,7,C. Pena,1.43,8.5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,Internacional,Carlos de Pena,2.0,15.0,8.0,3.0,7.0,6.0,1.0,,,,,,,,,,,,,
195,277,15,7,Yeferson Julio Soteldo Martínez,5,87258,soteldo,5.53,,9.24,6,Soteldo,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,Santos,Soteldo,,8.0,2.0,4.0,5.0,22.0,,1.0,,2.0,1.0,1.0,,,,,,,,
196,284,15,11,Walter Kannemann,3,87342,kannemann,3.7,,8.05,6,Kannemann,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,Grêmio,Kannemann,7.0,27.0,21.0,3.0,2.0,9.0,,,2.0,1.0,,1.0,,,,,,,,
197,290,15,1,Allano Brendon de Souza Lima,5,87391,allano,5.3,,3.9,6,Allano,0.9,5.3,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_fvVeoSJ.png,Goiás,Allano,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
198,277,15,15,Messias Rodrigues da Silva Júnior,3,87402,messias,3.31,,6.74,7,Messias,-0.98,-1.3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,Santos,Messias,2.0,20.0,11.0,2.0,2.0,6.0,,1.0,5.0,,,,1.0,,,,,,,
199,265,15,14,Thaciano Mickael da Silva,4,87470,thaciano,5.21,,11.29,7,Thaciano,0.1,3.2,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,Bahia,Thaciano,1.0,20.0,15.0,6.0,13.0,16.0,2.0,2.0,,2.0,1.0,,,,,,,,,
200,293,15,11,Vitor Frezarin Bueno,4,87552,vitor-bueno,4.61,,7.26,7,V. Bueno,-1.4,1.8,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,Athlético-PR,Vitor Bueno,4.0,6.0,7.0,6.0,8.0,14.0,1.0,1.0,,3.0,2.0,,,,,,,,,
201,327,15,7,Mateus Pasinato,1,87603,mateus-pasinato,2.86,,2.93,6,M. Pasinato,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,América-MG,Mateus Pasinato,1.0,,,,,2.0,,,1.0,,,,,,,27.0,12.0,,,
202,283,15,12,Antônio Francisco Moura Neto,4,87742,neto-moura,0.84,,2.38,6,N. Moura,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,Cruzeiro,Neto Moura,1.0,8.0,11.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,,
203,265,15,7,Yago Felipe da Costa Rocha,4,87747,yago-felipe,1.85,,4.25,6,Y. Felipe,-1.0,-0.1,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,Bahia,Yago Felipe,1.0,12.0,15.0,,2.0,5.0,,,,,,,,,,,,,,
204,263,15,5,Philipe Sampaio Azevedo,3,87808,philipe-sampaio,3.7,,3.46,6,P. Sampaio,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,Botafogo,Philipe Sampaio,1.0,3.0,1.0,,1.0,1.0,,1.0,3.0,,,,,,,,,,,
205,282,15,9,Paolo Mauricio Lemos Merladett,3,87853,mauricio-lemos,4.03,,9.98,6,M. Lemos,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,Atlético-MG,Mauricio Lemos,4.0,15.0,9.0,4.0,3.0,6.0,1.0,2.0,2.0,,,1.0,,,,,,,,
206,262,15,10,Giorgian Daniel de Arrascaeta Benedetti,4,87863,arrascaeta,6.26,,13.4,7,Arrascaeta,-0.91,3.6,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,Flamengo,Arrascaeta,1.0,10.0,14.0,4.0,8.0,14.0,2.0,3.0,,3.0,2.0,,,,1.0,,,,,
207,1371,15,12,Alan Pereira Empereur,3,88033,alan-empereur,2.3,,4.98,7,A. Empereur,1.39,6.0,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,Cuiabá,Alan Empereur,3.0,5.0,4.0,2.0,3.0,8.0,,,3.0,1.0,,,,,,,,,1.0,
208,266,15,0,Jorge Marco de Oliveira Moraes,2,88065,jorge,0.0,,4.0,5,Jorge,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,Fluminense,Jorge,,,,,,,,,,,,,,,,,,,,
209,267,15,0,Ivan Quaresma da Silva,1,88136,ivan,0.0,,5.0,6,Ivan,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,Vasco,Ivan,,,,,,,,,,,,,,,,,,,,
210,264,15,3,Ángel Rodrigo Romero Villamayor,5,88323,angel-romero,0.63,,2.97,6,Ã. Romero,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,Corinthians,Ángel Romero,,1.0,1.0,,,2.0,,,,,,,,,,,,,,
211,267,15,0,Gabriel Dias de Oliveira,2,88368,gabriel-dias,0.0,,3.0,5,G. Dias,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,Vasco,Gabriel Dias,,,,,,,,,,,,,,,,,,,,
212,262,15,14,Ayrton Lucas Dantas de Medeiros,2,88393,ayrton-lucas,5.94,,14.42,3,A. Lucas,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,Flamengo,Ayrton Lucas,3.0,18.0,21.0,3.0,4.0,18.0,3.0,,5.0,1.0,,,,,1.0,,,,,
213,280,15,9,Aderlan de Lima Silva,2,88423,aderlan,5.42,,9.85,6,Aderlan,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Bragantino,Aderlan,,21.0,13.0,,3.0,6.0,,,4.0,1.0,,1.0,,,,,,,,
214,356,15,5,Lucas de Figueiredo Crispim,4,88597,lucas-crispim,1.36,,3.99,6,L. Crispim,0.26,3.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,Fortaleza,Lucas Crispim,,2.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,
215,294,15,11,Damián Marcelino Moreno,4,88857,marcelino-moreno,4.94,,5.62,7,M. Moreno,-0.42,2.8,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,Coritiba,Marcelino Moreno,2.0,12.0,5.0,8.0,3.0,27.0,1.0,1.0,,2.0,,,,,,,,,,
216,294,15,2,Luan Polli Gomes,1,88916,luan-polli,1.25,,2.75,6,L. Polli,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,Coritiba,Luan Polli,2.0,,,,,1.0,,,,,,,,,,7.0,3.0,,,
217,327,15,12,Iago Justen Maidana Martins,3,89226,iago-maidana,0.7,,2.2,6,I. Maidana,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,América-MG,Iago Maidana,3.0,8.0,14.0,2.0,4.0,1.0,,1.0,,,,,,,,,,,,
218,262,15,11,Gerson Santos da Silva,4,89256,gerson,6.33,,11.31,7,Gerson,0.18,4.3,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,Flamengo,Gerson,1.0,13.0,22.0,1.0,4.0,33.0,2.0,3.0,,5.0,,,1.0,,1.0,,,,,
219,284,15,9,João Pedro Maturano dos Santos,2,89273,joao-pedro,3.81,,11.04,6,J. Pedro,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,Grêmio,João Pedro,1.0,12.0,3.0,,1.0,6.0,1.0,,1.0,1.0,,,,,,,,,,
220,283,15,14,Willian de Asevedo Furtado,2,89275,william,5.15,,10.41,3,William,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,Cruzeiro,William,3.0,25.0,16.0,,5.0,22.0,,,6.0,1.0,,,,,,,,,,
221,282,15,2,Igor Rabello da Costa,3,89493,igor-rabello,4.35,,4.92,7,I. Rabello,1.34,8.7,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,Atlético-MG,Igor Rabello,1.0,4.0,2.0,,,1.0,,,1.0,,,,,,,,,,,
222,262,15,13,Thiago Maia Alencar,4,89637,thiago-maia,1.97,,5.67,7,T. Maia,-0.68,-2.2,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,Flamengo,Thiago Maia,3.0,28.0,19.0,,1.0,2.0,,,,,,,1.0,,,,,,,
223,1371,15,9,Iury Lirio Freitas de Castilho,5,89695,iury-castilho,1.94,,2.82,6,I. Castilho,-0.78,-0.7,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,Cuiabá,Iury Castilho,1.0,7.0,8.0,4.0,4.0,10.0,,6.0,,,,,,,,,,,,
224,276,15,12,Jonathan Calleri,5,89840,calleri,6.79,,16.81,7,Calleri,1.82,17.8,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,São Paulo,Calleri,2.0,3.0,29.0,8.0,8.0,29.0,6.0,10.0,,2.0,,,,,1.0,,,,,
225,284,15,13,Franco Cristaldo,4,89846,cristaldo,6.47,,11.49,6,Cristaldo,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,Grêmio,Cristaldo,,20.0,3.0,6.0,7.0,21.0,4.0,2.0,,1.0,,,,,1.0,,,,,
226,277,15,13,Douglas Moreira Fagundes,4,89883,dodi,2.66,,4.88,7,Dodi,0.39,2.8,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,Santos,Dodi,5.0,27.0,22.0,2.0,1.0,21.0,,,,,,,,,,,,,,
227,264,15,14,Róger Krug Guedes,5,89898,roger-guedes,7.03,,17.57,6,R. Guedes,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,Corinthians,Róger Guedes,3.0,7.0,9.0,10.0,18.0,38.0,6.0,7.0,,,1.0,,,,,,,,,
228,284,15,10,Everton Galdino Moreira,5,89918,everton-galdino,2.95,,5.54,5,E. Galdino,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,Grêmio,Everton Galdino,1.0,4.0,4.0,2.0,2.0,4.0,2.0,,,1.0,,,,,,,,,,
229,277,15,10,John Stiven Mendoza Valencia,5,90031,mendoza,8.35,,13.54,7,Mendoza,-2.34,3.7,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,Santos,Mendoza,1.0,7.0,8.0,5.0,9.0,29.0,5.0,2.0,,2.0,,,,,1.0,,,,,
230,356,15,14,Bruno de Jesus Pacheco,2,90061,bruno-pacheco,6.75,,11.55,7,B. Pacheco,-0.67,5.7,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,Fortaleza,Bruno Pacheco,2.0,30.0,23.0,2.0,5.0,22.0,,,7.0,3.0,,,,,,,,,,
231,294,15,1,Eduardo Nascimento da Silva Júnior,5,90120,edu,0.8,,4.55,6,Edu,-1.45,0.8,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_b9BOGwx.png,Coritiba,Edu,,,,,1.0,,,,,,,,,,,,,,,
232,276,15,4,Raí dos Reis Ramos,2,90232,rai-ramos,3.95,,5.3,6,R. Ramos,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,São Paulo,Raí Ramos,2.0,4.0,5.0,2.0,2.0,1.0,,,2.0,,,,,,,,,,,
233,262,15,9,Bruno Henrique Pinto,5,90285,bruno-henrique,1.96,,5.53,5,B. Henrique,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,Flamengo,Bruno Henrique,1.0,4.0,7.0,1.0,5.0,6.0,1.0,2.0,,,,,,,,,,,,
234,275,15,1,Jaílson Marques Siqueira,4,90290,jailson,0.0,,4.22,5,Jailson,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,Palmeiras,Jailson,,,,,,,,,,,,,,,,,,,,
235,356,15,0,Pedro Rocha Neves,5,90302,pedro-rocha,0.0,,5.0,5,P. Rocha,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,Fortaleza,Pedro Rocha,,,,,,,,,,,,,,,,,,,,
236,276,15,8,David Correa da Fonseca,5,90309,david,3.59,,5.59,6,David,1.99,12.3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,São Paulo,David,3.0,3.0,6.0,,2.0,5.0,2.0,2.0,,2.0,,,,,,,,,,
237,265,15,12,Júlio César Rezende de Miranda,4,90449,rezende,2.95,,6.15,6,Rezende,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Bahia,Rezende,1.0,29.0,12.0,,4.0,10.0,,,,,,1.0,,,,,,,,
238,290,15,9,Diego Gonçalves,5,90540,diego-goncalves,1.07,,1.74,6,D. Gonçalves,-0.44,-1.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,Goiás,Diego Gonçalves,1.0,3.0,7.0,2.0,3.0,9.0,,1.0,,,,,,,,,,,,
239,265,15,1,Mateus Eduardo Claus,1,90590,mateus-claus,-1.0,,1.95,6,M. Claus,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,Bahia,Mateus Claus,,,,,,,,,,,,,,,,1.0,2.0,,,
240,1371,15,0,Lucas da Silva Izidoro,4,90634,lucas-mineiro,0.0,,4.0,6,L. Mineiro,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,Cuiabá,Lucas Mineiro,,,,,,,,,,,,,,,,,,,,
241,262,15,14,Fabrício Bruno Soares de Faria,3,90768,fabricio-bruno,3.51,,8.66,6,F. Bruno,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,Flamengo,Fabrício Bruno,3.0,15.0,6.0,1.0,1.0,8.0,,,5.0,1.0,,,,,,,,,,
242,327,15,11,Everaldo Silva do Nascimento,5,91151,everaldo,4.38,,9.08,6,Everaldo,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,América-MG,Everaldo,4.0,14.0,8.0,2.0,4.0,17.0,1.0,3.0,,2.0,2.0,,,,,,,,,
243,1371,15,7,Ítaro Patric Cardoso Calmon,2,91190,pk,1.94,,4.04,6,PK,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,Cuiabá,PK,1.0,10.0,10.0,,2.0,4.0,,,1.0,,,1.0,,,,,,,,
244,327,15,8,Éder Ferreira Graminho,3,91203,eder,1.17,,2.38,6,Éder,0.0,0.0,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,América-MG,Éder,4.0,16.0,15.0,,1.0,2.0,,2.0,,,,1.0,,,,,,,,
245,284,15,7,Felipe Ignacio Carballo Ares,4,91254,carballo,1.51,,4.1,6,Carballo,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,Grêmio,Carballo,1.0,6.0,5.0,1.0,4.0,3.0,,,,,,,,,,,,,,
246,263,15,15,Lucas Estella Perri,1,91260,lucas-perri,7.36,,13.27,7,L. Perri,0.77,13.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,Botafogo,Lucas Perri,,,,,,1.0,,,10.0,,,,,,,67.0,7.0,,,
247,262,15,10,Erick Antonio Pulgar Farfán,4,91473,erick-pulgar,3.04,,4.08,5,E. Pulgar,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,Flamengo,Erick Pulgar,3.0,16.0,19.0,,2.0,5.0,2.0,2.0,,,,,,,,,,,,
248,276,15,10,Robert Abel Arboleda Escobar,3,91573,arboleda,4.37,,8.69,7,Arboleda,-0.43,2.4,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,São Paulo,Arboleda,,14.0,3.0,,2.0,7.0,,3.0,4.0,,1.0,,,,,,,,,
249,275,15,11,Ronielson da Silva Barbosa,5,91607,rony,3.08,,9.31,6,Rony,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,Palmeiras,Rony,,5.0,11.0,4.0,4.0,11.0,2.0,13.0,,,1.0,,,,,,,,,
250,263,15,15,Adryelson Shawann Lima Silva,3,91664,adryelson,4.34,,6.97,7,Adryelson,-0.24,4.4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Botafogo,Adryelson,2.0,8.0,8.0,4.0,2.0,7.0,,,10.0,,,,,,,,,,,
251,283,15,8,Matheus Isaías dos Santos,4,91689,matheus-jussa,0.23,,1.97,7,M. Jussa,0.41,2.1,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,Cruzeiro,Matheus Jussa,3.0,5.0,14.0,1.0,1.0,2.0,,,,,,,,,,,,,,
252,283,15,14,Marlon Rodrigues Xavier,2,91706,marlon,9.81,,18.4,7,Marlon,1.17,15.0,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,Cruzeiro,Marlon,3.0,68.0,14.0,3.0,3.0,12.0,2.0,1.0,6.0,1.0,,,,,,,,,,
253,266,15,14,Marcílio Florêncio Mota Filho,3,91708,nino,4.32,,12.38,7,Nino,-0.09,6.2,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,Fluminense,Nino,2.0,7.0,14.0,2.0,3.0,15.0,2.0,,6.0,,1.0,1.0,,,,,,,,
254,290,15,0,Matheus Alves da Silva Cardoso,1,91712,matheus-alves,0.0,,2.0,6,M. Alves,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,Goiás,Matheus Alves,,,,,,,,,,,,,,,,,,,,
255,290,15,0,Luiz Antonio Ferreira Rodrigues,4,91733,felipe,0.0,,4.0,6,Felipe,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,Goiás,Felipe,,,,,,,,,,,,,,,,,,,,
256,265,15,8,David de Duarte Macedo,3,91772,david-duarte,3.6,,5.2,5,D. Duarte,0.0,0.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,Bahia,David Duarte,1.0,6.0,4.0,,1.0,4.0,1.0,,2.0,,1.0,,,,,,,,,
257,293,15,10,José Ivaldo Almeida Silva,3,91866,ze-ivaldo,3.0,,5.52,7,Z. Ivaldo,1.29,7.1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,Athlético-PR,Zé Ivaldo,2.0,9.0,13.0,1.0,1.0,8.0,,,4.0,,,,1.0,,,,,,,
